@Haitian creole@|@English@
@tyè a@|@heart, courage, choir, hearts (cards)@
@tyè a@|@heart, courage@
@tyèd@|@warm@
@tyeke@|@to ascertain, to check@
@tyouboum@|@mess, trouble, predicament@
@ui@|@uit, short for eight in some situations@
@ui fwa@|@eight times@
@ui liv@|@eight pounds@
@uisye a@|@process server, federal deputy marshall@
@uit@|@eight@
@uityèm@|@eighth@
@uni@|@bind@
@v@|@contracted form of va va ale will go v al@
@va@|@will, shall@
@va@|@used before verbs to signify future tense@
@va a@|@pick, spear, curse@
@va ye@|@will be@
@vach@|@cow@
@vaevyen@|@movement to and fro, people coming and going@
@vag@|@vague, lax, wave, to ignore, give a vague answer@
@vakabon@|@vagabond, naughty, rogue, woman chaser, vagrant@
@vakabon2@|@boisterous, unruly, dishonest, shameless@
@vakabonday la@|@vagrancy, prostitution, street walking@
@vakans@|@vacation@
@vaksen an@|@vaccination, vaccine@
@valab@|@valuable@
@vale@|@swallow, gulp@
@valè@|@value, worth, cost, price, plenty, an abundance@
@valè 2@|@a large number, so many, a large quantity, merit@
@valè 3@|@usefuleness@
@valè a@|@joker in cards@
@valè a 2@|@value, worth, price, amount, great amount, so many@
@vale van@|@to waste time, to do nothing, loaf@
@valeryann@|@fake, faking, buckling@
@valeryann 2@|@to stop and go on a bike, a show of skill@
@valid@|@valid@
@valiz@|@valise, suitcase, handbag, luggage, briefcase@
@valkanday la@|@loitering, wandering@
@valkande@|@to loaf, wander, loiter@
@valkannen@|@to wander about@
@valpa a@|@worthless person, good for nothing@
@vals la@|@waltz@
@valse@|@to waltz@
@valtay@|@servant, domestic, worthless person@
@valtourinen@|@to wander about, to loaf@
@valv@|@valve@
@valye@|@estimate@
@van@|@wind, storm, air@
@vàn nan@|@valve, sluice gate, flood gate@
@van nan zòrèy@|@a buzz in the ears@
@vandè a@|@seller@
@vandredi@|@Friday@
@vandredi sen@|@good friday@
@vani an@|@vanilla@
@vaniy@|@vanilla@
@vanjans la@|@vengeance@
@vanje@|@avenge@
@vanjou@|@before daybreak@
@vann@|@vend, sell, to betray, to show@
@vann nan@|@valve, sluice gate, flood gate@
@vannen@|@to winnow, beat, maltreat@
@vanse@|@almost@
@vanse douvan@|@moving forward@
@vansèyman@|@information@
@vant@|@belly, stomach@
@vant kouri@|@diarrhea, running stomach@
@vant mennen@|@diarrhea@
@vant pase@|@diarrhea@
@vantay@|@hand held fan@
@vante@|@boast, brag, to praise@
@vante (the wind ...s)@|@blow@
@vante 2@|@to blow, to fan, to be windy, evaporate, go flat@
@vante 3@|@to leak out news or a story, to lose ones appeal@
@vantfemal@|@bellyache, stomach ache@
@vantilatè@|@fan@
@vantilatè a@|@engine fan, ventilator@
@vantouz@|@leech@
@vantouz la@|@cupping glass for extracting poisens from body@
@vantrès la@|@leaf part from banana tree used to make straw mats@
@vanyan@|@valiant, brave, courageous, strong, healthy@
@vanyan 2@|@hardworkin@
@vanyan gason@|@bitter bush@
@vap@|@interjection meaning boom@
@vap vap@|@fast, rapidly, presto@
@vapè@|@fume, vapor, steam@
@vapè a@|@steam, mist, vapor@
@vapore@|@to stun, astonish, surprise@
@vapore 2@|@excited, easily moved@
@vare@|@to pierce with a spear, gore@
@vare sou@|@to jump on@
@varèz la@|@a loose fitting robe, hospital blouse or robe@
@varyasyon@|@variation@
@varye@|@to change, to vary    seldom used@
@varye 2@|@raving, crazy, cuckoo, out of order, spoiled goods@
@vast@|@vast@
@vavit la@|@diarrhea@
@vaz la@|@chamber pot@
@vazlin nan@|@vasiline@
@ve@|@to want  rarely used@
@vè@|@towards, about, around@
@ve a@|@vow@
@vè a@|@worm, maggot, parasite@
@vè a 2@|@verse, glass, eye glasses@
@vè minui@|@at about midnight@
@ve pa@|@to refuse, not to want@
@vè solitè@|@tapeworm@
@vèb la@|@verb@
@vèble a@|@acne@
@vèdegri a@|@verdigris, grey green@
@vèdik la@|@verdict@
@vèf@|@widower@
@vegle@|@to blind@
@vegle je@|@to blind@
@vejete@|@to vegetate, barely survive, to hang on@
@vekse@|@to vex, to offend, to insult@
@vèmin@|@vermin, worms, bugs, pest, foul tongued@
@vèmisèl la@|@vermicelli, spanish moss@
@ven@|@twenty@
@ven di@|@to harden@
@ven kann nan@|@sugar cane juice before boiling@
@vèn nan@|@vein, artery@
@vendik@|@verdict@
@venere@|@venerate@
@vèni@|@to discredit, talk bad about s o behind their back@
@vèni 2@|@to varnish, glazed, polished, varnished@
@vèni an@|@varnish, calumny@
@venk@|@vanquish, defeat@
@venkann nan@|@sugar cane juice before boiling@
@venn@|@twenty@
@venn de@|@twenty two@
@venn kat@|@twenty four@
@venn nan@|@vein, artery@
@vennkatrè@|@twenty four hours, scorpion fish, venomous animals@
@vent@|@twenty@
@ventan@|@twenty years@
@venteen@|@twenty one@
@ventèn nan@|@about twenty@
@ventyèm@|@twentieth@
@vèp la@|@vespers@
@vepa@|@to refuse, not to want@
@vèrèt la@|@smallpox@
@verifye@|@check, audit, proof, verify, try, ascertain@
@veritab@|@true, real, veritable@
@veritab la@|@breadfruit@
@verite@|@truth, fact, truly, in truth@
@vès@|@cardigan, coat, jacket@
@vèse@|@to pour, to make a payment, to vomit@
@vèsè@|@the verse, verset@
@vesèl la@|@plates and dises, crockery, vessel@
@veselye a@|@dresser, sideboard@
@vesi a@|@bladder in a tire or soccer ball@
@vèsman an@|@payment, installment, vomit@
@veso a@|@kitchen utensil, vessel, receptacle, recipient@
@vèsyon@|@version@
@vèt@|@color green, unripe@
@vètè@|@green, earthworm@
@vètè a@|@earthworm@
@veterinè a@|@veterinary@
@vèti@|@virtue@
@vètij la@|@vertigo, dizziness@
@vètikal@|@erect@
@vetivè a@|@vetiver grass used in perfumery@
@vèv@|@widow@
@vèvè a@|@ritualistic geometric design to invoke a divinity@
@vèvèn nan@|@verbena@
@vèy la@|@wake@
@veyatif@|@vigilant, watchful@
@veye@|@to wake, watch, keep vigile, be careful, watch out@
@veye 2@|@to be on guard, pay attention, guard, take care of@
@veye 3@|@to watch over, to spy on@
@veye zo ou@|@watch out, pay attention@
@vezou a@|@beverage made from sugar cane@
@vi@|@life, sight, view@
@vid@|@empty@
@vid@|@blank@
@vidanj la@|@sediment, dregs, emptying@
@vide@|@to flush, empty, discharge, pour out, drain, spill@
@vide 2@|@to cave in, fall, collapse@
@vide sou@|@to rush upon, to fall upon@
@vif@|@fresh wound, bright color@
@vigil la@|@comma@
@viktim@|@victim@
@viktwa@|@victory@
@vil@|@city, town@
@vilaj@|@village@
@vilbreken an@|@center bit, brace, crank shaft@
@vilganize@|@to vulcanize tires@
@vilgè@|@vulgar, coarse, gross@
@vilodròm nan@|@house@
@vilokan an@|@mystical abode o loa vodou spirits@
@vin@|@come, came, to come, arrive, become, happen@
@vin 2@|@short form of vini@
@vin anvan@|@precede@
@vin gade po wè@|@come and take a look@
@vin non@|@come (won't you)@
@vin pi fon@|@to deepen@
@vin pi gwo@|@get bigger@
@vin pi lou@|@to put on weight@
@vinèg@|@vinegar@
@vini@|@come, reach orgasm, ejaculate@
@vini 2@|@to become, come about, happen@
@vini anvan@|@to come first@
@vini wè@|@what if, but suppose@
@vinn sou dlo@|@came by sea@
@vipochasann nan@|@group promenading to and fro in the evening@
@vire@|@to turn, turn around, spin, change direction, stir@
@vire 2@|@to twist, wind, fidget, fool, deceive@
@vire 4@|@tour@
@vire adwat@|@turn right@
@vire agòch@|@turn left@
@vire do@|@to turn your back on someone, leave in anger@
@vire gade@|@to turn and look@
@vire lang@|@to change ones story@
@vire lòlòj@|@to drive someone crazy@
@vire ron@|@make a u turn, walk about@
@vire tounen@|@to come and go, from time to time, run around@
@vire tounen 2@|@to pester, to pull to and fro@
@viròl la@|@washer, collar@
@vironn nan@|@turn, take a complete turn around something@
@vironnen@|@to surround, to go all around, to encircle, circle@
@vis@|@vice@
@vis la@|@screw@
@vis la 2@|@greed, tendency to vice, crime, tend to steal@
@visa@|@visa@
@vise@|@to screw@
@visit doktè@|@a short visit@
@visle@|@corrupt@
@visye@|@greedy, thievish, cheater, crook, gluttonous men@
@visye 2@|@crooked, dishonest, vicious, spoiled, thief man@
@visyèz@|@dishonest, greedy, vicious, thief woman@
@vit@|@fast, quick, quickly, rapid, swiftly@
@vit la@|@glass, window glass, pane@
@vital@|@vital@
@vitametènam@|@forever, eternally, in vitam aeternam@
@vitamin nan@|@vitamin@
@vitès@|@speed, velocity, haste, rate@
@vitman@|@quickly@
@vitrin nan@|@show window, display window, glass cabinet@
@vitriye a@|@glazier@
@vitriyòl la@|@vitriol@
@viv@|@to live, to inhabit, to exist@
@viv la@|@food, provisions (veggies only usually)@
@viv la 2@|@weever fish@
@vivan@|@alive, living, lively@
@vivan an@|@human being, living soul@
@vivè a@|@fast living person, bon vivant@
@viza a@|@visa@
@vizavi@|@opposite@
@vize@|@to target, aim at@
@vizè@|@sharpshooter, skillful marble shooter@
@vizib@|@visible, in the open, publicly@
@vizit la@|@visit@
@vizite@|@to visit, to pay a visit@
@vizitè a@|@visitor@
@vizite you kay@|@to take a look at, examine a house@
@vizyon@|@vision@
@vizyon an@|@vision@
@vizyonnen@|@to have a vision, to envision@
@vle@|@to want, desire, will, wish, lean toward@
@vle di@|@to mean, to signify@
@vle pa vle@|@willy nillly, whether you want or not, like or not@
@vlen an@|@waste meat, white fibrous part of meat near nerves@
@vlengbendeng@|@supposed night band of evildoers who cast spells@
@vlengenden@|@inelegant, without substance, nonchalant@
@vlope@|@to wrap, envelope, embrace, fold, cover, bag it@
@vlope 2@|@to deceive, to out smart@
@vlou a@|@velvet@
@vo@|@calf, veal, to be worth, to equal@
@vodou@|@voudou@
@vodou a@|@a cult of Haiti, rites and beliefs of Arada nation@
@vodou a 2@|@the loas and spirits@
@vokabilè@|@vocabulary@
@voksal@|@huge, enormous@
@voksal 2@|@scandal, raucus, shameful, degrading situation@
@vòl (avyon)@|@flight@
@vòl la@|@larceny, theft, robbery, airplane flight vòl 301@
@volan@|@steering wheel, flounce on a dress@
@volay@|@fowl@
@vole@|@to jump, fly, fly away, leave, depart@
@vòlè@|@to rob, steal, lift, burglarize@
@vòlè a@|@robber, thief, burgular, crook@
@vole gagè@|@to flee from a difficult situation, flee the coop@
@vòlè je gade@|@to eye furtively@
@vole sou@|@to jump, to leap@
@vòlèz la@|@female thief@
@volim@|@volume@
@volkan an@|@volcano@
@vòlò@|@to rob, steal, lift, burgularize, make away with@
@vòlò a@|@robber, thief, burgular, crook@
@volonte@|@will, determination, willingness, wishes@
@volontè@|@obstinate, stubborn, willful, self willed@
@volontè 2@|@insistent, one who wants his own way@
@voltije@|@to hop, jump, spring, spurt, spatter, flutter@
@volunte@|@will@
@vomi@|@belch, puke, vomit@
@vomisman an@|@vomiting, vomit@
@vonmi@|@vomiting, to vomit, throw up@
@vonvon an@|@a large insect similar to a bumble bee@
@voras@|@greedy, ravenous, gluttonous, voracious@
@voryen@|@buffoon, vagabond@
@voryen an@|@a good for nothing, worthless person@
@vòt@|@poll, vote@
@vote@|@vote@
@voulwa a@|@will@
@voum@|@a sound, tout voum se do anything will do@
@voumtak la@|@umbrella@
@voup@|@exclamation denoting suddenness@
@vouzan@|@exclamation meaning scram, go away, git@
@vouzan pou@|@to hell with@
@voyaj@|@voyage, trip@
@voye@|@to throw, send, ejaculate, sling, cast, broadcast@
@voye 2@|@to ship, to refer, to hoe, to thrash, to spread@
@voye ale@|@to dismiss@
@voye anlè@|@to hurl, to ejaculate@
@voye chèche@|@to send for@
@voye je@|@to glance, to look, to watch to keep an eye on@
@voye jete@|@fling, to cast away, to throw away@
@voye men@|@to wave at@
@voye mò@|@to cast a death spell on@
@voye pale@|@to inform@
@voye pran@|@to fetch, to send for@
@voye pwent@|@to make insinuations@
@voye pye@|@to kick@
@voye tounen@|@to return, send back@
@vre@|@true, real, genuine, really, truly, actual@
@vrè@|@true, real, genuie, really, truly, actual ly@
@vrèl@|@vail, sail@
@vrèman@|@really, truly@
@vrèmanvre@|@truly truly, it is so true that@
@vromi@|@to vomit, throw up@
@vronmi@|@to vomit, throw up@
@vwa@|@to see@
@vwa a@|@voice, vote in election@
@vwal@|@sail, veil@
@vwala@|@there it is, once upon a time, and here it is that@
@vwalye a@|@sail boat@
@vwati@|@car, automobile, vehicle, coach, carriage@
@vwayaj@|@travel, journey, trip, voyage@
@vwayaje@|@to travel, to take a trip@
@vwayajè a@|@traveler@
@vwayou a@|@a good for nothing, worthless person@
@vwazen@|@neighbor@
@vwazin nan@|@female neighbor@
@vwazinaj la@|@neighborhood, neighbor, vicinity@
@vwazinay@|@neighborhood, neighbor, vicinity@
@vwèl@|@veil, sail@
@vweti a@|@automobile, car, vehicle, coach, carriage@
@vwezen@|@neighbor@
@vwezinay@|@neighborhood, neighbor, vicinity@
@vyann@|@meat, flesh@
@vyann bèf@|@beef meat@
@vyann kochon@|@pork@
@vyann kri@|@rare@
@vyann mouton@|@mutton meat@
@vyann poul@|@chicken meat@
@vye@|@old, aged, ancient, ugly, bad, very@
@vye moun@|@plebian, vulgar person@
@vye tonton@|@old man@
@vyèj@|@virgin@
@vyèj la@|@the Virgin@
@vyelon an@|@violin@
@vyenvyen@|@unschooled and homeless street urchin@
@vyepti@|@tiny, very small@
@vyero a@|@old man, old timer, with experience and know how@
@vyero a 2@|@any Haitian man who has spent much time abroad@
@vyèy fi a@|@spinster, old maid, unmarried@
@vyèy la@|@The Virgin@
@vyèy pete je m@|@may thunder strike me@
@vyeyès la@|@old age@
@vyèyfi@|@spinster@
@vyeyi@|@age, to become old@
@vyèytimenn mwen@|@my gosh, by golly@
@vyolan@|@violent@
@vyolasyon@|@violation@
@vyole@|@rape, violate, ravish@
@vyolèt@|@purple, violet@
@vyolèt la@|@Violet flower@
@vyolon an@|@violin@
@w@|@ou, thou, you@
@w ap pase m nan betiz@|@you are making fun of me, you are mocking me@
@wa@|@king@
@wa chat@|@real thief@
@wachi wacha@|@wishy washy, negligently, haphazardly@
@wachmann nan@|@watchman@
@wachwach@|@rush, rush, careless, slipshod, in a big hurry@
@waf@|@harbor, wharf@
@waf la@|@wharf, jetty, dock@
@wagon an@|@railroad car, wagon@
@wanga a@|@charm, spell, witchcraft, magic, talisman, fetish@
@wanga nègès la@|@hummingbird@
@wanganègès la@|@hummingbird@
@wangatè a@|@a worlock or sorcerer@
@wangatèz la@|@a witch, a woman sorcerer, practicer of black magi@
@wannenm@|@to speak with a nasal twang@
@wari a@|@a large, inedible red bean or seed.@
@wat@|@what, what do you mean lajan de wat@
@wat la@|@koton wat, cotton pad used in health care@
@watchmann nan@|@watchman@
@watè a@|@toilet, latrine, water closet@
@watè klozèt la@|@toilet, latrine, water closet@
@way@|@interjection meaning ouch@
@wayòm nan@|@Kingdom@
@wè@|@witness, see@
@wè mò@|@to be extremely angry, to go out of bounds@
@wè mò 2@|@to see red, to be furious, to be daring@
@wè sa@|@see that, see what, seen that, seen what, seen@
@wèl@|@role@
@wete@|@remove@
@wete nanm@|@to take away one's spirit, to stump, make numb@
@wi@|@yes@
@wi fout@|@wow (denoting surprise)@
@wiski@|@whisky@
@wntelijans@|@wit@
@wo@|@high, tall, loud@
@wo konsa@|@so tall@
@wobinèt la@|@faucet, tap@
@wobis@|@angry, rebellious, hard headed@
@wòch la@|@stone, rock, pebble@
@wodaye@|@to keep prowling, to run or walk around@
@wodonn@|@hard to handle, churlish@
@wogatwa@|@oratory, altar@
@wogatwa@|@oratory@
@wont@|@disgrace, shame, to be ashamed, shy, timid@
@wotè@|@height, high place@
@wou@|@hoe@
@wout@|@road, way, trip, track, route@
@y@|@yo, they, them@
@yaya kò@|@to get moving, get going, get a move on@
@ye@|@to be, is, are, be, am, was, were, been@
@yè@|@yesterday@
@ye 2@|@ta ye would be, va ye will be, te ye were@
@yè oswa@|@last night@
@yo@|@they, them, one, the plural, their@
@yo ale@|@they went@
@yo andezakò@|@they disagree@
@yo bay sou do m@|@they are talking behind my back@
@yo chak@|@each of them@
@yo kon chen ak chat@|@they fight like cats and dogs@
@yo menm@|@themselves@
@yo mete nou dozado@|@they caused us to become enemies@
@yo pase l nan rizib@|@they made fun of him@
@yo pase pa yo@|@they went through tough times@
@yo pote linèt@|@they wear eyeglasses@
@yo pote vè@|@they wear eyeglasses@
@yo retè dyòl ouvri@|@they were flabbergasted, dumbfounded@
@yo ri m@|@they laugh at me@
@yo vini yomenm@|@they themselves came@
@yo youn@|@none of them always used w neg markr pa@
@yòd@|@iodine@
@yomenm@|@themselves@
@yon@|@one, a, an@
@yon@|@one@
@yon alemye@|@an improvement, an amelioration@
@yon bon akèy@|@a fine reception@
@yon bwat rezen@|@a box of raisens@
@yon chay@|@a lot of@
@yon diven@|@a wine@
@yon divizyon@|@a lot of, many@
@yon flo@|@a lot of@
@yon fomi tou piti piti@|@a very tiny ant@
@yon foul@|@a lot of, a great number of@
@yon fwa@|@once@
@yon fwa ankò@|@once more, one more time@
@yon fwa pou tout@|@once and for all@
@yon gro dlo@|@a swift current, a lot of water@
@yon gro pil@|@a big pile of@
@yon gro vant@|@a pot belly@
@yon ka dè@|@a quarter of an hour@
@yon kalite@|@a kind, a kind of, a type, one type@
@yon kote@|@a place, somewhere@
@yon lè@|@one time@
@yon lè konsa@|@once in a while, rarely, seldom@
@yon liv de liv@|@one book, two books@
@yon lòt@|@another, something else@
@yon lòt fwa@|@another time, on another occasion@
@yon lòt kote@|@somewhere else@
@yon manman kanson@|@pants that are too big@
@yon moun@|@somebody@
@yon moun ki gen@|@someone with@
@yon mwa pase@|@a month ago@
@yon nonm@|@a man@
@yon paket afè@|@a big deal, an important matter@
@yon pati@|@some, a group of@
@yon pil@|@a lot of@
@yon sèl fwa@|@once@
@yon sèl se kont@|@one is enough@
@yon ta@|@many, a lot of@
@yon tèl manti@|@such a lie@
@yon ti jan@|@sort of, kind of, like, slightly@
@yon vole@|@a lot of, a great deal of, many@
@yon volim@|@a lot of, many@
@yon voum@|@a lot of, much, many@
@yon voum manje@|@a lot of food@
@yon voumtak@|@a big one@
@yon vye maryaj@|@a bad wedding@
@yon you on@|@A, an@
@yonn@|@one@
@yonn@|@One@
@you@|@a, an@
@you@|@one, a, an@
@you@|@one@
@you chwal ponpadò@|@a horse that likes to jump up and down, bucking@
@you kout revòlvè@|@a gunshot@
@you lame@|@a large quantity of@
@you lòt bagay@|@something else@
@you manm initil@|@a useless person@
@you move odè@|@a bad smell, a stench@
@you pòch sigarèt@|@a pack of cigarettes@
@you pope zaza@|@a very elegand girl that is overdressed@
@you tèk nan zòrèy@|@a flick on the ear@
@you vye ti pwason@|@a very small fish@
@you vye timoun@|@a very young child@
@you zanmi gason@|@a male friend@
@youn@|@One (used only when it stands alone)@
@youn@|@one@
@youn  lòt@|@each other, one another@
@youn de yo@|@one of them@
@youn kat je nwwa@|@sunglasses@
@youn ladan yo@|@one of them@
@youn lòt@|@another@
@youn nan yo@|@one of them@
@youn ou lòt@|@either, either one, one or the other@
@youn pa youn@|@one by one@
@Youn touye lòt@|@they killed each other@
@Youn youn@|@a few (not many)@
@Youn...lòt@|@one...another, each other.@
@yoyo a@|@yoyo (toy); penis@
@zaboka@|@avocado@
@zafè a@|@business, matter, affair, baggage, belongings@
@zak la@|@certificate, deed, legal document, act@
@zalèn nan@|@awl@
@zalimèt la@|@match, matches as in to light something afire@
@zam@|@weapon@
@zamann nan@|@almond@
@zandolit@|@lizard@
@zanfan an@|@Child@
@zangi@|@eel@
@zangi a@|@eel@
@zanj la@|@angel@
@zanma a@|@residue of a fruit after squeezing (oranges)@
@zanmann nan@|@almond@
@zanmi@|@chum, friend@
@zanmi an@|@friend, companion, mate.@
@zanmiray@|@friendship@
@zanmitay@|@friendly, friendship@
