@Laotian@|@English@
@ເປັນອັນມາກ@|@plentiful@
@ເປັນອັນມາກ@|@unanimously@
@ເປັນອັນອາຍ@|@shameful@
@ເປັນແຮງ@|@very bad@
@ເປັນແຮງ@|@very grave@
@ເປັນຮວງ@|@grain in ear@
@ແປນ@|@smooth@
@ແປນກີ້@|@vine@
@ແປນກີ້@|@used for weaving@
@ແປນແວ່ນຫນ້າ@|@beautiful@
@ແປນຫນ້າແປນຕາ@|@honest@
@ແປນຫນ້າແປນຕາ@|@frank@
@ແປນຫນ້າແປນຕາ@|@aboveboard@
@ແປ້ນ@|@panel@
@ແປ້ນ@|@plank@
@ແປ້ນ@|@board@
@ແປ້ນ@|@sale@
@ແປ້ນກະດານ@|@blankboard@
@ແປ້ນກະດານ@|@writing slate@
@ແປ້ນນາ@|@bench@
@ປົນ@|@mingle@
@ປົນ@|@mix@
@ປົນກັນຫຍຸ້ງ@|@confused@
@ປົນກັນຫຍຸ້ງ@|@mixed-up@
@ປົນຄົນເລ@|@mixed@
@ປົນເປ@|@intermixed@
@ປົນເປ@|@mingled@
@ປົນນ້ຳ@|@make solution with?@
@ປົ່ນ@|@grind@
@ປົ່ນ@|@crash@
@ປົ່ນປີ້@|@ruined@
@ປົ່ນປີ້@|@destroyed@
@ປົ່ນປີ້@|@badly damaged@
@ປົ່ນແປ້ງ@|@knead dough@
@ປົ່ນແປ້ງ@|@mill flour@
@ປົ້ນ@|@pillage@
@ປົ້ນ@|@plunder@
@ປົ້ນບ້ານ@|@plunder a village@
@ປອນ@|@open space between marsh grass@
@ປ່ອນ@|@send down to@
@ປ່ອນ@|@put in@
@ປ່ອນບັດ@|@vote@
@ປ້ອນ@|@feed (food@
@ປ້ອນລູກ@|@feed a child@
@ເປີ່ນ@|@graze@
@ເປີ່ນ@|@ricochet@
@ເປີ້ນ@|@flat side@
@ເປີ້ນຕອກ@|@flat side of a bamboo strip@
@ປຽນ@|@fine@
@ປຽນ@|@powery@
@ປ່ຽນ@|@change@
@ປ່ຽນກັນ@|@exchange@
@ປ່ຽນໃຈ@|@change one’s mind@
@ປ່ຽນເຈົ້າມື້@|@change owners@
@ປ່ຽນຈິດປ່ຽນໃຈ@|@change one’s mind@
@ປ່ຽນສະພາບ@|@transform@
@ປ່ຽນສີໃຫ້ເຂົ້າກັນກັບ@|@change the color@
@ປ່ຽນສີໃຫ້ເຂົ້າກັນກັບ@|@match@
@ປ່ຽນຕົວ@|@substitute@
@ປ່ຽນທາງ@|@change one’s course@
@ປ່ຽນແທນ@|@replace@
@ປ່ຽນບ້ານ@|@transfer@
@ປ່ຽນບ້ານ@|@move@
@ປ່ຽນບ່ອນ@|@change place@
@ປ່ຽນໄປ@|@vary@
@ປ່ຽນໄປໄດ້ທຸກມື້@|@change from day to day@
@ປ່ຽນແປງ@|@change@
@ປ່ຽນແປງໄປທາງຊົ່ວ@|@pervert@
@ປ່ຽນແຜນດິນ@|@chnage kings@
@ປ່ຽນມື@|@chnage hands@
@ປ່ຽນມື@|@change owners@
@ປ່ຽນເລື່ອງ@|@change the subject@
@ປ່ຽນເລື່ອງສົນທະນາ@|@change the conversation@
@ປ່ຽນນ້ຳ@|@change water@
@ປ່ຽນຮູບ@|@transform@
@ປ່ຽນຮູບ@|@metamorphose@
@ເປື້ອນ@|@dirty@
@ເປື້ອນເປີ@|@stain@
@ເປື້ອນເປີ@|@dirty@
@ປວນແປ@|@everchanging@
@ປ່ວນ@|@pray@
@ປ່ວນ@|@beg@
@ປັບ@|@fine@
@ປັບຄວາມເຂົ້າໃຈ@|@reconcile@
@ປັບຄວາມເຂົ້າໃຈ@|@bring about understanding@
@ປັບໂທດ@|@sanction@
@ປັບປຸງ@|@improve@
@ປັບປຸງ@|@foster@
@ປັບປຸງ@|@adjust@
@ປັບປຸງຫມູ່ບ້ານ@|@to develop rural area@
@ປັບຜາສະ@|@lung@
@ປັບພະຊາ@|@the priesthood@
@ປັບພະຊິດ@|@bonze@
@ປັບພະຊິດ@|@monk@
@ປັບພະຕາ@|@mountain@
@ປັບພະໂຕ@|@mountain@
@ປັບພາຊະນິຍະກັມ@|@the act of expelling a bonze from the church or a person from a city or country@
@ປັບພາຣະ@|@overhanging cliff@
@ປັບໄຫມ@|@fine@
@ປັບໄຫມ@|@to tax a fine@
@ປັບອາບັດ@|@inflict penitence@
@ປາບ@|@suppress@
@ປາບ@|@quell put down@
@ປາບ@|@pacify@
@ປາບກະບົດ@|@suppress a rebellion@
@ປາບດາຕິເສກ@|@ascend the throne through victory@
@ປາບປາມ@|@put under one’s control@
@ປາບປຶ້ມ@|@joyful@
@ປາບປຶ້ມ@|@pleased@
@ປາບປຶ້ມ@|@glad@
@ປາບໃຫ້ຢູ່@|@tame@
@ປາບໃຫ້ຢູ່@|@subdue@
@ປິບ@|@five gallon kerosene can@
@ປິບເຫລົ້າ@|@alcoholic beverage container@
@ປີບ@|@container@
@ປີບ@|@receptacle@
@ປີບປີແດງ@|@the Indian corn tree with medicinal root@
@ເປບ@|@cry of joy@
@ແປບ@|@become conscious of pain@
@ແປບຂາວ@|@with white pod@
@ແປບທອງ@|@very large pod and white flowers@
@ແປບປາ@|@violet flowers and white or black pod@
@ແປບປາບຶກ@|@very large pod@
@ແປບຫາງ@|@white flowers@
@ແປບອີເຕາະ@|@white flowers@
@ແປບແອວ@|@with mauve-colored flowers@
@ແປບແອວບິດ@|@with twisted pod@
@ແປບໆ@|@painfully@
@ແປັບ@|@water pipe@
@ແປັບນ້ຳ@|@water pipe@
@ປົບ@|@hurry@
@ປົບ@|@flee@
@ປົບ@|@un away@
@ປົບໄປ@|@flee@
@ປົບຫນີ@|@rush away@
@ປົບຫນີ@|@flee@
@ປອບ@|@evil spirit@
@ປອບ@|@to soothe@
@ປອບໃຈ@|@to aim oneself@
@ປອບຈິດປອບໃຈ@|@soothe@
@ປອບໂຍນ@|@console@
@ປອບໂຍນ@|@soothe@
@ເປີບໃຈ@|@pround@
@ເປີບໃຈ@|@imperious@
@ເປີບໃຈ@|@haughtly@
@ປຽບ@|@compare@
@ປຽບຂໍ້ແຕກຕ່າງ@|@contrast@
@ປຽບທຽບ@|@compare@
@ປຽບທຽບຄະດີ@|@arbitrate@
@ປຽບທຽມ@|@equalize@
@ປຽບເຫມືອນ@|@compare@
@ປຽບເຫມືອນ@|@resemble@
@ປ່າມ@|@mark on the body@
@ປ່າມ@|@birthmark@
@ປຶ້ມ@|@book@
@ປຶ້ມ@|@notebook@
@ປຶ້ມຂຽນ@|@notebook@
@ປຶ້ມໃຈ@|@be happy@
@ປຶ້ມໃຈ@|@be pleased@
@ປຶ້ມຕິດຕົວ@|@guide book@
@ປຶ້ມຕິດຕົວ@|@vade mecum@
@ປຶ້ມອ່ານ@|@textbook@
@ປຸມປວກ@|@foam@
@ປຸ່ມ@|@basket woven of open bamboo strips@
@ປຸ້ມ@|@short@
@ປຸ້ມ@|@large and round@
@ປຸ້ມລຸມ@|@assemble@
@ປຸ້ມລຸມ@|@unify@
@ປຸ້ມລຸມ@|@cooperate@
@ປຸ່ມ@|@splash@
@ປຸ່ມ@|@plop@
@ປູມ@|@abdomen@
@ປູມເປົ້າ@|@ornamental plant@
@ແປມປາ@|@vine@
@ແປ່ມ@|@very@
@ໂປ່ມ@|@much@
@ໂປ່ມ@|@too much@
@ປົມ@|@knob@
@ປົມ@|@bump@
@ປົມ@|@knot@
@ປົມ@|@protuberance@
@ປອມ@|@forge@
@ປອມ@|@falsify@
@ປອມຂ່າງ@|@large lizard with a green neck@
@ປອມໂຕ@|@disguise@
@ປອມໂຕ@|@misrepresent@
@ປອມຕົວ@|@disguise@
@ປອມຕົວເປັນຄົນອື່ນ@|@impersonate another@
@ປອມແປງ@|@falsify@
@ປອມແປງຕົວ@|@disguise@
@ປອມແປງຕົວ@|@falsify@
@ປອມລາຍມື@|@forgery@
@ປອມຫນັງສື@|@forge a document@
@ປ່ອມ@|@resin-covered basket for water@
@ປ່ອມເບັດ@|@float of a fishing line@
@ປ່ອມມອງ@|@float of a fishnet@
@ປ້ອມ@|@round@
@ປ້ອມ@|@rounded@
@ປ້ອມ@|@post fort@
@ປ້ອມຄ້າຍ@|@fort@
@ປ້ອມຄ້າຍ@|@encampment@
@ປ້ອມຍິງປືນ@|@turret@
@ປ້ອມຍາມ@|@sentry box@
@ປ້ອມຕຳຣວດ@|@police box@
@ປ້ອມປືນ@|@turret@
@ປ້ອມປືນ@|@pillbox@
@ປ້ອມຮັກສາການ@|@outpost@
@ປ້ອມໆ@|@short and round@
@ປ້ອມພາສີ@|@customs post@
@ປ່ອມ@|@plop of something falling into the water@
@ປາວ@|@a poisonous tree@
@ປ່າວ@|@inform@
@ປ່າວຂ່າວ@|@spread news@
@ປ່າວຂ່າວ@|@gossip@
@ປ່າວຄ້ອງ@|@beat a gong in order to get attention for an announcement@
@ປ່າວເຕືອນ@|@warn@
@ປ່າວເຕືອນ@|@to publicise@
@ປ່າວປະກາດ@|@general term of announcer@
@ປ່າວຮ້ອງ@|@publicize@
@ປ່າວຮ້ອງ@|@announce@
@ປ່າວຮ້ອງ@|@divulge@
@ປ້າວ@|@large scar@
@ປິວ@|@float@
@ປິວ@|@blow away@
@ປິວສະບັດ@|@flutter in the wind@
@ເປວມັນ@|@lard@
@ເປວຫມູ@|@lard@
@ແປວ@|@way@
@ແປວ@|@road@
@ແປວຄວັນ@|@tip of a smoke column@
@ແປວຈົງອາງ@|@medicinal plant@
@ແປວນ້ຳ@|@midstream@
@ແປວນ້ຳ@|@channel@
@ແປວໄຟ@|@flame@
@ແປ້ວ@|@scratvh@
@ແປ້ວ@|@small scar@
@ແປ້ວ@|@cicatrice@
@ແປ້ວໃຈ@|@dissatisfied@
@ປ່ຽວ@|@alone@
@ປ່ຽວ@|@desolate@
@ປ່ຽວ@|@solitary@
@ປ່ຽວໃຈ@|@lonely@
@ປ່ຽວພອຍ@|@solitary@
@ປ່ຽວພອຍ@|@all alone@
@ປ້ຽວ@|@sour@
@ປ້ຽວປາກ@|@sour taste in one’s mouth@
@ໂປຣກຣາມ@|@programme@
@LaoWord@|@English@
@ຜ@|@the sixteenth consonant of the Lao alphabet@
@ຜະ@|@leave the road@
@ຜະ@|@be separated from@
@ຜະກາ@|@flower@
@ຜະກາຍ@|@morning star@
@ຜະຄົມ@|@pray@
@ຜະງະ@|@draw back@
@ຜະງະ@|@stop short@
@ຜະງົກ@|@rise up@
@ຜະງົກຫົວ@|@raise the head@
@ຜະງອນ@|@the earth@
@ຜະງອບ@|@very weak@
@ຜະງອບ@|@feeble@
@ຜແນກງານ@|@official@
@ຜະຈົງ@|@intention@
@ຜະຈົງ@|@determination@
@ຜະຈານ@|@abuse@
@ຜະຈານ@|@insult@
@ຜະຈານ@|@tell another of his shortcomings@
@ຜະຈົນ@|@meet@
@ຜະຈົນ@|@fight against@
@ຜະຈົນໄພ@|@adventure@
@ຜະສາ@|@way@
@ຜະສາ@|@manner@
@ຜະສາ@|@characteristic@
@ຜະສານ@|@join together@
@ຜະສານ@|@coordinate@
@ຜະສາດ@|@palace@
@ຜາສາດ@|@palace@
@ຜະສົມ@|@mixed@
@ຜະສົມ@|@to mix@
@ຜະເຊີນ@|@offend@
@ຜະເຊີນ@|@strike@
@ຜະເຊີນ@|@knock together@
@ຜະເຊີນໄພ@|@face danger@
@ຜະເຊີນຫນ້າ@|@encounter@
@ຜະເຊີນຫນ້າ@|@meet face to face@
@ຜະຊຸມ@|@meet@
@ຜະຊຸມ@|@assemble@
@ຜະຊຸມ@|@congregate@
@ຜະຍາ@|@verse@
@ຜະຍາ@|@saying@
@ຜະຍາ@|@thought@
@ຜະຍາຍ່ອຍ@|@rhymed phrase@
@ຜະຍອງ@|@rise up@
@ຜະຍອງ@|@jump@
@ຜະຍອງຂຶ້ນ@|@jump up boldly@
@ຜະຍອງຂຶ້ນ@|@soar up@
@ຜະເດ@|@give over or transfer all to another@
@ຜະດຸງ@|@support@
@ຜະດຸງ@|@take care of@
@ຜະດຸງ@|@bolster@
@ຜະດຸງ@|@preserve@
@ຜະດຸງຄັນ@|@assist in childbirth@
@ຜະແດງ@|@envoy@
@ຜະແດງ@|@carrier or conveyer of notices@
@ຜະດຽງ@|@advise@
@ຜະດຽງ@|@suggest@
@ຜະດຽງ@|@counsel@
@ຜະເດັດ@|@cut@
@ຜະເດັດ@|@accomplish@
@ຜະເດັດການ@|@dictator@
@ຜະເດັດການ@|@autocrat@
@ຜະເດັດການ@|@despot@
@ຜະເດັດສຶກ@|@bring a battle to an end@
@ຜະເດັດເສິກ@|@bring a battle to an end@
@ຜະເດັນ@|@gist@
@ຜະເດັນ@|@an important question@
@ຜະເດີມ@|@begin@
@ຜະເດີມ@|@start@
@ຜະເດີມ@|@commence@
@ຜະເດີມ@|@be the first@
@ຜະເທດ@|@country@
@ຜະທົມ@|@lay down@
@ຜະທົມ@|@sleep@
@ຜະທົມເພີງ@|@lie by a fire@
@ຜະນຶກ@|@seal@
@ຜະນຶກ@|@stick tightly@
@ຜະແນກ@|@department@
@ຜະແນກ@|@division@
@ຜະແນກ@|@section of organization@
@ຜະແນກການ@|@official@
@ຜະນວກ@|@add@
@ຜະນວກ@|@mix@
@ຜະນັງ@|@wall@
@ຜະນິດ@|@close tightly@
@ຜະນວດ@|@be ordained@
@ຜະນວດ@|@enter the priesthood@
@ຜະນິນ@|@general term for snake@
@ຜະນິນທອນ@|@large snake@
@ຜະນິນທອນ@|@dragon@
@ຜະນິນທອນສົມພັດສອນ@|@Year pf the Dragon@
@ຜະຣະສຸ@|@axis@
@ຜະຣະນະ@|@spread@
@ຜະຣະນະ@|@permeate@
@ຜະຣະນາປິຕິ@|@feel a sense of accomplishment@
@ຜະຣຸສະ@|@abusive@
@ຜະຣຸສະ@|@harsh@
@ຜະຣຸສາວາດ@|@blasphemy@
@ຜະຣຸສາວາດ@|@coarse language@
@ຜະລະ@|@result@
@ຜະລະ@|@fruit@
@ຜະລະຄຸນີ@|@the four stars@
@ຜະລາ@|@fruit@
@ຜະລາຜົນ@|@large and small fruit@
@ຜະລາຫານ@|@fruit used as food@
@ຜະລານິສົງ@|@virtue@
@ຜະລານິສົງ@|@good deed@
@ຜະລານິສົງ@|@acquisitive merit@
@ຜະລິ@|@bud@
@ຜະລິ@|@open out@
@ຜະລິກະ@|@crystal@
@ຜະລິກະ@|@pha li ka@
@ຜະລິດ@|@produce@
@ຜະລິດທິຜົນ@|@efficiency@
@ຜະລິດຜົນ@|@production@
@ຜະລູ@|@way@
@ຜະລູ@|@road@
@ຜະລູບົດ@|@detour@
@ຜະລູບົດ@|@winding or curving road or path@
@ຜະລຶກ@|@crystal@
@ຜະລຶກ@|@very@
@ຜະລຶກສິຂະຣີ@|@crystal mountain@
@ຜະລຶກສິລາ@|@rock crystal@
@ຜະແລງ@|@beat@
@ຜະແລງ@|@thrash@
@ຜະລຽງ@|@rain@
@ຜະລິດ@|@produce@
@ຜະລິດ@|@manufacture@
@ຜະລິດຕະກັມ@|@production@
@ຜະລິດຕະຜົມ@|@produce@
@ຜະລິດຕະພັນ@|@product@
@ຜະລຸດເຂົ້າ@|@slip in quickly@
@ຜະລຸດອອກ@|@slip out quickly@
@ຜະລິນ@|@effective@
@ຜະອວດ@|@boast@
@ຜະເອີນ@|@accidentally@
@ຜະອວນ@|@younger sister@
@ຜະອົບ@|@burial casket@
@ຜະອົບ@|@small box@
@ຜະຫຍາ@|@wisdom@
@ຜະຫຍາຍ່ອຍ@|@idea@
@ຜະຫຍາຍ່ອຍ@|@dictum@
@ຜະຫນັງ@|@wall@
@ຜາ@|@cliff@
@ຜາ@|@rock@
@ຜາ@|@rocky mountain@
@ຜາສາມເສົ້າ@|@the three peaked mountains on which Lanks was situated@
@ຜາລ້ານ@|@rocky@
@ຜາລ້ານ@|@stony@
@ຜາຫອມ@|@a fabulous mountain@
@ຜາສຸກ@|@pleasure@
@ຜາສຸກ@|@joy@
@ຜາສາດ@|@palace@
@ຜາສາດ@|@home of a god or king@
@ຜາສາດຄຳ@|@royal palace@
@ຜາສາມ@|@vinr having medicinal fruit@
@ຜາສຸກ@|@pleasant@
@ຜາສຸກ@|@comfortable@
@ຜາລາທິການ@|@supply@
@ຜາລານຫີນ@|@rocky platform@
@ຜາລ້ານ@|@naked rock@
@ຜາໃດ@|@a mountain tree@
@ຜາຕິ@|@become civilized@
@ຜາຕິກັມ@|@do penance@
@ຜາຕັ້ງ@|@The name of cave "Pha Tang"@
@ຜາຕັ້ງ@|@the name of a cliff north of Vang Vieng@
@ຜາຕັ້ງ@|@abrupt rock@
@ຜານິດ@|@cane or palm sugar@
@ຜານິດ@|@molasses@
@ຜາລະຄຸນ@|@the fourth month of the lunar year@
@ຜາລະຄຸນ@|@the waning moon of the fourth month@
@ຜາລາ@|@fruit@
@ຜາລາ@|@result@
@ຜາລາພຽງໄຫລ່@|@a posture in the Lao classical dance@
@ຜ່າ@|@penetrate@
@ຜ່າ@|@cut cleaves@
@ຜ່າ@|@split@
@ຜ່າເຂົ້າໄປ@|@penetrate@
@ຜ່າເຂົ້າໄປ@|@rush in@
@ຜ່າຄວາມ@|@interrupt@
@ຜ່າຕັດ@|@operate surgically@
@ຜ່າໂຜ່ງ@|@split in half@
@ຜ່າຝິ@|@lance an abscess@
@ຜ່າຟືນ@|@split firewood@
@ຜ່າໄມ້@|@split wood@
@ຜ່າເຄິ່ງ@|@cut in half@
@ຜ່າສາມ@|@cut in three parts@
@ຜ່າຖ່ອງ@|@cut in half@
@ຜ່ານ້ຳ@|@add water@
@ຜ່ານ້ຳ@|@walk through the water@
@ຜ່າປາ@|@go fishing in a group@
@ຜ່າເຜີຍ@|@grand@
@ຜ່າເຜີຍ@|@splendid@
@ຜ່າເຜີຍ@|@bold@
@ຜ່າເຜີຍ@|@brave@
@ຜ່າເຫລົ່າ@|@act contrary@
@ຜ່າເຫລົ້າ@|@add water to alcohol@
@ຜ່າໂພ່ງ@|@split into parts@
@ຜ້າ@|@cloth@
@ຜ້າ@|@material@
@ຜ້າ@|@fabric@
@ຜ້າກະແສ@|@gauze@
@ຜ້າກະຖິນ@|@cloth offered to monks from the end of lent to the full moon of 12th month@
@ຜ້າກຳມະຍີ່@|@velvet@
@ຜ້າກັ້ງ@|@screen@
@ຜ້າກັ້ງ@|@curtain@
@ຜ້າກັ້ງ@|@veil@
@ຜ້າກັນເປື້ອນ@|@apron@
@ຜ້າຂີ້ງາ@|@black and white threads woven to produce a gray color@
@ຂີ້ຮິ້ວ@|@rag@
@ຜ້າຂາດ@|@rag@
@ຜ້າຂາດ@|@dust cloth@
@ຜ້າຂົນ@|@fuzzy fabric@
@ຜ້າຂົນ@|@like mohair@
@ຜ້າຂົນສັດ@|@woolien clothe@
@ຜ້າຂາບ@|@piece of cloth placed on the floor to protect the forehead during prayer@
@ຜ້າຂາວ@|@white cloth@
@ຜ້າຂາວມ້າ@|@bathing cloth@
@ຜ້າຂາວມ້າ@|@waist cloth@
@ຜ້າຄອງ@|@robes of a Buddhist bonze@
@ຜ້າຄຽນຫົວ@|@turban@
@ຜ້າຄຽນຫົວ@|@kerchief@
@ຜ້າຄຸມ@|@drapery for monk@
@ຜ້າຈີວອນ@|@Buddhist robe@
@ຜ້າຈົກ@|@tapestry@
@ຜ້າຈ້ອງ@|@parachute cloth@
@ຜ້າສະງຽບ@|@cloth worn by a bonze as an undershirt@
@ຜ້າສະໄບຄຳ@|@gold-brocaded scarf@
@ຜ້າສະໂລ່ງ@|@sarong@
@ຜ້າສະໂລ່ງ@|@man’s long silk skirt@
@ຜ້າສະບົງ@|@loincloth for monk@
@ຜ້າສະຫນຽບ@|@body cloth for monk@
@ຜ້າສະໂຫລງ@|@loincloth@
@ຜ້າສັງຄາ@|@kind of surplice or scarf hanging on shoulder's monk@
@ຜ້າແສ@|@tulle@
@ຜ້າສຳລີ@|@cotton lint@
@ຜ້າສັກກະຫລາດ@|@wool cloth@
@ຜ້າສັກກະຫລາດ@|@flannel@
@ຜ້າເຊັດ@|@napkin@
@ຜ້າເຊັດ@|@towel@
@ຜ້າເຊັດຊາມ@|@dish cloth@
@ຜ້າເຊັດຕົວ@|@towel@
@ຜ້າເຊັດຕົວ@|@bath towel@
