@English@|@Sanskrit@
@the universe@|@vishvaM@
@the unpleasant@|@apriyaM@
@the unsuccessful transcendentalist@|@ayatiH@
@the ununderstandable@|@aprameya@
@the upper world@|@bhuvaH@
@the upside-down posture@|@vipariitakaraNii@
@the up-stretched arms posture@|@uurdhva\-hastattanaasana@
@the upward ankle-twist posture@|@kandaasana, naabhipedaasana@
@the utmost@|@parama@
@the valiant@|@prataapavaan.h@
@the vAlmIki-cuckoo@|@vaalmiikikokilam.h@
@the vanquishing one in the war@|@raNakarkasha@
@the Vasus@|@vasavaH@
@the Vedas@|@vaachaH@
@the Vedic hymns@|@chhandaa.nsi@
@the very mind@|@aatmaiva@
@the Visvedevas@|@vishve@
@the vital air that causes burping@|@naga@
@the vital airs@|@vaayuH@
@the voracious eater (Bhima)@|@vR^ikodaraH@
@The Wheel or Horoscope Chart@|@kuNDali@
@the wheel posture@|@chakraasana@
@the white fortnight@|@shuklaH@
@the who does not slip@|@achyutam.h@
@the who has been saluted by Bharata@|@bharatava.nditaH@
@the whole body@|@sarvaaN^ga@
@the wife of Rama@|@siitaa@
@the will@|@ichchha@
@the winner of wealth)@|@dhanaJNjayaH@
@the wise man@|@paNdita@
@the woman with innocent eyes@|@mugdhaakshi@
@the world@|@mahiiM@
@the worshipers of the demigods@|@devayajaH@
@the worst among the inferior@|@adhamaadhama@
@the Yajur Veda@|@yajuH@
@the Yaksas@|@yaksha@
@The Yoga of a swindler or confidence trickster@|@khalayoga@
@the yoga of science@|@saaN^khya\-yoga@
@the yogic situation@|@yogadhaaraNaaM@
@the yogin's staff posture@|@yogadaNDaasana@
@The Zodiacal sign  Sagittarius@|@dhanu, dhanushha@
@The Zodiacal sign Cancer@|@karka@
@The Zodiacal sign of Aquarius@|@kumbha@
@The Zodiacal Sign of Scorpio@|@vR^ishchika@
@the Zodiacal Sign of Taurus@|@vR^ishhabhaH@
@The Zodiacal Sign of Taurus@|@vR^ishhabha@
@The Zodiacal sign Pisces@|@miina@
@thedelighter of Raghus@|@raghuna.ndanam.h@
@their@|@teshaaM, teshhaaM@
@their hearts@|@chetasaH@
@their lives devoted to Me@|@madgatapraaNaaH@
@their minds engaged in Me@|@yuktachetasaH@
@their minds fully engaged in Me@|@machchittaaH@
@them@|@taan.h@
@then@|@tadaa, tato@
@Then@|@tataH@
@then even@|@tadapi@
@there@|@tatra@
@there are@|@santi@
@there is@|@vidyate@
@there should be@|@astu@
@thereafter@|@tadanantaraM@
@thereupon@|@atha@
@these@|@asmaat.h, imaan.h, imau, ime@
@thesis@|@siddhaanta@
@thew descendant of Raghu@|@raaghavaM@
@they@|@ete, tau, te@
@they appear@|@sambhavanti@
@they become engaged@|@sajjante@
@they come back@|@nivartanti@
@they conquer@|@jayeyuH@
@they desire@|@iihante@
@they flourish@|@pravartante@
@they go@|@prayaanti@
@they know@|@abhijaananti@
@they reach@|@gachchhanti@
@they say@|@praahuH@
@they should offer proper obeisances@|@nameran.h@
@they will consider@|@ma.nsyante@
@they will initiate@|@upadekshyanti@
@they worship@|@yajanti@
@they worship by sacrifices@|@yajante@
@thief@|@stenaH@
@thighs@|@uru, uuruu@
@things@|@graahaan.h@
@things given@|@dattaan.h@
@think@|@manyante, manye, vi+chint.h@
@think well@|@vichintaya@
@thinking of@|@gatachintaa, parichintayan.h, smaran.h@
@thinking that@|@matvaa@
@thinking you dear to Me@|@priiyamaaNaaya@
@thinks@|@manyeta@
@Third nakshatra@|@kR^ittikaa@
@thirst@|@pipaasaa@
@thirst/desire@|@tR^ishhNaaM@
@thirsty@|@pipaasita@
@this@|@enaM, eshhaa, eshhaH, etaaM, etan.h, idaM, iyaM, mimaaM@
@this illusory energy@|@maayaametaaM@
@this is all false@|@mithyaishhaH@
@this much@|@etaavat.h@
@this system@|@yo.ayaM@
@this world@|@loka@
@those desiring fruitive results@|@phalahetavaH@
@those having wickedness@|@durvR^itta@
@those situated in the mode of goodness@|@sattvasthaaH@
@those situated in the mode of passion@|@raajasaaH@
@those who@|@yaan.h, ye@
@those who are active within@|@R^ishhayaH@
@those who are faithless@|@ashraddadhaanaaH@
@those who are pious@|@sukR^itinaH@
@those who are worshipable@|@puujaarhau@
@those who have tasted such nectar@|@amR^itabhujaH@
@those who have the eyes of knowledge@|@GYaanachakshushhaH@
@those who know@|@budhaaH@
@those who will be fighting@|@yotsyamaanaan.h@
@those whose faith is only meant for the Supreme@|@tannishhThaaH@
@those whose intelligence is always in the Supreme@|@tatbuddhayaH@
@those whose minds are always in the Supreme@|@tadaatmaanaH@
@those with weapons in hand@|@shastrapaaNayaH@
@those without self-realization@|@akR^itaatmaanaH@
@thought@|@matiH, vichaara, vichaaraM@
@thousand-eyed@|@sahasraakshaH@
@thousand-footed@|@sahasrapaat.h@
@thousand-headed@|@sahasrashiirshhaa@
@thousands@|@sahasrashaH@
@thread / stalk@|@tantu@
@three@|@trayaaNaaM, trayaM, tri, tribhiH, triin.h, triiNi@
@three powers of `ichcha'@|@shaktitrayaH@
@three qualities (i.e. satva@|@triguNa@
@three qualities i.e satvaH@|@guNatrayaH@
@three states of time(present@|@kaalatraya@
@thro' the mantra@|@ma.ntreNa@
@thro' the star@|@taareNa@
@throat@|@kanTha, kaNTha@
@throated man@|@kanthaH@
@thro'bow@|@dhanushhaa@
@thro'confirmation and proof@|@nishchaayakapramaaNena@
@through one's play-like action@|@svaliilayaa@
@through the bodies (sharIra)@|@tanuubhiH@
@through the ears@|@karNebhiH@
@through the merit from praising Thy glories@|@guNakathanapuNyena@
@through the mouth@|@mukhe@
@throw@|@haranti@
@Thrusday@|@guruvaara@
@thundering sound@|@garjanam.h@
@Thursday@|@bR^ihaspatiivaara@
@thus@|@evaM@
@Thus@|@samupavR^it.h@
@thus engage@|@varteyaM@
@thus it is said@|@ityuta@
@thus+ these@|@ityetaani@
@Thy@|@bhavataH@
@tied down (from bandh)@|@nibaddha@
@till or upto the four oceans@|@chatussaagaraparya.ntaM@
@till then+one's@|@taavannija@
@time@|@kaalaM, kaale, samaya@
@Time@|@kaala@
@times@|@kaaleshhu@
@tinged with poison (poison-tipped arrow?@|@vishhuspR^isha@
@to  hit@|@prahR^i@
@to  pamper@|@laal.h@
@to `Ka'@|@kasmai@
@to a person@|@purushhaM@
@to a suitable person@|@paatre@
@to abandon@|@parihR^i@
@to accept@|@sviikaroti@
@to accompany@|@sachanta@
@to achieve@|@avaaptuM@
@to adorn@|@diip.h, vi+bhaa@
@to agitate@|@pra+chal.h@
@to all living entities@|@sarvabhuuta@
@to allocate@|@bhajati@
@to annihilate@|@kshnana@
@to ape@|@anukaroti@
@to ascend@|@aarohati@
@to attack@|@aakram.h@
@to attempt@|@cheshhTate@
@to babble@|@jalp.h@
@to bake@|@bhR^ijjati@
@to bark@|@bhashhati@
@to bathe@|@snaati@
@to be@|@bhav.h, vartate@
@to be  condemned@|@dhik.h@
@to be accomplished@|@sidh.h@
@to be approached by knowledge@|@GYaanagamyaM@
@to be born@|@jaata@
@to be destroyed@|@nashyati@
@to be done@|@karaNiiyaM@
@to be gained@|@avaaptavyaM@
@to be given@|@deyam.h@
@to be given up@|@tyaajyaM@
@to be happy@|@modate@
@to be possesed by@|@aavishh.h@
@to be reached@|@gantavyaM@
@to be renounced@|@tyaktuM@
@to be satisfied@|@tush.h@
@to be seen@|@drashhTuM@
@to be spoken@|@vaachyaM@
@to be understood@|@veditavyaM@
@to bear@|@dhR^i@
@to bear fruit@|@phal.h@
@to become@|@samprapad.h@
@to become)@|@babhuuva@
@to beg / pray@|@praarth.h@
@to beg mercy@|@prasaadaye@
@to behave@|@aachar.h@
@to believe@|@manyate@
@to bend@|@naamayati, nita@
@to Bhima and Arjuna@|@bhiimaarjuna@
@to bite@|@da.nsh.h@
@to bless@|@paa@
@to blow air into@|@dhmaati@
@to boil@|@kvathati@
@to bow@|@namati@
@to bow down@|@vand.h@
@to break@|@bhid.h, chhinatti@
@to burn@|@dah.h, tapa@
@to burn to ashes@|@bhasmasaat.h@
@to buy@|@kriiNaati@
@to call@|@aavhayati@
@to carve@|@takshati@
@to cast a net@|@vikirati@
@to catch@|@gR^ihNaati@
@to cause and effect@|@sadasat.h@
@to cease@|@nivartituM@
@to churn (as in to get butter from curds)@|@manthati@
@to clean@|@saMmaarjayati@
@to climb@|@aa+ruh.h, aarohati, la.ngh.h@
@to close@|@pidadhaati@
@to collect@|@chinoti@
@to comb@|@prasaadhayati@
@to come@|@aa+yaa@
@to completely destroy@|@sa.nhR^i@
@to comprehend@|@avagam.h@
@to condemn@|@nind.h@
@to conquer@|@vashii+kR^i@
@to consider@|@gaN.h@
@to contemplate@|@aalochate@
@to cough@|@kaasate@
@to count@|@gaN.h@
@to crawl@|@riN^gati@
@to create@|@nirmaa@
@to cross@|@kraamati, saM+tR^i@
@to cry@|@roditi, rud.h@
@to cut@|@chhid.h, kartayati@
@to darkness@|@tamasaH@
@to decorate@|@vibhuush.h@
@to decrease@|@apachii@
@to degradation@|@durgatiM@
@to descend@|@avarohati@
@to desire@|@aasha.ns.h@
@to devour@|@bhakshayati@
@to die@|@pa.nchatva.ngaM@
@to dimnish@|@kshii@
@to dispel@|@chhettuM@
@to display@|@pradarshayati@
@to distribute@|@vitarati, vitR^i@
@to do@|@karaNaaya, kR^i@
@to do a favor@|@upakR^i@
@to douse@|@nirvaapayati@
@to draw up (water from a well)@|@uddharati@
@to drink@|@pib.h@
@to drown@|@majjati, nimajjati@
@to eat@|@aahR^i, ad.h, bhuj.h@
@to embrace@|@aaliN^gati@
@to emulate@|@anukaroti@
@to enjoy life@|@bhoktuM@
@to enquire@|@pariprachchh.h@
@to enter@|@pravish.h@
@to enter into@|@praveshhTuM@
@to entertain@|@ra.nj..h@
@to examine@|@pariikshate, samiiksh.h@
@to exhibit@|@pradarshayati@
@to exist@|@vR^it.h@
@to expect@|@apeksh.h@
@to explain@|@dodhayati@
@to extinguish@|@upa+shaM@
@to fall@|@pat.h@
@to fan@|@viijati@
@to fill@|@puur.h@
@to fix@|@samaadhaatuM@
@to fly@|@Dayate, uDDaayayati@
@to fold@|@puTiikaroti@
@to forget@|@vi+smR^i@
@to form@|@rach.h@
@to fry@|@bharjayati@
@to gaNapati@|@gaNapataye@
@to gather@|@chinoti@
@to get down@|@avataarayati@
@to give aashirvaad@|@aashishhati@
@to go@|@gachati, yaa@
@to go away@|@ni+vR^it.h, vi+apa+gam.h@
@to go to@|@upai@
@to grace@|@diip.h@
@to grate (as in grating a coconut)@|@khaNDayati@
@to grind@|@kuTTati@
@to grind (as wheat to flour)@|@chuurNayati@
@to grow fast@|@pravR^idh.h@
@to guess@|@anumaatuM@
@to harm@|@apakR^i@
@to hasten@|@tvarate@
@to hate@|@asuu@
@to hear@|@shravana@
@to heaven@|@divaM, lokaan.h, svargaM@
@to hesitate@|@vikampituM@
@to hit@|@taD.h@
@to hope@|@aasha.ns.h@
@to hug@|@kusyati@
@to imbibe@|@aatmasaat.h@
@to increase@|@chii, vardhate@
@to indicate@|@nirdishati@
@to inflate@|@dhmaati@
@to invite@|@kshana@
@to jump@|@kuurdati, utplavate@
@to keep@|@sthaapayati@
@to keep down@|@avataarayati@
@to kill@|@hantuM@
@to kiss@|@chumbati@
@to knock@|@praharati@
@to know@|@GYaa, GYaatuM, vi+GYaa, viGYaatuM@
@to lament@|@anushochituM, shochituM@
@to leave@|@tyaj.h@
@to liberation@|@apunaraavR^ittiM@
@to lift@|@unnayati@
@to live@|@avasan.h, jii, jiiv.h, vas.h@
@to Lord Ganesh@|@shriigaNeshaaya@
@to make one's own@|@aatmasaat.h@
@to meet@|@sangama@
@to mimic@|@anukaroti@
@to mix@|@mishrayati@
@to My nature@|@madbhaavaaya@
@to obstruct@|@avaruuNaddhi@
@to obtain@|@aap.h, ash.h, labh.h, labhate, praap.h, upalabh.h, utpad.h, vid.h@
@to one in goodness@|@saattvika@
@to one in the mode of darkness@|@taamasa@
@to one in the mode of passion@|@raajasasya@
@to one who is not a devotee@|@abhaktaaya@
@to one who is not austere@|@atapaskaaya@
@to one who is not engaged in devotional service@|@ashushruushhave@
@to open@|@ud.hghaaTayati@
@to operate (causal from vart.h)@|@vartaya@
@to others@|@parasya@
@to overflow@|@udgachchhati@
@to pack@|@badhnaati@
@to pain@|@dahati@
@to peel@|@nishhkoshhayati@
@to people in general@|@janasa.nsadi@
@to perform@|@kartuM@
@to pinch@|@chuTati@
@to plant@|@aaropayati@
@to play (a musical instrument)@|@vaadayati@
@to plead@|@yaachate@
@to pluck@|@avachinoti@
@to point out@|@nirdishati@
@to pound@|@khaNDana, kuTTati@
@to pour@|@puurayati, varshh.h@
@to practice@|@aa+char.h@
@to practice / incur@|@bhaj.h@
@to praise@|@pra+sha.ns.h@
@to press@|@praNudati@
@to produce@|@suu@
@to protcet@|@raksh.h@
@to pull@|@karshhati@
@to pull out@|@unmuulayati@
@to push@|@praNudati@
@to put@|@sthaapayati@
@to question@|@pR^ichhati@
@to rAma@|@raamaaya@
@to rAmachandra@|@raamacha.ndraaya@
@to read@|@paTh.h@
@to recline@|@aalambate@
@to reestablish@|@sa.nsthaapanaarthaaya@
@to reflect@|@mR^iishati@
@to relinquish@|@tyajati@
@to remove@|@nishhkaasayati@
@to ring a bell@|@praNudati@
@to roam@|@charati, vihR^i@
@to rob@|@chorayati@
@to roll (a carpet)@|@puTiikaroti@
@to run@|@dhaav.h@
@to run away@|@palaayituM@
@to sacrifice@|@parityaj.h, tyak.h@
@to salute@|@nam.h@
@to save@|@traa@
@to say@|@vaktuM@
@to scratch@|@kaNDuuyati@
@to sculpt@|@takshati@
@to see@|@iiksh.h, viiksh.h@
@to sell@|@vikriiNiite@
@to send@|@preshh.h@
@to sense gratification@|@kaamabhogeshhu@
@to serve@|@sev.h@
@to serve food@|@pariveshhayati@
@to sew@|@siivyati@
@to shake@|@kampayati@
@to sharpen@|@shyati@
@to shine@|@prakaashate, shobh.h, ullaH@
@to show special mercy@|@anukampaarthaM@
@to sit@|@aaH, aas.h, shhad.h, upavishati@
@to sleep@|@shii@
@to slide (as from a waterslide)@|@avasarpati@
@to smear@|@lip@
@to smell@|@aa+ghraa@
@to sneeze@|@kshouti@
@to solitary@|@vivikta@
@to speak@|@bhaashh.h, bruu@
@to spit@|@nishhThiivati@
@to split apart@|@vidaarayati@
@to spread@|@prasaarayati@
@to squeeze@|@nishhpiiDayati@
@to stand@|@sthaa, sthaa(tishhThati)@
@to stand by@|@upasthaa@
@to stand near@|@upasthaa@
@to stay@|@avasthaatuM@
@to stay awake@|@jaagR^i@
@to steal@|@har.h, hR^i@
@to stop@|@rudh.h, viraam.h@
@to stop someone@|@sthagayati@
@to stretch@|@taaNa@
@to strike@|@abhi+taD.h@
@to strive@|@yat.h@
@to stun@|@stabh@
@to swallow@|@gilati@
@to swim@|@plavate@
@to take@|@nii@
@to take off@|@nishhkaasayati@
@to take shelter@|@aashri@
@to take shelter in@|@upaashri@
@to talk@|@vad.h@
@to tear@|@chhinatti@
@to tell@|@kath.h, kathayate, kathayati, kiirt.h, ni+vid.h@
@to that@|@taaM@
@to the  poor (humble state) people@|@diinajanaaya@
@to the ancestors@|@pitR^iin.h@
@to the Brahman (like rAma)@|@vedhase@
@to the destroyer of all obstacles@|@vighnanaashine@
@to the earth@|@apR^ithivyoH@
@to the extent@|@vistarasya@
@to the fallible@|@ksharaM@
@to the good-giving@|@raamabhadraaya@
@to the grammarian+this@|@vaiyaakaraNasyaishhaH@
@to the long-stomached@|@laMbodaraaya@
@to the lord destroying pride@|@pramathapataye@
@to the lord of Raghus@|@raghunaathaaya@
@to the males (to all people)@|@pu.nsaaM@
@to the modes of nature@|@guNebhyaH@
@to the mortal earth@|@martyalokaM@
@to the nonenvious@|@anasuyave@
@to the one-tusked@|@ekada.ntaaya@
@to the parties@|@pakshayoH@
@to the personified boongiver@|@varadamuurtaye@
@to the protector or lord@|@naathaaya@
@to the son of `shiva'@|@shivasutaaya@
@to the supreme creator@|@aadikartre@
@to the unclean@|@ashuchi@
@to the unmanifest@|@avyaktaat.h@
@to these demigods@|@ebhyaH@
@to think@|@aalochate, chint.h, man.h, vichar.h@
@to throw in@|@nikshipati@
@to thunder@|@garj.h@
@to tie@|@badhnaati@
@to tie down@|@badh.h@
@to tie up@|@badh@
@to to be born or produced@|@jan.h@
@to tolerate@|@soDhuM@
@to touch@|@spR^ish@
@to tour@|@pari+aT.h@
@to train oneself@|@aatmasaat.h@
@to trap@|@badh.h@
@to try@|@yatate@
@to understand@|@vedituM@
@to unworthy persons@|@apaatrebhyaH@
@to vibhIshhaN@|@bibhiishhaNashriidaH@
@to walk@|@chal.h@
@to wander@|@bhramati, char.h@
@to want@|@vaa.nchh.h@
@to wash@|@prakshaalayati, saMmaarjayati@
@to wear@|@dharati@
@to weave@|@uuyate@
@to well-wishers by nature@|@suhR^it.h@
@to wipe@|@saMmaarjayati@
@to wish@|@aasha.ns.h, ichchh.h, ichchhan.h, iih.h@
@to withstand@|@pra+sah.h@
@to worship@|@archituM, puuj.h, puujayati@
@to write@|@likh.h@
@to yawn@|@jR^imbhate@
@to yoke@|@yuj.h@
@to you@|@tvaaM@
@today@|@adya@
@toffee@|@chaakalehaH@
@together us@|@sahanau@
@togetherness@|@saN^ga@
@told@|@kathita, praaha@
@tolerance@|@kshaantiH, kshantiH@
@tomorrow@|@shvaH@
@tongue@|@ji.nvhaa, jivhaaM, rasanaM@
@tooth@|@da.nshhTra, dvija@
@tormenting@|@karshhayantaH@
@torn@|@jiirNa@
@torn/tattered cloth@|@charpaTa@
@tortoise@|@kuurmaH@
@total@|@asheshha@
@total destruction@|@vinaasha@
@touch@|@sparshanaM@
@touched@|@vishhuspR^isha@
@touching@|@spR^ishan.h@
@touching the sky@|@nabhaHspR^ishaM@
@tough@|@kaThina@
@toward all that is to be heard@|@shrotavyasya@
@toward the unmanifested@|@avyaktaa@
@towards@|@abhimukhaaH, prati@
@towards the ear@|@aakarNa@
@trade@|@vaaNijyaM@
@tradition@|@paraMparaa@
@traditional@|@paaraMpaarika@
@tranquillity/imperturbability@|@nishchalatattvaM@
@Tranqulity@|@shama@
@transcend@|@atitaranti@
@transcendental@|@adhyaatmaM, atiindriyaM, daivii, divyaM, divyau, paraaM, parastaat.h, uttamaM@
@transcendental chant@|@mantraH@
@transcendental love for Me@|@mad.hbhaavaM@
@transcendental to the material modes of nature@|@guNaatiitaH@
@transcendentally situated@|@sthitapraGYaH@
@transcending@|@atiitya, samatitya@
@transcends@|@ativartate@
@transformations@|@vikaaraan.h@
@transforms@|@abhibhavati@
@translation@|@anuvaadaM@
@travel@|@pravaasaH@
@traveller@|@paantha, pathika@
@treasure@|@nidhi@
@treatises on ritual@|@tantra@
@tree@|@druma, vR^iksha@
@Tree@|@taru, taruu@
@tree-less@|@nirastapaadapa@
@trembling@|@vepamaanaH@
@trembling of the body@|@vepathuH@
@trench@|@garta@
@triant@|@shuula@
@tribal@|@bhilla@
@trigonometry@|@trikoNamiti@
@Trinal houses or 1@|@trikona@
@trip@|@pravaasaH@
@triplet@|@trayii@
@trishuula@|@shuula@
@troop@|@yuutha@
@trouble@|@kleshaH, taapa, vyathaa@
@troubled@|@tapta@
@trustworthy@|@vishvaasabhuumi@
@truth@|@R^iitaM, R^itaM, tattve@
@Truth@|@satya, satyaM@
@Truth alone@|@satyameva@
@truth/nature@|@tattvaM@
@try for@|@anvichchha@
@trying@|@udyataaH@
@tu + aham: emphasis + I@|@tvahaM@
@Tuesday@|@maN^galavaara@
@Twelfth nakshatra@|@uttaraaphaalguni@
@Twentieth nakshatra@|@puurvaashhaDhaa@
@Twenty-fifth nakshatra@|@puurvaabhadrapada@
@Twenty-first nakshatra@|@uttaraashhaDhaa@
@Twenty-fourth nakshatra@|@shatataarakaa@
@Twenty-fourth nakshatra (also shatataarakaa)@|@shataabhishaka@
@Twenty-second nashaktra@|@shravaNa@
@Twenty-seventh nakshatra@|@revati@
@Twenty-sixth nakshatra@|@uttaraabhaadrapada@
@Twenty-third nakshatra@|@dhanishhThaa@
@Twenty-third nakshatra also known as dhanishhThaa@|@shravishhTaa@
@twice@|@dviguNa@
@twigs@|@pravaalaaH@
@twilight (both morning and evening time)@|@sandhiikaala@
@twin@|@dvayaM@
@two@|@dve, dvi@
@two feet@|@dvipaada@
@two kinds of@|@dvividhaa@
@type of tree/shrub@|@bakulaH@
@types of mudraa@|@mahaabandha, mahaamudraa@
@u(adj)seless@|@vyartha@
@Uccaihsrava@|@uchchaiHshravasaM@
@Ugly@|@vikR^ita@
@Ugly porter@|@vikR^itavahaa@
@ultimate@|@aikaantikasya@
@umbrella@|@chhatra@
@unable@|@asamarthaH, ashaktaH@
@unable to be burned@|@adaahyaH@
@unagitated@|@prashaanta@
@unalloyed@|@ananyayaa@
@unattached@|@asakta@
@unbeaten@|@anaahata@
@unbewildered@|@amuuDhaaH, asammuuDhaaH@
@unblamable@|@avachyaH@
@unborn@|@ajaH, ajaM@
@unbreakable@|@achchhedyaH@
@unbridled@|@asa.nyataa@
@unbroken togetherness@|@santatagamana@
@uncertain/temporary/ephemeral/transient@|@anitya@
@unchangeable@|@avikaaryaH, sthaaNuH@
@unchanging@|@kuuTasthaM@
@unclean@|@ashuchau, ashuchiH@
@uncolouredness@|@vairaagya@
@uncomparable@|@atulaniiya, atuulyaM@
@Unconquered@|@aparaajiita@
@unconscious samadhi@|@asampraGYaata@
@unconscious state)@|@prabhuddho@
@uncontrollable@|@ashamaH@
@undaunted@|@asha.nka@
@undeluded@|@asammuuDhaH@
@under control@|@vashya@
@under My protection@|@mad.hvyapaashrayaH@
@under obligation@|@vashaat.h@
@under one's control@|@aatmavashyaiH@
@under the spell of the modes of material nature@|@guNaanvitaM@
@undergo@|@tapyante, yaanti@
@understand@|@avagam.h@
@understood@|@avagamaM, viduH, vihiaa@
@undertaking@|@upakramaH@
@undestructible@|@avinaasha@
@undeviating@|@ananyayaa@
@undoubtedly@|@asa.nshayaM@
@uneven or strained movement whilst breathing@|@vishama\-vR^ittii@
@unfit@|@asadR^ishhii@
@unflinching@|@achalaa, naishhThikiiM@
@ungettable@|@durlabha@
@uninerested@|@virakta@
@unintelligent@|@durmedhaa@
@union with the supreme via discipline@|@haTayoga@
@united@|@saN^ghaTita@
@unity@|@aikya, saNghaTana@
@universal form@|@ruupamaishvaraM@
@Universal Prototypal Human. Spirit of Time@|@kaalapurushha@
