@English@|@Italian (Theology)@
@to require (comportare- esigere- occorrere- richiedere)@|@imporre@
@to require (esigere- imporre- occorrere- richiedere)@|@comportare@
@to rescue@|@ricuperare, scampare, sottrarre, togliere@
@to resemble@|@accostarsi, assomigliare, rassomigliare, somigliare@
@to reserve@|@prenotare@
@to reside@|@dimorare@
@to resign@|@dimettersi@
@to resist@|@reagire@
@to resolve@|@scindere, sciogliere, sistemare@
@to resort to@|@adire, ricorrere@
@to respond@|@reagire, tirare@
@to resprout@|@rigettare@
@to rest@|@appoggiare, poggiare@
@to rest on (poggiare su)@|@basarsi su@
@to rest with@|@spettare@
@to restore@|@ricondurre, ricuperare, ridare, ristorare@
@to restrain@|@frenare, reprimere, tenere, trattenere@
@to resume@|@riallacciare, riprendere@
@to resurface@|@riemergere@
@to retain@|@ritenere@
@to retire@|@appartarsi, rinchiudersi@
@to retort@|@ribattere@
@to return@|@rendere, ridare, rimandare, rinviare, rivedere@
@to reveal@|@rivelare, svelare, svelare@
@to reverse@|@ribaltare@
@to reverse (capottare- ribaltare- rovesciare)@|@capovolgere@
@to review in detail@|@puntualizzare@
@to revise@|@ripassare, rivedere@
@to revive@|@rilanciare, risorgere, risvegliare@
@to revolve@|@girare@
@to rewrite@|@ricomporre, rifondere@
@to ride@|@montare@
@to ridicule@|@schernire@
@to rig@|@truccare@
@to rip@|@strappare@
@to ripudiate@|@ripudiare@
@to rise above@|@sormontare@
@to rise again@|@risalire, risorgere@
@to risk@|@rischiare@
@to rivolt@|@rivoltare@
@to rob@|@rubare@
@to root@|@radicare@
@to rotate@|@avvicendare@
@to rouse@|@scuotere, trascinare@
@to rout or crush@|@travolgere@
@to ruffle@|@arruffare, scomporre@
@to ruin@|@perdere, rovinare@
@to rule@|@reggere@
@to rule over@|@imperare@
@to rummage@|@frugare@
@to run@|@dirigere, gestire, guidare, reggere, scorrere@
@to run again@|@ricorrere@
@to run away@|@scappare@
@to run into@|@urtare@
@to run out@|@scarseggiare@
@to run out of@|@esaurire@
@to run the risk@|@rischiare@
@to run through again@|@ripercorrere@
@to run wild@|@sfogarsi@
@to rush (fuggire- rifuggire)@|@scappare@
@to rush into@|@sboccare@
@to sadden@|@contristare, rattristare@
@to safeguard@|@cautelare@
@to safeguard oneself@|@cautelarsi@
@to salvage@|@ricuperare@
@to sample@|@assaggiare@
@to satisfy@|@accontentare, appagare, compiacere, esaudire, soddisfare@
@to saturate@|@impregnare@
@to save@|@evitare, risparmiare@
@to savor@|@gustare@
@to say again@|@ridire@
@to say the least@|@perlomeno, quantomeno@
@to scan@|@scandire@
@to scare@|@spaventare@
@to scatter@|@disperdere, seminare, spandere, spargere@
@to schedule@|@prevedere@
@to scheme@|@intrigare@
@to scoff@|@schernire@
@to scold@|@sgridare@
@to scorch@|@ardere@
@to scorn@|@sdegnare@
@to scorn (bocciare- respingere- rigettare- ripudiare)@|@disprezzare@
@to scratch@|@grattare@
@to scream@|@urlare@
@to search@|@frugare@
@to search for again@|@ricercare@
@to seclude oneself@|@appartarsi@
@to secure@|@cautelare, fissare, strappare@
@to see@|@ravvisare, scorgere@
@to see again@|@rivedere@
@to see indistinctly@|@intravedere@
@to seek@|@cercare, ricercare@
@to seek comfort@|@rifugiarsi@
@to seek the help of@|@ricorrere@
@to seem@|@apparire, sembrare@
@to seem (apparire)@|@parere@
@to seep@|@stillare@
@to seize@|@afferrare, arraffare, catturare, cogliere, pigliare@
@to send@|@indirizzare, inviare, mandare@
@to send again@|@rimandare@
@to send back@|@rimandare, rinviare@
@to sense@|@cogliere, intravedere, intuire, percepire@
@to separate@|@distaccare, scindere, spartire, staccare@
@to serve (ex: a sentence)@|@espiare@
@to serve (in prison)@|@scontare@
@to set@|@impostare, porre, proporre, tramontare@
@to set (…something in context)@|@inquadrare@
@to set a good example to@|@edificare@
@to set above@|@sovrapporre@
@to set aside@|@appartare, destinare, prescindere@
@to set free@|@rilasciare, riscattare, slegare, sprigionare@
@to set in motion@|@avviare@
@to set out@|@avviarsi, esporre, prospettare@
@to set out to do@|@intraprendere@
@to set up@|@edificare, instaurare@
@to settle@|@arrangiare, arrangiarsi, comporre, sistemare@
@to sew@|@cucire@
@to shake@|@crollare, scuotere@
@to shape@|@plasmare@
@to share@|@condividere@
@to share in@|@concorrere@
@to shed@|@spandere, versare@
@to shed (allargare- diffondere- espandere- spandere)@|@spargere@
@to shed light upon@|@irradiare@
@to shelter@|@rifugiarsi, riparare@
@to shield@|@proteggere@
@to shift@|@spostare@
@to shine@|@irradiare@
@to ship (mandare)@|@inviare@
@to shirk (sfuggire)@|@sottrarsi@
@to shirk (sottrarsi)@|@sfuggire@
@to shock@|@scioccare@
@to shorten@|@ridurre@
@to shout@|@gridare, urlare@
@to show@|@additare, esibire, proiettare, prospettare, rivelare, segnare@
@to show oneself@|@comparire@
@to show opposition@|@reagire@
@to show up again@|@ricomparire@
@to shun@|@evitare, fuggire, rifuggire, sfuggire@
@to shut in@|@rinchiudere@
@to shut oneself in@|@rinchiudersi@
@to shut up tight@|@tappare@
@to side with@|@appoggiare@
@to sigh@|@sospirare@
@to sign@|@firmare@
@to sin@|@peccare@
@to single out@|@individuare@
@to sink@|@affondare@
@to sink into@|@profondarsi@
@to sketch@|@abbozzare, tracciare@
@to sketch out (abbozzare)@|@delineare@
@to slacken@|@allentare@
@to slaughter@|@scannare@
@to slide@|@scorrere@
@to slip from one's mind@|@sfuggire@
@to slow down@|@allentare@
@to smash@|@sfondare@
@to smile@|@sorridere@
@to snatch@|@strappare@
@to sneer at@|@schernire@
@to soak@|@impregnare@
@to soften@|@intenerire, intenerirsi@
@to soften (alleviare- attenuare)@|@attutire@
@to some extent@|@in parte@
@to soothe@|@pacare@
@to sort out@|@arrangiare@
@to sow@|@seminare, sotterrare@
@to sow one's wild oats@|@sfogarsi@
@to spare@|@evitare, risparmiare@
@to speak to@|@rivolgere, rivolgersi@
@to specify@|@concretare, concretizzare, precisare@
@to spell out@|@compitare@
@to spend (time)@|@trascorrere@
@to spill@|@rovesciare, spargere, versare@
@to spill over@|@traboccare@
@to split@|@ripartire, scindere, scomporre, spaccarsi, spartire@
@to spoil@|@incrinare, rovinare@
@to sponsor@|@appoggiare@
@to spool@|@incannarsi@
@to spread@|@allargare, diffondere, invalere, spandere, spargere@
@to spread all over@|@allagare@
@to spread out@|@espandere@
@to spring@|@scattare@
@to spring forth@|@sorgere@
@to sprinkle@|@spargere@
@to sprout@|@buttare@
@to spur@|@pungere@
@to spurn@|@disprezzare@
@to squander@|@profondere, sprecare@
@to squander (allargare- diffondere- espandere- spargere)@|@spandere@
@to stain@|@tingere@
@to stall@|@indugiare@
@to stamp@|@improntare, timbrare@
@to stand@|@appoggiare, reggere, sorgere@
@to stand (soffrire- subire)@|@patire@
@to stand for@|@valere@
@to stand out@|@imporsi, profilarsi, rilevare, risaltare, staccare@
@to stand up to@|@fronteggiare, reggere@
@to start@|@inaugurare@
@to start again@|@ripartire@
@to state@|@affermare, dichiarare, impostare@
@to state clearly@|@mettere a punto@
@to state precisely@|@precisare@
@to stay@|@alloggiare, dimorare, restare, rimanere@
@to stay awake@|@vegliare@
@to steal@|@arraffare, involare, rubare, sottrarre@
@to stem from@|@provenire@
@to step down@|@dimettersi@
@to stick@|@figgere, incollare@
@to sting@|@mordere, pungere@
@to stir@|@girare, incoraggiare, scuotere@
@to stir up@|@suscitare@
@to stitch@|@cucire@
@to stop@|@bloccare, fermare, frenare, ritenere, smettere, soffermarsi, trattenere@
@to stop briefly@|@soffermare@
@to straighten@|@correggere@
@to strain@|@sforzare@
@to stray@|@allontanarsi, discostarsi@
@to stray from@|@sconfinare@
@to stream@|@scorrere@
@to strengthen@|@assodare, rafforzare, rinsaldare, sviluppare@
@to stress@|@mettere in rilievo, mettere in risalto, scolpire, sottolineare@
@to stretch@|@tendere@
@to stretch out@|@stendere@
@to strike@|@percuotere, picchiare@
@to strike (colpire- percuotere- picchiare)@|@ferire@
@to strike (ferire- percuotere- picchiare)@|@colpire@
@to strip (ex:  as in the kenosis)@|@spogliarsi@
@to strive@|@sforzarsi@
@to struggle@|@contendere, dibattersi, lottare@
@to stuff (colmare)@|@riempire@
@to stutter@|@intaccare@
@to subdue@|@asservire, assoggettare, piegare, sottomettere@
@to subject@|@assoggettare, sottomettere, sottoporre@
@to subjugate@|@assoggettare@
@to subjugate (assoggettare- sottomettere- sottoporre)@|@asservire@
@to submit@|@assoggettarsi, deferire, sottoporre@
@to submit (asservire- assoggettare- sottoporre)@|@sottomettere@
@to submit (asservire- sottomettere- sottoporre)@|@assoggettare@
@to subordinate@|@sottomettere@
@to subpoena@|@citare@
@to subtract@|@sottrarre, togliere@
@to succeed@|@giungere, riuscire, valere@
@to succeed (accadere- avvenire- capitare- occorrere- ricorrere- succedere- svolgersi- verificarsi)@|@succedere@
@to succeed (riuscire)@|@approdare@
@to suckle@|@allattare@
@to suffer@|@riportare, soffrire@
@to suggest@|@adombrare, proporre@
@to summarize@|@riassumere@
@to summon@|@citare, convenire, interpellare@
@to superimpose@|@sovrapporre@
@to supply@|@alimentare, provvedere@
@to support@|@appoggiare, mantenere, mantenere, reggere, sorregere, sorreggere, sostenere, tenere@
@to support oneself@|@sostenersi@
@to suppose@|@porre, presupporre, supporre@
@to suppress@|@reprimere, tacere@
@to surmount@|@sormontare@
@to surpass@|@superare@
@to surrender@|@cedere, consegnare@
@to surround@|@assediare, cingere@
@to survey@|@rilevare, stimare@
@to survive@|@sopravvivere@
@to sustain@|@sorreggere, sostenere@
@to sustain (mantenere- sostenere)@|@sorregere@
@to swear@|@giurare@
@to sweep@|@trascinare@
@to swindle@|@truffare@
@to symbolize@|@raffigurare@
@to sympathize with@|@compatire@
@to take@|@occorrere, pigliare, recare, tirare@
@to take (a photo)@|@scattare@
@to take a fancy to@|@invogliarsi@
@to take a turn for@|@volgere@
@to take a vote@|@votarsi@
@to take advantage of@|@approfittare, sfruttare, valersi@
@to take after (assomigliare- somigliare)@|@rassomigliare@
@to take an oath@|@giurare@
@to take apart@|@scomporre@
@to take around@|@portare in giro@
@to take away@|@levare, sottrarre@
@to take away- off or down@|@togliere@
@to take back@|@ricondurre, riprendere, smentire@
@to take care of@|@curare, custodire, provvedere, tenere da conto, trattare@
@to take cover@|@rifugiarsi@
@to take for granted@|@scontare@
@to take in@|@inglobare@
@to take into account@|@valutare@
@to take off@|@involarsi, spogliarsi@
@to take on a look (ex:  Il suo volto si impronta a tristezza. = His face takes on a look of sadness.)@|@improntarsi@
@to take on again@|@riassumere@
@to take one's place@|@collocarsi@
@to take out@|@cavare@
@to take part in@|@intervenire@
@to take place@|@verificarsi@
@to take place (accadere- avvenire- capitare- occorrere- ricorrere- succedere- verificarsi)@|@svolgersi@
@to take place (accadere- capitare- occorrere- ricorrere- succedere- svolgersi- verificarsi)@|@avvenire@
@to take place (avvenire- capitare- occorrere- ricorrere- succedere- svolgersi- verificarsi)@|@accadere@
@to take possession of@|@appropriarsi@
@to take precautions@|@cautelarsi@
@to take refuge@|@rifugiarsi, riparare, scampare@
@to take root@|@radicare@
@to take root (prendere)@|@pigliare@
@to take shape slowly@|@delinearsi@
@to take something seriously or in earnest@|@prendere sul serio@
@to take something upon oneself@|@farsi carico di@
@to take the trouble@|@adoperarsi@
@to take up@|@abbracciare, accettare, assorbire@
@to take up again@|@riprendere@
@to take upon oneself@|@assumere, incaricarsi@
@to talk@|@discorrere@
@to talk about@|@trattare@
@to tangle@|@arruffare, intricare, intrigare@
@to taste@|@assaggiare, gustare@
@to tear@|@strappare, strapparsi@
@to tear oneself away@|@strapparsi@
@to tease@|@pungere, sfottere@
@to tell@|@contare, riferire@
@to tell exactly@|@precisare@
@to tempt@|@fare gola, invogliare, tentare@
@to tend@|@pendere, tendere@
@to test@|@assaggiare, sperimentare@
@to testify@|@deporre@
@to think@|@presumere, stimare@
@to think back@|@ricorrere@
@to think highly of@|@stimare@
@to think of again@|@ripensare@
@to think oneself capable of doing@|@pretendere@
@to think over@|@ripensare@
@to throw@|@buttare, gettare, lanciare, rovesciare@
@to throw again@|@rigettare, rilanciare@
@to throw away@|@scartare, sprecare@
@to throw back@|@rigettare@
@to throw into confustion@|@sconvolgere@
@to throw into disorder@|@scomporre@
@to thrust@|@affondare@
@to thunder@|@tonare, tuonare@
@to thwart@|@attraversare, ostacolare@
@to tie@|@legare@
@to tighten@|@stringere@
@to tilt (capottare- capovolgere- rovesciare)@|@ribaltare@
@to toil@|@faticare@
@to tolerate@|@comportare@
@to torment@|@travagliare@
@to toss@|@travagliare@
@to touch@|@commuovere, tentare, toccare@
@to touch on@|@toccare@
@to trace@|@rintracciare, tracciare@
@to trace or date back to or from@|@risalire@
@to track down@|@rintracciare@
@to trade@|@trattare@
@to train@|@qualificare@
@to transfer@|@cedere@
@to transform@|@mutare, tramutare@
@to transform (mutare- tramutare)@|@trasmutare@
@to translate@|@tradurre@
@to translate (ex:  volgere la propria attenzione sull'oratore = to turn or direct one's attention to the speaker)@|@volgere@
@to transmit@|@imprimere, tramandare@
@to travel@|@percorrere@
@to treat@|@svolgere, trattare@
@to trespass@|@sconfinare@
@to trim@|@spuntare@
@to trouble@|@affliggere, travagliare, turbare@
@to trouble oneself@|@travagliarsi@
@to trust@|@affidarsi a, fidare@
@to try@|@provare, sperimentare, tentare@
@to try hard@|@sforzarsi@
@to tumble@|@cascare@
@to turn@|@accostare, girare, rivolgere, rivolgersi, rivoltare, svoltare, torcere, tramutare@
@to turn again@|@risvoltare@
@to turn away@|@rivolgere@
@to turn down@|@rigettare@
@to turn down (disprezzare- respingere- rigettare- ripudiare)@|@bocciare@
@to turn inside out@|@rovesciare@
@to turn into@|@ridurre@
@to turn into (divenire)@|@diventare@
@to turn into (diventare)@|@divenire@
@to turn off (a light- etc.)@|@spegnere@
@to turn on (a light)@|@accendere@
@to turn out@|@riuscire@
@to turn to@|@ricorrere@
@to turn upside down@|@capovolgere@
@to turn upside-down@|@rivoltare@
@to twist@|@torcere, travisare@
@to unburden@|@scaricare@
@to unburden oneself@|@sfogarsi@
@to uncouple@|@scoppiare@
@to uncover@|@scoprire@
@to undergo@|@sperimentare, subire@
@to underline@|@sottolineare@
@to underscore@|@segnare@
@to understand@|@cogliere, concepire, intendere@
@to undertake@|@incaricarsi, intraprendere@
@to undo@|@disfare, slegare@
@to undress@|@spogliarsi@
@to unfasten@|@staccare@
@to unfold@|@svolgersi@
@to unload@|@scaricare, svuotare@
@to unloosen@|@allentare@
@to unroll@|@scannare@
@to untie@|@disfare, sciogliere, slegare, sviluppare@
@to unveil@|@inaugurare, scoprire, svelare@
@to unwind@|@scannare, svolgersi@
@to unwind (sviluppare- trattare)@|@svolgere@
@to unwrap again@|@risvoltare@
@to uphold@|@mantenere@
@to uplift@|@edificare@
@to uproot@|@divellere@
@to upset@|@rivoltare, rovesciare, scioccare, scomporre, sconcertare, sconvolgere, scuotere, turbare, urtare@
@to urge@|@incoraggiare, premere, sollecitare, spingere@
@to use@|@adoperare, destinare, impiegare@
@to use for@|@adibire@
@to use up@|@assorbire, esaurire@
@to usher in@|@inaugurare@
@to usurp@|@appropriarsi@
@to utilize@|@sfruttare@
@to validate@|@omologare@
@to value@|@stimare, valutare@
@to vanish@|@involarsi, scomparire, sparire@
@to vary@|@differire@
@to vent@|@sfogare@
@to venture@|@rischiare@
@to verify@|@accertare, constatare@
@to vindicate@|@vendicare@
@to visit@|@ritrovare@
@to volunteer@|@esibirsi@
@to vote@|@votare@
@to vow@|@votare@
@to wait for@|@attendere@
@to wander off@|@discostarsi@
@to wane@|@tramontare@
@to want@|@occorrere, pretendere, volere@
@to ward off@|@prevenire@
@to warn@|@avvertire, diffidare@
@to waste@|@buttare, disperdere, perdere, profondere, sprecare@
@to waste one's time- energy- talent- etc.@|@sprecarsi@
@to watch over@|@proteggere, vegliare@
@to water@|@lacrimare@
@to waver@|@pendere@
@to wear out@|@esaurire@
@to weave together@|@intrecciare@
@to weep@|@lacrimare@
@to weigh@|@valutare@
@to weigh down@|@opprimere@
@to welcome@|@accogliere, gradire, salutare@
@to whine@|@guaire@
@to widen@|@allargare@
@to win@|@conciliare, guadagnare, vincere@
@to wind@|@incannarsi@
@to wish@|@augurare, volere@
@to withdraw@|@appartarsi, rinchiudersi, smentire@
@to wither@|@inaridire@
@to withhold@|@trattenere@
@to withstand (affrontare)@|@fronteggiare@
@to work@|@adoperarsi@
@to work hard@|@faticare@
@to worry@|@inquietare, travagliarsi, turbare@
@to wound@|@pungere@
@to wrap up@|@involgere@
@to wrestle@|@lottare@
@to wring@|@torcere@
@to write@|@compilare, redigere, stendere, stilare, svolgere@
@to yearn for@|@bramare, sospirare@
@to yell@|@urlare@
@to yield@|@cedere, inchinarsi, valere@
@token@|@attestato, attestazione, pegno, segno@
@tone@|@piglio, sfumatura, taglio, tenore@
@too@|@altresì, anche, pure@
@too big to be closed@|@incolmabile@
@tools@|@ferro@
@top@|@culmine, punta@
@topic@|@argomento, tema@
@torment@|@tortura@
@tormented@|@assediato, travagliato@
@torn@|@rotto@
@torn (past part. of combattere)@|@combattuto@
@total@|@somma@
@totality@|@assieme, insieme, interezza@
@touched@|@commosso@
@towards@|@nei confronti di@
@towering@|@sovrano@
@trace@|@orma, punta, vena@
@traces@|@orma@
@track@|@circuito, passo, pista, sentiero, traccia@
