@English@|@Maliseet@
@teat (usually baby talk)@|@nununs (-ok)(na)@
@teat: her ~@|@nununsol (-ok) (na-d)@
@teepee@|@ptoqikan (-ol)(ni)@
@teeter totter@|@apuciyaskuwakon (ni)@
@teeth: knock SB's ~ out@|@monapitehtahal (vta)@
@teeth: SB has ~@|@wipitiw (vai)@
@teeth: SB has bad ~@|@mocapite (vai)@
@teeth: SB has crooked ~@|@mocapite (vai)@
@teeth: SB has false ~@|@piluwapite (vai)@
@teeth: SB has good ~@|@wolapite (vai)@
@teeth: SB's ~ are coming in (baby)@|@sakhapite (vai)@
@teeth: SB's ~ are worn down@|@mehtapitehe (vai)@
@teething: SB is ~@|@kikcokapitehe (vai), wipitsuhke (vai)@
@telegraph SB@|@mattoktehmuwal (vta)@
@telephone@|@telihpum (-pl)(ni-pl)@
@telescope@|@laput (ni)@
@telescope: SB looks with ~@|@laputihike (vai)@
@telescope: small ~@|@laputossis (ni)@
@television@|@sakihwewey (-al)(ni)@
@tell on SB while crying@|@tolotemikemu (vta)@
@tell on SB: SB ~s@|@akonimal (vta)@
@tell on self: SB ~s@|@akonimsu (vai)@
@tell SB about@|@nostuhmuwal (vta)@
@tell SB about ST@|@nostuhmuwan (vt2o)@
@tell SB story: SB ~s@|@akonutomuwal (vta)@
@tell SB strictly@|@sonimal (vta)@
@tell SB the bad side of ST@|@mocoluhmuwan (vt2o)@
@tell SB to do thus@|@t-olokimal (vta)@
@tell SB to go there@|@t-olokimal (vta)@
@tell SB to keep ST secret@|@sonimal (vta)@
@tell SB various stories@|@milakonutomuwal (vta)@
@tell SB: SB ~s@|@iyal (vta)@
@tell ST: SB ~s@|@akonutomon (vti)@
@tell story: SB ~s@|@akonutome (vai)@
@tell tall tales: SB ~s@|@koluskapiyiw (vai), ksonnoqe (vai)@
@tell: come and ~ SB@|@peci-yahal (vta)@
@tell: SB ~s a lie@|@pakotahsu (vai), pakotahsu (vai)@
@tells what happened@|@acomu (vai)@
@temple: SB's ~ (head)@|@nomocinatp (ni-d)@
@ten (in counting)@|@qotinsk (pc)@
@ten: they are ~ in number@|@qotinskekotul (vii), qotinskeksuwok (vai)@
@tend: come (go)to ~ to SB@|@natonal (vta)@
@tend: one who ~s@|@nutonahket (na)@
@tender: SB is ~@|@nuhkeyu (vai)@
@tender: SB is very ~ to the touch@|@sapeyu (vai)@
@tender: ST is ~@|@nuhkeyu (vii)@
@tenderly: treat SB ~@|@menakaceyuwal (vta)@
@ten-dollar bill@|@qotinsk kehsakisuwey(-al)(ni)@
@tense suddenly: SB ~s@|@ceconessu (vai)@
@tense:  SB looks ~@|@ceconinaqsu (vai)@
@tense: SB ~s muscles@|@sakolewokitutom (vai)@
@tense: SB holds self ~@|@ceconitutom (vai)@
@tense: SB is ~@|@ceconaqsu (vai), ceconitutom (vai)@
@tense: SB stands ~@|@ceconikapuhu (vai), ceconikapuwu (vai)@
@tense: ST is ~@|@ceconahqot (vii)@
@tent@|@sipekhikon (-ol)(ni), sipelekhikon (-ok)(na)@
@tent caterpillar@|@akawhu (-wiyik) (na)@
@tent: canvas@|@kenopisikuwam (ni)@
@tent: canvas ~@|@kenopisikuwam (ni)@
@tent: small canvas ~@|@kenopisikuwamsis (na dim)@
@term of endearment for baby@|@alokuhkis (na)@
@terrible: SB is ~@|@nehkatomahtu (vai)@
@territory@|@ktahkomiq (ni)@
@terror: SB dies from ~@|@pskikitessu (vai)@
@test SB@|@t-oqecehlal (vta)@
@test the taste of SB@|@qetomal (vta), t-oqetomal (vta)@
@testicle@|@pon (-ok)(na)@
@testimony: sworn ~@|@spi-wolamewakon (-ol)(ni)@
@thankful for ST@|@ulasuweltomon (vti)@
@thanks: SB gives ~@|@wolasuweltom (vai)@
@thanksgiving@|@wolasuweltomuhtin (vai)@
@that@|@yat-a (pr), yet (pri)@
@that (absent or deceased)@|@nakat (pra), yakat (pr), yakaw (pr)@
@that (absent or no longer existing)@|@yeket (pr)@
@that (anim.deceased or absent)@|@neke (pr)@
@that (deceased or absent)@|@neket (pr), nekew (pr)@
@that (location unspecified)@|@nit (pri), not (pra)@
@that (near person spoken to)@|@nit (pri), not (pra)@
@that is why@|@yaqa (pc)@
@that one (emphatic)@|@nit-a (pri)@
@that one over there (emphatic)@|@yat (pr), yet-a (pri)@
@that one yonder@|@yat-a (pr)@
@that one!@|@notta (pr)@
@thaw: ST ~s@|@qasqomete (vii)@
@theirs@|@nekomaw (pra-pl)@
@them@|@nekomaw (pra-pl)@
@then@|@apc (pc), neke (pc), neket (pc), nit-a (pc)@
@then (in the future)@|@yaka (pc)@
@there (near person spoken to)@|@nit (pc)@
@there is a heavy sea@|@tutatqin (vii)@
@there yonder@|@yet (pc)@
@there: over ~@|@yet (pc)@
@there: over ~ (emphatic)@|@yet-a (pc)@
@there: right ~ (emphatic)@|@yet-a (pc)@
@there: right over ~ (emphatic)@|@yet-te (pc)@
@there: SB is in ~@|@tuwopu (vai)@
@there: ST is ~@|@ote (vii)@
@thereabouts@|@tamahc (pc)@
@therefore@|@saku (pc)@
@these@|@yuhtol (pri)@
@they@|@nekomaw (pra-pl)@
@thick@|@pahs- (pv), pas- (pv)@
@thick and flattened: ST is ~ (stick-like)@|@pahsahqot (vii)@
@thick skin: SB has ~@|@pasotekone (vai)@
@thick: SB is ~@|@kintoksu (vai), pahseyu (vai)@
@thick: SB is ~ (ST long and round)@|@kinaqsu (vai)@
@thick: slice SB ~@|@pahseksal (vta)@
@thick: slice ST ~@|@pahseksomon (vti)@
@thick: ST is ~@|@kintokot (vii), pahseyu (vii)@
@thick: ST is ~ (ST stick like)@|@kinahqot (vii)@
@thicket: ST is a ~@|@kcimkahqihke (vii)@
@thief@|@komutonesk (na)@
@thief: SB is a ~@|@komutonesku (vai)@
@thigh: inner ~@|@cask (ni-d)@
@thigh: SB's ~@|@wihq (na-d)@
@thin (layer/sheet)@|@pipuw- (pv)@
@thin and flattened: ST is ~ (stick-like)@|@pipuwahqot (vii)@
@thin: SB ~s through diet/excercise@|@mehtaluwosehlosu (vai)@
@thin: SB has become ~@|@mehtaluwosu (vai)@
@thin: SB is ~@|@apsaqsu (vai), pipuweyu (vai)@
@thin: SB is ~ (rope or snake)@|@apsatokosu (vai)@
@thin: slice SB ~@|@pipuweksal (vta)@
@thin: slice ST ~@|@pipuweksomon (vti)@
@thin: ST is ~@|@pipuweyu (vii)@
@thin: ST is ~ (ST small and string like)@|@apsatokahson (vii)@
@thin: ST is ~ (ST stick like)@|@apsahqot (vii)@
@think@|@-tahasi- (v rt)@
@think a long time: SB ~s@|@sipkitahasu (vai)@
@think about helping SB@|@wicuhketahamal (vta)@
@think about helping ST@|@wicuhketahatomon (vti)@
@think about SB@|@topitahamal (vta), utomitahamal (vta)@
@think about SB deceased with sorrow for family@|@wewehsitahamal (vta)@
@think about ST@|@topitahatomon (vti)@
@think about ST enough@|@tepitahatomon (vti)@
@think big: SB ~s@|@kinitahasu (vai)@
@think highly of SB: SB ~s@|@kihcitomi-wihqehlal (vta)@
@think highly of self: SB ~s@|@kinitahamsu (vai)@
@think little of SB: SB ~s@|@apsitahamal (vta)@
@think of SB (suddenly)@|@mihqitahamal (vta)@
@think of SB as bad@|@mocitahamal (vta)@
@think of SB as hurried (when looking at him)@|@wisanuwal (vta)@
@think of SB as slow@|@nakanuwal (vta)@
@think poorly of SB@|@nutatahamal (vta)@
@think positively: SB ~s@|@kinitahasu (vai)@
@think SB stuck-up@|@palitahamal (vta)@
@think ST through@|@sapitahatomon (vti)@
@think ST through thoroughly@|@sapi-tpitahatomon (vti)@
@think suddenly of ST@|@mihqitahatomon (vti)@
@think well of SB@|@miyawitahamal (vta)@
@think: SB ~s@|@tpitahasu (vai), tpitahatom (vai)@
@think: SB ~s a long time@|@sipkitahasu (vai)@
@think: SB ~s ahead@|@nihkanitahasu (vai)@
@think: SB ~s highly of self@|@palitahamsu (vai)@
@think: SB ~s of many different things@|@militahasu (vai)@
@think: SB ~s poorly of self@|@nutatahamsu (vai)@
@think: SB ~s SB knows ST all@|@wikcokewestu (vai)@
@think: SB cannot ~@|@sesomitahasu (vai)@
@think: SB starts to ~@|@macetahasu (vai)@
@think: unable to ~ of ST@|@sesomitahatomon (vti)@
@thinker@|@yalitahasuwin (-uwok)(na)@
@thinker: SB is a ~@|@yalitahasuwinuwiw (vai)@
@thinking: SB goes around ~@|@yalitahasu (vai)@
@thinking: SB is ~@|@tolitahasu (vai)@
@thinking: SB is always ~@|@yalitahasu (vai)@
@thinner: SB becomes ~@|@mehtaluwosehlosu (vai)@
@third@|@nuhuwewey (na/ni)@
@third one@|@nuhuwewey (na/ni)@
@third: on the ~ day (this conjunct form only)@|@nessukonohok (vii)@
@thirsty: SB is ~@|@kotuwossomu (vai)@
@thirteen@|@sanku (nm)@
@thirty@|@sinsk (nm)@
@this@|@wot (pra), yut (pri)@
@this  evening (now)@|@wolaqiw (pc)@
@this (absent or deceased)@|@wakat (pra), wakaw (pra)@
@this (absent or no longer existing)@|@weket (pri)@
@this one@|@wot (pra), wotta (pra!)@
@this one (emphatic)@|@yut-a (pri)@
@thorn@|@mikut (-iyik)(na), minus (-iyik)(na)@
@thorn apple@|@kikcokalokiqemins (na)@
@thorn apple (plant)@|@kikcokalokiqeminsimus (na)@
@thorny plant@|@minus (-iyik)(na)@
@thorny tree@|@mikutimus (-iyik)(na)@
@thoroughly@|@pehk- (pv), pek- (pc)@
@those@|@yektok (pr)@
@those over there@|@yektok (pr)@
@though@|@kenoq (pc), kenuk (pc)@
@thought about ST: SB ~@|@kisitahatomon (vti)@
@thought: SB has woeful ~s@|@sipkitahasu (vai)@
@thought: SB is occupied by many ~s@|@sispetahasu (vai)@
@thought: ST is ~ about by many people@|@tpitahatasu (vii)@
@thoughts: SB has painful ~@|@sikitahasu (vai), sikitahasu (vai)@
@thousand@|@-amqahk (pc rt f), -amqahk (pv rt f)@
@thread@|@sqasuntoq (na)@
@thread SB@|@nashulal (vta)@
@thread ST@|@nashutun (vti)@
@thread where stitching can be undone by pulling@|@muntokehtikon (-ol)(ni)@
@thread: SB ~s@|@nashuta (vai)@
@thread: SB is ~ ed@|@nashutasu (vai)@
@thread: ST is ~ ed@|@nashutasu (vii)@
@threads@|@sqasuntokuk (na-pl)@
@threaten SB: SB ~s@|@koti-cileyuwal (vta)@
@three@|@sis (nm)@
@three (counting)@|@nihi (pc)@
@three dollars (coin)@|@sakisuwok (na-pl)@
@three hundred@|@satq (nm)@
@three of cards@|@suwikhikon (na)@
@three points (playing altestakon)@|@sulom (vai)@
@three thousand@|@samqahk (nm)@
@three times@|@nihi-kehs (pc)@
@three: for ~ days@|@sukoniw (pc)@
@three: SB has ~ layers@|@sekopu (vai)@
@three: ST has ~ pages@|@sanokahte (vii)@
@three: ST has ~ sheets@|@sanokahte (vii)@
@three: ST is ~ miles@|@suhsalqot (vii)@
@three: ST is made in ~ rows@|@sekonasu (vii)@
@three: ST weighs ~ pounds@|@si-tkiqon (vii), si-tkiqon (vii)@
@three: there are ~ of them@|@nuhuwiwok (vai), nuhuwok (vai), nuwwiwok (vai)@
@three: they are ~ of them in a vehicle@|@suhkomuk (vai)@
@three: they are ~ tied together@|@supisuwok (vai)@
@three: they are standing in a group of ~@|@sukapuwiyik (vai)@
@three: they are walking in groups of ~@|@sukapasuwok (vai-pl)@
@thresh: SB ~s@|@psolesqhike (vai)@
@threw it: SB ~@|@kisahkan (vai/vai+o)@
@threw SB off: SB ~@|@kisamihkuhtuwal (vta)@
@thrice@|@nihi-kehs (pc)@
@throat: SB has ~ trouble@|@qotakonine (vai)@
@throat: SB has a sore ~@|@qotakonine (vai)@
@throat: SB's ~@|@qotakonalokum (ni-d), qotakonol (na-d), qotakonumol (na-d)@
@through@|@sap- (pv), sapiw (pc), saputiy- (pv), tuw- (pv)@
@through a narrow opening or passage@|@puthiy- (pv)@
@through: a road goes ~@|@saputiyawtosson (vii)@
@through: go ~ ST@|@sapiyatomon (vti)@
@through: SB falls ~@|@saputiyamu (vai)@
@through: SB goes ~@|@sapessu (vai), saputehe (vai)@
@through: SB passes ~@|@sapiye (vai)@
@through: SB walks ~@|@sapuhse (vai)@
@through: ST goes ~@|@sapessu (vii), saputesson (vii)@
@through: ST passes ~@|@sapiye (vii)@
@throughout@|@pson- (pv)@
@throw (baseball)@|@ahke- (vai+o f)@
@throw a very sharp curve: SB ~s@|@ksakonike (vai)@
@throw egg (s) at SB@|@wawonahal (vta)@
@throw fast (baseball): SB ~s@|@kakawahke (vai)@
@throw fastball: SB ~s@|@kakawahke (vai)@
@throw it: SB ~s@|@apoqahkan (vai/vai+o)@
@throw it: SB can ~@|@kisahkan (vai/vai+o)@
@throw SB off: SB ~s (wrestling)@|@amihkuhtuwal (vta)@
@throw SB off: SB can ~@|@kisamihkuhtuwal (vta)@
@throw SB out: SB ~s (baseball)@|@keskuhtahal (vta)@
@throw ST fast: SB ~s@|@wisayahkan (vai)@
@throw ST hurriedly: SB ~s@|@wisayahkan (vai)@
@throw ST to SB@|@t-olahkewan (vt2o)@
@throw ST toward here@|@uckuwahkan (vai)@
@throw: SB ~s a variety of curves (baseball)@|@milakonike (vai)@
@throw: SB ~s it@|@t-olahkan (vai/vai+o)@
@throw: SB ~s slow pitch@|@menakatahke (vai)@
@throw: SB ~s slowly@|@menakatahke (vai)@
@throw: SB ~s ST away@|@qasahkan (vai/vai+o)@
@throw: SB ~s ST down@|@poneqahkan (vai+o)@
@throw: SB ~s ST fast@|@wisayahkan (vai)@
@throw: SB ~s ST hurriedly@|@wisayahkan (vai)@
@throw: SB ~s ST in@|@tepahkan (vai/vai+o)@
@throw: SB ~s ST out (sand/gravel)@|@sukayamkahkan (vai/vai+o)@
@throw: SB ~s ST quickly@|@nokosayahkan (vai+o)@
@throwing: SB makes a ~ error@|@wapolahke (vai)@
@thumb protector worn when making baskets@|@pitolawon (-ol)(ni)@
@thumb: SB ~@|@cihcin (ni-d)@
@thunder@|@petakihik (na-pl), petakiyik (na-pl)@
@thunder is heard rumbling@|@motiyakuwok (vai)@
@thunder: ST ~s@|@petakiw (vii)@
@thunderbird@|@Cipelahq (na)@
@thunder-shower: there is a ~@|@petakolan (vii)@
@Thursday: ST is ~@|@new luhkan (vai)@
@thus@|@nit (pc)@
@thwart (in a boat a seat for a rower)@|@kesokayaqopit (na)@
@tick@|@sikuskoss (-iyik)(na)@
@tide at ST lowest in monthly cycle: the ~@|@ksihkot (vii)@
@tide changes: the level of the ~@|@atpehe (vii)@
@tide ebb and flow@|@wahqapakuwiyak (ni)@
@tide goes out: the ~@|@olomihkot (vii)@
@tide is coming in: the ~@|@ckuhpehe (vii)@
@tide is not particularly high or low: the ~@|@malkot (vii)@
@tide: ST is high ~@|@psonpehe (vii)@
@tide: ST is low ~@|@kiskot (vii)@
@tide: ST is spring ~@|@ksakuwiye (vii)@
@tide: the ~ goes out@|@wiqqot (vii)@
@tide: the ~ is at it's lowest in it's monthly cycle@|@sincokkot (vii)@
@tide: the ~ is not particularly high or low@|@malkot (vii)@
@tide: the ~ is starting to go out@|@macehkot (vii)@
@tide: there are regularly low ~s@|@ksihkotihke (vii)@
@tides: there are extremely high ~ (full moon)@|@ksakuwiyenihke (vii)@
@tidy up for SB here and there@|@moni-wisunikewal (vta)@
@tie cord made of cedar bark fiber@|@kolopolikon (ni)@
@tie cord made of cedar bark fiber: small ~@|@kolopolikonossis (ni dim)@
@tie SB firmly@|@mecimopilal (vta)@
@tie SB onto ST@|@nasopilal (vta)@
@tie SB permanently@|@mecimtokehlal (vta)@
@tie SB tight: SB ~s@|@askikopolal (vta)@
@tie SB's hair@|@t-otolatokonomewal (vta)@
@tie ST onto ST@|@nasopitun (vti)@
@tie ST permanently@|@mecimtokehtun (vti)@
@tie ST tight: SB ~s@|@askihkipolomon (vti), askikopolomon (vti)@
@tie ST up with many knots or strings: SB ~s@|@cihpolopilal (vta)@
@tie ST: SB ~s@|@kolopitun (vti)@
@tie: railroad ~@|@lellutey (na)@
@tie: SB ~s permanently@|@mecimtokehtahsu (vai)@
@tie: SB ~s ST tight@|@sakolopolomon (vti)@
@tie: SB tightly ~s STin cloth causing ST to burst@|@paskocokopolike (vai)@
@tie: something used to ~ things tightly@|@sakolopolikon (-ol)(ni)@
@tied: SB (snowshoe) is ~@|@lapekhasu (vai/vii)@
@tied: SB is ~ in score with SB else@|@tetpopu (vai)@
@tight: SB is ~ (with possessions)@|@ksewulqe (vai)@
@tight: SB is ~ ly drawn (string)@|@suwatokopu (vai)@
@tight: SB is pulled ~ (string)@|@suwatokuhucin (vai)@
@tight: SB is too ~@|@sami-sonopu (vai)@
@tightwad: SB is a ~@|@sikimaniye (vai)@
@till (land): SB ~s@|@lahkesawe (vai)@
@tilt ST: SB ~s@|@kuskanomon (vti)@
@tilting@|@kuska (kuskay-)(pv)@
@time has come@|@teponaskuwye (vii)@
@time: a long ~@|@sipk- (pv)@
@time: allow SB a certain amount of ~@|@t-olitpahmuwal (vta)@
@time: every ~@|@nehkayiw (pc)@
@time: for a long ~@|@sipkiw (pc)@
@time: SB spends a lot of ~ there@|@skuweyu (vai)@
@time: ST does't keep accurate ~ (clock/watch)@|@mochikewiw (vii)@
@time: ST is a certain point in ~@|@tutewehe (vii)@
@time: ST is such and such a ~@|@tuceyu (vii)@
@time: ST is that ~@|@tepewehe (vii)@
@time: ST keeps accurate ~@|@wolhikewiw (vii)@
@time: the ~ comes around@|@teponaskuwye (vii)@
@time: there at that ~@|@ol- (pv)@
@tin object@|@wapahkuhsisey (-ak)(na), wapahkuhsisey (-al)(ni)@
@tip heavily: SB ~s@|@mamhuni-tepahke (vai)@
@tip SB over by stepping or sitting on SB: SB ~s@|@kuskahkuwal (vta)@
@tip SB: SB ~s@|@kuskanomon (vti)@
@tip SB: SB ~s (cooking pot or pitcher)@|@kuskanal (vta)@
@tip ST: SB ~s@|@kuskawehtun (vti)@
@tip with or in the wind: ST ~s@|@kuskalamson (vii)@
@tip with or on the waves: ST ~s@|@kuskahtuhuke (vii)@
@tip: SB ~s heavily@|@mamhuni-tepahke (vai)@
@tipi@|@ptoqikan (-ol)(ni)@
@tipping@|@kuska (kuskay-)(pv)@
@tipping over@|@kuska (kuskay-)(pv)@
@tire of caring for ST@|@siwankeyutomon (vti)@
@tire of driving ST@|@siwkomon (vti)@
@tire of eating ST@|@siwotomon (vti)@
@tire of holding or handling SB@|@siwonal (vta)@
@tire of holding or handling ST@|@siwonomon (vti)@
@tire of living in ST@|@siwkatomon (vti)@
@tire of taking care of SB@|@siwankeyuwal (vta)@
@tire of thinking of SB@|@siwitahamal (vta)@
@tire of waiting for SB@|@siwskuwyal (vta), siwskuyal (vta)@
@tired of@|@siw- (pv)@
@tired of-@|@siw- (pv)@
@tired of thinking@|@siwi-tpitahasu (vai)@
@tired: become ~ of SB@|@siwaciyal (vta)@
@tired: SB is ~@|@mettehsin (vai), siktehsonu (vai), suwahtu (vai)@
@tired: SB is ~ (Malis eet)@|@kospone (vai)@
@tired: SB is ~ of living@|@siwawsu (vai)@
@tired: SB is ~ of waiting@|@siwskuwasu (vai)@
@tired: SB is ~ of working@|@siwoluhke (vai)@
@tiresome: become ~ to SB@|@siwaciyal (vta), siwehlal (vta)@
@tiresome: SB is ~@|@siwhuksu (vai)@
@tiresome: SB is ~ to look at@|@siwinaqsu (vai)@
@tiresome: ST is ~@|@siwhukot (vii)@
@tiring: ST is ~ to listen to@|@siwtaqot (vii)@
@to make matters worse@|@nihluwinaw (pc)@
@tobacco@|@tomawey (-al)(ni)@
@tobacco residue@|@sokopikcahan (-ol)(ni)@
@tobacco: SB's ~ is running out@|@nuttoqa-wtome (vai)@
@today@|@pemkiskahk (-il)(ni)@
@toe and feet: SB has furry ~s (animal)@|@piqosikosu (vai)@
@toe: pinky ~@|@kotqesitsis (ni dim)@
@toe: SB's ~@|@kotqesit (ni-d), wotqesit (ni-d)@
@toe: SB's big ~@|@kihci-kotqesit (ni-d), kci-'kotqesit (ni-d)@
@toe: SB's little ~@|@kotqesitsis (ni dim)@
@toe: smelly ~@|@maskosit (-ol)(ni)@
@toes stink: SB's ~@|@maskosite (vai)@
@toes: SB's ~ stink@|@maskosite (vai)@
@together@|@maw- (pv), mawiw (pc)@
@together with@|@nsp- (pv), sp- (pv), wiciw (pc)@
@together: coming ~@|@mawiy- (pv)@
@together: put ST ~@|@mawe-punomon (vti)@
@together: SB comes ~@|@maqehe (vai), mawiye (vai)@
@together: ST comes ~@|@maqehe (vii), mawehe (vii), mawiye (vii)@
@together: they are positioned ~@|@mawopuwok (vai)@
@together: two ~@|@nisiw (pc)@
@together: very close ~@|@kcimki (kcimk-)(pv)@
@toilet@|@tuwiskut (-iyik)(na)@
@toilet bowl@|@tuwiskut (-iyik)(na)@
@told on SB: SB ~@|@kisakonimal (vta)@
@tomcod@|@punam (-ok)(na)@
@tommorrow@|@sepawonu (pc)@
@tomorrow: the day after ~@|@kotokisep (pc)@
@tongs@|@nimonikon (-ol)(ni)@
@tongue slips: SB ~@|@kespotunehe (vai)@
@tongue: SB's ~@|@wilol (ni-d)@
@tonight@|@wolakuk (pc)@
@too@|@sami ('sam-)(pv)@
@too dry: be ~ thus be brittle@|@samipahsu (vai), samipahte (vii)@
@too dry: be ~ thus be tough@|@samipahsu (vai), samipahte (vii)@
@too many@|@sami ('sam-)(pv)@
@too much@|@sami ('sam-)(pv), possa (pc)@
@too much to drink@|@kakawossomiyutolal (vta)@
@tool for determining if surface is level@|@kiyahqaputihikon (na)@
@toolbox@|@wehkewakoninut (-iyil)(ni)@
@tools@|@wehkewakon (-ol)(ni)@
@tooth: false ~@|@piluwapit (-ol)(ni)@
@tooth: knock SB's ~ out@|@monapitehtahal (vta)@
@tooth: SB wisdom ~@|@celapit (ni)@
@tooth: SB's ~@|@wipit (ni-d)@
@toothache: SB has a ~@|@wipitine (vai)@
@toothache: SB has a painful ~@|@pokehloqe (vai)@
@toothpick@|@kcihqapituhusut (ni)@
@top ST up: SB ~s (gasoline)@|@ankuhpehtun (vti)@
@top: on ~@|@tehsahqiw (pc)@
@top: on ~ of-@|@tehsahq- (pv)@
@top: ST is on ~@|@tehsaqte (vii)@
@topsoil@|@skitamq (-iyil)(ni)@
@torch@|@astuwaqosikon (-al)(ni), possaqhenomakon (-ol)(vii)@
@torch made of birchbark@|@topiqenikon (-ol)(ni)@
@torch: bark ~@|@wahsenomakon (-ol)(ni)@
@torn: SB is ~@|@olokinehe (vai)@
@torn: SB is tattered and ~@|@soqskicin (vai)@
@torn: ST is ~@|@olokinehe (vii)@
@torn: ST is tattered and ~@|@soqskicin (vii)@
@tortoise@|@cihkonaqc (na)@
@touch me not@|@apuckolotokkuwewossok (ni)@
@touch SB@|@samehlal (vta)@
@touch ST@|@samehtun (vti)@
@touch ST to see what ST feels like@|@t-oqetonomon (vti)@
@touching@|@kcimki (kcimk-)(pv), sic- (pv)@
@touch-me-not@|@peskotehsok (-il)(ni)@
@tough@|@sakol- (pv/pn)@
@tough: be too dry thus be ~@|@samipahsu (vai), samipahte (vii)@
@tough: SB has ~ or hard skin@|@sakolotekone (vai)@
@tow boat@|@nihkanuloq (ni)@
@toward@|@oloq- (pv), oloqiw (pc)@
@toward here@|@ckuwi (ckuw- ckuh-)(pv)@
@towel: face ~@|@kahsikuhusut (ni)@
@tower: lookout ~@|@aput (ni)@
@town@|@uten (-iyil)(ni)@
@toy@|@layyektakon (ni)@
@toy: small ~@|@layyektakonossis (ni dim)@
@trace: SB ~s roots from@|@tapeksu (vai)@
@trachea: SB’s ~@|@putuwakon (ni-d)@
@track in: SB ~s@|@ksiyaptu (vai)@
@track SB@|@pomaphal (vta)@
@track SB around: SB ~s@|@iyalaphal (vta), yalaptahsu (vai)@
@track SB in that direction@|@t-oloqaphal (vta)@
@track SB many times@|@sawiyaphal (vta)@
@track SB on high ground@|@tehsahqaphal (vta)@
@track SB out@|@nutiyaphal (vta)@
@track SB: begin to ~@|@maciyaphal (vta)@
@track: be heard ~ ing SB@|@motiyaphal (vta)@
@track: begin to ~ SB@|@maciyaphal (vta)@
@track: come to SB's ~s@|@mihqaphal (vta)@
@track: SB ~s (hunting/pursuing)@|@pomaptahsu (vai)@
@track: SB ~s SB around@|@yalaptahsu (vai)@
@track: SB ~s someone around@|@yalaptahsu (vai)@
@track: SB goes around leaving ~s@|@yalaptu (vai)@
@track: SB goes away leaving ~s behind@|@olomaptu (vai)@
@track: SB leaves ~s behind@|@taptu (vai)@
@track: SB leaves bloody ~s@|@pokahkonaptu (vai)@
@tracking: SB is ~@|@tolaptahsu (vai)@
@tracks: miss SB's ~@|@polaphal (vta)@
@tracks: SB goes along leaving ~@|@pomaptu (vai)@
@tracks: SB loses SB ~@|@koskayaphal (vta)@
@tradition: ST is done according to ~@|@olonuwehtasu (vii), skicinuwehtasu (vii)@
@tradition: ST is made according to ~@|@olonuwihtasu (vii)@
@tradition: ST is made according to Native ~@|@skicinuwihtasu (vii)@
@tragic: it's ~@|@psahkeyuwiw (vii)@
@tragic: ST is ~@|@msahkeyuwiw (vii)@
@train@|@kas (ni)@
@train fireman (firebox tender)@|@nuttutuwet (na)@
@train)administered: ST is ~@|@qaskuwiw (vii)@
@tramp: SB ~s through deep snow@|@yalalikonike (vai)@
@tramped: SB is ~ down@|@sakolahkepolasu (vai)@
@tramped: ST is ~ down@|@sakolahkepolasu (vii)@
@trample ST@|@uskihkipolomon (vti)@
@trample ST causing ST to burst@|@paskocokopolihkomon (vti)@
@trample ST: SB ~s@|@askihkipolomon (vti)@
@trample STresilient@|@-opolike- (v rt)@
@transform SB@|@qolopehlal (vta)@
@transform: SB ~s self@|@qolopehlosu (vai)@
@transform: SB ~s ST@|@acehtun (vti)@
@transform: ST ~s@|@qolopitpot (vii)@
@translate for SB@|@napoluhmuwal (vta)@
@translate for SB: SB ~s@|@koluluwewal (vta)@
@translate: SB ~s@|@ankuwacomu (vai)@
@transport SB at night@|@nipaphal (vta)@
@trap: booby ~@|@lapektuwakon (ni)@
@trapper@|@nuci-punawet (na)@
@trappers@|@nuci-punawecik (na-pl)@
@traps: SB is back from having checked ~@|@apsoqe (vai)@
@traps: SB is checking ~@|@tolsoqe (vai)@
@traps: SB sets ~@|@punawe (vai)@
@trash@|@sukayewotikon (-ol)(ni)@
@travel: SB ~s by day@|@spotehe (vai)@
@tread is worn (tire/shoe)@|@mehtapitehe (vai)@
@tread: SB has good ~ (tire/shoe)@|@wolapitehe (vai)@
@treat SB as special@|@motehsankalal (vta)@
@treat SB cruelly@|@mekahal (vta)@
@treat SB differently: SB ~s@|@cepeyuwal (vta), cocepeyuwal (vta)@
@treat SB disrespectfully@|@nutayuwal (vta)@
