@Esperanto@|@English@
@ŝanceliĝanta@|@hesitant@
@ŝanceliĝema@|@indecisive@
@ŝanceliĝemo@|@irresolution, indecision@
@ŝanceliĝi@|@hesitate, waver@
@ŝanco@|@luck, chance@
@sandalo@|@sandal@
@sandviĉo@|@sandwich@
@saneco@|@health@
@sanga@|@bloody@
@sangadulto@|@adultery@
@sangalfluo@|@rush, congestion@
@sangavida@|@bloodthirsty@
@sangellasi@|@bleed@
@sangellaso@|@blood-letting, bleeding@
@ŝanĝi@|@change@
@sangi@|@bleed@
@ŝanĝi@|@turn(3)@
@ŝanĝiĝi@|@change@
@ŝanĝiĝo@|@alteration, conversion, transformation(2), change@
@ŝanĝmono@|@change(2)@
@ŝanĝo@|@alteration, transformation(2), conversion, change@
@sango@|@blood@
@sangokovrita@|@covered with blood, blood-stained@
@sangomakulita@|@covered with blood, blood-stained@
@sangomanka@|@anĉmic@
@sangopremo@|@blood pressure@
@sangoruĝa@|@blood red, blood-red@
@sangoverþo@|@bloodshed@
@Þanhajo@|@Shanghai@
@sani@|@be well@
@saniga@|@healing, healthy@
@saniĝi@|@return to health@
@sanigi@|@cure@
@saniĝi@|@get well@
@sanigi@|@remedy, heal@
@sankciado@|@sanction@
@sankcii@|@sanction@
@sankcio@|@sanction@
@sankorpa@|@able-bodied@
@sankta@|@holy, sacred@
@Sankta Ĵaŭdo@|@Maundy Thursday@
@Sankta Nikolao@|@Saint Nicholas, St. Nicholas@
@Sankta Vendredo@|@Good Friday@
@sankteco@|@holiness@
@sanktejo@|@shrine@
@sanktiga@|@sanctifying@
@sanktigi@|@sanctify@
@sanktoleado@|@adm.of the last sacraments@
@sanktolei@|@administer the last sacrament@
@Sanktulara Festo@|@All Hallows, All Saints' Day@
@sanktulino@|@saint@
@sanktulo@|@saint@
@Sanmarino@|@San Marino@
@sano@|@health@
@sanskrito@|@Sanskrit@
@sanstato@|@state of health@
@sanulo@|@healthy person@
@sapei@|@sap, undermine@
@sapo@|@soap@
@sapumi@|@soap@
@sardelo@|@sardine@
@sardinia@|@Sardinian@
@Sardinio@|@Sardinia@
@sardino@|@sardine@
@Sardio@|@Sardinia@
@sardo@|@Sardinian@
@ŝarĝanta@|@carrying, loaded with@
@ŝarĝaŭto@|@lorry, truck@
@ŝarĝbiciklo@|@carrier cycle, carrier tricycle@
@ŝargi@|@charge@
@ŝarĝi@|@burden@
@ŝargi@|@load@
@ŝarĝi@|@load@
@ŝarĝo@|@load, burden, charge@
@sarkasma@|@sarcastic@
@sarkasmo@|@sarcasm@
@sarki@|@weed out, weed@
@sarkilo@|@hoe@
@sarkindaĵo@|@garbage, refuse(2), rubbish(2), waste@
@ŝarko@|@shark@
@Sarlando@|@Saarland@
@sarongo@|@sarong@
@sata@|@satisfied, full, replete@
@satana@|@Satanic@
@Satano@|@Satan, Lucifer@
@ŝatateco@|@esteem, respect, regard@
@sateco@|@satiety@
@ŝategi@|@love, be fond of@
@satelito@|@satellite@
@sateno@|@satin@
@sati@|@be full, have enough@
@ŝati@|@appreciate, like@
@satiga@|@filling@
@satigi@|@fill, satiate@
@ŝatinda@|@likeable@
@satira poemo@|@satire@
@ŝatokupo@|@hobby@
@saturi@|@saturate@
@Saturnalio@|@Saturnalia@
@Saturno@|@Saturn@
@saŭco@|@sauce, gravy@
@saŭdado@|@pensiveness, nostalgia@
@Saudiarabio@|@Saudi Arabia@
@ŝaŭma@|@effervescent, sparkling@
@ŝaŭmi@|@foam, froth@
@ŝaŭmo@|@foam, froth@
@saŭno@|@sauna@
@savanto@|@saviour@
@savarmeo@|@Salvation Army@
@Savarmeo@|@Salvation Army@
@savboato@|@life-boat@
@savebla@|@salvageable, saveable@
@savi@|@rescue, save, keep@
@saviĝi@|@be preserved, be saved@
@Savinto@|@Saviour@
@savmono@|@salvage money, salvage@
@savo@|@salvation, recovery, salvage@
@savzono@|@safety-belt, lifebelt@
@sbiro@|@pig, cop@
@scenaro@|@script@
@scenejo@|@stage@
@sceno@|@scene@
@sciado@|@knowledge@
@sciavida@|@inquisitive@
@sciavido@|@curiosity@
@scienca@|@scientific@
@sciencisto@|@scientist@
@scienco@|@science@
@scienculo@|@scholar@
@scii@|@know how, know@
@sciiĝi@|@hear, learn of@
@sciigi@|@let know@
@sciiĝi@|@find out@
@sciigi@|@inform@
@sciigo@|@report, notice, message, communication@
@sciinda@|@worth knowing@
@scio@|@knowledge@
@scipovi@|@know how@
@sciuro@|@squirrel@
@scivola@|@inquisitive, curious@
@scivole@|@inquisitively@
@scivolema@|@inquisitive@
@scivoleme@|@inquisitively@
@scivolemo@|@curiosity@
@scivoli@|@want to know, wonder@
@scivolo@|@curiosity@
@se@|@if, provided that@
@sebo@|@tallow, suet@
@secesio@|@separation, breakaway, secession@
@sed@|@but@
@ŝedo@|@shed(2), penthouse@
@segi@|@saw@
@segilo@|@saw@
@seĝo@|@chair@
@segregacio@|@apartheid@
@ŝejko@|@sheikh@
@seka@|@dry@
@sekalo@|@rye@
@sekcado@|@autopsy@
@sekci@|@dissect@
@sekciestro@|@head of department@
@sekcio@|@section@
@sekeco@|@dryness@
@ŝekelo@|@shekel@
@sekigi@|@dry@
@sekiĝi@|@dry@
@sekrecii@|@secrete@
@sekrecio@|@secretion@
@sekreta@|@secret@
@sekretariino@|@secretary@
@sekretario@|@secretary@
@sekreto@|@secret@
@seksa@|@sexual, generative@
@seksarda@|@in heat@
@seksardo@|@sexual desire, heat@
@seksilo@|@sex organ@
@sekskuniĝi@|@mate, have sexual intercourse@
@sekskuniĝo@|@copulation@
@sekso@|@sex@
@seksumi@|@have sex@
@seksumo@|@sex@
@sektisma@|@sectarian@
@sekto@|@sect@
@sektoro@|@sector@
@sekundo@|@second@
@sekura@|@secure, safe@
@sekureco@|@security, safety@
@sekurigi@|@secure, make safe@
@sekurkopii@|@backup@
@sekurkopio@|@backup@
@sekurzono@|@safety belt@
@sekva@|@next(2)@
@sekvanta@|@following, next(2)@
@sekvantaro@|@disciples, followers, following, supporters, party@
@sekve@|@so, subsequently, consequently, thus@
@sekve de tio@|@as a consequence, consequently@
@sekvi@|@follow@
@sekvigi@|@entail@
@sekvinta@|@next(2)@
@sekvo@|@consequence@
@sekvojo@|@sequoia@
@sekvonta@|@following, next@
@Selando@|@Zealand@
@ŝelkoj@|@suspenders, braces@
@selo@|@saddle@
@ŝelo@|@bark@
@ŝelo@|@shell, peel, husk@
@semaforo@|@semaphore, stop-light@
@semajnfino@|@week-end@
@semajno@|@week@
@semantiko@|@semantics@
@semi@|@sow@
@semida@|@Semitic@
@semido@|@Semite@
@semo@|@seed@
@sen@|@without@
@sen-@|@-less, un-@
@senafekteco@|@abandonment@
@senage@|@passively@
@senalkohola@|@non-alcoholic@
@senamika@|@friendless@
@senantaŭjuĝa@|@free of prejudice@
@senarbigi@|@deforest, clear@
@senarma@|@unarmed@
@senarmigi@|@disarm@
@senatenta@|@careless, negligent@
@senatenteco@|@carelessness, negligence@
@senbarba@|@beardless@
@senbezona@|@needless@
@senbrida@|@lawless, licentious, riotous@
@senbrua@|@noiseless@
@sencela@|@pointless, purposeless@
@sencerba@|@brainless@
@senceremonia@|@unceremonious@
@senĉesa@|@lasting, sustained, constant@
@senĉese@|@ceaselessly, all the time@
@senco@|@meaning, sense@
@sendaĵo@|@item of mail@
@sendanĝera@|@safe, harmless@
@sendanĝera pinglo@|@safety-pin@
@sendanĝereco@|@safety@
@sendanka@|@thankless, ungrateful@
@sendefenda@|@defenceless@
@sendenta@|@toothless@
@sendependa@|@independent@
@sendependeco@|@independence@
@sendevigi@|@exempt@
@sendi@|@transmit, send@
@sendia@|@godless@
@sendigna@|@undignified, without dignity@
@sendinto@|@sender@
@sendistinge@|@regardless, without distinction@
@sendito@|@envoy, ambassador, messenger, emissary@
@sendolora@|@painless@
@sendorma@|@sleepless@
@sendormeco@|@sleeplessness@
@sendrata@|@wireless@
@sendrogiĝi@|@get off drugs, kick it@
@sendube@|@no doubt, undoubtedly@
@senefika@|@ineffective, to no avail@
@senegala@|@unequalled@
@senegaliano@|@Senegalese@
@Senegalio@|@Senegal@
@Senegalo@|@Senegal@
@seneĥa@|@without any reaction@
@senenergia@|@listless@
@senerara@|@free of errors@
@senescepta@|@free of exceptions@
@senespera@|@abysmal, desperate@
@senespere@|@despairingly@
@senfadenigi@|@string(2)@
@senfama@|@obscure@
@senfara@|@idle@
@senfeligi@|@strip, skin, flay@
@senfina@|@everlasting@
@senfine@|@endlessly@
@senforta@|@feeble, powerless@
@senfrukta@|@fruitless; barren@
@senĝena@|@free and easy@
@senĝeneco@|@casualness, abandon, easiness@
@sengusta@|@tasteless@
@senhalta@|@continuous@
@senhalte@|@on end, at a stretch, for ... together@
@senhara@|@hairless@
@senhaŭtigi@|@skin@
@senhava@|@needy, miserable@
@senhaveco@|@indigence, need, destitution, distress, penury@
@senhavigi@|@deprive, deprive ... of@
@senhavulo@|@pauper, poor man@
@senhejma@|@homeless@
@senhejmulo@|@homeless person@
@senhelpa@|@helpless@
@senheredigi@|@disinherit@
@senhezite@|@without hesitation@
@senhoma@|@gaunt(3)@
@senhonorigi@|@dishonour@
@senhonta@|@shameless, abandoned@
@senhontaĵo@|@shamelessness, outrage@
@senhonte@|@with abandon, unashamedly@
@senigi@|@deprive, deprive ... of@
@senigi de@|@deprive of@
@seniluziigi@|@disappoint@
@seniluziigi@|@set straight@
@seniluziiĝi@|@become disillusioned@
@senimposta@|@duty-free, tax-free@
@senindulga@|@merciless@
@seninfana@|@childless@
@seninflua@|@without influence@
@senintenca@|@unintentional@
@senintence@|@by accidence@
@senintereza@|@interest-free@
@seninterrompa@|@continuous@
@seninterrompe@|@ceaselessly, on end, at a stretch@
@senjoro@|@feudal lord, squire, lord@
@senjunta@|@seamless@
@senkapa@|@headless@
@senkapigi@|@decapitate, behead@
@senkaŝa@|@unconcealed@
@senkaŭza@|@unfounded, groundless@
@senkolora@|@colourless@
@senkompato@|@harshness@
@senkondiĉa@|@unconditional@
@senkonscia@|@unconscious@
@senkonscienca@|@unprincipled, unscrupulous@
@senkonsciiĝi@|@lose consciousness@
@senkonsidera@|@ruthless, heedless@
@senkonsila@|@disconsolate@
@senkonsola@|@desolate@
@senkora@|@heartless@
@senkosta@|@free of charge, free@
@senkreditigi@|@discredit@
@senkremigi@|@cream, skim@
@senkreskaĵa@|@bleak(2)@
@senkritika@|@uncritical@
@senkulpa@|@guiltless, innocent@
@senkulpeco@|@innocence@
@senkulpigi@|@excuse@
@senkulpigi sin@|@apologise@
@senkultura@|@dreary@
@senkunkudra@|@seamless@
@senkuraĝa@|@disheartened@
@senlabora@|@unemployed@
@senlaboreco@|@unemployment@
@senlaborulo@|@unemployed person@
@senlaca@|@tireless@
@senlima@|@absolute@
@senluma@|@pitch-dark@
@senmakula@|@spotless@
@senmalica@|@inoffensive, guileless@
@senmanke@|@without fail@
@senmaska@|@unmasked@
@senmaskigi@|@unmask@
@senmona@|@broke, without money; non-monetary@
@senmora@|@immoral@
@senmorta@|@immortal@
@senmorterigi@|@chip, chip off@
@senmova@|@motionless@
@sennacia@|@anational@
@sennacieco@|@anationality@
@sennaciismo@|@anationalism@
@sennaciisto@|@anationalist@
@sennaciulo@|@anational@
@sennoma@|@nameless, anonymous@
@sennoma akcio@|@bearer share, share to bearer@
@sennombra@|@countless@
@sennomeco@|@anonymity@
@senodorigi@|@deodorise@
@senofica@|@private@
@ŝenoprazo@|@chive@
@senpaga@|@free@
@senpage@|@free, gratis, for nothing@
@senpaneigi@|@fix@
@senpartia@|@impartial@
@senpaŝa klavo@|@dead key@
@senpasie@|@dispassionately@
@senpatra@|@fatherless@
@senpena@|@effortless@
@senpensa@|@without any thought, unthinking@
@senpere@|@directly@
@senperspektiva@|@without any prospects@
@senpezeco@|@weightlessness@
@senpinta@|@blunt@
@senpintigi@|@top(2), truncate@
@senplana@|@unplanned@
@senplue@|@without compunctions, without further ado@
@senpolvigi@|@dust@
@senposedigi@|@deprive ... of, deprive@
@senpotencigi@|@remove from power@
@senpova@|@powerless@
@senpoveco@|@powerlessness, impotence@
@senprava@|@without justification@
@senprecedenca@|@unprecedented@
@senpretenda@|@unpretentious, unassuming@
@senpripensa@|@thoughtless@
@senproblema@|@free of problems@
@senprokraste@|@immediately, instantly, without delay, at once@
@senprotekta@|@unprotected@
@senpune@|@without penalty, unpunished@
@senradika@|@rootless@
@senrajta@|@without rights@
@senrevigi@|@disillusion@
@senrimeda@|@destitute, without means@
@senriproĉa@|@irreproachable@
@sensacia@|@lurid, sensational@
@sensacio@|@sensation@
@sensala@|@salt-free@
@sensala akvo@|@fresh water@
@sensama@|@sensuous, sensual@
@senŝanca@|@lucklessness@
@sensanga@|@bloodless@
@senŝarĝiĝo@|@unburdening, relief@
@senŝaŭmigi@|@skim@
@senŝeligi@|@peel, shell@
@senŝeligita rizo@|@husked rice@
@sensenca@|@absurd@
@sensencaĵo@|@nonsense@
@sensenceco@|@absurdity@
@sensentigita@|@numbed@
@sensignifa@|@insignificant, meaningless@
@senŝirma@|@bleak(2)@
@sensiva@|@sensitive@
@senskrupula@|@unscrupulous@
@senso@|@sense@
@sensorgan@|@sense@
@sensperta@|@inexperienced@
@senspira@|@breathless@
@senspiriga@|@breath-taking@
@senspure@|@without a trace@
@sensuka@|@spiritless, feeble@
@sensukcesa@|@unsuccessful@
@sensuprigi@|@top, truncate@
@sent@|@feel@
@sentabua@|@without taboos@
@sentakta@|@tactless@
@sentalenta@|@untalented@
@sentaŭga@|@good-for-nothing, useless@
@sentaŭgulo@|@good-for-nothing@
@sentebla@|@perceptible, palpable@
@sentema@|@sensitive@
@sentenco@|@proverb, maxim@
@Senŝeleno@|@Saint Helena@
@senti@|@sense, feel@
@senti naŭzon@|@be nauseated@
@senti sin@|@feel@
@sentima@|@courageous, bold, fearless@
@sentimenta@|@sentimental@
@sentimento@|@sentiment@
@sentiva@|@sensitive@
@sento@|@sensation, feeling@
@sentumo@|@sense@
@senutila@|@abortive, useless@
@senvalora@|@worthless@
@senvaloraĵo@|@trash, something worthless@
@senventeco@|@windlessness@
@senverva@|@stodgy, dull, lifeless@
@senvestigi@|@undress@
@senvestiĝi@|@strip, undress(2)@
@senviva@|@lifeless@
@senvorte@|@without a word@
@senvualigi@|@unveil@
@senzorga@|@careless; carefree@
@senzorgeco@|@carlessness;freedom from care@
@sep@|@seven@
@sepa@|@seventh@
@sepdek@|@seventy@
@sepia@|@sepia@
@sepiaĵo@|@sepia@
@sepio@|@sepia@
@sepono@|@seventh@
@sepsa@|@septic, infected@
@septembro@|@September@
@septo@|@septum; partition@
@sepultentreprenisto@|@undertaker, mortician@
@sepulti@|@dispose of the dead@
@serba@|@Serb@
@Serbio@|@Serbia@
@serbo@|@Serb@
@serĉado@|@quest, search@
@ŝercaĵo@|@gag, joke@
@ŝercema@|@playful, jocular@
@ŝerci@|@jest@
@serĉi@|@look for@
@serĉi@|@seek@
@ŝerci@|@joke@
@serĉilo@|@search engine@
@ŝerco@|@joke, gag@
@ŝerculo@|@jokester@
@serena@|@untroubled, serene@
@serenado@|@serenade@
@serĝento@|@sergeant@
@seria@|@serial@
@ŝerifo@|@sheriff@
@serio@|@set, series@
@serioza@|@serious, staid, earnest@
@sero@|@serum@
@serpento@|@snake, serpent@
@serpentumi@|@twist, wind around, meander@
@serpo@|@sickle@
@serumo@|@serum@
@seruristo@|@locksmith@
@seruro@|@lock@
@serva mono@|@service charge, house charge@
@servado@|@attendance, service, waiting@
@servi@|@serve@
@servico@|@crockery set@
@servilo@|@server@
@serviri@|@serve@
@servistino@|@servant, maid@
@servisto@|@servant, boy@
@servo@|@service@
@servodaŭro@|@seniority@
@servopreta@|@obliging, ready, willing@
@servuto@|@serfdom, servitude@
@servutulo@|@serf@
@ses@|@six@
@sesa@|@sixth@
@sesangulo@|@hexagon@
@sesdek@|@sixty@
@sesdeka@|@sixtieth@
@Seŝeloj@|@Seychelles@
@sesio@|@session@
@sesono@|@sixth@
@setlejo@|@settlement@
@setli@|@settle@
@Seto@|@Seth@
@Seulo@|@Seoul@
@severa@|@strict, severe@
@sezono@|@season@
@sfero@|@sphere, ball@
@ŝi@|@her, she@
@si@|@himself, herself, theirself, itself@
@ŝia@|@her@
@sia@|@their, his, her, its@
@siama@|@Siamese@
@Siamo@|@Thailand, Siam@
@sibarito@|@sybarite@
@siberia@|@Siberian@
@siberiano@|@Siberian@
@Siberio@|@Siberia@
@sibli@|@hiss@
@Sibrandaboro@|@Sijbrandaburen, Sybrandabuorren@
@sicilia@|@Sicilian@
@sicilianino@|@Sicilian woman@
@siciliano@|@Sicilian@
@Sicilio@|@Sicily@
@sidejo@|@seat@
@sidi@|@sit@
@sidi bone@|@fit(2)@
@sidi ĉetable@|@sit at table@
@sidiĝi@|@sit down@
@sidigi@|@seat@
@sidloko@|@place to sit, seat@
@sidvango@|@buttock@
@sieĝanto@|@besieger@
@sieĝi@|@besiege@
@sieĝo@|@siege@
@Sieraleono@|@Sierra Leone@
@sifiliso@|@syphilis@
@sifono@|@siphon@
@sigeli@|@seal@
@sigelilo@|@seal@
@sigelo@|@seal@
@siglo@|@acronym@
@signali@|@signal@
@signalo@|@signal, mark, token, sign@
@signaro@|@character set@
@signi@|@point out, indicate, show@
@signifi@|@imply, signify, mean@
@signifo@|@meaning@
@signifoplena@|@significant@
@signo@|@signal, token, sign, mark, character@
@signostango@|@beacon@
@signovico@|@string@
@siĥo@|@Sikh@
@ŝika@|@chic@
@sikho@|@Sikh@
@silabo@|@syllable@
@ŝildo@|@sign-board, shield@
@silenta@|@silent@
@silente@|@silently@
@silentema@|@taciturn@
@silenti@|@be quiet@
@silento@|@silence@
@Silezio@|@Silesia@
@silicio@|@silicon@
@siliko@|@gravel, flint@
@ŝilingo@|@shilling@
@silko@|@silk@
@silueto@|@silhouette, outline@
@Silurio@|@Silurian@
@Siluro@|@Silurian@
@silvestro@|@New Year's Eve@
@silvio@|@hedge-sparrow@
@ŝima@|@mouldy@
@ŝima odoro@|@mouldy smell@
@simboli@|@symbolise@
@simbolo@|@symbol@
@simetria@|@symmetric@
@simetrio@|@symmetry@
@simfonia@|@symphonic@
@simfonio@|@symphony@
@ŝimi@|@get mouldy@
@simieca@|@monkey-like, apish, ape-like@
@ŝimiĝi@|@get mouldy@
@simila@|@alike, similar, like@
@similaĵo@|@picture, image, portrait@
@simileco@|@resemblance, similarity@
@simili@|@resemble@
@simio@|@monkey, ape@
@ŝimo@|@mold, mould@
@simpatia@|@sympathetic@
@simpatio@|@sympathy@
@simpla@|@straightforward, simple@
@simpligi@|@simplify@
@simptomo@|@symptom@
@simuli@|@simulate@
@simulilo@|@simulator@
@ŝin@|@her@
@sinagogo@|@synagogue@
@sinapa semo@|@mustard seed@
@sincera@|@sincere, above-board@
@sincereco@|@sincerity@
@sincero@|@sincerity@
@sindefendo@|@self-defence@
@sindeteni@|@abstain@
@sindeteno@|@abstinence, abstention@
@sindevigo@|@commitment@
@sindikatismo@|@trade-unionism; syndicalism@
@sindikato@|@syndicate, trade-union, labour-union@
@sindiko@|@trustee, receiver, syndic@
@ŝindo@|@shingle@
@sindona@|@devoted, selfless@
@sindone@|@devotedly, selflessly@
@sindoneco@|@attachment@
@sindonema@|@devoted, selfless@
@sindonemo@|@devotion, attachment@
@sindono@|@attachment@
@singapura@|@Singaporean@
@singapurano@|@Singaporean@
@Singapuro@|@Singapore@
@singarda@|@cautious, careful@
@singarde@|@lightly, carefully, gently@
@singardeco@|@caution@
@singardema@|@cautious, careful@
@singardemo@|@generalship, prudence, discretion@
@singardi@|@be careful, take care@
@singardo@|@caution@
@sinĝena@|@shy, self-conscious, abashed@
@sinĝenema@|@shy@
@sinĝeno@|@bashfulness, timidity, shyness@
@singulti@|@hiccup, hiccough@
@singulto@|@hiccup, hiccough@
@sinhalo@|@Singhalese, Sinhalese@
@sinhumiligo@|@abasement@
@sinjorino@|@lady; madam, Mrs.@
@sinjoro@|@sir, Mr., lord; Mister, gentleman@
@sinki@|@sink(2)@
@sinkigi@|@sink@
@ŝinko@|@ham@
@sinkrona@|@synchronous@
@sinmortigo@|@suicide@
@sino@|@bosom@
@sinofero@|@abnegation@
@sinrega@|@self-possessed, composed, restrained@
@sinretenema@|@detached@
@sinsekve@|@consecutively@
@sinsekvigi@|@link up, link together@
@sinsekvo@|@order(2)@
@sintakso@|@syntax@
@sinteno@|@attitude@
@ŝintoismo@|@Shintoism@
@sintonizi@|@tune@
@sintrompo@|@self-deception@
@sinui@|@weave, meander, snake@
@ŝipanaro@|@crew@
@ŝipano@|@crew member@
@ŝiparo@|@fleet@
@ŝipe@|@by ship@
@ŝipestro@|@captain@
@ŝipfarejo@|@shipyard@
@ŝipo@|@vessel, ship@
@ŝippereo@|@shipwreck@
@ŝipripo@|@frame(2), timber@
@ŝiprompi@|@be shipwrecked@
@ŝipsava kompanio@|@salvage company@
@ŝipveturo@|@voyage by ship@
@ŝiraĵo@|@tear@
@ŝiri@|@rip, tear@
@siria@|@Syrian@
@siriano@|@Syrian@
@ŝiriĝinta@|@torn@
@siringo@|@lilac@
@Sirio@|@Syria@
@ŝirita@|@torn@
@ŝirmanto@|@protector@
@ŝirmejo@|@shelter@
@ŝirmi@|@shelter, protect@
@ŝirmi sin@|@take shelter@
@ŝirmi sin kontraŭ@|@protect from, ward off@
@ŝirmilo@|@shelter@
@ŝirmo@|@protection, shelter@
@ŝirmtegaĵo@|@dust-sheet, loose cover@
@siropo@|@syrup@
@sismo@|@earthquake@
@sistema@|@systematic@
@sistemo@|@system@
@sitelo@|@pail, bucket@
@situacio@|@situation@
@situi@|@be situated@
@situo@|@site@
@sizifa@|@Sisyphean@
@skabeno@|@alderman@
@skafaldo@|@scaffold@
@skafandro@|@wetsuit, diving-suit@
@skalo@|@scale@
@skandalo@|@commotion, scandal@
@skandi@|@scan@
@skandinava@|@Scandinavian@
@skandinavino@|@Scandinavian woman@
@Skandinavio@|@Scandinavia@
@skandinavo@|@Scandinavian@
@skandio@|@scandium@
@skanilo@|@scanner@
@skapolo@|@shoulderblade@
@skarabo@|@beetle@
@skarlatino@|@scarlet fever@
@skarpo@|@scarf; arm-sling@
@skatoleto@|@box@
@skatolmalfermilo@|@tin-opener, can opener@
@skatolo@|@box@
@Skeldo@|@Scheldt@
@skeleto@|@skeleton@
@skemeco@|@schematism@
@skemo@|@model, pattern, scheme@
@skeptika@|@sceptical@
@skeptikulo@|@sceptic@
@skermi@|@fence@
@sketi@|@skate(2)@
@sketilo@|@skate(2)@
@skii@|@ski@
@skikuri@|@ski@
@Skilo@|@Scylla@
@skio@|@ski@
@skipo@|@shift@
@skismo@|@schism@
@skismulo@|@schismatic@
@skizi@|@plan, sketch@
@skizo@|@outline, design, sketch@
@sklavigi@|@enslave@
@sklavo@|@slave@
@sklerozo@|@sclerosis@
@skoldi@|@scold, reproach, rebuke, reprove@
@skolo@|@school@
@skolopendro@|@centipede@
@skoltismo@|@scouting movement, scouting@
@skolto@|@boy scout, scout@
@skombro@|@mackerel@
@skorbuto@|@scurvy@
@skorio@|@scoria, cinders, dross, clinker@
@skorpio@|@scorpion@
@skota@|@Scottish@
@skotino@|@Scotswoman@
@Skotio@|@Scotland@
@Skotlando@|@Scotland@
@skoto@|@Scotsman, Scot@
@skrapgumo@|@rubber@
@skrapi@|@scratch, scrape@
@skrapvundo@|@abrasion, scratch@
@skriba@|@written@
@skriba ordono@|@warrant, writ@
@skribado@|@writing@
@skribaĵo@|@writing@
@skribi@|@write@
@skribilo@|@writing implement@
@skribisto@|@clerk@
@skribmarko@|@cursor@
@skribmaþino@|@typewriter@
@skribo@|@writing, script@
@skriboplumo@|@pen@
@skribtablo@|@desk, writing-desk, writing desk@
@skrupula@|@scrupulous@
@skrupuleco@|@scrupulousness@
@skui@|@shock, shake@
@skuiĝi@|@shake@
@skulptaĵo@|@sculpture@
@skulpti@|@carve, sculpture@
@skulptilo@|@chisel@
@skulptisto@|@sculptor@
@skulpturo@|@sculpture@
@skurĝi@|@whip@
@skusorbilo@|@shock-absorber@
@skutilo@|@scooter@
@skvamo@|@scale@
@slava@|@Slavic@
@slavo@|@Slav@
@slavona@|@Slavonian@
@Slavonio@|@Slavonia@
@slavono@|@Slavonian@
@sledo@|@sledge, sleigh@
@Ŝlesvigo-Holþtejno@|@Schleswig-Holstein@
@ŝlimo@|@mud, slime@
@sliparo@|@file@
@slipo@|@filing card, slip@
@slojdo@|@handicrafts, crafts@
@ŝlosi@|@lock@
@ŝlosilo@|@key, wrench@
@ŝlosita@|@locked@
@slovaka@|@Slovak@
@slovakino@|@Slovak woman@
@Slovakio@|@Slovakia@
@slovako@|@Slovak@
@slovena@|@Slovenian@
@Slovenio@|@Slovenia@
@sloveno@|@Slovene, Slovenian@
@ŝmaci@|@smack@
@smeraldo@|@emerald@
@ŝminki@|@make up@
@ŝminki sin@|@put on make-up@
@ŝminko@|@make-up, make up@
