@Koine Greek@|@English@
@τάφος -ου -ὁ @|@a tomb, burial-place@
@τάχα @|@quickly, perhaps@
@ταχέως @|@soon, quickly, hastily@
@ταχινός -ή -όν @|@swift, quick@
@τάχιον @|@more swiftly@
@τάχιστα @|@most swiftly@
@τάχος -ους -τό @|@quickness, speed@
@ταχύ @|@quickly, speedily@
@ταχύς -εῖα -ύ @|@quick, swift@
@τέ @|@and, both@
@τεῖχος -ους -τό @|@a wall@
@τεκμήριον -ου -τό @|@a sign, certain proof@
@τεκνίον -ου -τό @|@a little child@
@τεκνογονέω @|@I bear children@
@τεκνογονία -ας -ἡ @|@child bearing@
@τέκνον -ου -τό @|@a child, descendent, inhabitant@
@τεκνοτροφέω @|@I bring up children@
@τέκτων -ονος -ὁ @|@a carpenter@
@τέλειος -α -ον @|@perfect, full-grown@
@τελειότης -τητος -ἡ @|@perfectness, perfection@
@τελειόω @|@I complete, accomplish, make perfect@
@τελείως @|@perfectly@
@τελείωσις -εως -ἡ @|@completion, fulfillment, perfection@
@τελειωτής -οῦ -ὁ @|@a perfecter, completer@
@τελεσφορέω @|@I bring to maturity@
@τελευτάω @|@I end, finish, die@
@τελευτή -ῆς -ἡ @|@end of life, death@
@τελέω @|@I end, accomplish, pay@
@τέλος -ους -τό @|@an end, purpose, tax@
@τελώνης -ου -ὁ @|@a collector of taxes@
@τελώνιον -ου -τό’ @|@a tax-collector’s office@
@τέρας -ατος -τό @|@a wonder, portent@
@Τέρτιος -ου -ὁ @|@Tertius@
@Τέρτυλλος -ου -ὁ @|@Tertullus@
@τεσσαράκοντα @|@forty@
@τεσσαρακονταετής -ές @|@forty years of age@
@τέσσαρες -τέσσαρα @|@four@
@τεσσαρεσκαιδέκατος -η -ον @|@fourteenth@
@τεταρταῖος -αία -αῖον @|@four days since@
@τέταρτος -η -ον @|@fourth@
@τετράγωνος -ον @|@square@
@τετράδιον -ου -τό @|@a group of four soldiers@
@τετρακισχίλιοι -αι -α @|@four thousand@
@τετρακόσιοι -αι -α @|@four hundred@
@τετράμηνος -ον @|@of four months@
@τετραπλοῦς -ῆ -οῦν @|@four-fold@
@τετράπους -ουν @|@four-footed@
@τετραρχέω @|@I rule over as a tetrarch@
@τετράρχης -ου -ὁ @|@a tetrarch@
@τεφρόω @|@I reduce to ashes@
@τέχνη -ης -ἡ @|@art, skill, trade@
@τεχνίτης -ου -ὁ @|@a craftsman, artisan@
@τήκω @|@I make liquid, melt@
@τηλαυγῶς @|@clearly, distinctly@
@τηλικοῦτος -αύτη -οῦτο @|@so great@
@τηρέω @|@I keep, guard, observe@
@τήρησις -εως -ἡ @|@a prison, observance@
@Τιβεριάς -άδος -ἡ @|@Tiberias@
@Τιβέριος -ου -ὁ @|@Tiberius@
@τίθημι @|@I put, place@
@τίκτω @|@I bear, bring forth, produce@
@τίλλω @|@I pluck, pluck off@
@Τιμαῖος -ου -ὁ @|@Timaeus@
@τιμάω @|@I value at a price, honor@
@τιμή -ῆς -ἡ @|@a price, honor@
@τίμιος -α -ον @|@of great price, precious, honored@
@τιμιότης -τητος -ἡ @|@preciousness, costliness@
@Τιμόθεος -ου -ὁ @|@Timothy@
@Τίμων -ωνος -ὁ @|@Timon@
@τιμωρέω @|@I punish@
@τιμωρία -ας -ἡ @|@punishment, penalty@
@τίνω @|@I pay@
@τις -τι @|@any one, some one@
@τίς -τί @|@who, which, what@
@τίτλος -ου -ὁ @|@a title, inscription@
@Τίτος -ου -ὁ @|@Titus@
@τοιγαροῦν @|@consequently, therefore@
@τοίνυν @|@indeed now, therefore@
@τοιόσδε -τοιάδε -τοιόνδε @|@of this kind, such@
@τοιοῦτος -τοιαύτη -τοιοῦτο @|@of such a kind, such@
@τοῖχος -ου -ὁ @|@a wall@
@τόκος -ου -ὁ @|@interest, usury@
@τολμάω @|@I dare, endure, am bold@
@τολμηρότερον @|@more boldly@
@τολμητής -οῦ -ὁ @|@a daring, presumptuous man@
@τομώτερος @|@sharper, keener@
@τόξον -ου -τό @|@a bow@
@τοπάζιον -ου -τό @|@topaz@
@τόπος -ου -ὁ @|@a place@
@τοσοῦτος -τοσαύτη -τοσοῦτο @|@so great@
@τότε @|@then@
@τοὐναντίον @|@on the contrary@
@τοὔνομα @|@by name@
@τράγος -ου -ὁ @|@a he-goat@
@τράπεζα -ης -ἡ @|@a table for food or business@
@τραπεζίτης -ου -ὁ -@|@a money-changer, banker@
@τραῦμα -ατος -τό @|@a wound@
@τραυματίζω @|@I wound@
@τραχηλίζω @|@I am laid bare, laid open@
@τράχηλος -ου -ὁ @|@the neck@
@τραχύς -εῖα -ύ @|@rough@
@Τραχωνῖτις -ιδος -ἡ @|@Trachonitis@
@τρεῖς -τρία @|@three@
@τρέμω @|@I tremble, am afraid@
@τρέφω @|@I feed, rear@
@τρέχω @|@I run, exercise myself@
@τριάκοντα -οἱ -αἱ -τά @|@thirty@
@τριακόσιοι -αι -α @|@three hundred@
@τρίβολος -ου -ὁ @|@a thistle@
@τρίβος -ου -ἡ @|@a worn path, beaten way@
@τριετία -ας -ἡ @|@a space of three years@
@τρίζω @|@I grate, gnash@
@τρίμηνος -ον @|@lasting three months@
@τρίς @|@three times@
@τρίστεγος -ον @|@having three stories, the third story@
@τρισχίλιοι -αι -α @|@three thousand@
@τρίτος -η -ον @|@third@
@τρίχινος -η -ον @|@made of hair@
@τρόμος -ου -ὁ @|@a trembling@
@τροπή -ῆς -ἡ @|@a turning@
@τρόπος -ου -ὁ @|@way, manner, character@
@τροποφορέω @|@I endure the ways of@
@τροφή -ῆς -ἡ @|@food, nourishment@
@Τρόφιμος -ου -ὁ @|@Trophimus@
@τροφός -οῦ -ἡ @|@a nurse@
@τροχιά -ᾶς -ἡ @|@the track of a wheel, a path@
@τροχός -οῦ -ὁ @|@a wheel, course@
@τρύβλιον -ου -τό @|@a platter@
@τρυγάω @|@I gather@
@τρυγών -όνος -ἡ @|@a turtle-dove@
@τρυμαλιά -ᾶς -ἡ @|@the eye of a needle@
@τρύπημα -ατος -τό @|@a hole, the eye of a needle@
@Τρύφαινα -ης -ἡ @|@Tryphaena@
@τρυφάω @|@I live a luxurious life@
@τρυφή -ῆς -ἡ @|@effeminate luxury@
@Τρυφῶσα -ης -ἡ @|@Tryphosa@
@Τρῳάς -άδος -ἡ @|@Troas@
@Τρωγύλλιον -ου -τό @|@Trogyllium@
@τρώγω @|@I eat@
@τυγχάνω @|@I obtain, I happen, perhaps@
@τυμπανίζω @|@I torture, break on the wheel@
@τύπος -ου -ὁ @|@a figure, model, type@
@τύπτω @|@I beat, strike, wound, inflict punishment@
@Τύραννος -ου -ὁ @|@Tyrannus@
@τυρβάζω @|@I agitate or disturb in mind@
@Τύριος -ου -ὁ -ἡ @|@an inhabitant of Tyre@
@Τύρος -ου -ἡ @|@Tyre@
@τυφλός -ή -όν @|@blind@
@τυφλόω @|@I make blind@
@τυφόω @|@I puff up, make haughty@
@τύφω @|@I raise smoke@
@τυφωνικός -ή -όν @|@violent, tempestuous@
@Τυχικός -ου -ὁ @|@Tychicus@
@ὑακίνθινος -ίνη -ινον @|@dark purple@
@ὑάκινθος -ου -ὁ @|@jacinth@
@ὑάλινος -η -ον @|@glassy, transparent@
@ὕαλος -ου -ἡ @|@glass@
@ὑβρίζω @|@I insult@
@ὕβρις -εως -ἡ @|@insult, damage, loss@
@ὑβριστής -οῦ -ὁ @|@an insolent, insulting man@
@ὑγιαίνω @|@I am well@
@ὑγιής -ές @|@sound, whole, wholesome@
@ὑγρός -ά -όν @|@moist, green, full of sap@
@ὑδρία -ας -ἡ @|@a water pot@
@ὑδροποτέω @|@I am a water drinker@
@ὑδρωπικός -ή -όν @|@afflicted with dropsy@
@ὕδωρ -ὕδατος -τό @|@water@
@ὑετός -οῦ -ὁ @|@rain@
@υἱοθεσία -ας -ἡ @|@adoption@
@υἱός -οῦ -ὁ @|@a son, descendent@
@ὕλη -ης -ἡ @|@wood, fuel@
@Ὑμέναιος -ου -ὁ @|@Hymenaeus@
@ὑμέτερος -α -ον @|@your@
@ὑμνέω @|@I sing, sing hymns to@
@ὕμνος -ου -ὁ @|@a hymn, sacred song@
@ὑπάγω @|@I go away, depart@
@ὑπακοή -ῆς -ἡ @|@obedience@
@ὑπακούω @|@I listen, obey@
@ὕπανδρος -ον @|@subject to a husband, married@
@ὑπαντάω @|@I meet@
@ὑπάντησις -εως -ἡ @|@a meeting@
@ὕπαρξις -εως -ἡ @|@goods, substance, property@
@ὑπάρχοντα @|@goods, property@
@ὑπάρχω @|@I am, exist, am in possession@
@ὑπείκω @|@I yield@
@ὑπεναντίος -α -ον @|@opposite to, adverse@
@ὑπέρ @|@in behalf of, above@
@ὑπεραίρω @|@I raise beyond, uplift@
@ὑπέρακμος -ον @|@past the bloom of youth@
@ὑπεράνω @|@far above@
@ὑπεραυξάνω @|@I increase exceedingly@
@ὑπερβαίνω @|@I transgress, go beyond@
@ὑπερβαλλόντως @|@beyond measure@
@ὑπερβάλλω @|@I surpass@
@ὑπερβολή -ῆς -ἡ @|@surpassing excellence, exceedingly@
@ὑπερεῖδον @|@I overlook@
@ὑπερέκεινα @|@beyond@
@ὑπερεκτείνω @|@I over-stretch@
@ὑπερεκχύνω @|@I pour out so that it overflows@
@ὑπερεντυγχάνω @|@I intercede for@
@ὑπερέχω @|@I excel, surpass@
@ὑπερηφανία -ας -ἡ @|@pride, arrogance@
@ὑπερήφανος -ον @|@proud, arrogant@
@ὑπερνικάω @|@I am more than conqueror@
@ὑπέρογκος -ον @|@immoderate, boastful@
@ὑπεροχή -ῆς -ἡ @|@superiority, excellence@
@ὑπερπερισσεύω @|@I abound exceedingly, overflow@
@ὑπερπερισσῶς @|@beyond measure@
@ὑπερπλεονάζω @|@I am exceedingly abundant@
@ὑπερυψόω @|@I highly exalt@
@ὑπερφρονέω @|@I have high notions@
@ὑπερῷον -ου -τό @|@an upper room@
@ὑπέχω @|@I submit to, undergo@
@ὑπήκοος -ον @|@listening to, obedient@
@ὑπηρετέω @|@I minister to, serve@
@ὑπηρέτης -ου -ὁ @|@a servant, an attendant@
@ὕπνος -ου -ὁ @|@sleep@
@ὑπό @|@by, under, about@
@ὑποβάλλω @|@I suborn, instruct privately@
@ὑπογραμμός -οῦ -ὁ -@|@a writing-copy, an example@
@ὑπόδειγμα -ατος -τό @|@a figure, copy, example@
@ὑποδείκνυμι @|@I show plainly, teach, warn@
@ὑποδέχομαι @|@I receive as a guest@
@ὑποδέω @|@I put on my feet@
@ὑπόδημα -ατος -τό @|@a sandal@
@ὑπόδικος -ον @|@answerable to@
@ὑποζύγιον -ου -τό @|@a beast of burden, an ass or mule@
@ὑποζώννυμι @|@I under-gird@
@ὑποκάτω @|@underneath@
@ὑποκρίνομαι @|@I act the part, pretend@
@ὑπόκρισις -εως -ἡ @|@hypocrisy, dissembling@
@ὑποκριτής -οῦ -ὁ @|@a hypocrite, dissembler@
@ὑπολαμβάνω @|@I take up, receive, answer, suppose, welcome@
@ὑπολείπω @|@I leave behind@
@ὑπολήνιον -ου -τό @|@a pit under the wine-press@
@ὑπολιμπάνω @|@I leave behind@
@ὑπομένω @|@I remain behind, endure@
@ὑπομιμνῄσκω @|@I remind, remember@
@ὑπόμνησις -εως -ἡ @|@remembrance@
@ὑπομονή -ῆς -ἡ @|@endurance, steadfastness@
@ὑπονοέω @|@I conjecture, suppose@
@ὑπόνοια -ας -ἡ @|@a supposition, suspicion@
@ὑποπλέω @|@I sail under@
@ὑποπνέω @|@I blow gently@
@ὑποπόδιον -ου -τό @|@a footstool@
@ὑπόστασις -εως -ἡ @|@assurance, substance, reality@
@ὑποστέλλω @|@I draw back, conceal@
@ὑποστολή -ῆς -ἡ @|@a shrinking, drawing back@
@ὑποστρέφω @|@I turn back, return@
@ὑποστρωννύω @|@I spread under@
@ὑποταγή -ῆς -ἡ @|@subjection, submission@
@ὑποτάσσω @|@I place under, subject to@
@ὑποτίθημι @|@I lay down, suggest to@
@ὑποτρέχω @|@I run under shelter of@
@ὑποτύπωσις -εως -ἡ @|@a pattern, example@
@ὑποφέρω @|@I endure, suffer@
@ὑποχωρέω @|@I withdraw, retire@
@ὑπωπιάζω @|@I bruise, worry, exhaust@
@ὗς -ὑός -ἡ @|@a hog, boar, or sow@
@ὕσσωπος -ου -ἡ @|@hyssop@
@ὑστερέω @|@I am lacking, fall short, suffer need@
@ὑστέρημα -ατος -τό @|@that which is lacking, poverty@
@ὑστέρησις -εως -ἡ @|@poverty, want@
@ὕστερον @|@lastly, afterward@
@ὕστερος -α -ον @|@later@
@ὑφαντός -ή -όν @|@woven@
@ὑψηλός -ή -όν @|@high, lofty@
@ὑψηλοφρονέω -@|@I am high-minded, proud@
@ὕψιστος -η -ον @|@highest, most high, the heights@
@ὕψος -ους -τό @|@height, heaven@
@ὑψόω @|@I lift up, exalt@
@ὕψωμα -ατος -τό @|@height, barrier, bulwark@
@φάγος -ου -ὁ @|@a glutton@
@φάγω @|@I eat@
@φαίνω @|@I shine, appear, seem@
@Φάλεκ -ὁ @|@Peleg@
@φανερός -ά -όν @|@apparent, clear, visible, manifest, clearly@
@φανερόω @|@I make clear, visible, or manifest@
@φανερῶς @|@clearly, openly@
@φανέρωσις -εως -ἡ @|@a manifestation@
@φανός -οῦ -ὁ @|@a torch, lantern@
@Φανουήλ -ὁ @|@Phanuel@
@φαντάζω @|@I cause to appear@
@φαντασία -ας -ἡ @|@show, display, pomp@
@φάντασμα -ατος -τό @|@an apparition, ghost, spirit@
@φάραγξ -αγγος -ἡ @|@a valley, ravine@
@Φαραώ -ὁ @|@Pharaoh@
@Φαρές -ὁ @|@Perez@
@Φαρισαῖος -ου -ὁ @|@a Pharisee@
@φαρμακεία -ας -ἡ @|@magic, sorcery, enchantment@
@φάρμακος -οῦ -ὁ @|@a magician, sorcerer@
@φάσις -εως -ἡ @|@report, tidings@
@φάσκω @|@I assert, affirm, profess@
@φάτνη -ης -ἡ @|@a manger, feeding-trough@
@φαῦλος -η -ον @|@worthless, wicked, base@
@φέγγος -ους -τό @|@brightness, light@
@φείδομαι @|@I spare, abstain@
@φειδομένως @|@sparingly@
@φελόνης -ου -ὁ @|@a mantle, cloak@
@φέρω @|@I carry, bear, bring, lead@
@φεύγω @|@I flee, escape, shun@
@Φῆλιξ -ικος -ὁ @|@Felix@
@φήμη -ης -ἡ @|@a report, fame@
@φημί @|@I say@
@Φῆστος -ου -ὁ @|@Festus@
@φθάνω @|@I anticipate, precede, arrive@
@φθαρτός -ή -όν @|@corruptible, perishable@
@φθέγγομαι @|@I speak aloud, utter@
@φθείρω @|@I corrupt, spoil, destroy@
@φθινοπωρινός -ή -όν @|@autumnal@
@φθόγγος -ου -ὁ @|@a sound@
@φθονέω @|@I envy@
@φθόνος -ου -ὁ @|@envy, a grudge@
@φθορά -ᾶς -ἡ @|@corruption, destruction, decay@
@φιάλη -ης -ἡ @|@a shallow and flat bowl@
@φιλάγαθος -ον @|@loving what is good@
@Φιλαδέλφεια -ας -ἡ @|@Philadelphia@
@φιλαδελφία -ας -ἡ @|@brotherly love@
@φιλάδελφος -ον @|@loving the brethren@
@φίλανδρος -ον ’ @|@loving one’s husband@
@φιλανθρωπία -ας -ἡ @|@love of mankind, benevolence@
@φιλανθρώπως @|@humanely, kindly@
@φιλαργυρία -ας -ἡ @|@love of money, avarice@
@φιλάργυρος -ον -@|@money-loving, avaricious@
@φίλαυτος -ον @|@selfish@
@φιλέω @|@I love, kiss@
@φιλήδονος -ον @|@pleasure-loving@
@φίλημα -ατος -τό @|@a kiss@
@Φιλήμων -ονος -ὁ @|@Philemon@
@Φίλητος -ου -ὁ @|@Philetus@
@φιλία -ας -ἡ @|@friendship@
@Φιλιππήσιος -ου -ὁ @|@a Philippian@
@Φίλιπποι -ων -οἱ @|@Philippi@
@Φίλιππος -ου -ὁ @|@Philip@
@φιλόθεος -ον @|@loving God@
@Φιλόλογος -ου -ὁ @|@Philologus@
@φιλονεικία -ας -ἡ @|@love of dispute, contention@
@φιλόνεικος -ον -@|@strife-loving, contentious@
@φιλοξενία -ας -ἡ @|@hospitality@
@φιλόξενος -ον @|@hospitable@
@φιλοπρωτεύω @|@I desire preeminence@
@φίλος -η -ον @|@friendly, a friend@
@φιλοσοφία -ας -ἡ @|@love of wisdom, philosophy@
@φιλόσοφος -ου -ὁ @|@a philosopher@
@φιλόστοργος -ον @|@tenderly loving@
@φιλότεκνος -ον ’ @|@loving one’s children@
@φιλοτιμέομαι @|@I desire very strongly@
@φιλοφρόνως @|@kindly@
@φιλόφρων -ον @|@friendly, kindly@
@φιμόω @|@I muzzle, silence@
@Φλέγων -οντος -ὁ @|@Phlegon@
@φλογίζω @|@I inflame, fire with passion@
@φλόξ -φλογός -ἡ @|@a flame@
@φλυαρέω @|@I gossip against@
@φλύαρος -ον @|@prating, talking foolishly@
@φοβερός -ά -όν @|@fearful, dreadful@
@φοβέομαι @|@I fear, am terrified@
@φόβητρον -ου -τό @|@a cause of terror@
@φόβος -ου -ὁ @|@fear, terror, reverence@
@Φοίβη -ης -ἡ @|@Phoebe@
@Φοινίκη -ης -ἡ @|@Phoenicia@
@φοίνιξ -ικός -ὁ @|@a palm tree, palm branch@
@Φοῖνιξ -ικός -ἡ @|@Phoenix@
@φονεύς -έως -ὁ @|@a murderer@
@φονεύω @|@I murder@
@φόνος -ου -ὁ @|@murder, slaughter@
