@English@|@Mam Todos Santos@
@whistle or howl produced by the wind@|@jitx'il@
@white@|@sak, saq, sjanin, xnu'l@
@white-nosed coati@|@tz'utz'@
@white corn@|@sqal@
@white dog@|@saq tx'yan@
@white earth@|@saq tx'otx'@
@white grub (gallina ciega)@|@xpok'na'tx@
@white grub (of June bugs or May beetles)@|@xpank'na'tx@
@white hair@|@sjuk@
@white haired lady@|@b'iky@
@white house@|@saq ja@
@white nun@|@saq b'ech@
@white oak@|@matx', saq k'ol@
@white pine@|@tzaj@
@white pine tree@|@tz'lantzaj@
@white sapote (a fruit)@|@jatzan@
@white sapote (fruit)@|@jatze@
@white sapote tree and its fruit@|@jatze'@
@white thorn tree@|@saq ch'i'x@
@white turnip@|@saq napxh@
@whiten or clean@|@saqsil, sjansil@
@whitened@|@ma saqax@
@whiteness@|@sqal, tsaqil@
@whiteness (of something)@|@saqil@
@whitewashing@|@txun tuj@
@whitish@|@sakxix@
@who@|@aj@
@who (out of a group)@|@alkyetzunju@
@Who (plural) came? (Alkyeqe 'who' with the plural marker qe - xhe 'they' - ul 'arrive here' or 'came here')@|@Alkyeqe xhe ul?@
@who all?@|@a'lkyechaq@
@Who are these (ones)?@|@Alkyeqe jlu?@
@who are we?@|@ti'n qxilena?@
@Who came? (Alkye 'who' - sul 'came' or 'arrived')@|@Alkye sul?@
@who does this belong to@|@ale@
@Who is it?@|@Al xjal?@
@Who is this man?@|@al xin lu?@
@Who is this woman?@|@Al xuj lu?@
@who knows@|@je'kyala, je'kyila, je'kyla, kuya@
@who knows (a saber sp)@|@saber@
@who knows what might have happened)@|@nti'wt@
@who knows where@|@ja'lx@
@Who knows?  A word used to indicate doubt or that an action is doubtful or uncertain@|@alkyelo @
@Who said?@|@a'lchi@
@Who says?@|@alchi@
@Who was it?@|@a'lpaqu'n, alu'n, alu'n?@
@Who will go to go to the fair?  Those people will go to the fair.@|@Alkyeqechaq che' ul tuj nim q'ij@
@who will it be?@|@a'lakyete@
@who?@|@al, a'l, al?, a'lkye@
@Who?@|@alkye, alkyejo, a'lpakye@
@whole@|@chwinqxix, junka, kyaqil, tjunkayil@
@whole (like 'the whole apple')@|@enter@
@whom or who or what (question word that can mean any of the foregoing)@|@al@
@whooping cough@|@jiq'@
@whose@|@aj@
@whose is it?@|@al e'@
@Whose is it?@|@al-e@
@Whose paper is this?@|@Alqe u'j la?  @
@whose?@|@alqe@
@why@|@tiqu'n, titzan@
@why (?)@|@teka, ti qu'n@
@why (he she or it) exist@|@titen@
@Why did Moses go up Mount Sinai?@|@Tiqu'n jax Moisés twi witz Sinaí?@
@Why did the angels come down to earth?@|@Tiqu'n e ku'tz anjel twitz tx'otx'?@
@Why don't you help us?@|@Tiqu'n minti'tl in qo tzaj tonina?@
@why then@|@titzan, titzen@
@why?@|@tu'n teqa@
@Why?@|@tqal@
@wicker@|@ch'e'mo'l, ch'i'mal@
@wicker plant@|@g'a'nchi'l@
@wide@|@la'n, lewej, matij twitz, nim toj, nim twitz, nimaqchaq@
@wide and shallow circular bowl used for washing (washbowl)@|@pulb'il@
@wide part of a river@|@b'ochaj@
@widow@|@viudjo@
@width of the surface of a woven work@|@twitz chemaj@
@width of the waist@|@tk'itz@
@wife@|@xu'jalab'aj, xu'jilb'aj, xu'l@
@wig@|@la'j xyan@
@wild@|@tx'u'j@
@wild amaranth (the greens are eaten like spinach in Guatemala and are highly nutritious)@|@xlaqtx'o'@
@wild amaranth (the greens are eaten like spinach in Guatemala and are highly nutritious), pigweed (a pseudonym for several types of wild amaranth)@|@lews@
@wild cabbage@|@kulxh, kyaqnapxh, kyeq napxh@
@wild dalia@|@tz'loj@
@wild edible herb@|@imo'ch@
@wild geranium@|@tz'ajtz'ab'@
@wild geranium that produces red flowers and whose leaves are round and soft and spongy@|@tqantx'yan@
@wild lettuce that grows about 50 centimeters or 20 inchs tall and has leaves similar to turnip leaves@|@ajpu@
@wild oatmeal@|@chuxhq'e'n@
@wild pigeon@|@chlikyin, xkawaste', xkawste'@
@wild pigeon with red feet@|@xkumbul@
@wild plant that grows in woods and is not edible@|@wixh chenaq'@
@wild plant with clover shaped leaves thick stems and purple flowers@|@xkutxul@
@will (kb' is an abreviated form of kub' the directional meaning 'down' which has synthesized with the second person singular marker 'he or she or it' and the -l is a potential marker)@|@kb'el@
@will already have (done this or that - otaq is a past perfect marker - otaq b'aj wa'n - He will have eaten)@|@otaq@
@will arrive there@|@pol@
@will be@|@k'okila@
@will be happy@|@tzalajal@
@will be used for@|@k'ajb'el@
@will be useful for@|@k'ajb'el@
@will bring@|@itzajal@
@will complete ('They are going to hit my daughter now because of her father' I am not sure on this)@|@kb'ajel@
@will consuming something (I will finish drinking the chocolate when I get back)@|@b'ajsa'n@
@will do@|@kb'ajel@
@will end@|@b'ajsa'n, kb'ajel@
@will finish@|@b'ajsa'n, kb'ajel@
@will go (Chi xel q'ib'aj eky' - The hens will be brought - because someone will go and do it)@|@xel@
@will go out@|@elal@
@will have time@|@amb'il@
@will have time (We don't know if we will have time for that)@|@aml@
@Will he still be? Will you still be?@|@axpe'tz ta'?@
@will help@|@k'onil@
@will it be@|@apa, ape'lo@
@Will it be me?@|@apaqina@
@Will it be them?@|@apaqa, ayela@
@will it be us?@|@apaqo'ya@
@Will it be us?@|@apaqo', apaqo'ye@
@Will it be you all?@|@apaqaya, ayepala'y@
@Will it still be?@|@axpe'tz ta'?@
@will not@|@mlay@
@will sleep@|@tal@
@will still be?@|@axpa ta'@
@will terminate@|@kb'ajel@
@will there be?@|@atilo, atpala, atpela@
@will use something up@|@b'ajsa'n@
@Will you be? (Will you be our sponsor?)@|@apaya@
@willingly@|@jongana@
@willow@|@aqman, b'aqman, k'ixhjaj@
@willow tree@|@chjaj@
@wilt@|@loqpaj@
@wilted (b'aqli means 'wilted plants' - b'aq- is a positional root)@|@b'aq-@
@wilted (like a plant)@|@uch-@
@wilted (plant)@|@uch'@
@wilted plants@|@b'aqli@
@win@|@kamb'an@
@wind@|@chq'iq', kyq'iq'@
@winder for thread or hemp@|@b'alb'il@
@windmill@|@cheb'il, yekb'il@
@window@|@kayb'ija, spiky'b'il@
@window washer (like a service station attendant)@|@sub'ilimet@
@windshield@|@sub'ila'@
@windy@|@chis@
@wing@|@tlipb'il, t-xiky', xiky'@
@winnings@|@kaneb'@
@winnow@|@xo'l, xtulil@
@winter@|@jb'alal@
@winter (Aj ttzaj jb'alil nintz xoq'l njaw tuj b'e In the winter a lot of mud is formed in the road)@|@jb'alil@
@winter squash@|@k'um@
@winter squash seed (probably pumpkin seed)@|@tb'aq' k'um@
@winter squash shaped like a small pumpkin@|@mukan@
@wipe off@|@su'n@
@wire@|@k'uxaq'b'il@
@wire whisk (for mixing or stirring things)@|@chukb'il@
@wisdom@|@nab'l, qchman@
@witch@|@aj matz', ajky'a@
@witch doctor@|@ajq'anil@
@witchdoctor@|@q'anil@
@with@|@k'itz, tuk'a, tuk'al, tuk'e, tuk'il, tuk'u, -uk'al, uky'il, u'n@
@with (instrument)@|@tu'n@
@with (when  the relational noun uk' is used as a commitative and is possessed by the third person singular he or she it has the meaning of 'he or she did it with')@|@tuk'@
@with all clearness@|@klarxix wen@
@with all your heart@|@tuk'e tkyaqil kyk'u'je@
@with all your mind@|@tuk'e tkyaqil kynab'ile@
@with all your strength@|@tuk'il tkyaqil kyipune@
@with great clarity@|@klarxix wen@
@with him@|@tuk'il@
@with him (q'a is the classifier for a young man)@|@tuk'alq'a@
@with him or her@|@tuk'e@
@with me@|@nk'itze, wuk'ile@
@with someone@|@uk'le'n@
@with them@|@kyuk'a, kyuk'e@
@with us (exclusive)@|@quk'ile@
@with us (inclusive)@|@quk'e@
@with what?@|@al qu'n@
@with whom@|@uk'al@
@with whom?@|@al quk'il, al uk'al@
@With whom?@|@a'lquk'al, aluk'al@
@with you@|@tuk'ila@
@with you all@|@kyuk'ile@
@within five daysl@|@ob'x@
@within four days@|@jkoj, koj, kyajxe@
@within three days@|@oxj@
@within three years@|@oxab'@
@within two weeks@|@kyajloj@
@within two years@|@kab'ab, kb'ab', kob'ab'@
@without an owner@|@b'etloj@
@without appetite@|@ajamna@
@without feeling@|@juna'wix@
@without their having washed it@|@mixti'xte jaw kytx'ajo'n tuj@
@withstand@|@apa-@
@wolf@|@xo'j@
@woman@|@qija, qya, txu'il, xuj, xu'j, xu'jil@
@woman's lover@|@paj@
@woman's step-child@|@alb'il@
@woman in abstinence after giving birth (I am not going to work because I have a woman who has recently given birth)@|@chujan@
@woman that has recently given birth (For one week women who have recently given birth are bathed in the sweat lodge)@|@ik'chuj@
@womb@|@alb'il, talb'il@
@women@|@che' xu'j, qaxu'j@
@wonder@|@ti'lo@
@wonder who@|@a'lakye@
@wonder who this belongs to@|@a'la ete@
@wonder whose this is@|@a'la ete@
@wonder why (Nche' qitx'ibti tz'lan ja te qoniky'an tiqu'nlo - I wonder why wooden houses creak in the night)@|@tiqu'nlo@
@wood@|@si', tze'@
@wood (especially long thin strips of wood)@|@tze'@
@wood chips@|@b'u'ch@
@wood house with a grass roof and walls of sticks that are used to house domesticated animals like sheep@|@pach@
@wood shavings@|@xpe'lb'an@
@wood that is burned for something specific@|@tsil@
@wood that is placed as a ceiling of a house and where items can be stored@|@twi'ja@
@wood vise@|@b'etz'b'il, yiq'ob'il@
@woodcutter@|@si'wil@
@wooden back pack (called a cacaxte in Guatemala)@|@ko'k@
@wooden float (for smoothing mud or wet cement etc)@|@b'uk'b'il tx'otx'@
@wooden post@|@oqtz@
@wooden spoon@|@pak'@
@woodland@|@k'ul@
@woodlouse (rolly-polly bug)@|@pach'@
@woodpecker@|@b'et, kma'ch, kole'ch, kule'ch, tz'eky@
@woodpecker (pajaro carpintero)@|@kule'ch@
@woods@|@chik'ul@
@wool@|@tsmal rit@
@word@|@yol@
@word of God@|@tyol Dios@
@word that is used to ask which object out of a group of objects is involved this word is always used at the beginning of a sentence@|@alkyetzan@
@word that is used to designate and identify people or animals or things@|@tb'i@
@word that is used to indicate that (or ask whether) something is really true@|@twitzxix@
@word used to ask the identity of someone who has done something@|@alkyejo@
@Word used to ask who did something@|@alkyejo@
@word used to classify all fruits that will be consumed as food it is placed before the noun it classifies and it is obligatory@|@lo'b'aj@
@word used to indicate that it is impossible to do something@|@mlayx@
@word used when speaking to or about a small child (Tal mox k'wal 'this child')@|@mox@
@words@|@qe yol@
@wore it out@|@ma' b'aj tsiji'yan@
@work@|@aq'a, aq'n-, aq'na-, aq'un, aq'unt, b'inchb'en, ma aq'unan, tb'ichb'en@
@work (as a noun)@|@aq'untl@
@work bench (for a carpenter or mechanic etc)@|@q'a'j@
@work bench (for mechanics or carpenters etc)@|@q'uqb'il@
@work crew@|@aq'unal@
@work it (Work our land if you want to eat)@|@aq'nantza@
@work land badly@|@tuch'@
@work land without seeding afterward so it can oxygenate and enrich itself@|@q'u'l@
@work places@|@temb'il aq'untli@
@Work that has been performed that when a particular characteristic is seen it possible to conclude immediately who did the work.@|@aq'unb'en@
@work the ground forming beds to plant a crop@|@b'otz'il@
@worked@|@aq'namaj, aq'na'nmaj, aq'unan, aq'unb'en@
@worked (The land is worked by us)@|@aq'na'n@
@worked place@|@aq'anb'en@
@worker@|@aq'anál, aq'nal, aq'unal, majan@
@working@|@aq'nan@
@working in the school@|@aq'untl toj tja skwel@
@workplace@|@aq'unab'il, aq'unb'il@
@world@|@munda, q'ijlal, twitz q'ijlal@
@worm@|@xhchuq', xhuq', xton@
@worn@|@b'ajle'n@
@worn out@|@b'ajle'n, numj, yupj@
@worry@|@yaj@
@worse (peor sp)@|@pyor@
@worship@|@nab'il@
@would have@|@mawtlo@
@would have (Ma recent past tense marker with -wla which negates the action in other words the action would have taken place in the past but was not carried out)@|@mawla@
@would have been@|@o'wt@
@would not have (I would not have made the Maya rite as it was)@|@miwt@
@would you like@|@taja@
@Would you like to keep this publication?@|@Taja tu'n tkyaj ti'na u'j lu?@
@Would you say? (or literally - Can away you say maybe?)@|@Jaku txi tq'ama'na qa?@
@wound@|@ixhij, ixhjen, kab'-, kab'le'n, kíxb'el, k'ixb'il, ky'ixb'en@
@wound of any kind in a person or an animal@|@axhil@
@wound or bruise or bump received from getting hit or wounded in some part of the body@|@k'ixb'len@
@wound that provokes pain (nk'ix'koje it hurts me or is painful to me)@|@k'ixk'oj@
@wounded@|@ky'ixb'en@
@wove it (made a woven work)@|@ma b'aj tchmo'n@
@woven belt of a feminine outfit@|@si'pj@
@woven belt used by Mam women to braid hair@|@si'pj@
@woven belt with which a Mayan woman's skirt is tied (the colors of this belt are dependent upon in which municipality she lives)@|@pasj@
@woven cloth used to wrap tortillas or tamalitos@|@su't@
@woven work@|@chemaj@
@wow (an expression that means to say it would have been better if something had not been done)@|@b'a'npelo@
@wrap@|@k'alol, pasil, suk@
@wrapped up and placed somewhere (this is a positional root that when said with a short 'o' means 'wrapped up and placed somewhere')@|@b'otz'-@
@wrapping (They wrap meat in a waxy paper)@|@potzb'il@
@wrath@|@k'oy@
@wretched (Today we are going to give that wretch his just desserts)@|@ajk'a@
@wretched (witch)@|@ajky'a'@
@wriggle@|@liky'iky'ik@
@wrinkled@|@qu'ch@
@wrinkled (especially material - My shirt is wrinkled)@|@yu'ch@
@wrinkled (something cloth)@|@yuch@
@wrist@|@tqul q'ab'aj, tqul q'ob'aj@
@wrist band@|@tqul q'ab'aj@
@wristband (the snug part of a long sleeved jacket that encircles the wrist)@|@tuj tq'ab'@
@writer@|@ajtz'ib', ajtz'ib'il@
@writing@|@tz'i'b'@
@writing (whether on a letter or in a book etc)@|@tz'ib'in@
@writing desk@|@q'uqb'il@
@writing of times past (The writing of the Mayan ancestors is found carved in stone)@|@tz'ib'b'en@
@writing pen@|@tb'anil tz'ib'ab'il@
@written@|@tz'ib'an@
@wrong (There is something wrong with my land)@|@nya' wen@
@x-ray@|@ilalb'il yab'il@
@x-ray machine@|@k'umalob'il yab'il@
@xi'x is the superlative of an adjective it indicates greater intensity (saq means 'white' while saqxi'x means 'very white')@|@-xi'x@
@xjelil implies pleading or begging someone@|@xjelil@
@xnaq'tzil means to learn while xnaq'sil means to teach but most people use these two words interchangeably without making a distinction between them@|@xnaq'tzil@
@xpich'il implies a careful and intense search in a smaller area such as looking for a word in a dictionary searching inside a house or looking for lice in someone's hair@|@xpich'il@
@y shaped pole used to prop branches etc@|@tqan ja@
@yam@|@saq is@
@yam or sweet potato (literally 'red potato')@|@kyaq is@
@yard@|@twi pe'n@
@yawn@|@k'ab'@
@yawned@|@ayaman@
@year@|@ab'q'i, ab'q'i xnaq'tz, jnab'q'i, tyem@
@year root@|@-ab'@
@year root suffix that when added to a number root indicates years in the future (jun means 'one' but jna'b' means 'in one year' while jwe' means five and jo'ab' means 'in five years')@|@-ab'@
@years ago@|@ojtxe, ojtxi'@
@yellow@|@q'ent, saq q'ent, up, xhq'an, xq'an@
@yellow corn@|@q'ent@
@yellow soil or clay@|@q'an tx'otx'@
@yellowish (His crop is yellowish because he didn't put enough fertilizer)@|@ip@
@yes@|@b'a'n, i'i'n, ikyjo, jaku, jaku', jo, ma, oja, okz'oki, o'ma, tzun@
@yes (future)@|@ok, oki@
@yes (in the recent past)@|@may@
@yes (Jo' ax toklen - Yes it is true)@|@jo'@
@yes but@|@ja'ka@
@yes he she or it is here (in response to the question Is he she or it here? Attzan tmana or ttxuya)@|@at@
@yes I have@|@qa-ati@
@yes I have (Atna npwaqa - yes I have money)@|@atna@
@yes in current incomplete actions (Yes the men are working now)@|@in@
@yes it did@|@ma'na@
@yes maam@|@ikyjo txin@
@yes that's it@|@jo', -jo'@
@yes that's right@|@jo' ax toklen@
@yes that's true@|@jo' ax toklen@
@yes there is@|@atna, qa-ati@
@yesterday@|@ew, ewa, ewe, ewi@
@yet@|@axtaq@
@yielding@|@q'uyan@
@yoke@|@moj@
@yoke of a shirt@|@ti'jal@
@yolk@|@q'nal@
@yolk (the yellow part of an egg)@|@tq'anal, tq'nal@
@you@|@alpaya, aya, aye, k-, k'-, kuya, tz-, tz'-@
@you're welcome@|@nimpalaj@
@you're welcome (it was nothing)@|@miti'@
@you (all)are@|@-qeye'@
@you (as the recipient of the action)@|@ti'ja@
@you (be) strong@|@tipuna@
@you (familiar between men)@|@om, q'any@
@you (familiar between spouses)@|@ow@
@you (familiar between women)@|@q'oy', ya'@
@you (more than one person) are people@|@winaqqeye@
@you (more than one person) are students@|@xnaq'tzalqeye@
@you (plural)@|@aqe'ye@
@You (plural) burned me@|@machintz'e'ya kyu'na@
@you (singular)@|@teya@
@you all@|@alpaqaya, aqeye, aqe'ye, aqeye', che, e, e', kyeye, qaya, qeya@
@you all ('ky' and the 'a' mark the relational noun u'n as possessed by the second person plural the u'n marks the 'you all' as being the agent that did the action)@|@kyu'na@
@you all (if the enclitic a or ya is present)@|@che'@
@you all (in the distant past)@|@i@
@you all are@|@ite'ya@
@you all are (in a place)@|@ate'ya, te'ya@
@you all are (You all are the ones who brought it)@|@aqaye@
@you all are dilligent@|@sak'qeye'@
@You all are no part of the world@|@Aqeye nya te twitz tx'otx' qeye@
@you all are people@|@winaqqeye', xjal qeye, xjalqaya@
@you all are seated@|@q'uqli qeye@
@you all are sick@|@yab' qeye@
@you all are talking@|@In che yoline@
@you all are tired@|@sikynajqaya@
@you all can do it@|@jaku b'ant kyu'ne@
@you all can make it@|@jaku b'ant kyu'ne@
@you all come in@|@kyoka@
@you all gave@|@kyq'one@
@you all got mad@|@aqeye xhi jaw q'ojen@
@you all have@|@at chey, at kyeya@
@You all have (At kye' kyxtalb'il qi'ja - You all have you all favors us - You have done favors for us)@|@at kye'@
@you all hit it@|@ma kytzeq'aya@
@you all it (a verb goes between 'you' and 'it' - you will do it or you did it or you know it etc)@|@kyu'na@
@you all leave@|@kyexa@
@you all listen@|@kyb'intza@
@you all look for them (ky - 'you all' - yo - 'look for' - 'm' turns this into a command - 'a' is the second person plural enclitic)@|@kyyoma@
@you all must love@|@kyk'ujlame@
@you all repeat@|@kyq'amantza@
@you all spoke@|@e yoline@
@You all spoke@|@O che yoline@
@you all suffered@|@ma kak'e'@
@you all talked@|@e yoline@
@You all talked@|@O che yoline@
@you all walked@|@ma chi b'eta@
@you all want@|@kyaj@
@you all want (ky- -a third person plural plus -aj- want)@|@kyaja@
@you all wanted to (but for some reason didn't carry it out)@|@kyajtaqe@
@you all were@|@ajol, e tene, o che tene@
@you all were (are etc)@|@alpaqaya@
@you all were (in a place for example - Ate'ya tej xqopona primx may - literally means 'You all were there when we arrived early already' - but we would say 'When we arrived early you were already there')@|@ate'ya@
@you all were (recent past)@|@ma che tene@
@You all were at the meeting@|@Ma che tene tuj chmab'il@
