@English@|@Greenlandic@
@thinks that he has nothing to do@|@eqissuppoq, eqiattarpoq@
@thinks that he will not be able@|@sapissangavoq@
@thinks that he will not like it@|@ajorukuppaa@
@thinks that it@|@kakagaa, kakkaaq, kakappoq, kakammik@
@thinks that it goes straight@|@nakeraa@
@thinks that it is cranky@|@orrajagaa@
@thinks that it is long or too long@|@takigaa@
@thinks that it is short or too short is too short for him or it@|@naagaa@
@thirteen@|@tretten (from 13 and on it's used Danish numbers)@
@thirty@|@tredive (from 13 and on it's used Danish numbers)@
@this@|@manna, matuma, uuma@
@this dress fits well@|@una annoraaq  attuumavoq@
@this gentleman will pay for everything@|@uuma angutip tamaasa akilissavai@
@this is altogether too bad@|@kakappallaaqaaq@
@this is my mark@|@tassa naluanaaqqutsiara@
@this lady will pay for everything@|@uuma arnap tamaasa akilissavai@
@this time@|@tamatumuuna, tamatumuunakkut @
@this time I did not see him@|@tamatumuuna takunngilara@
@this time yesterday@|@ippassaq tamatuma nalaagut@
@this year@|@ukiumi@
@thong connecting dog harness with the traces@|@papilleraq@
@thorn (on a plant)@|@kakallarnaq@
@thorn shrub@|@kakillarnaqut, kapinartulik@
@those over there@|@ikkua@
@those we call ferns@|@tamakku uiffannik taasarpavut@
@those were his words@|@tamassa oqaasii@
@thought@|@eqqarsaat@
@thrashed-out straw@|@karriiarnikut, karriarnikut@
@threads it@|@ujaluaa@
@threat@|@ersisaarut@
@three@|@pingasut@
@three loads@|@nammaat pingasut@
@three pieces of meat attached to the ribs (of a seal).@|@uullissat pingasut@
@throat@|@iggiaq, malaq@
@through down there@|@samuuna@
@through here@|@maana@
@through part of the country@|@nunap ilaagut@
@through the cross of Christ@|@Kristusip sanningasulia saammaaffiuvoq@
@through there@|@ikuuna@
@through this@|@matumuuna@
@throwing implement@|@igitsit@
@thrown away@|@nalutaq@
@throws@|@naggorissaaserpaa@
@throws a sling@|@illusariarpoq@
@throws for scrambling@|@ujunngujoorpoq@
@throws him or it down@|@nakkartippaa@
@throws it away from him@|@igippaa, iigarpoq, naluppaa, naluppaa@
@throws it for scrambling@|@ujajarpaa, ujajaarpaa, ujunngujoorpaa, ujunngujoorutigaa@
@throws it up@|@meriaraa@
@throws out refuse on the refuse heap@|@atserivoq@
@throws something@|@ujunngujoorfigai@
@throws up earth (for a wall)@|@issumik qassoraavoq@
@thrums@|@pattapalaarpoq@
@thrusts his finger down his throat in order to vomit@|@qaallorpoq, saallorpoq (sak), saarlorpoq, saallorsarpoq@
@thrusts his kayak paddle in under the cross-strap@|@kappussivaa@
@thrusts it against something@|@kasuuppaa@
@thrusts it into his pocket@|@kaasarfimmiuliuppaa@
@thrusts it into something@|@kappuppaa@
@thrusts out the posterior@|@pappappoq (papik)@
@thrusts the hand into it or under it@|@kaavaa@
@thrusts them from him@|@eqqarpai (igippaa)@
@thunder@|@kalleq@
@thus also we will do.@|@taamataaq iliussaagut@
@thwart (in a boat)@|@issoraq@
@ties@|@uiguleriippai@
@ties a kerchief round his forehead@|@qaaruserpoq@
@ties it as a necklace@|@ujamiliuppaa@
@ties it in a bow@|@orsilerpaa@
@ties it round the muzzle@|@ersaruserpaa@
@ties of community@|@ilagiissut@
@ties up its fore legs@|@ikusippaa@
@tile@|@qalequtissiaq@
@time@|@nalunaaqutaq@
@time of meeting@|@kaisimaffik, katisimmavik@
@time or place of watching@|@pigaarfik@
@time will show@|@nalunarumaanngilaq@
@title@|@taajuut, taaguut@
@to-day it is Sunday@|@ullumi sapaataavoq @
@to attract attention@|@sanipippoq@
@to be seen@|@takussaavoq@
@to be sure@|@massa, naaggali@
@to the east@|@pavuuna@
@to the left@|@saamimmut@
@to the one side@|@illuata tungaanut@
@to the point@|@eqqorsimasumik@
@to the right@|@talerpimmut@
@to the side@|@sanimut@
@to there@|@ikunga@
@to us all@|@tamatsinnut@
@to what tune is it sung?@|@suna erinaqatigaa@
@to windward@|@assumut@
@to wipe up the water@|@masarlerut@
@today@|@illumi@
@today one cannot do anything@|@ullumi tagiarnakaseqaaq@
@together they make ten@|@katillugit quliupput@
@toilete@|@anartarfik@
@toilete paper@|@equutissaq@
@tomorrow@|@aqagu, aqaguppat@
@tomorrow we are going to wash@|@aqagu errorsissaagut@
@tone@|@erinaq, erinak@
@tongue@|@oqaq@
@tongue of a bell@|@siarnip kasuttaataa@
@tonic@|@nakussassaat@
@tonight@|@unnugu@
@too short@|@naappoq@
@tool to remove something with@|@piiaat@
@tooth or the like)@|@manngoq (maavoq)@
@top of boot@|@kamittaq@
@top of something@|@kaaveq@
@top piece@|@kaavequt@
@top stone@|@ikaarut, sannerut@
@topples down@|@uukkarpoq@
@torch@|@naneruaq @
@torn@|@mallappoq (makippoq)@
@touches it@|@attorpaa@
@touches something@|@attuumavoq@
@towards the east@|@pavunga@
@towards the west@|@sammut@
@tower@|@qaqiffiliaq@
@towing hook@|@malasiut@
@towing implement@|@kalut@
@towing line@|@kallut@
@towing tackle@|@orsiutit@
@town@|@illorpaat, illorpalik@
@tows it@|@kalippaa@
@trails it along@|@kalikalaarpaa@
@trails something small after him@|@kalikalaarpoq@
@transgression@|@tammartarneq@
@transports it@|@assartorpaa@
@travel agency@|@angallatsitsivik@
@Travel agency@|@Takornarissanut allaffik@
@travelling provisions@|@taquaq@
@treacle@|@ernaataasaq, mamangaaq@
@treats a boot with a boot stretcher@|@kammiorpaa@
@treats him as a friend@|@ikinngutillerpaa@
@treats him kindly@|@ajunngisaarfigaa@
@treats him or it@|@paassuppaa@
@treats him with violence@|@persuarpaa, persuppaa@
@treats it on both sides@|@illukisaarpaa@
@treats people differently@|@nakerisarsiorpoq@
@treats the sledge runners in that way@|@qaarsaavoq nerriviup qaaniippoq@
@treats to coffee@|@kaffillerpoq@
@tree@|@orpik@
@tree fruit@|@paarnaq, paarmaq, paarngaq@
@trembles@|@sajuppoq, uulippoq, uullutigaa (uulippoq)@
@trembles with it@|@uulissutigaa@
@tries it@|@uuppaa@
@tries it (whether he can do it).@|@ussersarpaa@
@tries the gun@|@ooqattaavoq@
@tries to avert the suspicion from himself@|@pasinaarsaarpoq@
@tries to bring him peace@|@eqqissisarpaa@
@tries to divert him by giving him@|@ulapisarpaa@
@tries to find a pretext@|@patsisissaqarpoq@
@tries to find excuses@|@peqqusissarsiorpoq@
@tries to get a companion for him@|@aapparserpaa@
@tries to get him as a companion@|@aapparseraa@
@tries to hit it@|@nanginniarpaa, nanniarpaa@
@tries to hit it.@|@eqqoriarpaa@
@tries to keep pace with@|@parruppa (paarpoq)@
@tries to make him recover consciousness@|@qaaqqussarpaa@
@tries to rouse his pity@|@naakkisaarfigaa@
@tries to rouse pity@|@naakisaarpoq@
@tries to shorten the waiting time@|@erineersaarpoq@
@trifle@|@piarsuk, piarsunnguaq@
@trifles@|@pialunnguit, piarsunnguit@
@trigger@|@eqittagaq@
@troubles himself about it@|@erloqquppaa@
@trousers@|@qarliit, qarlik@
@trowel@|@marrarterut@
@trows out refuse@|@attakoorpoq@
@truth@|@sallusuissut@
@truthfulness@|@sallusuissuseq@
@try it!@|@qaa@
@try to walk a step@|@alloriarneq ooqattaassasutit@
@trying to catch the salmon below a stone@|@eqaluk kaatorlugu@
@tubicuIous worm@|@illulualik@
@tuck on garment@|@millequt, millisaat@
@tucks it@|@millequserpaa, millisaaserpaa@
@tucks it up (a garment)@|@kangiarterpaa, kangujarterpaa@
@tucks up (his clolhes)@|@majorpaa@
@tugs@|@kalusarpoq, kalisarpoq@
@tune@|@erinniaq@
@tupilak@|@tupilak@
@turbid (seal oil)@|@marangavoq@
@turbid seal oil@|@maraneq@
@turns@|@saappoq (sak)@
@turns about@|@assallappoq@
@turns aside@|@sanimut saappoq@
@turns away people@|@talorsitsaarpoq@
@turns crosswise of something@|@sannerpoq@
@turns easily@|@sanngorippoq@
@turns giddy@|@uissaarpoq@
@turns here and there@|@tamaleqisappoq, tamaloqisaarpoq, tamarlivoq@
@turns him or it towards someone@|@saatipaa@
@turns him towards himself@|@pakkuppaa (pakappaa)@
@turns in another direction@|@saqiallappoq@
@turns it away@|@perloorpaa@
@turns it crosswise@|@sannersippaa@
@turns it inside out@|@salleqippaa, salleqisippaa, taappaa, taappaa@
@turns it over@|@assallappaa, assallatserpaa, assarkartippaa@
@turns it round@|@kaajallatippaa@
@turns it towards someone@|@isima sammisaat@
@turns it upside down@|@ulitippaa@
@turns out to be near@|@qaninngoorpoq@
@turns over@|@assakarpoq@
@turns to the side@|@sanguvoq@
@turns towards him@|@saappaa @
@turns towards him or it@|@sammivoq @
@turns towards him or it.@|@saappaa@
@turns towards someone@|@sanngiillisippaa@
@turnstone@|@taliffak@
@turpentine@|@paniasaat@
@twelve@|@aqqaneq-marluk@
@twenty@|@tyve (from 13 and on it's used Danish numbers)@
@twenty one@|@enogtyve (from 13 and on it's used Danish numbers)@
@twice I have been north@|@marloriarlunga taavunnarpunga@
@twice I shot after it@|@marloriarlugu issukkaluarpara@
@twin@|@marluliaq@
@twine@|@allunaasaaraq@
@twinkles@|@uisorilavoq@
@twisted sinew thread@|@perlaajaq, perlaaq@
@twisted sinew thread with which skins for a kayak are pieced together@|@uiggiutit@
@twisted sinew-thread@|@qallit@
@twisted sinew-thread on or for a kayak or boat-covering@|@qallisai, qallisissai qallinngorlugu iliuk@
@twists@|@sangoorpoq@
@twists it@|@perlarpaa@
@two@|@marluk, marluk (malik)@
@two days afterwards@|@aqaguaguani@
@two detachments of soldiers@|@sakkutuut marluiit@
@two figures@|@marlussuk@
@two hundred@|@to hundrede (from 13 and on it's used Danish numbers)@
@two islands@|@qeqertaq marluk@
@two pairs or couples@|@aappariit marluk@
@two pluralities@|@marluiit@
@two umiaks@|@umiat marluk@
@two who belong together@|@marloqiusat@
@tympanic membrane@|@igalaasaq, siutip, igalaasaa@
@udder (of female animal)@|@mamaat@
@ugh!@|@ugg@
@um pouco@|@immannguaq@
@umbilical cord@|@alliaq, mannguseq, qalaseq@
@unbelief@|@uppinnginneq@
@unboiled@|@ooqanngitsoq (uuvoq), uuilaq@
@under@|@ataani@
@underlayer@|@ikorfaq, milliaq@
@understands it@|@paaqartippaa, paasivaa, paaqartippaa@
@understands it now@|@nalujunnaarpaa@
@undoubtedly the same word as ivdlerpoq@|@tukkuippoq@
@undresses@|@sanarsuiarpoq, tamataajarpoq@
@undresses him@|@maatarpaa, sanarsuiarpaa, tamataajarpaa@
@undulating@|@malingaarpoq@
@unevenness@|@maniilaq@
@unfortunately@|@ajoraluartumik@
@uniform@|@sakkutuussut@
@unmarried@|@aappaatsoq@
@unpractised@|@pernaq, perngaq, pernaaq@
@unravels it@|@illaarpaa, illaajarpaa@
@unties it@|@qassuarpaa@
@until now@|@maannakkumut@
@until this hour@|@maannamut@
@upper (fore) part of the body@|@kiat@
@upper lip@|@kakkiviaq@
@upper part of arm@|@assaqqoq@
@upper part of my leg@|@nissuma kangia@
@upper part of water-proof kayak jacket@|@kiapequt@
@upper side@|@qallineq, qallerna@
@uppermost@|@qalleq@
@upwards@|@pava, qammut@
@urinary bladder@|@nakasuk@
@urso polar@|@nanoq@
@use all one's might@|@tamaviaanarpoq@
@uses a torch to light his path@|@naneruarpoq@
@uses a torch to look for something@|@naneruarpaa@
@uses big words@|@mersersaarpoq@
@uses both hands or both sides@|@illuttorpoq@
@uses his hands@|@assassorpoq@
@uses his left hand@|@saamissorpoq@
@uses improper language@|@oqaaserluppoq@
@uses it (a word) in a wrong manner@|@oqaaserinerluppaa@
@uses It all his might@|@tamaviaarpoq, tamatsiaarpoq@
@uses it as a door@|@matsiuppaa@
@uses it as a supplement@|@naammaqusiuppaa@
@uses its tail@|@paperorsorpoq@
@uses main force against him@|@nakuuserfigaa@
@uses only one hand or side@|@illuinnarsorpoq@
@uses that word@|@oqaaseraa@
@uses ugly words@|@oqaasipilussuuvoq@
@uses ugly words to him@|@oqaasipiluliorfigaa@
@uses wiles@|@peqqusersiorpoq@
@uses wiles towards him@|@peqqusersiorfigaa@
@uterus@|@illiaq@
@utters it@|@qanersorpaa@
@uvdloríssat erngalugtut@|@erngaluttut@
@vacillates@|@nakimavoq@
@valley@|@qalorsaq@
@vanquishes him@|@ajugaaffigaa@
@variegated@|@allalik@
@vault@|@qaarajunneq@
@veil@|@kiinnamut saagoq@
@vein@|@taqaq@
@verse@|@versi@
@vesicant@|@maqisaat@
@vessel@|@nappartaq@
@vessel with two masts@|@umiarsuaq marlulik@
@veterinary surgeon@|@nersutit nakorsaat@
@vinyard@|@naatsiivik viinnequtilik@
@violin@|@agiaq@
@violin bow@|@agiut, tagiut@
@vision@|@takorloorneq@
@voice@|@erinaq, erinak@
@voices sound from the small voices sound from the small@|@qaqqannguup qaanit nipeqarpaluppoq@
@vomiting@|@meriarneq@
@vomits@|@meriarpoq@
@vomits on it@|@meriarpaa@
@vote taking@|@taasineq@
@vowel@|@ersiut@
@vulture@|@nattoraliusaq@
@wader@|@naloraarusilik@
@wades@|@maakkaliorpoq, maakkarpoq, naloraarpoq (naluppoq)@
@wades in deep snow@|@maakkarpoq, maakkaliorpoq@
@wager@|@eqquiniut@
@wags its head@|@qaqavoq@
@wags its tail@|@papikilavoq, papeqilavoq@
@wagtail@|@orpimmiutaq, papimmisarujunnguaq@
@wails over it@|@kappialaatigaa, kappialassutigaa@
@wainscot@|@iigaq@
@wainscots it@|@iikkerpaa, iikkersorpaa@
@waist-band@|@materti@
@waistcoat@|@aaqanngitsoq@
@waits for him or it impatiently@|@erinigaa@
@waits till it@|@masserpaa@
@waits until it (the wound) is healed@|@mamitserpaa@
@walkingstick@|@ajaappissaq@
@walks about working for him@|@saqissuppaa, saqqippaa@
@walks after someone@|@malluppaa (malik), maggorluk (maavoq)@
@walks around@|@kaavippoq@
@walks around it@|@kaajallapaa, kaavippaa@
@walks around once@|@kaajallappoq@
@walks backwards and forwards@|@paarlagarpoq, saqisaappaa, saqisaarpoq@
@walks in front of the ship@|@umiarsuit saatigut ingerlavoq@
@walks on a ropé@|@allunaariaqattaarpoq, allunaaqattaarpoq@
@walks or paddles unsteadily@|@patajavoq@
@walks slightly bent forward@|@pappangavoq@
@walks slowly@|@kigaappoq@
@walks straight@|@nakerpoq@
@walks with a stick@|@ajaappiarpoq@
@wall covering@|@iigaq@
@walrus skin@|@kaak@
@wanders about@|@saqivoq@
@wanders in that place@|@saqivaa@
@want@|@ajorsaat@
@wants to be master@|@naalagaaniarpoq@
@wants to be uppermost@|@qalliuniarpoq, qallupiaa aalavoq, anneruniarpoq@
@warm clothes@|@atisat oqortut@
@warm clothing@|@Atisat oqortut@
@warm garment@|@oqorut@
@warmth@|@kiak@
@was lucky about it@|@naamattoorpaa@
@wash basin@|@ermiffik@
@wash tub@|@errorsivik@
@washer woman@|@errorsisartoq@
@washes him@|@ermippaa@
@washes himself@|@ermippoq (imeq)@
@washes it@|@errorpaa@
@washing@|@errukkat, errortat@
@wasp@|@iguutilik@
@watch maker@|@nalunaaqqutsiortoq@
@watches his countenance@|@kiinarsiorpaa@
@watches over him or it@|@pigaappaa, piggappaa@
@watchman@|@pigaartoq@
@water@|@imeq@
@water and blood which is alternately rubbed on the sledge runners@|@qaarsaat@
@water craft@|@angallat@
@water that runs over the edge of the ice and freezes@|@qaatsinneq@
@waterproof boots@|@naloraarutit@
@water-proof clothes@|@saloqqutit@
@water-proof covering for poultices@|@panernaveeqqut@
@water-proof jacket@|@kapitak@
@water-tight skin@|@eqartilik, erisaaq@
@wave@|@malliukkaaq@
@wax@|@nakersaat@
@way@|@aggerfik, aqqusineq, aqqut@
@we@|@uagut@
@we are eating@|@nerivugut@
@we are neighbours@|@sanileriippugut@
@we are so wet that no one can approach us@|@qaaseqigatta kamanaaqaagut@
@we are very anxious about the coming winter@|@ukiussaq ernumaqaarput@
@we cannot get any farther@|@aallarneq ajulerpugut@
@we have reached more than halfway towards our destination@|@ornigassamut illuarpugut@
@we hold a service in the house of the catechist@|@ajoqip illua naalagiarfigisarparput@
@we kept in the middle of the sound@|@ikerasaa missiliorparput@
@we know no remedy against his illness@|@nappaataa nalissaqartinngilarput@
@we live beside him or it@|@saniani illoqarpugut@
@we made progress by pushing the sledge in front of us@|@kaassuinnaq ingerlavugut@
@we must try to obey his word@|@oqaasia malinniassavarput@
@we or us all@|@tamatta@
@we see you again@|@takunaqaatit@
@we spent the winter in Godthaab@|@Nuummi ukiiniarpugut@
@we surprised the thief@|@tillinniartoq qaninngarparput@
@weakness@|@ajuut, ajuliut@
@weapon@|@sakku@
@weapon or tool for him or it@|@sakkussaa@
@weather side@|@assoq@
@weaver@|@ikaartiterisoq@
@weaves@|@ikaartiterivoq@
@wedding@|@katittorsiorfik@
@wedding clothes@|@katittorsiut@
@week@|@sapaatip akunnera@
@weighs heavily upon someone@|@nanertuutaavoq@
@weighs it@|@oqimaalutarpaa, uuttorpaa@
@weighs it down with something@|@nanertippaa@
@weight@|@assataq, nanequt, oqimaalutaat, oqimaalutaq, peru@
@welcome@|@tikilluarit, tikilluaritsi@
@well@|@a@
@well I never!@|@aatsaat!@
@well now@|@keermiaasiit@
@well yes@|@ila@
@well! I see!@|@ia@
@west@|@kitaa@
@west wind@|@samanngaq@
@western wind@|@kanannaq@
@whale@|@arfeq@
@whale lance@|@qalugiaq@
@whaler@|@Piniartoq@
@whale's food (Boreal clio)@|@illeraq@
@whales with hairless skins@|@mattallit@
@whaleskin laid by@|@igunaq@
@what@|@qanoq, suna, sunaq@
@what a heat!@|@kiassuaq@
@what a long time it (or he) takes!@|@erininassusia@
@what a rough sea!@|@malissuaq ajornaqaaq@
@what a smoke from the lamp@|@qulliup ikinneranit qangali iseriannguarsi@
@what belongs to this earth@|@nunap pii@
@what can that be?@|@ta, taa@
@what did he say?@|@qanoq oqarpa, qanorooq@
@what did you say?@|@qanoq-aa@
@What does it mean?@|@Qanoq isumaqarpa@
@what is it I smell@|@suna naattalerpara@
@what is it people down there crowd about?@|@susut tasakku ussattorsuit@
@What is that?@|@Sunaana@
@what is your name?@|@qanoq ateqarpit?@
@What lovely weather@|@silagik@
@what luck!@|@nangitinngissusia@
@What should I bring?@|@Sumik nassataqassaanga@
@what time@|@qassinut@
@what time is it?@|@qassinngorpa@
@what was it he said?@|@qanormaanna oqarpa@
@What will the weather be like tomorrow?@|@Aqagu sila qanorissava@
@what?@|@aat?@
@What?@|@ai?@
@what's your name?@|@qanoq ateqarpit@
@wheat@|@qajuusiassat@
@wheat flour@|@panikaasiassat, qajuusat@
