@English@|@Manx@
@statuesque@|@jallooagh@
@staunch@|@neufaarnagh@
@stay@|@farkaght, fuirraghtyn@
@staying@|@tannaghtyn, tannaghtyn@
@steadily@|@dy neuchorragh, gyn stad@
@steadiness@|@rick@
@steal@|@myngyraght@
@steal away@|@sheeley ersooyl@
@stealer@|@maarliagh@
@steam@|@bree, cur magh gaal@
@steam train@|@traen-bree@
@steaming@|@cur magh gaal@
@steel helmet@|@bayrn caggee@
@steeped@|@ushtit@
@steering@|@stiurey@
@stench@|@torcan@
@step@|@agg, aggad@
@step across@|@shooyl tessen@
@stepchild@|@lhiass chloan@
@stepped@|@aggagh@
@steps@|@greeishyn@
@stereotype@|@plaital@
@sterile@|@amrid@
@sterility@|@amrideeaght, shiastaght@
@sterilization@|@amridaghey@
@sterilize@|@amridaghey@
@sterilized@|@amridit@
@stick out@|@siey magh@
@stick together@|@polley@
@stile@|@keym@
@stiletto@|@mennee@
@still@|@feagh, foast, foastagh, neuvio, ny yei shen as ooilley, poht ghoo@
@stilled@|@kiunit@
@sting@|@cur gah ayn, guinney@
@stinger@|@guinneyder@
@stinging@|@guinnagh@
@stingy@|@oiddagh@
@stink@|@jannoo smoghan, torcan@
@stitch@|@guin, whaaley@
@stitch on@|@whaaley er@
@stitch up@|@whaaley ry cheilley@
@stock@|@pink, sheelrey@
@stomach ache@|@çhingys-bolg@
@stone floor@|@laare chloaie, pemmad@
@stone lichen@|@scryss ny greg@
@stone quarry@|@quarral cloaie@
@stonecutter@|@jallooder cloaie@
@stool pigeon@|@calmane cleaynee@
@stop up@|@calkey@
@stope@|@guag@
@stopper@|@caag@
@store@|@prawg@
@storm@|@dorrin@
@stormy@|@dorrinagh@
@story@|@rick, skeeal@
@stout@|@bainney ny baa doo@
@stoutness@|@riuid@
@stowaway@|@troailtagh follit@
@straddle@|@bwoalley daaheuagh, shassoo scart@
@straightness@|@jeeraght, jeerid@
@strait@|@keyllys@
@strand@|@treigeil@
@stranded@|@treigit@
@strange@|@quaagh@
@stranger@|@dooiney joaree@
@strangle@|@toghtey@
@strap@|@yeeall, yeealley@
@strapped@|@yeeallt@
@strayed@|@cailjey@
@stream@|@ceau magh (aker)@
@street@|@straid@
@street arab@|@guilley straiddey@
@strength@|@niart, niartaght, treanid@
@strengthen@|@lajeragh@
@strengthening@|@niartaghey@
@strife-torn@|@lane streeu@
@strike@|@labbal@
@strike in@|@bwoalley stiagh@
@striker@|@bwoalleyder@
@striking@|@bwoalley@
@string@|@idley, poaynt@
@stroke@|@war@
@stroll@|@wagaanagh, wagaantagh@
@strong@|@dy niartal, dy trean, lajer, niartal, troshtagh@
@strong cheese@|@caashey gort@
@strong drink@|@jough lajer@
@strong person@|@niartallagh@
@strong smell@|@torcan@
@strong-armed@|@laue-lajeragh@
@struck@|@bwoaillit, labbit, poltit@
@struggle@|@kestal@
@struggler@|@kesteyder@
@strumpet@|@byddage@
@stubborn@|@raghtal@
@stubby@|@bwonnagh@
@stuck up@|@kione froaishagh@
@student@|@studeyr@
@study@|@halley studeyrys, ynsagh@
@studying@|@jannoo studeyrys@
@stum[@|@cutt@
@stump@|@cutt@
@stumpy@|@bwonnagh@
@stun@|@cur neeal er, kyrloghey@
@stung@|@guint@
@stunner@|@kyrlogheyder@
@stunning@|@kyrlogheyder@
@stupefyining@|@sevreainagh@
@stupid@|@bolvaneagh@
@stupidness@|@neuhoiggaltys@
@sturgeon@|@olmys y ree@
@stuttering@|@cabbagh@
@style@|@aght@
@subdue@|@cur fo chosh@
@subdued@|@currit fo chosh, currit fo cosh@
@subject@|@cooish, cur fo smaght, kione y raa@
@subjective@|@er cheusthie@
@sublime@|@nhee s'ooashley, ooashlaght@
@submerge@|@baih@
@submerged@|@baiht@
@submit@|@injillaghey@
@subsequently@|@ny yei shen@
@substitute@|@ynnydee@
@suburb@|@fo-valley@
@succeeding@|@ny yei y cheilley@
@success@|@aighar@
@successful@|@ladoosagh, rahoil@
@succession@|@ny yei y cheilley@
@successive@|@ny yei y cheilley@
@such@|@lheid@
@such a thing@|@e lheid@
@such another@|@e lheid@
@suchlike@|@nyn lheid@
@suck@|@bainney kee@
@sudden death@|@baase gyn saggyrt@
@sudorific@|@ollishagh@
@suds@|@kesh@
@sudsy@|@keshagh@
@sue@|@shual@
@suffer@|@fuillagh, fuillaghtyn@
@suffering@|@fuillaghtagh@
@suffestion@|@faaue@
@suffix@|@meer yerree@
@sugar@|@cur shugyr er@
@sugar basin@|@meilley hugyr@
@sugar beet@|@beetys shugyr@
@sugar bowl@|@meilley hugyr@
@suicidal@|@hene-varrooagh@
@suicide@|@hene-varroo, hene-varrooder@
@suit@|@jannoo jesh da@
@suitability@|@freggyrtaght@
@sultry days@|@laghyn breeney@
@summer@|@sourey@
@summertime@|@raiee yn touree@
@summit@|@ard-veinn, baare, mullagh@
@sun@|@grian@
@sunburnt@|@daahit ec yn ghrian@
@Sunday@|@Jedoonee@
@sundew@|@lus yn eiyrtys@
@sunk@|@baiht@
@sunken@|@fo@
@sunrise@|@irree ny greiney@
@superintendent@|@oaseir@
@superintending@|@oaseiragh@
@superpose@|@cur neose er@
@supervision@|@oaseirys@
@supervisorship@|@oaseirys@
@supervisory@|@oaseiragh@
@supplement@|@cur rish@
@supplicate@|@aghiney, jannoo aghin (hug)@
@support@|@ymmyrkey@
@supported@|@ymmyrkit@
@suppose@|@abbyr dy vel@
@suppress@|@cur sheese@
@suppressed@|@currit fo chosh@
@suppurating@|@yngyraght@
@suppuration@|@ingyr@
@supremacy@|@kiondeeaght@
@sure@|@shickyr@
@surge@|@att, tonnaghtyn, troa@
@surly@|@grouw@
@surname@|@slieau, sliennoo@
@surrender@|@immee haart@
@surrounding@|@mygeayrt@
@survey@|@towshaney@
@survive@|@ve er maym, ve er mayrn@
@suspect@|@ouyrys@
@suspend@|@scuirr veih@
@suspicion@|@drogh-ourys@
@sustained@|@ymmyrkit@
@suture@|@whaaley@
@swab@|@jiole seose, taaheen@
@swagger@|@froaish@
@swaggering@|@froaishid@
@swallow@|@gollan geayee, slug@
@swallowed@|@sluggit@
@swamp@|@anagh@
@swan@|@olla (f), ollay (f)@
@swank@|@froaish@
@swanker@|@froaishagh@
@swansong@|@obbyr yerrinagh@
@swarm@|@scruin, skeih@
@swarming@|@er croo@
@swarthy@|@dhoan@
@swath@|@oght@
@swear@|@guee mollaght, guee mollaghtyn@
@swear at@|@guee mollaghtyn er@
@swear by@|@guee (er)@
@swear off@|@dy staaney voish@
@swearer@|@gueeder@
@swearing@|@drogh chaaynt, guee mollaghtyn@
@sweat@|@cur magh tastid, taah@
@sweat pea@|@pishyr villish@
@sweating@|@cur magh ollish, ollishagh@
@sweaty@|@ollishagh@
@sweepstake@|@leagh roie@
@sweet@|@meen, oor (f)@
@sweet broom@|@guilckagh villish@
@sweet smell@|@oar millish@
@sweetbread@|@meer villish@
@sweeten@|@cur shugyr ayn, cur shugyr er@
@swell@|@att, puissal, puissey@
@swerve@|@slewal@
@swig@|@slug@
@swim@|@amylt@
@swimmer@|@amyltagh@
@swimming@|@amylt@
@swindle@|@kialg@
@switch@|@caghlaa, shickraghan@
@switch on@|@cur bree da@
@swivel@|@udlan@
@swollen@|@attit@
@swoon@|@my neealloo@
@sword-bearer@|@ymmyrkagh cliwe@
@sycamore@|@billey shykey, billey shykey@
@syllable@|@shillab@
@syllabus@|@mynchlaare@
@sylvan@|@keylljagh@
@syphilis@|@yn volgagh rangagh@
@system@|@oardreilys@
@systematize@|@cur oardreilys er@
@tabbed@|@as fooag(er)@
@tabernacle@|@cabbane agglish@
@table@|@boayrd@
@table linen@|@eaddagh kirpey@
@tables@|@buird@
@tables of the law@|@leacyn y leigh@
@taboo@|@guess@
@tadpole@|@frog aeg, rannag aeg, torbane@
@tailless@|@gyn arbyl@
@take off@|@irree jeh'n thalloo@
@take! go!@|@gow!@
@taken@|@goit@
@taken (as fish)@|@taarit@
@taking@|@goaill@
@tale@|@rick@
@talk@|@caaynt@
@talk at@|@cur loayrtys da@
@talk over@|@cur feysht fud y cheilley@
@talkative@|@çhengleyragh@
@talking@|@taggloo@
@tall@|@toallee@
@tallow@|@cur geirr er@
@talon@|@ingin, ingin (f)@
@tamed@|@beasit, meeinit@
@tankard@|@kankeen@
@tanned (by sun)@|@daahit 'sy ghrian@
@tape worm@|@beishteig rybbanagh@
@taper@|@battyr, keylaghey@
@tariff war@|@caggey custym@
@tarriff@|@custym@
@tart@|@gyere, pie mess@
@task@|@currym@
@tassel@|@babban@
@taste; accent@|@blass@
@tatter@|@fritlag@
@tattered@|@fritlagagh@
@tattle@|@tutlerys@
@taunt@|@flouteragh@
@tawny owl@|@hullad goan, hullad ouyr@
@tax@|@cur keesh er@
@taxable@|@keshagh@
@taxi-driver@|@immanagh taksee@
@tea@|@tey@
@tea cake@|@keeak tey@
@teach@|@ynsaghey@
@teacher@|@ynseyder@
@teacher (male)@|@fer-ynsee@
@teaching@|@gynsaghey, ynsagh@
@teal@|@laaghag@
@team@|@skimmee@
@teapot@|@pash hey@
@teat@|@sheeiney@
@teat (of woman)@|@keeagh@
@technicality@|@chaghnid@
@technological@|@chaghnoaylleeagh@
@technologist@|@chaghnoayllee@
@tedious@|@dree@
@tedium@|@dreeid@
@teeming@|@er croo lesh@
@teen@|@jeig@
@telegraph office@|@oik hellegraf@
@telephone@|@çhellvane@
@telephone number@|@earroo-çhellvane@
@telephone operator@|@obbree chellvane@
@television@|@çhellooish@
@television set@|@çhellooishan@
@tell@|@insh@
@tell a lie@|@insh breag@
@tell on@|@insh er@
@teller@|@argideyr@
@telling@|@ginsh, insh@
@temperate@|@sheelt@
@temperature@|@tempreilys@
@tempest@|@dorrin@
@tempestuous@|@dorrinagh@
@temple@|@gruaie@
@ten@|@jeih@
@tend@|@freayll arrey er@
@tender@|@cheb, meigh@
@tenderness@|@keainid@
@tennis@|@bassag, leddoge@
@tent@|@ynragh@
@tenth@|@jeihoo@
@tepid@|@blahagh, blahagh@
@term@|@oirrag@
@termagant@|@joushag@
@terminable@|@yn-chreaghney@
@terraced@|@fo ardaneyn@
@terrestrial@|@ooirragh, seihllt@
@terrible@|@atchimagh@
@terrific@|@atchyssagh@
@terrify@|@agglaghey@
@terrifying@|@agglagh@
@territorial limit@|@cagliagh marrey@
@terror@|@atchim@
@terrorism@|@atchimys@
@terrorist@|@atchimeyr@
@tertiary@|@trassagh@
@test@|@prowallagh@
@testifier@|@ymmyrkagh feanish@
@testify@|@ymmrkey feanish@
@thank you@|@Gura mie ayd, gura mie eu@
@thankful@|@bwooisagh, bwooisal@
@thanks@|@bwooise@
@thatched@|@thooit@
@the@|@yn@
@The Absolute@|@Yn Absaloid@
@The Annunciation@|@Laa'l Moirrey ny Sannish@
@The Arctic Regions@|@Ny Hardyn Arctagh@
@The Atlantic Ocean@|@Yn Keayn Sheear@
@The Baptist Church@|@Yn Agglish Vashtee@
@The Blessed Trinity@|@Yn Trinnaid Noo@
@The British Isles@|@Ny h-Ellanyn Goaldagh@
@The Catholic Church@|@Yn Agglish Raueagh@
@The Church of England@|@Yn Agglish ny Hostyn@
@The Church of Rome@|@Yn Agglish ny Raue@
@The Church of Scotland@|@Yn Agglish ny Halbey@
@the dead@|@merriu@
@The Devil@|@Yn Drogh 'Er, Yn Jouyll@
@the disabled@|@ny h-anlheiltee@
@The East Indies@|@Yn Injin Hiar@
@The Emerald Isle@|@Ellan Sheer-ghlass Erin@
@the English language@|@Yn Vaarle, Yn Vaarle@
@The established church@|@agglish y stait@
@the fifth@|@wheiggoo: yn wheiggoo@
@the fine arts@|@ny h-ellynym ooasle@
@the fourth@|@chiarroo: yn chiarroo@
@the high seas@|@yn vooar-vooir@
@The Holy Bible@|@Yn Vible Chasherick@
@the humble@|@ny himlee@
@the isles@|@ny h-ellanyn@
@the lambs@|@ny heayin@
@the latter days@|@ny heashyn jerrinagh@
@the like@|@lheid: y lheid@
@the majority@|@yn vooar chooid@
@the many@|@yn vonney@
@the most part@|@y chooid smoo@
@The Netherlands@|@Yn Ollan@
@The Nobility@|@Yn Krinkys@
@The North Sea@|@Yn Keayn Twoaie@
@the old country@|@my heer ghooie@
@The Orkneys@|@Orkaidagh, Yn Orkaid@
@The Pacific Ocean@|@Yn Keayn Sheealtagh@
@the pipe@|@yn phiob@
@The Protestant Church@|@Yn Agglish Phrotestoonagh@
@the public@|@theay: y theay@
@The Resurrection@|@Yn Irree Seose Reesht@
@the seventh@|@çhiaghtoo: yn çhiaghtoo@
@the sixth@|@çheyoo: yn çheyoo@
@the violin@|@yn viol@
@the waves@|@yn vooir@
@thee@|@oo@
@thee (emph)@|@uss@
@theft@|@maarliaght, maarlys@
@their@|@nyn, oc@
@theirs@|@an, nyn, oc@
@them@|@ad@
@them)@|@nyn oi, nyn yei@
@then@|@eisht, eishtagh@
@thence@|@veih'n traa shen, veih shen@
@thenceforth@|@veih'n traa shen magh, veih shen magh@
@there are@|@ther is@
@thereafter@|@ny yei shen, veih shen magh@
@therefrom@|@veih shen@
@thereof@|@jen shen@
@thereout@|@ass shen@
@thereto@|@gys shen@
@therewithal@|@harrish as erskyn shen, harrish as erskyn shen@
@thesis@|@kione argane@
@they@|@ad@
@they are retired@|@daaue: t'ad nyn daaue@
@thick@|@neuhoiggaltagh, vooar rish y cheilley@
@thicker@|@chee@
@thickly populated@|@feer chlannit@
@thick-skinned (of person)@|@pollan@
@thick-skulled@|@kione-roauyr@
@thief@|@maarliagh@
@thieving@|@myngyragh@
@thievish@|@myngyragh@
@thigh@|@maaish, shleeast@
@thin@|@keyl, keylagh, keyley, shang@
@thin cake@|@keeak@
@thin stroke@|@keyl-linney@
@thing@|@nhee, red@
@things (pl)@|@nheeghyn, reddyn@
@think@|@smooinagh, smooinaght@
@think out@|@obbraghey magh@
@thinley@|@dy thanney@
@thin-lipped@|@keyl-veillagh@
@thinly@|@de keyl, dy keyl, dy thanney@
@thinning@|@keylagh@
@thin-skinned@|@lag-chrackanagh@
@third@|@trass, treeoo@
@thirdly@|@as tree@
@thirsty@|@paa@
@thirteen@|@tree-jeig, treeoo-jeig@
@thirteenth@|@treeoo-jeig@
@this@|@shoh@
@this here@|@shoh@
@this is...@|@shoh@
@this itself@|@shoh hene@
@this one@|@y jeh shoh@
@this very night@|@oie noght hene@
@thistle@|@onnane@
@thither@|@dys sheh, dys shid, gys shen, gys shid, huggey shen, huggey shid@
@thorn bush@|@drine@
@thorn tree@|@drine@
@thorny@|@drineagh@
@thorough@|@slaneid@
@thoroughbred@|@fuilloil@
@thoroughly@|@dy slane@
@those@|@ad shen, ad shid@
@thou@|@oo, uss@
@thoughtfulness@|@frioose@
@thoughtlessly@|@dy meehastagh, dyn smooinaght, dyn tort@
@thousand@|@thousane@
@thousandth@|@thousaneoo@
@thraldom@|@sleabaght@
@thrall@|@sleab@
@threat@|@baggyrt, baggyrtys@
@threaten@|@baggyr@
@three@|@tree@
@three year old sheep@|@aahannid@
@three-colored@|@tree-ghaagh@
@three-cornered@|@tree corneilagh@
@three-dimensional@|@tree-howshanagh, tree towshanagh@
@threefold@|@tree filley@
@three-footed@|@tree cassagh@
@three-legged@|@tree cassagh@
@three-quarter@|@tree kerroo@
@threescore@|@tree feed@
@thresh@|@bwoalley@
@threshed@|@bwoaillit@
@thresher@|@bwoalleyder@
@threshing machine@|@mwyllin bwoallee@
@threshing mill@|@mwyllin bwoallee@
@thrice@|@tree keayrtyn@
@thrift@|@ladoose@
@thriftiness@|@ladoose@
@thrill@|@ard-taitnys@
@throat@|@troat@
@throes@|@guinnyn@
@throstle@|@treshlen@
@throttle@|@toghtey@
@through@|@trooid@
@through anger@|@ass ferg@
@through him@|@ny hrooid@
@through me@|@my hrooid@
@through the night@|@fud ny hoie@
@throughout@|@er feie, er fud@
@throw about@|@ceau mygeayrt@
@throw away@|@ceau voish@
@throw down@|@ceau neose@
@throw in@|@ceau stiagh@
@throw out@|@ceau magh@
@throw together@|@ceau ry cheilley@
@thrush@|@treshlen, trush@
@thrust out@|@siey magh@
@thuggee@|@thuggaght@
@thuggery@|@thuggaght@
@thumb@|@ordaag (f)@
@thumbnail@|@ingin ordaag@
@thump@|@labb, labbal, poltal@
@thumped@|@labbit, poltit@
@thumper@|@polteyr@
@thunder@|@taarnagh, taarnaghey@
@thunder shower@|@frass taarnee@
@thundering@|@taarnagh, taarnaghey@
@thunderstruck@|@bwoallit ec y taarnagh@
@Thursday@|@Jerdein@
@thwart@|@beck, thowt@
@thyroid gland@|@trellag cheeroydjagh@
@thyself@|@oo hene@
@ticket@|@tiggad@
@ticket office@|@oik tiggad@
@tickle@|@kickil@
@tickling@|@kickilagh@
@ticklish@|@kicklagh@
@tide@|@cur lesh, imbagh, raiee (f), tidey@
@tidy@|@cur reaghys er@
@tie (of shoe)@|@yeeall@
@til@|@dys@
@tile@|@cur leacanyn er@
@tiled@|@leacanagh@
@tiller@|@cur reuyreyder er@
@timber@|@asney, cur foiee rish@
@time@|@am, towse, traa, traa@
@time clause@|@olt hraa@
@time trial@|@eab traa@
@timely@|@ammoil@
@times (pl)@|@traaghyn@
@timing@|@towse traa@
@tin (money)@|@pinginyn@
@tincture@|@daahghey@
@tinfoil@|@scroggyl stainnagh@
@tinge@|@daaheen, mynghaah, mynghaahaghey@
@tint@|@bane-ghaah, mynghaah, mynghaahaghey@
@tinted@|@mynghaahit@
@tiny@|@feer veg, peeogeagh@
@tip@|@faaue, tig, yiarn@
@tip over@|@tuittym harrish@
@tipple@|@jough (f)@
@tipsy@|@meshtal@
@tiptop@|@feer vullagh@
@tire@|@jannoo skee@
@tired@|@skee@
@tireless@|@gyn skeeys@
@tissue@|@obbyr ghress, sahll@
@tithe@|@cur jaghee er, jaghee (f)@
@tithed@|@jaghit@
@tithing@|@jaghanys@
@title (of book)@|@kione-ghraue@
@titled@|@ard-ennymagh@
@tny@|@peeogeagh@
@to@|@da, dy, gys, rish@
@to (motion)@|@dys, hug@
@to an end@|@gy kione@
@to and fro@|@hoal as wass, huggey as veih@
@to answer in writing@|@freggyrt y screeu@
@to be@|@dy ve, y ve@
@to be done@|@ry-yannoo@
@to be had@|@ry-chlashtyn@
@to be in operation@|@dy ve fo raad, dy ve gobbragh@
@to be in season@|@dy ve imbaghoil@
@to be out of work@|@dy ve gyn obbyr@
@to be seen@|@ry-akin@
@to break wind@|@dy vreimeragh@
@to bring up wind@|@dy vrooightoil@
@to come loose@|@dy skeaylley@
@to cross one's T's@|@obbyr y yannoo dy cruinn@
@to death@|@gy baase@
@to do@|@dy yannoo@
@to drift@|@dy skyrraghtyn@
@to extremes@|@gys y chooid sodjey@
@to gain weight@|@dy rouauyraghey@
@to her@|@huic, huick, r'ee@
@to him@|@da, huggey, rish@
@to it@|@rish@
@to it; for him@|@da@
@to jig@|@dy vaical@
@to jog along@|@dy wroddal roish@
@to know about@|@dy ve oayllagh rish@
@to lay waste@|@dy lhie bane@
@to laze@|@dy yannoo litcherys@
@to lead@|@dy ver er toshiaght@
@to loaf about@|@dy yannoo veg@
@to lord it@|@dy vooaralagh@
@to lumber along@|@dy vroddey roish@
@to mark@|@y varkal@
@to me@|@hym@
@to pass away@|@dy phaartail@
@to pride oneself upon@|@dy ve mooaralagh ass@
@to prize@|@y yingey neese@
@to salt@|@ro hailjey@
@to seek@|@dy yeearree@
@to set the pace@|@yn vieauid y hayrn@
@to sew@|@dy whuailley@
@to snuggle@|@dy vabbaney@
@to span out@|@dy seyrey@
@to take a bath@|@oo hene y oonlaghey@
@to take fire@|@dy lossey@
@to take place@|@dy ve ayn, dy ve ayn@
@to the left@|@my-hoshtal@
@to them@|@daue, huc@
@to turn over@|@dy yiargaghey@
@to undo the harm@|@dy lheihys yn assee@
@to us@|@hooin@
@to visit@|@dy yeeaghyn@
@to well (up out)@|@dy vrooightey neese@
@to you@|@diu, riu@
@to you; for you@|@dhyt@
@toad@|@beayf, rannag ghoo@
@toadstone@|@beayf-chlagh@
@toast@|@iu slaynt@
@toast (drink)@|@iulaynt@
@tocher@|@toghyr@
@today@|@jiu, laa jiu@
@toe@|@baare-woalley@
@toenail@|@ingin choshey@
@together@|@cooidjagh, lesh y cheilley, my cheilley, ry cheilley@
@toil@|@obbraghey dy jeean, tooilleil@
@toilet@|@premmee@
@toilet paper@|@pabyr premmee@
@told@|@dinsh@
@tolerable@|@fuilleeagh@
@tolerance@|@fuillaghtys@
@tolerate@|@fuillagh, fuillaghtyn@
@toleration@|@fuillaghtys@
@toll@|@keesh@
@toll-keeper@|@freaylleyder keesh@
@tom cat@|@kayt firryn@
@tomato@|@ooyl ghraih@
@tomboy@|@inneen firryn@
@tomorrow@|@mairagh@
@tomorrow night@|@oie ny vairagh@
@tonal@|@tonoil@
@tonality@|@tonoilaght@
@tone@|@baill, toan@
@tongue; language@|@çhengey (pl. çhengaghyn)@
@tongues; languages@|@çhengaghyn@
@tonic@|@aavreeagh@
@tonight@|@oie noght@
@tonsil@|@keshleen@
@too@|@ro@
@too many@|@rour, rouyr@
@too much@|@rour, rouyr@
@tool@|@bwoid, greie, yiarn@
@toot@|@skoll@
@tooth@|@cur kere er, feeackle, feeackle (f)@
@toothache@|@çhingys-feeackle@
@toothless@|@gyn feeackle@
@toothpick@|@birrag eeackle@
@top@|@baare@
@top (of milk)@|@kay (f)@
@top end@|@kione heose@
@topheavy@|@baare-hrome@
@top-heavy@|@kione-hrome@
@top-price@|@lane-leagh@
@topsides@|@troggal eaghtyragh@
@topsy-turvy@|@kione y vreimmey 'syn aer@
@torch@|@doagan, torch@
@torch-bearer@|@ymmyrkagh doagan@
@torment@|@pianjys@
@torpid@|@gyn vree@
@torque@|@tork@
@tort@|@tort@
@tortuous@|@cam-jeeragh@
@toss off@|@bwoailley y crackan@
@total@|@ard-sym, slaneid@
@total loss@|@juail@
@total tonnage@|@trimmid slane@
@totality@|@slaneid@
@totally@|@dy slane@
@touch up@|@aavreckey@
@touchiness@|@friogganys@
@touching@|@mychione@
@touching; concerning@|@bentyn da/rish@
@touchy@|@friogganagh@
@tour of inspection@|@keayrt (f)@
@tourist@|@turrysagh@
@tourist agency@|@oik turrysagh@
@touristic@|@keayrtagh@
@tout@|@tout@
@tow@|@thowal@
@toward@|@er dys, hug@
@towards him@|@ny whaiyl@
@towards me@|@my choair, my whaiyl@
@towards them@|@nyn guaiyl@
@towards us@|@hooin@
@towel@|@toval@
@town@|@balley@
@town hall@|@halley baljagh, halley baljey@
@towns (pl.)@|@baljyn@
@township@|@baljys@
@toxin@|@tomaine@
@tracery@|@ingagh@
@track@|@shelg er@
@trade@|@mergeeys@
@trade wind@|@geay-hraghtee@
@tradesfolk@|@delleyderyn@
@traditional@|@tradishoonagh@
@traditionally@|@dy tradishoonagh, rere tradishoon@
@trafficker@|@delleyder@
@tragedy@|@doo-skeeal@
@tragical poetry@|@dardoonys@
@train@|@traen, ynsaghey@
@trainee@|@fer traenal@
@trainer@|@ynseyder@
@training@|@traenal@
@trait@|@tro@
@tramp@|@shaghrane, troagyraght@
@tramped@|@troagyrit@
@tranquil@|@kiune@
@tranquility@|@kiunys@
@transact@|@dellal rish@
@transcribe@|@aascreeu, mac-screeu@
@transcript@|@mac-screeu@
@transfer@|@astreeaghey@
@transferable@|@yn-astreeaghey@
@transferenc@|@astraghey@
@transference@|@astraghey@
@transfigure@|@caghlaa cummey@
@transfix@|@towley@
@transformed@|@caghlaait@
@transformer@|@caghlaader@
@transfuse@|@caghlaa fuill@
@transfusion@|@caghlaa folley@
@transgress@|@cur rish peccah@
@transgressor@|@peccagh@
@translatable@|@yn-chyndaa@
@transported@|@ymmyrkit@
@transsubstantiation@|@caghlaa sthoo@
@transvestite@|@caghlaader eaddee@
@trauma@|@skeilley@
@travail@|@tooilleil@
@travel@|@jurnaaghey, jurnaahys, troailt@
@travel agency@|@oik turrysagh@
@travelled@|@troailtit@
@travelling@|@jurnaaghey@
@traverse@|@jannoo tessenid, troailt, troailtagh(ey)@
@traversed@|@immeeit harrish, troailtit@
@travesty@|@cam-arrish, jannoo cam-arrish@
@tray@|@trenshoor@
@treacle@|@treegyl@
@treasurer@|@fer tashtee, mac sporran@
@treaties@|@conaantyn@
@treaty@|@conaant@
@treble@|@trebbyl@
@trebly@|@tree keayrtyn@
@treeless@|@gyn billey@
@trek@|@troailt@
@trembling@|@er creau@
@trench@|@trensh@
@trencher@|@trenshoor@
@trend@|@troa@
@trespass@|@trespass@
@trespasser@|@trespasseyr@
@trespassing@|@jannoo assee@
@trey@|@tree@
@trial@|@prowallagh@
@triangle@|@tringyl@
@tribal@|@eggyssagh@
@tribe@|@eggys@
@tribesman@|@dooinney clienney@
@tribune@|@tribune@
@tribure@|@keesh@
@tribute@|@onnor@
@trick@|@geayshteig@
@trickery@|@kialg, kialg cleaysaght@
@tricky@|@kialgagh@
@triennial@|@tree bleeanagh, treebleeantag@
@trier@|@eabbeyder@
@trifle@|@mynred@
@trifler@|@frit@
@trifling@|@begganagh, frittagh, myn-@
@trigraph@|@treescreeu@
@trilateral@|@tree-lhiatteeagh@
@trill@|@rowlal@
@trillion@|@trillioon@
@trilogy@|@treeskeealag@
@trim@|@baarey beg@
@trimeter@|@tree-veadar@
@Trinity@|@treeaght@
@trinomial@|@tree-ennymagh@
@triode@|@treeoid@
@trip@|@jurnaa, trip, trippal@
@triple@|@tree filley@
@triple decker@|@tree laare@
@triplet@|@tree reddyn, triplaid@
@triplicate@|@tree filley, tree reddyn@
@tripper@|@keayrtagh@
@trisect@|@tree-rheynn@
@trisyllabic@|@treeheelagh@
@trivial@|@gyn foaynoo@
@tri-weekly@|@tree laghyn 'sy chiaghtyn@
@troll@|@troal@
@trombone@|@trombone@
@trophy@|@aundyr@
@trot@|@drid, dridal, troytal@
@trot out (as horse)@|@dridal@
@trotted@|@dridit, troytit@
@trotting@|@troytal@
@trouble@|@boirey, trimshey@
@trough@|@ammyr@
@trousers@|@troosyn@
@truancy@|@trugganys@
@truant@|@trugganagh@
@truce@|@scuirr caggee@
@trudge@|@troagyr, troagyraght@
@trudged@|@troagyrit@
@true@|@feer, firrinagh, rieugh@
@truly@|@jeer@
@trump@|@kaart mooar@
@Trump@|@Maaue@
@truss@|@jannoo bart jeh@
@trust@|@treisht, treishteil@
@trusted@|@treishtit@
@trustee@|@treishteilagh@
@trustful@|@neuouryssagh, treishteilagh@
@trustfulness@|@neuourys, treishteilid@
@trusting@|@treishtagh@
@trustworthy@|@barrantagh, treishteilagh@
@trusty@|@treishteilagh@
@tub@|@tubbag@
@tubby@|@beg roauyr@
@tube@|@feddan@
@tubercle@|@gurrin@
@tubing@|@feddan@
@tubular@|@feddanoil@
@tuck@|@walkey@
@tucker@|@walker@
@tucking@|@walkey@
@Tuesday@|@Jemayrt@
@tulip@|@laayl@
@tumble@|@ymmylt, ymmyltey@
@tumeric@|@turmerick@
@tundra@|@tundrey@
@tuneless@|@mee-ving@
@tungsten@|@tungsten@
@turban@|@kione-eaddagh@
@turbulence@|@freayn@
@tureen@|@tooreen@
@turf@|@cur scraa er@
@turn (as rope)@|@kestal@
@turn down@|@injillaghey@
