@Greenlandic@|@English@
@takoqqikkutta@|@when we see each other once more@
@takoqqippaa@|@sees it once more@
@takoqqusaarpoq, takoqqusungaa@|@presents himself @
@takorannaarpaa@|@is pleased to see it@
@takorannaarpoq@|@is pleased to see something@
@takorannaraa@|@finds him (or it) pretty to look at@
@takorannerpoq@|@fascinating@
@takorliuppaa@|@lets it appear @
@takorloorneq@|@vision@
@takorloornikkut takuaa@|@saw him in a vision@
@takorloorpaa@|@sees him or it @
@takorluugaq@|@revelation@
@takorluugaqarluni oqarpoq@|@he said he had had a vision@
@takorluukkersaapoq@|@tells of visions@
@takorluukkersaarut@|@prophecy@
@takornaraa@|@does not know him@
@takornariatorpaa, takornarniarpaa@|@comes to see the new thing he has never seen before@
@takornariatorpoq, takornarniarpoq@|@comes as a stranger in a place@
@takornarilerpaa@|@cannot recognize him@
@Takornarissanut allaffik@|@Travel agency@
@takornarpaa@|@sees it for the first time@
@takornarpoq@|@sees something new@
@takornartaavoq@|@is a stranger@
@takorniorpaa@|@is pleased to see him for the first time or at last@
@takorniorpoq@|@is pleased to see some-one for the first time @
@takorniuupput@|@they are happy to see each other once more@
@takorruugaq, takorroornartoq@|@a vision@
@takorusuppaa@|@is longing to see him or it@
@takoruttorpaa@|@cannot get tired of looking at him@
@takuaa@|@has seen him or it@
@takujarsuppaa@|@sees it indistinctly@
@takujuminarpoq@|@is pleasant to see@
@takujuminarsarpoq@|@decorates himself@
@takujumnarsarpaa@|@decorates him or it@
@takullerpaa@|@is seen by him or it@
@takuluppaa@|@makes fun of him@
@takuminarpoq@|@has a handsome appearance@
@takummigaa@|@finds him or it stately@
@takunaqaatit@|@we see you again@
@takunarpoq@|@is to be seen@
@takunnat@|@eye-apple@
@takunnataatsoorpaa@|@does not manage to see it@
@takunnguvoq@|@is tired of seeing something@
@takunnippoq@|@has had a vision@
@takusarpaa@|@keeps an eye on him or it@
@takussaanngilaq@|@not to be seen@
@takussaarpaa@|@mistakes it for something else@
@takussaavoq@|@to be seen@
@takussugaa@|@finds him or it ugly to look at@
@takussunarpoq@|@looks ugly@
@takutatappaa@|@is tired of seeing it@
@takutippoq@|@reveals himself@
@takutsuppaa@|@jests with him@
@takutsuupput@|@they jest with or make fun of each other@
@takuummaapput@|@they see each other again@
@takuummaavoq@|@sees again@
@takuunnguuppaa, takunnguutigaa@|@is heartily tired of seeing it@
@takuus@|@goodbye, see you@
@talakkappoq@|@talakkappoq@
@talakkassutigaa@|@is careless about it@
@talarteq@|@funnel @
@taleq@|@foreleg@
@taleroq@|@fore flipper @
@talerpiata tungaa@|@his right side@
@talerpik@|@right arm or foreleg@
@talerpilleq@|@farthest to the right@
@talerpimmut@|@to the right@
@talerpiup tungaa@|@right side@
@talerpoq@|@has a swelling in his arm@
@taliffak@|@turnstone@
@talippaa@|@leans or places it against something@
@talippoq@|@leans against something@
@talleqqajuppoq@|@overgrown@
@tallimat@|@five@
@tallisippaa@|@makes it longer@
@tallivaa@|@has had it made longer@
@tallivoq@|@has become longer@
@taloraa@|@keeps back from him@
@talornaraa@|@finds him unapproachable@
@talornarpoq@|@he is not pleasant to approach@
@talorsitsaarpoq@|@turns away people@
@taloruffigaa@|@keeps back because of him@
@talorunnarpoq@|@is held to be of no account@
@taloruppaa@|@keeps back with it@
@taloruppoq@|@keeps back@
@talu@|@partition @
@taluaa@|@puts up a partition for him@
@talulerpaa@|@puts up a partition in it @
@taluvoq@|@puts up a partition for himself@
@tamaasa@|@they all@
@tamaasa tunisarpai ajorsaatigisaannik@|@He gave them all they needed@
@tamaginni@|@everywhere@
@tamaginnit@|@from everywhere@
@tamaginnut@|@on all hands@
@tamakkerlutik aggerput@|@they are all coming@
@tamakkerpaa@|@does something entirely to it@
@tamakkerpai@|@takes them all@
@tamakkerpoq@|@does something entirely@
@tamakkii@|@northeasterly wind@
@tamakkiivoq@|@it blows from the north-east@
@tamakku uiffannik taasarpavut@|@those we call ferns@
@tamalaaq@|@all possible things@
@tamalaat@|@ different@
@tamaleqisappoq, tamaloqisaarpoq@|@turns here and there@
@tamalerpassuit@|@a number of different things@
@tamalit, tamarlit@|@all sorts@
@tamallarput@|@they are scattered@
@tamallarterpai@|@scatters them@
@tamani@|@with@
@tamani tamaani@|@everywhere@
@tamanik@|@as regards all@
@tamanit@|@before all@
@tamanna oqaaserinngilarput@|@that word we do not use@
@tamappoq@|@is fickle@
@tamaq@|@entirely@
@tamaqqavoq@|@does not hit the mark@
@tamariupput@|@they are complete @
@tamarlivoq@|@turns here and there@
@tamarluinnaasa tiguakka@|@I took them all together@
@tamarluinnatta aallarpugut@|@without exception@
@tamarmi@|@he entirely@
@tamarmik takkuanni@|@before everyone@
@tamarmiuvoq@|@is complete@
@tamarpit@|@you entirely@
@tamarsuaraa@|@has him as his all@
@tamarsuaraara@|@he is my all in all@
@tamarsuarmik@|@all together@
@tamarsuuvoq@|@is all@
@tamasipput@|@they are scattered@
@tamassa (manna)@|@here it is@
@tamassa oqaasii@|@those were his words@
@tamassi@|@you all@
@tamassinnit@|@from you all@
@tamat@|@him entirely@
@tamataajarpaa@|@undresses him@
@tamataajarpoq@|@undresses@
@tamataaruppoq, tamataqanngilaq@|@is naked@
@tamatigut@|@everywhere@
@tamatsinnut@|@to us all@
@tamatta@|@we or us all@
@tamatumuuna takunngilara@|@this time I did not see him@
@tamatumuuna, tamatumuunakkut@|@this time@
@tamaviaanarpoq@|@use all one's might@
@tamaviaarpoq, tamatsiaarpoq@|@uses It all his might@
@tamaviat@|@with all his might and main@
@tamkkerput@|@they all do something@
@tammaappaa@|@makes a mistake regarding it@
@tammaarpoq@|@tents@
@tammaavaa@|@has lost sight of it@
@tammajuippoq@|@never gets lost@
@tammajuitsoq, tammajuitsussaq@|@memorial gift@
@tammajuitsussippaa@|@gives him a memorial gift@
@tammarpaa@|@has lost it@
@tammarpoq@|@loses his way@
@tammartajaarpoq, tammartakajaarpoq@|@loses his way@
@tammartarneq@|@transgression@
@tammartippaa@|@lets it be lost@
@tammartitsisoq@|@reducer@
@tammooq@|@draught man@
@tammoorfik@|@draught board@
@tammoorpoq@|@plays at draught@
@tamoraasaarpoq, tamorasisarpoq@|@has got a morsel @
@tamorasaaq, tamorasassaq, tamorasisassaq, tamuasassaq, tamuagassaq@|@morsel@
@tamorpaa@|@chews it@
@tamorpoq@|@chews@
@tamtikkarpoq@|@jumps from the one to the other@
@tamuaat@|@masticatory organ@
@tamuaq, tamuaaq@|@mouthful@
@tamuavaa@|@chews it@
@tamuavoq@|@chews the cud@
@tamugartortut@|@the cud-chewing animals@
@tamuluppoq@|@mumbles@
@tamuluttunnguaq-una@|@he is always seen mumbling@
@tamusserpaa@|@gives him a morsel@
@tamusserpoq@|@takes a morsel@
@tanerpaa@|@forbids him something@
@tanertarpaa, tanerterpaa@|@forbids him @
@tangajorpoq@|@sneezes@
@tangajorsarpoq@|@makes an effort not to sneeze@
@tangeq@|@strength@
@tangeqanngilaq@|@is not solid food@
@tangeqarpoq@|@is solid food@
@tangeqartippaa@|@consecrates him@
@tangeqartitsineq@|@confirmation of baptism@
@tangerit@|@the remainder of fat@
@tangertalerpaa@|@puts meat or balls into it @
@tangertaq@|@meat or balls in soup@
@tangertuvoq@|@is solid@
@tangikippoq@|@is thick (the skin of an animal)@
@tangikut@|@coffee grounds@
@tanippaa@|@greases it@
@tanippoq@|@is greased@
@tappiilliorpaa@|@did not see it@
@tappiilliorpoq@|@had diffeculty in seeing@
@tappiillivoq@|@has had his sight impaired@
@tappiippoq@|@has weak sight@
@tappikanngarpoq@|@it blows from the east@
@tappikujuppoq, tappissuppoq@|@is short-sighted@
@tappingerpoq@|@has become blind@
@tappiorappoq@|@strains his sight in order to see something@
@tappippoq@|@sees well@
@tappiut@|@eyeball@
@taqajak@|@stupid@
@taqaleqisaaq@|@nightbutterfly@
@taqammisaarpoq@|@strikes the water several times@
@taqammivoq@|@strikes the water with the flat side of the paddle @
@taqammorpoq@|@falls into the water with a splash @
@taqammuaq@|@barbed seal @
@taqammuuppaa@|@swallows it@
@taqamuppaa, taqammorpaa@|@arrives at it on a rough calculation guesses@
@taqamut@|@at a rough calculation@
@taqamut iseqarpoq@|@comes at the right moment@
@taqaq@|@vein@
@taqarsiorpaa@|@bleeds him@
@taqarsiortippoq@|@lets himself be bled@
@taqarsiut@|@instrument@
@taqimaappoq@|@is frank@
@taqimavoq@|@is reserved@
@taqippoq@|@is reserved@
@taqisaarpaa@|@makes it shrink @
@taqissorpaa@|@steals upon it or him@
@taqqattorpoq@|@suffers from varicose veins@
@taquaq@|@travelling provisions@
@taquarfik@|@provision-basket@
@taquarpoq@|@has travelling provisions@
@taqusserpaa, taqussippaa@|@supplies him with provisions for his journey@
@taqusserpoq@|@supplies himself with travelling provisions@
@taqussiuppaa@|@gives it him as traveling provisions@
@tarnima nalunngissusia@|@my conscience@
@tarraleqisaaq@|@ray @
@tarrup ataaniippoq@|@sits in the darkness@
@tasa eller asu!@|@leave me alone!@
@tasinnguaq tajartorpaa@|@paddIes a kayak on the Iittle lake@
@tassa akiata naammaqutissaa@|@here is what was lacking in the payment@
@tassa ikikinnera@|@it is the narrowest place to cross@
@Tassa illusimaviga@|@it is he I am living with@
@tassa naluanaaqqutsiara@|@this is my mark@
@tassaamisaarpoq@|@there are breakers@
@tassaarpoq@|@the sea breaks against the shore@
@Tassuuna attornanga!@|@Don't touch me there!@
@tatsit qaliariit@|@lakes in the shape or terraces@
@taxa@|@taxi@
@terianniaq@|@fox@
@ti tuisend (from 13 and on it's used Danish numbers)@|@ten thousend@
@tii@|@tea@
@tikeraat pakasarpaatigut@|@the guests surprised us@
@tikilluarit@|@welcome@
@tikilluaritsi@|@welcome@
@tikka mamarpoq@|@its smell tastes good@
@tillinniartoq qaninngarparput@|@we surprised the thief@
@Timersortarfik@|@Sports hall@
@timmisartoqarfik@|@airport@
@timmisartut mittarfiat@|@airfield@
@to hundrede (from 13 and on it's used Danish numbers)@|@two hundred@
@toqqortama erniai@|@the interest on my saved-up capital@
@toqqup paa, paava@|@tent door@
@tredive (from 13 and on it's used Danish numbers)@|@thirty@
@tres (from 13 and on it's used Danish numbers)@|@sixty@
@tretten (from 13 and on it's used Danish numbers)@|@thirteen@
@tuavioaqaat?@|@are you in a hurry? @
@tuia nakkarpoq@|@his shoulder is out of joint@
@tujooruk qajartuuserisartagara@|@the jacket I generally wear when paddling in a kayak@
@tukkuippoq@|@undoubtedly the same word as ivdlerpoq@
@tuluttut@|@English@
@tuluttut oqalusinnaavit?@|@do you speak English?@
@Tuluuvunga@|@I am English@
@tunissut eqqaaniutissiaq@|@keepsake@
@tunu@|@east Greeland@
@tupilak@|@tupilak@
@tuttu@|@Reindeer@
@tuttup aagiai@|@the antlers of the reindeer@
@tyskisut@|@German (people)@
@Tyskiuvunga@|@I am German@
@tyve (from 13 and on it's used Danish numbers)@|@twenty@
@uaa@|@take care!, Fie!, For shame!@
@uaarpoq, uaartorpoq@|@calls uâ, bawls.@
@uagut@|@we@
@uanga@|@I@
@uanga nammineq@|@I myself@
@uanga patsisaavunga@|@it is I who am the cause of it@
@uappaa@|@deceives him@
@uartaq@|@wooden plug @
@uernarnarpoq@|@is somniferous @
@uernarnermit  oqassarlerpunga@|@I could not say any more@
@uernarpoq@|@is sleepy@
@uernassaqanngilaq@|@is not sleepy@
@uerulavoq@|@speaks in a squeaking voice@
@ueruluppoq@|@suddenly bursts out crying @
@ugg@|@ugh! @
@uggornaqaaq, ugguarnaqaaq@|@it is annoying@
@uggorpoq, ugguarpoq@|@is angry, annoyed@
@ugguuna kaportarpunga@|@here I feel a stitch@
@ugguutigaa@|@is annoyed by it@
@uiannisiaarpoq@|@growls (dog or wild animal)@
@uiaq@|@young white whale@
@uiariaa sivisoqaaq@|@it takes a long time to pass around that head-land@
@uiariaq@|@that which one must pass by@
@uiariik@|@white whale with her young one@
@uiarpaa@|@passes round a headland or the like@
@uiartorpaa@|@tears it to pieces @
@uiffak@|@fern@
@uiffaq@|@projecting land which one must skirt@
@uiggiut@|@affix@
@uiggiutit@|@twisted sinew thread with which skins for a kayak are pieced together@
@uigu, uiu@|@addition (to the length of something) @
@uiguaa, uiuaa@|@adds something to its length@
@uigukumiaq, uiguloquttaq@|@surname, family name@
@uiguleriippai@|@ties, knits them together@
@uiguleriissorpai@|@knits them together several times@
@uiguneq@|@eking@
@uigunnerpaa@|@lengthens it by adding a piece@
@uigunnersorpaa@|@lengthens it by several additions@
@uiguut@|@dash@
@uikumiaq@|@surname@
@uiloq@|@blue mussel@
@uiloraasaarpoq@|@is tossed about on the sea @
@uiloraq@|@small bivalve@
@uilortarpoq@|@gathers bivalves@
@uilortorpoq@|@eats bivalves@
@uiluik@|@scallop@
@uini ernertaarfigaa@|@has borne a son to her husband@
@uini panissaarfigaa@|@gets a daughter by her husband@
@uinngialavoq, uinngialaarpoq@|@sounds like a whistle@
@uinngiarpoq@|@whistles @
@uinngiartorpoq, uinngiarsorpoq, uinngiarsuppoq, uinngiarsorpaa@|@whistles@
@uiorleq@|@the appendage farthest out@
@uippaa, uinngiarsorpoq@|@wind or current carry him @
@uippallerpoq, uippallappoq@|@opens his eyes wide with fright @
@uippallersippaa@|@makes him open his eyes wide@
@uippalliuppaa@|@is anxious for him@
@uippoq, uinngiarpoq@|@opens his eyes@
@uisaavoq@|@has been carried out to sea with the ice@
@uisanguserpoq@|@becomes perplexed@
@uisaq uinngiarsorpaa@|@human being or animal@
@uisaqqalaarpoq@|@blinks@
@uisaqqarpoq@|@has his eyes slightly open@
@uisaruserpoq@|@gets busy because of a sudden fright@
@uisatippaa@|@makes him open his eyes wide@
@uisavoq@|@has his eyes open@
@uisippaa@|@makes him see@
@uisivoq@|@opens its eyes @
@uisorerfigaa@|@winks at him@
@uisorernerinnakkut uisoriinnaq@|@at a moment@
@uisorerpoq@|@blinks@
@uisorersarfigaa, uisorersorfigaa@|@blinks at him repeatedly@
@uisorersarpoq, uisorersorpoq@|@blinks@
@uisorilavoq@|@twinkles@
@uissaarpoq@|@turns giddy @
@uissanngunarpoq@|@it makes one giddy@
@uissannguvoq@|@is giddy@
@uissuppaa@|@is accustomed to it @
@uissuumminarpoq@|@causes surprise@
@uissuummissutigaa@|@is surprised at it@
@uissuummivoq@|@gets surprised@
@uitsappaa, uitsatigaa@|@gets frightened @
@uiverput, uiversorput@|@they run about among each other gambolling @
@ujaappaa@|@looks after something @
@ujaasivoq, ujaasivoq@|@on behalf of the survivors@
@ujajaarsuppoq@|@abandons something@
@ujajaarsuutigaa@|@distributes it@
@ujajaasoq@|@robber@
@ujajarpaa, ujajaarpaa@|@throws it for scrambling@
@ujakkaarpoq@|@hurries@
@ujakkarpaa@|@bends down in order to see it@
@ujakkarpoq@|@bends over something in order to see what is below@
@ujalerineq, ujallerineq@|@rheumatism@
@ujalerivoq, ujallerivoq@|@has a pain in his sinews@
@ujaloqanngilaq@|@has no strength@
@ujalu, ujaloq@|@sinew thread@
@ujaluaa@|@threads it @
@ujaluit@|@strength@
@ujalussaq@|@sinew thread @
@ujalussaqartinngilara@|@I have no thread to sew it with@
@ujalussiaq@|@sewing thread@
@ujaluuteqanngilaq@|@has no sinew thread@
@ujameriak@|@only in@
@ujameriappoq@|@it (the place) swarms with something@
@ujameriapput@|@they swarm@
@ujameriassuit@|@a swarming crowd@
@ujamerissat@|@crowd@
@ujamerpaa, ujamilerpaa@|@puts him or it into a necklace@
@ujamiliuppaa@|@ties it as a necklace@
@ujamippaa@|@carries it (the hand, the arm) in a bandage@
@ujamissaarpoq@|@has got a new necklace@
@ujammerpoq, ujamilerpoq@|@puts on a necklace@
@ujammit@|@necklace@
@ujangippoq (ujappoq)@|@bends over something in order to see what is below it@
@ujappoq@|@stretches himself@
@ujaqqap ilaa qernerpoq ilaa aappalulluni@|@part of the stone is black@
@ujaqqat erlinnartut@|@precious stones@
@ujaqqeraaq, ujaqqerivoq@|@breaks stones@
@ujaqqiarpoq@|@goes to fetch stones@
@ujaqqiuserpaa@|@takes ballast into it @
@ujaqqiut@|@ballast@
@ujaraarserpoq@|@has lost the sinker @
@ujaraasiaq@|@china@
@ujarak@|@stone@
@ujarak eqqaassutissiaq@|@monumental stone@
@ujarassaq@|@suitable for a sinker@
@ujarattaatissaq@|@boat or barge for fetching stones@
@ujarattarpoq@|@fetches stones@
@ujarattassaq@|@memorial stone@
@ujariagaa@|@feels the lack of him @
@ujarianarpoq, ujarianaqaaq@|@is missed@
@ujariatsivoq@|@misses something@
@ujaritsinarpoq, ujariatsinaqaaq@|@one misses that which one was accustomed@
@ujarlersigaara@|@it was he who was looking for me@
@ujarliuppaa@|@looks after something @
@ujarpaa@|@seeks it@
@ujarpara@|@I'm looking for@
@ujatsiuserpoq@|@buttons his braces@
@ujatsiutit@|@braces @
@ujoruk@|@child of one's sister@
@ujukkuaq@|@bait@
@ujukkuartorpoq@|@catches gulls by throwing a line with a piece of blubber @
@ujukkuartuut@|@line with a bait by which gulls are caught@
@ujumik@|@frost smoke@
@ujumippoq@|@there is a frost smoke@
@ujunnguartorpoq, uujungujortorpoq@|@suddenly feels cold@
@ujunngujoorfigai@|@throws something @
@ujunngujoorpaa@|@throws it for scrambling@
@ujunngujoorpoq@|@throws for scrambling@
@ujunngujoorut@|@that which is thrown for scrambling@
@ujunngujoorutigaa@|@throws it for scrambling@
@ujunngujoorutissat@|@something to be thrown for scrambling@
@ujuvippoq@|@is foggy@
@ukaleq@|@hare@
@ukaleriaq@|@albino@
@ukalerpoq@|@catches a hare@
@ukaliaq@|@young hare@
@ukaliatsiaq@|@ermine @
@ukalinnguaq@|@rabbit@
@ukaliusaq@|@rabbit@
@ukaliusat@|@cotton grass @
@ukamarpoq, ukumarpoq@|@sways backwards and forwards@
@ukeruuppoq@|@presses through something @
@ukiaavoq@|@is autumn@
@ukiakkut@|@in the autumn@
@ukiaq@|@autumn@
@ukiarpoq@|@becomes or has become autumn@
@ukiarserpoq@|@is out late in the autumn@
@ukiaru@|@in autumn@
@ukiigatta@|@last winter@
@ukiivia@|@his wintering place @
@ukiivik@|@wintering place@
@ukiivoq@|@spends the winter@
@ukioq@|@winter@
@ukiorippoq@|@has a good winter@
@ukiorpoq@|@winter has come@
@ukiortaami pilluarit@|@a happy new year@
@ukiortaaq@|@new year@
@ukiortaarsiorpoq@|@celebrates the new year@
@ukiortaq@|@year-old animal@
@ukippaa@|@drills an eye in it @
@ukisaat@|@decoy @
@ukiukkut@|@in winter@
@ukiumi@|@this year@
@ukiussaq ernumaqaarput@|@we are very anxious about the coming winter@
@ukiut sisamat tamaaniippunga@|@for four years I have been there@
@ukiuuppaa@|@the winter came upon him @
@ukiuuvoq@|@is winter@
@ukivoq@|@has a mind to more of the same thing@
@ukkappaa@|@only thinks of that@
@ukkiarneq@|@chisel@
@ukkippaa@|@stares at it@
@ukkissivoq@|@stares before him@
@ukkut@|@something over which it has been bent@
@uku@|@they@
@ukuaa@|@his daughter-in-law@
@ukuaasaq@|@sister-in-law (through a stepson or half-brother)@
@ukuaq@|@sister-in-law@
@ukuaqataa@|@her sister-in-law@
@ukuaqatigiit@|@sisters-in-law@
@ukullersaarpoq@|@acts sensibly@
@ukulluippoq@|@has a good brain@
@ukungavoq@|@folded up @
@ukuppaa, ukutippaa@|@bends it together@
@ukusarfigaa@|@cups him@
@ukusarfigitippoq@|@is cupped@
@ukusarpoq@|@bends together frequently@
@ukusartut@|@cupping glass@
@ukussi@|@his (refl.) daughter-in-law@
@ukutseq@|@heart-pit@
@ukutsera ajorpoq@|@has a pain in his heart-pit@
@ukutseriippoq@|@it is there with you@
@ukutserissaat@|@remedy against a feeling of heart-sickness@
@ukutserluppoq, ukutsilerivoq, ukutsileraaq@|@feels heart-sick@
@ukutsia kassuppoq@|@has palpitation of the heart@
@ukutsianut ilivara@|@I placed it on that side of him @
@ukuvoq@|@breaks down@
@ulamerpoq@|@is cylindrical@
@ulammarippoq@|@is exactly round@
@ulammusaq, ulannerusaq@|@of louse wort @
@ulapigaa@|@has no time for it@
@ulapippoq@|@is busy@
@ulapisaat@|@diversion something to divert one's thoughts with@
@ulapisaatigaa@|@diverts his thoughts @
@ulapisarpaa@|@tries to divert him by giving him@
@ulapisarpoq@|@diverts himself@
@ulapissut, ulapput@|@that which keeps one busy@
