@English@|@Macedonian@
@play about (around)@|@gubi vreme, mati, pletka, se mae@
@play act@|@se preprava@
@play along@|@odolgovle~uva, vle~ka za nos (fig)@
@play an ape@|@imitira, majmunisuva, pravi sme{ki@
@play at dibs@|@igra a{ici@
@play both ends against middle@|@gleda seir@
@play by ear@|@sviri po sluh@
@play by ear (fig)@|@fleksibilen e, se prilagoduva@
@play card@|@karta za igrawe@
@play cricket@|@fer, igra ~esno@
@play down@|@ko~i@
@play fast and loose@|@neodgovorno se odnesuva, se poigruva@
@play first fiddle@|@sviri prva violina@
@play for love@|@ne igra za pari@
@play for safety@|@odi na sigurno@
@play for time@|@odolgovle~uva@
@play hooky@|@bega od ~asovi@
@play in@|@pre~ekuva so muzika, se zagreva (fig)@
@play into the hands@|@odi na raka@
@play it cool@|@ladnokrven e, postapuva spokojno (poleka)@
@play it one's own way@|@tera po svoe@
@play of words@|@igra na zborovi@
@play off@|@prestanuva da igra@
@play off 1@|@glumi, se natprevaruva, se preprava@
@play off 2@|@re{ava~ki natprevar@
@play on@|@dopira (so topka)@
@play one's card well@|@dobro se snao|a@
@play opossum@|@se preprava umren@
@play out@|@iscrpuva, ispolzuva ({ansa), odigruva, zavr{uva@
@play out 2@|@ispra}a so muzika@
@play the ball with sb@|@prifa}a kako partner nekogo@
@play the field@|@menuva partneri@
@play the fool@|@izleguva budala@
@play the game@|@igra fer, se pridr`uva do pravilata@
@play the game (fig)@|@~esno se odnesuva@
@play the man@|@hrabro se odnesuva@
@play the market@|@kupuva i preprodava@
@play through@|@prodol`uva so igra@
@play to the gallery@|@gi pridobiva {irokite masi@
@play up@|@aktivno u~estvuva, igra so seto srce, se zalaga@
@play up 2@|@reklamira, se dodvoruva, zadava neprijatnosti@
@playacting@|@prepravawe@
@playback@|@plejbek@
@playback 1@|@reproducira@
@playbill@|@programa (za teatar)@
@playboy@|@plejboj@
@player@|@glumec, igra~, ispolnitel (na sonata fuga)@
@player piano@|@mehani~ki klavir@
@playful@|@palav, razigran, vesel@
@playfulness@|@palavost, razigranost, veselost@
@playgoer@|@posetitel redoven na teatar@
@playground@|@igrali{te@
@playhouse@|@teatar@
@playmate@|@drugar vo igra@
@playpen@|@ograda za bebe@
@playroom@|@soba za igra@
@playsuit@|@obleka za igra@
@plaything@|@"igra~ka"@
@playtime@|@vreme za igra@
@playwright@|@dramski pisatel@
@plead guilty@|@priznava vina@
@please accept my condolences@|@ve molam primete moe so~uvstvo@
@pleat@|@dipla, dipli, falta, isfaltuva, izdipluva@
@pleb@|@~ovek so nisko poteklo, plebeec@
@plebby@|@od nisko poteklo@
@plebeian@|@plebejski, prostonaroden@
@plebiscite@|@plebiscit@
@plenitude@|@bogatstvo, izobilie, potpolnost, zaokru`enost@
@pleonasm@|@pleonazam@
@pleonastic pleonastically@|@pleonasti~en@
@plethora@|@prezasitenost@
@plethoric@|@prezasiten@
@pleurisy@|@plevrit@
@plover@|@primorska krajbre`na ptica@
@ploy@|@manevar, trik@
@pluck@|@bere, istrgnuva, izvlekuva, izvlekuvawe, kube, kubewe, odva`nost, smelost, trga, trgawe, vadi@
@pluckiness@|@smelost@
@point of view@|@gledi{te, to~ka na gledawe@
@pole vault@|@skok so stap@
@police blotter (Am)@|@policiski dnevnik@
@polity@|@dr`ava, politi~ko ureduvawe@
@polo@|@polo@
@polo neck@|@maica), trkalest otvor (na xemper@
@polonaise@|@poloneza@
@polony@|@svinski kolbas@
@poltroon@|@poltron@
@poltroonery@|@poltronstvo@
@polyglot@|@poliglot@
@polygon@|@mnoguagolnik, poligon@
@polygonal@|@mnoguagolen@
@polyp(us)@|@polip@
@polypous@|@so polip@
@pomade@|@briljantin, ma~ka so brilijantin@
@pompom@|@cucka, tufka@
@ponce@|@makro, naduenko@
@ponce about (around)@|@gubi vreme, se due, se mafta@
@poncho@|@pelerina, pon~o@
@poncy@|@naduen@
@pond@|@ribnik, ve{ta~ko ezerce@
@pone@|@p~enkarnik@
@Pons Asinorum@|@Magare{ki most, s# {to e te{ko za po~etnici@
@poodle@|@pudla@
@poor quality goods@|@nekvalitetna stoka@
@poplar@|@jasika, topola@
@poplin@|@puplin@
@popper@|@kop~a@
@poppet@|@kukle, mili~ko@
@poppy@|@afion, bulka, mak@
@poppycock@|@budalija@
@populace@|@{iroki narodni masi@
@populate@|@naseluva@
@population@|@naselenie, populacija@
@populism@|@narodni{tvo@
@populist@|@narodnik@
@populous@|@gusto naselen@
@populousness@|@gusta naselenost@
@porcelain@|@porcelan@
@porch@|@predvorje, trem (Am)@
@porcupine@|@bockavo prase@
@pork@|@svinsko meso@
@porker@|@svin~e (za kolewe)@
@porky@|@"svin~e", debel@
@porphyry@|@porfir@
@porpoise@|@mal delfin@
@port of call@|@pristani{te@
@portico@|@portiko, vlez so nastre{nica@
@portion@|@~eiz, dava del, del, miraz, porcija, sudbina (lit)@
@portliness@|@prili~na zaoblenost@
@portly@|@mo{ne zaoblen, polni~ok ~ovek@
@posse@|@odred (dobrovolci za za{tita), potera@
@postdate@|@postdatira, stava podocne`en datum@
@posterior@|@podocne`en, zaden, zadnica (sleng)@
@posterity@|@potomci@
@postgraduate@|@postdiplomec, postdiplomski@
@posthumous@|@posmrten (slava)@
@postmeridian@|@popladneven@
@power of attorney@|@opolnomo{tuvawe@
@presentiment@|@pret~uvstvo (na)@
@pressupose@|@podrazbira, pretpostavuva@
@prestidigitation@|@ma|epsuvawe, opsenuvawe@
@prestige@|@presti`, ugled, vlijanie@
@prestigious@|@presti`en, ugleden@
@presuppose@|@podrazbira, pretpostavuva@
@presupposition@|@pretpostavka@
@preterit(e)@|@minato vreme, preterit@
@pretext@|@izgovor, izvinuvawe, pretekst@
@pretzel@|@perek@
@prevaricate@|@izbegnuva vistina, izmrduva@
@prewar@|@predvoen@
@primate@|@arhiepiskop, nadbiskup, primat (cica~)@
@primordial@|@primordijalen, prvobiten@
@prince consort@|@soprug na kralicata@
@prizoner at the bar@|@zatvorenik vo sudnica@
@prolapse@|@iskilavenost, kila, se iskilavuva@
@prole@|@proleter@
@proletarian@|@proleterski@
@proletariat@|@proletarijat@
@proliferate@|@raste, se mno`i, se plodi@
@proliferation@|@razmno`uvawe, zgolemuvawe na broj@
@prolific.ally@|@bogat, ploden, plodonosen, produktiven@
@prolix@|@op{iren, razvle~en@
@prologue (prolog)@|@predigra, prolog, uvod@
@prolong@|@oddol`uva, odolgovle~uva@
@prolongation@|@oddol`uvawe, odolgovle~uvawe, prolongirawe@
@prolongation 1@|@prodol`enie@
@prolonged@|@dolgotraen@
@prom@|@igranka (Am), pro{etka (razg), promenaden koncert@
@promenade@|@{etali{te, korzo, pro{etka@
@promenade (arch)@|@terasa@
@promenade concert@|@promenaden koncert@
@promenade deck@|@gorna paluba (na brod)@
@prominence@|@eminentnost, ispaknatina, istaknuvawe, va`nost@
@prominent.ly@|@{to otskoknuva, istaknat, va`en, zna~aen@
@promiscuity (promiscuousness)@|@promiskuitet, seksualna sloboda@
@promiscuous@|@izme{an, nezibirliv, zbrkan (lit)@
@promiscuous.ly@|@bez seksualn ograni~uvawa, so pove}e seks partneri@
@promise@|@se zakanuva (razg), vetuva, vetuvawe, zbor (daden)@
@Promised Land@|@Vetena Zemja@
@promising@|@{to vetuva mnogu, poln so vetuvawa@
@promissory (promissorily)@|@{to obvrzuva@
@promissory note@|@obvrznica@
@promonotory@|@rt ('rt)@
@promote@|@podr`uva, promovira, unapreduva, zakrepnuva@
@promotion@|@promocija, promoviran proizvod, unapreduvawe@
@promotional@|@{to unapreduva@
@promotor@|@promotor, sredstvo {to zakrepnuva, zakrepnuva~@
@prompt (adj)@|@brz (vo reagirawe), podgotven, to~en@
@prompt (adv)@|@to~no@
@prompt (n)@|@potsetuvawe@
@prompt (v)@|@{epnuva, nateruva, potstreknuva, predizvikuva@
@prompt box@|@kabina za {epta~ (v teatar)@
@prompt copy@|@tekst na {epta~ (v teatar)@
@prompter@|@{epta~ (vo teatar)@
@promptly@|@brzo, na vreme, to~no, vedna{@
@promptness (promptitude)@|@brzina (na reagirawe), podgotvenost@
@promulgate@|@donesuva (zakon), proglasuva@
@promulgate 1@|@rasprostranuva (ideja), razglasuva@
@promulgation@|@donesuvawe (zakon), proglasuvawe, razglasuvawe@
@promulgator@|@proglasuva~, razglasuva~@
@pronominal@|@pronominalen, zamenski@
@pronoun@|@zamenka@
@propaganda@|@propaganda@
@propagandise@|@vr{i propaganda@
@propagandist@|@propagandist@
@propel@|@dvi`i, tera@
@propensity@|@sklonost (kon)@
@proper@|@pogoden, prav, prikladen, propisen, to~en@
@prophecy@|@pretska`uvawe, proro{tvo@
@prophesy (v)@|@pretska`uva, prorekuva@
@prophet@|@pobornik, pretska`uva~, prorok@
@prophetess@|@pretska`uva~ka, proro~nica@
@prophetic prophetical@|@proro~ki@
@prophylactic@|@profilakti~en, za{titen@
@prophylactic (n)@|@za{titno sredstvo@
@prophylaxis prophylaxes@|@profilaksa@
@propinquity@|@bliskost (do), srodnost (na du{i idei)@
@proponent@|@pobornik@
@proposal@|@bra~na ponuda, nazdravuvawe, predlagawe, predlog@
@propose@|@ponuduva (brak), pravi planovi, predlaga, se gotvi@
@propose a motion@|@stava predlog na diskusija@
@propose a toast@|@pie na zdravje@
@proposition@|@partner (razg), ponuda, predlog za seks@
@proposition (v)@|@nudi, predlaga vodewe qubov@
@proposition 1@|@propozicija@
@propound@|@postavuva (pra{awe)@
@propulsion@|@pogon@
@propulsive@|@pogonski@
@proscenium (pl proscenia)@|@predbina@
@proscribe@|@`igosuva (javno), zabranuva (so zakon)@
@proscription@|@`igosuvawe, zabrana@
@prosodic.ally@|@prozodijski@
@prosody@|@prozodija@
@prostate@|@prostata@
@prostitute (coll Br - pro)@|@prostitutka@
@prostitute (v)@|@obezvrednuva, prodava (~est ideali), prostituira@
@prostitution@|@obezvrednuvawe, prodavawe (~est), prostitucija@
@protagonist@|@akter, glaven junak, pobornik, protagonist@
@protean@|@protejski, so mnogu lica@
@protein@|@protein@
@protocol@|@protokol@
@proton@|@proton@
@protoplasm@|@protoplazma@
@prototype@|@prototip@
@protuberance@|@ispup~uvawe, izrastok@
@protuberant@|@ispup~en, isturen (napred)@
@provenance@|@poteklo@
@provender@|@klopa (razg), krma, provijant, sto~na hrana@
@proverb@|@poslovica@
@proverbial@|@od poslovica, poslovi~en@
@proverbially@|@preku poslovica@
@providence@|@{tedlivost (arh), Gospod, providenie@
@providential@|@praten od Gospoda, roden so yvezda, sre}en@
@prow@|@klun (na brod)@
@prowess@|@hrabrost, juna{tvo, majstorstvo@
@prude@|@"fin" ~ovek (`ena)@
@prudery (prudishness)@|@"finost"@
@prudish@|@"fin" ~ovek (`ena)@
@psalm@|@psalma@
@psalmist@|@onoj {to pi{uva psalmi, psalmist@
@psalmody@|@peewe psalmi@
@psalter@|@psaltir@
@psaltery@|@citra@
@pseud (Br coll)@|@voobra`enko@
@pseudo@|@{to se preprava, somnitelen@
@pseudonym@|@psevdonim@
@pseudonymous@|@psevdonimen (napis literatura), so psevdonim@
@psst (interj)@|@pst@
@psychopath@|@psihopat@
@psychopathic.ally@|@psihopatski@
@ptarmigan@|@alpska koko{ka@
@ptomaine@|@ptomen@
@ptomaine poisoning@|@truewe so meso@
@pub@|@kr~ma, pab@
@pub crawl@|@odi od kr~ma vo kr~ma (sleng)@
@puberty@|@pubertet@
@pubic@|@pubi~en, sramen (koska vlakna)@
@public conveyance@|@sredstvo za javen soobra}aj@
@publish the banns@|@objavuva ven~avka@
@puce@|@bordo (boja)@
@puck@|@|aol~e, Duh@
@puck 1@|@plo~ka (za hokej)@
@puckish@|@|aolest@
@pudenda (pl)@|@sramni organi@
@pule@|@civka, kme~i@
@pull sth to bits@|@izraskinuva ne{to, raspar~uva ne{to@
@pullet@|@kokov~e@
@pulley@|@~ekrek, rodan, vitel@
@pulmonary@|@od belite drobovi@
@pulpit@|@propovedawe, propovednica@
@puma@|@puma@
@pumice@|@pemza@
@pumpkin@|@tikva@
@pun@|@igra so zborovi, se igra so zborovi@
@punitive@|@kaznen, mnogu te`ok (zada~a)@
@punster@|@{egaxija@
@purlieus@|@okru`ie, pograni~na oblast@
@purloin@|@krade@
@purloiner@|@kradec@
@purport@|@izgleda, se ~ini, smisla, zna~ewe@
@purr@|@izrazuva zadovolstvo, mrmori, prede (ma~ka)@
@pursiness (arch)@|@zaduv@
@pursy (arch)@|@bez zdiv, so zaduv@
@purulence@|@gnoewe@
@purulent@|@gnoen@
@purvey@|@nabavuva@
@purveyance@|@snabduvawe@
@purveyor@|@intendant, snabduva~@
@pus@|@gnoj@
@push up the daisies (coll)@|@pogreban e@
@pussy@|@dunda@
@put an advertisement@|@dava oglas@
@put an affront upon sb@|@javno navreduva nekogo@
@put in action@|@pu{ta vo pogon@
@put muscle@|@se trudi, vlo`uva napori@
@put on an act@|@se preprava@
@put out of action@|@isfrla od borba@
@put pen to paper@|@stava na hartija@
@put sb to the blush@|@zasramuva nekogo, zbunuva nekogo@
@put the blame on sb for sth@|@frla vina vrz nekogo@
@put the idea behind one (fig)@|@ne razmisluva za ne{to, odbiva da misli na ne{to@
@put the lid@|@stava kapak ozgora, stava kraj (na)@
@put to good account@|@dobro upotrebuva (pari-znaewe)@
@put two and two together@|@mu teknuva, zaklu~uva@
@put up the banns@|@objavuva ven~avka@
@putative@|@bo`emski, navoden@
@putrefaction@|@gniewe, gnile`@
@putrefactive@|@{to predizvikuva gniewe@
@putrefy@|@gnie, izgniva@
@putrescence@|@rasipuvawe (na hrana), raspa|awe@
@putrescent@|@{to gnie, {to se raspa|a, rasipan (riba konzerva)@
@putrid@|@gnil, skapan, u`asen (sl)@
@putridity@|@gnilost@
@putsch@|@pu~@
@puzzle@|@problem, te{ka zada~a, zabuna, zagatka@
@puzzle (v)@|@izma~uva (um), se pra{uva ({to da stori), zbunuva@
@puzzle (vi)@|@razmisluva (vrz), se ~udi (za)@
@puzzle lock@|@brava so {ifra@
@puzzle out@|@bara re{enie, odgatnuva@
@puzzlement@|@~udewe, zbunetost@
@puzzler@|@te{ko pra{awe, zagado~na li~nost, zagatka@
@pygmaean (pigmean)@|@pigmejski, xuxest@
@pygmy (pigmy)@|@mal ~ovek, pigmeec, xuxe@
@pyjama@|@pi`amen@
@pyjamas (Am pajamas)@|@~intijani, pi`ami@
@pylon@|@pilon, porta so stolbovi, vlez vo egipetski hram@
@pylon 1@|@dalekuvod, kula@
@pyramid@|@piramida@
@pyramidal@|@piramidalen@
@pyre@|@klada@
@Pyrex@|@ognootporno staklo@
@Pyrhic@|@pirovski@
@Pyrhic victory@|@Pirova pobeda@
@pyrites@|@pirit@
@pyromania@|@piromanija@
@pyromaniac@|@piroman@
@pyrotechnic@|@pirotehni~ki@
@pyrotechnics@|@izblik (zborovi muzika), ognomet, pirotehnika@
@pyrotechnist@|@pirotehni~ar, stru~wak za ognomet@
@Pythagorean@|@Pitagorin@
@Pythagorean theorem@|@Pitagorina teorema@
@python@|@piton@
@pyx@|@sad za nafora@
@qua (prep)@|@kako, vo svojstvo na@
@quack@|@kvaka (patkata), kvakawe@
@quack 1@|@{arlatan, bapski lekar@
@quackery@|@{arlatanstvo, bapsko le~ewe@
@quad@|@~etiriagolen dvor@
@Quadragesima@|@Sveta ~etiriesetnica, Veliki post@
@quadrangle@|@~etiriagolen dvor, ~etiriagolnik@
@quadrangular@|@~etiriagolen@
@quadrant@|@~etvrtina od krug, kvadrant@
@quadrate@|@kvadrat@
@quadrate (v)@|@odgovara, prilagoduva na, se slo`uva@
@quadratic@|@kvadraten@
@quadratic equation@|@kvadratna ravenka@
@quadrilateral@|@~etiriagolnik, ~etiristran@
@quadrille@|@kadril@
@quadruped@|@~etirino`ec@
@quadruplet (quad)@|@bebe (edno) od ~etvorka@
@quaff@|@golta, pie@
@quaff (n)@|@goltka (golema)@
@quaff off@|@ispiva so eden zdiv@
@quagmire@|@blati{te, mo~urliva oblast@
@quail@|@potpolo{ka, prepelica@
@quail 1@|@pretrpnuva, se prepla{uva, treperi@
@quaint@|@neobi~en, privle~en, starinski@
@quaintness@|@neobi~nost, privle~nost@
@quake@|@potreperuva, se trese@
@quake (n)@|@potres, zemjotres@
@Quaker@|@kveker@
@qualification@|@diploma, kvalifikuvawe, modifikuvawe, opredeluvawe, osposobuvawe, ubla`uvawe@
@qualifications@|@kvalifikacii, stru~nost@
@qualified@|@kvalifikuvan, obu~en, stru~en@
@qualifier@|@kvalifikator@
@qualify@|@osposobuva, se kvalifikuva@
@qualify (v)@|@ima (dava) kvalifikacii@
@qualify (vt)@|@modifikuva, opredeluva, ubla`uva@
@qualitative.ly@|@kvalitativen@
@quality@|@dobra osobina, kvalitet, odlika@
@qualm@|@nesigurnost, somnenie@
@qualm 1@|@~uvstvo na povra}awe, lo{ewe@
@qualmish@|@somni~av@
@quandary@|@nevolja, tesno@
@quantifiable@|@izmerliv, merliv@
@quantify@|@meri@
@quantitative@|@koli~inski, kvantitativen@
@quantity@|@koli~ina, kvantitet, mno`estvo@
@quantum (pl quanta)@|@kvantum@
@quantum theory@|@kvantna teorija@
@quarantine@|@karantin, stava vo karantin@
@quarrel@|@karanica, kavga, raspravija@
@quarrel (v)@|@rasprava, se kara, spori@
@quarrelsome@|@kavgaxija@
@quarry@|@kamenolom@
@quarry (v)@|@kopa (stari dokumenti), kr{i (kamen), vadi (pesok)@
@quarry (vi)@|@se zakopuva (vo stari knigi)@
@quarry 1@|@plen, ulov@
@quarryman@|@rabotnik vo kamenolom@
@quart@|@kvart (1.135 litri)@
@quarter@|@~etvrt, ~etvrtina, kvartal@
@quarter (Am)@|@~etvrt dolar (25 centi)@
@quarter (v)@|@deli na ~etiri, ras~ere~uva@
@quarter (vi)@|@obezbeduva smestuvawe, vkona~uva@
@quarter 1@|@~etvrt zaklano `ivotno, gradski kvart@
@quarter 2@|@milost, pravec, strana na svetot@
@quarter 3@|@12.7 kg te`ina, zaden del na brodot@
@quarter 4@|@mesto, pozicija (pri vojuvawe)@
@quarterdeck@|@palubata kaj krmata@
@quarterfinal@|@~etvrt finale@
@quarterly@|@~etvrgodi{en, trimese~en@
@quarterly (n)@|@trimese~nik (spisanie)@
@quartermaster@|@intendant, kormilar, krmar@
@quartern@|@~etvrt leb, ~etvrt pinta (0.142 litri)@
@quarters@|@`iveali{te, konak, logor, smestuvawe, stan@
@quarto@|@kvarto-format (vo pe~atewe)@
@quartz@|@kremen, kvarc@
@quash@|@anulira (sudski), ukinuva@
@quasi@|@{to li~i na, kvazi, la`en@
@quatercentenary@|@~etiristotagodi{nina@
@quatet.te@|@kvartet@
@quatrain@|@stih od ~etiri strofi@
@quaver@|@treperi (glasot)@
@quaver (n)@|@osmina nota, treperewe, triler@
@quavery@|@treperliv@
@quay@|@kej, pristani{te@
@queasiness@|@bole{livost, gadewe, lo{ewe, preterana ~uvstvitelnost@
@queasy@|@bole{liv, neraspolo`en, preterano sovesen@
@queasy (queasily)@|@~uvstvitelen (stomak), odvraten (hrana)@
@queen@|@dama (vo karti), kralica, matica@
@queen (sl)@|@peder@
@queen (v)@|@menuva (pion) za dama, prezema vodstvo@
@queen bee@|@matica (p~ela)@
@queen consort@|@kralica@
@queen evidence@|@bitna informacija (pri sudewe), va`no svedo~ewe@
@queen mother@|@kralica majka@
@queenly@|@kako kralica, kralski@
@Qui vivra verra (fr)@|@koj }e `ivee }e vidi@
@quiff@|@per~e na ~elo@
@quinsy@|@zapalenie na krajnici@
@quintal@|@kvintal, metri~ka centa@
@quintessence@|@sr`, su{tina, tipi~en primer@
@quintessential@|@su{tinski, tipi~en@
@quip@|@dava duhovit odgovor, dosetka, duhovit odgovor@
@quisling@|@kvizling, naroden predavnik@
@quiver@|@futrola za streli@
@quiver 1@|@se trese, treperewe, treperi, tresewe@
@quod@|@aps, zatvor@
@quoin@|@}o{e, agol@
@quondam@|@nekoga{en, porane{en@
@quorum@|@kvorum@
@quoth (arch)@|@veli@
@quotidian@|@sekojdneven@
@Rain@|@Do`d@
@rain (pl)@|@sezona na tropski do`dovi@
@rain check@|@revers za bilet za pretstava@
@rain check 1@|@zadr`uva pravo za drug pat@
@rain coat@|@mantil za do`d@
@rain forest@|@gusta tropska {uma@
@rain gauge@|@mera~ za vrne`i@
@rain on@|@prodol`uva da vrne, se istura@
@rain or shine@|@nezavisno dali vrne ili ne, sekako@
@rain storm@|@nevreme so do`d, se sliva, vrne do`d@
@rainbow@|@bo`ilak, vino`ito@
@raindrop@|@kapka do`d@
@rainfall@|@vrne`i od do`d@
@rainless@|@bez do`d, su{en@
@rainproof@|@{to ne propu{ta do`d, impregniran@
@rainy@|@do`dliv, vrne`liv@
@raise a blockade@|@kreva blokada@
@raised to the Bench@|@izbran e za sudija@
@Ram@|@Oven (vo zodijak)@
@ram (v)@|@nabiva, turka@
@ram 1@|@~ep, klip, klun (na brod), oven, pnevmatski ~ekan@
@ram sth down into sb's throat@|@nagovara, prisiluva, tera nekogo@
@Ramadan@|@Ramazan@
@ram-jet (engine)@|@xet motor@
@rammer@|@~ekan@
@rampart@|@bedem, nasip, za{tita (fig)@
@randiness@|@drskost, seksualnost@
@randy@|@div, drzok, glasen, neskrotliv, seksualen@
@rankle@|@boli, grize, jade, kine, pe~e (porazot)@
@ransom@|@osloboduva, otkup, otkupnina, otkupuva, spas@
@rant@|@pateti~en govor, tirada od zborovi@
@rant (v)@|@zboruva so patos (pompa)@
@ranter@|@falbaxija, gordeliv (~ovek)@
@rape@|@grabe`, grabnuvawe, siluvawe@
@rape (v)@|@grabi, grabnuva, obes~estuva, siluva@
@rape 1@|@maslodajna repka@
@rapid@|@brz, nenadeen, strm@
@rapid pl@|@brzaci@
@rapidity@|@brzina@
@rapine@|@nasilno odzemawe, ograbuvawe@
@rapist@|@grabnuva~, siluva~@
@rapport@|@odnos, vrska@
@raprochement@|@obnovuvawe na prijatelstvo@
@rapscallion@|@|avol~e, nemirko, palavko@
@rapture@|@voshit@
@rasher@|@fa{a slanina ({unka)@
@raspberry@|@malina@
@rat-(a)-tat@|@~ukawe (na prozorec), tropawe (na vrata)@
@ratchet@|@reze, sopira~ka, zap~enik so sopira~ka@
@raucous@|@rapav (glas), zaripnat@
@raunchiness@|@seksualna opsednatost, vozbudenost seksualna@
@raunchy (sl)@|@seksualen, seksualno opsednat@
@ravage@|@iskrivokol~uva, razoruva, uni{tuva@
@ravage (n)@|@besneewe, pusto{, razoruvawe@
@raven@|@gavran@
@raven-haired@|@so sjajno crna kosa@
@reach (rise) to the zenith@|@se iska~uva na vrvot@
@read for the Bar@|@studira za advokat@
@real estate@|@nedvi`en imot@
@reck (arch)@|@se gri`i, vnimava na@
@reckless@|@bezobyiren, nepromislen, nevnimatelen@
@recklessness@|@bezgri`nost, nepromislenost, nevnimatelnost@
@recluse@|@osamenik, pustinik@
@reclusion@|@osamenost, povle~enost@
@recognizable@|@prepoznatliv@
@recognizably@|@prepoznatlivo, vidlivo, zabele`livo@
@recognizance@|@kaucija (pred sud), obvrska (dadena pred sud)@
@recognized@|@oficijalen, poznat@
@recollect@|@se prise}a, si pripomnuva, si spomnuva@
@re-collect@|@povtorno sobira, se smiruva, se sreduva@
@reconcilable@|@pomirliv@
@reconcile@|@nadminuva (nesoglasuvawa), pomiruva (so nekogo), re{ava (spor), se pomiruva (so nekogo)@
@reconcile (2)@|@uskladuva (stavovi), usoglasuva@
@reconciliation@|@pomiruvawe (so nekogo), usoglasuvawe (mislewa)@
@reconcilor@|@pomiruva~@
@record player@|@gramofon@
@recusant@|@nepokoren, nepokornik@
@recycle@|@prerabotuva@
@redeploy@|@demobilizira (vojska)@
@redeployment@|@demobilizacija@
@redo@|@obnovuva, povtorno pravi@
@reduce to beggary@|@doveduva do pita~ki stap@
@reecho@|@odek, odeknuva@
@reef@|@`ica (od zlatonosen kvarc), morski greben@
@reef 2@|@skratuva (edro), spu{ta (edro)@
@reef knot@|@mornarski jazol@
@reefer@|@mornarsko palto@
@reefer (Am sl)@|@cigara (od marihuana)@
@reek@|@~ad, bazdi, parea, se ~adi, smrdea, smrdi, smrdliv vozduh@
@reeky@|@smrdliv, za~aden, zaparen@
@reenter@|@povtorno vleguva@
@reentry@|@povtorno vleguvawe@
@reeve (arch)@|@sudija, sudski slu`benik (v Britanija)@
@reface@|@bojadisuva, obnovuva, osve`uva (fasada)@
