@English@|@Jerriais@
@to rope a sail@|@râlîndgi (et dêrâlîndgi)@
@to run@|@couôrre@
@to saddle@|@seller@
@to salt@|@saler@
@to salute@|@saluer@
@to save@|@saûver@
@to save one's skin@|@sauver sa pé@
@to say@|@ditche@
@to scald@|@scâler@
@to scan@|@scanner@
@to scroll@|@rouôler@
@to scrub@|@scrober@
@to second@|@s'gonder@
@to see double@|@vaie doubl'ye@
@to see red@|@vaie rouoge@
@to sell@|@vendre@
@to send@|@env'yer@
@to send back@|@renv'yer@
@to sentence@|@condamner@
@to serve@|@sèrvi@
@to settle@|@settler@
@to sew@|@couôtre@
@to sew up@|@r'couôtre@
@to shake potato stalks@|@êloper, êtèrrer@
@to share@|@chârer@
@to sharpen a pencil@|@appointchi un crèyon@
@to shave@|@râser@
@to shoot@|@tither@
@to shrug@|@haûchi l's êpaûles@
@to shuffle@|@faithe les cartes@
@to sift@|@craînchi@
@to sign@|@sinner@
@to simmer@|@mitonner@
@to sing@|@chanter@
@to skim@|@êcrémer@
@to slap@|@charbousseter, cliatchi eune paffe@
@to slap in the face@|@bailli eune cliamuse, cliamûser, cliamûser l'mûsé@
@to slap in the face (1)@|@cliamûser la becque@
@to slash@|@sâbrer@
@to sleep@|@dormi@
@to sleep soundly@|@dormi coumme un prînce@
@to slice@|@tranchi@
@to smack@|@bailli eune paffe, env'yer eune cliaque@
@to smoke@|@feunmer@
@to smuggle@|@faithe la fraude, frauder@
@to sneeze@|@êtèrnuer@
@to sniff@|@èrniflier@
@to sniffle@|@snifflier@
@to sound@|@sonder@
@to sow a field@|@s'menchi@
@to sow seed@|@s'mer@
@to spend@|@dêpenser@
@to splice@|@êpissi@
@to sponge@|@êpongi@
@to squint@|@r'garder gare, vaie d'travèrs@
@to stab a pig@|@pitchi un couochon@
@to stand@|@stanner@
@to stand potatoes@|@mâter des patates@
@to stand supporter@|@stanner@
@to starboard@|@à tribord, lé tribord@
@to stare at@|@fixer@
@to start up@|@stèrter@
@to stay@|@vither la vaile@
@to steam@|@suer, tchuithe à l'ieau@
@to stew@|@êtuiver@
@to stimulate@|@stînmuler@
@to stir@|@èrmuer@
@to stitch@|@stichi@
@to stoke@|@stôtchi@
@to stone@|@lapider@
@to stop@|@arrêter@
@to strain@|@êputher@
@to strain one's eyes@|@forchi la veue@
@to strangle@|@êtranglyi@
@to strike@|@capuchi, porter un coup@
@to study@|@êtudier@
@to stuff@|@stoffer@
@to swear like a ploughman@|@juther coumme un tchéthtchi@
@to sweep@|@brîngi@
@to sweep a chimney@|@ramonner eune cheum'née@
@to sweeten@|@adouochi@
@to swim@|@nagi@
@to swindle@|@frauduler@
@to swindle someone@|@rouôler tchitch'un@
@to swing@|@souîndgi@
@to tack@|@couôrre, r'vither@
@to take bribes@|@s'laîssi corrompre@
@to take drugs@|@s'drodgi@
@to take the chair@|@prendre la tchaîse@
@to teach@|@apprendre, ensîngni@
@to text@|@texter@
@to thaw@|@dêgeler@
@to thicken@|@affêtchi@
@to thin out@|@dêdoublier@
@to thrash@|@dêgraîssi, rosser@
@to throw a glance@|@lanchi eune pathe dg'ièrs@
@to tie@|@nouer@
@to tie a knot@|@faithe un noeud@
@to tie badly@|@nouachi@
@to tope@|@toper@
@to torture@|@tortuther@
@to tranquilise@|@trantchiliser@
@to transfer@|@transféther@
@to transplant@|@transplianter@
@to trash@|@pitchi hors@
@to turn off@|@dêtouônner@
@to undock@|@d'samather@
@to vaccinate@|@vaccinner@
@to vote@|@voter@
@to vraic@|@vraitchi@
@to wash one's hands@|@s'en laver les mains@
@to water@|@arrouôser@
@to wave one's hair@|@poffer ses g'veux@
@to wax@|@chither@
@to weed@|@sèrclier@
@to weigh@|@p'ser@
@to whip@|@fouetter@
@to whisk@|@d'battre@
@to whistle@|@sûflier@
@to wipe@|@essuyer, torchi@
@to work@|@travailli@
@to work land@|@labouother@
@to worry@|@ouothinner@
@to wrap@|@patchi@
@to wrestle@|@litter@
@to wring laundry@|@teurtre lé lînge@
@to write@|@êcrithe@
@toad@|@lé Jèrriais, un crapaud@
@toast@|@lé pain rôti@
@tobacconist@|@lé marchand dé p'tun@
@today@|@aniet@
@toe@|@lé ponchet@
@toes@|@l's ortés@
@Togo@|@Togo@
@toilet@|@la chiotte, la p'tite maîson, la tchiêrêsse@
@Tokelau@|@Tokelau@
@tolerance@|@la toléthance@
@tom cat@|@lé mâle cat, lé maraouau@
@tomato@|@des tomates, la tonmate@
@tomb@|@la sépultuthe@
@tomboy@|@la garçonniéthe@
@Tommy@|@Tanmîn, Tanminne@
@tomorrow@|@d'main@
@tomorrow evening@|@d'main au sé@
@Tonga@|@Tonga@
@tongs@|@pînchettes@
@tongue@|@la langue@
@tonsilitis@|@les maux d'gorge@
@toolbag@|@pagas@
@tooth@|@la dent@
@toothache@|@lé mal ès dents@
@toothbrush@|@eune brînge à dents@
@toothpick@|@êpinnoque-dents@
@top@|@la heuniéthe@
@top hat@|@lé bill-toppeur, lé toppeur@
@top of side rail@|@lé relle@
@topgallant mast@|@lé mât d'pèrrotchet@
@topgallant yard@|@la vèrgue d'pèrrotchét@
@top-mast@|@lé mât d'heune@
@top-sail@|@la heune, la heuniéthe ou la tâp-sèle@
@topsail yard@|@la vèrgue d'heune@
@Tormentil@|@d'l'hèrbe à paralysie@
@Torontoer@|@Torontchais@
@tortoise@|@la tortue@
@torture@|@la tortuthe@
@touch@|@touchi@
@touch a sail@|@arrîsi@
@touchpad@|@la natte ès touches@
@tourist@|@lé touriste@
@towel@|@eune sèrviette@
@toy@|@bibi@
@traces@|@les traits@
@tractor@|@lé tracteu@
@traffic@|@lé trafi, trafi@
@traffic light@|@veues d'trafi@
@traffic lights@|@les veues d'trafi@
@trailer@|@la tchithette@
@train@|@lé train@
@trainers@|@les traîneurs@
@training@|@la formâtion@
@traitor@|@lé traître@
@tram@|@lé tram@
@tramp@|@lé dgeux, lé paillard, lé pâlièrre@
@tranquiliser@|@un trantchilisant@
@translator@|@lé traducteux@
@transplant@|@eune greffe@
@trap@|@un quèrre@
@trapdoor@|@eune trappe@
@travel@|@viagi@
@travel agency@|@agence d'viage@
@traveller@|@lé porte-limon, lé viageux@
@Traveller's Joy@|@d'la barbe d'vièr bouonhomme@
@treacle@|@la m'lasse@
@treason@|@la trahison@
@treasurer@|@lé trésôryi@
@treat@|@la Tcheût'tie dé Halloween@
@treat oneself@|@s'doctrinner@
@tree@|@bouais, bouais, lé bouais@
@Tree Lupin@|@d'l'arbre à lupîns@
@Tree-mallow@|@eune mauve@
@Trefoil marsh@|@lé trêflye dg'ieau@
@tremble@|@tremblier@
@trench@|@eune tranchie@
@trespasser@|@un întrus@
@trial@|@lé procès d'cour@
@trick@|@eune farche, la Tcheût'tie dé Halloween, la Tcheût'tie dé Halloween, trique@
@trick (1)@|@eune trique@
@trickster@|@l'attrapeux, lé happe-lourdard, lé tricacheux@
@trickster (1)@|@lé tritcheux@
@trim@|@trînmer@
@Trinidad and Tobago@|@Trinidad et Tobago@
@Trinity@|@la Trinn'té@
@trio@|@un trio@
@tripe@|@la tripe@
@troopers@|@des troûpeurs@
@troops@|@les troupes@
@Tropics@|@les Tropiques@
@trousers@|@braies@
@trout@|@eune truite@
@trowel@|@la trouelle, truelle@
@truck@|@l'ouadgîn@
@true@|@vrai@
@trump@|@un atout@
@trumpet@|@la trompette@
@trumpeter@|@un trompetteux@
@trunk@|@un tron@
@try@|@êprouver, tâchi, tenter@
@trying plane@|@vèrlope@
@t-shirt@|@lé t-corset@
@Tuesday@|@Mardi@
@tuft@|@un toupet, un tun, un tupé, un tus@
@Tufted Vetch@|@du véchon@
@tumour@|@lé chancre, teunmeur@
@tune@|@la note@
@tunic@|@la teunique@
@Tunisia@|@Teunnisie@
@turbot@|@un turbot@
@Turkey@|@lé picot, Turtchie, un picot@
@Turkish@|@Turc@
@Turkmenistan@|@Turkmenistan@
@Turks and Caicos islands@|@Îles Turks et Caicos@
@turn@|@touônner@
@turn off@|@dêtouônner@
@turnip@|@lé navet@
@turret@|@eune touothelle@
@turtle dove@|@eune teurtérelle, eune tourtérelle, un d'mié-pigeon, un p'tit pigeon d'France@
@turtle dove (1)@|@un d'mié-pigeon, un p'tit pigeon d'France@
@Tutsan@|@d'la toute-saine@
@Tuvalu@|@Tuvalu@
@twaite shad@|@la flyînte@
@tweezers@|@p'tites pînchettes, pînchettes@
@twelve@|@douze@
@twenty@|@vîngt@
@twenty eight@|@vîngt-huit@
@twenty five@|@vîngt-chînq@
@twenty four@|@vîngt-quat'@
@twenty pennies@|@vîngt pénîns@
@twenty pounds@|@vîngt louis@
@twenty seven@|@vîngt-sept@
@twenty six@|@vîngt-six@
@twenty three@|@vîngt-trais@
@twenty two@|@vîngt-deux@
@twenty-one@|@vîngt'tch'ieune@
@twig@|@eune brantchette@
@twine@|@la touinne@
@twist@|@teurtre@
@twist one's ankle@|@s'êteurtre la g'vil'ye@
@twisted hooks for ropes@|@les diables@
@twnety nine@|@vîngt-neuf@
@two@|@deux@
@two half-hitches@|@eune doubl'ye clié@
@two hundred@|@deux chents@
@two hundred and one@|@deux chents ieune@
@two hundred and two@|@deux chents deux@
@two pennies@|@deux pénîns@
@two-stroke@|@un péteux@
@two-wheeled cart@|@lé hèrnais@
@typewriter@|@la machinne à êcrithe@
@typhoid@|@la typhoïde@
@tyrant@|@lé tyran@
@tyre@|@un tyeur@
@udder@|@lé piéchot@
@Uganda@|@Uganda@
@ugly@|@laid@
@Ukraine@|@Ukraîne@
@Ukrainian@|@Ukraînien@
@ulcer@|@l'ulcéthe@
@umbilical cord@|@lé cordon d'un nouvieau-né@
@un artchet@|@violin bow@
@un lâreneux@|@villain@
@un valentîn@|@valentine (m)@
@un violon@|@violin@
@un violonniste@|@violinist@
@unanimity@|@l'eunanînmité@
@unanimous@|@eunanînme@
@uncle@|@l'oncl'ye, tonton@
@uncork a bottle@|@dêbouchi eune boutelle@
@under guarantee@|@souos garanti@
@under-rafter@|@lé souos-tchèrvon@
@undertaker@|@l'entrépranneux@
@underwear@|@l's habits dé d'ssous, lé lînge dé corps@
@underwear (1)@|@lé lînge dé d'ssous@
@unfermented cider@|@du cidre d'souos l'amet, du pur jus@
@uniform@|@l'unniforme@
@United Arab Emirates@|@Émithaux Arabes Unnis@
@United Kingdom@|@lé Rouoyaume Unni, Rouoyaume Unni@
@United States of America@|@Êtats Unnis d'Améthique@
@university@|@l'unnivèrsité@
@unkempt@|@crîngneux@
@untidy hair@|@la crîngnache@
@up to the eyeballs@|@par sus l's ièrs@
@uppers of shoe@|@l'empiègne d'un soulié@
@uprights@|@les montants@
@upstairs@|@à haut@
@Uranus@|@Uranus@
@urticaria@|@lé feu ortcheux@
@Uruguay@|@Uruguay@
@usage@|@l'usage@
@used to@|@souler@
@Utahn@|@Utain, Utais, Utchien@
@Uzbekistan@|@Uzbekistan@
@v jointer@|@vée@
@vaccine@|@lé vaccîn@
@vagabond@|@lé vacâbond@
@valentine (f)@|@eune valentinne@
@valentine (m)@|@un valentîn@
@Valentine card@|@la carte d'Valentinne@
@valentine's card@|@eune carte d'valentinne@
@valley@|@la vallée@
@Valognes@|@Valongnes@
@valuable@|@vaillabl'ye@
@value@|@la valeu@
@valve@|@la cliavette@
@van@|@eune vainne, vainne@
@van box@|@lé corps d'la vainne@
@Vancouverite@|@Vancouverais@
@vanilla@|@la vanille@
@Vanuatu@|@Vanuatu@
@varicose vein@|@la veine varice@
@varnish@|@vèrni@
@vassal@|@lé vassa@
@Vatican@|@Vatican@
@vault@|@eune votte@
@V-crosspiece@|@lé vée@
@VD@|@la sale maladie@
@veal@|@lé vieau@
@vegetable garden@|@lé gardîn à lédgeunmes@
@vegetables@|@les lédgeunmes@
@vehicle@|@la véhicl'ye, un boulant@
@veil@|@lé vouaile@
@vein@|@la veine@
@velvet@|@v'lous@
@Venezuela@|@Venezuela@
@venom@|@lé v'nîn@
@Venus@|@L'Êtaile du Jour, L'Êtaile du Sé, Vênus@
@verbena@|@la vèrveine@
@verdict@|@lé vèrdict@
@vergée@|@la vrégie@
@Vermonter@|@Vèrmontais@
@vèrni@|@varnish@
@verruca@|@chancre, eune véthue chancreuse@
@Vervain@|@d'grâce, d'l'hèrbe@
@very low axle cart@|@lé bas hèrnais@
@vessel@|@lé vaissé@
@vet@|@lé vétérinnaithe@
@Vetch@|@d'la vèche@
@vicar@|@lé vitchaithe@
@vicarage@|@lé probytaithe@
@vice@|@êtau@
@video@|@lé vidgo@
@Viennese@|@Viennouais@
@Vietnam@|@Vietnam@
@Vietnamese@|@Vietnamien@
@villain@|@un lâreneux@
@Villedieu@|@Villedgieu@
@vine@|@eune vîngne@
@Vingtenier@|@lé Vîngtn'yi@
@violin@|@un violon@
@violin bow@|@un artchet@
@violinist@|@un violonniste@
@virgin@|@la vièrge@
@Virgin Islands of the U.S.@|@Îles Vièrges d's Êtats Unnis@
@Virginian@|@Virginnien@
@visitor@|@lé visiteux@
@vocabulary@|@lé vocabulaithe@
@volcano@|@la montangne brûlante@
@volunteer@|@lé volantaithe@
@vote@|@eune vouaix, lé vote@
@voter@|@lé voteux@
@voting@|@la vot'tie@
@vraic@|@du vrai, du vré, l's estrandes@
@vraic as fertiliser@|@d'la graisse@
@vraic bun@|@eune galette à vrai@
@vraic cradle@|@lé bèr à vrai@
@vraic marker@|@lé mèr@
@vraic washed-up on the beach@|@du vrai v'nant, du vrai v'nu@
@vraicing@|@la vraiqu'thie@
@vraicing season@|@la taillaison, la vraitchaîson@
@wadding@|@ouadinne@
@wade@|@pataûgi@
@wagon@|@lé tchéthiot@
@wagtail@|@la lavandgiéthe, un glianneux, un labouotheux@
@wagtail (1)@|@lé craûlant-coue, lé craûlant-tchu@
@waistcoat@|@l'veste@
@wait@|@attendre@
@wait on hand and foot@|@sèrvi au dé et à l'yi@
@waited on hand and foot@|@sèrvi au dé et à l'yi@
@wake@|@rêvilyi@
@walk@|@marchi@
@walk in dew@|@pativouother@
@walk like a duck@|@cannoter@
@walker@|@lé marcheux@
@walkies@|@dêdée@
@wall@|@eune muthâle, la muthâle@
@Wall Barley@|@du blié sauvage@
@wall knot@|@un tchu d'por@
@wallflower@|@d'la violette sauvage, jaunes violettes@
@wallflower (1)@|@violettes d'hivé, violettes de gardin@
@wallflower (2)@|@d'la girofliée, la baume dé la résurrection@
@wallflower (3)@|@d'la giroufliée@
@Wallis and Futuna@|@Wallis et Futuna@
@Wallon@|@Ouallon@
@Wallonia@|@Ouallonnie@
@wallop@|@eune oualipe, eune tourné-oualipe@
@Walnut@|@un nouoyi@
@waltz@|@eune valse@
@wander@|@èrrer@
@wandering jew@|@du juif èrrant@
@waning of the moon@|@lé tchiyant d'la leune@
@want@|@vouler@
@war@|@la dgèrre@
@warden@|@lé gardgien@
@wardrobe@|@lé garde-robe, lé mathiage@
@warm@|@caud, caûd@
@warmth@|@la chaleu@
@warrior@|@lé dgèrryi, un dgèrryi@
@warship@|@un navithe dé dgèrre@
@wart@|@la véthue@
@wash@|@laver@
@washbasin@|@lé lavabo@
@washerwoman@|@la laverêsse@
@washing@|@lé lavage, ouâchinner@
@washing liquid@|@lé litchide à laver@
@washing powder@|@lé poudre à laver@
@washing up liquid@|@lé litchide à vaissieaux@
@Washingtonian@|@Washingtonnien@
@wasp@|@lé vêpre@
@waste paper basket@|@un bostchot@
@waste pipe@|@un trop-pliein@
@wastepaper basket@|@lé bostchot@
@watch@|@dgetter, eune mouontre, eune mouontre, lé dget, lé quart@
@watch again@|@èrèrgarder@
@water@|@arrôser, ieau@
@water meadow@|@lé pré@
@Water Mint@|@d'la menthe sauvage@
@water rail@|@eune râle dg'ieau@
@watercress@|@lé cresson@
@Water-cress@|@du cresson@
@watering@|@l'arrouôsage, l'arrouôsage@
@watering can@|@un arrouôseux@
@Water-lily@|@du lis dg'ieau@
@Water-pepper@|@du tcheurrage@
@waterspout@|@lé jet dg'ieau@
@water-vole@|@lé rat dg'ieau@
@wave@|@la louême@
@wave bye-bye@|@faithe dêdée@
@waves@|@des rouffl'yes@
@wavy hair@|@des g'veux rouffliés@
@wax@|@chithe@
@wax poultice@|@un chithême@
@waxing of the moon@|@lé craîssant d'la leune@
@we@|@j'@
@we spoke@|@j'pâlînmes@
@we will begin@|@jé c'mench'chons@
@weak@|@faibl'ye@
@webmaster@|@lé maître-pêtre, maître-pêtre@
@wedding@|@lé mathiage, les neuches@
@wedding cake@|@la gâche des neuches@
@wedding ring@|@la bague dé neuches@
@Wednesday@|@Mêcrédi@
@weed@|@la sèrcl'ye, sèrclier@
@weeder@|@sèrcliérêsse@
@weeding hoe@|@sèrcliérêsse, sèrclieux@
@week@|@eune s'maine, un huit jours@
@Weeping Cypress@|@lé cyprès d'chînm'tchiéthe@
@wee-wee@|@pipi@
@weigh@|@p'ser@
@weight@|@lé paids@
@welcome@|@beinv'nu@
@Welcome@|@Séyiz les beinv'nu(e)(s)!@
@Weld@|@d'l'hèrbe à teindre@
@well@|@lé pits@
@wellington boots@|@les hautes bottes@
@well-spirit@|@la cocangne@
@Welsh@|@Galles@
@west@|@vouêt@
@West Virginian@|@Virginnien du Vouêt@
@Western Australia@|@Australie Occidentale@
@Western Eyebright@|@d'l'aphrasie@
@Western Gorse@|@d'la grappue@
@Western Sahara@|@Sahara du Vouêt@
@wet@|@mouoilli@
@Weymouth@|@Ouêmue@
@whack in the face@|@eune torche@
@What has she got?@|@Tch'est qu'oulle a?@
@What's the weather going today@|@Tchi temps qu'j'avons aniet?@
@What's your name?@|@Tch'est qu'est tan nom?, Tch'est qu'est vot' nom?@
@wheatear@|@eune blianche-coue@
@wheel@|@la reue@
@wheel spindle@|@l'esseu@
@wheelbarrow@|@chiviéthe, la chiviéthe@
@wheelchair@|@eune tchaîse à reues@
@wheels@|@les reues, les rouelles@
@wheelwright@|@lé charron@
@whelk@|@eune coqueluche, eune v'lique@
@Where is my room?@|@Où'est qu'est ma chambre?@
@Where is the bar?@|@Où'est qu'est l'bar?@
@Where is the beach?@|@Où'est qu'est la grève?@
@whetstone@|@affileuse@
@whimper@|@houîmbrer@
@whine@|@braithe, houinner@
@whip@|@lé fouet@
@whisky@|@lé whisky@
@whisper@|@chuchoter@
@whisperer@|@lé chuchoteux@
@whistle@|@sûfflier@
@white@|@blianc@
@white bait@|@d'la v'nîse@
@White Campion@|@des vieil'yes fil'yes@
@White Clover@|@du trêfl'ye d'natuthe@
@White Dead-nettle@|@d'la blianche-ortchie@
@white lady@|@la blianche danme@
@White Poplar@|@lé blianc-bouais@
@White Popular@|@un blianc-bouais@
@white wine@|@lé blianc vîn@
@white wizard@|@un tchéthaûd@
@whiteboard@|@eune blianche plianche, la blianche plianche@
@whitethroat@|@eune blianche gorge@
@whiting@|@un lieu@
@whiting pout@|@eune tabûle@
@Whitsun@|@la pentecôte@
@Whoever has land@|@Tchi tèrre a-dgèrre a@
@whooping cough@|@la coqueluche@
@whore@|@la chèrch'rêsse, la putain@
@wicket gate@|@un héchot@
@wide@|@large@
@widgeon@|@lé nanard, lé sûfflieux@
@widow@|@la dêdgèrpie, la veuve@
@widower@|@lé veuvyi@
@width@|@la laîze@
@wife@|@la bouonnefemme@
@wig@|@eune pèrruque@
@Wild Angelica@|@du graslard@
@Wild Carrot@|@d'la cârotte sauvage@
@Wild Celery@|@d'l'ache, du céléri sauvage@
@Wild Clary@|@d'l'hèrbe à la danme@
@Wild Daffodil@|@des g'zettes@
@wild duck@|@un cannard sauvage@
@wild goose@|@un pithot sauvage@
@Wild Parsnip@|@d'la pânnais sauvage@
@Wild Pear@|@un paithyi sauvage@
@Wild Strawberry@|@des frâses sauvages@
@Wild Thyme@|@d'la sèrpiliéthe, du pouoillot@
@Wild Turnip@|@des navets@
@will o' the wisp@|@lé bélengi@
@William@|@Dgiaume, dgilliaume, Ouiyamme, Williamme@
@William (1)@|@Ouoyamme@
@William the Conqueror@|@Dgilliaume lé Contchéthant@
@Willow@|@du saux@
@win@|@gângni@
@wind@|@lé vent@
@wind and strings@|@pipes et cordes, trompettes@
@wind sail@|@la plianche à vaile@
@windfall@|@la tchêtinne@
@windfalls@|@des louochies@
@windlass@|@lé gîndas, lé vitheveau@
@window@|@eune f'nêtre, la f'nêt'@
@window cleaner@|@un nettisseux dé f'nêtres@
@window sill@|@la sîle@
@windward@|@au vent@
@Windward Isles@|@L's Îles du Vent@
@wine@|@lé vîn@
@wine taster@|@l'êprouvette@
@wink@|@clyinn'ter@
@winkle@|@un v'licot@
@winner@|@lé gângnant@
@winning@|@gângn'nie@
@Winnipedgais@|@Winnipeger@
@Winter@|@Ouinneteur@
@winter cherry@|@d's âmes au Mont, d's amômonts, des mamonts@
@Winter Heliotrope@|@du pas d'âne@
@winter-green@|@l's êtouailes dé tèrre@
@wire nails@|@pointes dé Paris@
@Wisconsinnien@|@Wisconsinite@
@wisdom tooth@|@la dent d'sagesse@
@witch@|@eune chorchiéthe@
@witchcraft@|@la chorchell'lie@
@witches@|@les gens du Vendrédi@
@witches' sabbath@|@lé sabbat@
@with a (bad) hairstyle@|@crîngni@
@with all one's strength@|@à flieur dé bras@
@with the naked eye@|@à l'yi nu@
@withers@|@lé gârrot@
@witness@|@lé têmoin@
@wizard@|@un chorchi@
@wood@|@bouais@
@Wood Anemone@|@d's anémônes du bouais@
@Wood Avens@|@d'l'hèrbe b'nêt@
@wood chisel@|@tranche@
@Wood Dock@|@d'l'hèrbe à sang, du sang d'dragon@
@Wood Dock (1)@|@d'la doque à sang, des fielles à sang@
@Wood Forget-me-not@|@des yeux d'la Vièrge@
@wood pigeon@|@un pigeon ramyi, un pigeon sauvage@
@Wood Sage@|@d'l'ambrais@
@woodcock@|@eune bécache@
@wooden clog@|@lé riboule@
@wooden spoon@|@eune tchulyi en bouais@
@woodlouse@|@eune trie d'bouais@
@Wood-sorrel@|@du pain d'coucou@
@Woody Nightshade@|@d'l'amièrdoux (m), du mèrdou, la douoche-améthe@
@wool@|@laine@
@woolly aphis@|@un haînu@
@work@|@travailli@
@workbench@|@l'êtabl'yie@
@worker@|@l'ouvriyi, lé travailleux@
@workshy person@|@lé sûfflieux en paûme@
@worm@|@lé vèr@
@worm for bait@|@d'la catte, du sandron@
@Wormwood@|@d'l'absînthe, d'l'hèrbe à puches, d'la lianne@
@worship@|@lé tchulte@
@wound@|@la bliesseûthe@
@Wrack@|@du vrai ou vré@
@wrapping paper@|@du papi d'emballage, lé papi d'emballage@
@wren@|@un raîté, un raîtelîn@
@wrench@|@touônne-à-gauche@
@wrestler@|@lé litteux@
@wretch@|@lé laiduthe, lé médgian@
@wrinkled crab@|@eune rouoge crabe@
@wrist@|@lé pouongnet@
@write@|@êcrithe@
@writer@|@l'auteu@
@writing@|@l'êcrithie@
@writing paper@|@lé papi à êcrithe@
@wrongdoer@|@lé malfaiteux, un malfaiteux@
@wryneck@|@l'ouaiyou, un ouaisé â blié, un tui-tui@
@wryneck (1)@|@l'ouaîsé du R'nouvé@
@Wyomîndgien@|@Wyomingite@
@yard@|@bel, la vèrgue@
@yard-arm@|@un but d'vérgue@
@Yarmouth@|@Ièrmue, Yèrmue@
@Yarrow@|@d'la tchèrpentchiéthe, l'hèrbe au tchèrpentchi@
@yawn@|@s'êbailli@
@year@|@eune année, un an@
@yeast@|@lé lèveton@
@yell@|@heurler, hueûler@
@Yellow Flag@|@lé bliajeu, lé gliajeu@
@yellow hammer@|@un jaûnouais@
@Yellow Iris@|@du bliajeu@
@Yemen@|@Yemen@
@Yes a little@|@Oui, un mio@
@yesterday@|@hièr@
@yesterday evening@|@hièr au sé@
@yesterday morning@|@hièr au matîn@
@Yew@|@un if@
@Yorkshire-fog@|@d'la molle hèrbe@
@you@|@tu@
@you (pl)@|@ous@
@you are@|@ous êtes@
@you have spoken@|@ous avez pâlé@
@you will be speaking@|@tu s'sa à pâler@
@young ewe@|@la gèrche@
@Yours sincerely@|@Sîncéthement@
