@English@|@Sesotho@
@the swift one@|@matjhatjhametse@
@the tall man@|@monna e molelele@
@the whole woman@|@mosadi wohle@
@The women are not washing@|@Basadi ha ba a hlatswe@
@theatre@|@diteatere, dithietha, teatere, thietha@
@their nature@|@bobona@
@them@|@tona, tsona@
@theme@|@ditabataba, mekotaba, mokotaba, tabataba@
@then@|@he@
@theorem@|@ditheoreme, theoreme@
@Theorem of Pythagoras@|@theoreme ya Phaetakorase@
@theoretical@|@ka tsebo@
@there@|@ano, ao, bano, bao, bono, boo, eno, eo, hono, hoo, leno, leo, mola, moo, ono, oo, seno, seo, tseno, tseo@
@there (1)@|@mane@
@therefore@|@ka hoo@
@thermometer@|@dithemometara, themometara@
@thesaurus@|@buka ya ho boloka mantswe, dithesorase, thesorase@
@these@|@ana, ena, tsena@
@These are men@|@Ke banna@
@these very same children@|@bana bana bona@
@theunissen@|@mmasilo@
@Theunissen@|@Masilo@
@they@|@bona@
@They@|@Ba@
@They are working@|@Di a sebetsa@
@They can arrive@|@Ba ka fihla@
@They found him playing@|@Ba fihlile a bapala@
@They sing while jumping@|@Ba bina ba tlola@
@They too may eat@|@Ba je le bona@
@They walk to school@|@Ba tsamaya sekolong@
@thick@|@a matenya, bobotenya, se setenya, tenya, tse tenya@
@thick (1)@|@ba batenya, e metenya, le letenya, o motenya@
@thicken@|@teteanya@
@thief@|@leshodu, mashodu@
@thin@|@a masesane, se sesesane, se sesesane, tse tshesane, tshesane@
@thin (1)@|@ba basesane, bo bosesane, e mesesane, le lesesane@
@thin (2)@|@e tshesane, o mosesane@
@thing@|@ntho, nthofeela@
@things@|@lintho@
@thinker@|@banahani, monahani@
@third@|@boraro@
@third power@|@matla a boraro@
@thirst@|@lenyora, manyora, nyorwa@
@thirsty@|@nyorilwe@
@thirteen@|@leshome le metso e meraro, Shotharo@
@thirty@|@mashome a mararo, Mashotharo@
@this@|@bona, enwa, eo, lena, ona@
@This is a table@|@Ke tafole@
@This is a woman@|@Ke mosadi@
@This is not a book@|@Ha se buka@
@This is not a child@|@Ha se ngwana@
@this was your life@|@bona e bile bophelo ba hao@
@this year@|@monongwaha@
@Thorium@|@Toriamo@
@those@|@ale, ane, ano, bale, sela, tsane, tsela, tseno@
@those (1)@|@bane, bano, bola, ela, elwa, lela, ola@
@thousand@|@dikete, sekete@
@thrash@|@pola@
@threat@|@ditshokelo, tshokelo@
@three@|@tharo@
@three dimensional@|@mahlakoremararo@
@three people@|@batho ba bararo@
@three-legged pot@|@pitsa e maoto a mararo@
@throat@|@diqoqotho, mmetso, mmetso, qoqotho@
@throw@|@akga@
@throw up@|@hlatsa@
@Thulium@|@Tuliamo@
@thumb@|@diphori, monwana o motona, phori@
@thunder@|@lethwathwarathwara, seadumo@
@Thursday@|@Labone@
@thus@|@ka tsela ena, tjena@
@tick@|@dikgofa, kgofa@
@ticket@|@ditekete@
@Ticket@|@Tekete@
@ticket office@|@ofisi ya ditekete@
@ticket seller@|@morekisi wa ditekete@
@tickle@|@tsikinya@
@tide@|@dithaete, leqhubu, maqhubu, thaete@
@tie@|@ditae, dithae, tae, thae, tlama, tsala@
@tiger@|@nkwe@
@tight@|@o mosesane, se sesesane, se sesesane@
@tights@|@dithaethe, thaethe@
@tigrine genet@|@tsipa e matheba a maholo@
@tile@|@dithaele, thaele@
@times past@|@maoba le maobane@
@timetable@|@ditshupapaka, tshupapaka@
@timid@|@boi@
@Timothy@|@Timotia@
@tin@|@dithine, thine@
@Tin@|@Thini@
@tin opener@|@dibuladithine, sebuladithine@
@tiptoe@|@tsamaya ka ditsetsekwane@
@tire@|@kgathala@
@tired@|@kgathetse, kgathetseng@
@tissue@|@dipopeho, popeho@
@titanium@|@titaniamo@
@title@|@dithaetlele, thaetlele@
@To adopt a foreign language@|@Ho jaka ka leleme@
@To applaud@|@Ho opela motho mahofi@
@To be a jack-of-all-trades@|@Ho ba kgwaba la methati yohle@
@To be clever@|@Ho ba hloho e bonolo@
@To be close friends@|@Ho ntshana se inong@
@To be in love with a girl@|@Ho bonya le morwetsana.@
@To be in mourning@|@Ho pheha ka lemina@
@To be merciful@|@Ho ba pelo-hlomohi@
@To be of the same mind@|@Ho nkgana monkgo@
@To be surprised@|@Ho ema le ho makala@
@To be tall@|@Ho ema ka ditlhako@
@to be tied@|@boshoa, ho bofshoa@
@to be tired@|@Ho qetwa ke letsapa@
@To be very busy@|@Ho tshwara ka meno@
@To be very thirsty@|@Ho oma nthane@
@To break the law@|@Ho tlola molao@
@To die@|@Ho ya boya-batho, Ho ya masihlwane@
@To faint@|@Ho bona ntja e ntsho@
@to go@|@ho tsamaea@
@To go on continuously@|@Ho ya ho ile@
@to hide ones thoughts@|@papatetsa@
@to kiss@|@ho aka@
@To learn from rumour@|@Ho utlwa ka tjhetjhe e feta@
@to lie@|@ho aka@
@to lie to@|@ho aka@
@To live from hand to mouth@|@Ho silela ifo@
@To lose all one's wealth@|@Ho wa phuhla@
@To make oneself important@|@Ho inkela hodimo@
@to make something round@|@hilika@
@To negotiate for peace@|@Ho fata kgotso@
@To nod in agreement@|@Ho oma ka hloho@
@to pretend to be busy@|@ho ithoma tshotswana@
@to read@|@ho bala@
@To refuse completely@|@Ho hana bohane@
@To respect@|@Ho aparela motho kobo@
@To reveal secrets@|@Ho bina koma hae, Ho nya matsete@
@To run away@|@Ho di bona matswele@
@To save for the future@|@Ho otlela tweba sehong@
@to see oneself@|@ipona@
@To sleep hungry@|@Ho robala ka lephako@
@to suffer from head-ache@|@Ho jewa ke hloho@
@To suffer from headache@|@Ho jewa ke hloho@
@To test one's feelings@|@Ho nonya motho maikutlo@
@to the mountain@|@thabeng@
@To think@|@Ho ja hloho@
@to tie@|@ho bofa@
@to walk@|@ho tsamaja@
@To walk gracefully@|@Ho hata kwekwe@
@to wear@|@ho tena@
@To work for nothing@|@Ho sebeletsa Mphatshwanyane@
@To work very hard@|@Ho fata seolo@
@toad@|@dilatlametlu, latlametlu@
@toaster@|@dibesaborotho, sebesaborotho@
@tobacco@|@dikwae, kwae@
@today@|@kajeno@
@toddler@|@bakgasi, mokgasi@
@toe@|@menwana ya leoto, monwana wa leoto@
@toenail@|@lenala la monwana wa leoto, manala a monwana wa leoto@
@together@|@mmoho@
@together with@|@hammoho le@
@toilet@|@dintlwana, ntlwana, pitsana@
@toilet brush@|@borashe ba ntlwana@
@toilet paper@|@pampiri ya ntlwana@
@told@|@bolelletse, jwetsitse@
@tomato@|@ditamati, tamati@
@tombstone@|@lejwe la sehopotso, majwe a sehopotso@
@tomorrow@|@hosane, moso@
@Tomorrow the people will work@|@Hosane batho ba tla sebetse@
@tone@|@sehalo@
@tongue@|@leleme, letsatsi@
@tongues@|@maleme@
@tonic@|@sematlafatsi@
@tonne@|@ditone, tone@
@tonsil@|@ditemetwane, temetwane@
@tool@|@dithulosi, thulosi@
@tool bar@|@bara ya thulusi@
@tool box@|@lebokoso la thulusi@
@tools@|@dithulusi@
@tooth@|@leino, meno@
@tooth cavity@|@lesoba le bodileng la leino@
@tooth decay@|@ho bola ha leino@
@toothache@|@ho opelwa ke leino, leino la opang@
@toothbrush@|@borashe ba meno@
@top@|@bohodimo@
@top of hut@|@dihlohlolo, sehlohlolo@
@torch@|@ditotjhe, totjhe@
@torrent@|@dikgohola@
@tortoise@|@dikgudu, kgudu@
@touch@|@kamo@
@tourist@|@bahahlaudi, mohahlaudi@
@Tourist Information@|@Tsebiso ya baeti@
@tow bar@|@kotwana ya ho hula@
@tow rope@|@ropo ya ho hula@
@towel@|@dithaole, thaole@
@towel rail@|@sefole sa thaole@
@Tower@|@Tora@
@town@|@ditoropo, toropo@
@town council@|@lekgotla la motse@
@towns and cities@|@ditoropo le metse@
@township@|@lekeisheneng@
@tracks@|@ditselana@
@tracksuit@|@diterekesutu, terekesutu@
@tractor@|@diterekere, terekere@
@trade@|@hweba@
@trade union@|@kopano ya basebetsi@
@traditional@|@bohloholo@
@traditional boys name@|@mosemodi@
@traditional fable name@|@tselane@
@Traditional fable name@|@Mosimodi, Mosimotsana@
@traditional healer@|@ngaka ya setho@
@traditional initiation school@|@lebollo@
@traditional name@|@qhonqholotsane@
@traditional name from legends@|@Masilo@
@traffic circle@|@sedikwadikwe sa sephethephethe@
@traffic department@|@lefapha la sephethephethe@
@traffic sign@|@letshwao la sephethephethe@
@tragedy@|@masetlapelo@
@trailer@|@dikosekara, sekosekara@
@train@|@diterene, terene, tjhutjhumakgala@
@train (1)@|@ditjhutjhumakgala@
@train carriage@|@leteroko, materoko@
@Train station@|@seteishene@
@traitor@|@moeki@
@transactional texts@|@ditema tsa kgokahano@
@transcation@|@dithekisetsano, thekisetsano@
@translate into@|@fetolela@
@Translation@|@Noun@
@translator@|@bafetoledi, mofetoledi@
@transmit@|@tshwaetsa@
@transparency@|@ho bonahala@
@transparent@|@bonaletsang@
@transplacental infection@|@ditshwaetso ka sekgababa, tshwaetso ka sekgababa@
@transport@|@thotha, thotho@
@transsexual@|@tarasi@
@transversal@|@ditheransebesale, theransebesale@
@trap@|@difi, sefi@
@trapped inside@|@ho kwallwa ka hare@
@travel@|@eta, etile@
@travel around@|@tsamayaka@
@traveller@|@batsamai, moeti, Motsamai@
@Traveller@|@Motsamai@
@tray@|@disekenkeboroto, diterei, sekenkeboroto, terei@
@tread@|@hata@
@treason@|@keko@
@treasure@|@letlotlo, matlotlo@
@treatment@|@ditshwaro, tshwaro@
@tree@|@difate, sefate@
@trees@|@difate@
@tremble@|@tetema@
@trespasser@|@batlodi, motlodi@
@triangle@|@kgutlotharo, kgutlotharo@
@tribal wars@|@difaqane@
@tribe@|@merabe, morabe@
@tributary@|@lekala la noka@
@tricycle@|@baesekele e mabidi a mararo@
@trigonometry@|@terikonometri@
@trillion@|@trilione@
@trip@|@kgopa@
@triplet@|@mafahla a mararo@
@triumph@|@ditlholo, tlholo@
@trolley@|@diteroli, teroli@
@Trompsburg@|@Mmadikgetla@
@trot@|@hlehlisa@
@trouble@|@matsapa, qomatsi, tshwenya@
@trousers@|@borikgwe@
@truck@|@diteraka, teraka@
@truly!@|@ka 'nete!@
@Truly!@|@Ka nnete!@
@trumpet@|@diterompeta, terompeta@
@trumpeter@|@baletsaterompeta, moletsaterompeta@
@truncate@|@trankeita@
@truncheon@|@molangwana wa lepolesa@
@trustworthiness@|@botshepehi@
@tsessebe@|@kgama ya lebasetere@
@tsetse fly@|@diboba, seboba@
@T-shirt@|@dikipa, sekipa@
@tsonga@|@setsonga@
@Tsonga person@|@Letsonga, Matsonga@
@tswana@|@setswana@
@Tswana person@|@Batswana, Motswana@
@tube@|@ditjhubu, tjhubu@
@tuberculosis@|@lefuba@
@Tuesday@|@Labobedi@
@tugboat@|@dihudidikepe, sehudidikepe@
@tugela@|@Lethuela@
@Tugela River@|@Lethuela@
@tumour@|@ditlhahala, tlhahala@
@tune@|@medumo, modumo@
@Tungsten@|@Tangstene@
@tunnel@|@mehohoma, mohohoma@
@turban@|@tuku ya Maarabia@
@turkey@|@dikalakune, kalakune@
@Turkish person@|@Leturkishi, Maturkishi@
@turn@|@diterae, fapoha, reteleha, terae, thinya@
@turnip@|@dirapa, rapa@
@turquoise@|@thekoise, tukhuose@
@tuxedo@|@dithakesito, thakesito@
@tweeling@|@mafahlaneng@
@Tweespruit@|@Matshelamabedi, Matshelamabedi, Melatswanammedi, Thulama@
@twelve@|@leshome le metso e mmedi, Shopedi@
@twelve o' clock@|@motsheare wa lengata@
@twenty@|@mashome a mabedi, Mashopedi@
@twice@|@habedi@
@twin@|@lefahla, mafahla@
@twins@|@mafahla@
@two@|@pedi, peli@
@two dimensional@|@mahlakoremabedi@
@type@|@mofuta, tlanya@
@typeface@|@dithaepefeisi, thaepefeisi@
@typewriter@|@motjhene wa ho tlanya, motjhini o ngolang@
@typhoid@|@lefu la letshollo@
@typist@|@batlanyi, motlanyi@
@tyre@|@dithaere, thaere@
@udder@|@dithele, thele@
@Uganda@|@Yuganda@
@ugliness@|@bobe@
@ugly@|@se sebe@
@Ukrainian person@|@Leukrain, maukrain@
@ultimate@|@qetellong@
@umbrella@|@disamporele, samporele@
@unable@|@hlolela, sitwa@
@unafraid@|@sa tshabeng@
@unalterable@|@sa fetoheng@
@unanimous@|@ntsweleng@
@unarmed@|@sa hlomelang@
@unauthorised@|@se nang tokelo@
@unavailable@|@sa fumaneheng@
@unaware@|@sa elellwang@
@unborn@|@sa tswalwang@
@unborn baby@|@lesea le eso tswalwe@
@uncertainty@|@qeaqeo@
@uncharitable@|@se nang mohau@
@uncle@|@bomalome, borangwane, malome, rangwane@
@uncomfortable@|@sa tsitsang@
@undamaged@|@sa senyehang@
@undecided@|@sa tsitsang@
@under@|@tlaase, tlasa@
@underline@|@taka, thalela@
@underpants@|@borikgwe ba ka hare@
@understand@|@utlwisisa@
@understanding@|@kutloisiso, kutlwisiso@
@undertake journey@|@nka leeto, wela tseleng@
@undesireable@|@sa hlokahaleng@
@undeveloped@|@disamporele, samporele@
@undignified@|@tellehang@
@undisciplined@|@se nang mekgwa@
@undisclosed@|@sa bolelwang@
@undisputed@|@sa phehisweng kgang@
@undo@|@etsolla@
@undoubted@|@sa belaetseng@
@undress@|@hlobola, tsola@
@unearth@|@tjhekolla@
@uneasy@|@sa tsitsang@
@uneducated@|@sa rutehang@
@unemployed@|@sa sebetseng@
@unequal@|@sa lekaneng@
@uneven@|@sa lekaneng@
@unexpectedly@|@sa lebellwang@
@unfaithful@|@sa tshepahaleng@
@unfit@|@sa lokelang@
@unforgivable@|@sa tshwarelweng@
@unfulfilled@|@sa phethahatswang@
@unfurnished@|@se nang thepa@
@ungrateful@|@se nag teboho@
@unhappy@|@sa thabang@
@unhealthy@|@se nang bophelo@
@unhygienic@|@sa hlwekang@
@uniform@|@diyunifomo, yunifomo@
@unimportant@|@seng ya bohlokwa@
@unit@|@diyuniti, metso, motso, yuniti@
@unit of length@|@yuniti ya bolelele@
@unit of mass@|@yuniti ya boima@
@unit of time@|@yuniti ya nako@
@united@|@kopane@
@united force@|@kgokanaphiri@
@unity@|@bonngwe@
@university@|@diyunibesiti, yunibesiti, yunivesiti@
@unjust@|@se nang toka@
@unknowingly@|@sa tsebe@
@unload@|@laolla@
@unlucky@|@madimabe@
@unmarried@|@sa nyalwang@
@unplanned@|@sa hlophiswang@
@unprotect@|@se sireletse@
@unpunctual@|@sa bolokeng nako@
@unravel@|@qhaqholla@
@unrewarded@|@sa lefuweng@
@unsafe@|@se nang tshireletso@
@unselfish@|@sa ikgopoleng@
@unsterilised needle@|@nale e nang le dikokwanhloko@
@untie@|@tlamolla@
@until@|@ho fihlela@
@untitled@|@a e na sehlooho@
@Unumbium@|@Unumbiamo@
@Ununtrium@|@Ununtriamo@
@unwary@|@sa kgathalleng@
@unwilling@|@sa rateng@
@up@|@hodimo, hodumo, holimo@
@Up@|@Hodima@
@updating index@|@tlatseletsa indekse@
@upload@|@nyololisa@
@upset@|@kgathatseha@
@Uranium@|@Uraniamo@
@Uranus@|@Yuranese@
@urban@|@metseng e meholo@
@urbanisation@|@tokisetso ya metse e meholo@
@Urdu person@|@Leurdu, Maurdu@
@urinate@|@rota@
@urine@|@moroto@
@URL@|@di-URL, URL@
@urologist@|@tidima ya metsi@
@usa@|@Amerika@
@useless@|@se nang thuso@
@username@|@lebitso la mosebedisi@
@uvula@|@lelengwana, malengwana@
@vaal@|@Lekoa, Lekwa@
@Vaal River@|@Lekoa, Lekwa@
@vacate@|@ikgula@
@vaccination@|@kento@
@vaccine@|@ente@
@vacuum@|@sebaka sa feela@
@vacuum cleaner@|@motjhini wa ho tlosa lerole@
@vagina@|@bosadi, botshehadi, nnyo@
@vagrant@|@balakolako, molakolako@
@Valley@|@Kgohlo@
@valuable@|@khabane@
@valve@|@belofo, dibelofo@
@van@|@divene, vene@
@Vanadium@|@Vanadiamo@
@vapour@|@mouwane@
@variable@|@fetoha-fetoha@
@varied@|@fapaneng@
@vary@|@fapanya@
@vase@|@bolompoto@
@veal@|@nama ya namane@
@vector@|@divekta, vektha@
@Vegetable@|@Meroho@
@Vegetarian@|@Dijo tsa meroho feela@
@vehicle@|@dipalangwang, sepalangwang@
@velocity@|@velositi@
@venda@|@sevenda@
@Venda person@|@Bavenda, Levenda, Mavenda, Movenda@
@vengeance@|@boiphetetso@
@venison@|@nama ya nyamatsane@
@ventersburg@|@mmamahabane@
@Venus@|@Mphatlalatsane, Sefalabohoho, Vinase@
@verandah@|@diforanta, foranta@
@verb@|@leetsi, maetsi@
@verkeerdevlei@|@motati@
@vertebra@|@lesapo la mokokotlo@
@vertex@|@difetekese, fetekese@
@vervet monkey@|@dikgabo, kgabo@
@very much@|@haholo@
@very poor people@|@mauthwa-uthwana@
@very pretty@|@ntlentle@
@vessel@|@difesele, fesele@
@vest@|@besete, dibesete@
@vice chairperson@|@motlatsi wa modulasetulo@
@Victor@|@Mohapi@
@Victory@|@Tlholo@
@video@|@dividio, vidio@
@video recorder@|@motjhini wa vidio@
@Vietnamese@|@Levietnam, Mavietnam@
@view@|@ditjhadimo, tadima, tadima, tjhadimo@
@viljoenskroon@|@rammolotsi@
@village@|@motse@
@villages@|@metse@
@villain@|@batlalapi, motlalapi@
@vine@|@sefate sa morara@
@vinegar@|@asene, diasene@
@violence@|@pefo@
@violin@|@diviole, diviolene, viole, violene@
@violinist@|@mmapalaviolene@
@virgin@|@barwetsana, morwetsana, morwetsana, movirigo@
@Virginia@|@Meloding@
@virus@|@divaerase, vaerase@
@visa@|@divisa, visa@
@visible@|@hlaka@
@visit@|@etela, ketelo, tjhaka@
@visit at@|@tjhakela@
@visited link@|@tsela e tjhaketsweng@
@visitor@|@moeti@
@visualise@|@bonahatsa@
@vitamin@|@divaetamine, vaetamine@
@vitamin pills@|@dipidisi tse matlafatsang@
@vocabulary@|@letlotlo la mantswe, tlotlontswe@
@voice@|@lentswe, mantswe@
@volcano@|@bolekano, dibolekano@
@volt@|@divoloto, voloto@
@voluntary@|@ka bouthatelo@
@vomit@|@mahlatsa@
@vote@|@divouto, vouta, vouto@
@voter@|@bakgethi, mokgethi@
@voter's roll@|@lethathama la bakgethi@
@voucher@|@divoutjhara, voutjhara@
@vowel@|@ditumannotshi, tumannotshi@
@vulture@|@lenong, manong@
@wag@|@tsoka@
@wagon@|@koloi@
@Wailing@|@Sello@
@waistcoat@|@bakana ya ka hare, dionnorobaki, onnorobaki@
@wait@|@leta@
@wait for@|@emela, emetse@
@wait for me@|@nkemela@
@wait!@|@butle!@
@waiter@|@bafepi, mofepi@
@waiting room@|@phaposi ya kemelo@
@wake up@|@phaphama, tsoha, tsohile@
@walk@|@tsamaile, tsamaya@
@walk quietly@|@nanya@
@walk slowly@|@totoba@
@walk to@|@tsamaela@
@walk to each other@|@tsamaelana@
@wall@|@lebota, mabota@
@wall plug@|@difeqelwana tsa lebota, sefeqelwana sa lebota@
@wallchart@|@dipapetla tsa lebota@
@wallet@|@diwalete, walete@
@wander@|@tsekela@
@Wanderer@|@Sekgolokgotjhane@
@want@|@batla@
@wanted@|@batleha@
@wardrobe@|@diwateropo, wateropo@
@warehouse@|@polokelo ya thepa@
@warm@|@futhumala, futhumala, futhumetse, ho futhumetse, tjhesang@
@Warmbaths@|@Bela-bela@
@warn@|@hlokomedisa@
@warrant@|@lengolo la tshwaro@
@warthog@|@dikolobe-moru, kolobe-moru, mekgesi, mokgesi@
@was@|@ne@
@was hands@|@hatlela@
@wash@|@hlatswa, hlatswitse@
@wash a bottle by shaking it@|@kutupisa@
@wash for@|@hlatswetsa@
@wash oneself@|@hlapa@
@washbasin@|@basekomo, dibasekomo@
@washed@|@hlatswitse@
@washer@|@diwashara, washara@
@washing machine@|@motjhini wa ho hlatswa@
@waste paper or broken sticks@|@matlakala@
@watch@|@ditshupanako, diwatjhe, oache, tshupanako, watjhe@
@Watch out!@|@Hlokomela!@
@water@|@metsi, nosetsa, nosetsa, nwesetsa@
@water hole@|@kweetsa@
@waterbuck@|@kgama ya matsha@
@watercan@|@kane ya metsi@
@waterfall@|@diphororo, phororo@
@watermelon@|@lehapu, mahapu@
@watt@|@diwate, wate@
@wave@|@diweife, leqhubu, leqhubu, maqhubu, qhwaya, weife@
@wave (1)@|@qhwaya@
@wave frequency@|@forikhwensi ya maqhubu@
@wax@|@dikonokono@
@way of talking@|@mokgwa wa ho bua@
@we@|@rona@
@We@|@re@
@we are full of praise@|@reaboka@
@we are happy@|@rethabile@
@we are surprised@|@remaketse@
@we are thankful@|@realeboha@
@we get@|@lintho@
@we have been blessed@|@reabilwe@
@we have been given@|@refilwe@
@we have been provided for@|@reabetswe@
@we have thanked@|@relebohile@
@We like to swim in the summer@|@Re rata ho sesa lehlabula@
@We may also see@|@Re bone le rona@
@We shall not chat@|@Ha re tlo qoqa@
@weak@|@fokola, fokola, fokolang, sarelwa@
@weakness@|@bofokotodi, ho fokola, ho tsherema@
@weapon@|@dibetsa, sebetsa@
@weariness@|@mokgathala@
@weather@|@boso, wetara@
@weather bureau@|@lekgotla la bolepi@
@weather forecast@|@bolepi ba lehodimo@
@web@|@web, wep, wepe@
@web address@|@aterese ya web@
@web hosting service@|@tshebeletso ya web e tshwereng@
@web location@|@tulo ya web@
@web page@|@leqephe la web@
@web page location@|@tulo ya leqephe la web@
@weblog@|@puong@
@webmaster@|@rawebsaete@
@website@|@diwebsaete, diwepsaete, websaete, wepsaete@
@website address@|@aterese ya websaete@
@Wednesday@|@Laboraro@
@weed@|@hlaola, lehola, mahola@
@week@|@dibeke, diveke, veke@
@Week@|@Beke@
@week-end@|@mafelo a beke@
@weekly@|@ka beke@
@weigh@|@bekga@
@weight loss@|@ho fokotseha, ho theoha mmeleng@
@Welcome@|@Kena ka kgotso! (sg), Kenang ka kgotso! (pl)@
@welcome (1)@|@kenang ka khotso!@
@welcome!@|@kena ka khotso@
@Welcome!@|@Kena ka kgotso!, Kenang ka kgotso!@
@welkom@|@kamohelo@
@Welkom@|@Thabong@
@well@|@didiba, sediba@
@Wepener@|@Qibing@
@Weslyan church@|@Wesele@
@west@|@bophirimela@
@western@|@bophirima@
@Western Cape@|@Kapa Bophirimela@
@whale@|@leruarua, maruarua@
@what are you doing?@|@u etsang?@
@What are you doing?@|@O etsang?@
@What day is it?@|@Ke la bokae kajeno?@
@What is the time?@|@Ke nako mang?@
@What is this?@|@Ke eng hona?@
@what is wrong?@|@molato ke eng?@
@what is your address?@|@aterese ea hau e reng?@
@What is your address?@|@Aterese ya hao e reng?@
@what is your name?@|@lebitso la hau u mang?@
@What is your name?@|@Lebitso la hao ke mang?@
@what is your surname?@|@fane ea hau u mang@
@What is your surname?@|@Fane ya hao ke mang?@
@what month is it?@|@ke khoedi efe e?@
@What month is it?@|@Ke kgwedi efe e?@
@What time is it?@|@Ke nako mang?@
@what?@|@eng?@
@What's your name?@|@Lebitso la hao ke mang?@
@wheat@|@dikoro, koro@
@wheel@|@lebidi, mabidi@
@wheelbarrow@|@dikereibaya, dikeribaa, dikiribae, kereibaya, keribaa, kiribae@
@when?@|@neneng?, neng?@
@Where are you from?@|@O tswa kae?@
@where are you going?@|@u ea kae?@
@Where are you going?@|@O ya kae?@
@Where are you?@|@O kae?@
@where do you come from?@|@u tsoa kae?@
@Where do you come from?@|@O tswa kae?@
@where do you live?@|@u lula kae?@
@Where do you live?@|@O dula kae?@
@Where is ...?@|@... se hokae?, ke kae?@
@Where is he going?@|@O ea kae?, O ya kae?@
@Where is John?@|@John o kae?@
@Where is my room?@|@Kamore ea ka e kae?@
@where is palesa?@|@palesa o kae?@
@Where is the bar?@|@Bara e kae?@
@Where is the bathroom?@|@Batekamore e kae?@
@Where is the beach?@|@Bichi e kae?@
@where nations meet@|@matjhabeng@
@where the enemy lies@|@boreng@
@where?@|@kae?@
@whereas@|@athe@
@Where's the toilet?@|@Batekamore e kae?@
@which?@|@afe?, bafe?, bofe?, dife?, e?, efe?, le?, se?@
@which? (1)@|@hofe?, ofe?@
@whirlpool@|@metsi a ferellang@
@whirlwind@|@letsukutsuku, matsukutsuku@
@whisk@|@lefehlo, mafehlo@
@whiskey glass@|@kgalasa ya whiskey@
@whisper@|@hweshetsa, nyenyeletso@
@whispers@|@disebo, ntsebo@
@whistle@|@letsa molodi, phala@
@whistling@|@patsane@
@white@|@a masweu, se sesweu, tse tshweu, tshweu@
@white (1)@|@ba basweu, bo bosweu, e mesweu, le lesweu@
@white (2)@|@e tshweu, o mosweu@
@white blood cell@|@sele e tshweu ya madi@
@white dot on the forehead@|@botseka@
@white one@|@Tsweu@
@white person@|@basweu, Basweu, lekgowa, makgowa, mosweu@
@white rhinoceros@|@tshukudu e molomo o sephara@
@whitewash@|@kalaka e tshweu@
@who are you?@|@u mang?@
@Who are you?@|@O mang?@
@Who is this?@|@Ke mang?@
@who?@|@bomang?, mang?@
@whole@|@Kaofela@
