@English@|@Old English@
@remedy@|@betan, bot, bot, gebetan, lacnung, læcecræft, ræd@
@remember@|@beþencan, eftgemyndgian, geman, gemunan, gemunan, gemyndgian, hycgan, munan, mymerian, ofmunan, onmunan, þencan@
@rememberance@|@myne@
@remembering@|@eftgemyndig, eftmyndig@
@remembering (gen)@|@gemun@
@remembrance@|@gemuning, gemynd, gemyndiglicnes, myndgung, myne@
@remind@|@gemanian, manian, onmunan@
@reminder@|@myndgiend@
@remise@|@aslaciendlic@
@remiss@|@sleac, ungeornful@
@remission@|@forgiefnes, forletnis, liss@
@remission (of sins)@|@alætnes, aliesednes@
@remission of sin@|@onliesednes@
@remissness@|@iergþu, sleacnes, unarodscipe@
@remnant@|@æsceap, laf@
@remnant of an army@|@fyrdlaf@
@remnants@|@laf@
@remorse@|@onbryrdnes, pricung, pricung, swiþhreownes@
@remote@|@asynderlic, feorr, fyrlen, synderlic, ungehende@
@remote part@|@feorweg@
@remoteness@|@ungehendnes@
@remotest sea@|@utgarsecg@
@removal@|@afierrednes, feorrung, gefyrþring, onwegalædnes@
@remove@|@aberan, afeorsian, afierran, afierran, afirran, afyrðan, ahebban, asceacan, ascirian, ascufan, aswapan, ateon, aþeodan, aweorpan, feorran, forpyndan, framastyrian, onsceacan, onwegawendan, oþbregdan, toberan, toscufan, utdragan, wiþlædan@
@remove away@|@onwegafirran@
@remove transport@|@reafian@
@remunerate@|@edgyldan@
@remuneration@|@edleanung, lean, recon@
@remunerator@|@edgyldend@
@rend@|@rendan, reofan, scieran, slitan, tobregdan, toslitan, toteon@
@rend apart@|@torendan@
@render@|@ætgifan, agifan, agifan, gieldan@
@render brilliant?@|@gescænan@
@render dry@|@þyrran@
@render liable to punishment@|@gescyldigian@
@render malleable@|@þweran@
@render quiet@|@atemian@
@rending@|@geslit@
@renew@|@edlæcan, edniwian, inniwian, niewian, niwian@
@renewal@|@edniwung, edstaðelung@
@renewed@|@edniwe, edniwe@
@renibus@|@gupan@
@rennet@|@cyslybb, rynning@
@rennet (dried stomach lining of cows)@|@rinning, rynet@
@renounce@|@ætsacan, anforlætan, forhatan, forseon, onsacan, onsecgan, wiðersacian, wiþsacan, wiþsacan, wiþsecgan@
@renovation@|@edniwung@
@renown@|@hereword, hliseadignes, mærsung@
@renowned@|@blædagende, cynerof, deorlic, foremære, hlisbære, hliseadig, hlisig, leoht, rof@
@renowned in war@|@beadurof@
@rent@|@gafol, gafolræden, sceatt, slite, taru?, toll@
@rent (land)@|@gafolian@
@rent for land@|@landfeoh@
@rent paid in barley@|@beregafol@
@rent paid in honey@|@huniggafol@
@rent paid in lieu of military service@|@weardpening?@
@rent paid in one payment (in money or in kind)@|@rædegafol@
@renunciation@|@wiþsacung@
@repair@|@betan, bot, botettan, gebetung@
@repair of churches@|@ciricbot@
@repair of walls@|@weallstilling@
@repairing of bridges@|@brycgbot@
@reparation@|@betnes, edniwung@
@repast@|@sand, underngifl@
@repay@|@agiefan, agieldan, forgieldan, leanian@
@repayment@|@ægift, ægift, edgift@
@repeat@|@æftercweðan, edlæcan, eftgian, geedlæstan, geeftgadrian@
@repeated@|@gelomlic@
@repeatedly@|@unseldan@
@repel@|@anidan, forwieran, onsacan, todrifan, wiþdrifan, wiþscufan@
@repent@|@behreowsian, dædbetan, hreowian@
@repent (dat)@|@hreowan@
@repent of@|@behreowsian@
@repentance@|@behreowsung, behreowsung, bot, geswicennes, hreow, hreownes, hreowsung@
@repentant@|@hreow@
@repetition@|@edlæcung, gelomlicnes@
@repine@|@murcian@
@replace@|@rihtan@
@replenish@|@afyllan, gefyllan@
@reply@|@andswaru, geanþingian, gegncwide, gegncwide@
@report@|@cwiddian, gefræge, gehiernes, mærsung, sagu, sagu, segen, spræc@
@reporter@|@melda@
@repose@|@rest, restan, restan@
@reprehensible@|@steorweorþ, tælwierðe@
@reprehensibly@|@tællice@
@represent@|@aspelian, spelian, tacnian@
@representative@|@ærendraca, gespelia, speliend@
@repress@|@adrysnan, astyntan, diernan, forswiðan, geþryn, hindrian, nierwan, ofsittan, ofþryccan, ofþryscan, þryccan@
@reproach@|@ætwitan, ætwitan, ahyspan, bismer, bismerword, edwit, edwit, edwitan, gemidleahtrian, hierwnes, hosp, hyscan, hyspan, iermþu, læccung, leahtor, lean, lean, oncunnan, onhrop, onhyscan, onlæccan, onsagu, onþreagung, scendle, scendung, tæl, tælan, teonword, upbredan, witan, wroht@
@reproach with@|@oþwitan@
@reprobate@|@uncoren, ungecoren, ungecost, wiðercoren@
@reprobation@|@wiðercorennes@
@reproof@|@ceast, hleoðrung, niedþrafung, ofercidung, onstal, rihtandswaru, rihting, sacu, steorsprec, tæling, tælnes, þeowing, þrafung, þreagung, þreal, þreapung, þreatung@
@reprove@|@arasian, belean, belean, eftedwitan, forcyðan, gieman, leahtrian, reccan, repsan, standan, stieran, tælan, þrafian, þreapian, þreatian@
@reprover@|@tælend, þreagend@
@reproving@|@repsung@
@reptile@|@wyrm@
@repugnance@|@unwilla, wearn@
@repugnant@|@andsæte@
@repulsive@|@atol, atolic, laðlic@
@reputable@|@gefræge, wellibbende@
@reputation@|@drohtnung, hlisa, nama, totalu@
@reputation left behind@|@lastword@
@repute@|@lof@
@request@|@abiddan, abiddan, ben, ben@
@request (behest)@|@behæs@
@requesting@|@frymdig@
@require@|@abiddan, amagian, asecan, bædan, bebeodan, behofian, beneah, biddan, forcrafian, neodian, ofgan, ofgangan, onsecan@
@required for present use@|@instandendlic@
@requirement@|@nydbrice@
@requirements of the church@|@ciricneod@
@requiring attention@|@anhende, anhende@
@requiring many journeys to carry@|@ofteðre@
@requisite@|@niedbehæfnes@
@requisites in the way of food@|@metenead@
@requital@|@eftselnes, handlean, wiðerlean@
@requite@|@abycgan, gieldan, leanian@
@requite?@|@apundrian?@
@rescriptio@|@geangewrit@
@rescue@|@ætbregdan, ahreddan, ahreddan, anerian, geoc, geocian, hreddan, nerian, oþbregdan, oþgripan, wiþlædan@
@rescue from@|@forþringan, forþringan@
@resemblance@|@onlicnes@
@resembling@|@onlic, swilce@
@resentment@|@torn@
@reshape@|@geedhiwian@
@reside@|@sittan@
@residence@|@cafortun, geard, seld, setl, wicstow@
@residence in@|@inwunung@
@residence or travel abroad@|@elþeodung@
@resident@|@hamfæst, tungebur@
@residents in a taxing district@|@manung@
@residents within the walls of a town@|@innanburhware@
@resign@|@alætan, ofgiefan@
@resin@|@glær, rysel, storsæp, teoru, treowteru, tyrwa@
@resin box?@|@sapbox@
@resin from tar@|@ifigtearo@
@resin of trees@|@cwudu@
@resist@|@ætstandan, geanbyrdan, onsacan, striman, wiðerhabban, wiðerian, wiðerstandan, wiþcweðan, wiþlicgan, wiþsettan, wiþwiðerian@
@resist attack@|@standan@
@resist?@|@wiþreotan@
@resistance@|@anbyrdnes, andsæc, andwig, wiðersteall@
@resistant@|@heard@
@resisting@|@ongeanwinnende@
@resolute@|@anhydig, anmod, anmod, anræd, anræd, anrædlic, anstræc, aræd, fæstlic, heard, hygerof, modswið, modswiþ, rædfæst, stiðhydig, stiðmod, stiþ, stiþhicgende, stiþhydig, stiþhygd, stiþmod, strang, strangmod@
@resolutely@|@anrædlice, eornoste, heardlice@
@resolution@|@anmodnes, ræd@
@resolve@|@myntan@
@resolve on@|@hycgan@
@resort@|@socn@
@resound@|@ahleoþrian, berstan, breahtmian, clynnan, cracian, dynian, dynian, dynnan, hleoðrian, hlimman, hlynnan, hlynsian, oncweðan, onhwelan, onscillan, scyllan, singan, singan, stunian, swogan, þeotan, þunian@
@resoute@|@anhydig@
@respect@|@anlec, ar, arian, arung, arung, breman, edsihþ, gemedemian, mæðegian, mæðrian, mæþ, ondrysnu, þing, weorðian@
@respect of persons@|@hadarung@
@respectable@|@medeme@
@respected@|@arcræftig, arfæst, arful, arwesa@
@respectful@|@arfæst, arful@
@respite@|@first, firstmearc, todælednes@
@resplendent@|@fulbeohrt, leoht, scir@
@response@|@respons@
@response (in a church service)@|@reps@
@responsibility@|@byrd, pleoh, pleoh@
@responsible@|@scyldig@
@rest@|@æmetta, ahildan, hlinian, laf, liss, oðer, rest, rest, restan, restan, row, seftnes, sittan, swefan, swige, swigen@
@rest (part of a plow)@|@reost, sulereost@
@rest from@|@blinnan@
@rest in hall@|@selerest@
@rest in the earth@|@foldræst@
@rest in the grave@|@slæpan@
@rest on@|@hangian@
@rest-day@|@restedæg@
@rest-harrow@|@cammoc@
@resting on@|@getenge@
@resting place@|@rest@
@resting-place@|@bedd, streowen@
@resting-place of the winds@|@windgereste@
@restitution@|@æfterlean, ægift, edgift@
@restless@|@restleas, unstille, wæfre@
@restless sea@|@holmþracu@
@restless sparrow@|@neodspearuwa@
@restlessly@|@unstille@
@restlessness@|@unstilnes@
@restoration@|@eftniwung@
@restoration of life@|@gecwicung@
@restoration to health@|@eftbot@
@restore@|@agiefan, agieldan, betan, edniwian, edstaðelian, gebreadian, geedstalian, geinnian, niwian, ofstandan, rihtan@
@restore to sight@|@onlihtan@
@restored to life@|@edcwic@
@restorer@|@betend, edniwigend, edstaðeligend@
@restoring@|@hierdung@
@restrain@|@abædan, ahabban, anidan, astyntan, awerian, behæfednes, behealdan, bindan, diernan, forhabban, forhabban, gestillan, heaðorian, healdan, stieran, stieran, stillan, stowigan, teon, þrafian, wiþbregdan, wiþhæftan, wiþteon, ymbebætan@
@restraint@|@bridel, forwiernednes, forwiernednes, heaðor, healdsumnes, steor@
@restraint from action by the operation of herbs@|@wyrtforbor@
@result@|@becyme, cyme, geþinge, tohigung, wæstm, waestme, waestme@
@resurrection@|@ærist, ærist, eftærist, uparisnes@
@resurrection day?@|@eftwyrd@
@retain@|@æthabban, forhabban, healdan, ofhealdan, stowigan@
@retainer@|@cniht, dryhtgesiþ, dryhtguma, esne, geneat, geselda, gesiþ, handþegn, heorþgeneat, hiereman, hiredmann, scealc, selesecg, seleþegn, seleþegn, þegen, þegn, þegn, þegen, þegnhyse, þenestmann, þeodguma@
@retainer (a kind of)@|@fæstingmann@
@retainer (famous)@|@þeowboren@
@retainer (of the rank of)@|@gesiþcund@
@retainer?@|@seldguma@
@retainers@|@duguð, innweorud, þeod@
@retaliation@|@andlean@
@retard@|@agælan, sleacian@
@retarded@|@ungewitful@
@retinue@|@ferscipe, fogaþ, folgaþ, hired, leoðu, þenung@
@retire@|@bugan, onhupian, ryman, sweðrian, sweðrian@
@retort@|@gegncwide, rihtandswaru@
@retort upon@|@nebbian@
@retrace one's steps@|@edhwierfan@
@retreat@|@bugan, heolstor, onwindan, smygel, wiþstyllan@
@retreat in the fen@|@fenhop@
@retreat?@|@mylma@
@retreating@|@eftsiþgende@
@retribution@|@æfterlean, andlean, andlean, lean@
@retribution for sin@|@morðorlean@
@return@|@æthweorfan, agenbewendan, agencuman, agengehweorfan, agenhwyrfan, agiefan, cierran, edcierr, edhwierfan, edryne, edwendan, eftcyme, eftcyrran, efthweorfan, efthwyrfan, eftryne, eftsið, eftsiþ, geancyrr, geanfær, geanhweorfan, geanhworfennes, geanhwurf, gecierran, gehwyrftnes, gewendan, gewendan, hamcyme, hweorfan, hwierfan, ongeancyme, ongeanferan, ongeanhwyrf, ongeanhwyrfan, onwendan, wendan@
@return home@|@hamsiðian, hamsiþ@
@return?@|@geangang@
@returned@|@gecierde@
@reveal@|@ætiewan, awreon, bemeldian, cyðan, eowan, gecyþan, gesweotolian, iewan, meldian, onhlidan, onlucan, ontynan, onwreon, openian, sweotolian, unhelian, unwreon, yppan@
@revealer@|@reniend@
@revel@|@galfreols, gebeorscipe, symbel@
@revelation@|@ætywednes, onwrignes, unwrigednes@
@reveler@|@beorscealc@
@reveling in release from confinement (Noah's dove)@|@rumgal@
@reveller@|@beorscealc@
@revelry@|@breahtm, breahtm, gleam, gliwgamen, mandream, mandream, mondream, oferdrync@
@revelry in the hall@|@seledream@
@revenge@|@fæhþ, gnyrnwracu, tornwracu, wracu@
@revenge for bloodshed? gift for life saved?@|@feorhlean@
@revenge for injury@|@gyrnwracu@
@revenue@|@andfeng, ar, innung, socn@
@revenue?@|@gafolgyld@
@revere@|@halgian@
@reverence@|@æwiscnes, ar, arung, arweorþian, arweorþnes, begang, eaþmedu, hyldo, mæþ, ondrysnu@
@reverent joy@|@milts@
@reverently@|@hygemæðum, ondrysenlice@
@revering@|@arweorþ@
@reversal@|@edhwyrft@
@reverse@|@onhweorfan@
@reverse sentence of outlawry@|@inlagian@
@reversed@|@andelbær, hindeweard, þweorlic@
@revile@|@bismerian, forcweðan, gremian, hearmcweðan, hyspan, læðan, leahtrian, tynan@
@revile in return@|@ongeanwerian@
@reviler@|@hyscend, hyspend, wyrgend@
@revive@|@awæcnian, edcwician, edwyrpan, hiertan, leoðuwæcan@
@reviving@|@ymbwendung@
@revoked@|@uncweden@
@revolt@|@wiðerwinnan@
@revolution@|@hwearft, hwearfung, hwyrflung, hwyrft, wyrpe, ymbhweorfnes, ymbhwyrft, ymbryne@
@revolution (of a wheel)@|@welung@
@revolve@|@bewindan, bewindan, hwearfian, hwearftlian, hwierfan, swifan, trendan, turnian, tyrnan, wealcan, ymbhweorfan@
@revolve about@|@ymbscriðan@
@revolve around@|@ymbswifan@
@revolving@|@turnigendlic, wendende@
@revolving borer@|@timbor@
@reward@|@æfterlean, agieldan, andleofen, earnung, edlean, geedleanian, gieldan, lean, lean, lean, leanian, manigfealdan, med, med, median, medsceatt, meord, sceatt, þanc, þancian@
@reward for past deed@|@geolean@
@reward for rescuing cattle or other property@|@forfangfeoh@
@reward for song@|@wordlean@
@reward of victory@|@sigelean, sigorlean@
@rewarder@|@eftleaniend, geedleanend, leangyfa@
@rhetoric@|@getingcræft, racu, þylcræft@
@rhetorical@|@getynglic@
@rhetorician@|@hleoðrere, wordsawere@
@rheum@|@risoda, sped@
@rheumy@|@saftriende@
@rhythmic@|@tælsum@
@rib@|@hrycgrib, ribb@
@ribbon@|@bend, bend@
@rib-spokes@|@ribbspaca@
@ribwort@|@læcewyrt, ribbe@
@rich@|@æhtwelig, byrde, ceapeadig, creaslic, eadiglic, fætt, fætt, fætt, gefættig, gifig, godspedig, rice, smeoruwig, spedig, swiþfeorm, weleþig, welig, welig, welig, wlanc@
@rich (be) (be prosperous@|@spedan@
@rich in birds@|@fugolwielle@
@rich in corn@|@corngesælig@
@rich in fish@|@fiscwielle@
@rich in friends@|@freondspedig@
@rich in gold@|@goldspedig@
@rich in land@|@landspedig@
@rich in this world@|@woruldspedig@
@rich in worldly goods@|@woruldwelig@
@rich man@|@beorn@
@rich treasure@|@heahgestreon@
@rich?@|@icge@
@riches@|@æhtsped, blæd, eadwela, feohgestreon, feohspeda, gærsum, hordmægen, lifwela, sinc, sinc, sped, wela, willgesteald, wlenco@
@richly@|@deorlice@
@richly adorned@|@goldwlanc, goldwlanc, sincfag, sincfag@
@rick@|@hreac, hricsc@
@rick or heap of firewood@|@scidhreac@
@ridder@|@ridend@
@riddle@|@giedd, hriddel, rædels, rædelse@
@ride@|@ærnan, aridan, oþridan, rad, ridan, ridan@
@ride (at anchor)@|@ridan@
@ride across@|@oferridan@
@ride around@|@beridan@
@ride on a raid@|@onridan@
@ride or go away@|@utridan@
@ride over@|@geridan@
@ride up to@|@geridan@
@rider@|@astigend, onsittend, ridda, ridend, ridend, ridere, upstigend@
@ridge@|@bacca, hlinc, hrycg, walu@
@ridge in a plowed field@|@land@
@ridge in plowing@|@balc@
@ridge of earth or stone@|@walu@
@ridge pole@|@firsthrof@
@ridge where limes grow@|@lindrycg@
@ridge where there is a water trough?@|@troghrycg@
@ridge-way@|@hrycgweg@
@ridicule@|@hospettan@
@ridiculous@|@bismerlic, gamenlic, hleahterlic@
@riding@|@ærning, gerid, rad, rad@
@riding (administrative division ) (third part)@|@þriðing@
@riding horse@|@fæthengest, onrid@
@riding in a company@|@midrad@
@riding on horseback@|@onrad@
@riding-horse@|@radhors, rædhors@
@rife@|@ryfe@
@rift@|@geclyft@
@rigging@|@streng@
@rigging (pl)@|@wæderap@
@right@|@gerihte, lagu, mæþ, onriht, riht, riht, riht, rihte, rihte, rihtes, rihtlic, rihtwis, soþlic@
@right (ancient)@|@ealdriht@
@right (direction)@|@riht@
@right (side)@|@swiðre@
@right at@|@ætrihte@
@right belief@|@rihtgeleaffulnes@
@right for (is) (dative)@|@gedafenian@
@right given by will or charter@|@bocriht@
@right hand@|@heah, rihthand, swiðre@
@right life@|@rihtlif@
@right mind@|@rihtgewitt@
@right of estovers@|@wuduræden@
@right of feeding swine in mast-pastures@|@mæstenræden@
@right of hunting@|@slæting@
@right of inquisition@|@socn@
@right of intervention@|@onsting@
@right of judging thieves caught outside one's jurisdiction and of taking fines for the crime@|@utfangeneþeof@
@right of judging thieves caught within the limits of one's jurisdiction@|@infangeneþeof@
@right of jurisdiction in matters of warranty@|@team@
@right of passage outwards by water@|@utlad@
@right of receiving alms@|@ælmesriht@
@right of sanctuary@|@ciricfriþ, ciricgriþ@
@right of taking fines@|@socn@
@right of the people@|@folcriht@
@right of water-passage inland@|@inlad@
@right or straight course@|@rihtryne@
@right order@|@rihtendebyrdnes@
@right ordinance@|@rihtgesetednes@
@right reason@|@rihtracu@
@right reasoning or argument@|@rihtsmeaung@
@right rule@|@rihtregol@
@right through@|@þurhut@
@right to claim wreckage@|@scipbryce@
@right to exact penalty for bloodshed@|@blodwite@
@right to fines payable on conviction for theft?@|@þeoffeng@
@right to own or occupy land or connected with its occupation@|@landriht@
@right understanding@|@rihtgescead@
@right way@|@rihtweg@
@right way of life@|@rihtliflad@
@righteous@|@reðe, riht, rihtheort, rihtlic, rihtwis, rihtwis, rihtwislic, soþ, soþfæst@
@righteous acts@|@rihtwisnes@
@righteous judgment@|@domfæstnes@
@righteousness@|@haligdom, rihtwisnes, rihtwisnes, soð, soþ@
@rightful@|@gecynde, rihtful@
@rightful lord@|@rihthlaford@
@rightful office@|@rihtgesetnes@
@rightly@|@rihte, rihtlice, rihtwislice, soðe, tela, wel@
@right-minded@|@reðehygidig, rihtgeþancod@
@rightness@|@rihtnes, rihtwisnes@
@rights duties or privileges of a thane@|@þegnlagu@
@rights of freemen@|@freoriht@
@rights or privileges of a thane@|@þegnriht@
@rigid@|@regolfæst, stearc, stif, stiþ, stræc, ungebigendlic, unleoðuwac@
@rigidity@|@stiþnes, stræcnes@
@rigor@|@stiþnes, stræc, stræcnes@
@rim@|@bordrima, brerd, rima@
@rim (of a wheel)@|@felg@
@rim of a cask@|@cimb@
@rim of a shield@|@lærig@
@rime@|@hrim@
@rimy@|@hrimig@
@rind@|@rinde, sweard@
@ring@|@beag, beag, hring, hring, hringan, hringe, singan, trendel, wealte, ymbehwyrft@
@ring (a bell)@|@cnyllan@
@ring (intr)@|@clynnan@
@ring giver@|@beaggifa@
@ring hoard@|@beaghord@
@ring mail@|@hringiren, hringnett@
@ring of a bit@|@midlhring@
@ring ornament@|@hringweorðung@
@ring ornamented@|@hringmæl@
@ring prowed ship@|@hringedstefna, hringnaca@
@ringed sword hilt@|@fetelhilt@
@ring-finger@|@goldfinger, hringfinger@
@ring-gate@|@hringgeat@
@ring-giver@|@beaggifa@
@ring-giving@|@beaggifu@
@ring-hoard@|@beaghord@
@ringing of the noon-bell@|@nonhring@
@ringmail@|@hringiren@
@ring-mail@|@hringnett@
@ring-mail shirt@|@hringloca@
@ring-marked@|@hringmæl@
@ring-ornament@|@hringweorðung@
@ring-prowed ship@|@hringedstefna, hringnaca@
@rings of gold (pl)@|@hring@
@ring-shaped bone@|@hringban@
@ring-spotted@|@hringfag@
@ringwise@|@hringwisan@
@ringworm@|@deawwyrm, teter, weargbræde@
@ringworm?@|@hringadl@
@ripe@|@ripe@
@ripen@|@ripian, þeon@
@ripeness@|@rip, ripnes, ripung@
@ripening@|@ripung@
@ripening early@|@hrædripe@
@ripped up@|@asprindlad@
@rise@|@aræman, arisan, brædan, hebban, læcan, onspringan, risan, risan, springan, stigan, upstigan, upstigan@
@rise (of dust)@|@stincan@
@rise again@|@eftarisan@
@rise against@|@wiþseon@
@rise early@|@morgenwacian@
@rise high@|@hlifian@
@rise together@|@risan@
@rise up@|@astigan, forþræsan, hlifian, uparisan@
@rise up against@|@onarisan@
@rising@|@ærist, ahafennes, upcyme, upganga@
@rising (of sun)@|@anginn@
@rising (of the sun)@|@upryne@
@rising bright from the sea@|@meretorht@
@rising ground@|@hlinc@
@rising up@|@upspring@
@risk@|@geneðan, neðing, pleoh, pleoh, pleon, pliht@
@rite@|@gewuna, sidu@
@rite of baptism@|@fulwihtþeaw@
@rival@|@gelæca, wiðerwinna@
@rivalry@|@geflit@
@river@|@brimstream, ea, eastream, fleot, iegstream, lagustream, stream, stream, wæterstream@
@river bank@|@ofer@
@river bed@|@earacu@
@riverbank@|@eaofer, easteþ@
@river-wort@|@eawyrt@
@rivulet@|@rinnelle, riþ@
@roach?@|@scealga@
@road@|@burgweg, mearcpað, rad, sið, siþ, siþfaet, stig, weg, weg@
@road between hedges@|@hegewege@
@road dividing@|@weggedal@
@road fenced on either side?@|@gierdweg@
@road for riding on@|@ærneweg@
@road junction@|@twicen@
@road made with faggots?@|@gierdweg@
@road made with logs@|@beamweg@
@road on a ridge@|@hrycgweg@
@road that runs obliquely?@|@sidlingweg@
@road to a mill@|@mylenweg@
@road to a well or spring@|@wylleweg@
@road to saltworks@|@sealtherpaþ, sealtstræt@
