@English@|@French@
@retaliation@|@représailles, rétorsion@
@retard@|@retarder@
@retarded@|@arriéré@
@retch [v intr]@|@haut-le-cœur; avoir des ~, haut-le-cœur; avoir un ~@
@retention@|@mémoire, rétention@
@retentive [adj‚ of memory]@|@fidèle [adj‚ mémoire], tenace [adj‚ mémoire]@
@retest@|@retester@
@reticence@|@hésitation, réticence@
@reticent@|@peu communicatif, réticent@
@reticle {n}@|@réticule {m}@
@retie@|@renouer@
@retina@|@rétine@
@retinue@|@entourage@
@retire [v intr]@|@retirer; se ~ [v pr]@
@retire [v intr‚ SPORT]@|@abandonner [v tr‚ SPORT]@
@retire; to ~ within oneself@|@replier; se ~ sur soi-même@
@retired@|@retraité@
@retired from business@|@retiré des affaires@
@retired person@|@retraité@
@retirement {n}@|@retraite {f}@
@retirement; early ~ {n}@|@préretraite {f}, retraite {f} anticipée@
@retiring@|@humble, modeste, timide@
@retort@|@riposte@
@retort (obj)@|@cornue@
@retort to@|@répondre@
@retouch@|@corriger, retoucher@
@retrace@|@retracer@
@retrace his steps@|@revenir sur ses pas@
@retrace one's steps@|@retourner sur ses pas@
@retract@|@escamoter, rétracter, se rétracter@
@retractable [adj]@|@escamotable [adj]@
@retracted@|@rétracté@
@retrain@|@recycler, se recycler@
@retraining {n}@|@recyclage {m}@
@retraining course {n}@|@cours {m} de recyclage@
@retread@|@pneu rechapé, rechaper (un pneu)@
@retreat@|@recul, reculer, retraite, s'éloigner, se retirer@
@retrenchment@|@réduction@
@retribution@|@châtiment@
@retrieval@|@récupération@
@retrieval (computer)@|@extraction@
@retrieve@|@rapporter, recouvrer, récupérer, sauver@
@retrieve [v tr] a loss@|@réparer [v tr] une perte@
@retriever@|@chien d'arrêt, chien de chasse@
@retroactive [adj]@|@rétroactif (-ive) [adj]@
@retroactivity@|@rétroactivité@
@retrograde@|@rétrograde@
@retrospect@|@coup d'œil rétrospectif@
@retrospective@|@rétroactif, rétrospectif, rétrospective (art)@
@retrotransposon {n}@|@rétrotransposon {m}@
@retrovirus {n} [VIRO]@|@rétrovirus {m} [VIRO]@
@return@|@ramener, rendre, retour@
@return (POL)@|@élire (un député)@
@return {n}@|@restitution {f}, retour {m}@
@return fare@|@aller (et) retour@
@return flight@|@vol de retour@
@return half@|@billet de retour@
@return home@|@rentrer dans son pays@
@return match@|@match de retour, revanche (SPORT)@
@return ticket@|@billet aller et retour@
@return to@|@reprendre (travail), revenir à@
@return to sender@|@retour à l'envoyeur@
@returns@|@profit@
@reunification@|@réunification@
@reunion@|@réunion@
@reunite@|@réunir@
@reunite [v intr]@|@reformer; se ~ [v pr]@
@reunite [v tr]@|@retrouver [v tr‚ rejoindre], réunir [v tr]@
@reuptake@|@recapture@
@reusable [adj]@|@réutilisable [adj]@
@reuse@|@recycler, réutiliser@
@reused@|@réutilisé@
@rev counter {n}@|@compte-tours {m inv}@
@rev up@|@emballer (auto)@
@revalue@|@réévaluer, revaloriser@
@reveal@|@avérer, divulguer, révéler@
@revealing@|@révélateur@
@revel@|@se régaler@
@revel in@|@se griser de@
@revel in doing@|@se complaire à faire@
@revelation@|@révélation@
@revelry@|@festivités@
@revenge@|@revanche@
@revenue@|@revenu@
@reverberate@|@réverbérer, se répercuter@
@reverberation@|@réverbération@
@revere@|@adorer, révérer, vénérer@
@reverence@|@respect@
@reverend@|@révérend@
@reverent@|@respectueux, révérencieux@
@reverently [adv]@|@recueillement; avec ~ [adv]@
@reverie@|@rêverie@
@reversal@|@inversion, renversement@
@reverse@|@dos, inverse, inverser, renverser, revers, verso@
@reverse (to)@|@changer de direction, renverser@
@reverse (verb)@|@inverser@
@reverse [v intr‚ AUT]@|@marche; faire ~ arrière [AUT]@
@reverse a tendency@|@renverser une tendance@
@reverse side@|@dos (document)@
@reversed@|@inverse@
@reversibility@|@réversibilité@
@reversible [adj]@|@réversible [adj]@
@reversing lights@|@feux de marche arrière@
@reversion@|@réversion@
@revert to@|@retourner à, revenir à@
@revertant {n} [GEN]@|@mutant {m} réverse, réversé@
@review (art)@|@critique (art), faire la critique de (art)@
@review (verb)@|@passer en revue, réexaminer@
@review {n}@|@compte-rendu {m (~s~s)}, compte {m} rendu@
@review article@|@article de synthèse@
@review panel@|@comité de relecture@
@reviewed@|@revu@
@reviewer {n}@|@critique {m}@
@revile@|@injurier@
@revisal {n}@|@révision {f}@
@revise@|@réviser, revoir@
@revised@|@révisé@
@revision@|@remaniement, révision@
@revival@|@renaissance, renouveau, reprise@
@revival (fig)@|@résurrection@
@revival (idea)@|@relance@
@revive@|@raviver, réanimer, rétablir, revigorer@
@revived@|@ranimé@
@revocation@|@révocation@
@revoke@|@révoquer@
@revoked [adj]@|@révoqué(e) [adj]@
@revolt@|@révolte, se révolter@
@revolting [adj]@|@infect(e) [adj], répugnant(e) [adj], révoltant(e) [adj]@
@revolution@|@révolution@
@revolution meter {n}@|@compte-tours {m inv}@
@revolutionary@|@révolutionnaire@
@revolutionize@|@révolutionner@
@revolve@|@graviter, pivoter@
@revolver@|@revolver@
@revolving [adj]@|@pivotant(e) [adj], tournant(e) [adj]@
@revolving spit@|@broche tournante@
@revue@|@revue@
@revulsion@|@révulsion@
@reward@|@récompenser@
@rewarding@|@rémunérateur@
@rewind@|@rembobiner@
@rework@|@reprise@
@Rh [CHEM‚ symbol of rhodium]@|@Rh [CHIM‚ symbole du rhodium]@
@rhapsody@|@rhapsodie@
@rhapsody {n} [MUS]@|@rapsodie {f} [MUS]@
@rhapsody {n}[epic poem]@|@rapsodie {f} [chant épique]@
@Rheims {n} [Marne Department]@|@Reims [ville marnaise]@
@rhenium {n} [CHEM]@|@rhénium {m} [CHIM]@
@rhesus {n} [ZOOL‚ ~ monkey]@|@rhésus {m}; (macaque) ~ [ZOOL]@
@rhesus factor {n} [PHYSIO]@|@rhésus; facteur {m} ~ [PHYSIO]@
@rhesus positive [adj phr]@|@rhésus positif (-ive) [locadj]@
@rhetoric [adj]@|@rhétorique [adj]@
@rhetorical [adj]@|@pour la forme, rhétorique [adj]@
@rheumatics {npl} [colloq]@|@rhumatismes {mpl}@
@rheumatism {n}@|@rhumatisme {m}@
@rheumatoid arthritis {n}@|@polyarthrite {f} rhumatoïde@
@Rhine {n} [river of Europe]@|@Rhin {m} [fleuve européen]@
@Rhine barge@|@péniche@
@Rhine; lower ~ {n}@|@Bas-Rhin {m}@
@Rhineland {n}@|@Pays {m} rhénan, Rhénanie {f} [Allemagne]@
@rhino {n} [colloq]@|@rhino {m} [fam]@
@rhinoceros {n} [ZOOL]@|@rhinocéros {m} [ZOOL]@
@rhizobacterium {n}@|@rhizobactérie {f}@
@rhizome {n} [BOT]@|@rhizome {m} [BOT]@
@Rhodesia@|@Rhodésie@
@rhodium {n} [CHEM]@|@rhodium {m} [CHIM]@
@rhododendron {n} [BOT]@|@rhododendron {m} [BOT]@
@rhombus@|@barbue@
@Rhone@|@Rhône@
@rhubarb@|@rhubarbe@
@rhyme@|@rime@
@rhythm@|@rythme@
@rhythmic [adj]@|@rythmé(e) [adj], rythmique [adj]@
@rhythmic unit]@|@mesure {f} [MUS], temps {m} [MUS]@
@rhythmical [adj]@|@cadencé(e) [adj], rythmé(e) [adj]@
@rhythmically [adv]@|@cadence; en ~ [loc adv]@
@Ri plasmid {n}@|@plasmide {m} Ri@
@rib {n} [ANAT]@|@côte {f} [ANANT]@
@rib steak {n}@|@entrecôte {f}@
@ribald@|@débauché, libertin, paillard@
@ribbon@|@ruban@
@ribonuclease {n}@|@ribonucléase {f}@
@ribonucleic acid {n} [GEN]@|@acide {m} ribonucléique [GÉN]@
@ribosome {n} [CYTO]@|@ribosome {m} [CYTO]@
@rice@|@riz@
@rice field@|@rizière@
@rice pudding@|@gâteau de riz, riz au lait@
@rich@|@riche@
@rich in@|@riche en@
@rich soil@|@terre grasse@
@Richard@|@Richard@
@richer; to grow ~ [v intr]@|@enrichir; s'~ [v pr]@
@riches@|@richesses@
@richly@|@largement, richement, somptueusement@
@richly coloured@|@chamarré@
@richly deserve@|@mériter amplement@
@richness@|@richesse@
@rick@|@meule de foin@
@rickets@|@rachitisme@
@rickety@|@caduc, délabré, infirme, vieux@
@ricochet {n} [of a projectile]@|@ricochet {m} [d'un projectile]@
@rid@|@débarrasser@
@riddance@|@débarras@
@riddance; good ~! [interj]@|@débarras; bon ~ ! [interj]@
@riddle@|@énigme, puzzle@
@riddled with@|@criblé de (balles)@
@ride@|@chevaucher, monter à bicyclette, monter à cheval@
@ride a horse@|@monter à cheval@
@ride at anchor@|@être mouillé (MAR)@
@ride pillion [v intr]@|@monter [v intr] derrière, monter [v intr] en croupe@
@ride roughshod over@|@faire peu de cas de, traiter sans ménagement@
@ride to hounds@|@chasser à courre@
@rider@|@cavalier, motocycliste@
@ridge [v tr‚ a roof]@|@enfaîter [v tr]@
@ridge [v tr‚ mark with ~s]@|@sillonner [v tr], strier [v tr]@
@ridge {n} [AGR]@|@sillon {m} [AGR]@
@ridge {n} [METEO]@|@dorsale {f} [MÉTÉO]@
@ridge {n} [of a mountain]@|@arête {f}, crête {f}@
@ridge {n} [of a roof]@|@faîte {m}@
@ridicule@|@bafouer, ridiculiser@
@ridiculous@|@ridicule@
@riding@|@équitation@
@riding boots@|@bottes {fpl} d'équitation@
@riding breeches@|@culotte de cheval@
@riding crop@|@cravache@
@riding habit {n}@|@amazone {f} [jupe]@
@riding school@|@école d'équitation, manège (d'équitation)@
@riding stables {npl}@|@manège {m} (à chevaux)@
@riding whip {n}@|@cravache {f}@
@riffraff {n}@|@racaille {f}@
@rifle [v tr‚ of a gun]@|@rainurer [vtr‚tube d'un canon]@
@rifle [v tr‚to search and rob]@|@dévaliser [v tr]@
@rifle {n}@|@carabine {f}, fusil {m}@
@rifle range@|@champ de tir, stand de tir, tir forain@
@rift@|@division (fig), fissure@
@rifts@|@déchirements (POL)@
@rig@|@puits (pétrole)@
@rig (election)@|@truquer (élection)@
@rig out as@|@habiller en@
@Rigaud River@|@rivière Rigaud@
@rigging@|@cordages, gréement@
@right@|@droit@
@right after@|@juste après@
@right ahead@|@franchement@
@right along (am.)@|@sans cesse@
@right around@|@tout autour@
@right at the top@|@tout en haut@
@right away [adv phr]@|@immédiatement [adv], sitôt [adv]@
@right behind@|@juste derrière@
@right here@|@ici même@
@right in the middle@|@au beau milieu, en plein milieu@
@right itself [v refl]@|@arranger; s'~ [v pr]@
@right now@|@aussitôt, immédiatement, sitôt@
@right of reprieve@|@droit de grâce@
@right of way {n} [AUT]@|@priorité {f} [AUT]@
@right of way {n} [JUR]@|@droit {m} de passage [JUR], servitude {f} [JUR]@
@right off@|@tout de suite@
@right out@|@franchement@
@right round@|@tout autour@
@right side (the)@|@endroit (l')@
@right to vote@|@droit de vote@
@right; as ~ as rain@|@mieux; on ne peut ~@
@right; at ~ hand side@|@droite; à ~ [loc adv]@
@right; on the ~ [adv phr]@|@droite; à ~ [loc adv]@
@right; that's ~! [interj]@|@cela; c'est ~ ! [interj]@
@right; to do all ~ for oneself@|@débrouiller; se ~ tout seul@
@right; to have a ~ to sth@|@droit; avoir ~ à qqch@
@right-angle@|@droit, rectangle@
@righteous@|@juste, moral@
@righteousness@|@droiture, vertu@
@rightful@|@légitime@
@rightful member@|@membre de plein droit@
@rightfully [adv]@|@titre; à juste ~ [loc adv]@
@right-hand@|@droit@
@right-hand drive@|@conduite à droite@
@right-hand man@|@bras droit (fig)@
@right-handed@|@droitier@
@rightly [adv]@|@titre; à juste ~ [loc adv]@
@right-oh! [interj]@|@accord; d'~ ! [interj]@
@rights of the unions@|@libertés syndicales@
@right-wing [adj‚ POL]@|@droite; de [loc adj‚ POL]@
@rigid@|@raide, rigide@
@rigidity {n}@|@rigidité {f}@
@rigidly [adv]@|@absolument [adv]@
@rigmarole@|@galimatias@
@rigorous@|@rigoureux@
@rigorous [adj]@|@rigoureux (-euse) [adj]@
@rigorously [adv]@|@rigoureusement [adv]@
@rigour@|@austérité@
@rigout@|@tenue vestimentaire@
@rill@|@ruisselet@
@rim@|@bord, lisière@
@rime@|@frimas@
@Rimouski River@|@rivière Rimouski@
@rind@|@couenne, pelure@
@ring@|@anneau, bague@
@ring (com)@|@cartel@
@ring (verb)@|@sonner, tinter@
@ring a peal@|@carillonner@
@ring back@|@rappeler@
@ring binder@|@classeur à anneaux@
@ring finger@|@annulaire@
@ring off@|@couper la communication, raccrocher@
@ring out@|@résonner, retentir@
@ring road@|@boulevard périphérique@
@ring road (urb)@|@périphérique@
@ring-dove@|@palombe@
@ringing@|@bourdonnement, sonnerie@
@ringing tone@|@tonalité@
@ringleader {n} [of a gang]@|@caïd {m}, chef {m} de bande, meneur {m}@
@ringleader {n} [of rebellion]@|@agitateur {m} [émeutier], agitatrice {f}, chef {m} d'émeute, émeutier {m}, émeutière {f}, meneur {m} de révolte, meneuse {f} de révolte@
@ringlet {n}@|@boucle {f} de cheveux@
@ringlet {n} [hair]@|@anglaises {fpl} [cheveux]@
@ringlet {n} [ZOOL‚ butterfly]@|@tristan {m} [ZOOL‚ papillon]@
@ringmaster@|@Monsieur Loyal@
@ringside@|@premier rang@
@rink@|@patinoire, skating@
@rinse@|@rincer@
@rinsing@|@rinçage@
@riot@|@bagarre, barouf, baroufle@
@rioter@|@émeutier@
@riotous success@|@succès fou@
@rip@|@déchirer@
@rip off [v tr‚ steal]@|@voler [v tr‚ dérober]@
@rip off [v tr‚ tear away]@|@arracher [v tr]@
@rip open@|@ouvrir en hâte@
@rip up@|@lacérer@
@ripe [adj]@|@fait(e) [adj‚ mûr], mûr(e) [adj]@
@ripe female {n} [ZOOL]@|@maturité; femelle parvenue à ~@
@ripened [adj‚ AGR]@|@mûri(e) [adj‚ AGR]@
@ripeness {n} [BIO]@|@maturité {f} [BIO]@
@ripper@|@éventreur@
@Ripper; Jack the ~@|@Éventreur; Jack l'~@
@ripple@|@ondoyer, ondulation, onduler, ride@
@ripples; to make ~ in the pool@|@effet; avoir de l'~@
@rise@|@apparition, ascension, surgir, sursauter@
@rise {n} [COMM]@|@essor {m}, remontée {f}@
@rise {n} [increase]@|@hausse {f}@
@rise {n} [upward slope]@|@élévation {f}, montée {f}@
@rise {n} to@|@accession {f} à@
@rise again@|@remonter@
@rise from [v intr]@|@exhaler; s'~ de [v pr]@
@rise from the dead@|@ressusciter [v intr]@
@rise from the ranks@|@sortir du rang@
@rise in price@|@augmenter de prix, enchérissement, renchérissement@
@rise in tiers [v intr]@|@étager; s'~ [v pr]@
@rise to [v tr]@|@accéder à [v tr ind]@
@rise to boiling point@|@atteindre son summum, monter au plus haut degré@
@rise to one's feet@|@se lever (pers)@
@rise to the surface@|@remonter à la surface@
@rise up against [v intr]@|@élever; s'~ contre [v pr], soulever; se ~ contre@
@rise up against sb@|@se dresser contre qqn@
@rise; to ask for a ~@|@demander une augmentation@
@riser; early ~ {n}@|@lève-tôt {m/f inv}@
@riser; to be an early ~@|@lève-tôt; être un ~ [fam]@
@rising@|@ascendant (adj), en hausse, montant@
@rising {n} [BOT]@|@poussée {f} [BOT]@
@rising {n} [rebellion]@|@soulèvement {m} rébellion]@
@rising main@|@colonne montante@
@risk@|@aventurer, oser, risquer@
@risk assessment@|@évaluation des risques@
@risk doing@|@se hasarder à faire@
@risk management@|@gestion des risques@
@risk; at ~ [adj phr]@|@danger en ~ [loc adj], menacé(e) [adj]@
@risk; at the ~ of one's life@|@péril; au ~ de sa vie@
@risk; at your own ~@|@risques; à vos ~ et périls@
@risk; bear a ~@|@risque; comporter un ~@
@risky@|@aventuré, aventureux, hasardeux, risqué@
@risqué [adj]@|@coquin(e) [adj‚ grivois]@
@risqué story {n}@|@histoire {f} coquine@
@rissole@|@croquette (CULIN)@
@rite@|@rite@
@ritual@|@rituel@
@rival@|@concourir, rivaliser@
@rivalry@|@émulation, rivalité@
@rivalry {n}@|@compétition {f} [rivalité], concurrence {f}, rivalité {f}@
@river {n}@|@cours {m} d'eau@
@river {n} [a small river]@|@rivière {f}@
@river {n} [flowing to the sea]@|@fleuve {m}@
@river police@|@police fluviale@
@river system@|@réseau fluvial@
@riverbank@|@rive@
@riverside; by the ~@|@bord; au ~ de la rivière@
@rivet@|@rivet@
@riveted to@|@rivé à@
@rivulet@|@ruisselet@
@Rn [CHEM‚ symbol of radon]@|@Rn [CHIM‚ symbole du radon]@
@RNA {n} [GEN]@|@acide {m} ribonucléique [GÉN], ARN {m} [GÉN]@
@RNA polymerase {n}@|@ARN polymérase {f}@
@RNA; heterogeneous nuclear ~@|@ARN {m} nucléaire hétérogène, ARNnh {m} [GÉN]@
@RNA; messenger ~ {n}@|@ARN {m} messager@
@RNA; monocistronic ~ {n}@|@ARN {m} monocistronique@
@RNA; polycistronic ~ {n}@|@ARN {m} polycistronique@
@RNA; precursor ~ {n}@|@ARN {m} précurseur@
@RNA; premessenger ~ {n}@|@pré-ARN {m} messager@
@RNA; recombinant ~ {n}@|@ARN {m} recombinant@
@road (fig)@|@chemin (fig)@
@road- [pref.‚ adj]@|@routier (-ière) [adj]@
@road {n}@|@chemin {m}, route {f}, rue {f}@
@road {n} [Am.]@|@chemin {m} de fer@
@road {n} [MAR‚ usu. in pl.]@|@rade {f} [MAR]@
@road casualties@|@blessés de la route@
@road closed@|@route barrée@
@road haulage {n}@|@camionnage {m}, transport {m} routier@
@road hazards@|@dangers de la route@
@road hog@|@chauffard@
@road repairs {npl}@|@travaux {mpl} (routiers)@
@road safety@|@prévention routière, sécurité routière@
@road sign@|@panneau de signalisation, panneau indicateur@
@road signs@|@signalisation routière@
@road traffic@|@circulation routière@
@road transport@|@transports routiers@
@road up@|@attention travaux@
@road works ahead! [interj]@|@travaux ! [interj]@
@road; the open ~@|@grand-route {f (~~s)}@
@roadblock@|@barrage routier@
@roadhouse@|@relais (routier)@
@roadman@|@cantonnier@
@roadmap@|@carte routière@
@roadmender@|@cantonnier@
@roadroller@|@rouleau compresseur@
@roads (NAUT)@|@rade@
@roadside@|@bord de la route@
@roadside gutter@|@caniveau@
@roadside restaurant@|@restaurant de routiers, routier (restaurant)@
@roadstead {n}@|@rade {f} [MAR]@
@roadsweeper@|@balayeur@
@roadway@|@chaussée@
@roadworks@|@chantier@
@roadworthy@|@en état de marche (auto)@
@roam@|@voyager au loin@
@roam the streets@|@errer dans les rues@
@roaming {n} [TEL]@|@itinérance {f} internationnale@
@roar@|@gronder, mugir@
@roar {n}@|@ronflement {m}, rugissement {m}, vrombissement {m}@
@roar of laughter@|@éclats de rire@
@roar with laughter@|@rire aux éclats@
@roaring@|@bruyant, rugissant@
@roast@|@griller, rôtir@
@roast beef@|@rosbif, rôti de bœuf@
@roast meat@|@rôti@
@roasted@|@grillé@
@roaster@|@rôtissoire, torréfacteur@
@roaster (fam.)@|@fournée (fam.)@
@roasting@|@cuisson, rôtissage@
@roasting pan@|@plat à rôtir@
@roasting spit@|@rôtissoire@
@rob@|@piller, ravir@
@robber@|@ravisseur, voleur@
@robbery@|@vol (qualifié)@
@robe@|@robe@
@robe (jur)@|@robe@
@robes of office@|@ornement@
@robin (redbreast) {n} [ZOOL]@|@rouge-gorge {m} [ZOOL‚ Oiseau]@
