@English@|@Naskapi@
@tear it (an.) in half: he/she ~s@|@puuskuchipitaaw (vta)@
@tear it (an.) short: he/she ~s@|@chimipitaaw (vta)@
@tear it in half: he/she ~s@|@puuskuchipitim (vti)@
@tear it in squares (an.@|@kichiihchaayaachipitaaw (vta)@
@tear it in squares (sheet-like): he/she ~s@|@kaachiihchaayaachipitim (vti)@
@tear it into pieces: he/she ~s@|@pischipitim (vti)@
@tear it on a stick: he/she ~s@|@paakutaaskuuhtaaw (vai+o)@
@tear it short (an.): he/she ~s@|@chimipitaaw (vta)@
@tear it short: he/she ~s@|@chimipitim (vti), chimipitim (vti)@
@tear it with smth.: he/she ~s@|@paakutaaskwaaham (vti)@
@tears are running down@|@yaayaasikuwaapuw (vai-i r)@
@tears fall: his/her ~@|@iyaasikuwaapuw (vai-i)@
@teaspoon@|@aamiihkwaanis (na d)@
@teaspoonful: one ~@|@paaikwaamiihkwaanis (p d)@
@teaspoonsful: four ~@|@naawaamiihkwaanis (p d)@
@teaspoonsful: many ~@|@miihchaatwaamiihkwaanis (p d)@
@teaspoonsful: three ~@|@nistwaamiihkwaanis (p d)@
@teaspoonsful: two ~@|@niiswaamiihkwaanis (p d)@
@teepee@|@iiyuuchiwaahp (ni), pichuwiyaanichiwaahp (ni)@
@teepee (round@|@wiiskichaanichiwaahp (ni)@
@teepee covered with boughs@|@siihtaahkunichiwaahp (ni)@
@teepee: flat at the top of a ~@|@akuwaaikin (ni)@
@teeth are chattering: his/her ~@|@chistuwaawaapitaasin (vai)@
@teeth are missing: his/her front ~@|@tuwaaskwaapitaaw (vai)@
@teeth: false ~@|@miipitiihkaaun (ni)@
@teeth: he/she has sharp pointed ~@|@chiinaapitaaw (vai)@
@teeth: she has long ~@|@chinwaapitaaw (vai)@
@telephone@|@kaaiminaanuuch (nip), taahkaapiichaanikin (ni), taanipwaan (ni)@
@telescope@|@tuuskaapaahchikin (ni)@
@television@|@kaachiitaapaahtaakinuuch (nip)@
@tell a false story: he/she ~s@|@kichiyaautaachimuw (vai-u r)@
@tell a story: he/she starts to ~@|@chiihtaachimuw (vai-u)@
@tell bad news about him/her: he/she ~s@|@michaachimaaw (vta)@
@tell bad news to him/her: he/she ~s@|@maasimustuwaaw (vta)@
@tell bad news: he/she ~s@|@michaachimuw (vai-u), michaachimuw m(vai-u)@
@tell false stories: he/she ~s@|@kikichiyaaw-tipaachimuw(vai-u)@
@tell him/her false stories: he/she ~s@|@kikichiyaachimaaw (vta r)@
@tell news: he/she ~s@|@aayaahchimuw (vai-u)@
@tell stories capably@|@niihtaawaachimuw (vai-u)@
@tell stories well: he/she ~s@|@niihtaawaachimuw (vai-u)@
@tell the bad news of sonemone's death: he/she ~s@|@maasimuw (vai-u)@
@tell the news: he/she ~s@|@itaachimuw (vai-u)@
@temptation@|@kukwaachiiyiwaaun (ni r)@
@ten@|@paaikuyuw (p)@
@ten apiece@|@paahpaaikuyuw (p r)@
@ten different kinds of them: there are ~@|@paaikuyuw-aasuuch (vai-u pl)@
@ten each@|@paahpaaikuyuw (p r)@
@ten of them: there are ~@|@paaikuyuw-aamikin (vii)@
@ten times@|@paaikuyuw-taahtwaaw (p)@
@tend the goal: he/she ~s@|@kinuwaatikwaaw (vai)@
@tender (an.): it is ~@|@yuuschisiiw (vai)@
@tender: it is ~@|@yuuskaaw (vii)@
@tent@|@miichiwaahp (ni)@
@tent canvas@|@paahkuiy (ni)@
@tent pole@|@apisuy (ni)@
@tent: hide ~@|@piisaakinipaahkuy (ni)@
@tent: leather ~@|@piisaakinipaahkuy (ni)@
@termite@|@muuhtaaw (na)@
@terror@|@kustaachuun (ni)@
@test it (as a stick): he/she ~s@|@kutaaskunim (vti)@
@test it by cutting (an.): he/she ~s@|@kutiswaaw (vta)@
@test it by cutting: he/she ~s@|@kutisim (vti)@
@test it with a tool (an.): he/she ~s@|@kukwaataahwaaw (vta r)@
@test it with a tool: he/she ~s@|@kukwaataaham (vti r)@
@test the length of it (an.@|@kutaaskunaaw (vta)@
@test the strength of it (ice) with smth: he/she ~s@|@kutisikwaaham (vti)@
@test the strength of the ice: he/she ~s@|@kutisikwaaw (vai)@
@test water depth with a pole: he/she ~s@|@kutaatimuwaaham (vti)@
@that@|@naa (dem)@
@that (an./in.@|@niya (dem)@
@that there@|@wiyaayu (dem), wiyaayu (dem)@
@that's it@|@aaku (p)@
@thaw it (an.) by heat: he/she ~s@|@apaaswaaw (vta)@
@thaw it (an.): he/she ~s@|@aapaayaaw (vta)@
@thaw it (by heat): he/she ~s@|@aapaasim (vti)@
@thawed (an.): it is ~@|@aapaasuw (vai-u)@
@thawed: it is ~@|@aapaataaw (vii)@
@thawing (an.): it sits ~@|@aapaastaaw (vai)@
@them@|@wiiyaawaaw (pro)@
@them (obv)@|@wiiyaawaawa (pro)@
@then@|@aaku (p), kwaat (p), maak (p)@
@there are three (an.)@|@nistuuch (vai-uu pl)@
@there are three pieces of firewood@|@nistuuhtikaawa (vii pl)@
@there he/she/it (obv) is@|@maaniya (dem)@
@there he/she/it is@|@maan (dem)@
@there is smth@|@tikun (vii)@
@there is someone@|@taaw (vai)@
@there she/he@|@maanaayaayu (dem)@
@there they (an.) are@|@maanich (dem)@
@there they (an.) are over there@|@maanaach (dem)@
@there they (inan) are over there@|@maanaa (dem)@
@there they (obv) are@|@maaniyaayuwa (dem)@
@there they (obv) are over there@|@maanaayaayuwa (dem)@
@there: he/s is@|@taaw (vai)@
@thermos@|@atuuchipaan (ni)@
@these (an.)@|@uch (dem)@
@these (in)@|@wiya (dem)@
@they@|@wiiyaawaaw (pro), wiiyaawaawa (pro)@
@thick (an.@|@chispichaachisuw (vai-i)@
@thick (an.): he/she makes it ~@|@chispichichaaw (vta)@
@thick (an.): it boils ~@|@piiyaakwaachuusuw (vai-u)@
@thick (an.): it is ~@|@chispichisiiw (vai), piiyaakusiiw (vai)@
@thick (sheet-like): it is ~@|@chispichaakin (vii)@
@thick ice: it is ~@|@chispichisikwaaw (vii)@
@thick liquid (an.): it is ~@|@piiyaakwaakimisiiw (vai)@
@thick liquid: it is ~@|@piiyaakwaakimuw (vii-i)@
@thick skin (an.): he/she/it has ~@|@chispichisikiyaaw (vai)@
@thick: it boils ~@|@piiyaakwaachuwaahtaaw (vii)@
@thick: it is ~@|@piiyaakwaaw (vii)@
@thick: it's ~@|@piikuwaayaaw (vii)@
@thick: the ice is ~@|@chispichisikusiiw (vai)@
@thicken it (an.) with patches: he/she ~s@|@chispichimaamiisaahwaaw (vta)@
@thicken it (an.): he/she ~s@|@chispichichaaw (vta), piiyaakwaahaaw (vta)@
@thicken it with patches: he/she ~s@|@chispichimaamiisaaham (vti)@
@thicken it: he/she ~s@|@piiyaakuuhtaaw (vai+o)@
@thickened: it has ~@|@piiyaakustaaw (vii)@
@thicket@|@sichiihtikaaw (vii)@
@thief@|@kaaniihtaauchimutit (nap)@
@thigh bone: his/her ~@|@upwaamikin (nid)@
@thigh muscle: his/her ~@|@upwaamaaukw (nid)@
@thigh: his/her ~@|@upwaam (nid)@
@thimble@|@iihkaapischinikin (na), yaahkaapischinikin (na)@
@thin it@|@piihtupitim (vti)@
@thin it by pulling off a layer: he/she ~s@|@piihtupitaaw (vta), piihtupitim (vti)@
@thin it by sawing off a layer (an.): he/she ~s@|@piihtupuyaaw (vta)@
@thin it by sawing off a layer: he/she ~s@|@piihtuputaaw (vai+o)@
@thin it with a crooked knife (an.): he/she ~s@|@piihtuuhkutaaw (vta)@
@thin it with a crooked knife: he/she ~s@|@piihtuuhkutim (vti)@
@thin waist@|@saakuwaaskuyuwaaw (vai)@
@thin: the fur is ~@|@paahpaakuwaayaaw (vii r)@
@thing@|@chaakwaan (p-conj), chaakwaan (p)@
@things are placed here and there@|@mimaanistaaw (vii r)@
@things left behind@|@nikitaasuun (ni)@
@think he/she looks like someone: he/she ~s@|@isinuwaaw (vta)@
@think he/she/it (an.) is a hindrance: he/she ~s@|@utimaaimaaw (vta)@
@think him/her capable: he/she ~s@|@chisuusiiwaaimaaw (vta)@
@think himself/herself capable: he/she ~s@|@chisuwaaimiisuw (vai-u)@
@think it is a hindrance/obstacle: he/she ~s@|@utimaaihtim (vti)@
@think it is too much: he/she ~s@|@waasaamaaihtim (vti)@
@think it looks like smth: he/she ~s@|@isinim (vti)@
@think it serves him/her right: he/she ~s@|@maayaauchaaimaaw (vta)@
@think it serves it right: he/she ~s@|@maayaauchaaihtim (vti)@
@think like an adult: he/she ~s@|@chisaaiwaaihtim (vti)@
@think so: he/she ~s@|@itaaihtim (vti)@
@thinning hides by cutting:he/she is ~@|@piihtusaahwaaw (vta)@
@thirsty after eating: he/she gets ~@|@paahkutaamuskuyuw (vai-i)@
@thirsty: he/she is ~@|@nuuhtaayaapaakwaaw (vai), paahkutaahtim (vti)@
@thirsty: it makes him/her ~@|@paahkutaamuskaakuw (vai-u+o)@
@thirteen@|@nistusaap (p-w)@
@thirty@|@nistuyuw (p)@
@this@|@u (dem), u (dem)@
@this (an./in.@|@wiya (dem)@
@those (an.@|@niyaayu (dem)@
@those (an.)@|@naach (dem)@
@those (in.)@|@niya (dem)@
@those there@|@niyaayuwa (dem), niyaayuwa (dem)@
@thought@|@maamitunaaihtimuun (ni)@
@thought to be certain: it is ~@|@chaastinumaakin (vii)@
@thread@|@saastikwaayaapiiy (na)@
@three (an.): he/she divides it in ~@|@nistuuhaaw (vta)@
@three brothers@|@nistwaapaauuch (vai-uu pl)@
@three hundred@|@nistu-mitaasimitinuw (p)@
@three men: they are ~@|@nistwaapaauuch (vai-uu pl)@
@three pieces of firewood@|@nistuuhtich (p)@
@three thousand@|@nistwaaw-chaasipiiyuw (p)@
@three walking together: they are ~@|@nistuuhtaauuch (vai pl)@
@three: he/she divides it in ~@|@nistuuhtaaw (vai+o)@
@three-strand braid: it is a ~@|@nistwaapiihkaataaw (vii)@
@three-wheeler (vehicle)@|@kaanistukaataat (nap)@
@thrice@|@nistwaaw (p)@
@throat: he/she has a swollen ~@|@paachikuuhtiskwaapiyuw (vai-i)@
@throat: his/her ~@|@ukutaakin (nid)@
@throb (an.): it ~s@|@paahkaaukuw (vai-u)@
@throb (heart) it ~s@|@paahkaahaan (vii)@
@throb (heart): it ~s@|@paahkaaun (vii)@
@throne@|@chisaauchimaau-taahtipuwaakin@
@throw him/her/it downhill (an.): he/she ~s@|@niihtichiwaawaapinaaw (vta)@
@throw him/her/it over by hand (an.): he/she ~s@|@kwaatipiwaapinaaw (vta)@
@throw it downhill: he/she ~s@|@niihtichiwaawaapinim (vti)@
@throw it off a boat: he/she ~s@|@kipaawaapinim (vti)@
@throw it out of a boat (an.): he/she ~s@|@kipaawaapinaaw (vta)@
@throw it over by hand: he/she ~s@|@kwaatipiwaapinim (vti)@
@throw the door open: he/she ~s@|@yuuhtaawaapinaaw (vta)@
@throws it aboard: he/she ~@|@puusiwaapinim (vti)@
@thumb@|@utuwaakin (nid)@
@thunder@|@nimischuuw (na)@
@thunderstorm: it is a ~@|@nimischiiuskwaaw (vii)@
@Thursday (lit on the fourth day)@|@aanaauchiisikaach (vii cj)@
@tibia: his/her@|@uskaatikin (nid)@
@tickle him/her to death: he/she ~s@|@naastwaaimuuhaaw (vta)@
@tickle him/her: he/she ~s@|@chii'ikichinaaw (vta)@
@tickle his/her feet: he/she ~s@|@chii'ichitaanaaw (vta)@
@ticklish: he/she is ~@|@chii'ichisuw (vai-i)@
@tide coming in: the ~@|@paachuun (vii)@
@tide cuts a new channel: the ~@|@siipaawaachuun (vii)@
@tide goes out: the ~@|@chiiwaachuun (vii)@
@tidies up: he/she ~@|@miyustaasuw (vai-u)@
@tie@|@maakupichikin (ni)@
@tie a knot on it (an.): he/she ~s@|@aaniskutaapiihkaataaw (vta)@
@tie a knot: he/she ~s@|@aaniskutaapaaw (vai)@
@tie a strong knot: he/she ~s@|@suuhchiyaaniskutaapaaw (vai)@
@tie his/her hair: he/she ~s@|@aswaapitim (vti)@
@tie it (an) securely: he/she ~s@|@waawaakaaspitaahwaaw (vta)@
@tie it (an.) into a bundle (round shape): he/s ~s@|@piskutaayaapiihkaataaw (vta)@
@tie it (an.ex animal) up and hoists it up: he/s ~s@|@uuhpaapiihkaataaw (vta)@
@tie it (ex@|@uuhpaapiihkaatim (vti)@
@tie it crooked: he/s ~s@|@piimaapiihkaatim (vti)@
@tie it securely: he/she ~s@|@waawaakaaspitaaham (vti)@
@tie it twisted: he/she ~s@|@piimaapiihkaatim (vti)@
@tie itself in knots: it ~s@|@maakupichaapiyuw (vai/ii-i)@
@tie string@|@chisiihkaapiihkaasuun (ni)@
@tiger@|@misipisuw (na)@
@tip canoe over: he/s ~s@|@kutipiskim (vti)@
@tip him/her/it (an.) over: he/she ~s@|@kutipiskuwaaw (vta)@
@tip him/her/it (an.) upside-down: he/she ~s@|@achipiyaahaaw (vta)@
@tip it (an.@|@kutipipiyaahaaw (vta)@
@tip it over (liquid): he/she ~s@|@kutipiihtaaw (vai+o)@
@tip over: he/she/it ~s@|@kutipipiyuw (vai/ii-i)@
@tip smth on himself/herself: he/she ~s@|@kutipiihtuwaasuw (vai-u)@
@tire@|@kaauchuw (na)@
@tired of it@|@taastikaatim  (vti)@
@tired of standing: he/s's ~@|@chiihtimikaapuuw (vai-uu)@
@tired of waiting for it: he/she is ~@|@puumaahtaaw (vai+o)@
@tired of waiting: he/she is ~@|@puumaasuw (vai-i)@
@tiresome to look at@|@mwaastaasinaakun (vii)@
@tiresome: he/she is ~@|@mwaastaataayaaihtaakusuw (vai)@
@tiresome: it is ~@|@mwaastaataayaaihtaakun (vii)@
@toast it: he/she ~s@|@piihkiswaaw (vta)@
@toaster@|@kaapiihkiswaapiich (nip)@
@tobacco@|@chistaamaaw (na)@
@toboggan@|@saakwaapaan (ni)@
@toboggan: curve at front of ~@|@aawaakaahkwaach (vii cj)@
@toboggan: extension to a ~@|@aaniskupichikin (ni)@
@today@|@aanuuhch (p)@
@toe: his/her ~@|@aauniskwaaich-usit (nid)@
@toe: his/her big ~@|@usikutaam (nid)@
@toe: his/her little ~@|@utiskwaaistiis (nid D)@
@toilet@|@miisiiuyaakin (ni)@
@toilet bucket@|@miisiiuschiihkw (ni)@
@toilet paper@|@chimisaaun (ni)@
@tomorrow (when it will be morning)@|@waapaachaa (vii cj)@
@tomorrow morning@|@chaachisaapaayaachaa (vii cj)@
@tongue: his/her ~@|@utaaiy (nid)@
@tonic@|@tuumiskuun (ni)@
@tonight@|@tipiskaachaa (vii cj)@
@too far: it is too ~@|@waasaamiihtuw (vai-i)@
@too much (intensifier)@|@waasaam (p)@
@too much (intensifier)(exclamation)@|@usaam (p)@
@tool for turning smth@|@aapaaikin (ni), piimaaikin (ni)@
@tooth@|@miipit (ni)@
@torn off (sheet-like): it is ~@|@chimaachipiyuw (vai/ii-i), chimaachipiyuw (vai/ii-i)@
@tornado: it is a ~@|@aapimiyuutin (vii)@
@tough: it looks ~@|@suuhchinaakun (vii)@
@toward home@|@aachiiwaatiihch (p)@
@towel: dish ~@|@kaasiinikin (ni)@
@towel: face ~@|@kaasiikwaaun (na)@
@town@|@utaanaaw (ni)@
@toy@|@maatuwaakin (ni)@
@toy buzzer of button on a string@|@kischaakin (na)@
@toy mouse@|@aapikusiisiihkaan (na)@
@trace the outline of it: he/she ~s@|@taapisinaaham (vti)@
@tracks: he/she leaves recent ~@|@miyaanim (vti)@
@trader@|@ataaw-iiyiis (na d)@
@trail marker: he/she sets a ~@|@chiskaaichaaw (vta)@
@trail marking stick@|@chischinuwaachiitaakin (ni)@
@trail marking stick (longer stick)@|@chiskaaikin (na)@
@train@|@iskutaautaapaan (ni)@
@train it (an.): he/she ~@|@iipwaahkaawaahaaw (vta)@
@train tracks@|@iskutaautaapaan-maaskinuw (ni)@
@trample on him/her/it: he/she ~s@|@taataakuskaataaw (vta)@
@trample the snow down: he/she ~s@|@niihtaakuunaaskim (vti)@
@trample the snow: he/s ~s@|@piikwaakuunaaskim (vti)@
@transport@|@saakwaapaan (ni)@
@trap (for weasels or ermines): he/she sets a ~@|@siihkusustaaw (vai)@
@trap: beaver ~@|@amiskuschiihkumaan (ni)@
@trap: groundhog ~@|@wiiniskuschiihkumaan (ni)@
@trap: he/she sets a groundhog ~@|@wiiniskustaaw (vai)@
@trap: he/she sets a mink ~@|@achikaasuustaaw (vai)@
@trap: metal ~@|@aschiihkumaan (ni)@
@trap: mink ~@|@achikaasuuschiihkumaan (ni)@
@trap: squirrel ~@|@anischikuchaasuuschiihkumaan@
@trap: wooden ~@|@mistikuunaaikin (ni)@
@trapped by flames: he/she is ~@|@chipuuhkisuw (vai-u)@
@trapper: inland ~@|@nuuhchiimiiw-iiyuw (na)@
@travel by vehicle: he/she ~s@|@pimipiyuw (vai/ii-i)@
@travel far: he/she ~s@|@piichiiw (vai)@
@treat him/her well: he/she ~s@|@miyutuutuwaaw (vta)@
@treat it well: he/she ~s@|@miyutuutim (vti)@
@treat people well: he/she ~s@|@miyututaachaaw (vai)@
@tree bark@|@wiichaaskw (ni)@
@tree branch (used for flooring)@|@siihtaahkun (na)@
@tree has bush boughs or branches: the ~@|@piikuwaayaatichuw (vai-i)@
@tree stump@|@chimaaiskaan (ni)@
@tree: near a ~@|@chiihkaaskw (p)@
@trees (they) stand in a clump@|@ministikukaapuuch (vai-uu pl)@
@trees stand in the valley: (they) ~@|@pisikaapuuch (vai-uu pl)@
@trees: it is an area of cut off ~@|@chimaaskwaaw (vii)@
@trees: it is an isolated group of ~@|@ministikwaaskwaayaaw (vii)@
@trees: there are lots of ~@|@mistikuskaaw (vii)@
@trench in the rock: it is an underwater ~@|@pisaamiskaaw (vii)@
@trench in the snow: it is a ~@|@pisaakuunikaaw (vii)@
@trench in the water: there is a ~@|@pisaatimiiw (vii)@
@trench: it is a ~@|@pisaaw (vii)@
@trespass@|@michituutimuun (ni)@
@trial: she/he is on trial@|@waasaakinuuw (vai ps)@
@tributary (joins main river or road): it is a ~@|@maataamaapiyuw (vii-i)@
@trick him/her: he/she ~s@|@wiyaasiimaaw (vta)@
@trickle (liquid): it ~s@|@yaayaapuwaaw (vii)@
@tricycle@|@kaanistukaataawaayaasch (nip)@
@trigger@|@uchipichikin (ni)@
@trip him/her with foot or leg: he/she ~s@|@piswiistaaskuwaaw (vta)@
@trip on smth and fall: he/she ~s@|@paachisimuuhkaasuw (vai-u)@
@trip on the rope: he/she ~s@|@piswaapaakaaham (vti)@
@trip over him/her/it: he/she ~s@|@piswaahwaaw (vta)@
@trip over it: he/she ~s@|@pisuskim (vti)@
@trip while walking: he/she ~s@|@piswiistaasuw (vai)@
@tripe (between large intestine- stomach: his/her ~@|@ukaahkaachuwa (nad)@
@triple cord: it is a ~@|@nistwaapiihchaayaaw (vii)@
@triple it (stone@|@nistwaapiskimuuhtaaw (vai+o)@
@triple it (string-like): he/she ~s@|@nistwaapaachinim (vti)@
@tripod frame for a teepee@|@tistuwaaikin (ni)@
@tripod over cooking fire@|@tistuwaaichaapitaakin (ni)@
@trouble for him/her by actions: he/she causes ~@|@maamaasaahaaw (vta)@
@trouble for him/her: he/she ~s@|@ustaapiyaaw (vta)@
@trouble: he/she makes ~@|@ustaapiihtaaw (vai)@
@trout (Salvelinus fontinalis): small speckled ~@|@maatimaakus (na d)@
@trout (Salvelinus fontinalis): speckled ~@|@maatimaakw (na)@
@trout: lake ~ (Salvelinus namaycush)@|@kukimaas (na)@
@truck@|@utaapaan (ni), yaakaautaapaan (ni)@
@truck: fuel ~@|@pimiiutaapaan (ni)@
@truck: pick-up ~@|@kaakiskichiyaakinuusch (nip)@
@truck: tow ~@|@kaauchipitaahku-utaapaaniyuw@
@truck: water ~@|@nipiiutaapaan (ni)@
@true: it is ~@|@taapwaamikin (vii), taapwaamikin (vii)@
@truly@|@taapwaa (p)@
@trust@|@taapwaayaaihtimuun (ni)@
@trust him/h: he/she ~s@|@taapwaayaaimaaw (vta)@
@trust him/her: he/she ~s@|@taapwaauchaaimaaw (vta)@
@trust in it: he/she ~s@|@taapwaayaaihtim (vti)@
@trust in smth: he/she ~s@|@taapwaayaaimuw (vai-u)@
@trust it: he/she ~s@|@taapwaauchaaihtim (vti)@
@truth@|@taapwaaun (ni)@
@truth about him/her: he/she tells the ~@|@taapwaamaaw (vta)@
@truth: he/she tells the ~@|@taapwaaw (vai)@
@truth: it speaks the ~@|@taapwaamikin (vii)@
@try it (an.): he/she ~s@|@kuchaahaaw (vta), kukwaachaahaaw (vta r)@
@try it by hand: he/she ~s@|@kutinim (vti)@
@try it on/in (an.): he/she ~s@|@kutimuuhwaaw (vta)@
@try it on: he/she ~s@|@kutimuuhtaaw (vai+o)@
@try it out (an.): he/she ~s@|@kuchipiyaahaaw (vta)@
@try it out: he/she ~s@|@kutimwaaw (vai+o)@
@try it: he/she ~s@|@kuchiihtaaw (vai+o)@
@try over and over: he/s ~s@|@kukwaachiihtaaw (vai r+o)@
@try to do it:he/she ~s@|@kuchituutim (vti)@
@try to eat it (an.): he/she ~s@|@kukwaatimaaw (vta r)@
@try to find: he/she ~s@|@kuiituwaaihtim (vti)@
@try to fit it on: he/she ~s@|@kutimuuhtaaw (vai+o)@
@tub@|@waapaakaaikinischiihkw (ni)@
@tube@|@utichisiiy (ni)@
@tuberculosis: he/she has ~@|@uuhpinaahkusuw (vai-i)@
@tubful: one ~@|@paaikuwaapaakaaikinischiihkw@
@tubsful: three ~@|@nistuwaapaakaaikinischiihkw@
@tubsful: two ~@|@niisuwaapaakaaikinischiihkw@
@Tuesday (lit on the second day)@|@aaniisuchiisikaach (vii cj)@
@tumor@|@minitus (na d)@
@tundra@|@musuwaaw (vii)@
@tundra dweller@|@musuwaaw-iiyuw (na)@
@tunnel@|@yaawaatikin (ni)@
@turkey@|@mistipiyaaw (na)@
@turn around standing: he/she ~s@|@chiiwaakaapuuw (vai-uu)@
@turn around toward him/her (standing): he/she ~s@|@chiiwaakaapuustuwaaw (vta)@
@turn around toward it (standing): he/she ~s@|@chiiwaakaapuustim (vti)@
@turn around: he/she/it ~s@|@aapimipiyuw (vai/ii-i)@
@turn from it: he/she ~s@|@kwaaschiiw (vai)@
@turn him/her/it over (an.)(other side up): he/s ~s@|@kwaaschipiyaahaaw (vta)@
@turn him/her/it over (an.): he/she ~s@|@kwaaschinaaw (vta)@
@turn him/her/it over for him/her (an.): he/she ~s@|@kwaaschinimuwaaw (vta)@
@turn his/her head: he/she ~s@|@kwaaschiskwaayuw (vai-i)@
@turn it (an.@|@aapuukuchaanaaw (vta)@
@turn it (an.) inside out: he/she ~s@|@kwaaskwaaputinaaw (vta)@
@turn it off (machine): he/s ~s@|@chimipiihtaaw (vai+o)@
@turn it over (the other side up): he/she ~s@|@kwaaschipiihtaaw (vai+o)@
@turn it over by hand: he/she ~s@|@kutipinim (vti)@
@turn it over: he/she ~s@|@kwaaschinim (vti)@
@turn it: he/she ~s@|@piimaaham (vti), piimaahwaaw (vta)@
@turn onto his/her back: he/she ~s@|@atichinipiiyuw (vai-u)@
@turn over (lying down): he/she ~s@|@kwaaschin (vai)@
@turn the lamp on bright: he/she ~s@|@chiihkaayaastaanim (vti)@
@turn toward him/her sitting: he/she ~s@|@chiiwaapiistuwaaw (vta)@
@turn toward him/her: he/she ~s@|@aapimuustuwaaw (vta)@
@turn: in ~@|@kwaaschiipin (p)@
@turning smth: he/she is ~@|@piimaaichaaw (vai)@
@twelve@|@niisaap (p-w)@
@twenty@|@niisuyuw (p)@
@twenty-eight@|@niisuyuw-aasu-yaanaaw (p)@
@twenty-five@|@niisuyuw-aasu-pitaataahch (p)@
@twenty-five cents@|@kaamisaapiskaach (nip)@
@twenty-four@|@niisuyuw-aasu-naaw (p)@
@twenty-nine@|@niisuyuw-aasu-paaikustaaw (p)@
@twenty-seven@|@niisuyuw-aasu-niiswaautaahch@
@twenty-six@|@niisuyuw-aasu-aasutaahch (p)@
@twenty-three@|@niisuyuw-aasu-nistu (p)@
@twenty-two@|@niisuyuw-aasu-niisu (p)@
@twice@|@niiswaaw (p)@
@twist it@|@piimaaham (vti)@
@twist it (string-like): he/she ~s@|@piimaapaakaaham (vti)@
@twisted (an.@|@piimaachisuw (vai-i), piimaapaachisuw (vai-i)@
@twisted (an.): he/she ties it ~@|@piimaapiihkaataaw (vta)@
@twisted (sheet-like): it is ~@|@piimaakin (vii)@
@twisted (string-like): it is ~@|@piimaapaakin (vii), piimaapiihchaapiyuw (vai/ii-i)@
@twitches: his/her eye ~@|@chiihchiipaapuw (vai-i)@
@two (an.): there are ~@|@niisuuch (vai-uu pl)@
@two brothers@|@niiswaapaauuch (vai-uu pl)@
@two hundred@|@niisu-mitaasimitinuw (p)@
@two men: they are ~@|@niiswaapaauuch (vai-uu pl)@
@two pieces of firewood@|@niisuuhtich (p)@
@two thousand@|@niiswaaw-chaasipiiyuw (p)@
@two together@|@taapiskun (p)@
@two walking together: they are ~@|@niisuuhtaauuch (vai pl)@
@two-by-two: he/she does it ~@|@naaniisuutaaw (vai r+o)@
@type if for him/her@|@misinaaichaastimuwaaw (vta)@
@type: he/she ~s@|@misinaaichaapiihtaaw (vai)@
@type: it ~s@|@misinaaichaapiyuw (vii-i)@
@typewriter@|@kaamisinaaichaapiich (nip)@
@Uashau (lit the bay)@|@waasaaw (ni)@
@ugly (an.): he/she/it looks ~@|@michinaakusuw (vai-i)@
@ugly man@|@michaapaaw (na)@
@ugly man: an ~@|@michinaapaauw (vai-u)@
@ugly: he/she is ~@|@michiiw (vai)@
@ugly: he/she makes him/her look ~@|@michinaakwaahaaw (vta)@
@ugly: it is ~@|@michin (vii)@
@ugly: it looks ~@|@michinaakun (vii)@
@umbrella@|@akunaapaasuun (ni)@
@unbeliever@|@kaakaataapwaataahk (nap)@
@uncle (brother of mother)@|@ukumis (na)@
@uncomfortable place: it is an ~@|@ustuun (vii)@
@uncomfortable when laying down: he/she is ~@|@ustuusin (vai)@
@uncomfortable when sitting: he/she is ~@|@ustuupuw (vai-i)@
@uncomfortable while standing: he/she is ~@|@ustuukaapuuw (vai-uu)@
@uncomfortable: he/she is ~@|@ustuyuw (vai-i)@
@uncomfortable: he/she makes him/her ~@|@ustuwaaw (vta)@
@uncomfortably: he/she lies ~@|@michisin (vai)@
@unconcerned about him/her: he/she is ~@|@taastikaataaw (vta)@
@unconcerned about it: he/she is ~@|@taastikaatim (vti)@
@uncover him/her (an.): he/she ~s@|@paaschinaaw (vta)@
@uncover it: he/she ~s@|@paaschinim (vti)@
@uncovered: it lies ~@|@musaastaaw (vii)@
@under@|@aanaahch (p)@
@undergrowth: it is a forest free from ~@|@siipaayaaskwaayaaw (vii)@
@underpants@|@piihtuukischipisunaan (na)@
@undershirt@|@piihtuuskaakin (ni)@
@understand him/her: he/she ~s@|@nistuuhtuwaaw (vta)@
@understand it: he/she ~s@|@nistuuhtim (vti), nistuunim (vti), nistuwaaihtim (vti)@
@underwater (an.): he/she pushes him/her/it ~@|@kuchinaaw (vta)@
