@English@|@Danish@
@truncate@|@afstumpe, forkorte (fx. 7.75 til 7.7), forkorte (fx. 7.7585 til 7.75)@
@truncated cone@|@keglestub(-en)@
@truncheon@|@knippel(-en), politiknippel, politistav, politistav, totenschlæger@
@trundle@|@tulle@
@trundle along@|@trille afsted@
@trunk@|@bagagerum(-et), bul, krop(-en), kuffert(-en), snabel, stamme@
@trunk (of body)@|@overkrop@
@trunk (travel)@|@rejsekuffert@
@trunk ~@|@telefonsamtaler@
@trunk call@|@mellembys samtale, provinssamtale, udenbys samtale@
@trunk fish@|@kuffertfisk(-en)@
@trunk road@|@hovedvej@
@trunks@|@badebukser, bukser, bukser (et par bukser), korte bukser, underbenklæder@
@truss@|@binde, brokbind(-et), gøre kylling klar (stegning), klase(-en), omsnøre, spær@
@truss and belt maker@|@bandagist(-en)@
@truss hand and foot@|@svinebinde@
@truss of hay@|@knippe(-et)@
@truss spar@|@gitterspær(-et)@
@truss up@|@svinebinde@
@trussed rafters@|@gitterspær(-et)@
@trussed up like a roast pig@|@svinebundet@
@trussing@|@omsnøring@
@trust@|@betroede midler, båndlæggelse(-en), fortrøstning(-en), håbe, lid, lide på, sætte sin lid til, tillid, tiltro, trust, trust (firma aftaler)@
@trust formation@|@trustdannelse@
@trust fund@|@båndlagt, båndlagt kapital@
@trust in@|@stole på@
@trust sombody@|@betro nogen noget, overlade til@
@trust somebody@|@stole på nogen@
@trust territory@|@formynderskabsområde(-et)@
@trusted@|@betroet, stolede på@
@trustee@|@bestyrelsesmedlen(-et), formynder(-en), kurator(-en), overformynder, værge@
@trusteeship@|@formynderskab(-et)@
@trustful@|@fortrøstig, trøstig@
@trusting@|@tillidsfuld@
@trustworthiness@|@pålidelighed, tilforladelighed, vederhæftighed@
@trustworthy@|@tilforladelig, troværdig, vederhæftig@
@trusty@|@trofast@
@truth@|@sandhed@
@truthful@|@sand, sanddru, sandfærdig@
@truthfulness@|@sanddruhed, sandfærdighed@
@truth-loving@|@sandhedskærlig@
@try@|@chance(-en), forsøge, probere (prøve), prøve@
@try new approach@|@sadle om@
@try to persuade@|@bearbejde@
@trying@|@enerverende, forsøge sig, prøvning, ubehagelig@
@trying on@|@prøvning@
@trysail@|@gaffelsejl(-et)@
@tryst@|@stævnemøde@
@'tryst@|@elskovsrede@
@try-works@|@trankogeri@
@tsar@|@zar@
@Tsar@|@czar(-en) (zar-tsar), tsar (Zar)@
@tsarina@|@zarina(-en)@
@tsetse fly@|@tsetseflue@
@T-shirt@|@undertrøje med korte ærmer@
@tsunami@|@flodbølge, flodbølge(-en), seismisk bølge@
@tthe royal dynasty@|@kongehus(-et)@
@tub@|@badekar(-et), balje(-en), bøtte(-en), kar(-et)@
@tuba@|@tuba@
@tubby@|@fedladen, tyk@
@tube@|@fængrør(-et), rør, slange, slange (i dæk), tube, undergrundsbane, ventil@
@tube drawer@|@rørtrækker@
@tube fitter@|@rørlægger@
@tubeless (tyre/tire)@|@slangeløs@
@tuber@|@knold(-en), rodknold@
@tubercle@|@tuberkel@
@tubercle bacillus@|@tuberkelbacille@
@tubercle free@|@tuberkelfri@
@tuberculin@|@tuberkulin@
@tuberculin free  (fx. herd)@|@tuberkulinfri (fx. besætning)@
@tuberculin test@|@tuberkulinprøve, tuberkulinundersøgelse@
@tuberculin-tested milk@|@børnemælk(-en)@
@tuberculosis@|@tuberkulose@
@tuberculosis patient@|@tuberkelpatient@
@tuberculosis sanatorium@|@tuberkulosesanatorium@
@tuberculous@|@tuberkuløs@
@tubing@|@rørsystem@
@tubular@|@rørformet@
@tuck@|@guf, kræs, læg (omslag), læg(-en), proppe, putte@
@tuck away@|@gemme af vejen, stikke væk@
@tuck in@|@guffe i sig, lange til fadet, stoppe dynen ned om@
@tuck pointer@|@fugeske(-en)@
@tuck up@|@kilte (op), kiltre (op), smøge op@
@tucked up@|@opskørtet@
@tucked-up@|@opkiltet, opsmøget@
@Tuesday@|@tirsdag@
@tufa@|@tuf (porøs vulkansk bjergart)@
@tuff@|@lava@
@tuff (compacted volcanic ash)@|@tuf (porøs vulkansk bjergart)@
@tuft@|@dusk(-en), kvast(-en), tot, tue@
@tuft of grass@|@græstot(-en)@
@tuft of hair@|@hårtot@
@tufted@|@toppet@
@tufted duck@|@troldand@
@tug@|@bugserbåd(-en), bugsere, hive, ryk, slæbe, slæbebåd, tag (greb), trække@
@tug at@|@ruske@
@tugboat@|@bugserbåd(-en)@
@tugged@|@hev@
@tug-of-war@|@styrkeprøve, tovtrækning@
@tug-of-war (have a ~)@|@trække tov@
@tuition@|@undervisning@
@tuition car@|@skolevogn@
@tulip@|@tulipan@
@tulip bulb@|@tulipanløg@
@tulip tree@|@magnolie(-en), tulipantræ@
@tulle@|@tyl@
@tumble@|@dejse, dumpe, fald(-et), kolbøtte(-en), omkuld (falde~), rode op i, tumle, tumle omkuld, uorden@
@tumbler@|@krus(-et), tumling, ølglas(-et), ølkande(-en)@
@tumbler (lock)@|@gæk, gæk (i lås)@
@tumbleweed@|@salsola, steppeløber, vindheks (indtørret sodaurt)@
@tumbrel@|@kærre(-en)@
@tumefied@|@bullen@
@tumefy@|@hovne, hovne (svulme/hæve)@
@tumid@|@svullen@
@tumified@|@hoven, svullen@
@tumify@|@hæve@
@tummy@|@bug(-en), mave(-en)@
@tummy ache@|@mavepine(-en), mavesmerter@
@tummy crunch@|@mavebøjninger@
@tumor-like@|@svulstagtig@
@tumorous@|@svulstagtig@
@tumour@|@svulst, tumor@
@tumult@|@tumult@
@tumult of mind@|@sindsoprør@
@tumultuous@|@stormende, tumultagtig, tumultarisk@
@tumultuous meeting@|@rabaldermøde@
@tumulus@|@gravhøj(-en), kæmpehøj(-en)@
@tuna@|@tun, tunfisk, tunfisk@
@tundra (usually permafrost)@|@tundra@
@tune@|@harmoni, harmonisere, indstille, melodi, stemme (strenge)@
@tuneful@|@iørefaldende@
@tuner@|@radio tuner@
@Tunesia/Tunesian@|@Tunesien/tuneser/tunesisk@
@tungsten@|@tungsten (mineral)@
@tunic@|@bluse(-en), kjortel(-en), kofte(-en), tunika, uniformsfrakke, våbenfrakke@
@tuning@|@at indstille, at stemme, at tilpasse@
@tuning (adapt)@|@afstemning (tilpasning)@
@tuning-fork@|@stemmegaffel@
@tuning-key@|@stemmenøgle@
@Tunis (capital of Tunesia)@|@Tunis (Tunesiens hovedstad)@
@Tunisia -Tunisian@|@Tunesien-tuneser-tunesisk@
@tunnel@|@minegang, tunnel@
@tunnel (through)@|@grave sig igennem@
@tunny@|@tun, tunfisk@
@tup@|@vædder@
@tuppence@|@to pence@
@turban@|@turban@
@turbid@|@grumset, plumret@
@turbid feelings@|@blandede følelser@
@turbine@|@turbine@
@turbit@|@mæfikke@
@turbot@|@pighvar@
@turbulence@|@turbulens@
@turbulent@|@omtumlet, turbulent, urolig@
@turd@|@lort (pølse-klat), skid, skiderik@
@tureen@|@suppeterrin, terrin@
@turf@|@græstørv, græstørv(-en), grønsvær(-en)@
@turgid@|@svulstig@
@turgidity@|@saftspænding, svulstighed@
@turgor pressure@|@saftspænding@
@Turk@|@tyrk@
@Turkestan@|@Turkestan@
@turkey@|@kalkun(-en)@
@Turkey@|@Tyrkiet@
@Turkey-Turkish-Turk@|@Tyrkiet-tyrkisk-tyrker@
@Turkish@|@tyrk, Tyrkisk@
@Turkish bath@|@dampbad(-et), tyrkisk bad@
@Turkish carpet@|@tyrkisk tæppe@
@Turkish delight@|@kandiseret frugtkonfekt@
@Turkish towel@|@frottéhåndklæde(-et)@
@turmeric@|@gurkemeje(-en)@
@turmoil@|@kamptummel(-en), opstandelse, pandæmonium (voldsomt postyr), tummel@
@turn@|@drej, drejning(-en), forandre, fordreje, henvende, omgang, sving, tørn, veksle, vende, vending@
@turn (a compliment)@|@turnere@
@turn (wind)@|@vinding (snoning)@
@turn against@|@vende sig imod@
@turn around@|@bomme (i sejlbåd), kovending(-en), vende@
@turn away@|@bortvise@
@turn back and forth@|@virre@
@turn cartwheels@|@slå vejrmøller@
@turn down@|@forkaste, ombukke, skrue ned@
@turn down (fx.bedsheet)@|@ombøje@
@turn down the volume@|@skrue ned for lyden@
@turn fifty@|@fylde halvtreds, passere de halvtreds@
@turn grey@|@gråne@
@turn in@|@angive, bukke om, forråde, gå til køjs@
@turn inside out@|@endevende, krænge@
@turn into@|@blive til, forvandles til@
@turn leaves of book@|@bladre@
@turn of a century@|@århundredskifte(-et)@
@turn of the market@|@stemningsomslag@
@turn of the tide@|@strømkæntring@
@turn of the year@|@årsskifte(-et)@
@turn off@|@lukke@
@turn out@|@arte sig, bortjage, fremmøde@
@turn out (fire department)@|@udrykning@
@turn over@|@omsætning, tippe@
@turn over a new leaf@|@vende et nyt blad@
@turn round@|@vende@
@turn the corner@|@runde hjørnet@
@turn the leaves@|@gennemblade@
@turn to@|@ty@
@turn to account@|@nyttiggøre@
@turn up@|@arrivere, møde op, troppe op@
@turn up in strenght@|@møde talstærkt op@
@turn up one's nose@|@rynke på næsen af@
@turn upside down@|@endevende@
@turn yellow@|@gulne@
@turn(in boat)@|@bomme@
@turncap (turns with the wind)@|@røghætte@
@turncoat@|@vendekåbe, vendekåbe (fig.), vindbøjtel@
@turn-down collar@|@nedfaldende flip@
@turned (to rot)@|@oret@
@turned downward@|@nedadvendt@
@turned inside out (fx.clothes)@|@vrangvendt@
@turned inward@|@indadvendt@
@turned on the waterworks@|@vandede høns@
@turned outward@|@udadvendt@
@turned the wrong way@|@bagvendt@
@turned up@|@opadbøjet, opadstræbende@
@turned-up@|@opsmøget@
@turned-up nose@|@opstoppernæse@
@turner@|@drejer, drejer(-en)@
@turner's workshop@|@drejerværksted(-et)@
@turning@|@drejning(-en), sving@
@turning (change direction)@|@vending@
@turning diameter@|@vendediameter@
@turning knob@|@drejeknap(-en), ombryder@
@turning lathe@|@drejebænk(-en)@
@turning point@|@vendepunkt@
@turnip@|@kålrabi(-en), kålroe(-en), roe, turnips@
@turnip cabbage@|@kålrabi(-en), kålroe(-en)@
@turnkey@|@slutter@
@turnkey house@|@nøglefærdigt hus@
@turnout@|@optrin@
@turn-out@|@mødeprocent@
@turn-out percentage@|@mødeprocent@
@turnspit@|@stegespid@
@turnstile@|@stente, tælleapparat@
@turnstone (bird)@|@stenvender@
@turntable@|@drejeskive(-en)@
@turntable (record player)@|@pladetallerken (grammofon)@
@turn-up@|@opslag@
@turpentine@|@terpentin, terpentin@
@turpitude@|@fordærv (moralsk), nedrighed(-en)@
@turps@|@terpentin@
@turps (liqueur - Australia)@|@sprut (spiritus)@
@turquoise@|@turkis, turkisfarvet@
@turret@|@kanontårn(-et), lille tårn@
@turret (building)@|@udkigstårn@
@turret (fx. gun~)@|@tårn@
@turret clock@|@tårnur@
@turret lathe@|@revolverdrejebænk@
@turret ship@|@tårnskib@
@turreted building@|@tårnbygning@
@turtle@|@havskildpadde, skildpadde@
@turtle dove@|@turteldue@
@turtle doves@|@turtelduer@
@turtle soup@|@skildpaddesuppe@
@turtleneck@|@rullekrave, rullekravesweater@
@tusche@|@tusch@
@tush@|@endeballer/røv, irrettesettelse, tand (hest)@
@tusk@|@stødtand@
@tusk (mammal)@|@hugtand@
@tussle@|@håndgemængd, slagsmål@
@tussock@|@rapgræs (plænegræs), tue@
@tut tut!@|@herregud!@
@tutee@|@manuducend@
@tutelage@|@formynderskab(-et)@
@tutelary deity@|@skytsgud (-inde)@
@tutelary spirit@|@skytsånd@
@tutor@|@give timer i, huslærer, lærer(-en), manuduktør(-en), underviser, vejlede@
@tutor (teach)@|@manuducere@
@tutorial@|@kursus-, manuduktions-, undervisnings-@
@tu-whoo (the owl)@|@uhu (uglen)@
@tuxedo@|@smoking, smoking (us)@
@TV@|@fjernsyn(-et), tossekasse@
@TV set@|@fjernsynsapparat(-et)@
@twaddle@|@bavl, pjadder, pjank, pjat, pladder, plidder-pladder, plidder-pladder, præk, pølsesnak, snak, ævl@
@twaddler@|@sludrehoved@
@twaddling@|@sludrevorn, vrøvlet, vrøvlevorn, våset@
@twain (the ~)@|@tvende@
@twang@|@anslå (strenge), knips(-et), snøvlen, svirpen@
@tweak@|@finindstille, justere, kneb(-et), nappe, tune(indstille)@
@tweed cap@|@sixpence@
@'tween a rock and a hard place@|@i alvorlige vanskeligheder, jobspost(-en), urias-post (GT)@
@tweet@|@kvidre@
@tweet-tweet@|@kvirrevit@
@tweezers@|@pincet@
@twelfth@|@tolvte, tolvtendedel@
@twelfth (1/12)@|@tolvtedel@
@Twelfth Night@|@helligtrekongers aften@
@Twelfth Night (~ of christmas)@|@helligtrekongersaften@
@twelve@|@tolv@
@Twelve days of Christmas@|@julen (25/12-6/1)@
@twelve-year-old@|@tolvårig@
@twenthiest@|@tyvendedel@
@twentieth@|@tyvende@
@twentieth century@|@tyvende århundrede@
@twenty@|@tyve@
@twenty first@|@21'ende@
@twenty second@|@22'ende@
@twenty third@|@23'ende@
@twentyfifth@|@femogtyvende@
@twenty-first century@|@enogtyvende århundrede@
@twenty-one@|@en og tyve@
@twentyseven@|@syv og tyve@
@twerp@|@lille skvat, skid (person), skvadderhoved, skvat@
@twice@|@to gange@
@twice a year@|@halvårlig@
@twiddle@|@dreje på, pille ved, trille med@
@twig@|@kvist(-en), lille gren@
@twigs@|@kvas, ris (kviste)@
@twilight@|@dæmring(-en) (aften), mørkning, skumring, tusmørke@
@twilight (morning)@|@dæmring, gryning@
@twilight nights@|@lyse nætter@
@twilight of the Gods@|@ragnarok@
@twill@|@drejl, kiper@
@twilled@|@kipret@
@twin@|@tvilling@
@twin bed@|@den ene af to ens senge@
@twin brother@|@tvillingebroder@
@twin delivery (birth)@|@tvillingefødsel@
@twin screw@|@dobbeltskrue(-en), tvillingeskrue@
@twin set@|@cardigansæt(-et)@
@twin sister@|@tvillingesøster@
@twin town@|@venskabsby@
@twin wheels@|@dobbelthjul(-et)@
@twin-bed@|@dobbeltseng(-en)@
@twine@|@hyssing, sejlgarn, slynge sig omkring, sno, snoning@
@twine around@|@omspænde@
@twin-engined@|@tomotoret@
@twiner@|@slyngplante@
@twinflower@|@Linnæa borealis@
@twinge@|@jag, stik (af smerte)@
@twinkle@|@blink(-et), blinke, glimte, glimte, tindre@
@twinning@|@føde tvillinger@
@twins@|@tvilling@
@twirl@|@sno, snurre rundt, svinge med@
@twirled (spun)@|@tvandt@
@twirp@|@skvat@
@twist@|@drejning(-en), fordreje, fortrak, fortrække, forvrænge, krølle, sno, snoning, tvinde, vikle, vridning@
@twist (cotton)@|@tvist (materiale)@
@twist tie@|@vrideklemme@
@twisted@|@abnorm, forkvaklet, forvreden, sammenkrøllet@
@twisted (spun)@|@tvandt@
@twisted (wringed)@|@vredet@
@twisting paths@|@krogveje, slyngede stier@
@twists and turns@|@slangebugtninger@
@twit@|@brander(-en), drillepind(-en) (evt. ondskabsfuld), pådutte, skvat@
@twitch@|@gib(-et), krampetrækning(-en), mimre, ryk, spjæt, spjætte, trækning@
@twitter@|@kvidder, kvidre, kvidren, kvirrevit@
@twittering@|@kvidren@
@two@|@to, toer, tvende@
@two (2)@|@total (2)@
@two birds with one stone@|@to fluer med et smæk@
@two bits@|@25 cents@
@two bits (25 cents)@|@25 cent (US)@
@two coloumn (page)@|@tospaltet (side)@
@two embryonic seed leaves@|@tokimbladet@
@two feet (Danish 2*31.35 cm)@|@alen (dansk)@
@two hands (for~)@|@tohændig@
@two metres square@|@to gange to kvadratmeter@
@two metres square(d)@|@2 m * 2 m = 4 m²@
@two of spades@|@spar to@
@two syllable word(s)@|@tostavelsesord@
@two times two is four@|@to gange to er fire@
@two turn (Danish folk dance)@|@totur (folkedans)@
@two weeks@|@fjorten dage, to uger@
@two wheeler@|@sækkevogn@
@two-act play@|@toakter@
@two-decker@|@dobbeltdækker(-en)@
@two-decker (ship)@|@todækker@
@two-edged@|@tveægget@
@two-family house@|@tofamilieshus@
@two-fold@|@dobbelt@
@two-horse carriage@|@tospænderkøretøj@
@two-legged@|@tobenet@
@two-masted@|@tomastet@
@two-master (ship)@|@tomaster@
@two-part@|@tostemming@
@two-person (fx. canoe)@|@tomands- (fx. kano)@
@two-phased@|@tofaset@
@two-piece@|@spadseredragt@
@two-piece suit@|@spadseredragt, jakkesæt uden vest@
@two-piece swimsuit@|@bikini(-en), todelt badedragt@
@two-piece(suit)@|@todelt@
@two-pronged@|@togrenet@
@two-room flat@|@toværelses lejlighed@
@two-rowed (fx.barley)@|@toradet@
@two-seater@|@topersoners bil, topersonersvogn@
@two-sided@|@dobbeltsidig@
@two-storeyed@|@toetages@
@two-stroke engine@|@totaktsmotor@
@two-way@|@i begge retninger@
@two-way switch@|@korrespondenceafbryder@
@two-wheeled@|@tohjulet@
@two-winged@|@tovinget@
@two-year-old@|@toårig@
@tycoon@|@forretningsfyrste, industrimagnat(-en), pamper, stormand@
@tying (commerce)@|@købetvang(-en)@
@tympanic membrane@|@trommehinde@
@tympanites@|@trommesyge@
@tympanum@|@tympanon (buefelt)@
@type@|@art(-en), folkefærd(-et), maskinskrive, type@
@type (~setting)@|@sats@
@type (normal-italic-bold font)@|@skrifttype@
@type (standing matter)@|@sats (typografisk)@
@type case@|@skriftkasse@
@type face@|@skriftbillede@
@type founder@|@skriftstøber@
@type foundry@|@skriftstøberi@
@type of sport@|@idrætsgren(-en)@
@type scale@|@skriftstørrelse@
@type size@|@skriftstørrelse@
@typed@|@maskinskrevet, trykt@
@types of ore@|@malmart(-en)@
@type-setter@|@sætter, sætter (typograf)@
@type-setting@|@opsætning, opsætning (typografisk sats)@
@type-setting machine@|@sættemaskine@
@typewriter@|@skrivemaskine@
@typewriting@|@maskinskrivning@
@typewritten@|@maskinskrevet@
@typhoid@|@tyfus@
@typhoid fever@|@tyfus@
@typhoon@|@taifun, tyfon@
@typhus fever@|@plettyfus@
@typical@|@betegnende, ejendommelig, typisk@
@typing@|@maskinskrivning@
@typing error@|@fejlskrivning(-en), slåfejl@
@typing paper@|@skrivemaskinepapir@
@typist@|@maskinskriver(-en), maskinskriverske(-en), skrivemaskinebruger@
@typist (female)@|@kontordame(-en)@
@typographer@|@typograf@
@typography@|@bogtrykkerkunst(-en)@
@tyrannical@|@tyrannisk@
@tyrannize@|@tyrannisere@
@tyranny@|@tyranni, voldsherredømme@
@tyrant@|@tyran@
@tyre@|@dæk(-et), ring@
@tyre gauge@|@trykmåler til dæk@
@tyre lever@|@dækjern(-et)@
@tyre pressure@|@dæktryk(-et), dæktryk(-et)@
@tyre retreading@|@vulkanisering@
@tyre tracks@|@bilspor(-et)@
@tyro@|@begynder(-en), rekrut@
@Tyrol - Tyrolean@|@Tyrol - tyroler- tyrolsk@
@Tyrolese hat@|@tyrolerhat@
@tzigane@|@sigøjnerorkester@
@U joint@|@kardanled(-et)@
@u made your bed-now lie in it@|@ligge som man har redt@
@U.S.S.R.@|@Sovietunionen@
@U+221E@|@uendelighed@
@U+2260@|@/= ikke lig med@
@U+2318/Alt+8984@|@sankthanskors/johanneskors, seværdighedsskilt/johanneskors@
@U+3A9 (omega)@|@ohm (Alt+0937)@
@U+FF20@|@fuld bredde (snabela)@
@übermensch@|@overmenneske, supermand@
@ubiety@|@tilstedeværelse@
@ubiquitous@|@allestedsnærværende, universal@
@U-boat@|@u-båd@
@U-boat (German)@|@undervandsbåd@
@udder@|@yver(-et)@
@udenfor@|@ude@
@ufo@|@flyvende tallerken(-en)@
@ugh@|@fy for søren@
@ugh!@|@fy!, føj!@
@uglify@|@gøre grimmere, hæsliggøre@
@ugliness@|@grimhed(-en), hæslighed@
@ugly@|@ful, grim, hæslig, styg, uskøn@
@ugly as sin@|@tudegrim@
@ugly blighter@|@grimrian(-en)@
@uhlan (cavalry with lances)@|@ulan (ryttersoldat med lanse)@
@Ukraine - Ukrainian@|@Ukraine -ukrainsk@
@ukulele@|@ukulele@
@UK-United Kingdom@|@Storbritannien og Nordirland@
@ulcer@|@kræftskade(-en), mavesår(-et)@
@ulceration@|@sårdannelse@
@ulster (overcoat)@|@ulster (overfrakke)@
@Ulster(ancient kingdom n.ire.)@|@Ulster (Nordirland)@
@ulterior motive@|@bagtanke(-en)@
@ultimate@|@sidst, ultimativ@
@ultimately@|@endelig, i sidste ende, sidste instans@
@ultimatum@|@ultimatum@
@ultra (extreme)@|@ultra@
@ultra-Conservative@|@stokkonservativ@
@ultra-fashionable@|@højmoderne@
@UltraLargeCrudeCarriers@|@supertanker (VLCC/ULCC)@
@ultramarine (strong blue)@|@ultramarin@
@ultra-modern@|@hypermoderne, højmoderne@
@ultrasonic@|@overlyds-, ultralyds-@
@ultraviolet keratitis@|@sneblind@
@Ulysses@|@Odysseus@
@umanned@|@ubemandet@
@umarried (spinster)@|@uafsat@
@umbel@|@skærm (~plante)@
@umbellifer@|@skærmblomstret, skærmplante@
@umbelliferous plant@|@skærmplante@
@umbellious plant@|@skærmblomstret@
@umber (brownish)@|@umbra@
@umbilical bandage@|@navlebind(-et)@
@umbilical cord@|@navlesnor(-en), navlestreng(-en)@
@umbilical hernia@|@navlebrok@
@umbrage@|@anstød@
@umbrageous@|@tyndskindet@
@umbrella@|@paraply, paraply@
@umbrella aerial@|@paraplyantenne@
@umbrella case@|@paraplyhylster@
@umbrella frame@|@paraplystel@
