@English@|@Persian@
@taken prisoner@|@dastgir@
@taking@|@akhz, gir@
@taking bribes [subs]@|@reshvekhori@
@taking care of@|@morâ'ât@
@taking form@|@tajassom@
@taking into one's service@|@estekhdâm@
@taking pains@|@e'tenâ@
@taking possession of@|@tasarrof, zabt@
@tale@|@afsâne, hekâyat, qesse@
@tales@|@qesas (pl. of qesse)@
@talisman@|@telesm@
@talkative@|@guyâ@
@tall@|@boland@
@tall (of stature)@|@bolandqadd@
@tally@|@te'dâd@
@talon@|@cangâl, nâkhon@
@talon of a bird@|@cang@
@tamarisk-tree@|@gaz@
@tangerine@|@nârangi@
@tank@|@houz@
@tank (military)@|@tânk@
@tanker@|@naftkash@
@tar@|@qir@
@target@|@hadaf, neshân@
@tariff@|@nerkh, ta'refe@
@taste@|@maze, suliqe, zouq@
@taste [to]@|@cashidan@
@tax@|@kharâj@
@tax collector [obs]@|@âmel@
@taxes@|@mâliyât@
@tea@|@câi@
@teach [to]@|@âmukhtan@
@teacher@|@mo'allem, morabbi@
@teacher in a primary school@|@âmuzgâr@
@teacher's training college@|@dâneshsarâ@
@teaching@|@âmuzesh, tadris, ta'lim@
@teaching [subs]@|@mo'allemi@
@tea-cup@|@estekân@
@teapot@|@quri@
@tear@|@shekâf@
@tear up [to]@|@kandan@
@tease [to]@|@sar be sar gozâshtan@
@teaspoon@|@qâshoqe câikhori@
@technical@|@fanni@
@technical school@|@honarestân@
@technician@|@ahle fann@
@technique@|@fann@
@telegraph [to]@|@mokhâbere kardan@
@telescope@|@durbin@
@temperament@|@mezâj, sirat@
@temperance@|@e'tedâl@
@temperate@|@mo'tadel@
@temple@|@jabin@
@temporary marriage@|@sighe@
@temporary wife@|@sighe@
@ten@|@dah@
@ten dinars@|@sannâr@
@tendency@|@meil@
@tender@|@nouras, raqiq@
@tenderness@|@reqqat@
@tendon@|@asab@
@tent@|@câdor, kheime@
@tent-dweller@|@câdorneshin@
@term@|@mou'ed@
@term for the short vowel@|@zabar@
@terminating@|@montahi, qat'@
@terminating (in)@|@monjer@
@terrible@|@movahhesh@
@terrified@|@mar'ub, motavahhesh@
@terrifying@|@sahmgin@
@terrifying [adj]@|@vahshatnâk@
@territory@|@khâk@
@terror@|@harâs, houl, sahm, vahshat@
@test@|@mehakk@
@testament@|@vasiyat@
@testimony@|@gavâhi@
@testing@|@âzmâyesh@
@text (of a document)@|@matn@
@texture@|@bâft, nasj@
@than@|@az@
@than (saying)@|@ke@
@thankful@|@motashakker@
@thanksgiving@|@shokr@
@that@|@ân, ke@
@that is to say@|@ya'ni@
@that same@|@hamân@
@that very@|@hamân@
@that which is behind@|@mâ varâ@
@that which is beyond@|@mâ varâ@
@the@|@al [Arabic]@
@the carrying of loads@|@bârkashi@
@the common people@|@âmm, âmme@
@the Creator@|@âfaridegâr, khâleq@
@the day after tomorrow@|@pasfardâ@
@the day before yesterday@|@pariruz@
@the fair sex@|@jense latif@
@the final time@|@daste âkher@
@the final turn@|@daste âkher@
@the future life@|@âqebat@
@the masses@|@tudeye mardom@
@the night before last@|@parishab@
@the rest@|@sâ'er, sâyer@
@the same@|@yaksân@
@the small of the back@|@dombâle@
@the sons of Adam@|@bani âdam@
@the transient world@|@dâre fanâ@
@the whole@|@hame, koll, kolliye@
@the year before last@|@pirârsâl@
@theatre@|@tamâshâkhâne@
@theft@|@dozdi@
@then@|@pas, sepas@
@then [adv]@|@ba'd@
@theoretical@|@nazari@
@theory@|@elm@
@theory of literary style@|@ma'âni (pl. of ma'nâ), ma'âniye bayân@
@therapeutist@|@darmânshenâs@
@therapist@|@darmânshenâs@
@therapy@|@darmânshenâsi@
@there@|@ânjâ@
@there is no harm in it@|@zarar nadârad@
@therefore@|@lehazâ, pas@
@therefore mentioned@|@moshâron eleih@
@they@|@ânhâ, ishân@
@thick@|@dorosht, ghaliz, koloft, zakhim@
@thickness@|@doroshti@
@thief@|@dozd@
@thigh@|@rân@
@thimble@|@angoshtâne@
@thin@|@lâgher, nâzok, raqiq@
@thing@|@ciz, kâr, shei'@
@think [to]@|@fekr kardan, gamân bordan, pandâshtan@
@thinking@|@fekr, zann@
@third@|@sâles@
@thirdly@|@sâlesan@
@thirst@|@teshnegi@
@thirsty@|@teshne@
@thirteen@|@sizdah@
@thirty@|@si@
@this@|@in@
@this minute@|@as-sâ'at, as-sâ'e@
@this same@|@hamin@
@this very@|@hamin@
@this year@|@emsâl@
@thistle@|@khâr@
@thorn@|@khâr, tigh@
@those@|@ânhâ@
@those in authority@|@ulol-amr@
@those who come after@|@akhlâf (pl. of khalâf)@
@thou@|@to@
@thought@|@andife, fekr, khiâl@
@thoughts@|@afkâr (pl. of fekr)@
@thread@|@nakh, reshte, rismân@
@threat@|@tahdid@
@three@|@se@
@three villages@|@se pârce deh@
@threefold@|@se lâ@
@three-ply@|@se lâ@
@three-sided@|@solâsi@
@threshing floor@|@kharmangâh@
@throat@|@galu@
@throne@|@korsi, takht@
@thronging@|@ezdehâm@
@throughout the course (of)@|@dar tei(ye), tei(ye)@
@throw (down; away) [to]@|@afkandan@
@throw [to]@|@andâkhtan, part kardan@
@throw away [to]@|@dur afkandan@
@throw one's weight about [to]@|@zur goftan@
@thumb@|@shast@
@thunder@|@ra'd@
@Thursday@|@panj shambe@
@thus@|@angune, conân, hamconân, hamconin, ingune@
@ticket office@|@bâje@
@tie@|@band@
@tie [to]@|@bastan@
@tied@|@baste@
@tiger@|@babr@
@tight@|@tang@
@till@|@sanduq@
@till [to]@|@keshtan@
@tiller (of a ship)@|@farvand@
@timber@|@dorud@
@time@|@daf'e, gâh, hengâm, mouqe', vahle, vaqt, zamân@
@time (occasion)@|@martabe@
@time (portion of history)@|@ruzgâr@
@time (season)@|@mousem@
@time (turn)@|@noubat@
@times@|@ouqât (pl. of vaqt)@
@timid@|@kamru@
@tin@|@qal'@
@tip@|@bakhshesh, en'âm, nuk@
@tired@|@khaste@
@tireless@|@khasteginâpazir@
@tissue@|@nasj@
@title@|@envân@
@title (of honour)@|@laqâb@
@title of respect@|@hazrat, janâb, khân, timsâr@
@title of respect (as shomâ)@|@sarkâr@
@title-deed@|@qabâle@
@to@|@be, elâ, khedmat(e)@
@to a considerable degree@|@be marâteb@
@to be true@|@haqiqat dâshtan@
@to such a degree that@|@az bas ke@
@to the effect that@|@dâer bar inke@
@to wit@|@ya'ni@
@toasted@|@bereshte@
@tobacco@|@totun@
@today@|@emruz@
@together@|@bâ ham@
@together with@|@hamrâh(e)@
@toil@|@mehnat@
@toiler@|@zahmatkash@
@toll@|@bâj@
@tolls@|@avârez (pl. of ârezat)@
@tomato@|@goujeye farangi@
@tomorrow@|@fardâ@
@tone@|@lahn, naghme, navâkht@
@tongs@|@gâzambor@
@tongue@|@lahje, zabân@
@tonight@|@emshab@
@tonnage (of a ship)@|@zarfiyat@
@tonsils@|@louzatein@
@too@|@ziâd@
@too much@|@ziâd@
@tool@|@abzâr [colloq], afzâr, âlat@
@tooth@|@dandân, senn@
@toothbrush@|@mesvâk@
@top@|@farâz, fouq, kalle, sar@
@topic@|@mouzu'@
@topsyturvy@|@târ o mâr@
@torch@|@mash'al@
@torment@|@azâb@
@torpedo@|@ezhdar@
@torpedo boat@|@ezhdarafkan, nâvshekan@
@torrent@|@seil, seilâb@
@torture@|@azâb@
@total@|@jomle, kolli@
@totality@|@kolliye, majmu'@
@touched@|@mota'asser@
@touchstone@|@mehakk, mesdâq@
@tough@|@qors@
@touring@|@jahângardi@
@tourist@|@jahângard@
@toward(s)@|@be samt(e), be su(ye)@
@towards@|@be jâneb(e), be taraf(e), samt(e), su(ye)@
@tow-boat@|@yadakkash@
@towel@|@houle@
@tower@|@borj@
@town@|@shahr@
@townsman@|@shahri, shahrneshin@
@toxicology@|@zahrshenâsi@
@toxin@|@zahrâbe@
@toy@|@bâzi, bâzice, dastkhosh@
@trace@|@asar, pei@
@tracing@|@tarsim@
@track@|@pei@
@tract@|@safhe@
@trade@|@bâzargâni, herfe, kasb, pishe, senf, tejârat@
@trade union@|@ettehâdiyeye kârgarân@
@tradesman@|@pishevar@
@trading house@|@tejâratkhâne@
@trading-house@|@dâr ot-tejârat@
@tradition@|@revâyat@
@tradition (of Muhammad)@|@hadis@
@traffic@|@âmad o shod, obur o morur@
@tragic@|@faji'@
@trained@|@varzide@
@training@|@tamrin@
@traitor@|@khâen (khâyen)@
@traitor (to one's country)@|@vatanforush@
@trample upon [to]@|@lagadmâl kardan@
@transfer@|@havâle, tahvil, vâgozâri@
@transfer [to]@|@vâ gozâshtan@
@transferred@|@mohavval, montaqel, vâgozâr, vâgozâri@
@transformation@|@tahavvol@
@transformed@|@mohavval@
@transfusion@|@tazriq@
@transgressing@|@motajâvez@
@transgressor@|@motajâvez@
@transitory@|@fâni@
@translation@|@tarjeme, tarjome@
@translator@|@motarjem@
@transmutation@|@qalb@
@Transoxiana@|@ma varâ on-nahr@
@transport@|@bârkashi, haml o naql, naqliye@
@transporting [subs]@|@naql@
@trap@|@dâm@
@travel@|@seir, siâhat@
@travel [to]@|@mosâferat kardan@
@traveller@|@mosâfer@
@travelling@|@mosâferat@
@travelling through [subs]@|@tei@
@traverse [to]@|@obur kardan, peimudan@
@traversing [subs]@|@obur@
@tray@|@sini@
@tray of a pair of scales@|@kaffe@
@treacherous@|@nârou@
@treachery@|@khiânat@
@treasure@|@ganj, khazine, zakhire@
@treasurer@|@khazânedâr@
@treasury@|@khazâne, khazine@
@treatise@|@resâle@
@treatment@|@alâj, elâj@
@treaty@|@ahd, aqd, peimân@
@treaty of agreement@|@ahdnâme@
@tree@|@darakht@
@trees@|@âshjâr (pl. of shajar)@
@tremble [to]@|@larzidan@
@trembling [subs]@|@larze@
@tremor@|@larze@
@trial@|@mohâkame@
@trial (in a court of law)@|@dâdrasi@
@triangle@|@mosallas@
@triangular@|@solâsi@
@tribal@|@ili@
@tribe@|@dudmân, il, qoum, tâyefe@
@tribes@|@ashâer (pl. of ashire), ilât@
@tribesman@|@ili@
@tribunal@|@dâdgâh, mahkame@
@tribunal of justice@|@divân@
@tribute@|@bâj, kharâj@
@trick@|@hile, hoqqe, makide@
@trickle [to]@|@cekidan@
@trickster@|@hoqqebâz@
@trifle@|@khorde, nâciz@
@trifles@|@joz'iat@
@tripe (food)@|@sirâbi@
@triple@|@solâsi@
@triumphant@|@ghâleb@
@trodden upon@|@lagadmâl@
@troop@|@fouj, goruh, rasad@
@troop (military)@|@daste@
@tropical diseases@|@amrâze manâteqe liârre@
@trot@|@yortme@
@trotting@|@yortme@
@trouble@|@ranj, zahmat@
@troublesome@|@mozâhem@
@troubling [adj]@|@mozâhem@
@trousers@|@shalvâr@
@trout@|@qezelâlâ@
@true@|@asli, haqiqi, râst, sadiq@
@true friends@|@sodoq (pl. of sadq), sodq@
@truly@|@al-haqq@
@trunk (of a tree)@|@tane@
@trust@|@e'tebâr, e'temâd, ohde, tavakkol@
@trustworthy@|@mo'tamad@
@truth@|@haqiqat, haqq, râsti, sedq@
@truthful@|@râstgu, sadq@
@truthful person@|@râstgu@
@truthfulness@|@râstgui@
@try [to]@|@âzmudan, kushidan, sai kardan@
@try on [to]@|@bâzi dar âvardan@
@tube@|@lule@
@tuberculosis@|@sell@
@Tuesday@|@se shambe@
@tug-boat@|@yadakkash@
@tulip@|@lâle@
@tumbler@|@livân@
@tumult@|@ghoughâ, hengâme, qiâmat, sholuq@
@tune@|@lahn@
@tune (an instrument) [to]@|@kuk kardan@
@tuned@|@kuk@
@turban@|@amâne, emâme@
@turbid@|@tire@
@Turk@|@tork@
@turkey@|@buqalamun@
@Turki (language)@|@torki@
@Turkish (language)@|@torki@
@Turkish bath@|@garmâbe@
@Turkoman@|@torkamân@
@turmeric@|@zardcube@
@turmoil@|@ma'reke@
@turn@|@daf'e, gardesh, noubat, vahle@
@turn (towards) [to]@|@geravidan@
@turn [intrans] [to]@|@pic khordan@
@turn [to]@|@gashtan@
@turn [trans; intrans] [to]@|@picidan@
@turn [trans] [to]@|@pic dâdan@
@turn aside [to]@|@sar kashidan@
@turn away [to]@|@enherâf varzidan@
@turn out [to]@|@birun kardan@
@turned@|@motavajjeh@
@turned upside down@|@ma'kus@
@turning@|@gardân@
@turning aside [adj]@|@monharef@
@turning away@|@enherâf@
@turning back@|@monsaref@
@turnip@|@shalgham@
@turquoise@|@firuze@
@twelve@|@davâzdah@
@twenty@|@bist@
@twenty odd@|@bist o and@
@twenty-four hours@|@shabâne ruz@
@twice@|@do bâr, dobâre@
@twig@|@tarke@
@twinkling of an eye@|@lahze@
@twist@|@pic, tâb@
@twist [intrans] [to]@|@pic khordan, picidan@
@twist [to]@|@pic dâdan, reshtan, rishtan, tâftan@
@twisted@|@picide@
@two@|@do@
@two horsepower@|@do asbe@
@two hundred@|@devist@
@twofold@|@do lâ, mosannâ@
@two-ply@|@do lâ@
@typesetter@|@horufcin@
@typesetting@|@horufcini@
@typhoid@|@hasbe@
@tyrannical@|@zabardasht, zâlem@
@tyranny@|@jour, setam, ta'addi, zolm@
@tyrant@|@zâlem@
@ugly@|@zesht@
@ulterior motive@|@gharaz@
@un-@|@gheir(e)@
@unalterable@|@taghyirnâpazir@
@unavoidably@|@lâ bodd, lâ jaram@
@unbelief@|@kofr@
@unbeliever@|@kâfer@
@unceasingly@|@lâ yanqat'@
@uncertain@|@mashkuk@
@unchangeable@|@taghyirnâpazir@
@uncivil@|@nâjens@
@unclean@|@nejes@
@unconditional@|@motlaq@
@unconditionally@|@belâ shart@
@unconscious@|@bihush@
@under@|@dar zir(e), farâz, forud, taht(e), zir@
@under supervision@|@tahte nazar@
@underpants@|@zirshalvâri@
@under-secretary [polit]@|@mo'âven@
@understand [to]@|@dar yâftan, fahmidan, moltafet shodan@
@understanding@|@daryâft, fahm, moltafet, zehn@
@understood@|@mafhum@
@undertake [to]@|@qiâm kardan@
@undertaking@|@azimat, azm, ta'ahhod@
@undertaking (mutual)@|@ta'âhod@
@undertaking (written)@|@ta'ahhodnâme@
@undiluted@|@sare@
@uneven@|@nâhamvâr@
@unfit@|@nâahl@
@unfortunate@|@siahruz@
@ungrateful@|@haqqnâshenâs, nâsepâs, nâshokr@
@uninflected@|@jâmed@
@unintelligent@|@bihush@
@uninvited@|@nâkhande@
@uninvited guest@|@tofeil@
@union@|@ettehâd, ettehâdiye, peivastegi@
@unique@|@vâhed, yagâne@
@unit@|@vâhed@
@unit of currency@|@dinâr, riâl@
@unit of currency (ten rials)@|@tomân, tumân@
@unit of length equal to 104 cm@|@zar'@
@united@|@mottafeq, mottahed@
@United Nations@|@melale mottafeq@
@unity@|@vahdat, yagânegi@
@universal@|@âmm, koll, kolli, omumi@
@universality@|@kolliye, omumiyat@
@university@|@dâneshgâh@
@university student@|@dâneshju@
@unjust imputation@|@efterâ'@
@unknown@|@nâshenâs@
@unlawful@|@mahram, nâravâ@
@unless@|@ellâ, magar, tâ@
@unlucky@|@nahs, shum@
@unmanly@|@nâmard@
@unmarried woman@|@dushize@
@unmixed@|@mahz, serf, vize@
@unnecessarily@|@bikhod@
@unofficial@|@gheire rasmi@
@unpleasant@|@bisafâ@
@unreliable@|@motaqalleb, nârou@
@unrest@|@tashvish@
@unripe@|@kâl, nâras@
@unripe dates@|@ghure@
@unripe grapes@|@ghure@
@unseemly@|@nâsazâ@
@unserviceable@|@nâbekâr@
@unsheathe [to]@|@âhekhtan, âkhtan@
@unsteady@|@motazalzel@
@unsullied@|@khâles@
@until@|@elâ, tâ@
@unveiling@|@raf'e hejâb@
@unwarranted@|@bikhod@
@unworthy@|@nâahl, nâsazâ@
@up@|@bâlâ, bar, farâ, farâz, sar bâlâ@
@up to@|@elâ, tâ@
@uphill@|@sarbâlâ@
@upon@|@az ru(ye), bar, farâ, farâz, ru(ye), zabar@
@upon him@|@aleih@
@upper@|@bâlâ, barin@
@upper part@|@fouq@
@upper part (of sthg.)@|@bâlâ@
@upright@|@sadq@
@uproar@|@ghoughâ, haiyâhu, jâr o janjâl@
@uproot [to]@|@bar kandan@
@upset@|@monqaleb@
@upside down@|@sarnegun, vârune@
@urban@|@madani, shahri@
@urgency@|@fouriyat@
@urine@|@shâsh@
@usage@|@âin@
@use@|@este'mâl, masraf@
@use [to]@|@be kâr bordan@
@use violence [to]@|@zur goftan@
@used@|@mosta'mal@
@useful@|@mofid, nâfe'@
@useless@|@bihude, nâbekâr@
@useless effort@|@hadar@
@using@|@khedmat(e), sarf@
@using violence@|@zurgi@
@USSR@|@shouravi@
@usual@|@âdi, ma'mul@
@usury@|@rebh@
@utmost extent@|@montahâ@
@vaccination@|@âbelekubi, mâyezani@
@vaccine@|@mâye@
@vagabond@|@lât@
@vain@|@bihude, harze, puc@
@validity@|@e'tebâr@
@valour@|@mardi@
@valuable@|@gerânbahâ@
@value@|@arzesh, qadr, qeimat@
@vanquish [to]@|@mankub kardan@
@vanquished@|@mankub@
@vapour@|@ghobâr@
@variegated@|@buqalamuni@
@vassal@|@raiyat, ra'iyat@
@vaulted arch@|@cashme@
@vegetable [adj]@|@nabâti@
@vehemence@|@heddat@
@veil@|@câdor, hejâb@
@veiling@|@hejâb@
@vein@|@rag@
@vendible@|@ravâj ¹@
@venerable@|@mohtaram@
@venereal diseases@|@amrâze moqârebati@
@vengeance@|@kin@
@venom@|@zahr@
@veracity@|@sedq@
@verbal@|@lafzi, loghavi@
@verified@|@tahqiqi@
@verifier@|@mohaqqeq@
@verse@|@nazm, she'r@
@vertebra@|@faqare, mohre@
@vertigo@|@giji@
@very@|@besyâr, kheili, sakht@
@very (used as an adverb)@|@por@
@very (with negative verb)@|@ziâd@
@very active@|@fa''âl@
@very energetic@|@fa''âl@
@very good [obs]@|@nik@
@very holy@|@qoddus@
@very ignorant@|@jahul@
@very much@|@nehâyat@
@very patient@|@sabur@
@very sincere@|@seddiq@
@very true@|@seddiq@
@vessel@|@mâv, qâb, zârf@
@vest@|@zirpirâhan@
@veterinary@|@dâmpezeshki@
@veterinary surgeon@|@dâmpezeshk@
@veterinary surgery@|@dâmpezeshki@
@vex [to]@|@âzordan@
@vexation@|@ranj@
@vice-admiral@|@daryâbân@
@vice-consul@|@konsolyâr@
@vicious@|@fâsed@
@victim@|@dastkhosh@
@victories@|@fotuh (pl. of fath)@
@victorious@|@cire, fâteh, ghâleb@
@victory@|@fath, zafar@
@view@|@cashmandaz, manzare@
@vigour@|@heddat, zur@
@village@|@âbâdi, deh, dehkade, qarie, rustâ@
@village headman@|@kadkhodâ@
@villager@|@rustâi@
@villages@|@dehât@
@vinegar@|@serke@
@violation@|@takhallof@
@violence@|@heif, sheddat, zur@
@violent@|@shadid@
@violently agitated@|@motashannej@
@violet@|@banash@
@violet-colour@|@banafshe@
@virgin@|@bekr, dushize@
@virtue@|@fazilat, fazl, honar@
@visa@|@ravâdid@
@visible@|@namudâr, padid, padidâr@
@vision@|@didâr, nazar@
@visit@|@didâr, ziârat@
@visit [trans] [to]@|@ziârat kardan@
@visiting@|@didâr@
@visiting and returning a visit@|@did o bâzdid@
@visiting fee@|@haqq ol-qadam@
@visiting fee (of a doctor)@|@pâimozd@
@vital@|@hassâs@
@voice@|@âvâz, sadâ@
@void@|@bâtel@
@volcano@|@âteshfeshân@
@volley@|@shelik@
@volley (of gunfire)@|@âteshbâri@
@volume@|@jeld@
@volume (religious book)@|@sahife@
@vomiting@|@estefrâgh, qei@
@voucher@|@qabz@
@vow@|@nazr@
@vowel a@|@fathe@
@vulgar@|@rakik@
@vulture@|@kargas, lâshkhor@
@wager@|@shart@
@wager [to]@|@shart bastan@
@wages@|@dastmozd, hoquq (pl. of haqq), mavâjeb, mozd@
@waist@|@kamar@
@wait [to]@|@sabr kardan@
@waiting patiently@|@sabr@
@wake [trans] [to]@|@bidâr kardan@
@wakefulness@|@bidâri@
@walk about [to]@|@gashtan, râh raftan@
@walk along [to]@|@râh raftan@
@walking@|@seir@
@wall@|@divâr, sadd@
@walnut@|@gerdu@
@want@|@darmândegi@
@want [to]@|@khâstan, mâyel budan@
@wanting@|@fâqed@
@war@|@jang, razm@
@ward (municipal division)@|@barzan@
@warehouse@|@ambâr@
@war-front@|@jabhe, jebhe@
@warlike@|@delâvar@
@warm@|@garm@
@warm-hearted@|@delgarm@
@warmth@|@delgarmi, garmâ, garmi, tâb@
@warning@|@ebrat, harâs@
@warning (of danger)@|@e'lâme khatar@
@warship@|@mâv@
@wash [to]@|@shostan@
@wash the hands [to]@|@dast shostan@
@washing@|@shost o shu@
@wasp@|@zambur@
@waste@|@esrâf, tafrit, talaf@
@waste [to]@|@heif o meil kardan, talaf kardan@
@wasted@|@zaye'@
@waste-land@|@mavât@
@watch@|@negahbân, sâ'at@
@watch (of the day or night)@|@pâs@
@watching over@|@morâqebat@
@watching over [adj]@|@morâqeb@
@watchman@|@pâsdâr@
@water@|@âb@
@water lily@|@nilufar@
@watered@|@mashrub@
@water-fowl@|@morghâbi@
@water-meadow@|@marghzâr@
@watermelon@|@hendavâne@
@watermill@|@âsiâb@
@water-pipe@|@qaliân@
@water-pot@|@âftâbe@
@water-tap@|@shir@
@wave@|@mouj@
@wax@|@mum@
@waxen@|@mumi@
@way@|@envân, gozar, nahv, râh, ravesh, tariq, tour@
@way [fig]@|@tariqe@
@way of speaking@|@lahn@
@we@|@mâ@
@weak@|@âjez, kamzur, nâtavân, sost, za'if@
@weakness@|@nâtavâni, sosti, za'f@
@wealth@|@dârâi, dastgâh, doulat, mâl, sarvat, servat@
@wealthy@|@doulatmand, ghani, sarvatmand, servatmand@
@weapons@|@selâh@
@wear [to]@|@dar bar dâshtan, pushidan@
@wear a veil [to]@|@câdor sar kardan@
@wearied@|@kufte@
@wearing apparel@|@rakht@
@weather@|@havâ@
@weave@|@bâft@
@weaver@|@nassâj@
@weaving@|@nasj@
@weaving [subs]@|@bâfandegi@
@wedding@|@arusi@
@wedlock@|@zanâshui@
@Wednesday@|@cahâr shambe@
@weed@|@giâh@
@week@|@hafte@
@weep [to]@|@geristan@
@weeping@|@gerie, zâr, zâri@
@weeping willow@|@bide majnun@
@weevil@|@shepeshe@
@weigh [to]@|@mizân kardan, sanjidan@
@weigher@|@qappândâr@
@weigher of words@|@sokhansanj@
@weighing@|@qappândâri@
@weighing charges@|@qappândâri@
@weight@|@sanj, seql, vazn@
@welcome (interjection)@|@khosh âmadid@
@welcoming (s.o.; subs)@|@pazirâ'i@
@welfare@|@kheir, maslahat, salâh@
@well@|@câh, câq@
@well behaved@|@khoshakhlâq@
@well-baked@|@do âteshe@
@well-being@|@salâmat, salâmati@
@well-bred@|@najib@
@well-known@|@mashhur@
@well-wisher@|@kheirkhâh@
@west@|@bâkhtar@
@west [subs]@|@maghreb@
@western@|@bâkhtar, gharbi@
@westernized@|@farangima'âb@
@wet@|@tar@
@whale@|@nahang@
@what@|@ce, mâ@
@what (is) after@|@mâ ba'd@
@what a pity@|@heif@
@what arises@|@tâle'@
@what enters@|@dâkhel@
@what follows@|@mâ ba'd@
@what God wills@|@mâ shâ allâh@
@what is advisable@|@maslahat@
@what is over@|@mâ zâd@
@what is prudent@|@maslahat@
@what returns@|@âed, âyed@
@what reverts@|@âed, âyed@
@whatever [subs]@|@har ce@
@whatever is fixed by God@|@qadar@
@whatever is in one's power@|@motasarraf@
@wheat@|@gandom@
@wheel@|@carkh, carkhe, gardun@
@when@|@cun, hengâmike, ke, mouqe'ike, vaqtike@
@when [interr]@|@kei@
@whenever@|@har ke, hargâh@
@where@|@kojâ@
@whereas@|@dar suratike@
@whether@|@âyâ@
@whether...or@|@âyâ...yâ, ce...ce, khâh...khâh@
@whetstone@|@souhân@
@whey@|@lur@
@which@|@ke@
@which (of two or more)@|@kodâm@
@while@|@zemn(e)@
@whilst@|@mâ dâm, mâ dâmike@
@whip@|@shallâq@
@whip [to]@|@shallâq zadan@
@whirlpool@|@gerdâb@
@whistle@|@sut@
@white@|@abyaz, sefid@
@white lead@|@sefidâb@
@who@|@ke, man@
@who [interr]@|@ki@
@who appears@|@tâle'@
@who arises@|@tâle'@
@who believes in predestination@|@jabri@
@who enters@|@dâkhel@
@who is followed@|@emâm@
@who makes negative criticism@|@manfibâf@
@who obtains what he desires@|@kâmyâb@
@who stands before@|@emâm@
@whoever@|@har kas, har ke, man@
@whoever (of two or more)@|@har kodâm@
@whole@|@jami', jomle, tamâm@
@wholesale dealer@|@bonakdâr@
@wholly@|@tamâman@
@whooping cough@|@siâhsorfe@
@whore@|@fâheshe@
@why@|@cerâ@
@wick@|@fatile@
@wicked@|@sharir@
@wickedness@|@sharr@
@wide@|@goshâd, pahn, pahnâvar, vasi'@
@widespread@|@shâye'@
@widow@|@bive@
@width@|@pahnâ@
@wife@|@aiyâl, zan@
@wife married by an adq@|@aqdi@
@wild@|@vahshi@
@wild animal@|@dad@
@wild ass@|@gure khar@
@wild beasts@|@vohush (pl. of vahsh)@
@wilful@|@khodsar@
@wilfulness@|@khodsari@
@will@|@erâde@
@willingly@|@be tibe khâter@
@willow@|@bid@
@win [to]@|@pish bordan@
@wind@|@bâd@
@wind (a watch; etc) [to]@|@kuk kardan@
@winding-sheet@|@kafan@
@windlass@|@gardun@
@window@|@panjare@
@windowsill@|@tâqce@
@wine@|@sharâb@
@wing@|@bâl, par@
@wingspread (of an aeroplane)@|@bâze@
@wink@|@cashmak@
@wink [to]@|@cashmak zadan@
@winter@|@zamestân@
@winter habitation in lowlands@|@garmsir@
@winter-quarters@|@qeshlâq@
@wire@|@sim@
@wireless@|@bisim@
@wisdom@|@hekmat, kherad@
@wise@|@âqel, kheradmand@
@wise man@|@hakim@
@wish@|@kâm@
@wish [to]@|@khâstan@
@wishbone@|@janagh@
@wishing to buy@|@kharidâr@
@with@|@alâ, bâ, hamrâh(e), ma'a, nazd(e), pish(e)@
@with care@|@bâ deqqat@
@with one's mind at ease@|@khâterjam@
@with reference to@|@râje' be@
@with regret@|@mota'assefâne@
@with relation to@|@nesbat be@
@with reserve@|@bâ qeide ehteyât@
@with the intention of@|@be manzur(e)@
@with the passing of time@|@be morure zamân@
