@English@|@Nahuatl@
@they lay watching them@|@quinhualitztoque@
@they lead people@|@teyacana@
@they learn it; they see it@|@quihualitta@
@they learned about it@|@quiximatque@
@they left it; they abandoned it@|@quicauhque@
@they left them@|@quimoncahuaya, quncauhque@
@they let them come out@|@quinhualquixtiaya@
@they let them descend@|@quinhualtemohuique@
@they let them live; they maintained them@|@quinnemitiaya@
@they lie; they are; they exist@|@onoque@
@they lied@|@oiztlacatiaque@
@they lived@|@nenque@
@they loaded it in a boat@|@conacaltenque@
@they long for it@|@quelehuia@
@they look askance at me@|@nechixcuelitta@
@they look at him prolongedly@|@quiitta@
@they look at themselves in the mirror@|@motezcahuia@
@they look for it; they seek it out; they seek it@|@quitemoa@
@they look on@|@tlatlatta@
@they look upon him; they see it@|@quitta@
@they looked for it@|@quitemoaya@
@they looked for them@|@quintemoaya@
@they looked; they gazed@|@tlachixque@
@they loose the song@|@cuicatlaza@
@they loot@|@tlanamoya@
@they love him@|@contlazotla@
@they loved each other@|@monepantlazotlaya@
@they lower it@|@quitemohuia@
@they made each one drink it@|@quimoniitique@
@they made him look at it@|@quitlachialtiaya@
@they made him their mother@|@quimonantia@
@they made his image@|@quixixiptlayoti@
@they made it for him@|@quichihuiliaya@
@they made offerings to them@|@quintlamaniliaya@
@they made them@|@oquinchiuhque@
@they made them angry@|@quincocoltia@
@they made them drink@|@quintlahuanilia@
@they made them drink it@|@quimitiaya@
@they made them drunk@|@quintlahuantiaya@
@they made them eat@|@quintlacualtique@
@they made them in its image@|@quimixiptlayotiaya@
@they made you father@|@mitztatique@
@they made you mother@|@omitznantique@
@they make a circle@|@huallayahualoa@
@they make her dance@|@quitotia@
@they make him cry out@|@quitzatzatia@
@they make him hot@|@quitotonilia@
@they make him shout@|@quitzatzatia@
@they make him their father@|@quimotatia@
@they make it fall into a pit@|@quitlacomolhuia@
@they make it good@|@quicaltilia@
@they make it known@|@quitemachitia@
@they make mole of it@|@quimomolchihua@
@they make offerings to him@|@quitlamamaca@
@they make tamales@|@tamaloa@
@they make things glossy@|@tlaxipetzoa@
@they marry@|@ommonamictia@
@they marveled@|@tlamahuizoque@
@they meet him@|@quinamiquiin@
@they meet them@|@quinhualnamiqui@
@they mention them@|@quintenehua@
@they met face to face@|@mixnanamiqui@
@they met him@|@omotenamicti, quinamiquia@
@they move@|@moohlinia@
@they moved@|@molinique@
@they moved it@|@colinique@
@they multiplied; they increased in numbers@|@miequia@
@they named him; they called it@|@quitocayotique@
@they named him; they named it@|@oquitocayotique@
@they named them@|@quintocayotia, quintocayotique@
@they narrate@|@tlatlanonotza@
@they narrated@|@tlatlanonotzaya@
@they neigh@|@pipitzca@
@they obey him@|@quimotlacamachitia@
@they observed a feast for him@|@quilhuichihuiliaya@
@they observed his feast day@|@quilhuiquixtiliaya@
@they observed it (feast day); they removed it@|@quihualquixtiaya@
@they offend you@|@mitzmoyolitlacalhuia@
@they offended him@|@oquimoyolitlacalhuique@
@they offer it separately@|@quitlatlamantilia@
@they offer it to them@|@quinmanilia@
@they offered it@|@quimamanaya@
@they offered it to each of them@|@quintlatlamaniliaya@
@they offered it to them@|@quinmaniliaya@
@they open@|@coyoni@
@they open it out@|@conzoa@
@they ornamented her; they adorned her@|@quicencahuaya@
@they paddle with their hands@|@matlaneloa@
@they paid honor to him@|@oquimahuiztiliaya@
@they paint@|@tlacuiloa@
@they paint it with rubber@|@colxahua@
@they painted her@|@quicuiloaya@
@they painted it@|@quicuicuilaya@
@they pan it (sand)@|@quicuauhxicalhuia@
@they pant@|@tlacica@
@they pecked at each other@|@mochopinique@
@they perforated their ears@|@quinnacazxapotlaya@
@they perish@|@polihui@
@they perished@|@onixpoliuhque, poliuhque@
@they pinch their navels@|@quimonxiccotona@
@they place her in the earth@|@quitlalaquia@
@they place it@|@quihualteca@
@they place it for him@|@contemilia@
@they place it in order@|@quihuihuipana@
@they place it on him@|@quitlalilia@
@they place it on them@|@quimontlalilia@
@they place them@|@quintlalia@
@they placed a sign on them@|@quinmachiotiaya@
@they placed it@|@contlaliaya@
@they placed it for him@|@contemilique@
@they placed it on him@|@contlalilique@
@they placed it on his back@|@contzinapanque@
@they placed them@|@quintlaliaya@
@they placed them in order@|@contecpanque@
@they placed them in rows@|@conhuipanque@
@they placed them in the cradle@|@quincozolaquiaya@
@they planted it with magueys@|@quimetecaque@
@they play the part of men@|@moquichnenequi@
@they pointed@|@otlamapilhuique@
@they pointed with their fingers@|@mapiloque@
@they pole them@|@quintlanelhuia@
@they pole them vigorously@|@quintequitlanelhuia@
@they pole vigorously@|@tequitlaneloa@
@they pour something for them@|@quintlatoyahuilia@
@they pour water@|@ateteca@
@they powder it; they pulverize it@|@quicuechtilia@
@they practise it; they do it@|@quichihuani@
@they pray to him; they implore him@|@contlatlauhtia@
@they prayed@|@tlatlatlauhtiaya@
@they prepare her; they adorn it; they array him@|@quichichihua@
@they prepare it for him@|@quicencahuilia@
@they prepared drink for him@|@ocachihuiliaya@
@they prepared food for him@|@oquitlacualchihuiliaya@
@they press it@|@compachoa@
@they press water out@|@tloaquixtia@
@they prevented them@|@quintzacuiliaya@
@they prey on it@|@quimoyaotia@
@they proceeded to do it@|@oquichiuhtiaque@
@they produce it@|@quitlacatilia@
@they pronounced it@|@quitenehuaya@
@they provide music for him@|@quitlapichilia@
@they provide song@|@cuicamana@
@they provided it with a mask@|@quixayacatiaya@
@they provided them pleasure@|@quinpapaquiltiaya@
@they pull at it; they drag it@|@quihuilana@
@they pulverize it@|@quicuechoa@
@they pushed him; they shoved him@|@quihualmayauhque@
@they put a necklace on him@|@concozcatique@
@they put a rope on him; they fasten him with rope@|@quimemecayotia@
@they put ashes on their (someone else's) knees@|@quimontlancuanexhuia@
@they put ashes on their knees@|@onmotlancuanexhuia@
@they put him into it@|@conaquique@
@they put it in@|@concalaquique@
@they put rope on it@|@quimecayotia@
@they put them in@|@quincalaquia@
@they put them to bed; they lay them down@|@quimonteca@
@they quickly abandon them@|@quintlaztehua@
@they quickly cut off her head@|@quihualquechcotontihuetzi@
@they quickly entered@|@hualcalactihuetzque@
@they quickly leave him@|@quicauhtiquiza@
@they quickly place her@|@quicalaquitihuetzi@
@they quickly restored their strength@|@hualihiocuitiquizque@
@they quickly seize someone with their hands@|@temamacuitihetzi@
@they quickly snatch it@|@concuitiquiza@
@they quickly turned@|@mocueptihuetzi@
@they raise it@|@quehua@
@they raised each one of them@|@quimeeuhqueh@
@they ready them@|@quincenahua@
@they rear them@|@quimizcaltia@
@they receive her; they confront her@|@quihualnamiqui@
@they received her; they confronted her@|@oquihualhuicaque@
@they received him@|@quinanamiquia@
@they recounted it@|@quipoaya@
@they regard it as an omen@|@quimotetzahuia@
@they regarded him as favored@|@quihuelittaya@
@they regarded him favorably@|@quicuallitaya@
@they regarded it as dangerous@|@cohuicaittaya@
@they regarded it as good@|@quicuallittaya@
@they regarded it or him as good@|@quicualittaya@
@they reigned@|@otlatocatque, tlatocatque@
@they reinforce it; they strengthen it@|@quihuapahua@
@they rejoice@|@papaqui@
@they remain@|@onmocahua@
@they remained@|@hualmomanaya@
@they remained still@|@momanque@
@they remembered all of them@|@quincemilnamiquia@
@they remembered it; they knew it from memory@|@quilnamiquia@
@they repeatedly cast it@|@ontlatlaza@
@they repeatedly placed it@|@quitlatlaliaya@
@they repeatedly strike him@|@quihuihuitequi@
@they represented them@|@quinmixiptlatiaya@
@they respond to it@|@quicuepa@
@they restored their strength@|@ihiocuique@
@they restrained him@|@quitlacahualtiaya@
@they restrained him; they restrained people@|@tetlacahualtiaya@
@they restrained them; they prevented them@|@quintlacahualtiaya@
@they returned; they turned back@|@hualmocuepque@
@they revere him@|@tlalchihuic quitta@
@they revived@|@omozcalique@
@they rip it to shreds@|@quitzatzayana@
@they roast it@|@quixca@
@they roasted them@|@quintlaxquiaya@
@they row@|@tlaneloa@
@they row hard@|@tequitlaneloa@
@they row them@|@quintlanelhuia@
@they rowed for them@|@quintlanelhuique@
@they rub (bathe) him with ground up maguey@|@quimealtia@
@they rub themselves@|@onmomamatiloa@
@they ruined it@|@quimotlacalhuiaya@
@they ruled@|@otlatocatque, tlatocatque@
@they ruled; they spoke@|@otlatoque@
@they run@|@paina@
@they run about@|@tlayayauh@
@they run on their buttocks@|@tzitzintlacza@
@they said it@|@conitoque, quihtohuaya, quitoque@
@they said it among themselves@|@quimolhuique@
@they said it to each other@|@quimolhuiaya@
@they said it to her or him; they said it to it@|@quilhuique@
@they said it to them@|@quimonilhuique, quimonilhuique, quinhualilhuique@
@they sample@|@ontlatlapaloa@
@they sang for them@|@quincuicatiaya@
@they sank@|@polacque@
@they sat down@|@motlalique, omotlalique@
@they sat down; they squatted@|@mocototzlalique@
@they sat drinking pulque@|@tlahuantoque@
@they sat eating it@|@quicuacuatoque@
@they sat erecting gourd rattles@|@ayacachquetztoque@
@they sat rattling gourd rattles@|@ayacachotoque@
@they sat singing@|@cuicatoque@
@they saved it; they rescued it@|@quimaquixtique@
@they saw him; they saw it; they discovered it@|@oquittaque@
@they saw it as good; they liked it@|@quicalittaque, quicualittaque@
@they saw it; they looked at it@|@conittaque@
@they saw people@|@teittaque@
@they saw them@|@oquimittaque@
@they say to each other; they tell it to each other@|@quimolhuia@
@they scatter it@|@quitepehua@
@they scatter it repeatedly@|@quitetepehua@
@they scattered it in haste@|@quitepeuhtiquizque@
@they scold him; they chide him@|@quihualahua@
@they scolded them@|@quimahuaya@
@they scrape something (i.e.@|@tlachiqui@
@they seat her (h.)@|@quimotlalilia@
@they seat themselves around@|@cololhuitimoteca@
@they see her@|@quitta@
@they see him; they see it; they study it@|@conitta@
@they see them; they look at them@|@quimitta@
@they seek it diligently@|@quimatataca@
@they seem to weep@|@mochoquizcanenequi@
@they seethe' they swarm@|@moloni@
@they seize her; they seize him; they grab him@|@quihualana@
@they seize him; they detain him@|@conaci@
@they seized it@|@caanque, conanque@
@they sell it@|@quinamaca@
@they set each one in a sitting position@|@quimeehuatitlalique@
@they set fire to it@|@contlecahuia, contlecahuique@
@they set forth@|@hualpeuhque@
@they set it out; they placed it; they took them@|@quimanaya@
@they set it up@|@quihualquetzque, quiquequetza@
@they set it up; they put it@|@quitlaliaya@
@they set it up; they stood it up@|@conquetzaya@
@they shake them off@|@quintzetzeloa@
@they shave it@|@quichichiqui@
@they shoot@|@tlamina@
@they shoot it with an arrow; they spear it@|@quimina@
@they shoot it; they scatter it; they pass it@|@quitlaza@
@they shoot them with arrows@|@quinhualmina@
@they shot them with iron bolts@|@quintepozmihuique@
@they shot them with their guns@|@quintlequiquizhuique@
@they shout out@|@hualtzatzi@
@they shouted@|@tzatzique@
@they showed themselves@|@monextiaya@
@they shred it fine@|@quipopochina@
@they shut him in; they guard him@|@quipipia@
@they sighed@|@quelcicihuia@
@they sing@|@cuica@
@they sing for her; they sing to him@|@quicuicatia@
@they sing for them@|@quincuicatia@
@they sip@|@ontlatlapaloa@
@they sip it@|@coniltequi@
@they sit there nodding@|@hualtolotimotlalia@
@they slept@|@cochia, cochque, oncochque@
@they smash someone's head@|@quicuatzayana@
@they smell it@|@quihualinecui@
@they smooth it@|@quitealahua@
@they smooth it; they plane it; they work it@|@quixima@
@they snare game@|@tlatlama@
@they snatched at their navels@|@quimonxiccuia@
@they soaped them@|@quimamohuiaya@
@they soaped themselves@|@mamohuiaya@
@they soften it@|@quipalanaltia@
@they sold them@|@quinnamacaya@
@they sought it@|@quitemoaya@
@they sought them out@|@quintemoaya@
@they sound the rattle-board for him@|@cayacachilhuia@
@they speak like brown cranes@|@tocuilcoyotlatoa@
@they speak like ducks@|@canauhtlatoa@
@they speak like gulls@|@pipitztlatoa@
@they speak like little blue herons@|@axoquentlatoa@
@they speak like white herons@|@aztatlatoa@
@they speak Nahuatl@|@nahuatlatoa@
@they speak to him as a god@|@quiteonotza@
@they speak; they speak aloud@|@nahuati@
@they spear@|@quixixili@
@they spin (thread)@|@tzahua@
@they split it up@|@quitzatzayanaya@
@they spoke@|@quitoque@
@they spoke a barbarous tongue; they mumbled@|@popolocaya@
@they spoke divinely@|@oteotlatoque@
@they sponsored him@|@ipan tlatoaya@
@they spread incense@|@copaltema@
@they spread it@|@quipixoa, quiteteca@
@they spread out@|@moyahua@
@they sprinkled them@|@quimonatzelhuiaya@
@they sprout@|@ixhua@
@they squeeze it out@|@compatzca@
@they stand them up@|@quinquetza@
@they steal@|@tlanamoya@
@they steal it@|@quinamoya@
@they stone him@|@quitetepachoa@
@they stone them@|@quintetepachoa@
@they stoned him@|@quitetepachoque@
@they stood@|@icaca@
@they stretch it out@|@conzoa@
@they strike him@|@quihuitequi@
@they strike people repeatedly@|@tehuihuitequi@
@they strike them on the back of the head@|@quincuexcochhuitequi@
@they strip them@|@quinpepetlahua@
@they struck his arms@|@quimahuitecque@
@they struck people@|@tehuihuiteque@
@they submitted to them@|@intlan onclacque@
@they suck it@|@quichichina, quipapachichina@
@they suffer; they suffer exhaustion@|@quihiyohuia@
@they summon him@|@connotza@
@they surround them@|@quinyahualoa@
@they surrounded us@|@techyahualoque@
@they sweat@|@mitonia@
@they swell@|@pozoni@
@they swell up@|@hualpozoni@
@they swept@|@tlachpanque@
@they swooned; they fainted@|@zozotlahuaque@
@they take care of it; they take pains with it@|@quimocuitlahuia@
@they take charge of it; they watch over it@|@quipia@
@they take cover@|@motlaltoca@
@they take each of them@|@quinhualhuihuica@
@they take fire@|@tlecui@
@they take her in their arms; they embrace her@|@quihualnapaloa@
@they take him up@|@quitlecahuia@
@they take it away from them@|@quinquixtilia@
@they take it for themselves@|@quimocuilia@
@they take it from him@|@concuilia@
@they take it out of it; they took it out of it@|@quihualquixtilia@
@they take their pleasure@|@papaqui@
@they talk in their sleep@|@cochtlatoa@
@they tarried; they delayed@|@huecahuaque@
@they taste@|@ontlatlapaloa@
@they tear it to pieces@|@quitzatzayana@
@they tempted people@|@oteyoleuhque@
@they thin it; they thin it out@|@quicanahua@
@they thirst for it@|@camiqui@
@they thought@|@momatque@
@they thought; they took (something) to be@|@omomatque@
@they threw it; they cast it@|@contlazaya@
@they threw themselves; they cast themselves@|@hualmotepeuhque@
@they threw water on it@|@caatequiaya@
@they throw each one@|@contlatlaza@
@they throw it on him@|@contlatlaxilia@
@they tie his feet; they bind his feet@|@quicxilpia@
@they tie it to them; they bind it to them@|@quimonilpilia@
@they tied it on his head@|@concualipique@
@they tied it to his back@|@conxillancuitlalpique@
@they tied them@|@quimiilpiaya, quimilpiaya@
@they told it to him@|@quilhuique@
