@Laotian (romanized)@|@English@
@xeuy som@|@fondle@
@xeuy som@|@caress@
@xeuy som@|@admire@
@xeuy som@|@praise@
@xi@|@future tense auxiliary will@
@xi@|@shall@
@xi@|@nun@
@xi@|@smoke stain@
@xi@|@index finger v@
@xi au@|@drill@
@xi au@|@piece@
@xi bok hai@|@point out to@
@xi bok thang@|@tell the way@
@xi bok thang@|@suggest@
@xi bok theung khoam@|@indicate the word or case@
@xi chaeng@|@explain@
@xi chaeng@|@describe@
@xi hai fang@|@explain@
@xi hai fang@|@describe to@
@xi hai hen@|@indicate@
@xi hai hen@|@show@
@xi hay@|@indicate@
@xi hay@|@show@
@xi kan deng@|@hardwood tree@
@xi khao@|@hardwood tree@
@xi khard@|@decide@
@xi khard@|@arbitrate adj@
@xi khok@|@tree whose young leaves are edible@
@xi kok ya@|@nicotine stain@
@xi la@|@quick@
@xi la@|@nimble@
@xi la na@|@ancient@
@xi la na@|@old@
@xi la na@|@aged@
@xi mang@|@cement@
@xi men@|@cement@
@xi meu@|@point@
@xi meu@|@raise the hand@
@xi mi@|@Chemistry@
@xi na@|@the conqueror@
@xi na@|@the abode of the Buddha@
@xi na@|@point out somebody face@
@xi na@|@point out somebody face@
@xi na si ta@|@point out somebody@
@xi na si ta@|@point out somebody@
@xi nae ma@|@the cinema@
@xi nae ma@|@the movies@
@xi nuan@|@the most illustrious of the victors@
@xi nuan@|@an appellation of the Buddha@
@xi pha@|@climbing plant@
@xi pha chon@|@pulse@
@xi pha chon@|@pulsation@
@xi phay@|@hermit@
@xi phay@|@forest-dwelling@
@xi pheuy@|@Indian ascetic sect that wears no clothing@
@xi phuk bang@|@hardwood tree@
@xi sai@|@point out@
@xi ta@|@victorious@
@xi thaet@|@chervil@
@xi thang@|@point the way@
@xi tin xi meu@|@gesticulate@
@xi tin xi meu@|@jerk about@
@xi ton@|@bonze-teacher@
@xi tua@|@identify@
@xi va@|@life@
@xi va@|@existence@
@xi va@|@life@
@xi va bor de@|@a living husband@
@xi va dot@|@a shroud enveloping the personal soul@
@xi va lok@|@world of the living@
@xi va lok@|@humanity@
@xi va lok@|@mankind@
@xi va ni kay@|@a being endowed with life@
@xi va pa vath@|@personal history@
@xi va pa vath@|@biography@
@xi va pa vath@|@autobiography@
@xi va phat ta ni@|@a woman whose husband is still alive@
@xi va tha ni@|@the earth@
@xi va vi tha ya@|@biology@
@xi va xat@|@votary of Siva@
@xi vang@|@life@
@xi vang vay@|@die@
@xi vay@|@glorious@
@xi vay@|@immortal@
@xi vay keo@|@glorious prince@
@xi vit@|@life@
@xi vit an ta lay@|@danger to life@
@xi vit an ta lay@|@death@
@xi vit ma nut@|@human life@
@xi vit man yeun@|@long life@
@xi vit man yeun@|@long life@
@xi vit pha cham van@|@daily life@
@xi vit tak say@|@death@
@xi xang@|@celery@
@xi ya@|@nicotine stain@
@xid@|@clip of the top@
@xid@|@graze@
@xid@|@touch lightly@
@xid@|@pull or hit sharply@
@xid ta man@|@the victorious@
@xid ta man@|@Buddha@
@xieng@|@a title given to one who served as novice@
@xieng@|@former of novice@
@xieng khuang@|@Xiengkhuang province in north province of Laos@
@xieng mai@|@Xiengmai province in the north of Thailand@
@xieng mieng@|@Xiengmieng named of Lao folk hero@
@xieng mieng@|@Xiengmieng named of Lao folk hero@
@xieng mieng@|@ex-novice@
@xieng mieng@|@Lao folk hero@
@xieng mieng@|@a punster@
@xieng mieng@|@Lao folk hero@
@xieng mieng@|@a punster@
@xier@|@applaud@
@xier@|@cheer@
@xik@|@occur@
@xik@|@turn over@
@xik pin@|@turn over@
@xil lek@|@iron chain@
@xil lek@|@iron chain@
@xim@|@whisper@
@xim@|@taste@
@xim@|@sip@
@xin@|@knowledge@
@xin@|@experience@
@xin@|@change of one’s lot in life@
@xin@|@fate@
@xin@|@luck@
@xin@|@derive from memory@
@xin@|@imagination@
@xin@|@many@
@xin@|@much@
@xin@|@too much@
@xin na@|@old@
@xin na boy@|@bonze@
@xin na phram@|@the old@
@xin na phram@|@poor people@
@xing@|@to snatch@
@xing ao@|@snatch away@
@xing kan@|@fight over something@
@xing ki lo@|@kilogram weight@
@xing sang@|@scale@
@xing xa@|@swing@
@xing xai@|@battle for victory@
@xing xang@|@hate@
@xing xang@|@loathe@
@xing xang@|@detest@
@xing xang@|@dislike@
@xing xuang@|@compete for@
@xip@|@jeep@
@xip@|@life@
@xip@|@existence@
@xo@|@sick@
@xo@|@ill@
@xo@|@thin@
@xo@|@skinny@
@xó@|@old@
@xó@|@dilapidate@
@xó@|@soak@
@xó@|@steep@
@xo da@|@soda@
@xo da@|@lye@
@xo da@|@club soda@
@xo da@|@soft drink@
@xo diem@|@sodium@
@xo dok@|@civilized person@
@xo khai@|@sick@
@xo khai@|@especially with the fever@
@xo ko la@|@chocolate@
@xo long@|@Cholon@
@xo long@|@the Chinese section of Saigon@
@xo ta ka@|@a prosperous person@
@xo ta ka@|@a being that shines@
@xo ti@|@civilization@
@xo ti ya sat@|@astronomy@
@xo xe@|@stagger@
@xo xe@|@wobble@
@xod@|@eat soup@
@xod@|@sip@
@xod kaeng@|@eat soup@
@xod nam keng@|@eat soup@
@xod xai@|@reimburse@
@xod xai@|@compensete@
@xod xeuay@|@reimburse@
@xod xeuay@|@pay@
@xod xeuay@|@add@
@xod xod@|@dripping@
@xod xod@|@falling continuously as a waterfall@
@xod xod hon hon@|@just@
@xod xod hon hon@|@just now@
@xod xod hon hon@|@recently@
@xod xod hon hon@|@immedicately@
@xod xoy@|@help@
@xod xoy@|@aid@
@xod xoy@|@assist@
@xok lok@|@small and narrow@
@xom@|@observe@
@xom@|@spy@
@xom@|@peep@
@xom@|@small storehouse for paddy rice@
@xom@|@train@
@xom@|@practice@
@xom@|@drill@
@xom@|@lift up@
@xom@|@hold up@
@xom@|@admire@
@xom@|@praise@
@xom@|@laud@
@xom berng@|@watch@
@xom berng@|@spy on@
@xom chan@|@watch the moon@
@xom khao@|@give rice a final polishing@
@xom meung@|@go sight-seeing@
@xom muay@|@practice boxing@
@xom phu@|@rose apple tree@
@xom phu@|@rose apple tree@
@xom phu@|@pink@
@xom phu tha vip@|@India@
@xom rop@|@military exercise@
@xom ta lot@|@visit the market@
@xom ta lot@|@go window-shappoing@
@xom xery@|@praise@
@xom xery@|@admire@
@xom xery@|@rejoice@
@xom xeun@|@pleasant to@
@xom xeun@|@happy@
@xom xeun@|@joyful@
@xom xeun yin di@|@gratified@
@xom xeun yin di@|@overjoyed@
@xom xo@|@bending forward to look down at@
@xom xon@|@sexual relations@
@xom xor@|@bending forward to look down at (of people and small animals only)@
@xom yai@|@final rehearsal@
@xon@|@carry in the cloth, sack, bag@
@xon@|@dig up by the roots@
@xon@|@butt as of buffalo, collide with, resist@
@xon@|@take refuge@
@xon@|@insert@
@xon@|@hide, conceal@
@xon@|@spoon@
@xon hor@|@bush having a medicinal root@
@xon kam ma xip@|@proletariat@
@xon kam ma xip@|@proletariat@
@xon kan@|@fight; but each other; collide @
@xon kerp@|@shoehorn@
@xon khao@|@insert@
@xon kheung@|@conceal something@
@xon la chan@|@alcohol@
@xon la chon@|@watercourse@
@xon la ma nuy@|@mythical water creature@
@xon la mak@|@waterway; water gate@
@xon la na@|@tear@
@xon la pa than@|@irrigation@
@xon la sa than@|@well; marsh; dam, reservoir@
@xon la tha@|@water, river; tear@
@xon la than@|@water, river; tear@
@xon la than thaeng@|@rain falls@
@xon la thi@|@water, river; tear@
@xon la yan@|@water vehicle@
@xon la yu@|@age@
@xon lon@|@pretty, beautiful, well-aligned@
@xon lot@|@two persons ride on one bike@
@xon na bot@|@outskirts@
@xon na vat sa@|@age@
@xon ngeung@|@conceal@
@xon ni@|@mother@
@xon noy@|@ornamental shrub@
@xon pa@|@fish with a triangular net@
@xon pa than@|@irrigation@
@xon pai@|@make a way through; squeeze through a crowd@
@xon pom@|@medicinal@
@xon sai@|@add on@
@xon thang lang@|@back seat of a cycle@
@xon thang lang@|@back seat of a cycle@
@xon to@|@tablespoon@
@xon xa@|@teaspoon@
@xon xam@|@stack plates@
@xon xan@|@social class@
@xon xat@|@citizen; national, nationality@
@xon xay@|@name of an old Lao romance@
@xon xom@|@sexual relations@
@xong@|@to mix up@
@xong@|@peninsula@
@xong@|@overhang@
@xong@|@envelope@
@xong@|@box@
@xong@|@case@
@xong@|@banana leaves folded in the shape of a cone to carry flowers@
@xong@|@slot@
@xong@|@hold@
@xong@|@opening@
@xong@|@clearing@
@xong@|@pre@
@xong@|@wig@
@xong@|@false hair for chignon transformation or switch@
@xong bai xa@|@make tea@
@xong bat@|@make an offering to a priest@
@xong ka chae@|@keyhole@
@xong kha@|@royal order or command@
@xong khaep@|@straite@
@xong khao@|@gap@
@xong khao@|@defile@
@xong kheung@|@dress@
@xong khor@|@pharynx@
@xong kok ya@|@pack of cigarettes@
@xong long@|@parallel (as the horns of cattle)@
@xong long@|@tall narrow oxcart tapering at bottom@
@xong louk peun@|@cartridge pouch@
@xong ma@|@ride a horse (royal)@
@xong maev@|@type of thorny bush@
@xong maev@|@used medicinally@
@xong na xong ta@|@be present@
@xong na xong ta@|@all together@
@xong na xong ta@|@be present@
@xong na xong ta@|@all together@
@xong nang seu@|@envelope@
@xong ngong@|@vine@
@xong pa phat@|@say@
@xong pa say@|@speak@
@xong pa say@|@give a speech@
@xong pa thap@|@stay@
@xong pha nam@|@be named@
@xong pha ra xa dam rat@|@permit (royal)@
@xong pha suan@|@laugh@
@xong phou@|@betel nut@
@xong phou@|@carrier@
@xong phou@|@conical shape@
@xong pot kao pot kha mom@|@permit@
@xong pot kao pot kha mom@|@permit@
@xong sa det@|@go@
@xong sin@|@receive the precepts@
@xong thang@|@road@
@xong thang@|@way@
@xong thang@|@means@
@xong thang@|@propitious movement@
@xong ya@|@pack of cigarettes@
@xong yot mai@|@envelope@
@xong yot mai@|@envelope@
@xonglaung@|@parallel@
@xood@|@swoop down@
@xood xard@|@sound of sucking or breathing@
@xoon@|@hit against a little bit@
@xop@|@like@
@xop@|@satisfied@
@xop chay@|@satisfied@
@xop lop@|@aligned@
@xop tham@|@righteous@
@xop tham@|@ethical@
@xop tham@|@fair@
@xop tham@|@righteous@
@xop tham@|@ethical@
@xop tham@|@fair@
@xor@|@seven consonant of Lao alphabet@
@xor@|@two stringed violin v@
@xor@|@items@
@xor@|@articles@
@xor@|@bunch@
@xor@|@bouquet@
@xor@|@sky tassel@
@xor@|@the body of a naga with seven heads fanning out@
@xor@|@used to top a temple roof@
@xor@|@with rounded head as a ball peen hammer@
@xor@|@protruding@
@xor@|@protuberant@
@xor@|@a medical shrub@
@xor@|@containing a useful fibre in the stem@
@xor@|@whose fruit is twisted@
@xór@|@not upright@
@xór@|@leaning@
@xór@|@bending@
@xór@|@wear away@
@xór@|@erode by water@
@xor dok mai@|@bouquet@
@xor dok mai@|@bunch of flowers@
@xor fa@|@sky tassel used to top a temple roof@
@xor fai@|@firelight@
@xor hou@|@low-pitch two-stringed violin@
@xor kan@|@school up of fish@
@xor kan@|@gather together@
@xor lor@|@close@
@xor lor@|@near@
@xor mor@|@abbreviation for hours@
@xor or@|@low-pitched two-stringed violin@
@xor pha sard@|@sky tassel used on the edge of the roof@
@xor ta ven@|@rays of the sun@
@xor ta ven@|@rays of the sun@
@xór tar ling@|@wear away@
@xór tar ling@|@erode a river bank@
@xor xok xay@|@look for@
@xor xok xay@|@seek@
@xór xork@|@look for@
@xór xork@|@seek@
@xord@|@puncture@
@xord@|@pierce@
@xord@|@see clearly@
@xord@|@understand completely@
@xord@|@appear@
@xord@|@seem@
@xord@|@arrive@
@xord hou@|@reach the ears@
@xord ka cha@|@mixed@
@xord ka cha@|@not origin@
@xord kheun@|@rise out of@
@xord kheun@|@come up as a plant or the sun@
@xor-ee@|@high-pitch two-stringed violin@
@xork@|@seek@
@xork@|@search@
@xork@|@look for@
@xork@|@hunt@
@xork beung@|@look for@
@xork beung@|@search for@
@xork beung@|@look up@
@xork bo phor@|@not to find@
@xork ha@|@seek@
@xork ha@|@look for@
@xork ha@|@explore@
@xork ha@|@find out@
@xork hen@|@find@
@xork kin@|@seek food@
@xork kin@|@earn a living@
@xork ma@|@seek and bring@
@xork phor@|@find@
@xork vi thi@|@seek a way@
@xork vi thi@|@how to find the method@
@xork vi thi thang@|@seek a way@
@xork xaek@|@look for@
@xork xong thang@|@seek a way@
@xork xong thang beung@|@scout@
@xork-ying@|@hunt@
@xór-ork@|@wash@
@xór-ork@|@pull@
@xór-ork@|@draw@
@xór-ork@|@lead@
@xór-ork@|@persuade@
@xór-ork@|@attract@
@xór-ork@|@raise@
@xór-ork@|@jerk at@
@xór-ork@|@take a way a part@
@xór-ork@|@convulse@
@xorp@|@be satisfied with@
@xorp@|@be content with@
@xorp chay@|@satisfied@
@xorp kon@|@tricky@
@xorp lorp@|@conical in shape@
@xorp tham@|@righteous@
@xorp tham@|@ethical@
@xorp tham@|@righteous@
@xorp tham@|@ethical@
@xot@|@name of largest type of deer@
@xot lot@|@large and ugly@
@xot ta kan@|@civilization@
@xot ta kan@|@prosperity@
@xot ta kan@|@beauty@
@xou@|@support@
@xou@|@prevent something will falling@
@xou@|@raise up@
@xou@|@help@
@xoud@|@decline@
@xoud@|@deteriorate@
@xoud xom@|@worsen@
@xoud xom@|@age@
@xoud xom@|@grow old@
@xoud xom long@|@worsen@
@xoud xom long@|@decline@
@xoud xom long@|@deteriorate@
@xoud xom long@|@age@
@xoud xom long@|@grow old@
@xoud-arpnam@|@bathing suit@
@xoukhork@|@push@
@xoukhork@|@push an object until it falls down@
@xoukhork@|@cause to fall@
@xoun@|@dam@
@xoy@|@dice@
@xoy@|@shred@
@xoy@|@shop up@
@xoy@|@cut into strips@
@xoy@|@mince@
@xoy@|@do or speak on behalf of@
@xoy@|@for not pay@
@xoy@|@the youngest of children@
@xoy@|@the last@
@xoyleua@|@help@
@xoyleua@|@assist@
@xoyleua@|
@xoyvoy@|@serenely@
@xoyvoy@|@peacefully@
@xu@|@chase out@
@xu@|@expel@
@xu@|@purge@
@xu@|@spark as a rocket before take off@
@xu@|@adv@
@xu@|@fiance@
@xu@|@boy or girl friend@
@xu@|@lover@
@xu@|@mistress@
@xu@|@adulterer@
@xu@|@adulteress@
@xu a mong@|@hour@
@xu chai@|@invigorate@
@xu chai@|@brace@
@xu hae@|@weight a fishing net@
@xu hak@|@be love@
@xu han@|@everything@
@xu hnarm@|@every moment@
@xu khern@|@beloved@
@xu khon@|@everyone@
@xu kon@|@pray@
@xu kon@|@greet by joining palms@
@xu lay ork@|@chase out@
@xu li@|@pray@
@xu li@|@greet by joining palms@
@xu luk hae@|@weight a fishing net@
@xu meu@|@everyday@
@xu neo@|@everything@
@xu pheng@|@beloved@
@xu rot@|@enhance the flavor@
@xu sao@|@fornication@
@xu sok@|@name of a giant in the story Vesantara@
@xu theua@|@every time@
@xu thong@|@have diarrhea@
@xu tin hae@|@weight a fishing net@
@xu vay@|@pray@
@xu vay@|@greet by joining palms@
@xu xerng@|@all kinds@
@xu xi@|@hold out obstinately@
@xu xi@|@kind of hash@
@xu xi pha@|@akind of fish dish@
@xu xip@|@lifesaving equipment@
@xu xip@|@lifebelt@
@xu xuay@|@help@
@xua@|@scoop out@
@xua@|@bad@
@xua@|@vile@
@xua@|@useless@
@xua@|@inutile@
@xua@|@sin@
@xua@|@a type of ragout m ade with vegetable@
@xua@|@fish and fermented fish@
@xua@|@bad@
@xua@|@vile@
@xua a nyu@|@lifetime@
@xua a yu@|@lifetime@
@xua berd dieav@|@for a time being@
@xua berd dieav@|@momentarily@
@xua hai@|@evil@
@xua hai@|@bad@
@xua hai@|@wicked@
@xua hai@|@immoral@
@xua hai@|@wretched@
@xua hay@|@evil@
@xua kai@|@chicken soup@
@xua khao@|@temporary@
@xua khao@|@interim@
@xua khao@|@temporary@
@xua khon@|@a generation@
@xua khon@|@generation time@
@xua lai ya@|@distance@
@xua mong@|@hour@
@xua mong@|@par hour@
@xua neung@|@piece of indeterminate size@
@xua neung@|@part@
@xua neung@|@section@
@xua neung@|@piece of indeterminate size@
@xua neung@|@part@
@xua neung@|@section@
@xua phi@|@all year@
@xua thoy@|@bad@
@xua thoy@|@wicked@
@xua ve la@|@during@
@xua ve la neung@|@temporarily@
@xua ve la neung@|@temporarily@
@xua xar@|@bad@
@xua xar@|@wicked@
@xua xar sa marn@|@bad@
@xua xar sa marn@|@vile@
@xua xar sa marn@|@vile@
@xua xar sa marn@|@base@
@xuan@|@shovel@
@xuan@|@persuade@
@xuan@|@urge@
@xuan@|@shovel@
@xuan@|@scoop up with a flat tool@
@xuan hay khit@|@lead one to think@
@xuan hay song say@|@lead one to suspect@
@xuan hua@|@comic performance@
@xuan xe@|@stagger@
@xuan xern@|@inviting@
@xuan xeu@|@pretend@
@xuan xeu@|@to convince@
@xuan xou@|@support@
@xuan xou@|@assist@
@xuan xou@|@substitute for@
@xuang@|@name of large snake in the romance, sin xai@
@xuang@|@sin xai@
@xuang@|@name of disease caused by a worm parasite which causes barrenness in women@
@xuang@|@race@
@xuang@|@complete@
@xuang@|@to race@
@xuang hay pai bok lao dae@|@please go and tell him@
@xuang heua@|@race boats@
@xuang heua@|@boat race@
@xuang ma@|@race horse@
@xuang mar@|@horse race@
@xuang nar@|@next time@
@xuang nar@|@coming up@
@xuang nar@|@next time@
@xuang nar@|@coming up@
@xuang nyao@|@long interval@
@xuang san@|@short interval@
@xuang xai@|@serve@
@xuang xai@|@use@
@xuang xing@|@contest for@
@xuang xing@|@wrest from@
@xuang xing@|@snatch@
@xuang-euk@|@breast@
@xuang-euk@|@chest@
@xuang-euk@|@bosom@
@xuat@|@mouse@
@xuat@|@rat@
@xuat@|@name of the first year of the twelve-year cycle@
@xuat@|@year of rat@
@xuat hou meua@|@wake up@
@xuat hou meua@|@regain contentiousness@
@xuat luat@|@without character@
@xuat luat@|@to defy@
@xuat luat@|@impudent@
@xuat nam@|@dive into water@
@xuay@|@conical container made of banana leaves used to carry flowers, candles and incense sticks, kind of scaleless fish, adv@
@xuay@|@help@
@xuay@|@aid@
@xuay@|@assist@
@xuay@|@to help@
@xuay bor dai@|@it can not be helped@
@xuay haeng@|@help out@
@xuay haeng@|@to help out@
@xuay hai@|@help@
@xuay hed@|@please do in my place@
@xuay kan@|@help each other@
@xuay kan@|@to help each other@
@xuay kan hed@|@help each other@
@xuay kan tham@|@help each other@
@xuay khoy deir@|@please help me@
@xuay khoy deir@|@please give me a hand@
@xuay lao dae@|@please help him@
@xuay leua@|@help, lend a hand@
@xuay leua@|@help@
@xuay leua@|@lend a hand@
@xuay leua@|@to help@
@xuay leua@|@to help@
@xuay leua xerng kan lae kan@|@helping one another@
@xuay leua xerng kan lae kan@|@helping one another@
@xuay meu@|@artificial finger-nails worn in Lao dances@
@xuay meu@|@lend a hand@
@xuay pae@|@help to translate@
@xuay pai bok@|@please go to tell him@
@xuay tham thaen khoy dae@|@please do it in my place@
@xuay ving vone@|@intercede for@
@xuay xi vit@|@to save a life@
@xuay xi vith@|@save of life@
@xuk@|@pull@
@xuk@|@urge@
@xuk@|@instigate@
@xuk@|@jab at@
@xuk@|@poke@
@xuk lot@|@push a car@
@xuk xeuang@|@hide@
@xuk xon@|@hide@
@xuk xon@|@conceal@
@xuk-ngou@|@push@
@xuk-ngou@|@urge@
@xuk-ngou@|@instigate@
@xuk-ngou@|@give@
@xuk-ngou@|@donate@
@xum@|@group@
@xum@|@team@
@xum@|@humid@
@xum@|@wet@
@xum@|@damp@
@xum@|@moist@
@xum@|@hide@
@xum@|@conceal@
@xum bang@|@a large black bird@
@xum bang@|@vulture@
@xum dak@|@waylay@
@xum dak@|@ambush@
@xum heu@|@wet with perspiration@
@xum ka tay@|@a tree@
@xum kan@|@meet together@
@xum khao@|@banquet@
@xum khao@|@feast@
@xum lao@|@darken@
@xum meut@|@at nightfall@
@xum nam@|@water-soaked@
@xum num@|@meet@
@xum num@|@organize@
@xum num xon@|@assebly@
@xum num xon@|@meeting@
@xum phone@|@type of fig tree with edible fruit@
@xum phu@|@pink@
@xum seng@|@type of plant used for medicine@
@xum xao@|@meet to celebrate@
@xum xao@|@visit together and talk@
@xum xon@|@hide@
@xum yen@|@be humid@
@xung@|@violin@
@xung@|@hide(of animal)@
@xup@|@established@
@xup@|@time@
@xup@|@occasion@
@xup@|@times@
@xup kham@|@goldplate@
@xup laing@|@look after@
@xup laing@|@support@
@xup lek@|@temper steel@
@xup lek@|@temper steel@
@xup lup@|@conical in shape@
@xup lup@|@with truncate top@
@xup mert@|@temper a knife@
@xup ngern@|@silverplate@
@xup phom@|@get thin@
@xup thong@|@copperplate@
@xuy@|@name of a sharp knife used for splitting bamboo into slivers@
@xuy@|@sound of wind blowing@
@xuy ye@|@July@
@xva@|@ancient name of Luang Prabang@
@xvad@|@be conscious@
@xvad@|@wake up  n@
@xvan@|@explode@
@xvan@|@burst@
@xvay@|@unlucky@
@ya@|@drug@
@ya@|@medicine@
@yā@|@don't@
@yā@|@stop@
@yā@|@break off@
@ya ai@|@cough medicine@
@ya am@|@tabella@
@ya am@|@medicine to hold in rice pot@
@yā ao khong luang phi laev ma vao kan teum@|@Let bygones be bygones@
@ya beu@|@poison@
@ya bom lung that@|@tonic@
@ya bong lao@|@elixir@
@ya bong lao@|@medicine mixed in alcohol@
@yā chap@|@don’t touch@
@ya chay@|@make happy@
@ya chay@|@gratify@
@ya dam@|@a black Chinese medicament@
@ya dap kin@|@deodorant@
@ya dat@|@tobacco@
@ya deng@|@iodine solution@
@ya deng@|@mercurochrome@
@ya dom@|@inhalant@
@ya dood@|@tobacco@
@yā hai@|@don’t let@
@ya hak@|@emetic@
@ya hak may@|@medicinal root@
@ya hak may@|@herbs@
@yā hat mae@|@don't do that@
@ya hay@|@caulk or fill in a crack in a jar@
@ya heu@|@caulk a boat@
@ya hom@|@fumigant@
@ya hua@|@sort of chinaroot or sarsaparilla vine whose rhizome is use medicinally@
@ya huk sa rok@|@medicine@
@ya kae@|@antidote@
@ya kae phit@|@remedy@
@ya kae phit@|@antidote@
@yā kan@|@stop work@
@yā kan@|@abdicate@
@ya kat@|@acid@
@ya kha mae@|@insecticide@
@ya kha maeng may@|@insecticide@
@ya kha seu rok@|@germicide@
@ya khai@|@febrifuge@
@ya khap hua@|@diaphoretic@
@ya khap lom@|@carminative@
@ya khap phat sa va@|@diarrheic@
@ya khi ferng@|@ointment@
@ya khi perng@|@unguent@
@yā khiat@|@get over one’s anger@
@ya khom@|@medicinal plaster@
@ya khuat khor@|@throat medicine@
@ya ki nin@|@quinine@
@yā kin@|@don’t eat@
@ya kin khao saep@|@apperitive drug@
@yā kit lery@|@don’t expect it@
@yā kit lery@|@don’t think about it@
@ya la ngap khai@|@febrifuge@
@ya la ngap khuam hu seuk@|@anesthetic@
@ya la ngap sen pha sat@|@anesthetic@
@yā laev@|@never mind@
@ya lang phak@|@gargle@
@yā lay khuam lay@|@of words@
@yā lery@|@better not@
@yā leum der@|@don't forget@
@ya leut@|@medicine for regular menstruation@
@ya leut@|@medicinal rhizome or tea@
