@English@|@Ojibwe@
@trailing arbutus@|@makoonsimin+an (NW), waabigwan+iin, waabigon+iin (SE), waabigon+iin (PO)@
@trailing evergreen@|@giizhikinii+n@
@trailing plant@|@bemiging+in (NW)@
@trailing raspberry@|@nishkiinzhigomin+an (WO)@
@train@|@gichi-odaabaan+ag (NW/WO), ishkodedaabaan+ag (PO/SE), ishkode-odaabaan+ag, ishkodewidaabaan+ag, mashkodewidaabaan+ag (NW), waasiganidaabaan+ag (NW/WO), odaabaan+ag (NW/WO)@
@train SO@|@naashi' (vta), wengawaaji' (vta)@
@train track@|@ishkodedaabaani-miikan+an (SE), ishkodewidaabaanikana+n@
@train: be easily ~ed@|@na'inaashizi (vai)@
@train: have a ~ [clothing]@|@odaajisekonaye (vai)@
@training skate: little wooden ~s@|@zhooshkwaada'egaans+ag@
@traitor@|@bayaataa'iwed+jig@
@trample on ST@|@dadaakokaadan (vti)(RD)@
@trample SO@|@dakokaazh (vta)@
@trample ST@|@dadaakokan (vti)(RD), dakokaadan (vti)@
@trample: be ~d@|@dakokaajigaade (vii), dakokaajigaazo (vai)@
@trample: be ~d upon@|@dadaakokaade (vii)(RD)@
@trance@|@bawaajigan+an@
@tranquil: be ~ [weather]@|@nawaatin (vai)@
@tranquility@|@bekaadiziwin+an, bizaanabiwin+an, bizaaniziwin+an, waanakiiwin+an@
@tranquility: procure SO ~@|@waanaki' (vta)@
@tranquillanimity@|@waanakiwide'ewin+an@
@transcribe@|@aanjibii'ige (vai), naabibii'ige (vai), naasaabii'ige (vai)@
@transcribe for OT@|@aanikanootaabii'ige (vai)@
@transcribe ST@|@naabibii'an (vti), naasaabii'an (vti)@
@transcribe: be ~d@|@aanikanootaabii'igaade (vii)@
@transcribing@|@naabibii'igewin+an@
@transcript@|@aanjibii'igan+an, onaakonigewi-maawandoobii'igewin+an@
@transcription@|@aanjibii'igewin+an, aanikanootaabii'igan+an, aanikanootaabii'igewin+an, naasaabii'igewin+an@
@transcriptor@|@aanikanootaabii'igewinini+wag@
@transfer order@|@aandaakonaa izhi gichi-onashowewigamigong, oshkaadiz omeshkodagimigowin+an@
@transfiguration@|@aanjinaagwi'idizowin+an, aanjinaagoziwin+an@
@transfigure@|@aanjinaagwi (vai), aanjinaagozi (vai)@
@transfigure OS@|@aanjinaagwi'idizo (vai)@
@transform OS@|@aanzinaago'idizo (vai), aawi'idizo (vai)@
@transform SO@|@aanzinaago' (vta)@
@transform ST@|@aanzinaagotoon (vti2)@
@transgressor@|@bayaataa-izhiwebizid+jig@
@translate@|@aanikanoochige (vai)@
@translate for OT@|@aanikanootaage (vai)@
@translate SO@|@aanikanootaw (vta), inootaw (vta)@
@translate ST@|@aanikanootan (vti)@
@translate ST [book] in Indian@|@anishinaabewisidoon (vti2)@
@translate ST [book] in Odaawaa@|@anishinaabewisidoon (vti2)@
@translate ST [book] in Ojibwe@|@anishinaabewisidoon (vti2)@
@translate ST into English@|@zhaaganaashiiwisidoon (vti2)@
@translate ST into French@|@wemitigoozhiiwisidoon (vti2)@
@translate ST into Ojibwe@|@ojibwewisidoon (vti2)@
@translate ST into Ottawa@|@odaawaawisidoon (vti2)@
@translate ST written@|@aanikanootaabii'an (vti)@
@translate TH for OT@|@aanikanootamaage (vai)@
@translate TH for SO@|@aanikanootamaw (vta), inwetamaw (vta)@
@translate what SO says@|@inootamaw (vta)@
@translate: be ~d@|@aanike-ikidonaaniwan (vii)@
@translate: be ~d orally@|@aanikanootajigaade (vii)@
@translated into Ottawa@|@odaawaawisin (vii)@
@translation@|@aanikanootaabii'igan+an, aanikanootaagewin+an, aanikanootamaagewin+an@
@translator@|@ayaanikanootaaged+jig, aanikanootaagewinini+wag@
@transmit infection to OP@|@aazhookoodizhiwe (vai)@
@transmit infection to SO@|@aazhookoodizh (vta)@
@transparency@|@bayatenaagochigewin+an@
@transparent -@|@zhiibaa- (pv4)@
@transparent blueberry@|@zhaabwaate-miin+an@
@transparent thing [cloth-like]@|@zhiibaawaase'iigin+oon@
@transparent: appear ~@|@zhiibaawaasenaagwad (vii), zhiibaawaasenaagozi (vai)@
@transparent: be ~@|@bayatenaagochige (vai), zhaabwaate (vii)(SE), zhaabwaateyaa (vii), zhaabwaatezi (vai), zhaabonaagwad (vii), zhaabonaagozi (vai), zhiibawaate (vii), zhiibaawaase (vii), zhiibaawaaseyaa (vii), zhiibaawaasezi (vai), zhiibaawaaso (vai)@
@transparent: be ~ [cloth-like]@|@zhiibaawaase'iigad (vii)@
@transparent: be ~ ice@|@zhaabwaatezigwaa (vii)(NW)@
@transpirate@|@bagidinaamobiite (vii)(SW)@
@transpiration@|@bagidinaamobiig+oon@
@transpiration of trees@|@bagidinaamo mitig (vai)(NW)@
@transplant@|@aandakiinigan+ag, aandakiinige (vai)@
@transplant SO@|@aandakiizh (vta), aandakiizh (vta)@
@transplant ST@|@aandakidoon (vti2), aandakiinan (vti)@
@transplant TH@|@aandakijige (vai)@
@transport by canoe@|@aawada'oojige (vai)@
@transport cargo for OT@|@bimaawadaasootamaage (vai)@
@transport SO across@|@dakamiwizh (vta)@
@transport SO by boat@|@bima'oozh (vta)@
@transport ST across@|@dakamiwidoon (vti2)@
@transports passengers@|@bima'oozhiwe@
@trap@|@dasoonaagan+an, disonaagan+an, nisoonaagan+an (NE), wanii'igan+an, wanii'ige (vai), onii'igan+an (NE)@
@trap [small wooland animals]@|@onii'ige (vai)@
@trap and crush SO@|@godagojiishkaw (vta)@
@trap and crush ST@|@godagojiishkan (vti)@
@trap bait@|@ogokewin+an (NW)@
@trap beaver@|@noodamikwe (vai), noondamikwe (vai)(NW)@
@trap chain@|@wanii'iganeyaab+iin (NW)@
@trap clamp@|@dakonjigan+an (NW), owiibidaabik+oon (NW)@
@Trap Falls (WI)@|@Nabaneyaa-zaasijiwan@
@trap for SO@|@wanii'amaw (vta)@
@trap handle@|@ozowikaan+an@
@Trap Lake: Little ~ (MN)[Todd]{Fawn lake}@|@Minjikanibii-zaaga'igaans@
@trap muskrat@|@noodazhashkwe (vai), noojazhashkwe (vai)@
@trap OS@|@dasoonidizo (vai)(CN/NW)@
@Trap River (WI)@|@dasoozowining-ziibi@
@trap SO@|@dasoozh (vta), nagwaazh (vta), negwaazh (vta), nisoozh (vta)(NE)@
@trap ST@|@dasoodoon (vti2), nisoodoon (vti2)(NE)@
@trap: avoid being ~ped@|@banikoozo (vai)@
@trap: be ~ped@|@baataashin (vai), dasoode (vii), dasoozo (vai), nisoode (vii)(NE), nisoozo (vai)(NE)@
@trap: be ~ped by melting snow@|@zhowaaganishi (vai)@
@trap: be caught in a@|@dasoozo (vai)@
@trap: bear ~@|@makwawanii'igan+an@
@trap: catch SO in a ~@|@dasoozh (vta)@
@trap: check ~s@|@naajiwanii'ige (vai)@
@trap: check OS ~s@|@naadasoonaagane (vai)@
@trap: diagonal log in a ~@|@migwaaganaab+an (NW/WO)@
@trap: diagonal pole in a ~@|@nagwaaganaak+oon (NW)@
@trap: escape en~ment@|@banikoozo (vai)@
@trap: fetch OS ~s@|@naadasoonaagane (vai)@
@trap: fish ~@|@biinjiboonaagan+ag, biinjiboonaagan+an@
@trap: get loose from a ~@|@banagwaazo (vai)@
@trap: go after ~s@|@naajiwanii'ige (vai)@
@trap: go check ~s@|@naadowanii'ige (vai)(NW/WO)@
@trap: open a ~@|@daawanobidoon (vti2)@
@trap: remove ~s@|@bakiwanii'igane (vai)(NW/WO)@
@trap: set ~@|@nii'ige (vai)@
@trap: set a ~@|@daawanobidoon (vti2)@
@trap: SO get loose from a ~@|@banagwaazh (vta)@
@trap: tongue of a ~@|@webishkaajigan+an@
@trap: tree spring noose ~@|@basaakobijigan+an (n0)@
@trap: trigger of a ~@|@webishkaajigan+an@
@trap: wooden ~@|@mitigo-dasoonaagan+an, mitigowanii'igan+an@
@trapline@|@anokiiwakii+n (AL), wanii'igewin+an (NW/WO)@
@Trappe River (WI)@|@Dasoozowining-ziibi@
@trapped by flood waters@|@aadagaamagishin (vai)(AL/CS), naadagaamegishin (vai)(AL)@
@trapper@|@wanii'igewinini+wag, owanii'ige+g (WO)@
@trapping@|@wanii'igewin+an (CS)@
@trash@|@ziigwebinigan+an@
@trash bag@|@webinigewazh+an (NW)@
@trash can@|@webinigewi-biiwaabik+oon (NW)@
@trash: garbage/~ bag@|@webinigewiniigin+oon (NW)@
@trash: garbage/~ can@|@webiniganaabik+oon (NW)@
@Traut Junction (MN)[Onamia]@|@Onigamiinsing@
@Traut Junction Indian@|@onigamiiwanishinaabe+g@
@travail: be a time of great ~@|@ojaanimakamigad (pc)>(vii)@
@travel@|@babaa-ayaa (vai), babaamaadiziwin+an, bimi-ayaa (vai)(NW), bimoode'o (vai)(NW), maadaadizi (vai), maadaadiziwin+an@
@travel about@|@babaamaadizi (vai), babaami-ayaa (vai)(NW), binaashkaa (vai)@
@travel about a trail@|@bima'adoo (vai)@
@travel about on land@|@babaamakamigwe (vai)@
@travel along@|@bimi-ayaa (vai), bimishkaa (vai)@
@travel along the bank@|@zhishodewe (vai)@
@travel along the shoreline@|@zhishodewe (vai)@
@travel anywhere without trail@|@nitaawakamigwe (vai)@
@travel around@|@babaami-ayaa (vai)(NW)@
@travel at night@|@dibikose (vai)@
@travel backwards@|@azhekaa (vai)(AL)@
@travel by night@|@niibaashkaa (vai)@
@travel expertly on land@|@nitaawakamigwe (vai)@
@travel in a straight line@|@zhiiyaaweyadoo (vai)(AL)@
@travel lightly@|@ashkonaa (pc)@
@travel slowly@|@bezikaa (vai), bezikaamagad (vai)>(vii)@
@travel straight on@|@zhayaawebide (vii)(SE)(RD), zhayaawebizo (vai)(SE)(RD)@
@travel there together@|@inaawanidi+wag (vaip)@
@travel to-and-fro@|@aayaazhawikaa (vai)@
@travel upstream@|@na'ikose (vai)@
@travel well on land@|@nitaawakamigwe (vai)@
@travel with only one boat@|@bezhigoonagizi (vai)@
@travel with only one canoe@|@bezhigoonagizi (vai)@
@travel: be ~ing about@|@binaayaadizi (vai)@
@travel: slow ~ing@|@bezikaawin+an@
@traveler@|@bebaamaadizid+jig@
@traveling ax@|@babaamaadizii-waagaakwad+oon@
@traveling by water@|@bimishkaawin+an@
@travelling fur buyer@|@giiwitewininii+g (vai)(AL)@
@Travers: Lake ~ (MN/ND)@|@Gaa-edawayi'ii-maamiwang-zaaga'igan@
@Traverse Island (MI)@|@Ni-aazhawa'am-minis, Niminaagami-minis, Niminaawe'o-minis@
@Traverse River (MI)@|@Gichi-niminaagon-ziibi@
@traversing@|@aazhaw= (pv4), aazhawi- (pv4)@
@traversing lake: be a ~@|@bimijigamaa (vii)@
@travois@|@bimoonjigan+an, nasawaakodaabaan+an (NW), niimaakonigan+an, nisawaakodaabaan+an, niswaakodaabaan+an@
@trawl: be ~ing with hool-line@|@odaajigoke (vai)@
@tray@|@desinaagan+an@
@tray: tobacco ~@|@asemaawinaagan+an@
@tread@|@dakokii (vai)@
@tread into dirt [shit]@|@zhizhookam (vai2)@
@tread on ST@|@dakokaadan (vti)@
@tread out SO@|@mimigoshkaw (vta)@
@tread out ST@|@mimigoshkan (vti)@
@tread out TH@|@giichiminagishkam (vai2), mimigoshkam (vai2)@
@tread SO out@|@giichiminagishkaw (vta)@
@tread ST out@|@giichiminagishkan (vti)@
@tread TH@|@bootaage (vai)@
@tread to dehusk ST@|@bootaagaadan (vti)@
@tread upon SO@|@dakokaazh (vta)@
@tread: inflict pain by ~ing@|@wiisagishkam (vai2)@
@Treading to the Earth’s End@|@Gebekamigishkang (nom)@
@treasure@|@dibendaasowin+an, gichi-daniwin+an@
@treasure SO@|@zaagi' (vta)@
@treasure: be ~d@|@aniwenindaagwad (vii)(AL/NO/CS), zaagichigaade (vii), zaagichigaazo (vai)@
@treasurer@|@zhooniyaawinini+wag@
@treasury: temple ~@|@anami'ewi-bagidinigewin+an@
@treat ill OP@|@goopaji'iwe (vai)@
@treat OA@|@doodaadi+wag (vaip)@
@treat OA always well@|@moozhag mino-doodaadi+wag (vaip)@
@treat OS badly@|@inigaa'idizo (vai)@
@treat SO@|@mashkikiikaazh (vta)@
@treat SO badly@|@inigaa' (vta)@
@treat SO by lancing wound/sore@|@azhawaazo' (vta)@
@treat SO ill@|@goopaji' (vta), nanekaaji' (vta), nishkinaw (vta)@
@treat SO poorly@|@aabinji' (vta)@
@treat SO too badly@|@ozaami' (vta)@
@treat SO well@|@mino-doodaw (vta)@
@treat ST badly@|@aanimitoon (vti2)@
@treat ST ill@|@goopajitoon (vti2), maji-doodan (vti)@
@treat ST poorly@|@aabinjitoon (vti2)@
@treat ST too badly@|@ozaamitoon (vti2)@
@treat ST well@|@mino-doodan (vti)@
@treaty@|@diba'amaadiwin+an, gaa-izhi'ind+waa (nX)(CS), gichi-ashodamaagewin+an, nakomidiwin+an (NW), nakomidowin+an, nakondiwin+an@
@treaty authority@|@zhooniyaa-ogimaa+g@
@Treaty Day@|@diba'amaadim (n0)(NW)@
@Treaty Day: be ~@|@diba'amaadin (vii)(NW)@
@treaty indians@|@gaagii-onasaganoowaaj anishinaabeg (n3p)@
@treaty kettle@|@okaadakik+oog@
@treaty rights@|@gichi-ashodamaagewining dibinawewiziwin+an (NW)@
@treaty: alliance ~@|@gwayakondiwin+an@
@treaty: be ~ed@|@ozhibii'igaazo (vai)(SE)@
@treaty: make a ~@|@gichi-ashodamaage (vai), gwayakondi+wag (vaip)@
@treaty: peace ~@|@gwayakondiwin+an@
@tree@|@mitig+oog@
@tree base@|@okikad+oon, okwikad+oon@
@tree branch@|@wadikwan+an, odikwan+an, odikon+an (CN)@
@tree candy@|@oziban+an@
@tree candy: harvest ~@|@ozibanike (vai)@
@tree frog: grey ~@|@obiibaagimakakii+g (CN)@
@tree has a branchless clearance from ground@|@zhiibeyaakwaa (vii)(NW)@
@tree hollow@|@mitigwaazh+an (NW)@
@tree in which partridge beats its wings@|@gwiikwiingwa'owaatig+oon@
@tree placed at foot upside down to mark the dead@|@ajidaatigwaan+ag (AL)@
@tree sap: harvest ~@|@onjigawibii (vai)@
@tree sap: running ~@|@onziban+an (NW)@
@tree spring noose trap@|@basaakobijigan+an (n0)@
@tree stump@|@giishkanakad+oon, giishkanakadoonh+yan (SE), okikad+oon, okwikad+oon@
@tree swallow@|@zhaashaawanibiisi+wag (NW/WO), zhaashaawanibiisi+wag (NO/SE), zhaawanibiisi+wag (NW)@
@tree swallow [bird]@|@zhaashaawanibiish+ag (SE)@
@tree tall ~@|@ishpaakwaam (pc)(NW)@
@tree tapping@|@ozhiga'igan+an, ozhiga'igewin+an@
@tree toad@|@agonekwe+g@
@tree top@|@wanak+ag (NW)@
@tree trunk base@|@okikad+oon, okwikad+oon@
@tree where a bear winters@|@makwaatig+oog, makwaatig+oon@
@tree: among fallen ~s@|@mitigokaang (loc)(NW)@
@tree: among the ~s@|@megwaakwaang (pc)(loc)(NW)@
@tree: at every ~@|@jaajiigaatig (pc)(RD)@
@tree: at the top of a ~@|@agidaatig (pc)@
@tree: at/by the ~line near the riverside@|@jiigaakoziibiing (loc)@
@tree: bad ~@|@maji-mitig+oog@
@tree: bare ~@|@wiisaande'aakwaam (pc)(NW)@
@tree: be ~s that were cut down@|@gawa'aakwanjigaade (vii)@
@tree: be a ~@|@mitigowan (vii), mitigowi (vai)@
@tree: be a bare ~@|@wiisaande'aakwaa (vii)(NW)@
@tree: be a branchless ~@|@bizhishigwaatig+oog@
@tree: be a clump of ~s@|@babiikwaakwaa (vii)(RD), bikwaakwaa (vii), bikwaakweyaa (vii)@
@tree: be a dying ~@|@niboowaatigowi (vai)@
@tree: be a good grove of ~s@|@minwaakwaa (vii)@
@tree: be a good stand of ~s@|@minwaakwaa (vii)@
@tree: be a hollow ~@|@bizhishigwaakozi (vai)@
@tree: be a jutting grove of ~s@|@neyaakwaa (vii)(NW)@
@tree: be a leafless ~@|@wiisaande'aakwaa (vii)(NW)@
@tree: be a point with ~s on it@|@majidewaakweyaa (vii)@
@tree: be a short ~@|@dabasaakwaa (vii)(NW)@
@tree: be a stand of ~s@|@babiikwaakwaa (vii)(RD), bikwaakwaa (vii)@
@tree: be a tall ~@|@ishpaakwaa (vii)(NW)@
@tree: be an empty ~@|@bizhishigwaatig+oog@
@tree: be an island of ~s@|@minisinaakwaa (vii)@
@tree: be icy ~s@|@mikwamitigookaa (vii)@
@tree: be many ~s@|@mitigokaa (vii)@
@tree: be plenty with small ~@|@mitigoonsikaa (vii)@
@tree: be short ~s@|@dabasaakweyaa (vai)@
@tree: be stunted ~s@|@biisaakweyaa (vii)@
@tree: be tall ~s@|@ishpaakweyaa (vii)@
@tree: be young ~s@|@oshkaakweyaa (vii)@
@tree: bear’s ~@|@makwaatig+oog, makwaatig+oon@
@tree: beneficial ~@|@ininaatig+oog@
@tree: big ~@|@gichi-mitig+oog@
@tree: cherry ~@|@ookweminaatig+oog (NW)@
@tree: chokecherry ~@|@osiseweminaatig+oog (NW), ososoweminaatig+oog (NW)@
@tree: climb up a ~@|@gopaakwii (vai)@
@tree: clump of ~s@|@babiikwaakwaam (pc)(RD), bikwaakwaam (pc)@
@tree: cut down ~s@|@gawa'aakwanjige (vai)@
@tree: cut down a ~@|@giishka'aakwe (vai)@
@tree: cut/fell ~s@|@gawaakwa'ige (vai), gawaakwe'ige (vai)(AL)@
@tree: cutting down of ~s@|@giishkaakwewin+an (AL/NO)@
@tree: duck behind a ~@|@aagoowiyaakoshin (vai)@
@tree: femle ~@|@ikwewaatig+oog (CN/NW)@
@tree: from ~ to ~@|@jaajiigaatig (pc)(RD)@
@tree: fruit ~@|@maaniwid+jig+-mitig+oon@
@tree: fruit of a ~@|@maaniwang-mitig+oon@
@tree: go behind ~s@|@agaweweyaakotaa (vai)@
@tree: good ~@|@mino-mitig+oog@
@tree: high in the ~s@|@ishpaatigong (pc)(loc)(NW)@
@tree: in/at a stand of ~s@|@mitigwakiinsing (loc)@
@tree: island of ~s@|@minisinaakwaam (pc)@
@tree: leafless ~@|@wiisaande'aakwaam (pc)(NW)@
@tree: lightning-struck ~@|@baaginawaatig+oog@
@tree: little ~@|@mitigoons+ag@
@tree: long straight tall ~ for poles@|@anitiimizh+iig@
@tree: male ~@|@ininiiwaatig+oog (CN/NW)@
@tree: near a ~@|@jiigaatig (pc)@
@tree: near the ~s@|@ashidaatig (pc)(NW/WO)@
@tree: nut ~@|@bagaanaatig+oog (NW)@
@tree: pincherry ~@|@bawaa'iminaanaatig+oon (NW), bawa'iminaanagaawanzh+iin, bwaa'iminaanaatig+oog (NO/NW), wiigwaasensiminaatig+oon, wiigwaasiminaatig+oon@
@tree: pine ~@|@zhigwaatig+oog, zhingwaatig+oog (NE)@
@tree: rubbing ~s squeak@|@giziibaakwad (vii)@
@tree: short ~@|@dabasaakwaam (pc)(NW)@
@tree: SP where ~ are cut down@|@gawa'aakwanjigaan+an@
@tree: stand of ~s@|@babiikwaakwaam (pc)(RD), bikwaakwaam (pc), mitigwakiins+an@
@tree: take cover behind a ~@|@aagoowiyaakoshin (vai)@
@tree: top of a ~@|@wanakwaatig+oog@
@tree: under ~@|@anaamaatig (pc)@
@tree: uprooted blown-down ~@|@bakwaanj+iin@
@tree: white birch ~@|@wiigwaasaatig+oog@
@tree: white spruce ~@|@mina'igwaatig+oog@
@trees are snow covered@|@angodaanii (vai)(AL), ningwadaanii (vai)(AL)@
@trees stand together@|@okokizo+wag (vaip)@
@treetop: at the ~@|@onakong (pc)(loc)(NW)@
@treetop: on the ~@|@wanakong (pc)(loc)@
@tremble@|@baapagishkaa (vai), baapagishkaa (vii), jiichiibishkaa (vai), jiichiibise (vai)(AL/NO/NW/WO), jiichiibise (vii)(AL/NO/NW/WO), goshkwaakoshkaa (vii), mimigose (vai), mimigose (vii), naningibinigo (vai)(NW), ninangibizo (vai)(SE), niningibinigo (vai), niningibizo (vai), niningishkaa (vai), niningishkaa (vii), niningise (vai), niningise (vii)@
@tremble in fear@|@niningaanimizi (vai)@
@tremble with fear@|@niningisegizi (vai)@
@tremble: be ~ing@|@dootoobaakwad (vii), dootoobaakozi (vai)@
@tremble: ground ~s from TH@|@jiingwakamigaa (vii)@
@tremble: have ~y heart@|@niningide'e (vai)@
@tremble: SO ~s@|@baapagibinigo (vai)@
@tremble: wind makes leaves ~@|@goshkobagaasin (vii)@
@trembly -@|@jiichiibi- (pv4)@
@trembly arm: have a ~@|@jiichiibinikeshkaa (vai)@
@trembly body: have a ~@|@jiichiibishkaa (vai)@
@trembly foot: have a ~@|@jiichiibizideshkaa (vai)@
@trembly hand: have a ~@|@jiichiibininjiishkaa (vai)@
@trembly leg: have a ~@|@jiichiibigaadeshkaa (vai)@
@Trempeleau Mountain Lake (WI)@|@Giigoonh-agomod@
@trench@|@basakamiga'igan+an, basakamiga'ige (vai), basaanika'igan+an, basaanikaan+an@
@trench ST@|@basaanikaadan (vti)@
@trench TH@|@basaanika'ige (vai)@
@trench: be ~ed@|@basakamiga'igaade (vii), basaanikaade (vii), basaanika'igaade (vii)@
@trench: dig a ~@|@basaanike (vai)@
@trench: make a ~ through ST@|@basaanikaadan (vti)@
@Trent River (ON)@|@zaagidawijiwanaang@
@trespass@|@maji-doodamowin biindigeshaawin+an@
@triage room@|@nanaa'ichigewigamig+oon@
@trial@|@goji- (pv4), goji'ewiziwin+an, nitam gaamaajizeg naanaagaji'igoowin@
@trial notice [legal]@|@naanaagaji'igoowin gikendamooniwewin+an@
@trial place@|@gaa-dazhi-onaakonigaaniwag@
@trial: be on ~@|@dibaakonigaaniwan (vii)@
@trial: put SO on ~@|@dibaakon (vta)@
@trial: repeat ~@|@giitwaam naanaagaji'igowin+an, miinawaa naanaagaji'igowin+an@
@triangle@|@nesojii-ayaag+in, nising ezhi-jiibwaag (CN)@
@Triangle [constallation]@|@Makoshtigwaan (n0)@
@triangle: ~ scalene@|@nawekidebajiishkaa (vii)@
@triangle: be ~ular@|@nisin izhi azhaweyaa (vii)@
@triangle: be a ~@|@nisin izhi azhaweyaa (vii), niso-bajiishkaa (vii)@
@triangle: be an isosceles ~@|@niizho-naasaabi-bajiishkaa (vii)@
@triangle: equilateral ~@|@nising ezhi-jiibwaag (CN)@
@triangle: form a ~@|@nisin izhi azhaweyaa (vii)@
@triangles (polygons)@|@bejiishkaagin (n0p)(SW)@
@triangular: be ~@|@niso-bajiishkaa (vii)@
@tribal chair@|@eshpabid+jig@
@tribal citizen@|@debendaagozid+jig@
@tribal council@|@bimoojigewin+an@
@tribal member@|@ezhi-dibendaagozid+jig@
@tribal representative@|@maada'ookiiwinini+wag, maada'ookiisi+wag@
@tribulation: be a day of ~@|@ojaanimi-giizhigad (vii)(XP)@
@tribulation: be a time of ~@|@ojaanimakamigad (pc)>(vii)@
@tribulation: have ~@|@godagendaagwakamigad (vii)@
@tribunal@|@dibaakonigewi-abiwin+an (NW), dibaakoniwe-apabiwin+an, dibaakoniwewini-apabiwin+an@
@tributary@|@bakeziibiins+an (NW)@
@tributary: be a ~@|@miiniwewitigweyaa (vii)@
@tributary: small ~@|@zhiiyoobishenh+yan (CS), zhii'oobishenh+yan, zhiiwoobishenh+yan (NW)@
@trick@|@wayezhingewin+an@
@trick -@|@wayezhi- (pv4)@
@trick OP@|@miikinji'iwe (vai)@
@trick SO@|@giibaazom (vta), miikinjii' (vta)(CN/NW/CS), miikinzom (vta)(NO/NW/WO), wayezhi' (vta)@
@trick SO by speech@|@wayezhim (vta)@
@trick ST by speech@|@wayezhindan (vti)@
@trick: be playing ~s to OT@|@baapinwe (vai)@
@trick: perform ~s@|@mamaandaagochige (vai)@
@trick: play a cheap ~ on SO@|@gayezhii (vai)(NW/WO), gayezhi' (vta)(NW/WO)@
@trick: play a cheap ~ on ST@|@gayezhitoon (vti2)(NW/WO)@
@trickle@|@bapangigaa (vii)(RD), wewebijiwan (vii)@
@trickling current@|@wewebijiwan (vii)@
@Tries the Sky Sitting@|@Gegwejigiizhigwab (nom)(voc)@
@trifle: SO considered ~@|@wegotogwenish+ag@
@trifle: ST considered ~@|@wegotogwenish+an@
@trifolium pratense@|@nisoobag+oon@
@Trifolium pratense@|@nisoobag+oon ezhiwadong+in (PO)@
@Trifolium repens@|@nisoobag+oon (PO)@
@trigger@|@maagonigan+an, nisatenigan+an (NW)@
@trigger (a gun)@|@nisaabikinan (vti)@
@trigger: gun ~@|@nisaabik+oon (NW)@
@trigger: press the ~@|@nisatenige (vai)(NW)@
@trigger: pull the ~@|@nisaabikinan (vti)@
@trigger: trip the ~@|@nisaabikinan (vti)@
@trillium@|@gaa-nisobagak+in (AL), ginebigo-waabigon+iin (AL)@
@trillium: white ~@|@ininiiwindibiigegan+an@
@trim@|@agogwaajigan+an@
@trim [tree]@|@zhiiga'aakojige (vai)(SE)@
@trim knots off a sapling to make it smooth@|@zhooshkwaakozhwi (vta)(CN)@
@trim SO (by cutting)@|@jiigizh (vta)(CN), mamizh (vta), webizh (vta)@
@trim SO [tree]@|@zhiiga'ekozh (vta)(NE)@
@trim SO with small glass-bead figures@|@maziniminensikaazh (vta)@
@trim SO with small glass-bead flowers@|@maziniminensikaazh (vta)@
@trim SO with small glass-beads@|@manidoominensikaazh (vta), niiskiminensikaazh (vta)@
@trim ST (by cutting)@|@jiigizhan (vti), mamizhan (vti), webizhan (vti)@
@trim ST [tree]@|@zhiiga'ekonan (vti)(NE)@
@trim ST with small glass-bead figures@|@maziniminensikaadan (vti)@
@trim ST with small glass-bead flowers@|@maziniminensikaadan (vti)@
@trim ST with small glass-beads@|@manidoominensikaadan (vti), niiskiminensikaadan (vti)@
@trim with figures in small glass beads@|@maziniminensike (vai)@
@trim with flowers in small glass beads@|@maziniminensike (vai)@
@trim with small glass-beads@|@manidoominensike (vai), niiskiminensike (vai)@
@trim: be ~ed with small glass-bead figures@|@maziniminensikaade (vii)@
@trim: be ~ed with small glass-bead flowers@|@maziniminensikaade (vii)@
@trim: be ~ed with small glass-beads@|@manidoominensikaade (vii), niiskiminensikaade (vii)@
@trim: sewn ~ming@|@agogwaasowin+an@
@trimmed -@|@giishk= (pv4), giishki- (pv4)@
@trinity@|@niso-bezhigo (vai)@
@trio: be a ~@|@nisi+wag (vaip)@
@trip@|@bimibizowin+an@
@trip [stumble]@|@bizodeshin (vai), bizogaadeshin (vai), bizogeshin (vai)@
@trip against ST@|@bizokan (vti)@
@trip and fall@|@bakiteshin (vai), bizogeshin (vai), bizozideshin (vai)@
@trip on snowshoes@|@bizwaagimeshin (vai)@
@trip on SO@|@bizokaw (vta)@
@trip on strings@|@bizwaabikeshin (vai)@
@trip SO@|@bakiteshkaw (vta), bizogeshkaw (vta)@
@trip: make a round ~@|@azhetaashkaa (vai)(NW)@
@trip: make a round ~ in a day@|@biskaabii (vai)@
@tripe@|@omiishinaas+an (n0D)(NW)@
@tripe: brown rock ~@|@asiniiwaakwan+ag (NW)@
@tripe: moose ~@|@baabiitoos+an@
@tripe: rock ~@|@ozhaashaakon+ag@
@tripiod@|@azamwaakobijigan+an@
