@Georgian@|@English@
@ტკბილი ღვეზელი@|@mince-pie@
@ტკბილმოუბარი@|@mealy-mouthed@
@ტკენა@|@bruise, hurt@
@ტკენდა@|@pained@
@ტკენს@|@bruises, hurting, hurts, paining, pains@
@ტკეპნა@|@beetle@
@ტკეპნის@|@beetles@
@ტკეჩები@|@clapboards@
@ტკეჩი@|@clapboard@
@ტკივა@|@aches@
@ტკივილგამაყუჩებელი@|@analgesics, sedative@
@ტკივილგამაყუჩებელი საშუალება@|@painkiller@
@ტკივილგამაყუჩებელი საშუალებები@|@painkillers@
@ტკივილგასაყუჩებელი@|@anodyne@
@ტკივილგასაყუჩებლები@|@anodynes@
@ტკივილები@|@aches, pains@
@ტკივილი@|@ache, hurt, pain, pain@
@ტკივილის მიყენება@|@bite@
@ტკივილის შეგრძნების დაკარგვა@|@analgesia@
@ტკივილის შეტევა@|@twinge@
@ტკივილის შეტევები@|@twinges@
@ტკივილს აყენებს@|@bites@
@ტკილვილდამაყუჩებელი@|@paregoric@
@ტკიოდა@|@ached, pained@
@ტკიპა@|@mite@
@ტკიპები@|@mites@
@ტლანქად@|@awkwardly, lubberly@
@ტლანქი@|@awkward, bluff, lumpish@
@ტლანქი პოზა@|@sprawl@
@ტლანქი პოზები@|@sprawls@
@ტლანქი, გაუთლელი ადამიანები@|@louts@
@ტლანქი, გაუთლელი ადამიანი@|@lout@
@ტლაშუნი@|@plash, plash@
@ტლინკების ყრა@|@buck@
@ტლინკებს ყრის@|@bucks@
@ტობაგო@|@Tobago@
@ტობაგოელები@|@Tobagonians@
@ტობაგოელი@|@Tobagonian@
@ტობაგური@|@Tobagonian@
@ტობი@|@Toby@
@ტოგა@|@toga@
@ტოგები@|@togas@
@ტოგო@|@Togo@
@ტოდმორდენი@|@Todmorden@
@ტოვებს@|@forsakes, forsaking, leaves, leaving, omits, omitting,@
@ტოკა@|@toque@
@ტოკავდა@|@twitched@
@ტოკავს@|@twitches, twitching@
@ტოკატა@|@toccata@
@ტოკატები@|@toccatas@
@ტოკები@|@toques@
@ტოკვა@|@twitch@
@ტოკიო@|@Tokyo@
@ტოლაღები@|@puttee, puttees@
@ტოლგვერდა@|@equilateral@
@ტოლები@|@matches@
@ტოლები, სწორები@|@equals@
@ტოლი@|@coordinate, match@
@ტოლი, სწორი@|@equal@
@ტოლფასი@|@tantamount@
@ტოლჩა@|@mug, pewter@
@ტოლჩები@|@mugs@
@ტომაგავკები@|@tomahawks@
@ტომაგავკი@|@tomahawk@
@ტომაგავკით კლავს@|@tomahawking, tomahawks@
@ტომაგავკით მოკვლა@|@tomahawk@
@ტომაგავკით მოკლა@|@tomahawked@
@ტომაგავკით მოკლული@|@tomahawked@
@ტომარა@|@sack@
@ტომარა, პარკი, ჩანთა@|@bag@
@ტომარასავით ჩამოკიდებული@|@bagged@
@ტომარაში დებს@|@sacking, sacks@
@ტომარაში მოთავსებული@|@bagged@
@ტომარაში ჩადება@|@sack@
@ტომარაში ჩადებული@|@sacked@
@ტომარაში ჩადო@|@sacked@
@ტომარაში, ჩანთაში დებს@|@bagging, bags@
@ტომარაში, ჩანთაში ჩადება@|@bag@
@ტომარაში, ჩანთაში ჩადო@|@bagged@
@ტომბერი, პარკები, ჩანთები@|@bags@
@ტომები@|@tomes, tribes, volumes@
@ტომთაშორისი@|@intertribal@
@ტომი@|@Tom, tome, Tommy, tribe, volume@
@ტომის ბელადები@|@chieftains@
@ტომის ბელადი@|@chieftain@
@ტომის ბელადის სტატუსი@|@chieftaincy@
@ტომობრივი@|@tribal@
@ტომპაკები@|@pinchbecks@
@ტომპაკი@|@pinchbeck@
@ტომრები@|@sacks@
@ტონა@|@ton@
@ტონალობა@|@tonality@
@ტონალობები@|@tonalities@
@ტონაჟები@|@tonnages@
@ტონაჟი@|@tonnage@
@ტონბრიჯი@|@Tonbridge@
@ტონგა@|@Tonga@
@ტონები@|@tones, tons, tunes@
@ტონზილიტი@|@tonsillitis@
@ტონზურა@|@tonsure@
@ტონზურა გაიკეთა@|@tonsured@
@ტონზურაგაკეთებული@|@tonsured@
@ტონზურას იკეთებს@|@tonsures, tonsuring@
@ტონზურები@|@tonsures@
@ტონზურის გაკეთება@|@tonsure@
@ტონი@|@tone, Tony, tune@
@ტონი მისცა@|@toned@
@ტონიკა სოლ-ფა@|@tonic sol-fa@
@ტონის მიცემა@|@tone@
@ტონს აძლევს@|@tones@
@ტონტინა@|@tontine@
@ტონტინები@|@tontines@
@ტოპაზები@|@topazes@
@ტოპაზი@|@topaz@
@ტოპოგრაფები@|@surveyors@
@ტოპოგრაფი@|@surveyor@
@ტოპოგრაფია@|@topography@
@ტოპოგრაფიები@|@print-shops@
@ტოპოგრაფიულად@|@topographically@
@ტოპოგრაფიული@|@topographical@
@ტორეადორები@|@toreadors@
@ტორეადორები, მატადორები@|@bullfighters@
@ტორეადორი@|@toreador@
@ტორეადორი, მატადორი@|@bullfighter@
@ტორი@|@Tory@
@ტორნადო@|@tornado@
@ტორნადოები@|@tornadoes@
@ტოროლა@|@lark, skylark@
@ტოროლები@|@larks, skylarks@
@ტოროლების ჭერა@|@lark@
@ტოროლებს იჭერდა@|@larked@
@ტოროლებს იჭერს@|@larking, larks@
@ტორონტო@|@Toronto@
@ტორპედირება@|@torpedo@
@ტორპედირება მოახდინა@|@torpedoed@
@ტორპედირებას ახდენს@|@torpedoing, torpedos@
@ტორპედირებული@|@torpedoed@
@ტორპედო@|@torpedo@
@ტორპედოები@|@torpedoes@
@ტორპედული აპარატები@|@torpedo-tubes@
@ტორპედული აპარატი@|@torpedo-tube@
@ტორსები@|@wood-blocks@
@ტორსი@|@wood-block@
@ტორტები@|@tarts@
@ტორტი@|@tart@
@ტორტილია@|@tortilla@
@ტორტილიები@|@tortillas@
@ტორფი@|@peat@
@ტორფიანი@|@peaty@
@ტორფიანი ჭაობები@|@fens@
@ტორფიანი ჭაობი@|@fen@
@ტორფნარები@|@moors@
@ტორფნარი@|@moor@
@ტოსტები@|@toasts@
@ტოსტერები@|@toasters@
@ტოსტერი@|@toaster@
@ტოსტი@|@toast@
@ტოტალიზატორები@|@totalizators, totes@
@ტოტალიზატორი@|@totalizator, tote@
@ტოტალიტარი@|@totalitarian@
@ტოტალიტარიზმი@|@totalitarianism@
@ტოტები@|@loop-lines, twigs@
@ტოტები მდინარის დელტაში@|@bayous@
@ტოტები შეჭრა@|@lopped@
@ტოტებიანი@|@branched, branchy@
@ტოტებით მორთვა@|@sprigged@
@ტოტების გაშლა@|@branch@
@ტოტების შეჭრა@|@lop@
@ტოტებს ჭრის@|@lopping, lops@
@ტოტებშეჭრილი@|@lopped@
@ტოტემები@|@totems@
@ტოტემი@|@totem@
@ტოტი@|@loop-line, twig@
@ტოტი მდინარის დელტაში@|@bayou@
@ტოტნესი@|@Totnes@
@ტოქსემია@|@toxaemia@
@ტოქსიკოლოგები@|@toxicologists@
@ტოქსიკოლოგი@|@toxicologist@
@ტოქსიკოლოგია@|@toxicology@
@ტოქსიკური@|@toxic@
