@English@|@Yiddish@
@tummy@|@baykher, Boykh@
@tunnel@|@tunel@
@Turk (male)@|@terkisher@
@turkey@|@indik@
@Turkey@|@terkay@
@Turkish@|@terkish@
@Turkish bath@|@shvitsbod@
@turn@|@drey, drey, dreydlen, umdrey, vend@
@turn (oneself) away@|@avekdreyen zikh@
@turn (something) away@|@avekdreyen, avekkern@
@turn aside@|@opvendn@
@turn down@|@aroplozn@
@turn into@|@megulgl vern@
@turn oneself@|@kern zikh, vendn zikh@
@turn out@|@oyslozn zikh@
@turning@|@vendndik@
@turtle@|@vaser-tsherepakhe@
@tweezers@|@pintset@
@twelve@|@tsvelf@
@twentieth@|@tsvantsikst@
@twenty@|@tsvantsik, tsvontsik@
@twenty one@|@ayn-un-tsvontsik@
@twig@|@tsvaygl@
@twilight@|@beynhashmoshes@
@twins@|@tsviling@
@Twins@|@tsvilling@
@twist@|@dreyen@
@twisted white bread@|@koyletsh@
@Twisted-up@|@Ferkrimpter ponim@
@two@|@tsvey@
@two o'clock@|@tsveye@
@type@|@tip@
@typewriter@|@shraybmashin, shraybmashinke@
@typical@|@tipish@
@tyrant@|@tiran@
@udder@|@ayter, Tsitskeh@
@ugliness@|@mieskeyt@
@ugly@|@bridke, mies, paskudne@
@Ugly@|@paskudnik@
@ugly thing@|@Mieskeit@
@Ukraine@|@ukrain, ukrayn@
@Ukrainian@|@ukrainish, ukraynish@
@Ukrainian (person)@|@ukrainer, ukrayner@
@uncanny@|@umheymlekh@
@uncle@|@feter, onkl@
@Uncle@|@Fetter@
@unclean@|@umreyn@
@unclear@|@umklor@
@uncouth@|@Zhlob@
@under@|@unter@
@under it@|@derunter@
@under way@|@in veg@
@underground@|@untergrunt@
@underline@|@untershtraykhn@
@Underpants@|@Matkes@
@undershirt@|@laybl@
@understand@|@farshteyn@
@understandably@|@farshtendlekh@
@understanding@|@farshtendenish, farshtendikung@
@undertaking@|@unternemung@
@undisputed@|@nisht optsufregn@
@undress@|@oyston zikh@
@unexpected@|@umgerikht@
@unfortunate@|@nebekh@
@unfortunately@|@leyder@
@Ungraceful@|@Klotz, klutz@
@ungrateful@|@on dank@
@unheard of@|@an akt fun der velt@
@unicode@|@unikod@
@unification@|@fareynikung@
@uniform@|@mundir@
@unilateral@|@aynzaytik@
@unite@|@fareynikn@
@united@|@fareynikt@
@United Nations@|@f''n, fareynikte natsies@
@United States@|@di fareynikte shtatn@
@uniting@|@baheftung@
@unity@|@akhdes, eynheyt@
@universal@|@alveltlekh@
@universe@|@univers@
@university@|@universitet@
@University@|@Der universitet@
@Unkempt@|@Shlumperdik@
@unknown@|@umbakant@
@unless@|@saydn@
@unlucky oaf@|@shlemazle@
@unlucky person@|@shlimazl@
@Unmarried girl@|@Maidel@
@unpleasant@|@umayngenem@
@Unqualified@|@Um-be-rufen@
@unscrew@|@oyfshroyfn@
@unsteady@|@Shvindeldik@
@until 10 o'clock@|@biz tsen a zeyger@
@unusual@|@umgeveyntlekh@
@Unusual@|@oysergeveynlekh@
@unusually@|@bazundersh@
@unvoiced grammar@|@umshtemik@
@Up@|@aroyf@
@up to@|@biz@
@up to now@|@biz aher@
@upbringing@|@dertsiung@
@update@|@derhayntikn@
@uprise@|@oyfshtand@
@uproar@|@yarid, yerid@
@upset@|@iberkerenish, shroyft, tseiakhmert, tserudert, tsetrogn@
@Upside down@|@Pinkt kahpoyer@
@Upside-Down!@|@Moisheh kapoyer@
@upstairs@|@eybersht, norn, oybn, oyfn norn@
@upward@|@aroyf@
@urbane@|@benimesdik@
@urgent@|@aylik@
@Uriel@|@uryel@
@urinate@|@pishn@
@urine@|@hashtone, pishekhts@
@Urine@|@Pishechtz@
@Uruguay@|@urugvay@
@us@|@undz@
@usage@|@banits@
@use@|@nitsn, oysnitsn@
@used to...@|@fleg@
@useful@|@nitslekh, nutslekh@
@usefulness@|@nuts@
@useless@|@umzist@
@using@|@nitsndik@
@usually goodies Shalom@|@Shalach mohnes@
@utter@|@oysredn@
@Utter misery@|@Gebrenteh tsores@
@vacancy@|@vakants@
@vacation@|@vakatsye@
@vagina@|@mutersheyd, pirge, pirog, pirog, sheyd, vagine@
@Vagina@|@knish@
@vaginal discharge@|@schmegma@
@vague@|@metushtesh@
@validate@|@bagiltikn@
@Valley@|@tol@
@value@|@shats, vert@
@vapor@|@vepekhts@
@variation@|@varyant@
@variety@|@farsheydnkeyt@
@various@|@farsheyden@
@varnish@|@pokost, pokostirn@
@Veader@|@veyoder@
@Vegetable@|@gemize@
@vegetarian@|@vegetarier@
@Vegetarian@|@vegetaryan@
@veil@|@shleyer@
@veiling of a Jewish bride@|@badekns@
@Velvel@|@velvl@
@vendor@|@farkoyfer@
@verb@|@verb@
@vernacular@|@folkshprakh@
@version@|@nusekh, nuskhoes@
@versus@|@beelef, havdoles, lehavdl@
@very@|@zeyer@
@Very doggy dog@|@Sobaka killev@
@very good@|@Zaier gut@
@Very good@|@Gants gut@
@Very wealthy@|@ongeshtopt, Ongeshtopt mit gelt@
@Very well@|@Zayer git@
@vessel@|@kli@
@vest@|@vestl@
@vial@|@fiol@
@victim@|@korbm, korbones@
@victorious@|@menatseyekh, nitsokhndik@
@Victory@|@Nîtsohn@
@vigorous@|@kraftik@
@vilification@|@loshn-hore@
@village@|@derfer, dorf, shtetl@
@villiage-like@|@shtetldik@
@Vilnius@|@vilne@
@vine@|@vaynshtok, vilder vayn@
@vinegar@|@esik@
@vineyard@|@vayngortn@
@Virgin@|@B'suleh@
@virtual@|@virtuel@
@visit@|@bazukhn, kumen tsu gast@
@Visiting the sick@|@Bikur cholem@
@visitor@|@bazukher@
@vivid@|@bilderish@
@vocabulary@|@vokabular@
@voice@|@kol, shtim@
@voiceless@|@shtum@
@volcano@|@vulkan@
@volley@|@zalp@
@volleyball@|@netsbol@
@volume of a book@|@band@
@volumes@|@bb'@
@vote@|@opshtimen, opshtimen, opshtimen vegn, shtimen@
@vote out@|@aroysbalotirn@
@voting@|@opshtim, opshtimung@
@voting booth@|@shtimbudke@
@vov with the melupim@|@melupm vov@
@vov; 6th letter of alphabet@|@vov@
@vowel (grammar)@|@vokal@
@vowel sign in Yiddish@|@khirek, nekude@
@vowel signs used in Yiddish@|@niked, nikud@
@voyager@|@vegslayt, vegsman@
@vulgar@|@vulgar@
@Vulgar man@|@Proster mentsh@
@wager@|@farvetn zikh, vet, vetn zikh@
@wagon driver@|@shmayser@
@wail@|@klogn@
@waist@|@talye@
@wait@|@vartn oyf@
@wait a bit@|@tsuvartn@
@waiter@|@kelner@
@waitress@|@kelnerin, kelnershe@
@wake@|@vakhn@
@wake up@|@oyfvakhn, vakhn, vakhn, vekn@
@waken@|@oyfvekn@
@walk@|@shpatsirn@
@walk around@|@arumgeyn@
@walk away@|@avekfirn@
@walk without destination@|@Shpatzir@
@walking@|@shpatsirndik@
@wall@|@vant@
@wall outside@|@moyer@
@wallop@|@Shmeis@
@wander@|@vandern, Voglen@
@Wander around aimlessly@|@Valgeren zich@
@want@|@veln@
@war@|@milkhome@
@warm@|@varem, varemen@
@warm (onself)@|@varemen zikh@
@warmth@|@varem@
@warn@|@vorenen@
@Warsaw@|@varshe@
@wash@|@vesh@
@wash (oneself)@|@vashn zikh@
@wash (something)@|@vashn@
@washstand@|@vashbezem@
@waste@|@avekpatern@
@watch@|@zeygerl@
@Watchman@|@shoymer, Vechter@
@Water@|@vaser@
@waterfall@|@vaserfal@
@watermelon@|@kavene@
@wave@|@a makh ton mit der hant, khvalye@
@way@|@derekh, drokhim, shteyger, shteyger, veg@
@way (manner)@|@oyfanim, oyfn@
@way of life@|@der shteyger lebn@
@ways@|@fostemkes@
@we@|@mir, vir@
@We speak...@|@Mir redn...@
@Weakness@|@Shvachkeit@
@wealth@|@ashires@
@wealthy@|@Reich@
@wealthy person@|@adir, oysher@
@weapon@|@klezayen, vofn@
@Wear it in good health!@|@Trog gezunterhait!@
@weary@|@mid@
@weather@|@veter@
@weaver (female)@|@veberke@
@weaver (male)@|@veber@
@web@|@veb@
@web address@|@vebadres@
@web master@|@vebmayster@
@web page@|@vebblat, vebzaytl@
@web site@|@vebzayt@
@Wedding@|@Chassene@
@wedding canopy@|@khupe@
@wedding contract@|@ksube@
@Wednesday@|@mitvoch@
@weed@|@vildgroz@
@week@|@vokh@
@Week@|@voch@
@weekday@|@vokhntog@
@weekend@|@shabes-zuntik, sof-vokh@
@week-long@|@vokhn-lang@
@weekly@|@vokhndik@
@welcome@|@kaboles-ponim, ongeleygt@
@Welcome@|@Zayt mir vilkomen@
@welcome (1)@|@bagrisn, bagrisung, bagrisung, mekabl-ponim zayn@
@welcome!@|@borkhabe, borkhabe, brukhim-haboim@
@Welcome!@|@Borekh habo!@
@Welcome! (pl)@|@Brukhim-haboim!@
@welfare@|@sotsfarzorgn, voylzayn@
@welfare (support)@|@farzorgn@
@welfare department@|@farzorgopteyl@
@welfare state@|@farzorg-melukhe@
@well@|@kvaln, mekoyrem, moker, mokrem@
@well (for water)@|@brunem@
@Well excuuuuuuse ME!@|@Enschultig meir@
@Well grazed@|@Oysgeposhet@
@well mannered@|@Balbatish@
@Well said@|@Gut gezugt@
@Well said!@|@Zaier shain gezogt!@
@well up@|@shprudlen@
@Well?@|@Nu?@
@well-known@|@bavust@
@well-wisher@|@farginer@
@went@|@iz gegangen@
@West@|@meyrev@
@wet@|@nas@
@wet mop@|@vashbezem@
@wetnurse@|@am@
@what@|@sara, vos, vos, voszhe@
@What a pity!@|@A shod!@
@what a scandal!@|@a shkandal!@
@What a sober man's on his lung@|@Vos bei a nichteren oyfen lung@
@What are they lacking?@|@Vos failt zai?@
@What are you bothering me for?@|@Vos draistu mir a kop?@
@What are you saying?@|@Vos zogt ir?@
@What are you talking about?@|@Vos ret ir epes?@
@What did I need it for?@|@Vos hob ich dos gedarft?@
@What difference does it make?@|@Vos iz der chil'lek?, Vos macht vos oys?@
@What do you do for a living?@|@Vos iz deyne okupatsye?@
@what do you do when...@|@vos tut men ven...@
@What do you hear around?@|@Vos hert zich?@
@What does it matter@|@Vos art es (mich)?@
@What does it matter to you@|@S'art eich?@
@what does it mean?@|@Vos heyst@
@What does it mean?@|@Vos maint es?@
@What does...mean?@|@vos heyst....@
@what else?@|@voden@
@What else?@|@Vo den?@
@what for@|@tsu vos@
@What is the name of...?@|@Vi ruft men...?@
@What is the trick?@|@Vos iz di chochmeh?@
@What is this?@|@Vos iz dos?@
@What is your name?@|@vi eyst ir?, vi iz ayer nomen?, Vi ruft men eich?@
@What then?@|@Vos noch?@
@what time is it?@|@vifl iz der zeyger@
@What time is it?@|@vi shpet iz?, Vifl iz der zeyger?@
@What will be@|@Vos vet zein@
@What will be; will be!@|@Vos vet zein; vet zein!@
@what!@|@sara reyner tsimer!@
@what?@|@ha@
@What?@|@Vos?@
@whatever@|@vos nor@
@What're you fooling around for@|@Vos barist du?@
@What's cooking?@|@Vos kocht zich in teppel?@
@What's going on?@|@Vos tut zich?@
@What's new?@|@Vos hert zich epes nei-es?, Vos iz es faran neyes?@
@What's that called in Yiddish?@|@Vos heyt dos oyf Yidish?@
@What's the difference@|@vos a khilek@
@What's the matter?@|@Vos iz?, Vos tut zikh?@
@What's the point?@|@Vos iz di untershteh shureh?@
@What's the purpose?@|@Vos iz der tachlis?@
@What's wrong with you?@|@Vos iz mit dir?@
@What's your name?@|@Vi haistu?, Vi heystu?@
@wheat@|@veyts@
@Wheelchair@|@Redlshtul@
@when@|@az, ven@
@When I am eating@|@Wen ich ess@
@whenever@|@ven nor@
@where@|@vu@
@Where are you from?@|@Fun vanent kumstu?@
@Where are you going?@|@vu geyt ir?, Vuhin gaitsu?@
@where do we stand?@|@vi haltn mir?@
@Where do you live?@|@vu voynt ir?@
@Where does it hurt?@|@Vu tut dir vai?@
@Where from@|@Vannit@
@Where is my room?@|@vu iz main zimer@
@Where is the bar?@|@vu iz der bar@
@Where is the bathroom?@|@vu iz der bodtsimer?, Vu iz dos bodtsimer?@
@Where is the beach?@|@vu iz der yam@
@Where is the pharmacy?@|@Vu iz di apteyke?@
@Where is...?@|@vu iz?@
@Where the devil says good day@|@Vi der ruach zogt gut morgen@
@Where?@|@Vu?@
@whereto@|@vuhin@
@wherever@|@vu nor@
@whether@|@tsi@
@which@|@velkh, voser@
@which way?@|@durkh vanet@
@whiff@|@shmek@
@while@|@bay dem, baym, beshas, beys, vayle@
@Whine@|@K'vetsh@
@whip@|@baytsh@
@whirl@|@virblen@
@whiskers@|@baknberd@
@whiskey@|@bronfn, viskey@
@Whiskey@|@Bronfen, Shnapps@
@whisper@|@sheptsh, sheptshn@
@whistle@|@fayf, fayfn@
@whistle (instrument)@|@fayfl@
@white@|@vays@
@who@|@ver, yenik@
@Who knows?@|@Ver vaist?@
@Who would have believed it?@|@Ver volt dos gegleybt?@
@whom@|@vemen@
@Whom are you fooling?@|@Vemen narstu?@
@Whom are you kidding?@|@Vemen barestu?@
@whore@|@hur, kurva, kurve@
@whorehouse@|@Shandhoiz@
@Whorehouse@|@Heizel, Nafkeh bay-is@
@whose@|@vemens@
@why@|@far vos, farvos@
@why not@|@far vos nisht, farvos nisht@
@Why not?@|@Farvos nisht?@
@why?@|@lemay@
@wicked@|@shalkhaftik@
@wickedness@|@shalkhaftikeyt@
@wide@|@breyt@
@widely scattered@|@tsezeyt un tsefreyt@
@widen@|@oysbreytern (zikh)@
@widespread@|@farshpreyt@
@widow@|@almone@
@widower@|@almen@
@wife@|@vayb@
@Wife of chazen@|@Chazenteh@
@wig@|@paruk, sheytl@
@Wig@|@Shaitel, sheitel@
@wild@|@Tsivildivit, vild@
@Wild animal@|@Vilder chaiah@
@wildness@|@vildkeyt@
@will@|@vel@
@willow@|@verbe@
@wind@|@vint@
@window@|@fentster@
@window pane@|@shoyb@
@windshield@|@vintshoyb@
@windshield wiper@|@shoybvisher@
@windy@|@vintik@
@wine@|@veyn@
@Wine@|@vayn@
@wine glass@|@bekher@
@Wine goblet@|@Becher@
@wine store@|@vaynhandl@
@wing@|@fligl@
@wink@|@vunk@
@winning@|@zigerish@
@Winter@|@vinter@
@winter time@|@vintertsayt@
@wintry@|@vinterdik@
@wipe@|@vish@
@wire@|@drot@
@wisdom@|@khokhme, klugshaft@
@Wisdom@|@Chochmeh, khokhme@
@wisdom tooth@|@khokhme-tson@
@wise@|@klug@
@wise man@|@khokhem@
@Wisecrack@|@Gleichvertel@
@wish@|@vintshn, vintshung@
@wish well@|@farginen@
@witch@|@makhesheyfe@
@Witch@|@Machshaifeh@
@with@|@mit@
@with pleasure!@|@mekhteyse@
@with your head in the ground!@|@mitten kup in drerd@
@withdraw@|@dervaytern zikh@
@withdrawl@|@tsuriktsi@
@withdrawn@|@dervaytert@
@within@|@derinen@
@without@|@on@
@without center@|@ontsentrish@
@without which@|@on velkher@
@witness@|@tsuzen@
@witticism@|@Vortshpiel@
@wizard@|@mekhashef, mekhashfim@
@woe@|@klog, vey@
@Woe@|@Vai!, vey@
@Woe is me@|@Oy vey tsu meina baina@
@Woe is me!@|@A klog iz mir!, vey iz (tsu) mir!, vey iz (tsu) mir!, vind iz iz mir!@
@Woe is me! (1)@|@A klog iz mir!, vai iz mir!@
@Woe is me! (2)@|@Vai vind iz meine yoren@
@wolf@|@velf, volf@
@wolfish@|@velfish@
@woman@|@froy, yente@
@woman in childbirth@|@kimpetorin@
@Woman in labour@|@Kimpetoren@
@Woman who leads the prayers@|@Zogerkeh@
@woman whose man disappeared@|@agune@
@women's hat@|@hitl@
@women's section of  synagogue@|@vaybershul@
@wonder@|@vunder, vundern zikh@
@wonderful@|@vunderbar@
@Wonderful@|@A mehaye, Vunderlekh@
@wondrous@|@ploimdik@
@wood@|@holts@
@wooden beam@|@kletser, klots@
@wool@|@vol, voln@
@word@|@vort@
@words of@|@divrey@
@Words of praise like@|@Leben ahf dein kop!@
@work@|@arbetn@
@Work@|@Arbit@
@Work hard@|@Plagen@
@work out@|@oysarbetn@
@Worked to death@|@Oysgemutshet@
@worker@|@arbeter@
@workshop@|@varshtat@
@world@|@velt@
@world of sports@|@sportvelt@
@World War II@|@tsveyte velt-milkhome@
@world wide web@|@veltnets@
@worm@|@vermer, vorem@
@wormy@|@veremdik@
@worn@|@oysgetrotn@
@worn out@|@Oysgematert@
@Worn out@|@Farmutshet@
@worry@|@dayge, zorg, zorg, zorgn zikh@
@worse@|@erger@
@worship@|@avoyde, dinen, mispalel zayn@
@worshipper@|@mispalel@
@worthwhile@|@keday, keday@
@worthy@|@vert@
@would@|@volt@
@would that@|@nekhay@
@Wound@|@Vund@
@woven@|@bavebt, farvebt@
@wrap@|@pakn@
@wrath@|@tsorn@
@write@|@shraybn@
@write down@|@farshraybn, onshraybn@
@write excessively@|@mayrekh zayn@
@Write it down please!@|@Shrayb es on; ikh bet dikh!@
@write'n a small piece of paper@|@batsetlen@
@writer@|@shriftshteler@
@writer (female)@|@shrayberin@
@writer (male)@|@shrayber@
@writer-current public affairs@|@publitsik@
@writing@|@shrift@
@writing circle@|@shraybkrayz@
@written@|@biksav, bksav@
@written down@|@farshribn@
@written language@|@shrayb-loshn@
@wrong@|@avle, falsh@
@wrongdoing@|@shlekhts@
@yacht@|@yakht@
@yank@|@shlep@
@yard@|@hoyf@
@Yarmulke@|@yarmlke@
@Year@|@yor@
@year-long@|@yorik@
@yearly@|@yerlekh@
@yearly remembrance@|@Yortseit@
@years old@|@yorn alt@
@Yehude@|@yehude@
@yell@|@shrayen@
@yellow@|@gel@
@Yentl@|@yentl@
@yes@|@yo@
@Yes@|@Ye@
@Yeshive student@|@yeshive bokher@
@Yeshive; a Jewish school@|@yeshive@
@yesterday@|@nekhtn@
@Yesterday@|@nechtn@
@yesterday's@|@nekhtik@
@yet@|@dokh, nokh, nokh@
@Yiddish (language)@|@yidish@
@Yiddish refritos@|@Rossel flaysh@
@YIVO@|@yivo@
@yoke@|@yokh@
@yokel@|@zshlob@
@Yom Kippur@|@yonkiper@
@you@|@aykh, dikh, dir, du, ir, ir@
@you (pl)@|@ir@
@you are welcome@|@aykh voyl bakumen, zol es zayn dir, zol zayn dir@
@you are welcome (1)@|@tsu gezunt@
@You blockhead!@|@Chamoyer du ainer!@
@You can vomit from this!@|@Me ken brechen!@
@You don't frighten me!@|@Gai strasheh di vantzen@
@You fool@|@Nar ainer!@
@You have already forgotten?@|@Shoyn fargessen?@
@You please me a great deal@|@Ir gefelt mir zaier@
@You should choke on it!@|@Dershtikt zolstu veren!@
@You should get a stomach cramp@|@Zol dich chapen beim boych@
@You should live and be well!@|@Zolst leben un zein gezunt!@
@You should live so!@|@Zolstu azoy laiben!@
@you should...@|@zolst@
@You understand?@|@Farshtaist?@
@young@|@yung@
@Young and old@|@Kind un kait, Yung un alt@
@young boy@|@boytshik, petsele, petsl, petsl@
@Young boy@|@Boychik@
@young couple@|@porl@
@young genius@|@ile, iluim@
@young man@|@bokher, yunger-man@
@young married woman@|@vaybl@
@young people@|@yungelayt@
@young shepherd@|@pastekhl@
@younger@|@yinger@
@youngest daughter@|@mizinke@
@youngest son@|@mizinik@
@your@|@ayer, dayn@
@You're all set!@|@Zeit ir doch ahfen ferd!@
@You're very kind!@|@Du bist zeyer khaverish!@
@You're welcome@|@nishto far vos, Nito farvos tsu danken@
@you're welcome (1)@|@nishto farvos@
@You're welcome!@|@Nishto farvos!, Nito farvos!, Tsu gezunt!@
@You're welcome! (in answer)@|@Zol es zayn dir voyl bakumen!@
@youth@|@yugnt@
@youthful@|@yugntlekh@
@You've gotten your way with me@|@Bei mir hust du gepoylt@
@yuck!@|@fe@
@yud with a khirek@|@khirek yud@
@yud; the tenth letter@|@yud@
@Zalman@|@Zalmen@
@zayen; 7th letter of alphabet@|@zayen@
@zero@|@nul@
@Zhitomer@|@zhitomer@
@zigzag@|@zigzag@
@zinc@|@tsink@
@Zion@|@tsien@
@Zionism@|@tsienizm@
@Zionist@|@tsienist, tsienistish@
@zipper@|@blitsshlesl, shlesl@
@Zloty@|@zlote@
@zoo@|@zoogertner, zoogortn@
@Zvi@|@tsvi@

