@English@|@Greek@
@the ratings@|@ακροαματικότητα@
@the remnants@|@απομεινάρια@
@the roof@|@οροφηή@
@the rule applies to you@|@ο κανόνας ισχύει για σένα@
@the scissors are@|@το ψαλίδι είναι@
@the seamy side@|@η κακή όψη του πράγματος@
@the seat got knocked out of shape@|@ξεχαρβαλώθηκε το κάθισμα@
@the second half@|@το δεύτερο ήμισυ@
@the sense of belonging@|@αίσθηση του ανήκειν@
@the sense of speed@|@η αίσθηση της ταχύτητας@
@the set is on the blink@|@πάει να χαλάει η τηλεόραση@
@the snake coiled@|@κουλουριάστηκε το φίδι@
@the sorcerer's apprentice@|@ο μαθητευμένος μάγος@
@the speed limit@|@όριο ταχύτητας@
@the spirit of the law@|@το πνεύμα του νόμου@
@the strictest@|@ο πιο αυστηρός@
@the strongest@|@ο πιο δυνατός@
@the sweetest@|@ο πιο γλυκός@
@the tap is dripping@|@στάζει η βρύση@
@the television is broken@|@χάλασε η τηλεόραση@
@the times are out of joint@|@ο κόσμος έχει ξεχαρβαλωθεί@
@the trick is to@|@το κόλπο είναι να@
@the trouble blew over@|@πέρασε γρήγορα η φασαρία@
@the ultimate@|@το άκρον άωτον@
@the very last minute@|@την τελευταία στιγμή@
@the week after next@|@την μεθεπόμενη εβδομάδα@
@the week before@|@την προηγούμενη εβδομάδα@
@the window of the soul@|@ο καθρέφτης της ψυχής@
@the world is my oyster@|@ο κόσμος είναι δικός μου@
@theatre@|@θέατρο@
@theatre company@|@θίασος@
@theatrical@|@θεατρικός@
@theatricality@|@θεατρισμός@
@theft@|@κλοπή@
@their@|@ο δικός τους@
@them@|@αυτά, αυτές, αυτούς@
@theme@|@θέμα@
@theme park@|@λούνα-παρκ@
@themselves@|@αυτοί οι ίδιο, αυτοί οι ίδιοι / οι εαυτοί το, οι εαυτοί τους@
@then@|@εν συνέχεια, έπειτα, μετά, τότε@
@theologian@|@θεολόγος@
@theology@|@θεολογία@
@theory@|@θεωρία@
@theory of@|@θεωρία της@
@therapy@|@θεραπεία@
@there@|@εκεί@
@there are@|@υπάρχουν@
@there is@|@υπάρχει@
@there is a familiar ring to@|@ακούγεται γνωστό@
@there is a storm brewing@|@θα γίνει μια μεγάλη θύελλα@
@there was not a soul in sight@|@δεν υπήρχε άνθρωπος@
@there´s a price to be paid@|@για όλα υπάρχει κάποιο τίμημα@
@therefore@|@άραγε, γι'αυτό@
@therefter@|@μετά από αυτά@
@there's@|@υπάρχει@
@there's more to come@|@έπονται κι΄άλλα@
@there's no response@|@δεν βρίσκω ανταπόκριση@
@there's no time like the present@|@το γοργόν και χάριν έχει@
@thermal@|@θερμικός@
@thermometer@|@θερμόμετρο@
@these@|@αυτά, αυτές, αυτοί@
@thesis@|@διατριβή@
@they@|@αυτά, αυτές, αυτοί@
@they drank@|@ήπιαν@
@they drove him hard@|@του βγάλανε λάδι@
@they flew@|@πέταξαν@
@they made fun of him@|@τον πήραν στο ψιλό@
@they pulled his leg@|@τον πήραν στο ψιλό@
@they threw@|@πέταξαν@
@they were ïç hand@|@ήταν παρόντες@
@thick@|@πυκνός@
@thicken@|@δένω, πήζω, πυκνώνω@
@thicket@|@ρουμάνι@
@thickness@|@πυκνότητα@
@thief (thieves)@|@κλέφτης@
@thigh@|@μηρός@
@thimble@|@δαχτυλύθρα@
@thin@|@αραιός, αραιώνω, ισχνός, λεπτός, λιγνός, ψιλός@
@thin end of the wedge@|@αυτό είναι η αρχή μονάχα@
@thin on the ground@|@που σπανίζει, σπάνιος@
@thine@|@δικός σου@
@thing@|@πράγμα@
@things@|@πράγματα@
@think@|@νομίζω, σκέπτομαι, σκέφτομαι@
@think again@|@ξανασκέφτομαι@
@think of@|@σκέφτομαι@
@think over@|@το σκέφτομαι@
@think twice@|@ξανασκέφτομαι@
@think up@|@σκαρφίζομαι@
@thinly@|@αριαιά@
@thinly populated@|@αραιά κατοικημένος@
@thinness@|@λιγνάδα@
@third@|@τρίτος@
@Third World@|@Τρίτος Κόσμος@
@thirsty@|@διψασμένος@
@thirteenth@|@δέκατος τρίτος@
@thirty@|@τριάντα@
@this@|@αυτή, αυτό, αυτός@
@this evening@|@σήμερα το βράδυ@
@this morning@|@σήμερα το πρωί@
@thistle@|@γαϊδουράγκαθο@
@thorax@|@θώρακας@
@thorn@|@αγκάθι@
@thorough@|@εξονυχιστικός, επισταμένος, λεπτομερής, σε βάθος@
@thorough check@|@εξονυχιστικός έλεγχος@
@thoroughfare@|@δίοδος@
@thoroughly@|@εκ θεμελίων@
@those@|@εκείνα, εκείνες, εκείνοι@
@those in power@|@οι ιθύνοντες@
@thou@|@εσύ@
@though@|@αν και, μολονότι@
@thought@|@νόμιζα, σκεφτόμουν, σκέψη@
@thought provoking@|@εναυσματικός@
@thoughtful@|@σκεφτικός@
@thoughtfully@|@σκεφτικά@
@thoughtless@|@απερίσκεπτος@
@thouhts@|@διανοήματα@
@thousand@|@χίλια@
@thrall@|@σκλάβος@
@thread@|@κλωστή, μίτος@
@thread one's way@|@ανοίγω δρόμο, ελίσσομαι@
@threads@|@νήματα@
@threat@|@απειλή@
@threaten@|@απειλώ@
@threaten with@|@απειλώ@
@threatening@|@απειλητικός@
@threateningly@|@απειλητικά@
@three@|@τρείς, τρία@
@three dimensional@|@τρισδιάστατο@
@three times@|@τρείς φορές@
@three times a year@|@3 φορές το χρόνο@
@thresher shark@|@αλεπόσκυλος@
@threshhold@|@κατώφλι@
@threw@|@πέταξα@
@thrice@|@τρείς φορές@
@thrifty@|@φειδωλός@
@thrill@|@συγκίνηση@
@thrilled@|@συγκινημένος@
@thriller@|@θρίλερ@
@thrilling@|@συναρπαστικός@
@thrive@|@ευδοκιμώ, ευημερώ, προκόβω@
@throat@|@λαιμός@
@throat and neck@|@τράχηλος@
@throb@|@γογγύζω, δονούμαι@
@thrombosis@|@θρόμβωση@
@throne@|@θρόνος@
@throng@|@πλήθος, συναθροίζομαι, συρρέω@
@through@|@δια μέσου, διά μέσου, διαμέσου@
@through rose coloured spectacles@|@υπό το πρίσμα της αισιοδοξίας@
@throughout@|@σε ολόκληρη, σε ολόκληρο@
@throughout Greece@|@πανελλαδικά, σε ολόκληρη την Ελλάδα@
@throughout the country@|@σε ολόκληρη τη χώρα, σε ολόκληρη την χώρα@
@throughout the land@|@σε ολόκληρη τη χώρα@
@throw@|@πέταγμα, πετώ, ρίχνω@
@throw a party@|@οργανώνω πάρτι@
@throw a spanner in the works@|@καταστρέφω μία δουλειά@
@throw light on@|@ρίχνω φως σε@
@throw out@|@πετώ έξω@
@throw up@|@κάνω εμετό@
@throwing@|@πέταγμα@
@thrust@|@μπήγω, σπρώχνω απότομα, χωμένος, ώθηση@
@thruster@|@προωστήρας@
@thumb@|@αντίχειρας@
@thumb a lift@|@κάνω ώτοστοπ@
@thumb through a book@|@ξεφυλλίζω ένα βιβλίο@
@thump@|@γρονθοκοπανώ@
@thunder@|@βροντές, βροντώ, μπουμπουνίζω@
@thunder and lightning@|@αστραπές και βροντές@
@thunderous@|@βροντερός, βροντώδης@
@Thursday@|@Πέμπτη@
@thwart@|@εμποδίζω, ματαιώνω@
@thyme@|@θυμάρι@
@thyroid@|@θυροειδής αδένας@
@tibia@|@κνήμη@
@tick@|@τικ@
@ticket@|@εισιτήριο@
@ticket clerk@|@ταμίας@
@ticket office@|@ταμείο@
@tickle@|@γαργαλίζω@
@tidal@|@θαλασσινή, παλιρροιακός, της παλίρροιας@
@tidal wave@|@παλιρροιακό κύμα, παλιρροϊκό κύμα@
@tides@|@παλίρροια@
@tidy@|@αρκετός, συγυρίζω, συγυρισμένος, τακτοποιώ@
@tidy up your room@|@καθάρισε το δωματιό σου@
@tie@|@γραβάτα, δένω@
@tie the knot@|@χορεύω το χορό του Ησαϊα@
@tie up@|@δένω@
@ties@|@δεσμοί@
@tig@|@κυνηγητό@
@tiger@|@τίγρης@
@tight@|@στενός, σφιχτός@
@tight measures@|@σκληρά μέτρα@
@tighten@|@σφίγγω@
@tightening@|@σφίξιμο@
@tight-fisted@|@παραδόπιστος@
@tight-fitting@|@εφαρμοστός, κολλητός@
@tightly-bunched@|@σφικτά δεματιασμένος@
@tightrope walker@|@σχοινοβάτης@
@tights@|@καλσόν, κολάν@
@tilde@|@το σύμβολο ~@
@tile@|@κεραμίδι, πλακάκι@
@till@|@μέχρι, ταμείο@
@tiller@|@δοιάκι@
@tilt@|@γέρνω@
@timber@|@ξυλεία@
@time@|@καιρός, φορά, χρόνος, ώρα@
@time and tide wait for no man@|@θέρος τρύγος πόλεμος@
@time and time again@|@επανειλημμένες φορές@
@time bomb@|@θρυαλλίδα, ωρολογιακή βόμβα@
@time machine@|@μηχανή του χρόνου@
@time out@|@λήξη χρόνου@
@time saving@|@εξοικονομιστικός χρόνου@
@time-honoured@|@καθιερωμένος, πανάρχαιος@
@timekeeping@|@χρονομέτρηση@
@timeless@|@άχρονος@
@timely@|@καίριος@
@timer@|@χρονομετρητής@
@times@|@φορές@
@timetable@|@ωράριο@
@timid@|@δειλός, ντροπαλός, συνεσταλμένος@
@timidity@|@ατολμία, δειλία@
@timing@|@συγχρονισμός, χρονολόγηση, χρονομέτρηση@
@timing device@|@συσκευή χρονομέτρησης@
@timocracy@|@τιμοκρατία@
@tin@|@βάζω σε κονσέρβα, κασσίτερος, κονσέρβα@
@tincture@|@βάμμα@
@tinder@|@προσάναμμα@
@tine@|@δόντι πηρουνιού@
@tinfoil@|@αλουμινόχαρτο@
@tinge@|@απόχρωση@
@tingle@|@αναψοκοκκινίζω@
@tinker@|@γανωματής, μαστορεύω@
@tinker with@|@μαστορεύω, ματορεύομαι@
@tinned@|@κονσερβαρισμένος@
@tinner@|@γανωτής@
@tinnitus@|@βόμβος@
@tinted@|@χρωματισμένος@
@tiny@|@μικροσκοπικός, τοσοδούλης@
@tip@|@αιχμή, ποδοκόπι, πουρμπουάρ, ρεγάλο@
@tip of the iceberg@|@κορυφή του παγόβουνου@
@tip over@|@αναποδγυρίζω@
@tipper@|@ανατρεπόμενο φορτηγό@
@tipple@|@κρασοπίνω, τα κοπανάω@
@tiptoe@|@περπατώ στις μύτες των ποδιών@
@tirade@|@κατσάδα@
@tire@|@εξαντλώ, κουράζω@
@tire of@|@κουράζομαι@
@tired@|@κουρασμένος@
@tiredness@|@κόπωση@
@tireless@|@ακούραστος@
@tisane@|@αφέψημα@
@tissue@|@ιστός, χαρτομάντηλο@
@tit@|@βυζί@
@tit for tat@|@οφθαλμόν αντί οφθαλμού@
@titanic@|@τιτανικός@
@titanium@|@τιτάνιος@
@titilate@|@γαργαλίζω@
@title@|@τίτλος@
@tits@|@βυζιά, μπαλκόνια@
@T-junction@|@διακλάδωση σε σχήμα Τ@
@to@|@προς, σε@
@to a man@|@μέχρι του τελευταίου άνδρα@
@to all intents and purp@|@εν πάση περιπτώσει@
@to and fro@|@μπρος πίσω, πέρα-δώθε@
@to attend@|@παραβρίσκομαι@
@to be a bad omen@|@είμαι κακός οιωνός@
@to be laid off@|@απολύω (συνήθως προσωρινά)@
@to be noted@|@αξιοσημείωτα@
@to be panned@|@λαμβάνω δυσμενή κριτική@
@to be struck dumb by@|@μένω άναυδος@
@to be tried for@|@δικάζομαι@
@to begin with@|@κατ'αρχήν@
@to believe@|@πιστεύω@
@to build@|@χτίζω@
@to cash a cheque@|@εξαργυρώνω μία επιταγή@
@to claim@|@ισχυρίζομαι@
@to close@|@κλείνω@
@to cover@|@επιστρώνω@
@to date@|@μέχρι σήμερα@
@to die@|@πεθαίνω@
@to explode@|@να εκραγεί@
@to fit in with@|@ταιριάζω@
@to go off@|@να εκραγεί@
@to have a break@|@κάνω διάλειμμα@
@to have a lesson@|@έχω μάθημα@
@to have nine lives@|@είμαι εφτάψυχος@
@to have seen better days@|@παρακμάζω@
@to hell with@|@στο διάολο@
@to his horror@|@προς κακή του έκπληξη@
@to juggle@|@κάνω κόλπα ταχυδακτυλουργού@
@to let one down@|@απογοητεύω κάποιον@
@to make a claim@|@κάνω ένα ισχυρισμό@
@to make matters worse@|@και σαν να μην έφτανε αυτό@
@to make up@|@βάζω μακιγιάζ@
@to my horror@|@πρός μεγάλο μου τρόμο@
@to my liking@|@της αρέσκειας μου, του γούστου μου@
@to one's own end@|@προς δικό του σκοπό@
@to pack@|@βάζω σε βαλίτσα@
@to pour out ones  complaints@|@εκφράζω τα παράπονά του@
@to put money into an account@|@καταθέτω@
@to resist somebody / something@|@αντιστέκομαι@
@to save@|@αποταμιεύω@
@to shine a lamp@|@φέγγω ένα φως σε@
@to some extent@|@μέχρι ενός σημείου@
@to start with@|@κατ'αρχήν@
@to streamline@|@δίνω αεροδυναμική γραμμή, οργανώνω αποδοτικά@
@to such a pitch@|@σε τέτοιο βαθμό@
@to such extremes@|@σε τέτοιο σημείο@
@to such lengths@|@σε τέτοιο βαθμό@
@to take hostages@|@παίρνω όμηρους@
@to tempt@|@βάζω σε πειρασμό@
@to the best of my knowledge@|@από όσα ξέρω@
@to the last@|@μέχρι τέλους@
@to the point where@|@σε ένα βαθμό που@
@to the tune of@|@με συνοδεία, στο ποσό@
@to vanish@|@εξαφανίζομαι@
@to whip@|@νικώ@
@to withdraw@|@κάνω ανάληψη@
@toad@|@φρύνος@
@toady@|@κόλακας@
@toast@|@κάνω πρόποση, πρόποση, τοστ@
@tobacco@|@καπνά, καπνός@
@tobacconist@|@καπνοπώλης@
@today@|@σήμερα@
@today's@|@σημερινός@
@toddle around@|@κάνω στράτα@
@toddler@|@βρέφος που αρχίζει να περπατά@
@toe@|@δάκτυλο του ποδιού, δάκτυλο των ποδιών@
@toe the line@|@πειθαρχώ@
@toes@|@δάκτυλα των ποδιών@
@toffee@|@καραμέλα@
@together@|@μαζί@
@togetherness@|@ομόνοια@
@toil@|@κόπος, μόχθος@
@toilet@|@τουαλέτα@
@toilet water@|@κολόνια@
@toiletries@|@είδη καλλωπισμού, είδη μπάνιου@
@token@|@δείγμα, κουπόνι@
@told@|@αφηγήθηκα, είπα@
@tolerable@|@ανεκτός, υποφερτός@
@tolerance@|@ανεκτικότητα, ανοχή, αντοχή@
@tolerant@|@ανεκτικός@
@tolerant of@|@ανεκτικός@
@tolerate@|@ανέχομαι@
@toll@|@διόδια, φόρος, χτυπώ τις καμπάνες πένθιμα@
@tom cat@|@γάτος@
@tomahawk@|@πολεμικό τσεκούρι@
