@Ligurian@|@English@
@suchìn (nm)@|@courgette, zucchini@
@sùcido@|@dirty@
@sucón@|@pumpkinhead, pigheaded, blockhead@
@sùcou@|@sugar@
@sùcou de giærâve@|@beet sugar@
@sùd@|@South@
@Sudàfrica@|@South Africa@
@sudafricàn@|@South African@
@Sudamérica@|@South America@
@sudamericàn@|@South American@
@sudanéize@|@Sudanese@
@suficénte@|@sufficient@
@sugerî@|@to suggest@
@sûgo@|@juice@
@sunâ@|@to play (musical instrument), to knock the door@
@sunâ e pöse@|@to sound a death knell@
@sunàggio@|@cowbell@
@sunétto@|@sonnet@
@sunòu@|@instrumentalist (music)@
@suô (nm)@|@sweat@
@supeiô@|@superior@
@supèrbia@|@haughtiness, arrogance, pride@
@supèrbio@|@haughty, arrogant, proud@
@supèrbo@|@haughty, arrogant, proud@
@superiô@|@superior@
@superiôa@|@mother superior@
@supermercòu@|@supermarket@
@suplicâ@|@to beg@
@supónn-e@|@to suppose@
@sùppa@|@soup@
@suprìmme@|@to delete@
@surtàn@|@sultan@
@susâ@|@to suck@
@suscidiâ@|@to subsidise, to subsidize@
@suscìdio@|@subsidy@
@susurâ@|@to whisper@
@susûro@|@whisper@
@Suzànn-a@|@Susan@
@svanî@|@to vanish, to fade@
@svanpî@|@to evaporate@
@Svéçia@|@Sweden@
@svedéize@|@Swedish, Swede@
@svèlto@|@quick, fast, nimble, smart@
@svernâ@|@to winter@
@svilupâ@|@to develop@
@svilùppo@|@development@
@Svìsera@|@Switzerland@
@svìsero@|@Swiss@
@tâ@|@such (sing.)@
@tabacànte (nm)@|@tobacconist@
@tabàcco@|@tobacco@
@Tabàrca@|@Tabarka (Tunisia)@
@tabarchìn@|@from Tabarka (Tunisia)@
@tabèlla@|@chart@
@tàcco@|@heel (of shoes)@
@tàcco a spìllo@|@spike heel@
@tacoìn (nm)@|@notebook, pad@
@tæ@|@such (pl.)@
@tæra@|@earth, soil, land, ground@
@Tæra Sànta@|@Holy Land@
@tagén (nmpl)@|@noodles, tagliatelle@
@tàggia@|@size, build, pulley@
@Tàggia (Inpéria)@|@Taggia (IM)@
@tàggio@|@cut@
@tagiâ@|@to cut, to trim@
@tagiâ a fétte@|@to cut into slices@
@tagión@|@reward@
@tagiòu (nm)@|@chopping board@
@tâgnâ (nf)@|@spider's web, cobweb@
@tàicio@|@stupid@
@tàlco@|@talc, talcum@
@talénto@|@talent@
@talentôzo@|@talented@
@tàlou@|@thaler@
@tanacùcco@|@dumb@
@tanàrdo@|@dumb@
@tanberlàn@|@dumb@
@tanbûo@|@drum@
@tàncoa@|@scorpion@
@tànfo@|@stink@
@tàngou@|@stupid@
@tànn-a@|@nest, haunt, den, lair, burrow@
@tànn-a de formîgoe@|@ant's nest@
@tànte (fpl)@|@many (f)@
@tànti (mpl)@|@many (m)@
@tànto@|@much, very much@
@tànto ciù@|@especially@
@tàpano@|@caper@
@tapêto@|@carpet@
@tapóllo@|@patch, odd job, ineffective solution@
@tarantélla@|@tarantella@
@tardâ@|@to be late@
@tàrdi (av.)@|@late (adv.)@
@tardîo (ag.)@|@late (adj.)@
@tàrdo (ag.)@|@late (adj.)@
@tarlùcco@|@idiot, jerk (vulg.), simpleton, dummy, easy-minded@
@tàrpa@|@mole@
@tartarûga@|@tortoise, turtle@
@tàsce (fpl)@|@taxes@
@tascì (nm)@|@taxi@
@tasciâ@|@to tax@
@tàscia@|@tax@
@tàscio@|@badger@
@tascìsta@|@taxi driver@
@tàssa@|@cup@
@tastâ@|@to taste@
@tastêa@|@keyboard@
@tàsto@|@key (on a keyboard)@
@tàtta (nm)@|@wet-nurse's husband@
@taxéi@|@to be quiet, to keep silent@
@tâxi!@|@be quiet!@
@tè (nm)@|@tea@
@teâ (nm)@|@loom@
@teâtro@|@theatre@
@técnico@|@technical@
@tecnologîa@|@technology@
@tedésco@|@German@
@tegnî@|@to keep, to maintain@
@tegnî cónto de...@|@to take... into account@
@tegnî màn@|@to collaborate@
@tegnî pe@|@to support (a team), to cheer@
@têgni!@|@take!@
@tegnîghe a...@|@to attach importance to...@
@tegnîse@|@to keep@
@têia@|@fabric@
@téito@|@roof, ceiling@
@telefonâ (nf)@|@phone call@
@telefonâ (v)@|@to phone@
@telefonìn@|@cell phone, mobile phone@
@teléfono@|@telephone, phone@
@televixón@|@television@
@têma (nm)@|@topic, theme@
@témme@|@to be afraid@
@tenàgge (fpl)@|@tongs@
@ténda@|@tent@
@téndia@|@tent@
@ténei (mpl)@|@tender (adj.mpl)@
@téneo@|@tender (adj.)@
@teniéssa@|@tenderness@
@ténio@|@tender (adj.)@
@tenpèsta@|@storm@
@tenpiatûa@|@temperature@
@ténpo@|@time, weather@
@tenpoezâ@|@to take one's time@
@tenpoîo@|@precocious@
@tenporâle (nm)@|@storm@
@tentatîvo@|@attempt@
@ténze@|@to dye@
@teorîa@|@theory@
@teràggia@|@dishware, flatware, crockery, tableware@
@teramòtto@|@earthquake@
@teremöto@|@earthquake, seism@
@terén (nm)@|@terrain, land@
@terìbile@|@terrible@
@teritöio@|@territory@
@terorìsmo@|@terrorism@
@terorìsta@|@terrorist@
@terorizâ@|@to terrify@
@terorizòu@|@terrified@
@Térre@|@Therese@
@tèrso@|@third@
@tésce@|@to weave, to knit@
@tesciûo@|@tissue, fabric, weaving, cloth, textile, woven@
@tésta@|@head@
@tésto@|@baking tin, baking pan, pie dish, pan@
@tèsto@|@text, lyrics@
@tetìn (nm)@|@tit@
@téupia@|@vine arbor@
@téuscego@|@toxic@
@têxi (nf)@|@thesis@
@Têxìn@|@Therese@
@Têxìnn-a@|@Therese@
@Têxo@|@Therese@
@tezoîe (fpl)@|@scissors@
@tezöo@|@treasure@
@ti@|@you (sing.)@
@ti pàrli l'ingléize?@|@do you speak English?@
@ti pàrli o zenéize?@|@do you speak Ligurian?, do you speak Genoese?@
@ti t'ê@|@you are (sing.)@
@ti ti dîxi@|@you say (sing.)@
@ti ti ê@|@you are (sing.)@
@ti ti métti@|@you put (sing.)@
@ti ti sæ@|@you know (sing.)@
@tiâ fêua@|@to take out, to drag up, to conjure up@
@tiâ in lóngo@|@to drag on@
@tiâ in sciô prêxo@|@to bargain, to haggle@
@tîabórsa@|@pickpocket@
@tiàn (nm)@|@baking pot, baking tray, cake pan, casserole@
@tiàn de tæra (nm)@|@earthenware pot, clay pot, clay roaster@
@tiâtro@|@theatre@
@tìbba@|@booming voice, loud voice@
@tiépido@|@warm@
@tîfo@|@typhus (fever)@
@tiorîa@|@theory@
@tîpo@|@type, sort, kind@
@Tirén@|@Tyrrhenian@
@tiroléize@|@Tyrolean, Tyrolese@
@titàn@|@titan@
@titànico@|@titanic@
@tìtolo@|@title@
@töa@|@table@
@tocâ@|@to touch@
@tócco@|@sauce@
@tòcco@|@piece@
@tochetìn@|@little piece@
@tochétto@|@little piece@
@Tognêta@|@Antoinette@
@Tögno@|@Anthony@
@tögno (ag.)@|@dumb@
@tolerâ@|@to tolerate@
@tolipâno@|@tulip@
@tomæa@|@shoe upper, instep@
@tomâta@|@tomato@
@tomaxèlle (fpl)@|@filled meat rolls (Liguria)@
@Tomaxìn@|@Thomas@
@Tomâxo@|@Thomas@
@tónba@|@tomb, grave@
@tonbæla@|@tumble@
@tonbigiâ@|@to tumble@
@tóndo@|@plate@
@tónno@|@tuna@
@töo@|@bull@
@tôre (nf)@|@tower@
@Torìggia@|@Torriglia (GE)@
@torigìn@|@from Torriglia (GE)@
@torinéize@|@from Turin (Piedmont)@
@tornâ@|@to return, to go back, to come back, to get back@
@tórna@|@again, once again@
@tornâ a cà@|@to come back home@
@tornâ inderê@|@to go backwards, to come back@
@tornêo@|@tournament@
@tórta@|@cake@
@tortaieu@|@funnel@
@tórtoa@|@turtle dove@
@tortûa@|@torture@
@toscàn@|@Tuscan@
@Toscànn-a@|@Tuscany@
@toscî@|@to cough@
@tóssa@|@cough@
@tòsto@|@rather@
@totâle@|@total@
@tòua@|@table@
@tovageu@|@napkin@
@tovàggia@|@tablecloth@
@tra@|@between, among@
@trâ@|@to withdraw@
@tra no goæi@|@soon@
@tradî@|@to betray@
@tradiçionâ@|@traditional@
@traduçión@|@translation@
@tradûe@|@to translate@
@tradutô@|@translator@
@tradûto@|@translated@
@træ@|@three (f)@
@trafegâ@|@to trade@
@tràfego@|@exchange, trade, traffic@
@tragédia@|@tragedy@
@tràgico@|@tragical@
@tralalêro@|@choral chant typical of Genoa@
@tralasciâ@|@to omit@
@tramelêuio@|@hubbub, noise@
@tramêzo a@|@between, among@
@tràmite@|@through@
@tramontànn-a@|@North@
@tranquìllo@|@calm@
@transciçión@|@transition@
@tranvài (nm)@|@tramway@
@trapétta@|@stick, rod@
@trasferî@|@to transfer@
@trasferiménto@|@transfer@
@trasmétte@|@to broadcast@
@trasportâ@|@to transport, to move@
@traspòrto@|@transport@
@travàggio@|@work@
@travagiâ@|@to work@
@travagiatô@|@worker@
@traversâ@|@to go through@
@Trâxo@|@Traso (GE)@
@tréggio@|@triple@
@tréi@|@three (m)@
@treipê@|@tripod@
@treitô@|@traitor@
@tréize@|@thirteen@
@tremâ@|@to tremble, to shake@
@tremâ da-a poîa@|@to tremble with fear@
@tremaxón@|@tremble, shakes, shaking@
@trén@|@train@
@trêno@|@train@
@Trensàsco@|@Trensasco (GE)@
@trénta@|@thirty@
@tréssa@|@braid@
@trezén@|@thirteenth@
@trézz'ôe@|@thirteen hours@
@Tribéugna@|@Tribogna (GE)@
@tribù@|@tribe@
@tribùnn-a@|@platform, tribune@
@tribûto@|@tribute@
@trichetràcche (nm)@|@firecracker, petard@
@Triêua@|@Triora (IM)@
@triféuggio@|@clover, shamrock@
@trincâ@|@to drink a lot@
@trinitæ@|@trinity@
@trionfâ@|@to triumph, to win@
@trionfâle@|@triumphal@
@triónfo@|@triumph@
@trìste@|@sad@
@trìsto@|@sad, melancholic@
@tritolâ@|@to grind, to crush, to triturate, to shred@
@tròfie (nfpl)@|@short & twisted Ligurian pasta@
@trón@|@thunder@
@tronâ@|@to thunder@
@trotâ@|@to trot@
@trovâ@|@to find@
@trùffa (it.)@|@scam, trap, fraud, trick@
@trûta@|@trout@
@tufâ (nf)@|@bad breath@
@tufô@|@stink@
@tùllo@|@tulle@
@tumô@|@tumor@
@tumôre (it.)@|@tumor@
@tùmou@|@thyme@
@Tùnexi@|@Tunisia@
@Tùnixi@|@Tunisia@
@Turchîa@|@Turkey@
@turchìn@|@blue (colour)@
@tùrco@|@Turkish@
@turìsmo@|@tourism@
@turìsta@|@tourist@
@tùtta@|@all (fsing)@
@tùtt'asémme@|@suddenly@
@tùtte (fpl)@|@everybody (f), all (fpl)@
@tùtte e dôe@|@both (f)@
@tùtti (mpl)@|@everybody (m), all (mpl)@
@tùtti i doî@|@both (m)@
@tùtti inte 'na vòtta@|@all at the same time (m), simultaneously@
@tùtt'insémme@|@altogether@
@tùtto@|@all, everything, all (msing)@
@tùtto a pòsto@|@alright@
@tùtto bén@|@alright@
@ubidî@|@to obey@
@ucraìn@|@Ukrainian@
@Ucraìnn-a@|@Ukraine@
@udîo@|@audition@
@uditô@|@listener@
@ûga@|@grape@
@ûga pàssa@|@raisin@
@ûga spìnn-a@|@gooseberry@
@ûghe (fpl)@|@grapes@
@Ûgo@|@Hugh@
@umàn@|@human@
@umanêximo@|@humanism@
@umanitæ@|@humanity@
@umiditæ@|@humidity, moisture@
@ùmido (ag.)@|@wet, humid@
@ùmido (nm)@|@sauce@
@ùmile@|@humble, modest@
@umiliâ@|@to humiliate@
@umiliànte@|@humiliating@
@umiltæ@|@humbleness, humility@
@ùmio@|@tender, soft, delicate, modest, humble@
@umô@|@humour@
@un@|@a (m)@
@ùn@|@one (m)@
@un âtro@|@another (m)@
@un bèllo nìnte@|@nothing at all@
@ùn dòppo l'âtro@|@one after another, one after the other, one by one@
@un mùggio@|@a lot@
@un mùggio de@|@a lot of@
@un pâ de@|@a pair of@
@un petìn (Savona)@|@a bit@
@ùn p'éun@|@one per person@
@un pitìn@|@a bit@
@un pö@|@a bit@
@un pö de@|@some..., a bit of@
@un pö de ciù@|@a bit more, some more@
@un quàrto@|@a quarter (fraction)@
@un sàcco de@|@a lot of@
@un tòcco@|@a piece@
@un tochetìn@|@a little piece@
@unî@|@to join@
@ùnico@|@unique, sole, only (adj.)@
@unîo@|@united@
@unión@|@union@
@Unión Ouropêa@|@European Union@
@unitæ@|@unity@
@universâle@|@universal@
@universcitæ@|@university@
@univèrso@|@universe@
@unna@|@a (f)@
@ùnn-a@|@one (f)@
@unna vòtta@|@once, formerly@
@unna vòtta tànto@|@only once@
@unn'âtra@|@another (f)@
@unn'âtra mêz'ôa@|@another half hour@
@unn'âtra vòtta@|@another time, once again, once more@
@unn'ôa@|@one hour, an hour@
@ùnze@|@eleven@
@unzén@|@eleventh@
@uragàn@|@hurricane@
@Uràn@|@Uranus@
@urànio@|@uranium@
@urbàn@|@urban@
@urgénsa@|@urgence@
@urgénte@|@urgent@
@urlâ@|@to shout@
@ùrlo@|@shout@
@ùrna@|@ballot box, urn@
@urtâ@|@to crash, to oppose, to shove@
@urtimaménte@|@lately@
@ùrtimo@|@last@
@ùrto@|@shove, push@
@Ùsci@|@Uscio (GE)@
@uspiâ (nm)@|@hospital@
@uténte (nm)@|@user@
@uterìn@|@uterine@
@ùtero@|@womb, uterus@
@ùtile@|@useful@
@utilitæ@|@utility@
@utilizâ@|@to use@
@utilizatô@|@user@
@utilìzzo@|@usage, use@
@utopîa@|@Utopia@
@utòpico@|@Utopian@
@ûxi (mpl)@|@usages, costumes@
@uzâ@|@to use@
@uzànsa@|@costum@
@ûzo@|@use@
@uzûa@|@usury@
@uzufrûto@|@usufruct@
@uzurâio@|@usurer@
@uzurpâ@|@to misappropriate, to seize, to usurp@
@uzurpatô@|@usurper@
@Vâ@|@Vara (SP)@
@vacànse (nfpl)@|@holidays, vacations@
@vàcca@|@cow, cattle@
@vacilâ@|@to hesitate@
@vacilànte@|@hesitant, doubtful@
@vagâ@|@to wander@
@vagabóndo@|@vagrant@
@vagìnn-a@|@vagina@
@vâgo@|@vague, hazy, imprecise@
@vagón@|@wagon, carriage, coach@
@vài@|@to be worth@
@vainìlia@|@vainilla@
@Vàize@|@Varese Ligure (SP)@
@valâ@|@to sieve, to sift@
@valàdda@|@valley@
@valànga@|@avalanche@
@Valdepìn@|@Valdipino (SP)@
@Valeciànn-a@|@Vallepiana (GE)@
@valénsa@|@validity, validness@
@valentîxe (nf)@|@bravery@
@valeriànn-a@|@valerian@
@validitæ@|@validity, validness@
@vàlido@|@valid@
@valîxa@|@suitcase@
@valîxe (nf)@|@suitcase@
@vàlle (nf)@|@valley@
@Vàlle d'Aòsta@|@Aosta Valley@
@vàllo@|@sieve@
@valô@|@value@
@vàlser (nm)@|@waltz@
@valuâ@|@to value@
@valûa@|@value@
@valutâ@|@to value@
@vànga@|@hoe@
@vangêlo@|@gospel@
@vanitæ@|@vanity, conceit@
@Vànni@|@John@
@vànni e vêgni (nm)@|@rocking, swinging@
@vànni!@|@go! (you)@
@vantàggio@|@advantage@
@vantêi@|@the day before yesterday@
@vànto@|@bragging, boasting@
@vapô@|@steam, steamboat@
@variâ@|@to vary@
@variaçión@|@variation@
@vàrie (fpl)@|@various@
@varietæ@|@variety@
@Varigòtti@|@Varigotti (SV)@
@vàrio@|@various@
@vàrma@|@mallow@
@vàrri (mpl)@|@various@
@vascelæa@|@dish rack@
@vàsto@|@vast, wide@
@vàtene vîa!@|@go away! (you)@
@Vâze@|@Varazze (SV)@
@vâzo@|@vase, flowerpot, plant pot@
@vâzo de ciànte@|@plant pot@
@vâzo de néutte@|@chamber pot@
@vêa?@|@isn't it so?@
@veciàia@|@old age@
@védde@|@to see, to watch, to look at@
@véddro@|@glass (material)@
@vedémmo!@|@let's see!@
@vediêmo!@|@we'll see!@
@vedrâ (nm)@|@glazier@
@vedrìnn-a@|@shop window@
@vedûa@|@view@
@vedûta (it.)@|@view@
@vegêa@|@wakefulness@
@vegetaçión@|@vegetation@
@vegétte (nfpl)(castàgne)@|@chestnuts (dried unpeeled boiled)@
@véggia@|@wakefulness@
@vegiâ@|@to stay awake, to keep a vigil, to hold a wake@
@vegiàia@|@old age@
@vêgio@|@old@
@vegnî@|@to come@
@vegnî (fig.)@|@to cost@
@vegnî in cheu@|@to remember@
@vegnî màtto@|@to become crazy@
@vegnî mêgio@|@to improve, to become better@
@vegnî sciù@|@to grow up@
@vegnî zu l'ægoa a mazétte@|@to rain cats and dogs@
@vegnîse vêgio@|@to grow old@
@vegnûa@|@arrival, coming@
@vêi@|@yesterday@
@vêi l'âtro@|@the day before yesterday@
@vêi séia@|@yesterday evening, yesterday night@
@véia@|@sail@
@veitæ@|@truth@
@velêno (it.)@|@poison@
@velenôzo@|@poisonous@
@véllo@|@veil@
@velôce@|@fast@
@velocitæ@|@speed@
@venardì@|@Friday@
@vénde@|@to sell@
@vénde a l'àsta@|@to auction@
@vénde a respîo@|@to sell on hire purchase, to sell on installments@
@vénde in detàlio@|@to retail@
@vendégna@|@grape harvest@
@vendétta@|@revenge@
@véndia@|@sale@
@vendicâse de@|@to take revenge on@
@venditô@|@salesman@
@vendivìn (nm)@|@vintner@
@Venéçia@|@Venice@
@veneçiàn@|@Venetian@
@venerâ@|@to venerate, to revere@
@venerdì@|@Friday@
@Vénere@|@Venus@
@Véneto@|@Veneto@
@Venêxa (ant.)@|@Venice@
@Venezoêla@|@Venezuela@
@venezoelàn@|@Venezuelan@
@venìn@|@poison@
@vénn-a@|@vein@
@ventilâ@|@to ventilate, to air@
@ventilaçión@|@ventilation@
@ventilatô@|@ventilator@
@ventilòu@|@ventilated, aired@
@ventixeu@|@breeze@
@vénto@|@wind@
@ventoêla@|@windmill, pinwheel@
@ventôzo@|@windy@
@ventràggi (nmpl)@|@guts@
@ventûa@|@chance, fortune@
@vêo@|@true@
@verdàstro@|@greenish@
@vèrde@|@green@
@verdûa@|@vegetable@
@vèrga@|@flail@
@vergàdda@|@lash@
@verghéugna@|@shame@
@vèrgine@|@virgin@
@verginitæ@|@virginity@
@vergognâse@|@to be ashamed@
@vergognôzo@|@shameful@
@verìfica@|@exam, verification, check@
@verìnn-a@|@drill, gimlet@
@vèrme (nm)@|@worm@
@vernàcolo@|@vernacular@
@Vernàssa@|@Vernazza (SP)@
@vernîxe (nf)@|@varnish, paint, lacquer@
@veroscimilménte@|@ostensibly@
@versâ@|@to pour, to transfer@
@versción@|@version@
@vèrso@|@towards@
@vèrso (nm)@|@verse@
@versocìmile@|@plausible, credible@
@vertadêo@|@true@
@verticâle@|@vertical@
@verzélla@|@flail, thresher@
@Vesàn@|@Vezzano (SP)@
@vescîga@|@blister, bladder@
@vésco@|@bishop@
@véscovo@|@bishop@
@vèspa@|@wasp@
@vestî (nm)@|@garment, clothes, clothing@
@vestî (v)@|@to dress@
@vestîo (ag.)@|@dressed@
@vestîse@|@to get dressed@
@veterinâio@|@veterinary@
@vetrieu@|@vitriol@
@veuâ@|@to empty@
@véuggio (Savona)@|@empty@
@veumitâ@|@to vomit@
@vêuo@|@empty@
@vêuxoatìnn-e (nfpl)@|@chicken pox@
@Vêxima@|@Vesima (GE)@
@vexìn (nm)@|@neighbour (m)@
@vexìn (nmpl)@|@neighbours@
@vexìnn-a@|@neighbour (f)@
@vîa@|@street, road, way, screw@
@viàggio@|@trip, journey@
@viagiâ@|@to travel@
@viâgio@|@trip, journey@
@viâtre@|@you (fpl), you all (f)@
@viâtre séi@|@you are (fpl)@
@viâtri@|@you (mpl), you all (m)@
@viâtri metéi@|@you put (pl.)@
@viâtri séi@|@you are (mpl), you know (mpl)@
@viâxo@|@true@
@vibrâ@|@to vibrate@
@vibraçión@|@vibration@
@Viçensìn@|@Vincent@
@Viçénso@|@Vincent@
@vichìngo@|@Viking@
@vìçio@|@vice@
@vìdeo@|@video@
@vìdoa@|@widow@
@vìdoo@|@widower@
@Viénna@|@Vienna@
@vietâ@|@to forbid, to prohibit@
@vietâ (ag.f)@|@forbidden (f)@
@vietòu@|@forbidden (m)@
@vigénte@|@in force (law)@
@vigilâ@|@to monitor, to keep an eye on@
@vìgna@|@vineyard@
@vigô@|@vigour@
@vilàggio@|@small town, hamlet, village@
@vilàn@|@boorish, lout, villainous, peasant@
@vìlla@|@villa@
@viltæ@|@meanness@
@vìn@|@wine@
@vìn ch'o scciùmma@|@sparkling wine, fizz (drink)@
@vìn co-o raspànte@|@sparkling wine, fizz (drink)@
@vìn giànco@|@white wine@
@vìn rósso@|@red wine@
@vìn sccétto@|@pure wine@
@vinacê@|@vintner@
@vinatê@|@vintner@
@vincàstro@|@crook, crosier@
@vìnçe@|@to win@
@vìnse@|@to win@
@vìnti@|@twenty@
@Vintimìggia@|@Ventimiglia (IM)@
@vintùn@|@twenty-one@
@vintunêximo@|@twenty-first@
@vinværa@|@squirrel@
@viovétta@|@violet@
@viovétto@|@violet (colour)@
@virtù@|@virtue@
@vìscioa@|@morello cherry@
@vìsco@|@mistletoe@
@vìsta@|@eyesight, sight, view, vision@
@vìsto@|@visa@
@vitamìnn-a@|@vitamin@
@vitéllo@|@calf@
@vitéllo marìn@|@seal (animal)@
@vìtima@|@victim@
@vitöia@|@victory@
@vìtta@|@life@
@vivaçitæ@|@vivacity@
@vivàgna@|@spring (of water), source (of water)@
@vîve@|@to live, to inhabit@
@vîvo@|@alive@
@vixìn@|@near, nearby, close (near)@
@vixìn (nm)@|@neighbour (m)@
@vixinànsa@|@closeness@
@vixitâ@|@to visit@
@vìxita@|@visit@
@vixitatô@|@visitor@
@vixón@|@vision, sight, eyesight@
@vixonâio@|@visionary@
@voâ (Savona)@|@to fly@
@Voæ@|@Vado Ligure (SV)@
@vocabolâio@|@vocabulary, dictionary@
@vocâle@|@vowel@
@voéi@|@to want@
@voéi bén@|@to love@
@voéi dî@|@to mean@
@voéighe@|@to be necessary@
@voentæ@|@will (n)@
@voentêa@|@willingly@
@vogâ@|@to row, to paddle@
@voî@|@you (mf)(plsing)(with submission)@
@Voiæ@|@Valleregia (GE)@
@voiêue xoatìnn-e (nfpl)@|@chicken pox@
@volàtile@|@volatile@
@volcàn@|@volcano@
@volchén (mpl)@|@volcanoes@
@volgâre@|@vulgar@
@volgarizâ@|@to translate@
@volontâio@|@volunteer@
@volùmme@|@volume@
@vomitâ@|@to vomit@
@vomitêuia@|@vomit@
@vomitîvo@|@emetic, revolting@
@vontùmme (nm)@|@oiling, greasing@
@vónze@|@to grease@
@vöo (Savona)@|@flight@
@vórpe (nf)@|@fox@
@Vorpéi@|@Volpedo (Piedmont)@
@vortâ@|@to return, to go back, to come back, to turn@
@vosciâ@|@you (polite)@
@vòstra@|@yours (you all)(fsing)@
@vòstre@|@yours (you all)(fpl)@
@vòstri@|@yours (you all)(mpl)@
@vòstro@|@yours (you all)(msing)@
@votâ@|@to vote@
@vôto@|@vote@
@Vôtri@|@Voltri (GE)@
@vòtta@|@time (occasion)@
@vôxe@|@voice@
@voxetìnn-a@|@voice (diminutive)@
@voxétta@|@voice (diminutive)@
@voxìn (nm)@|@voice (diminutive)@
@voxìnn-a@|@voice (diminutive)@
@voxón@|@booming voice, loud voice@
@vréddo@|@glass (material)@
@vuâ@|@to empty@
@xalón@|@ranging rod@
@xanâta@|@buffoonery, clowning@
@xanbón@|@ham@
@xandàrme (nm)@|@gendarme@
@xànno@|@joker, buffoon, clown@
@xatâ (nm)@|@gigolo, pimp (n)@
@xatâ (v)(pop.)@|@to snitch@
@xàtta@|@bowl, soup dish@
@Xavêio@|@Xavier@
@xéllo (Savona)@|@celery@
@xêuo@|@flight@
@Xidöo@|@Isidore@
@xoâ@|@to fly@
@xoâ vîa@|@to fly away@
@xoatâ@|@to fly around@
@xòlli (nm)@|@jolly (cards)@
@xòu@|@flight@
@za@|@already, now@
@Zabélla@|@Elisabeth@
@Zacàia@|@Zachary@
@zaché@|@since@
@Zâne@|@John@
@zânéllo@|@fruit worm@
@Zânìn@|@John@
@zavalî (nm)@|@wild boar@
@zazùn@|@fasting@
@zazunâ@|@to fast@
@zeâ@|@to freeze@
@zemî@|@to moan, to fry@
@zemìn (nm)@|@chard/spinach sauce@
@zenâ@|@January@
@Zêna@|@Genoa (GE)@
@zénbo@|@hunchbacked@
@zenéivio@|@juniper (plant)@
@zeneixitæ@|@Genoese spirit@
@zenéize@|@Genoese, Ligurian language@
@zéneo@|@son-in-law@
@zenèstra@|@broom (plant)@
@zénne (nm)@|@son-in-law@
@zenógge (nfpl)@|@knees@
@zenóggio@|@knee@
@zénou@|@son-in-law@
@zenzîa@|@gum (in mouth)@
@zenzìggio@|@indigent, destitute@
@zénzou@|@ginger@
@zêo@|@frost@
@zèrbia@|@rash (n)@
@zerbìn@|@hill@
@zèrbo@|@forest region@
@zermóggio@|@shoot (of plant), bud@
@zétto@|@rubble, debris@
@zéuggia (nf)@|@Thursday@
@Zéuggio@|@Eusebius@
@Zêughi Olìnpichi@|@Olympic Games@
@zêugo@|@game@
@zêugo d'azàrdo@|@game of chance@
@ziâ@|@to freeze@
@ziàrdoa@|@spinning top@
@Zignægo@|@Zignago (SP)@
@zimî@|@to moan@
@zìmma@|@spark@
@zìn@|@sea urchin@
@zìngo@|@zinc (metal)@
@zìnn-a@|@shore, rim@
@Zinòua@|@Zinola (SV)@
@zinzanâ@|@to linger@
@ziòu@|@frozen@
@Zìtta@|@Zita (name)@
@zìzoa@|@jujube (fruit)@
@zô@|@yoke@
@Zoâgi@|@Zoagli (GE)@
@zóbbo (volg.)@|@dick (vulg.), cock (vulg.)@
@zoênetìn@|@young man@
@zoênétto@|@young man@
@zoêno@|@young@
@zoênòtta@|@young woman@
@zoênòtto@|@young man@
@Zoentìnn-a@|@Gioventina (GE)@
@zoentù@|@youth@
@zöna@|@zone@
@zonchetâ (nf)@|@punch@
@zonchétto@|@knuckle@
@zónchi (nmpl)@|@reeds@
@zónze@|@to get, to arrive@
@Zòrzo@|@George@
@zovâ@|@to be useful@
@zóvena@|@young (f), young woman@
@zóveno@|@young (m), young man@
@zoventù@|@youth@
@zôvo@|@yolk@
@zu@|@down, below@
@zu a@|@under@
@zuâ@|@to swear@
@zuaménto@|@oath@
@zugâ@|@to play@
@zugâ a l'êua@|@to play tag@
@zugâ a l'òrbétto@|@to play blind man's buff@
@zugâ a scàcchi@|@to play chess@
@zugâ a scondilô@|@to play hide-and-seek@
@zugâ a-a dàmma@|@to play checkers/draughts@
@zugâ a-e bòcce@|@to play bowls@
@zugâ a-e càrte@|@to play cards@
@zugâ a-i dæ@|@to dice@
@zugâ a-o balón@|@to play ball/football@
@zugâ a-o pasagìn@|@to arm-wrestle@
@zugâ in sciô semenâio@|@to play lottery@
@zugâghe@|@to bet@
