@English@|@Brazilian Portuguese@
@unstuck@|@largado, liberado, solto@
@unsubstantiated@|@não corroborado@
@unsure@|@inseguro@
@unsuspected@|@insuspeitado, insuspeito@
@unsynchronous@|@assíncrono, não sincronizado@
@untidy@|@em desordem, sujo@
@until@|@até, até que@
@until further notice@|@até nova ordem@
@untouchable@|@intocável, pária@
@untrammeled@|@não cerceado, não limitado@
@unused@|@não usado@
@unused balance@|@saldo não utilizado@
@unusual@|@exótico, insólito, raro@
@unwed but living together with somebody@|@amancebado(a)@
@unwell@|@adoentado@
@unwholesome@|@insalubre, nocivo@
@unwilling@|@a contragosto, indisposto@
@unwillingness@|@indisposição a, má vontade@
@unwise@|@imprudente, tolo@
@unworthy@|@indigno@
@unwritten law@|@direito não escrito@
@unyielding@|@inflexível, tenaz@
@up@|@ascendente, em cima, para cima, sobre@
@up hill and down dale@|@morro acima e morro abaixo, por vales e montes@
@up the duff (AUS)@|@grávida@
@up to@|@até@
@up to now@|@até o momento@
@up to the chin@|@até as orelhas (coloquial)@
@up to the job@|@à altura do serviço, capaz do serviço@
@upbeat@|@alto astral, bem-humorado, otimista@
@upbringing@|@criação, educação@
@upcoming@|@que está por vir@
@update@|@atualização@
@updating@|@atualização@
@upgradable@|@atualizável@
@upgrade@|@atualização (informática), melhoramento@
@upgrading@|@aprimoramento, promoção@
@upheaval@|@elevação, insurreição, levante@
@uphill@|@escarpado, íngreme@
@upkeep@|@custeio, manutenção@
@upland@|@planalto, região elevada@
@uplift@|@elevação de terreno, sutiã ("wonder bra")@
@upon@|@por, sobre@
@upper@|@mais elevado, parte de cima, superior@
@upper bound@|@majorante@
@upper hand@|@supremacia, vantagem@
@uppermost@|@o mais alto@
@upright@|@ereto, estaca, honesto, vertical@
@uprising@|@levante, revolta@
@uproar@|@gritaria, tumulto@
@ups and downs@|@altos e baixos@
@upset@|@confuso, desarranjo, inesperado, perturbação@
@upset price@|@preço mínimo de venda@
@upside@|@parte de cima@
@upside down@|@de pernas para o ar, de ponta-cabeça, invertido@
@upstair@|@andar superior@
@upstairs@|@andar de cima, andar superior, na mente@
@uptempo@|@ritmo rápido e sincopado@
@up-to-date@|@atualizado@
@uptown@|@área residencial, subúrbio@
@upward@|@ascendente, montante@
@upward rules@|@regras ascendentes@
@uranium@|@urânio@
@urban@|@urbano@
@urbane@|@urbano@
@urchin@|@moleque@
@urethra@|@uretra@
@urge@|@compulsão, desejo irreprimível@
@urgency@|@urgência@
@urgent@|@urgente@
@uric@|@úrico@
@urinal@|@urinol@
@urine@|@xixi@
@URL (Uniform Resource Locator)@|@URL@
@urn@|@urna@
@urticaria@|@urticária@
@Uruguay@|@Uruguai@
@Uruguayan@|@uruguaio@
@us@|@a gente (coloquial), a nós, nos@
@USA (United States of America)@|@EUA@
@usance@|@consumo@
@usance draft@|@saque a prazo@
@USB (Universal Serial Bus)@|@USB@
@use@|@emprego, uso@
@use-and-occupance insurance@|@seguro de lucros cessantes@
@useful@|@útil@
@usefulness@|@utilidade@
@useless@|@inútil@
@user@|@usuário@
@usher@|@guia, introdutor, lanterninha@
@usual@|@costumeiro, ordinário, usual@
@usually@|@geralmente, usualmente@
@usury@|@agiotagem, usura@
@utensil@|@utensílio@
@uterine@|@uterino@
@uterus@|@útero@
@utilitarian@|@proveitoso, utilitário, utilitarista@
@utilitarianism@|@utilitarismo@
@utilities@|@serviços públicos (luz etc), utilidades@
@utility@|@utilidade@
@utility program (computer)@|@programa utilitário@
@utopia@|@utopia@
@utopian@|@utópico@
@utter@|@desqualificado, total@
@utterance@|@discurso, elocução, expressão@
@utterly@|@absolutamente, perfeitamente@
@uvula@|@úvula@
@uxorious@|@dominado pela mulher@
@V (volt)@|@V (volt)@
@vacant@|@vago@
@vacations@|@férias@
@vaccine@|@vacina@
@vacuum@|@vazio@
@vacuum cleaner@|@aspirador@
@vacuum pump@|@bomba à vácuo@
@vagary@|@capricho, excentricidade, loucura (gíria)@
@vagina@|@vagina@
@vaginal@|@vaginal@
@vagrancy@|@gandaia@
@vagrand@|@vago@
@vagueness@|@imprecisão, incerteza, vagueza@
@vain@|@falso, fútil, vaidoso, vão@
@valiant@|@corajoso, valente, valoroso@
@valid@|@válido@
@validation@|@validação@
@validity@|@validade@
@valley@|@vale@
@valour@|@valentia, valor@
@valuable@|@valioso@
@value@|@mérito, preço, valor@
@value-added tax@|@imposto sobre valor agregado@
@valve@|@pistão, válvula@
@valve-trombone@|@trombone de pistões@
@vamp@|@improviso (musical), pala (sapato), vamp (mulher)@
@vampire@|@lâmia, vampiro@
@van@|@caminhão de carga, reboque, van (furgão), vanguarda@
@vanadium@|@vanádio@
@vandal@|@vândalo@
@vandalism@|@vandalismo@
@vanguard@|@vanguarda@
@vanilla@|@baunilha@
@vanishing@|@sumiço@
@vanity@|@vaidade@
@vanity bag@|@estojo de maquiagem, nécessaire@
@vantage@|@superioridade, vantagem@
@vantage point@|@ponto-de-vista@
@vapid@|@insípido, insosso@
@vaporization@|@evaporação, vaporização@
@vaporous@|@esvoaçante, vaporoso@
@vapour@|@vapor@
@variability@|@variabilidade@
@variable@|@variável@
@variable realization@|@realização variável@
@variable unit@|@unidade variante@
@variance@|@variância@
@variant@|@variante@
@variation@|@variação@
@varicella@|@varicela@
@variety@|@variedade@
@various@|@diversos, vários@
@varnish@|@verniz@
@vascular@|@vascular@
@vase@|@jarra, vaso@
@vaseline@|@vaselina@
@vast@|@vasto@
@vastness@|@vastidão@
@vat@|@cuba@
@vault@|@cúpula@
@vaunt@|@ostentação, vaidade@
@VCR@|@vídeo-cassete@
@VD (venereal disease)@|@doença venérea@
@veal@|@vitela (carne)@
@veau@|@vitela (carne)@
@Vee-dub (AUS)@|@Volkswagen@
@Vegemite (AUS)@|@criança comportada, tipo de extrato vegetal@
@vegetable@|@hortaliça, legume, planta, vegetal@
@vehemence@|@veemência@
@vehicle@|@viatura@
@vehicular@|@veicular@
@veil@|@véu@
@vein@|@estilo, nervura, veia, veio@
@veiny@|@venoso@
@velleity@|@veleidade@
@velocity@|@velocidade@
@velour@|@veludo cotelê@
@velvet@|@aveludado, de veludo, veludo@
@vendee@|@comprador@
@vendor@|@fornecedor, vendedor@
@venerable@|@venerável@
@veneration@|@veneração@
@venereal@|@venéreo@
@venereal disease@|@doença venérea@
@Venetian blinds@|@persiana(s)@
@vengeance@|@vingança@
@vengeful@|@vingativo@
@venom@|@peçonha, veneno@
@venomous@|@venenoso@
@venous@|@venoso@
@ventilator@|@ventilador@
@venture@|@aventura, especulação, risco@
@venture capital@|@capital de risco@
@venue@|@distrito (policial), jurisdição, local@
@veranda@|@varanda@
@verb@|@verbo (gramática)@
@verbatim@|@literalmente, palavra por palavra@
@verbiage@|@fraseado, fraseologia@
@verdant@|@verdejante@
@verdict@|@veredito@
@verdigris@|@verdete@
@verge@|@beira, bordo, cetro, limiar, margem@
@verification@|@prova, verificação@
@verily@|@na verdade, verdadeiramente@
@verisimilar@|@verossímil@
@verisimilitude@|@verossimilhança@
@vermicelli@|@aletria@
@vermifuge@|@vermífugo@
@verminous@|@verminoso@
@verruca@|@verruga@
@Versailles@|@Versalhes@
@verse@|@verso@
@versicle@|@versículo@
@versification@|@métrica@
@version@|@versão@
@vertebra@|@vértebra@
@vertical@|@vertical@
@vertigo@|@vertigem@
@vervain@|@verbena@
@verve@|@verve, vitalidade@
@very@|@bem, muito@
@very bad@|@péssimo@
@very good@|@do caralho (vulgar), irado (gíria), ótimo, porreta@
@very much@|@puta, um bocado@
@very softly@|@de mansinho, no sapato (gíria)@
@vesicle@|@vesícula@
@vespers@|@horas canônicas, vésperas@
@vessel@|@navio, vasilha, vaso@
@vest@|@camisola@
@vested@|@garantido legalmente, investido@
@vested interests@|@direitos adquiridos@
@vestry@|@sacristia@
@veteran@|@ex-militar, veterano@
@veto@|@veto@
@vexation@|@vexação@
@vexatious@|@vexatório@
@VGA (Video Graphics Adapter)@|@VGA@
@VHF (Very High Frequency)@|@VHF (Freqüência Muito Alta)@
@viaduct@|@viaduto@
@vial@|@frasco@
@viands@|@provisões, viandas@
@vibratory@|@vibratório@
@vice@|@vício@
@vice versa@|@vice-versa@
@vicious@|@cruel, mau@
@vicious (AUS)@|@sinistro (gíria)@
@vicious circle@|@círculo vicioso@
@victim@|@vítima@
@victory@|@vitória@
@victuals@|@comestíveis, vitualhas@
@videlicet@|@ou seja, quer dizer@
@video@|@vídeo@
@video game@|@vídeo game@
@videotape@|@videoteipe@
@Vietnam@|@Vietnã@
@Vietnamese@|@vietnamita@
@view@|@vista@
@viewpoint@|@ponto-de-vista@
@vigilance@|@vigilância@
@vignette@|@vinheta@
@vigor@|@vigor@
@vigorous@|@vigoroso@
@vigour@|@robustez, vigor@
@vile@|@baixo, feio, vil@
@villa@|@palacete@
@village@|@aldeia@
@villain@|@camponês, patife, servo, vilão@
@vindication@|@defesa, justificação, vindicação@
@vine@|@parreira, trepadeira (planta), vinha@
@vinegar@|@vinagre@
@vinery@|@vinhedo@
@vineyard@|@vinhedo@
@vintage@|@de colecionador, época da vindima, raridade@
@violence@|@violência@
@violent@|@violento@
@violently@|@violentamente@
@violet@|@roxo@
@violin@|@violino@
@violoncello@|@violoncelo@
@VIP@|@socialite, VIP@
@VIP (very important person)@|@figurão@
@viper@|@víbora@
@virago@|@virago@
@viral@|@viral@
@viral disease@|@virose@
@virgin@|@virgem@
@virginity@|@virgindade@
@Virgo@|@Virgem (signo e constelação)@
@virile@|@viril@
@virtual@|@virtual@
@virtually@|@quase, virtualmente@
@virtue@|@virtude@
@virtuous@|@probo, puro, virtuoso@
@virtuousness@|@virtuosidade@
@virulence@|@virulência@
@virus@|@vírus@
@visa@|@visto (de entrada)@
@visaed shipping documents@|@documentos de embarque visados@
@viscera@|@entranha@
@viscosity@|@viscosidade@
@viscount@|@visconde@
@visible@|@visível@
@visible spectrum@|@espectro visível@
@vision@|@visão, vista@
@visionary@|@utópico, visionário@
@visit@|@visita@
@visitation@|@calamidade, indulto, inspeção, tribulação, visita@
@visiting card@|@cartão de visita@
@visitor@|@visitante@
@visor@|@máscara, viseira@
@vista@|@panorama, vista (panorâmica)@
@visual@|@visual@
@visual inspection@|@inspeção visual@
@visual texture@|@textura visual@
@vital@|@vital@
@vitality@|@vitalidade@
@vitamin@|@vitamina@
@vitreous@|@vítreo@
@vitriol@|@vitríolo@
@vivacious@|@vivaz@
@vivacity@|@vivacidade@
@vivarium@|@aquário@
@vivid@|@vívido, vivo@
@vividness@|@intensidade, vivacidade@
@viz.@|@a saber, isto é@
@VLAN@|@rede local virtual@
@VLB@|@VLB (VESA Local Bus)@
@V-neck@|@decote em V@
@vocable@|@vocábulo@
@vocabulary@|@vocabulário@
@vocal@|@vocal@
@vocal cords@|@cordas vocais@
@vocalist@|@cantor, vocalista@
@vocation@|@carreira, ocupação, vocação@
@vocative@|@vocativo@
@vodka@|@vodca@
@vogue@|@moda, voga@
@voice@|@voz@
@void@|@nulo (Direito), oco, vazio@
@VoIP@|@voz sobre IP@
@VoIP (Voice over IP)@|@voz sobre IP@
@volatile@|@volátil@
@volcanic ash@|@cinza vulcânica@
@volcano@|@vulcão@
@volition@|@escolha, vontade@
@volleyball@|@voleibol@
@volt@|@volt@
@voltage@|@voltagem@
@voltaic@|@voltaico@
@voltimeter@|@voltímetro@
@volume@|@volume@
@voluminous@|@dilatado, volumoso@
@voluptuous@|@voluptuoso@
@vomit@|@vômito@
@voodoo@|@magia negra, vodu@
@vote@|@voto@
@voter@|@eleitor, votante@
@voting stock@|@ação com direito a voto@
@voucher@|@comprovante, documento, partida (contábil), recibo@
@vow@|@voto@
@vowel@|@vogal@
@voyage@|@viagem@
@voyager@|@viajante@
@VPN (Virtual Private Network)@|@VPN (Rede Privada Virtual)@
@vulgar@|@popular, vulgar@
@vulgarism@|@grosseria, vulgaridade, vulgarismo@
@vulnerable@|@vulnerável@
@vulnerableness@|@vulnerabilidade@
@vulture@|@abutre, urubu@
@vulva@|@boceta (vulgar), vulva@
@wacky@|@maluco@
@wad@|@bocado, maço, monte (quantidade)@
@wadding@|@acolchoado, enchimento@
@waddy (Old West slang)@|@bóia-fria, vaqueiro@
@wage@|@recompensa, remuneração, salário, soldo@
@wager@|@aposta@
@wages@|@féria, ordenado@
@waggon (GB)@|@vagão@
@wagon@|@carroça, vagão@
@wail@|@gemido, lamento@
@waist@|@cintura@
@waistcoat@|@colete@
@waiter@|@criado, garçom@
@waiting@|@espera@
@waiting period@|@período de espera (seguro)@
@waitress@|@criada, garçonete@
@waive interest@|@não cobrar juros@
@waiver@|@abandono, desistência, renúncia (a um direito)@
@wake@|@velório@
@wake up call@|@serviço de despertador (hotel)@
@wale@|@mossa, orla@
@walk@|@caminhada, caminho, marcha, passeio, passeio a pé@
@walker@|@andarilho@
@walking@|@caminhada, perto (para se ir a pé)@
@walking papers@|@bilhete azul, carta de demissão@
@walk-on@|@mudo@
@wall@|@muro, parede@
@walled city@|@cidade murada@
@wallet@|@carteira, sacola@
@wallow@|@lamaçal@
@wallpaper@|@papel de parede@
@walnut@|@noz@
@walnut tree@|@nogueira@
@waltz@|@valsa@
@wan@|@lívido, pálido@
@wand@|@bastão, vara@
@wanderer@|@errante, nômade, vagabundo@
@wandering@|@divagação, errante, gandaia@
@wane@|@declínio, diminuição@
@waning@|@minguante@
@waning moon@|@lua minguante@
@wank (slang)@|@punheta (vulgar)@
@want@|@fome, mister@
@wanted@|@procurado@
@wanting@|@carente, deficiente, inexistente, necessitado@
@wanton@|@luxurioso@
@war@|@guerra@
@war of nerves@|@guerra de nervos@
@warble@|@gorjeio@
@ward@|@bairro@
@warden@|@diretor (de prisão)@
@warder@|@carcereiro, zelador@
@wardress@|@diretora (de prisão)@
@wardrobe@|@armário, guarda-roupa@
@ware@|@alerta, cauteloso, louça, mercadoria@
@warehouse@|@armazém, depósito, depósito de mercadorias, entreposto@
@wares@|@mercadorias@
@warfare@|@beligerância, combate, guerra@
@warhead@|@ogiva@
@warlike@|@bélico@
@warlock@|@feiticeiro, mago@
@warm@|@ardoroso, caloroso, morno, quente, tépido@
@warmth@|@calor@
@warm-up@|@aquecimento (esportes)@
@warning@|@aviso@
@warning bell@|@alarme sonoro@
@warp@|@desvio, siga (tipo de corda), urdidura@
@warrant@|@alvará@
@warrant for arrest@|@ordem de prisão@
@warrant of arrest@|@ordem de prisão@
@warranted assertability@|@assertibilidade garantida@
@warranty@|@garantia@
@warrior@|@guerreiro@
@Warsaw@|@Varsóvia@
@warship@|@navio de guerra@
@wart (skin)@|@cravo, verruga@
@wary@|@alerta, precavido, prevenido@
@wash@|@aluvião, lavagem, lavável@
@washer@|@arruela, lavadeira, máquina de lavar@
@washerwoman@|@lavadeira@
@washing@|@lavagem, roupa para lavar@
@washing machine@|@máquina de lavar@
@washroom@|@banheiro público, lavatório@
@washup@|@ablução@
@wasp@|@vespa@
@waste@|@desperdício, ermo, gasto, inútil, lixo@
@waste of time@|@desperdício de tempo@
@wastebasket@|@cesto de papéis, lata de lixo@
@wasteful@|@baldio, deserto, esbanjador, inculto, pródigo@
@wasteland@|@descampado, desolação, terreno baldio@
@wasting@|@assolação@
@watch@|@relógio@
@watchdog@|@cão de guarda@
@watchman@|@guarda, olheiro, vigia@
@watchword@|@senha@
@water@|@água, aquático, corrente, líquido@
@water cannon@|@canhão de água@
@water closet (GB)@|@privada@
@water closet (WC)@|@WC@
@water yam (Dioscorea alata)@|@cará-inhame@
@watercourse@|@curso d'água@
@watercress@|@agrião@
@water-cress@|@agrião@
@waterfall@|@cascata@
@waterlily@|@nenúfar, ninféia@
@waterlogged@|@encharcado@
@watermark@|@marca d'água@
@watermelon@|@melancia@
@water-pot@|@cântaro@
@waterproof@|@à prova de água@
@waterspout@|@tromba d´água@
@watersprite@|@ninfa das águas@
@waterway@|@hidrovia, via fluvial@
@watery@|@aguado, aquático, líquido, molhado@
@wave@|@onda@
@wave equation@|@equação de onda@
@wave function@|@função de onda@
@wave packet@|@pacote de ondas@
@wavy@|@ondeado@
@wax@|@cera, de cera@
@wax light@|@círio@
@waxed@|@encerado@
@waxing@|@crescente, enceramento@
@waxing moon@|@lua crescente@
@waxy@|@encerado(a)@
@way@|@caminho, maneira, modo, senda, via@
@way of life@|@modo de vida@
@way out@|@saída@
@waybill@|@lista de passageiros, romaneio de carga@
@wayside@|@beira do caminho@
@we@|@a gente (coloquial), nós@
@weak@|@débil, fraco@
@weakness@|@debilidade, fraqueza, ponto fraco@
@wealth@|@riqueza@
@wealthy@|@abastado, próspero, rico@
@weapon@|@arma@
@weaponry@|@armas, meios de defesa@
@weariness@|@cansaço, fadiga@
@wearisome@|@cansativo, exaustivo, monótono@
@weary@|@cansado, fatigado@
@weasel@|@doninha@
@weather@|@intempérie, tempo (atmosférico)@
@weather forecast@|@previsão do tempo@
@weathercock@|@cata-vento@
@weatherproof@|@à prova de intempéries@
@weave@|@trama, urdidura@
@weaver@|@tecelão@
@web@|@Internet, orla, tecido, teia@
@webbed@|@palmípede, rendado@
@weblog@|@diário virtual (site)@
@webmation (slang)@|@animação criada para a web@
@webstart (slang)@|@página com links interessantes, portal@
@weby (slang)@|@viciado em Internet@
@wedded@|@casado(a)@
@wedding@|@boda, casamento, núpcias@
@wedding ring@|@aliança, aliança (de casamento)@
@wedge@|@calço, cunha, sanduíche@
@wedging board@|@placa de amassar@
@Wednesday@|@quarta-feira@
@wee@|@pequenino, pequeno, pouco@
@weed@|@joio@
@weed control@|@controle de ervas daninhas@
@weeger (slang)@|@perdedor@
@weekend@|@fim de semana@
@weekly@|@semanal, semanalmente, semanário@
@weekly paid break@|@repouso remunerado@
@weekstart (slang)@|@domingo, primeiro dia da semana@
@weener (AUS)@|@pênis pequeno, pintinho (gíria), salsicha@
@weeper@|@carpideira, chorão (pessoa), chorona@
@weeping@|@choro, choroso, lacrimoso, pranto@
@weezer (slang)@|@asmático@
@weft@|@contextura@
@weighing@|@pesagem@
@weight@|@peso@
@weight list@|@lista de peso@
@weight percentage@|@porcentagem por peso@
@weighted@|@pesado@
@weighting@|@pesagem@
@weird@|@esquisito, estranho, misterioso@
@weirdette (slang)@|@esquisitona (gíria), excêntrica@
@weirdo@|@esquisitão (gíria), excêntrico@
@welcome@|@bem-vindo, boas-vindas@
@weld@|@solda@
@welfare@|@bem-estar, bem-estar social, prosperidade@
@well@|@bem, nascente, poço, satisfatório@
@well-being@|@bem-estar@
@well-bred@|@bem-criado, bem-educado@
@well-done@|@bem passado (carne)@
@well-fed@|@nutrido@
@wellhead@|@boca de carga (petróleo), nascente@
@well-known@|@notório@
@well-off@|@em situação financeira estável, próspero@
@well-to-do@|@abastado(a), bem-nascido(a)@
@Welsh@|@galês@
@Welsh onion@|@cebolinha@
@welt@|@borda decorativa, mossa, orla@
@wen@|@quisto sebáceo@
@wench@|@garota, moça@
@went@|@v.pt. de "to go"@
@wept@|@v.pt. e pp. de "to weep"@
@were@|@estava@
@werewolf@|@lobisomen@
@west@|@ocidente, oeste@
@westerly@|@na direção oeste, ocidental, vento oeste@
@western@|@ocidental@
@western (movies)@|@faroeste@
@wet@|@aquoso, molhado, tempo de chuva, umidade, úmido@
@wet nurse@|@ama-de-leite, nutriz@
@whack@|@pancada, trilho@
@whacking@|@enorme (GB), extremamente, surra@
@whale@|@baleia@
@whaler@|@baleeira, baleeiro@
@wharf@|@cais, desembarcadouro@
@what@|@o que@
@what a kick!@|@que barato!@
@what else@|@o que mais@
@what for?@|@para quê?@
@what is the matter with you?@|@o que há com você?@
@what on earth for ?@|@a troco de quê ?@
