@English@|@Cheyenne@
@stove@|@ho'ësta (ni)@
@stove: cooking ~@|@homôsého'ësta (ni)@
@stove: gas ~@|@amêškého'ësta (ni)@
@stovepipe@|@é'kovo'âsénéó'o (ni)@
@stovepipe (variant)@|@é'kovo'âsénâhnestôtse (ni)@
@straight@|@onó'- (i), onó'ó (vii), xanov (p), xanove- (pv), xanovó (vii)@
@straight (in cards)@|@nó'ovóneanené (vai)@
@straight flush: have a ~ (in cards)@|@nó'ovóne'énôxe'êstóne (vai)@
@straight line: stand in ~@|@onó'eóó'e (vai)@
@straight: be ~@|@xanovahe (vai), xanoveotse (vii)@
@straight: become ~@|@onó'eotse (vai)@
@straight: do (ST)~@|@xanovo'eétahe (vai)@
@straight: do ST ~@|@ono'o'eétahe (vai)@
@straight: lay SB ~@|@xanovêšem (vta)@
@straight: regard SB as being ~@|@xanovátam (vta)@
@straight: run ~@|@xanovo'âhéotse (vai)@
@straighten ST@|@xanovan (vti)@
@strain@|@he'koneméohe (vai), šénoován (vta)@
@strainer@|@šénoováneo'o (ni)@
@strainer (variant)@|@šénoovánenestôtse (ni)@
@strand (ST): go along as a ~@|@amóneehá (vii)@
@strand-like@|@ón(e) (m)@
@strand-like: be ~@|@óneehe (fai)@
@strange@|@hestoe- (i), otoés(t)- (pv), otoése- (pv)@
@strange: be ~@|@otoésó (vii)@
@strange: consider ST ~@|@otoéstátsestá (vti)@
@strangely: talk ~@|@otoéstó'ané (vai)@
@stranger@|@hestóevo'êstane (na)@
@stranger (female)@|@hestoehë'e (na)@
@stranger (male)@|@hestoetane (na)@
@strap over@|@nó'êstóestómané (vai)@
@strawberries@|@véškee'éhemenôtse (ni pl)@
@strawberries (lit sweet berries)@|@véškeehémenôtse (ni pl)@
@strawberry grove@|@véškee'éhemenó'êšé'e (ni)@
@strawberry soda pop@|@ma'óomâšé'šestôtse (ni nom), ma'óome (vii), tséma'óome (vii cj)@
@strawhat@|@mo'e'évôhkêha'e@
@stray@|@nótová- (i), nótová (vai)@
@straying person@|@nótovávo'êstane (na)@
@streaked@|@noné'k- (i), noné'k (vai)@
@streaked face@|@noné'kéne (vai), nonó'kéne (vai)@
@streaked: be ~@|@noné'ko (vii)@
@strengthen SB@|@he'koneotsé'seh (vta)@
@stretch@|@asêsé- (pv), sé(hp)@
@stretched: become ~@|@asêséeotse (vai)@
@stretchy@|@asêsé- (pv)@
@stretchy: be ~@|@asêséó'o (vii)@
@strict@|@vóhpon- (i), vovóhponahe (vai)@
@strict: he is ~@|@évovóhponahe (vai)@
@strictly@|@ovóhpone- (pv), vóhpone- (pv), vovóhpone- (pv)@
@strictly do ST@|@vovóhpono'eétahe (vai)@
@strike a tent@|@ávanóoné (vai)@
@strike match (or matches)@|@tšêhešêhasené (vai)@
@strike SB with the body@|@nâha'e'ov (vta)@
@strike the first coup@|@nó'tomâhésené (vai)@
@strike with hoofs@|@hema'énanôhová (vai)@
@string@|@sétóhke (na)@
@string (for ex beads)@|@toést- (i)@
@string beads@|@tóestôhené (vai)@
@string ST by tool@|@tóestohá (vti)@
@Stringing Beads Woman@|@Tóestôhené'e (pn)@
@stringing fence: he quit ~@|@énoneanené (vai)@
@stringlike@|@ón(e) (m), óneehe (fai)@
@strip gears of ST@|@tovó'onené'hahtsé (vti)@
@strip ST\SB@|@po'po'en (vti)@
@striped@|@nešková- (i), nešková (p)@
@striped design: have a ~@|@nêšêškôhtâheve (vii)@
@strips of meat hanging on each rib@|@hevó'honove (ni)@
@strips: in ~@|@vó'eše (vii)@
@strive@|@ó'tôsétáno (vai)@
@stroke: have a ~@|@hesêsa'xe (vai), nanehe (vai)@
@strong (in emotions)@|@he'konetanó (vai)@
@strong smell (ST)@|@néseméa'há (vii)@
@strong smell: have a ~@|@néseméa'xe (vai)@
@strong smelling (ST)@|@néseméeotse (vii)@
@strong smelling (usually bad): be ~@|@háeméa'xe (vai)@
@strong willed@|@he'konêstáha (vai)@
@strong: be ~@|@he'konemósé (vai), he'koneotse (vai), koké'ahe (vai)@
@strong: smell ~@|@háeméeotse (vii)@
@strong: stand ~@|@he'kono'tá (vii)@
@strong: taste ~@|@ha'háeéno'e (vii)@
@stronghandedness@|@he'konemósestôtse (ni nom)@
@strongly@|@he'kone- (pv)@
@struck by: be ~@|@háatsêstomov (vta ben)@
@strung: be ~@|@amóneane (vii)@
@stub toes@|@tóeneveoséše (vai)@
@stubborn@|@he'konoéstomo'he (vai), onéhpotoo'está (vai), tóv- (i)@
@stubborn: be ~@|@tóvahe (vai), tóvâhetsêstov (vta), xanéhpahe (vai)@
@stubborn: he's ~@|@étóvahe (vai)@
@stubby@|@tam- (i), tam (p)@
@stubby: be ~@|@tamó (vii)@
@stuck on: be ~@|@pâhonoo'tá (vii)@
@stuck on: be ~ (fish on hook)@|@pâhoeotse (vii)@
@stuck on: cause SB to be ~@|@pâhoeotsé'seh (vta)@
@stuck out his tongue: he ~@|@éé'koetanevá'o (vai)@
@stuck out tongue at him: he ~@|@éé'koetanevá'tovóho (vta)@
@stuck to@|@pâho(n)@
@stuck: be ~@|@he'kehá (vii), he'keše (vai), tó'heše (vai), tó'hoeše(ná) (vai)@
@stuckup: be ~@|@he'amemóhtahe (vai)@
@stud (lit breeding horse)@|@hémotséhno'ha (na)@
@stud horse@|@hemotséhno'ha (na)@
@student@|@héne'enovâhétane (na), hoéstónéhe (na)@
@student (lit writer)@|@môxe'êstónéhe (na)@
@students@|@héne'enovâhétaneo'o (na pl), hoéstonêheo'o (na pl)@
@students: new ~@|@tsé-móneasêtôxe'êstónese@
@studio (vii cj impers) (lit where pictures taken)@|@tsé'ôhke-môxe'eotséstove@
@study@|@hoéstóné (vai), môxe'êstóné (vai), ôxe'êstóné (fai)@
@study with@|@véstôxe'êstóné (vai)@
@study: begin to ~@|@asêtôxe'êstóné (vai)@
@stuffed intestine@|@hestâhtötse (ni)@
@stuffy nose: have a ~@|@nêhpo'eesé  (vai)@
@stumble@|@hohétséše (vai), hohótséše (vai), hótsenevêhahtáxe(ná) (vai), oé'tov- (i)@
@stumble in singing@|@oé'tovenoné (vai)@
@stumble on ST@|@é'tova'á (vti), é'tovahá (vti), hótôhta'á (vti)@
@stumble: make SB ~@|@hotôhta'ov (vta)@
@stumbled: he ~@|@éhohótséše (vai)@
@stump@|@ka'háo'ôtse (ni)@
@Stump Dance@|@ka'háohtsévôhomó'hestôtse (ni)@
@stumps@|@ka'háotôtse (alt plural), ka'háotsêstse (ni pl)@
@stun SB@|@naóoestoh(n) (vta)@
@stun SB motionless@|@tó'omáeh (vta)@
@stupendous: be ~@|@hoháatamáno'e (vii)@
@stupid@|@táv-1  (i), távahe (vai)@
@stutter@|@oé'tovenestse (vai)@
@submit@|@mé'tom (vai)@
@subsequently@|@novêse- (pv), novôse- (pv)@
@subside@|@honát- (i)@
@substitute: have SB as a ~@|@he-vétsêhóve'tov (vta ai+o)@
@succeed: not ~@|@hótséše(ná) (vai), nétôhnéotse (vai)@
@succession: in ~@|@tóoneeto- (pv)@
@such extent: to ~@|@hetaa'- (pv)@
@suck@|@hé'hév- (i), nén- (i), nén (vai)@
@suck (blood or poison) out of SB@|@heseoestoh(n)  (vta)@
@suck (ST) out of SB@|@hé'henom (vta)@
@suck on SB@|@hé'hevom (vta), nénom (vta)@
@suck on ST@|@hé'hepoevotóhtá (vta), nénóhtá ? (vti)@
@suck ST@|@hé'hévóhtá (vti)@
@suckle (variant)@|@néstovohe (vai)@
@suckle on@|@nénót (vta)@
@suckle SB@|@néstovôhet (vta)@
@sudden: all of a ~@|@taehó'ó'tóva (p)@
@suddenly@|@hó'ótóva (p)@
@suffer@|@asêto'ëë'e (vai), o'omene (vai), to'omenehe (vai)@
@suffer for SB@|@hésto'ée'tov (vta), hésto'omenêheé'tov (vta)@
@suffer from@|@hésto'omenehe (vai)@
@suffer instead of SB@|@hésto'omenêhévomotah (vta)@
@suffering@|@mométsêstovetanohtôtse (ni)@
@sufficient: it's ~@|@énêšêpéva'e (p)@
@suffix@|@(sfx)@
@suffocate@|@nêhpa'éotse (vai), nêhpotómeotse (vai)@
@suffocate in fire@|@nêhpotómeoestâho'he (vai)@
@suffocate SB@|@nêhpotóman (vta)@
@sugar@|@vé'keemahpe (ni)@
@sugar: artificial ~@|@nétâhévevé'keemaôpe (ni)@
@sugar: maple ~@|@vé'keehoohtsêstse (ni)@
@suit (of clothes)@|@mâhesanestôtse (na)@
@suit: buckskin ~@|@vó'aehesanestôtse (na)@
@suit: wear a ~@|@mâhesané (vai)@
@suitcase@|@vé'ho'seo'o (ni)@
@suitcase (lit clothes container)@|@hone'óonéve'ho'seo'o (ni)@
@suitcase: little ~@|@ho'seo'o (ni)@
@suitcase: small ~@|@vé'ho'seško (ni dim)@
@suitcases: little ~@|@ho'seonôtse (ni pl)@
@suitcases: small ~@|@vé'ho'šêškonôtse (ni dim pl)@
@suits (of clothes)@|@mâhesanéstoto (na pl)@
@sumac@|@no'aneonó'e, no'aneonó'e (ni)@
@sumac(s)@|@no'aneonó'êstse (ni pl)@
@summer: throughout the ~@|@tséhe'éšeméaneve (p)@
@summit@|@vá'ôsê-he'ama (p)@
@summon SB@|@onóeoesem (vta), onóom (vta)@
@summon spirit helpers@|@nésemá  (vai)@
@summoned him: he ~@|@éonóomóho (vta)@
@summoning familiar spirit(s): he's ~@|@énéséma  (vta)@
@sun@|@éše'he (na)@
@Sun Bear@|@Éše'hénâhkohe (pn)@
@sun dance@|@vonâhéome (ni)@
@Sun Dance@|@Hestôsenestôtse (ni), hoxéhevôhomó'hestôtse (ni)@
@Sun Dance center pole@|@hoxéhemaxe (ni)@
@Sun Dance ceremony: go through the ~@|@hestôsané (vai)@
@Sun Dance ceremony: the ~@|@hestôsanestôtse (ni nom)@
@Sun Dance lodge@|@hoxéheome (ni), ma'xevonâhéome (ni)@
@Sun Dance Lodge River (w of Ft Supply OK)@|@Hoxéheo'hé'e (ni loc)@
@Sun Dance Lodge: Little ~@|@Hoxéheo'hé'késo (ni loc)@
@Sun Dance man: be a ~@|@hoxéhetaneve (vai)@
@Sun Dance paint@|@vóhpenová (vai), vóhpenovahtôtse (ni nom)@
@Sun Dance songs: sit singing ~@|@hoxéhenonee'e (vai)@
@Sun Dance vow: make a ~@|@nêheto'xevá (vai)@
@Sun Dance woman@|@hoxéhá'e (na)@
@Sun Dance: in the ~@|@hoxéheomëë'e (obl)@
@Sun Road@|@Éše'héméó'o (pn)@
@Sun Road Woman@|@Éše'héméóná'e (pn)@
@Sun Trail@|@Éše'héméó'o (pn)@
@sun: be hit by the ~@|@hotôxâho'he (vai)@
@sun: by ~@|@aho'h(n) (fta), aho'he (fai)@
@sun: in the ~@|@hešééše (p), hešééše (vai)@
@sundancer@|@hoxéhetane (na)@
@sundancers@|@hoxéhetaneo'o (na pl)@
@Sunday@|@ma'heóneéšeeve (vii)@
@Sunday (lit holy day OBL)@|@Ma'heóneéšeëva (obl)@
@Sunday: on ~@|@mâhma'heóneéšeeve (vii cj)@
@Sunday: when it is ~@|@mâhma'heóneéšeeve (vii cj)@
@Sunday: when it was ~@|@tséhma'heóneéšeeve (vii cj)@
@sunflowers@|@hesó'xenó'êstse (ni pl), ho'enóse (na pl)@
@sung so: be ~@|@tsêhešehá (vii)@
@sunken eyes@|@vovéhpotoéne (vai)@
@sunny and hot: it's ~@|@éháaeho'ta (vii)@
@sunny: be very ~@|@háaehö'ta (vii)@
@superintendent@|@méave'ho'e (na)@
@superintendent: school ~@|@tsé-véhonevêstse (vai cj part)@
@supervise SB@|@ne'tâhé'tov (vta)@
@supposedly@|@ta'sótse (p), tâxhósé'e (p)@
@supreme@|@náno's- (i), náno'se- (pv)@
@supreme: be ~@|@náno'tahe (vai)@
@supreme: be ~ (variant)@|@náno'tátó (vii)@
@supreme: he is ~@|@énáno'tahe (vai)@
@sure: for ~@|@tôsée- (pv)@
@surely@|@vavé'kôtse (p)@
@surface dweller@|@vóto'êstátane (na)@
@surgery on SB: do ~@|@tsêhe'oestas (vta)@
@surgery: perform ~ (variant)@|@tsêheta'oesta's (vta)@
@surpass SB@|@hohtameváen (vta)@
@surprised at SB: be ~@|@otoéstátam (vta)@
@surrender@|@vovón- (i), vovóneotse (vai)@
@surrender to SB@|@vovóneotsé'tov (vta)@
@surrendered: he ~@|@évovóneotse (vai)@
@surround@|@hóvo'e- (i)@
@surround SB@|@néma'êhót (vta), o'oméoestôhov (vta), o'omoh(n) (vta)@
@surround ST/SB@|@hóvo'én (vti)@
@surrounded: stand ~@|@hóvo'eóó'e (vai)@
@surveyor@|@táohenéhe (na)@
@surveyor (variant)@|@taohováve'ho'e (na)@
@surveyors@|@táohenéheo'o (na pl)@
@survive@|@hóvahëše (vai)@
@suspect SB@|@hoómetátam (vta)@
@suspect SB of cheating@|@oe'kêhévátam (vta)@
@suspenders@|@nó'êstóneehaseono (na pl)@
@suspicious of SB@|@oe'kêhévátam (vta)@
@suspicious of SB: be ~@|@o'kêhévátam (-oe'k) (vta)@
@suspicious: be ~@|@oe'kêhévatsêstâhe (vai)@
@Sutai dialect@|@Só'taéka'êškóne@
@Sutai dialect (of Cheyenne)@|@Só'taenêstsestôtse@
@Sutai man@|@Só'taétane (na)@
@Sutai pers@|@Só'taa'e (na), Só'tae (na)@
@Sutai woman@|@Só'taa'êhéhe (na)@
@swaddle SB@|@hóheet (vta)@
@swaddled: be ~@|@hóheehe (vai)@
@swallow (bird)@|@mésó'ke (na)@
@swallow SB completely@|@mâha'ham (vta)@
@swallow ST@|@mâha'hahtsé (vti)@
@swamp@|@éstsénêhé'e (ni)@
@swarm@|@ho'a'éotse (vai)@
@swarm: they are a ~@|@éháenóoheo'o (vai)@
@swat@|@áhaneoestôhëne (vai)@
@swat SB squashed@|@péeoestoh(n) (vta)@
@swatted him to death: he ~@|@éáhaneoestôhnóho (vta)@
@sweat@|@hohpé- (i)@
@sweat bath: want to take a ~@|@émátáno (vai)@
@sweat going on: there is a ~@|@éémâhtove (vai)@
@sweat lodge@|@émaome (ni)@
@sweat lodge: ceremonial ~@|@vonâhéome (ni)@
@sweat: he is putting on a ~@|@éémanane (vti)@
@sweat: he wants to take a ~@|@éémátáno (vai)@
@sweat: he's taking a ~@|@ééma (vai)@
@sweat: they are taking a ~@|@éémao'o (vai)@
@sweater@|@asêséeéstse'he (na)@
@sweating: he is ~@|@éhohpéotse (p)@
@sweaty from heat (of a fire): be ~@|@hohpévo'êho'he (vai)@
@sweaty: he smells ~@|@éhohpémea'xe (vai)@
@sweaty: he's sleeping ~@|@éhohpéše (vai)@
@sweaty: it smells ~@|@éhohpéméá'ha (vii)@
@sweep@|@mox- (i), môxéhéne (vai), môxôhénéné (vai)@
@sweep SB (that is snow)@|@môxevéenoh(n) (vta)@
@sweep ST (for ex a room or gymnasium)@|@môxehá xôheh (vti)@
@sweeping: she is ~@|@émôxéhéne (vta)@
@sweet@|@vé'ke- (pv), vé'kee- (pv)@
@sweet baked@|@vé'keahonóonôtse (ni pl)@
@sweet medicine@|@motsé'eóeve (na)@
@Sweet Medicine River (OK)@|@Motsé'eonéo'hé'e (loc)@
@Sweet Medicine Stands Woman@|@Motsé'eóó'e (pn)@
@sweet potato@|@ho'enóono (na)@
@sweet william (wild variety)@|@heškóvaneo'o (ni)@
@Sweet Woman@|@Vé'eénêhé'e (pn)@
@sweet: taste ~@|@vé'eéno'e (vii), vé'keéno'e (vii)@
@sweetbreads (innard)@|@héta'e (na)@
@sweetbreads (innards)@|@hetä'e (na pl)@
@sweetbreads (lit person fat)@|@vo'êstanévetšêške (ni)@
@sweetgrass@|@motsé'eonôtse (ni pl), vé'ho'(k)ôtse, vé'hó'ôhtse (ni)@
@sweetgrass (alt)@|@vé'hó'kôhtse (ni)@
@sweetheart@|@mé'oon  (na)@
@sweetroot@|@hestamóó'káne (ni)@
@swell@|@óheotse (vii), póaseotse (vii), póh- (vai)@
@swift hawk wings@|@aénôhematsénoono (na pl)@
@Swift Throwing Left Arm@|@Nêševeváohénamosêstse (pn)@
@swiftly@|@nêševe- (pv)@
@swiftly: go ~@|@nêševa'ó (vii)@
@swim@|@tó'honá (fai), tó'honáoohe (fai), too'hame (vai)@
@swim (fish ducks beavers et al)@|@éstôhoo'e (vai), pêhévôhoo'e (vai)@
@swim (fish ducks beavers snakes): both ~@|@énésôhoo'e (vai)@
@swim (fish ducks beavers)@|@hóxovôhoo'e (vai)@
@swim (of fish ducks beavers)@|@ta'ôhoo'e (vai)@
@swim (of fish)@|@ohoo'e (fai)@
@swim across@|@hóxovetó'honaoohe (vai)@
@swim ashore@|@onóhné (vai), onóveto'honá (vai), onóvonehné (vai)@
@swim ashore (of fish ducks beavers)@|@onóvôhoo'e (vai)@
@swim like a frog@|@oónâha'éveto'honá (vai)@
@swim: how ~ (of fish ducks beavers)@|@tónetôhoo'e (vai)@
@swimming: arrive ~@|@ho'ôhoo'e (vai)@
@swimming: arrive by ~@|@ho'etó'honaoohe (vai)@
@swimming: he is ~@|@étoo'hame (vai)@
@swimming: take off ~@|@asêtó'honaoohe (vai)@
@swing@|@vávaahe (vai)@
@swing back and forth@|@hátôxovónea'xe (vai)@
@swing play@|@vávaahestôtse (ni nom)@
@swing SB in a circle@|@onéma'táo'e'ham (vta)@
@swing ST@|@vávaa'hahtsé (vti)@
@swing ST around and around@|@néma'ó'hahtsé (vti)@
@swinging: he is ~@|@évávaahe (vai)@
@swish away@|@asetohá (vai)@
@swish away ST/SB@|@asêtoh(n) (vta)@
@switch@|@onáme'to'- (i)@
@switch with SB@|@nonáme'to'évoem (vta)@
@swollen@|@óha'ó (vii)@
@swollen by heat: be ~@|@póho'tá (vii)@
@swollen legs: have ~@|@popóheškóhta (vai)@
@swollen nose: have a ~@|@póheesé (vai)@
@swollen testicles: have ~@|@póheta'xeváotse (vai)@
@swollen: be ~@|@póheotse (vii), póhnó (vii)@
@sword@|@xová'tove (ni)@
@swords@|@xová'tovôtse (ni pl)@
@symbols: talk in ~@|@hetomoosane'hane (vai)@
@synonym@|@(syn)@
@syrup@|@pano'êhaseo'o (ni)@
@T bone steak (vii cj)@|@tsé-tónovo'eše ho'évohkôtse@
@T.V.@|@môxe'a'há (ni), vé'hoosanestôtse (ni nom)@
@tabernacle (where Sacred Arrows kept)@|@ma'heóneome (ni)@
@table (lit upon eating thing)@|@táxemésêhestôtse (ni nom)@
@tables@|@táxemésêhestotôtse (ni pl)@
@taboo@|@náa'sêháá'e (p), nâhestohe (vai)@
@tackle SB@|@nóhta'ó'tov (vta)@
@tail@|@hehévá'xe (ni), hevá'sé (mbp), htsêhévá'xé (ni poss)@
@tail be sticking up (for example of a dog)@|@tšéškêhevá'se (vai)@
@tail up: have ~@|@tšéškevá'séóó'e (vai)@
@tail: have a short ~@|@tšêhe'kêsevá'se (vai)@
@tail: his ~@|@hestsêhévá'xe (ni poss)@
@tailbone@|@hehévá'xe (ni), hevá'sé (mbp), htsêhévá'xé (ni poss)@
@tailbone: fall and break ~@|@é'êhevá'séše (vai)@
@tailfeather@|@voto (ni)@
@tailfeathers of an arrow@|@maahévotönêstse (ni pl)@
@tailgate@|@hexáhkémáne (na)@
@take a bite of ST@|@o'óhtá (vti)@
@take a chance@|@néhametanó (vta)@
@take a step@|@asêto'ne'é (vai)@
@take a wrong turn@|@ó'ôhto'âhéotse (vai)@
@take advantage of@|@vovóna'o'h (vta)@
@take after@|@hetov (vta)@
@take all of ST@|@hestahá (vti)@
@take along food@|@novo'estôtse@
@take along food for SB@|@novo'é'seh (vta)@
@take apart ST/SB@|@onénêxan (vti)@
@take around SB@|@néma'eotseh@
@take away@|@no'âseohe (vai)@
@take away SB@|@aseohtséh (vta), aseotseh (vta)@
@take away ST@|@aseotsestsé (vti), asêta'otsé (vti), asêtan (vti)@
@take away ST from SB@|@asetanomev (vta)@
@take away ST under the arm@|@aseto'hovetsénoná'tá (vai)@
@take care of@|@vovóhnêhešéh (vta), vovóhnêhešéstomané (vai), vovóhnêhešéstsé (vti)@
@take down camp@|@ó'enánonêstove (vii impers)@
@take down ST@|@ana'o'tsé (vti), anan (vti), o'en (vti)@
@take down teepee@|@o'ená'o'tsé (vti)@
@take down tent@|@ávanóoné (vai)@
@take everything in in sight@|@hoháaóó'o (vai)@
@take food home@|@hóo'ôhtanová (vai), hóohtanová (vai)@
@take food home!@|@tâhóohtanovâtse! (voc)@
@take him!@|@hestaneha! (imp)@
@take home SB@|@hóo'otseh (vta)@
@take home SB (some anim. food)@|@hóohtanovot (vta)@
@take it!@|@hestanôtse! (imp)@
@take lid off ST@|@né'tôhta'én (vti)@
@take off@|@aseohe (vai), asêta'xe (vai), po'en (vti)@
@take off after SB@|@néheohé'tov (vta)@
@take off by wagon@|@asêtó'eöhtse (vai)@
@take off dress@|@né'toestá (vai)@
@take off hat@|@né'tôhkêha'á (vai)@
@take off hat of SB@|@né'tôhkêha'én (vta)@
@take off nose of SB@|@po'eesén (vta)@
@take off ST by mouth@|@po'evo'óhtá (vti)@
@take off swimming@|@asêtó'honaoohe (vai)@
@take off tail of ST/SB@|@po'êhevá'sén (vta)@
@take off to there@|@hetómestá ? (vai)@
@take off with@|@aseohé'tov (vta)@
@take one@|@nonáohtanené (vai)@
@take out@|@né'tovôhto'he (vai)@
@take out and see SB@|@tóhpóom (vta)@
@take out cooking@|@onóvâhá'ené (vai)@
@take out food@|@hóahá'ené (vai)@
@take out marrow from a bone@|@tóhpôhomo'he (vai)@
@take out SB@|@hóeotseh (vta), né'ta'ó'h (vta)@
@take out ST@|@hóeotsëstse (vti), né'ta'ó'tsé (o'tsé?) (vti)@
@take picture of SB@|@môxe'eotsé'seh (vta), pâhoeotsé'seh (vta)@
@take picture of ST@|@môxe'eotsé'sestsé (vti)@
@take place of@|@he-vétsêhóve'tov (vta ai+o)@
@take place thus@|@hesóotse (vii)@
@take SB across@|@hóxoveotseh (vta)@
@take SB home@|@hóo'ôhtséh (vta)@
@take SB off the stove@|@onóvâho'h(n) (vta)@
@take SB there@|@tsêhe'ôhtseh (vta), tsêhe'oohé'tov (vta)@
@take SB there (by vehicle)@|@hetó'en (vta rr)@
@take SB to@|@tsêhe'otseh (vta)@
@take SB to that place@|@nêhétâho'ó'h (vta)@
@take SB under a blanket@|@hestaná'évot (vta)@
@take SB's side@|@véstamaotsé'tov (vta), véstame'tov (mé't?) (vta)@
@take ST back and forth@|@hátôxóveohé'tá (vti)@
@take ST down@|@ávan (vti)@
@take ST for SB@|@hestanomóv (vta)@
@take ST from SB@|@hestanomev (vta)@
@take ST home@|@hóo'otsestsé (vti)@
@take ST of SB@|@hestanomóv (vta)@
@take ST out of the fire@|@onón (vti)@
@take ST out of the oven@|@évaonóná (vti)@
@take ST there@|@nêhe'otsestsé (vti), tsêhe'ôhtsestsé (vti), tsêhe'oohé'tá (vti)@
@take ST to@|@tsêhe'otsestsé (vti)@
@take ST to SB@|@ho'eotsêstov (vta)@
@take the lead running out@|@hóvaoohöva (vai)@
@take up SB@|@e'eotseh (vta)@
@take urgently@|@heseváen (vti)@
@take your coat off!@|@né'seéstse'henâtse (voc)@
@take your coat off! (pl addressee)@|@né'seéstse'hena (voc pl)@
@take your shoes off!@|@né'tó'êstse (voc)@
@taken from mother: be ~@|@hestanóvohe (vai)@
@takes his time: he ~@|@énonáohtahe (vai)@
@takes pity on people: he ~@|@énêševátsêstahe (vai)@
@taking a bath: he is ~@|@étoo'hame (vai)@
@taking bride's presents to bride's family@|@hóo'otsêstómanestôtse (ni nom)@
@taking care of him: he is ~@|@évovóhnêhešeho (vta)@
@talk@|@amónová (vai), éestseotse (vai), éestséstôsané (vai), éestsestôtse (ni), éestséstová (vai), ne'hónová (vai), ónová (fai)@
@talk a lot about SB@|@háonová'tov (vta)@
@talk about people@|@totóxêsetanevá (vai)@
@talk about SB@|@totóxem (vta)@
@talk about ST@|@totóxestá (vti)@
@talk at the same time: all ~@|@mâhónová (vai)@
@talk back@|@nonó'está (vai)@
@talk back to SB@|@nonó'êstáoohé'tov (vta)@
@talk backwards@|@éva'sénestse (vai)@
@talk dirty@|@nêxónetamó'ané (vai), xónetameéestsé (vai), xôxôhénetamó'ané (vai), xôxónetamó'áne (vai)@
@talk dirty (variation)@|@xónetamó'ané (vai)@
@talk filthy@|@xónetameéestsé (vai)@
@talk filthy to SB@|@xónetamem (vta)@
@talk good about SB@|@pêhévo'ót (vta)@
@talk good to SB@|@popêhévem (vai)@
@talk in a loud voice@|@tâhpe'e'hahe (vai)@
@talk in symbols@|@hetomoosane'hane (vai)@
@talk in weepy voice@|@omómene'hahe (vai)@
@talk language differently@|@nétâhévenestse (vai)@
@talk loud and fast@|@onotovónová (vai)@
@talk loudly@|@háahpe'ónová (vai), nêhpe'onová (vai), tâhpe'ónová (vai)@
@talk on telephone@|@aseéestse (vai)@
@talk SB into ST@|@éstavan (vta)@
@talk sense to SB@|@oné'evám (vta)@
@talk so much one fails to note surroundings@|@vonónová (vai)@
@talk strange@|@otoésenestse (vai)@
@talk strangely@|@otoéstó'ané (vai)@
@talk thus about SB@|@hetotóxeoné'tov (vta rr)@
@talk while asleep@|@otoésenome (vai)@
@talk worthlessly@|@kánomó'ané (vai)@
@talk: know how to ~@|@nôhtóvenestse (vai)@
@talk: start to ~@|@aseéestse (vai)@
@talkative@|@háónóváhe (p)@
@talkative: he is ~@|@éháónóva (vai)@
@talkative: overly ~@|@asêséeneehévâhtsená'héhe (na)@
@talked him into it: he ~@|@ééstavanóho (vta)@
@talking bad: he's ~@|@éhávêsévó'áne (vai)@
@talking: sit ~@|@ne'hónovaa'e (vai)@
@Talks While Going Woman@|@Éestséóhtsé'e  (pn)@
@tall@|@tsêhe'êst- (i)@
@tall (of a tree): it is ~@|@éháa'êstó'ohe (vai)@
@tall (trees certain other plantsturnips): be ~@|@hátaa'êstó'ohe  (vai)@
@tall and skinny: he's ~@|@ésóhkomahe (vai)@
@tall and slender: be ~@|@tsêhe'êsêsóhkomahe (vai)@
