@English@|@Laotian@
@someone@|@ບາງຄົນ, ບຸກຄົນໃດບຸກຄົນນຶ່ງ@
@someplace@|@ບາງບ່ອນ@
@something@|@ສິ່ງໃດ, ສິ່ງໃດສິ່ງຫນື່ງ, ສິ່ງໃດສິ່ງໜື່ງ, ບາງສິ່ງ, ບາງຢ່າງ, ບາງຢ່າງ, ລາງຍາງ, ອັນສັງ@
@something foreign@|@ຂອງນອກ@
@Something happened@|@ມີແນວເປັນໄປ@
@something protruding@|@ເກ່ເດ່@
@something soft which hardens@|@ກືດື່@
@something which hangs down@|@ຍອຍ@
@sometime@|@ບາງເວລາ@
@sometimes@|@ດ້າມເທື່ອ, ບາງຄັ້ງ, ບາງຄັ້ງບາງຄາວ, ບາງຄາວ, ບາງເທື່ອ, ລາງເທື່ອ@
@somewhere@|@ທີ່ໃດທີ່ນຶ່ງ, ບາງແຫ່ງ@
@somewhere here@|@ແຖບນີ້, ແຖບນີ້@
@somewhere there@|@ແຖບນັ້ນ@
@son@|@ສຸຕະ, ດະນຸດ, ບຸດ, ບຸດຕາ, ລູກກະແຈ, ລູກຊາຍ@
@son of the king@|@ພະຣາຊບຸດ, ພະຣາຊໂອຣົມ@
@son of the soil@|@ລູກຊາວໄຮ່ຊາວນາ@
@son of the sun@|@ໂຄບຸດ@
@son of victory@|@ໄຊຍະວົງ@
@song@|@ກອນລຳ, ບົດເພງ, ບົດເພງ, ເພງ@
@son-in-law@|@ຊາດາ, ຊາດອນ, ລູກເຂີຍ@
@sonorous@|@ສຽງທອງ, ວັງເວງ@
@sonorous sound@|@ແປ່ງໆ@
@sons of the same mother@|@ໂສທອນ@
@soon@|@ນ້ອຍບໍ່ຊ້າ, ໃນບໍ່ຊ້ານີ້, ໃນມໍ່ໆ ນີ້@
@Soon@|@ມອກ@
@soon after@|@ຊ້າບໍ່ນານ, ຢູ່ບໍ່ນານ, ຢູ່ມາບໍ່ນານ@
@sooner or later@|@ບໍ່ຊ້າກໍໄວ, ບໍ່ວັນໃດກໍ່ວັນນຶ່ງ@
@soot@|@ຂະເມົ່າ, ຂີ້ຂະເຫມົ່າ, ດິນຫມໍ້, ດິນໝໍ້, ມະສິ@
@soot on a pot@|@ມິນຫມໍ້@
@soot; strings of soot@|@ງ້ອງແງ້ງຫິ້ງ@
@soothe@|@ການຂົ່ມໃຈ, ກ່ອມຂວັນ, ກ່ອມໃຈ, ປະເລົ່າປະໂລມ, ປອບຈິດປອບໃຈ, ປອບໂຍນ@
@soprano@|@ສຽງສູງ (ຍິງ)@
@soprano violin string@|@ສາຍເອກ@
@sopu@|@ແກງ@
@sorage charge@|@ຄ່າເຝົ້າດູແລຮັກສາ@
@sorcerer@|@ປົງຄາຍ@
@sorceress@|@ແມ່ມົດ, ແມ່ມ໊ອນ@
@sorghum@|@ເຂົ້າຟ່າງ, ເລືອຍ@
@sorrow@|@ຄວາມເສຍໃຈ, ໂສກາດຸນ, ໂສກາໄລ, ໂທມະນັດ, ປະຣິເທວະ, ລະກຳ, ວິບາກ, ວິບາກຍາກແຄ່ນ@
@sorrow at the realization of the degeneracy of the age@|@ທັມມະສັງເວດ@
@sorrowful@|@ເສົ້າໃຈ@
@sort@|@ສິ່ງ, ຊະນິດ, ເຊີງ, ແນວ, ປະການ, ປະເພດຂອງນາມ, ຢ່າງ, ວັນນະ, ວັນນະ, ວິກັດ@
@sort of chinaroot or sarsaparilla vine whose rhizome is use medicinally@|@ຢາຫົວ@
@sort of click beetle@|@ຕົດສູດ@
@soul@|@ຂວັນ, ຈິດ, ດວງວິນຍານ, ຜີຂວັນ, ວິນຍານ, ອັດຕະ@
@Soul@|@ມິ່ງຂວັນ@
@soulles@|@ອະນັດຕາ@
@soulless@|@ອະວິນຍານ@
@sound@|@ສັດທະ, ສຸຕິ, ສຽງ, ອະພິທາ, ອັກຂະຣະ, ອັກສອນ@
@sound (as of footsteps)@|@ທ່ວມໆ@
@sound a horn@|@ບີບແກ@
@sound as of an object dropping into the water@|@ສ່ວນ@
@sound depth of water@|@ຢັ່ງນ້ຳ@
@sound expressing amazement@|@ໂຢ້ວ@
@sound like a child trying to talk or a bird twittering@|@ຈອດໆ@
@sound like that of rain falling on the roof@|@ທົມໆ@
@sound made by a hen calling chicks@|@ກຸກ@
@sound of a dog gulping food@|@ກົ້ບ@
@sound of a firing gun@|@ໂປ້ງ@
@sound of a giggle@|@ຄິກໆ@
@sound of a gong@|@ໂມ່ງ, ຮຸ່ຍ@
@sound of a gong sound@|@ສຽງຄ້ອງ@
@sound of a horse swishing his tail or sound of constant light rain@|@ແຊະໆ@
@sound of a large metal object dropping@|@ປິ່ງ@
@sound of a motorbike@|@ແປ້ດ@
@sound of a puff of air@|@ປູດໆ@
@Sound of a small gong@|@ມ່ອງ@
@sound of a wooden clapper@|@ປຸ່ງໆ@
@sound of along drum@|@ທື່ງ@
@sound of beating a two-faced drum@|@ປຶດປຶງ@
@sound of breathing during sleep@|@ສອດໆ@
@sound of crying@|@ສຽງຮ້ອງໄຫ້@
@sound of cutting@|@ຈົ້ວະ@
@sound of distant thunder@|@ຮື່ນໆ@
@sound of dropping water@|@ຈ້ອກ@
@sound of firing@|@ສຽງປືນ@
@sound of fish hitting the surface of water for food@|@ບົວະ@
@sound of food being munched@|@ຈັບໆ@
@Sound of laughter@|@ຮາ@
@sound of low voice@|@ຊາບໆ@
@sound of music@|@ສຽງດົນຕຣີ@
@sound of rage or surprise@|@ກ້າກ@
@sound of snapping (as of breaking a twig)@|@ເກາະ@
@sound of snoring@|@ໂທດໆ@
@sound of sobbing@|@ຊຶກ, ຊຶກໆ@
@sound of splashing made by walking into water@|@ຈ້ວມ@
@sound of steel on steel: bang!@|@ປັ່ງໆ@
@sound of sucking or breathing@|@ຊຸດຊາດ@
@sound of the gasp of a dying creature@|@ກື້ກໆ@
@sound of the wind@|@ໂວ່ໆ@
@Sound of thunder grumbling@|@ຮ່ວນ@
@sound of water pouring into a bamboo container@|@ໂຈ້ກ@
@sound of wind blowing@|@ຊຸ່ຍ@
@sound of wood breaking@|@ໂກ໊ະ@
@sound out the truth@|@ຢັ່ງເບິ່ງຄວາມຈິງ@
@sound suggestive of water falling@|@ທາດໆ@
@sound used to call pigs@|@ຕຸ່ຍໆ@
@sounded by the wing@|@ກະດິງຫ້າວ@
@sounding line@|@ລູກດິ່ງ@
@sounds such as that made when pulling a post from the mud@|@ໂກ້ດ@
@soup@|@ນ້ຳແກງ, ນ້ຳສຸບ@
@soup made with large Chinese noodles@|@ກ໋ວຍຕວຍນ້ຳ@
@soup made with taro leaves@|@ແກງບອນ@
@soup spoon@|@ບ່ວງຕັກແກງ@
@sour@|@ສົ້ມ, ບູດ, ປ້ຽວ@
@sour dish of dried fish@|@ສ້າ@
@sour leaf@|@ກະໂດນ@
@sour milk@|@ທະທິ@
@sour papaya dish@|@ຕຳຫມາກຮຸ່ງ@
@sour pork dish@|@ແໜມ@
@sour soup made with tamarind@|@ແກງສົ້ມ@
@sour taste in one’s mouth@|@ປ້ຽວປາກ@
@source@|@ສະມຸໄທ, ບໍ່@
@source of evil@|@ອະກຸສົນລະມູນ@
@source of information@|@ສື່ສຳພັນ@
@source of stream@|@ຍອດນ້ຳ, ຍອດຫ້ວຍ, ຕົ້ນນ້ຳ@
@source of wisdom and goodness@|@ຄຸນ້ຳກ້ອນ@
@south@|@ທາງໃຕ້@
@South@|@ໃຕ້, ທິດໃຕ້@
@South China@|@ນ່ານ@
@South east@|@ທິດອາຄະເນ@
@South Vietnam@|@ແກວໃຕ້@
@southeast@|@ບຸບພະທັກຂິນ@
@Southeast Asia Treaty Organization@|@ສົນທິສັນຍາປ້ອງກັນເອເຊຍຕະເວັນອອກສຽງໃຕ້@
@southerly@|@ສຽງໃຕ້@
@Southern Cross@|@ດາວສະມໍ@
@southern region@|@ພາກໃຕ້@
@southerner@|@ຊາວໃຕ້@
@southward@|@ທັກຂິນາບົດ, ທັກສິນະທິດ, ທາງໃຕ້@
@souvenir@|@ຂອງທີ່ລະລຶກ, ທີ່ລະລຶກ, ຣະລຶກ, ອະນຸສອນ@
@sovereign@|@ເຈືອງ, ເຈື່ອງ, ນະຣະບໍດີ, ວິພູ@
@sovereignty@|@ຊານະຣາດ, ອະທິປະໄຕ, ອະທິປະໄຕເຫນືອ ແຜນດິນ@
@soverign@|@ຂັດຕິຍະ@
@sow@|@ກ້າແກ໋ນ, ຫວ໋ານກ້າ@
@sow seed@|@ຕົກກ້າ@
@sow seeds of distrust@|@ສໍ່ພິລຸດ@
@soy bean@|@ຖົ່ວເຫລືອງ, ຖົ່ວເຫຼືອງ@
@soy sauce@|@ເຕົ້າຈ້ຽວ@
@soya@|@ຖົ່ວເຫລືອງ, ຖົ່ວເຫຼືອງ@
@Soya milk@|@ເຕົ້າຮູ້@
@space@|@ກາງຫາວ, ໃນລະຍະ, ເປັນຫວັດ, ອະວະກາດ@
@spacious@|@ວິສານ, ວິດຕະຖານ@
@spade@|@ກະຈອມປ້ອງ@
@spakling@|@ພາຍໆ@
@spangle@|@ຖິ້ມເຮັ່ຍຮວາຍ@
@spanning a stream@|@ຈິບ@
@spar@|@ສວນມັດ@
@spare part@|@ເຄື່ອງອາໄຫລ່, ເຄື່ອງອາໄຫຼ່, ອະໄຫລ່@
@spare someone’s feelings (slang)@|@ຈົ່ງຫນ້າຈົ່ງຕາ, ຈົ່ງໜ້າຈົ່ງຕາ@
@spark@|@ແສງປະກາຍ, ປະກາຍ, ໄຟກະເດັນອອກ, ລູກໄຟ@
@spark as a rocket before take off@|@ຊຸ@
@sparkle@|@ສ່ອງແສງຍິບໆ, ແດດອ່ອນ, ປະກາຍ, ມາບ@
@sparkling@|@ແສງຍິບໆ, ຍັບໆ, ພາວແພວ, ມຽງໆ, ເມົ້າໆ, ວາວແວວ@
@sparks@|@ດອກໄຟ@
@Sparring partner@|@ຄູ່ຊ້ອມມວຍ@
@sparrow@|@ກະຈອກ, ນົກກະຈອກ, ນົກຈອກ@
@sparrow hawk@|@ນົກແຫລວກະຈອກ@
@sparse@|@ເບົາບາງ@
@sparse eyebrow@|@ຄິ້ວບາງ@
@spatula@|@ໄມ້ກະດ້າມ, ໄມ້ດ້າມ@
@spawner@|@ປາແມ@
@speak@|@ກາບທູນ, ກາວວຽນ, ຂານ, ເຈີ່ຍ, ຈັນຈາ, ຊົງປາໄສ, ດຳຣັດ, ຕ້ານ, ປາໄສ, ເຜີຍວາຈາ, ພູດ, ພູດຈາ, ພູດຈາປາໄສ, ອະພິປາຍ, ອະພິປາຍ@
@speak (obsolete)@|@ຈາ@
@speak a foreign language@|@ສົ່ງພາສາ@
@speak about@|@ກ່າວ, ກ່າວດ້ວຍ, ກ່າວຮ້າຍ, ລຳພັນ@
@speak bitingly@|@ເກາະແກະ@
@speak continuously of something@|@ຈັງຫາ@
@speak effectively@|@ຄຸຍເກັ່ງ@
@speak equivocally; make a play on words@|@ສຳບັດສຳນວນ@
@speak evasively@|@ເວົ້າອ່ອມຄ່ອມ@
@speak for@|@ເປັນປາກສຽງໃຫ້@
@speak for some (as a lawyer)@|@ແກ້ຕາງ@
@speak frankly@|@ຕອກຫນ້າ@
@speak heedlessly@|@ປາກເບົາ, ປາກເບົາ@
@speak honestly@|@ພູດຈາສັດຊື່@
@speak ill of@|@ກ່າວອ້າງ, ສັບສໍ່, ຍຸບຍອບ, ນິນທາ@
@speak ill of behind the back@|@ນິນທາລັບຫລັງ@
@speak incoherently or indistinctly@|@ລໍ້ແລ້@
@speak indirectly about@|@ລຽບຄຽງ@
@speak ironically or sarcastically@|@ຖາກຖາງ@
@speak magic incantations@|@ເສກ@
@speak nastily@|@ປາກຮ້າຍ, ປາກຮ້າຍ@
@speak of@|@ທ້ວງ, ເວົ້າເຖິງ@
@speak on the subject of@|@ຄຸຍກັນເຖິງ@
@speak out@|@ເປ່ງ, ລັ່ນວາຈາ@
@speak pleasingly@|@ເວົ້າເອົາໃຈ@
@speak sarcastically@|@ສຽດສີ@
@speak sharply@|@ປາກຄົມ, ປາກຄົມ@
@speak shrewdly@|@ພູດຈາຫລັກແຫລມ@
@speak solemly@|@ທຳເອົາການເອົາງານ@
@speak straightforwardly@|@ເວົ້າຢ່າຕົງໄປຕົງມາ@
@speak unclearly@|@ປາກຂອດ, ປາກຂອດ@
@Speak well but do evil@|@ມືຖືສາກປາກຖືສິນ@
@speak with a hundred tongues@|@ຮ້ອຍລີ້ນ@
@speaker@|@ກະຖຶກ, ປະທານສະພາ, ຜູ້ປາກ, ພາສົກ, ພານີ, ວາທີ, ວາທິນ, ວິທະຍາກອນ@
@speaking@|@ວະຈີກັມ@
@speaking trumpet@|@ກະບອກສຽງ@
@speaking truth@|@ສັດຈະວາຈາ@
@speaking unclearly@|@ກະຫນ້ອງກະແຫນ້ງ@
@speaks@|@ວາຈົກ@
@spear@|@ໂດມອນ, ປານິມຸກ@
@speared apart@|@ຍະອອກ@
@special@|@ພິເສດ, ພິຖີພິຖັນ, ວິ, ອະຕິເຣກ, ອະຕິເຣກ, ອະນັນສາທານ@
@special delivery letter@|@ຈົດຫມາຍດ່ວນ, ຈົດໝາຍດ່ວນ, ຈົດຫມາຍດ່ວນ, ຈົດໝາຍດ່ວນ@
@special grade@|@ຊັ້ນພິເສດ@
@special guest@|@ແຂກພິເສດ@
@special member@|@ສະມາຊິກພິເສດ@
@special news@|@ຂ່າວພິເສດ@
@special number@|@ສະບັບພິເສດ@
@special police@|@ຕຳຫລວດສັນຕິບານ@
@special work@|@ງານພິເສດ@
@specialist instructor (as in art sports science)@|@ຄູພິເສດ@
@species@|@ຊະນິດ, ຊາດ, ພ່ອງ@
@species of ceral grain resembling millet@|@ຂ້ວງ@
@species of toucan@|@ນົກກະແຊງ@
@specific@|@ເຈາະ, ເຈາະຈົງ, ສະເພາະເຈາະຈົງ, ປະຕິ, ປະຕິ, ປະຕິ@
@specifically@|@ເຈາະ, ສະເພາະ, ຢ່າງເຈາະຈົງ@
@specify@|@ສະເພາະ, ບັກແບ່ນ, ບົ່ງໄວ້@
@specimen@|@ສະບັບ, ສະບົບ, ຕົວຢ່າງ@
@speckled@|@ກະດ່າງກະດວາ, ສະພະລະ@
@spectacle@|@ທັດສະນະການ@
@spectacles@|@ສະຫລອງພະເນດ@
@speculate about a corpse@|@ປົງສັງຂານ@
@speech@|@ການປາກເວົ້າ, ຄາລົມ, ຄຳກ່າວ, ຄຳຈາ, ສັດທະ, ສຸນທອນພົດ, ໄຕວັດ, ໄຕວັດຕະ, ປາໄສ, ປາຖະກະຖາ, ລົມປາກ, ວະຈີກັມ, ວັດຈະນະ, ວັດຈະນັງ, ວັດຊະ, ວາຈາ, ວາຈາຄວາມ, ວາທະ, ວານີ, ໂວຫານ@
@speech delivery@|@ການກ່າວຄຳປາໄສ@
@speech of a leader@|@ຄຳຖະແຫລງ, ຄຳຖະແຫຼງ@
@speech or manner indicating discontent@|@ເງິກໆ@
@speech remark@|@ຄຳປາໃສ@
@speech worthy of being spoken@|@ເສົາວະນະນີ@
@speechless@|@ສຸດສົບສຸດປາກ, ເວົ້າບໍ່ອອກ, ອັດອັ້ນຕັນໃຈ@
@speed@|@ຄວາມໄວ, ຊະວະນະ@
@speed in racing@|@ສີຕີນ@
@speed up@|@ຂ້ຽວຂັບ@
@speed up the work@|@ເຮ່ງວຽກ@
@Speedboat@|@ເຮືອເຣວ, ເຮືອໄວ@
@speedometer@|@ເຄື່ອງວັດຄວາມໄວ@
@speedy@|@ຂ່ຳຂຽວ, ຊະວະ@
@spell@|@ກະຖາ, ກະຖາສົລເຄາະ, ສະກົດຄຳ, ຟ້ອງໃສ່@
@spell out@|@ຂະຫຍາຍຄວາມ@
@speller@|@ແມ່ອັກຂະຣະ@
@spelling@|@ການສະກົດຄຳ, ສັງໂຍກ, ຕົວສັງໂຍກ@
@spelling book@|@ແມ່ອັກຂະຣະ@
@spelling system in Kang@|@ແມ່ກັງ@
@spend@|@ຈັບຈ່າຍ, ຈ່າຍ, ຊະວ່ານ, ໃຊ້, ໃຊ້ຈ່າຍ, ໃຊ້ຊັບ, ໃຊ້ຊັບ, ໂພຄະ, ໂພຄະ@
@spend a day@|@ຮາມມື້@
@spend for@|@ຊຳລະ@
@spend the legs@|@ຍະຂາ@
@spend the night@|@ຄ້າງຄືນ, ບໍລິວາດ, ປະຣິວາດ, ແຮມຄືນ@
@spend the tight@|@ພັກແຮມ@
@spend too much time on@|@ທຸ່ມເທເວລາ@
@spent@|@ສຶກຫລໍ່, ສຶກຫຼໍ່, ວີຕະ@
@sperate@|@ແບ່ງ@
@spere@|@ທົງກົມ@
@sperm@|@ນ້ຳກາມ, ນ້ຳແບ້ນ, ນ້ຳອະສຸຈິ, ນ້ຳແບັນ@
@sphere@|@ດວງ, ມົນ@
@spiced@|@ລາບ@
@spices@|@ເຄື່ອງເທດ, ຜັກຫອມ@
@spider@|@ແມງມູມ@
@spider thread@|@ສາຍໄຍ, ໃຍ່ໆ@
@spilt@|@ແຕກແຫງ@
@spin@|@ເຂັມຫມຸດ, ປັ່ນ, ປິ່ນ, ເລັນ@
@spin a web@|@ຊັກໄຍ@
@spin cotton@|@ເຂັນຝາຍ, ປັ່ນຝ້າຍ@
@spin thread@|@ເຂັນຝ້າຍ@
@spinal cord@|@ໄຂສັນຫລັງ@
@spindle@|@ໄນຫລາ@
@spine@|@ກະດູກສັນຫລັງ, ກະດູກຫລັງ, ສັນຫລັງ, ສັນຫຼັງ, ດູກສັນຫລັງ, ດູກສັນຫຼັງ, ດູກຫຼັງ, ດູກຫລັງ@
@spines used to prevent entrance or exit@|@ຂວກ, ຂວາກ@
@spining-drum.@|@ອັກ, ອັກ@
@spinning-wheel@|@ກຽງ@
@spinster@|@ສາວໃຫຍ່, ນາງສາວແກ່@
@spiny bamboo@|@ໄຜ່ປ່າ@
@spiny fruit in clusters@|@ໂກ່ຍ@
@spiny shrub which grows on the banks of watercourses@|@ຂີ້ແຮດນ້ຳ@
@spiny shrub with a medicinal root@|@ຄັດເຄົ້າແກ້ວ@
@spiny vine with edible shoots@|@ເຂືອງ@
@spiny yellow eggplant@|@ເຂືອຂື່ນ@
@spiral@|@ຄວງກຽວ, ລານ@
@spirant@|@ຜິ່ວ@
@spirit@|@ຂວັນ, ຈິດ, ສາງ, ສວງ, ໄຕຈັກ, ໄທ້, ເປດ, ຜີ, ຜີຂວັນ, ມະໂນຈິດ, ວິນຍານ, ວິນຍານ, ອັດທະຍາໄສ@
@spirit bringing bad luck@|@ແມ່ຊວຍ@
@spirit house@|@ເທວາຄານ@
@spirit of an ancestor@|@ດ້ຳ@
@spirit of one who dies accidently@|@ຜີຕາຍຫູງ@
@spirit possessing fervent persons@|@ປະກັມ@
@spirit which is unable to be reborn@|@ເຜດ@
@spirit world@|@ເມືອງຜີ@
@spirited@|@ໃຈຮຶກເຫິມ@
@spirits@|@ເວຕານ@
@spirits of dead criminals@|@ອະສຸຣະກາຍ@
@spirits of the jungle@|@ຜີດົງ@
@spirits who eat excrement@|@ກະສີ@
@spiritual@|@ປະຈຳໃຈ@
@spiritual guide@|@ມັກຄະນາຍົກ@
@spiritual sadness@|@ຈິດຕະເວດທະນາ@
@spiritualism@|@ວິນຍານສາດ@
@spit@|@ຂາກ, ຂາກຂີ້ເທີ່, ຂາກນ້ຳລາຍ, ສຽບ, ເສມຫະ, ເສມຫະ, ຖຸຍ, ຖົ່ມ, ຖົ່ມນໍ້າລາຍ, ບ້ວນ, ພົ່ນນ້ຳລາຍ@
@spit blood@|@ຂາກເລືອດ@
@spit out@|@ຄາກ, ຄາຍເສັຍ, ພູ່ອອກ@
@spit out betel cud@|@ຄາຍຫມາກ, ຄາຍໝາກ@
@spit out food vomit@|@ຄາຍອາຫານ@
@spit out of the mouth@|@ຄາຍຖິ້ມ@
@spit out rice@|@ຄາຍເຂົ້າ@
@spittle@|@ຂາກຂີ້ເທີ່@
@spittoon@|@ກະໂຖ, ງ້ຽງ@
@splash@|@ທ່ວນ, ປຸ່ມ, ເຟືອດ, ຟົ້ງ@
@splash about@|@ລຸຍນຳ@
@splash in the mud@|@ລຸຍ@
@splash water@|@ສາດນ້ຳ, ດີດນ້ຳ@
@splash with mud@|@ເຮັດໃຫ້ຂີ້ຕົມຟົ້ງໃສ່@
@splashing@|@ແຊດ@
@splashing sound@|@ຕ້າມ@
@spleen@|@ຕັບມ້າມ, ມ໊າມ@
@splendid@|@ສະງ່າງາມ, ສະງ່າລາສີ, ໂສມສີ, ຜ່າເຜີຍ, ເລື່ອມໃສ, ວິໄລ, ຮຸ່ງເຮືອງ, ຮຸ່ງເຮືອງເຫລືອງເຫລື້ອມ@
