@English@|@Hmong@
@spray@|@ntsawj, tsuag, txau, txuam@
@spread@|@dav ntxiv, huam, huam, tseb@
@spread a table cloth@|@pua rooj@
@spread disease@|@kis@
@spread news or rumors@|@xyav@
@spring@|@caij nplooj ntoos hlav@
@spring up@|@dhia sauv, txhawv@
@sprinkle@|@nphoo, tsuag@
@sprinkling rain@|@tshia@
@sprint@|@khiav@
@sprout@|@tuaj, txhawv, yub@
@sprout from the ground@|@nthaw kaus@
@spy@|@neeg soj xyuas@
@squabble@|@sib cav, sib ceg@
@squad@|@ib pab tub ceev xwm@
@squad car@|@tsheb tub cheev xwm@
@squall@|@kob nag loj@
@squander@|@siv luam thuam@
@square@|@xwmfab@
@squash@|@nias, taub@
@squashed@|@zuav@
@squat@|@zaum khooj ywb@
@squawk@|@tsauj@
@squeal@|@qwj@
@squeeze@|@nyem@
@squeeze through a narrow place@|@txam@
@squint@|@hnya, tsom@
@squirm@|@nti nti nyob tsis taug@
@squirrel@|@nas ncuav@
@squirt@|@txau@
@stab@|@nkaug, nkaug, nplhos@
@stable@|@nkuaj, nyob tug yees, ruaj khov, tsis txav chaw@
@stack@|@pawg, pawv nplej@
@stack rice stalks for drying@|@lum nplej@
@stadium@|@chaw ntau pob@
@stage@|@sam thiaj, tej ntwb ntu ntawm lub neej@
@stagger@|@qaug@
@stainer@|@sab cib, sabcib, suab sib@
@stairs@|@theem ntaiv@
@stairway@|@ntaiv@
@stake for beans or peas@|@nreeg@
@stale@|@qub qub tsis nov qhab lawm@
@stalk@|@nyas@
@stall@|@nyuaj tsiaj, txob txhim tsis pub ua@
@stallion@|@txiv nees@
@stamina@|@muaj lub zog, muaj lub zog; thev taus ntev, thev taus ntev@
@stamp@|@daim nqi xa ntawv, siv zog tsuj@
@stand on one's toes@|@ncav taw@
@stand up@|@sawv nrug@
@standard@|@ib tus qauv, raws li txojcai@
@standard deviation@|@kev kawm tau sib txawv@
@standard error of measurement@|@qhov twv tau tshaj tau luv@
@standarized@|@muaj qauv, raws li txoj cai@
@stanza@|@ib qai, txwm@
@star@|@hnub qub, nub qub@
@starch@|@hmoov ntxhua khaub ncaws@
@starfish@|@ntses hnub qub@
@start@|@chiv ua tau, pib tau, pib ua@
@start to look for@|@pib nrhiav@
@startled@|@ceeb, ras@
@starve@|@tshaib plab@
@state@|@ceeb toom, hais, lav, xeem clan xeev teb@
@statement@|@lus ceeb toom@
@static@|@zoo li qub@
@station@|@tsev hav xwm police, tsev tos, tsev tub ceev xwm@
@stationary@|@nyob ruaj ruaj@
@stationery@|@ntawv sau@
@statistics@|@kev txheeb suav@
@statue@|@pej thuam@
@statue for worship@|@mlom@
@statute@|@cai lij choj@
@stay@|@nrog nyob, nyob, nyob ntawm no, tsis mus@
@steadily@|@tsis tshee@
@steady@|@khov kho, ntsoov, ruaj@
@steafast@|@ruaj nrees@
@steal@|@dag nqa khiav, nyiag@
@steam@|@hws, ncu@
@steam rice@|@cub mov@
@steam rolls@|@fawm kauv@
@steamed corn meal@|@mov kuam@
@steamer@|@tsu@
@steel@|@hlau, kab ntaus hlau@
@steep@|@ntseg, ntxhab@
@steer@|@phaws nyuj@
@steer bicycle@|@tsav@
@steer car@|@tsav@
@steering wheel@|@kauj@
@stem@|@kav paj, ko paj@
@stem of tree@|@kav@
@step@|@ib ruam, ib theem, ntaiv, qib, theem@
@step down@|@nqis ntaiv@
@step on@|@tsuj@
@step up@|@nce ntaiv@
@stepbrother@|@kwvtij tshiab@
@stepdaughter@|@ntxhais tshiab@
@stepfather@|@txiv tshiab@
@stepmother@|@niam tshiab@
@stepsister@|@muam tshiab@
@stepson@|@tub tshiab@
@sterile@|@huv heev, muaj menyuam tsis taus@
@sterilization@|@kev ua kom tsis muaj menyuam@
@stern@|@nyaum@
@stethoscope@|@mloog plawv mloog ntsws@
@stick@|@lo uake, naj, nrua, nrua, pas, qws@
@stick in@|@rhais@
@stick out@|@hlev@
@sticky@|@nplaum@
@sticky less@|@ntxheev@
@sticky rice@|@mov nplaum@
@sticky sap@|@zia@
@stiff@|@khov, tawv, tsuaj, txhav@
@stiff neck@|@txhav caj dab@
@still@|@tseem@
@stimulate@|@hnia, kov, noj, ua kom xav pom, ua muaj kom xav@
@stimulate (1)@|@thiab hnov@
@sting@|@plev@
@stinger@|@ple@
@stink@|@tsw phem@
@stir@|@do@
@stitch@|@xaws ib koob, xov ntxiv qhov mob@
@stock@|@khoom muag hauv khw@
@stock clerk@|@tub txib hauv tsev kab xwm@
@stockings@|@vuam txwv ntev@
@stockpile@|@khaws cia kom ntau, ntim txhab kom ntau@
@stomach@|@chaub, plab@
@stomach ache@|@kem plab, mob plab@
@stone@|@pob zeb me, zeb, zeb@
@stool@|@kwv teeb, tog@
@stoop@|@khoov@
@stop sign@|@phiaj nres@
@Stop: Children Crossing@|@Nres: me nyuam hla kev@
@storage box@|@phijxab@
@storage platform@|@nthab@
@store@|@ceev, cia, khaws cia tseg, khw muag khoom@
@store (1)@|@tsev muab khoom@
@storehouse@|@tsev rau khoom@
@stories@|@tshooj@
@storm@|@kob nag loj@
@story@|@dab neeg, lus dab neeg, lus dab neeg, txheej, zaj dabneeg@
@storyteller@|@hais dabneeg@
@stout@|@npag@
@stove@|@qhov cub@
@straight@|@ncaj, ncaj nraim, yiag@
@straight on@|@ntsoov@
@straighten@|@yeb@
@strain@|@lim, lim dej, siv zog ua haujlwm heev@
@strainer@|@sabcib@
@stranded@|@tso tseg@
@strange@|@txawv, txawv dua@
@stranger@|@qhua@
@strangle@|@zawm@
@strap@|@hlua khib@
@strategy@|@kev npaj qauv ua tejyam, tsws yim@
@straw@|@quav cab@
@strawberry@|@txiv pos nphuab@
@streak@|@ib txoj kab, khiav liab qab, mus ceev@
@stream@|@menyuam dej@
@street@|@kev, txoj kev@
@street sign@|@paib kev@
@streetlight@|@teeb ntawm tej kev@
@strength@|@lub zog loj, txawj ua, ua tau, zog@
@strengthen@|@ua kom khov ntxiv, ua kom muaj zog ntxhiv@
@strenuous@|@ua hauj lwm ncav heev@
@stress@|@hais qhov tseem ceeb, txhawj xeeb@
@stretch out@|@xyab@
@stretcher@|@tsej tsem, uas nqa tibneeg tsaug mob@
@strict@|@coj nrug@
@stride@|@tsho kaum tsuam loj loj@
@strike@|@kev ua kom tsis haum xeeb, thos, thos@
@string@|@hlua, txoj hlua, xov@
@string bean@|@taum ntev@
@string beans@|@taum ntev, taum qaib qua@
@strip@|@hle yus cov khaub ncaws, muab tas ntso cov khoom@
@strip (1)@|@ib kaj@
@striped@|@txaij@
@stripes@|@kab txaij@
@strive@|@siv zog@
@stroke@|@plhws@
@stroll@|@kev taug kev, taug kev ua si@
@strong@|@fwv, muaj ceem, muaj zog, tej lim@
@structure@|@qauv, tsim tsa@
@struggle@|@siv zog@
@stubble@|@quav nplej@
@stubborn@|@tawv ncauj@
@stuck@|@daig@
@student@|@tub kawm ntawv@
@study@|@kawm, kawm ntawv@
@stuff@|@khoom, ntsaw khoom@
@stuffed@|@hi@
@stumble@|@dawm, vau@
@stump@|@pob ntoo@
@stun@|@ras dheev@
@stupid@|@ruam, ruam tsis paub qab hau@
@sturdy@|@muaj zog, ruaj khov@
@sty@|@chaw nyob rau npua, mob rwj muag@
@style@|@tswvyim kev hais lus thiab ua@
@suave@|@ncauj lus zoo@
@subdue@|@kov yeej@
@subject@|@hom kawm, ntsiav lus sau hais txog@
@submarine@|@nkoj mus hauv qab thus@
@submerge@|@plov hauv dej@
@submit@|@muab rau, zwm@
@subordinate@|@uas muaj meejmom qis duab yus@
@subscribe@|@sau npe yuav@
@subsequently@|@tom qab@
@subsidize@|@pab nyiaj@
@substance@|@khoom, tej yam@
@substitute@|@sib hloov@
@substract@|@sib tsho@
@succeed@|@ua tas, ua tau zoo, ua tiav, vam@
@succeed (1)@|@tiav raws siab nyiam@
@success@|@ua tau, ua tau zoo@
@successful@|@muaj kev vam meej, ua tau li siab xav@
@succumb@|@tas ke cia siab@
@suck@|@nqus, ntxais, txhuav@
@sudden@|@tamsim ntwd@
@suddenly@|@dheev, tamsim ntawd@
@suds@|@npuag@
@sue@|@raug plaub, sib foob, xyuam phaj@
@suffer@|@raug txom nyem, txom nyem tshaib nqhis@
@suffering@|@siab ntevlong, txomnyem@
@suffix@|@suab xaus tom qab lo lus@
@suffocate@|@ua pa nyuab, ua tsis taus pa lawm@
@sugar@|@piam thaj@
@sugar cane@|@kab tsib@
@sugarcane@|@kab tsib@
@suggest@|@qhia rau, tawm tswv yim rau@
@suicide@|@txov tus kheej txoj sia, yus tua yus@
@suit@|@nplua, nplua, ris tsho loj, ris tsho xam koos@
@suitable@|@hum, tsim nyog@
@suitcase@|@hnab tawv rau khaub ncaws, thawv rau khaub ncaws@
@sulfur@|@lawj@
@sum@|@qhov tawm ntawm kev sib ntxiv@
@summarize@|@qhia txog lub ntsiab lus@
@summary@|@ntsiab lus@
@summer@|@caij ntuj kub, caij ntuj sov, caij sov@
@summer vacation@|@so haujlwm lub caij ntuj sov@
@summit@|@qhov ua siab tshaj@
@sun@|@hnub, lub hnub@
@sun glasses@|@tsom qhov muag thaiv hnub@
@sunburn@|@tshav kub, tshav ntuj kub hle tawv@
@sunday@|@Hnub Athiv, hnub xya, Vajtswv hnub@
@sundown@|@hnub poob, hnub poob, hnub tuaj@
@sunlight@|@hnub ci@
@sunny@|@tshav ntuj@
@sunrise@|@hnub poob, hnub tuaj@
@sunset@|@hnub liab ploog, hnub poob qho@
@sunshine@|@tshav ntuj@
@sunstroke@|@qaug tshav ntuj, tuag tshav@
@superficial@|@ces dag@
@superior@|@uas muaj meejmom siab dua yus@
@supermarket@|@tsev khw loj muag khoom noj, tsev loj@
@supervise@|@qhia ua@
@supper@|@pluag hmo uas loj@
@supplement@|@muab rau@
@supplies@|@khoom siv@
@supply@|@kev xa khoom, tu cua qhov twg tes ntxiv rau@
@support@|@kev pab, txheem@
@support with arms or hands@|@hwj@
@support with pole@|@txheem@
@suppose@|@kaj hais tias@
@sure@|@pom meej, pom tseeb@
@surely@|@muaj tseeb@
@surf@|@dej das@
@surface@|@sab nraum, sab saum npoo av, xem@
@surface of water@|@nplaim dej@
@surfing@|@caij txhiag dej@
@surgeon@|@kws phais neeg, thaj maum phais tibneeg@
@surgery@|@kev phais mob@
@surname@|@npe menyuam yaus@
@surplus@|@seem, tshaj@
@surprise@|@ua yam tsis ceebtoom kiag li@
@surprised@|@ras@
@surrender@|@kev nyoo, kev swb, nyoo, swb, tsa tes thov, zwm@
@surrounding@|@vij@
@survey@|@kev ntsuam xyuas, ntsuam xyuas@
@survive@|@nyiaj dhau, tiv dhau@
@suspect@|@hiam, nyaj@
@suspend@|@muab cia lwm lub sijhawm, tso ib ntus@
@suspended@|@rho tawm lawm, tshem tawm@
@suspense@|@kev paub tsis meej@
@suspension@|@raug tshem tawm, rho tawm@
@sustain@|@hais ntxiv, mus ntxiv@
@swallow@|@nqos@
@swamp@|@hav iav@
@swan@|@os dej dawb@
@swap@|@sib puav@
@swarm@|@ib pab, ntsauv@
@swat@|@npuaj@
@sway@|@co co@
@swear@|@cog, hais lus phem@
@sweat@|@hlws, nto hws, tawm fes@
@sweater@|@tsho ntaub tiv no, tsho plaub@
@sweep@|@cheb@
@sweet@|@qab, qab zib@
@sweet pomelo@|@qos liab@
@sweet potato@|@qab zib, qos yaj ywm@
@sweet potatoes@|@qos yaj ywm qab zib@
@sweet tooth@|@nyiam qab zib@
@sweetheart@|@hlub@
@swell@|@su@
@swelling@|@huam tuaj, o, o tuaj, xab@
@swelter@|@sov sov heev@
@swept away@|@tshoob@
@swift@|@ntxhee@
@swim@|@luam dej, ua luam dej@
@swimming pool@|@pas dej da, pas ua luam dej@
@swin suit@|@ris tsho da dej@
@swindle@|@dag lwj tug@
@swing@|@ua viav vias, viav@
@swing back and forth@|@ua viav vias@
@swing from side to side@|@yoj@
@swinging bridge@|@choj qev@
@swivel@|@tig@
@sword@|@ntaj@
@syllable@|@suab lus@
@symbol@|@yeem@
@sympathy@|@pab koj tu siab@
@syndrome@|@hom mob, hom tsis taus@
@synonym@|@lwm lo lus uas txhais tibyam@
@synthesize@|@coj los ua ke@
@synthetic@|@khoom cua@
@syringe@|@koob txhaj@
@system@|@hom kab ke@
@systematic@|@ua raws li tus qauv@
@table@|@rooj, rooj noj mov@
@table (1)@|@rooj txawb teeb vanity@
@tablecloth@|@ntaub pua rooj@
@tablet@|@ntawv sau, ntsiav@
@taboo@|@caiv@
@tabulate@|@ntxiv tag nrho, sam tag nrho@
@tackle@|@tsoo@
@tackle box@|@thawv ntim nuv ntse@
@tail@|@ko tw@
@tailor@|@kws txiav ris tsho@
@take@|@muab@
@take a bath@|@da dej@
@take a bit of food@|@kaug@
@take a bite@|@noj ib kaug@
@take a census@|@tebchaws txheeb tibneeg@
@take a pulse@|@seev tem tes@
@take the pulse@|@seev mem tes@
@talk@|@tham@
@tall@|@siab@
@tamarind@|@txiv quav miv@
@tangerine@|@txiv kab ntxwv me@
@tankful@|@ris txiaj@
@tape@|@daim kawlus@
@tape measure@|@khoom siv ntsuas@
@target behavior@|@tus cwj pwm yuav tau@
@taste@|@saj@
@tax@|@se@
@taxi@|@tsheb tav xis, tsheb tavxij, tsheb tavxij@
@tea@|@dej xas, tshuaj swm, tshuaj yej@
@tea kettle@|@hwj kais@
@teach@|@qhia ntawv, qhuab qhia@
@teach behavior@|@cob@
@teacher@|@nais khu, xib fwb qhia ntawv, xibfwb@
@team@|@ib pab, tej pab pawg neeg uas ua@
@teapot@|@lauj kaub rau ces@
@tear@|@ntuag, ua ntuag@
@tear apart@|@dua rhe@
@tear down@|@rhuav@
@tears@|@kua muag@
@tease@|@tawb uasi@
@teaspoon@|@rab diav kav fes@
@tedious@|@tsho@
@teenager@|@ntxhais hluas, tub hluas@
@teeth@|@hniav@
@telephone@|@xovtooj@
@telephone operator@|@neeg txuas xovtooj@
@telescope@|@yeeb yaj tsom@
@television@|@lub txais duab ua zog@
@tell@|@qhia, qhuab qhia@
@temper (1)@|@muaj kev npau taws@
@temperate@|@tsis kub tsis txias@
@temperature@|@cua kub cua txias, fuab cua kub txias@
@temple@|@tsev haujsam@
@temporary@|@ib ntus, tej lub caij, tsis ntev@
@tempt@|@ntxia@
@ten@|@kaum@
@ten cents@|@Npib 10 xee@
@ten thousand@|@Ib vam, meem@
@Ten Thousand Dollars@|@Nyiaj kaum txhiab daus las@
@Ten Thousand Dollars (1)@|@Nyiaj kaum phav daus las@
@tenacity@|@siab tawv, ua taus@
@tenant@|@neeg nyob tsev ntiav, neeg xaub tsev nyob@
@tend to@|@saib xyuas@
@tender@|@coj zoo, mos@
@tendon@|@leeg, leeg tuav nqaij nrog pob txha@
@tennis@|@ntaus pob tesniv@
@tennis shoes@|@khau ntaus pob@
@tense@|@ceeb, nruj, tshee@
@tent@|@tsev ntaub kaus, tsev pheebsuab@
@tentative@|@ceev faj@
@tenth@|@thib kaum@
@tenth grade@|@qib kaum@
@tepid@|@sov so@
@term@|@ib ntus, lo lus, lub caij, lub caij, sijhawm tuav num@
@terminate@|@kaw, xaus tsis muaj ntxiv lawm@
@terrarium@|@tsev rau tus tsiaj me@
@terrible@|@heev tas zog, phem heev, txaus ntshai@
@terribly@|@phem heev, ua luaj@
@terrific@|@zoo kawg li@
@terrify@|@hem, ntshai@
@territory@|@liaj ia tebchaws@
@terror@|@ntshai heev@
@test@|@kev sib tw kev txawj, qhov ntawv twv@
@testicles@|@noob qes@
@testify@|@pov thawj@
@testimony@|@kev povthawj@
@tetanus@|@mob txhav tes taw@
@text@|@zaj lus sau cia@
@textbook@|@phau ntawv nyeem@
@texture@|@daim ntauab ntxhib ntxhib, kev ntxhib los mos@
@Thai Hmong@|@Hmoob Thaib@
@Thailand@|@Tebchaw Thaib, Thaibteb@
@than@|@tshaj@
@thank@|@ua tsaug@
@Thank you@|@Ua koj tsaug, ua tsaug@
@Thank you.@|@Ua tsaug.@
@thanks@|@tsaug@
@Thanks for the ride.@|@Ua tsaug uas koj pab peb.@
@that@|@ntawd@
@That boy hit me@|@Tus tub ntawd ntau kuv@
@that dog over there@|@Tus nyuag aub ntawd.@
@That old woman over there@|@Tus niag pog laus ntawd@
@That picture is very pretty@|@Daim duab ntawd zoo nkauj heev@
@That shirt is red.@|@Lub tsho ntawd yog tsho liab.@
@thatch@|@nqeeb@
@That's called a pen@|@Hu ua cwjmem.@
@That's Father's shirt.@|@Lub ntawd yog kuv txiv lub@
@That's my aunt.@|@Tus tod yog kuv tus phauj.@
@that's right@|@yog@
@thau style@|@choj, pav txhwj@
@thaw@|@yaj@
@The boy is at the house@|@Tus menyuam tub nyob tom tsev@
@The gauge is on empty.@|@tag huv tibsi lawm., Tus koob qhia hais tias@
@the knife is sharp@|@tsab riam ntse@
@the last spasm before death@|@huam cheej@
@the left@|@sab laug@
@The meat is done@|@Nqaij siav lawm@
@The more the merrier.@|@Neeg coob haj yam zoo@
@The rice is done. Let's eat.@|@Mov siav lawm, pev cia li noj@
@the right@|@sab xis@
@The roads will dry off quickly@|@tej kev yuav qhuav sai.@
@theater@|@tsev ua yeeb yam@
@theft@|@tub sab@
@their@|@lawv li, nkawd@
@them@|@lawv@
@theme@|@hom phiaj, niam tswv yim@
@themselves@|@lawv pab lawv pawg, lawv tus kheej@
@then@|@ces, thiaj, thiaj li, txhiaj@
@theory@|@kev tshawb xav@
@therapy@|@kev kho, kev zaws ib ce, piv li kev kho mob@
@there@|@ntawm, ntawm, nyob ntawd, qhov tod, tim, tod, tom@
@there is@|@muaj@
@thermometer@|@tus ntsuas kub ntsuas ntxias@
@thermostat@|@ntsuas sov thiab txias@
@these@|@cov no, qhov no, tej no@
@they@|@lawv, nkawd@
@They are 3 for eighty cents@|@Peb tug yog yim caum xee.@
@They are asleep@|@Lawv tsaug zog tas lawm@
@They are not yet prepared@|@Lawv tseem tsis tau npaj tiav@
@They have all gone@|@Lawv tab nrho mus lawm o.@
@They have already aten@|@Lawv twb noj mov tas lawm@
@They sell for 30 cents each@|@Ib tug yog peb caug xee.@
@thick@|@nyeem, tuab@
@thick liquid@|@nyeem@
@thicken@|@nkoog@
@thief@|@tubsab@
@thigh@|@ncej puab, ncej qab@
@thin@|@nka, nyias, yuag@
@thin out@|@tshib@
@think@|@xav@
@think of@|@nco txog@
@think out@|@mem@
@thinking@|@xav@
@third@|@thib peb@
@third grade@|@qib peb@
@thirst@|@kev nqhis dej@
@thirsty@|@nqhis dej@
@thirteen@|@kaum peb@
@thirty@|@peb caug@
@this@|@qhov no, yam no@
@This a white shirt.@|@Lub no yog lub dawb.@
@This box is smaller than that@|@Lub phav no me dual lub ntawd.@
@This is called a book@|@Hu ua phau ntawv@
@this kind@|@yam no@
@this meal is delicious.@|@Cov zaub mov qab aus.@
@This meat is delicious@|@Yam nqaij no qab heev.@
@this month@|@lub hli no@
@this year@|@xyoo no@
@Thor clan name@|@Hmoob Thoj@
@thorax@|@hauv ntsob losis hauv siab@
@thorn@|@pos@
@thorns@|@pos@
@those@|@cov ntawd, cov tod, tej no@
@though@|@txawm yog@
@thought@|@kev xav@
@thoughtful@|@txawj xav@
@thousand@|@ib phav, ib txhiab@
@thre are@|@muaj@
@thread@|@xov@
@threat@|@hawv, yuav ua phem rau luag@
@threaten@|@hawv yuav ua phem rau luag, lus hawv@
@threatening hand gestures@|@hom@
@three@|@peb@
@three people@|@peb leeg@
@threfore@|@thiaj li, yog vim li ntawd@
@thrift shop@|@tsev muag khoom pheej yig, tsev muag khoom qub@
@thrive@|@vam@
@throat@|@caj pas, pob nqa, qa, qa, qhov qa, tsoj pas@
@throne@|@huav tais lub rooj saum@
@through@|@dhau, pib txog xaus@
@through out@|@tshwj tseg@
@throughout@|@txhua txhia qhov chaw@
@throw@|@laim, ntov, pov, txawb@
@throw a fit@|@tsias@
@throw away@|@cuam pov tseg@
@throw foward@|@pov@
@throw out@|@tshwj tseg@
@throw side-arm@|@laim@
@throw the head back@|@plim@
@throw underhand@|@cuam@
@throw up@|@ntuav@
@thrush@|@qhov ncauj tawm@
@thruway@|@txoj lev tshab plaws@
@thumb@|@ntiv tes zoo@
@thumb tip@|@taub teg@
@thunder@|@xob quaj@
@thursday@|@hnub plaub@
@tic@|@khom txhoj, txom khawv@
@tick@|@zuam@
@ticket@|@daim pib, daim pib mus thiab los, pib, pib@
@tickle@|@laum@
@ticklish@|@rhiab@
@tidy@|@zoo huv si@
@tie@|@caus, kas las vav, khi, txoj hlua ntaub vas cajdab@
@tie up@|@pav@
@tiger@|@tsov, tsov txaij@
@tight@|@ceev, nruj, zawm ceev@
@tighten@|@zoj@
@tights@|@ris zawm@
@tiles@|@vuas, vuas, vuas luaj@
@tilt@|@qaij@
@timber@|@cav ntoo@
@time@|@hnoob nyoog, hnub nyoog, sijhawm, zimtxwv@
@time (1)@|@sijhawm tsis ua dabtsi@
@time period@|@caij, sijhawm, yav@
@time-out@|@rho tawm kom siab nqig@
@times@|@ntau npaug, ntau zaug, zaus@
@timid@|@txaj muag@
@tint@|@zas@
@tiny@|@me me quav@
@tip@|@kev qhia me ntsis kom paub, ntsis, nyiaj pub dawb@
@tip of something@|@ntsis@
@tip over@|@nphau@
@tired@|@lim lim, nkees, nkees tshaj plaws, nkeex@
@tired of each other@|@sib dhuav@
@tired of it@|@dhuav@
@tired of waiting@|@nkeestos laj tos@
@tires@|@log tsheb@
@tissue@|@ntaub so ntswg, tej yam me me ua ke@
@title@|@ntawv pov thawj, zaj dabneeg lub npe@
@to@|@mus rau, rau, xa txog rau@
@to balance@|@sib npaug@
@to be@|@yog@
@to be a mistake@|@ua yuam kev@
@to be hurt@|@mob@
@to be ill@|@mob@
@to be mum@|@tsis hais lus@
@to be successfull@|@siv tau@
@to bear@|@thev@
@to believe@|@ntseeg@
@to bite@|@tom@
@to blister@|@sawv hlwv@
@to boil water@|@rhaub dej@
@to breathe@|@ua@
@to carry@|@nqa@
@to come@|@los, tuaj, tuaj[@
@to compare to@|@piv rau@
@to cook@|@ua@
@to cry@|@qua@
@to dig out@|@nthua@
@to do@|@ua@
@to do field work@|@ua teb@
@to drink@|@hau@
@to eat@|@noj, noj mov@
@to feel@|@xuas@
@to function@|@ua num@
@to go@|@mus@
@to guard@|@zov@
@to have@|@muaj@
@to have cold@|@khaub thuas@
@to have pity or compassion@|@khuv@
@to have the ability@|@txawj@
@to hoe out@|@nthua@
@to hold a grudge@|@cim tseg, nco ntsoov tseg@
@to know@|@pau, paub@
@to laugh@|@lua@
@to like@|@nyiam@
@to list@|@teev@
@to lose one's reputation@|@poob ntsej muag@
@to make@|@ua@
@to match@|@phim@
@to miss@|@nco@
@to paraphrase@|@muab hloov ua yus lus hais@
@to park@|@nres@
@to pet@|@plhw tus tsiaj@
@to play@|@ua si@
@to point@|@taw tes@
@to project@|@tswvyim npaj ua@
@to put on sash@|@sia siv@
@to reason@|@vim li cas@
@to reprimand@|@hnyos@
@to reside@|@nyob@
@to resign@|@tso tseg@
@to retreat@|@rov qab mus@
@to return@|@rov qab los@
@to roof house@|@vov tsev@
@to shut@|@qi@
@to sniff@|@hnia@
@to speak@|@hais@
@to spit@|@nti@
@to suck@|@ntsai@
@to swin@|@ua@
@to take a X-ray@|@thaij pabtxha@
@to the left@|@rau sab laug@
@to the right@|@rau sab xis@
@to think@|@sa@
@to toss@|@pov, txawb@
@to turn@|@le@
@to urinate@|@tso zis@
@to vindicate@|@ua tsis txhaum@
@to vomit@|@ntua@
@to walk@|@mu@
@to want@|@yuav@
@to wash@|@ntxuav@
@to yawn@|@rua@
@toad@|@qav kaws@
@toast@|@ci, tsa hob haus foom koob hmoo@
@tobacco@|@yeeb, yeeb tshuaj@
@today@|@hnub no@
@Today is the twentieth.@|@Hnub no yog hnub 20.@
@toe@|@ntiv taw, ntiv taw xoo, ntiv taw xoo@
@toenail@|@rau taw@
@together@|@ua ke@
@toilet@|@qhov quav, qhov viv, viv@
@toilet paper@|@ntaub hoob nab@
@toileting@|@kev tawm rooj@
@tolerance@|@kam rau ua, muab kev tso cai rau@
@tolerate@|@siv nyog@
@tomato@|@txiv les suav, txiv lws liab, txiv lws suav@
@tomatoes@|@txiv lws suav@
@tomb@|@qhov ntxa@
@tomorrow@|@tag kis, taskis@
@ton@|@nyhav ib toos, tuj@
@tone@|@laus, laus, suab@
@tongs@|@ciaj@
@tongue@|@mplai, nplaig@
@tonight@|@ib chim tsaus ntuj@
@tonsil@|@nru@
@too@|@tibyam@
@tool@|@cuabyeej@
@tool to dig holes@|@tuam txhob@
@tool to..@|@tuam txhob@
@tools@|@cuabyeej, lub cuab yig, qws-rauj, riam-txuas@
@tooth@|@hnia, hniav, kaus hniav@
@tooth root@|@hauvpaus hniav@
@toothache@|@mob hniav@
@toothbrush@|@txhuam hniav@
@toothpaste@|@tshuaj txhuam hniav@
@top@|@siab kawg nkaus, tuj lub@
@top of the foot@|@qaum taw@
@topic@|@npe ntawm zaj lus@
@topsoil@|@txheej av saum@
@torch@|@tsau@
@tornado@|@khaub lig cua, khaub zeeg cua@
@tortoise@|@vaub kib@
@torture@|@tsim txom@
@toss@|@da, nthee, nthee, nti, phov@
@toss back and forth@|@nti@
@tot@|@menyuam me@
@total@|@keev, tagnrho@
@touch@|@chwv, kov, kov raug, xuas@
@touch accidentally@|@nphoov@
@touch something accidentally@|@nphav@
@tough@|@tawv@
@tough grass used for roof@|@nqeeb@
@tour@|@ncig saib, ncig xyuas@
@Tourette's syndrome@|@hom mob khom txhoj, hom mob txom khawv@
@tourist@|@neeg mus ncig tebchaws@
@tournament@|@kev sib tw@
@tow@|@cab@
@toward@|@ncaj nqa rau, ncaj nraim rau@
@towel@|@phuam so cev@
@tower@|@pejthuam@
@town@|@nroog@
@toxic@|@tshuaj lom@
@toy@|@khoom menyuam ua si@
@toy top@|@tuj lub@
@trace@|@ib txoj lw, tej qhov cim tseg@
@trace (copy on paper)@|@kos raws txojkab@
@trace for using clue@|@taug lw@
@track@|@caum qab, chaw sib twv, neev taw, taug qab@
@track and field@|@khiav thiab sib xeem dhia@
@tractor@|@tsheb laij teb@
@trade@|@hom hawm, lag luam, luam, luam, pauv@
@trade places@|@txauv@
@tradition@|@dab neeg, kev lig kev cai, lus dab neeg, lus dab neeg@
@tradition (1)@|@hom kev cai thaum ub@
@traditional@|@tej kev lig kev cai@
@traditional Hmong ballad@|@txhiaj@
@traditional Hmong song@|@txhiaj@
@traditions@|@kwvhuam, kwvhuam, txwj laus@
@traffic@|@kev tsheb khiav mus los@
@traffic light@|@teeb kev tsheb khiav mus los@
@tragedy@|@sijhawm muaj kev tu siab@
@trail@|@kev me@
@train@|@cob, qhia, tsheb ciav hlau@
@training@|@kev qhia@
@trait@|@kev zoo losis phem@
@traitor@|@muab xov rau lwm tus, neeg ntxeev siab@
@trample@|@ntaug taw@
@trance@|@mooj@
@tranquil@|@yees@
@transfer@|@hloov mus, xa mus lwm qhov@
@transfer from one place@|@theej@
@transition@|@kev hloov lubnee, kev hloov mus, kev peem lub neej@
@translate@|@txhais, txiv lus@
@translation@|@kev txhais@
@translator@|@neeg txhais lus@
@transparent@|@pob tshab@
@transplant@|@hloov (hloov plawv, hloov raum)@
@transport@|@keb thaj xa, thauj@
@transportation@|@kev mus los, kev thauj mus los@
@trap@|@cuab, mag, mag, ntxiab, txhais, yej@
@trash@|@khoom pov tseg@
@trasition@|@kev hloov@
@trauma@|@kev ceeb ntshai, kev poob plig, mob si@
@traumatic brain injury@|@kev raug mob puas hlwb@
@traumatize@|@ceeb ntshai@
@traumatized@|@ceeb ntshai, poob plig, si@
@travel@|@kev taug kev, ncig teb chaws, taug kev@
@travel training@|@kev cob qhia mus los@
@tray@|@phaj nqa zaub mov, vab@
@tread@|@tsuj taw@
