@English@|@Irish Gaelic@
@turnstile@|@geata casta@
@turntable@|@caschlár@
@turpentine@|@tuirpintín@
@turquoise@|@turcaid@
@turret@|@túirín@
@turtle@|@turtar@
@tusk@|@starrfhiacail@
@tussle@|@gleic@
@tutor@|@teagascóir@
@tuxedo@|@casóg dinnéir@
@twang@|@streancán@
@tweed@|@bréidín@
@tweezers@|@pionsúirín@
@twelfth@|@dóú déag@
@twelve@|@dó dheag, dó dhéag@
@twentieth@|@fichiú@
@twenty@|@fiche@
@twice@|@faoi dhó, faoi dhó@
@twiddle@|@bheith ag méirínteacht le rud@
@twig@|@craobhóg@
@twilight@|@clapsholas@
@twin@|@cúplach@
@twin room@|@seomra dhá leaba@
@twine@|@sreangán@
@twinkle@|@drithligh@
@twirl@|@cas@
@twist@|@casadh@
@twit@|@bómán@
@twitch@|@tarraingt@
@two@|@dhá, dó@
@two door@|@carr dhá dhoras@
@two faced@|@Tadhg an dá thaobh@
@two hundred@|@dhá chéad@
@two people@|@beirt@
@two piece@|@culaith dhá bhall@
@twofold@|@faoi dhó@
@twosome@|@beirt@
@twoway@|@déthreo@
@tycoon@|@toicí@
@type@|@cineál@
@typeface@|@cló-éadan@
@typescript@|@clóscríbhinn@
@typewriter@|@clóscríobhán@
@typhoid@|@fiabhras@
@typical@|@samplach@
@tyrant@|@tíoránach@
@tyre@|@bonn@
@Tyrone@|@Tír Eoghain@
@ubiquitous@|@le fáil i ngach aon áit@
@udder@|@úth@
@ugh@|@ach@
@ugly@|@gránna@
@ulcer@|@othras@
@Ulster@|@Cúige Uladh@
@ulterior motive@|@aidhm fholaigh@
@ultimate@|@deireanach@
@ultrasound@|@ultrafhuaim@
@umbilial cord@|@sreang imleacáin@
@umbrella@|@scáth fearthainne@
@umpire@|@moltóir@
@umpteen@|@tá fiche scéal aige@
@unable@|@níl mé ábalta@
@unaccompanied@|@gan tionlacan@
@unaccustomed@|@ainchleachta@
@unanimous@|@d’aon ghuth@
@unarmed@|@gan arm@
@unashamed@|@mínáireach@
@unattached@|@gan cheangal@
@unattended@|@gan feighil@
@unattractive@|@míthaitneamhach@
@unauthorized@|@gan údarás@
@unavoidable@|@dosheachanta@
@unaware@|@aineolach ar@
@unawares@|@i ngan fhios@
@unbalanced@|@míchothrom@
@unbearable@|@dofhulaingthe@
@unbeatable@|@doshearaithe@
@unbeknown@|@gan fhios dom@
@unbelievable@|@dochreidthe@
@unbend@|@dírigh@
@unbiased@|@neamhchlaon@
@unborn@|@gan bhreith@
@unbreakable@|@dobhriste@
@unbroken@|@gan bhriseadh@
@unbutton@|@scaoil@
@uncalled for@|@neamhriachtanach@
@uncanny@|@diamhair@
@unceasing@|@gan staonadh@
@unceremonious@|@grod@
@uncertain@|@éiginnte@
@uncivilized@|@míshibhialta@
@uncle@|@uncail@
@uncomfortable@|@míchompordach@
@uncommon@|@neamhchoitianta@
@uncompromising@|@neamhghéilliúil@
@unconcerned@|@réchúiseach@
@unconditional@|@neamhchoinníollach@
@unconscious@|@gan mheabhair@
@uncontrollable@|@dosmachtaithe@
@unconventional@|@as an ngnáth@
@uncouth@|@cábógach@
@uncover@|@nocht@
@undecided@|@éiginnte@
@under@|@faoi@
@underage@|@faoi aois@
@undercharge@|@luach ró-íseal@
@undercoat@|@fochóta bunchóta@
@undercover@|@faoi rún@
@undercurrent@|@foshruth@
@undercut@|@díol nios saoire ná@
@underdog@|@íochtarán@
@underdone@|@cnagbhruite@
@underestimate@|@meas faoina@
@underfed@|@ar ghannchothú@
@underfoot@|@faoi chois@
@undergo@|@téigh trí@
@undergraduate@|@fochéimí@
@underground@|@iarnród@
@undergrowth@|@scrobarnach@
@underhand@|@calaoiseach@
@underlie@|@bheith mar bhonn ag@
@underline@|@cuir líne faoi@
@underling@|@íochtarán@
@undermine@|@toll faoi@
@underneath@|@thíos@
@underpaid@|@ar ghannphá@
@underpants@|@fobhríste@
@underpass@|@íosbhealach@
@underprivileged@|@faoi mhíbhuntáiste@
@underrate@|@duine a mheas faoina luach@
@undershirt@|@foléine@
@underside@|@taobh thíos@
@underskirt@|@fosciorta@
@understand@|@tuig@
@understatement@|@maolaisnéis@
@understood@|@tuighte@
@understudy@|@tánaiste@
@undertake@|@tabhair faoi@
@undertaker@|@adhlacóir@
@undertaking@|@gnóthas@
@undertone@|@cogar@
@underwater@|@faoi uisce@
@underwear@|@fó-éadaí@
@underworld@|@lucht meirleachais@
@underwriter@|@frithgheallaí@
@undies@|@fo-éadaí@
@undiplomatic@|@neamhchairéiseach@
@undo@|@leigheas@
@undress@|@bain díot@
@undue@|@iomarcach@
@undulating@|@droimneach@
@unduly@|@go hiomarcach@
@unearth@|@tochail as an talamh@
@uneasy@|@míshuimhneach@
@uneconomic@|@neamheacnamaíoch@
@uneducated@|@gan oideachas@
@uneering@|@gan earráid@
@unemployed@|@dífhostaithe@
@uneven@|@éagothrom@
@unexpected@|@gan choinne@
@unfailing@|@daingean@
@unfair@|@éagórach@
@unfaithful@|@mídhílis@
@unfamiliar@|@coimhthíoch@
@unfashionable@|@neamhfhaiseanta@
@unfasten@|@oscail@
@unfavourable@|@mífhabhrach@
@unfeeling@|@fuarchroíoch@
@unfinished@|@neamhchríochnaithe@
@unfit@|@neamhaclaí@
@unfold@|@oscail amach@
@unforgettable@|@dodhearmadta@
@unforseen@|@gan choinne@
@unfortunate@|@mífhortúnach@
@unfounded@|@gan bhunús@
@unfriendly@|@míchairdiúil@
@ungainly@|@liopasta@
@ungodly@|@antráthach@
@ungrateful@|@diomaíoch@
@unhappiness@|@míshonas@
@unharmed@|@slán@
@unhealthy@|@mífholláin@
@unheard of@|@gan iomrá@
@unhurt@|@slán@
@unidentified@|@gan aithint@
@uniform@|@éide@
@uninhabited@|@neamháitrithe@
@unintentional@|@neamhbheartaithe@
@union@|@aontas@
@unique@|@sainiúil@
@unison@|@d’aon ghuth@
@unit@|@aonad@
@unite@|@aontaigh, aontaigh@
@United Kingdom@|@An Ríocht Aontaithe@
@United Nations@|@Na Náisiúin Aontaithe@
@United States@|@Na Stáit Aontaithe@
@unity@|@aonad@
@universal@|@uilíoch@
@university@|@ollscoil@
@unjust@|@éagórach@
@unkempt@|@míshlachtmhar@
@unkind@|@míchineálta@
@unknown@|@gan aithne@
@unlawful@|@mídhleathach@
@unleaded@|@gan luadh@
@unleash@|@scaoil@
@unless@|@mura@
@unlike@|@neamhchosúi@
@unlimited@|@neamhtheoranta@
@unload@|@díluchtaigh@
@unlock@|@oscail@
@unlucky@|@mí-ámharach@
@unmarried@|@neamhphósta@
@unmistakeable@|@do-amhrais@
@unmitigated@|@cruthanta@
@unnatural@|@mínádúrtha@
@unnecessary@|@neamhriachtanach@
@unnoticed@|@gan aireachtáil@
@unobtainable@|@dofhaighte@
@unobtrusive@|@discréideach@
@unofficial@|@neamhoifigiúil@
@unorthodox@|@éagoiteann@
@unpack@|@folmhaigh@
@unpalatable@|@searbh@
@unpleasant@|@míthaitneamhach@
@unplug@|@bain an phlocóid@
@unpopular@|@míghnaíúil@
@unprecedented@|@gan macasamhail@
@unpredictable@|@taghdach@
@unprofessional@|@míghairmiúil@
@unqualified@|@neamhcháilithe@
@unquestionably@|@gan aon amhras@
@unravel@|@rois@
@unreal@|@bréagach@
@unreasonable@|@míréasúnta@
@unrelated@|@neamhghaolmhar@
@unrelentig@|@neamhthrócaireach@
@unreliable@|@neamhiontaofa@
@unremitting@|@gan stad@
@unreservedly@|@gan agús@
@unresst@|@anbhuain@
@unroll@|@leath amach@
@unruly@|@gan riail@
@unsafe@|@i mbaol@
@unsaid@|@rud a fhagáil gan rá@
@unsatisfactory@|@míshásúil@
@unsavoury@|@gránna@
@unscathed@|@slán sábháilte@
@unscrew@|@díscriúail@
@unscrupulous@|@gan scrupall@
@unsettled@|@míshocair@
@unshaven@|@gan bhearradh@
@unsightly@|@gan slacht@
@unskilled worker@|@oibrí neamhoilte@
@unspeakable@|@nach bhfuil insint béil air@
@unstable@|@éagobhsaí@
@unsteady@|@éadaingean@
@unstuck@|@scoitheadh@
@unsuccessful@|@mírathúil@
@unsuitable@|@mífhóirsteanach@
@unsure@|@éiginnte@
@untapped@|@gan saothrú as@
@unthinkable@|@nach féidir a shamhailt@
@untidy@|@trína chéile@
@untie@|@scaoil@
@until@|@go dtí@
@untimely@|@míthráthúil@
@untold@|@nar insíodh@
@untoward@|@as cosán@
@unused@|@úr nua@
@unusual@|@neamhghnách@
@unveil@|@nocht@
@unwanted@|@gan iarraidh@
@unweildy@|@liobarnach@
@unwelcome@|@nach bhfuil fáilte roimhe@
@unwell@|@tinn@
@unwind@|@díchorn@
@unwise@|@díchéillí@
@unwitting@|@neamhfheasach@
@unworkable@|@nach féidir a chur i bhfeidhm@
@unwrap@|@bain an clúdach de@
@unwritten@|@neamhscríofa@
@up@|@chuaigh sé suas an staighre@
@up and coming@|@a bhfuil gealladh faoi@
@up to date@|@nua aimseartha@
@upbringing@|@oiliúint@
@update@|@leasaigh@
@upgrade@|@athchóirigh@
@upheaval@|@mórathrú@
@uphill@|@i gcoinne an aird@
@uphold@|@cumhdaigh@
@upholstery@|@cumhdach@
@upkeep@|@cóiriú@
@upon@|@ar@
@upper@|@uachtarach@
@upper class@|@uasaicmeach@
@uppermost@|@is airde@
@upright@|@ina sheasamh@
@uprising@|@éirí amach@
@uproot@|@stoith@
@upset@|@suaitheadh@
@upshot@|@deireadh@
@upside down@|@bunoscionn@
@upstairs@|@suas an staighre@
@upstart@|@fáslach@
@upstream@|@in aghaidh an tsrutha@
@uptake@|@bheith maith@
@uptight@|@ar tinneall@
@upturn@|@athrú@
@upward@|@suas@
@urban@|@uirbeach@
@urbane@|@síodúil@
@urchin@|@garlach@
@urge@|@fonn@
@urgency@|@práinn@
@urgent@|@práinneach@
@urinal@|@fualán@
@urine@|@fual@
@urn@|@próca@
@us@|@muid, sinne@
@use@|@úsáid@
@useless@|@gan mhaith@
@user friendly@|@cúntach@
@usher@|@uiséir@
@usherette@|@banghiolla@
@usual@|@coitianta@
@usually@|@de ghnáth@
@utensil@|@acra@
@uterus@|@broinn@
@utility@|@fóntas@
@utility room@|@seomra áise@
@utmost@|@as cuimse@
@utter@|@iomlán@
@u-turn@|@iompú@
@vacant@|@folamh@
@vacate@|@éirigh as@
@vacation@|@saoire@
@vaccinate@|@vacsaínigh@
@vacuum@|@folús@
@vacuum cleaner@|@folúsghlantóir@
@vagina@|@faighin@
@vagrant@|@ráigí@
@vague@|@éiginnte@
@vain@|@díomhaoin@
@valentine@|@vailintín@
@valley@|@gleann@
@valour@|@crógacht@
@value@|@luach@
@value added tax@|@cáin bhreisluachavalve, comhla@
@van@|@veain@
@vandal@|@loitiméir@
@vanguard@|@urgharda@
@vanilla@|@fanaile@
@vanish@|@téigh as radharc@
@vanity@|@díomhaointeas@
@vantage point@|@ionad maith@
@vapour@|@gal@
@variance@|@gan a bheith ag teacht le@
@varicose veins@|@féitheacha@
@variety@|@cineál@
@variety show@|@ilsiamsa@
@varnish@|@vearnais@
@vary@|@athraigh@
@vase@|@vása@
@vaseline@|@veasailín@
@vast@|@mór as cuimse@
@vat@|@dabhach@
@VAT@|@cáin bhreisluacha@
@Vatican@|@An Vatacáin@
@vault@|@boghta@
@VDU@|@aonad amharcthaispeána@
@veal@|@laofheoil@
@veer@|@claon@
@vegetable@|@glasra@
@vehement@|@tréan@
@vehicle@|@feithicil@
@veil@|@fial@
@vein@|@féith@
@velvet@|@veilbhit@
@vending machine@|@meaisín díola@
@veneer@|@athchraiceann@
@venereal disease@|@galar veinéireach@
@venetian blind@|@dallóg lataí@
@vengeance@|@díoltas@
@venison@|@fiafheoil@
@venom@|@nimh@
@ventilator@|@aerálaí@
@ventriloquist@|@bolgchainteoir@
@venture@|@fiontar@
@venue@|@láthair@
@verb@|@briathar@
@verbal@|@briathartha@
@verbatim@|@litriúil@
@verdict@|@breith@
@verge@|@imeall@
@verify@|@fíoraigh@
@vermin@|@míolra@
@vermouth@|@fíon mormónta@
@versatile@|@ildánach@
@verse@|@filíocht@
@versus@|@in aghaidh@
@vertical@|@ingearach@
@vertigo@|@meadhrán@
@verve@|@spreacadh@
@very@|@an iontach@
@vessel@|@soitheach@
@vest@|@veist@
@vested interest@|@leas dílsithe@
@veteran@|@seanfhundúir@
@veterinary surgeon@|@tréidlia@
@veto@|@cros@
@vex@|@cuir olc ar@
@via@|@trí@
@viable@|@inmharthana@
@vibrate@|@crith@
@vicar@|@biocáire@
@vicarious@|@ionadach@
@vice@|@duáilce, leas@
@vice squad@|@péas frithchorbtha@
@vice versa@|@mhalairt de dhóigh@
@vicinity@|@comharsanacht@
@vicious@|@gangaideach@
@vicious circle@|@ciorcal lochtach@
@victim@|@íobartach@
@victor@|@buaiteoir@
@Victorian@|@Victeoiriach@
@victory@|@bua@
@video@|@fiseán@
@video tape@|@fístéip@
@vie@|@bheith ag iomaíocht le@
@Vienna@|@Vín@
@Vietnam@|@Vítneam@
@view@|@radharc@
@viewfinder@|@lorgán radhairc@
@viewpoint@|@dearcadh@
@vigorous@|@bríomhar@
@vile@|@suarach@
@villa@|@vile@
@village@|@sráidbhaile@
@villain@|@bithiúnach@
@vindicate@|@saor ó chion@
@vine@|@fíniúin@
@vinegar@|@fínéagar@
@vineyard@|@fíonghort@
@vintage@|@bliain@
@viola@|@vióla@
@violence@|@lámh láidir@
@violet@|@corcairghorm@
@violin@|@veidhlín@
@VIP@|@duine mór le rá@
@virgin@|@maighdean@
@Virgo@|@An Mhaighdean@
@virile@|@fearga@
@virtual reality@|@réaltacht fhíorúil@
@virtue@|@suáilce@
@virus@|@víreas@
@visa@|@víosa@
@visible@|@le feiceáil@
@vision@|@radharc@
@visit@|@cuairt@
@visiting hours@|@uaireanta cuartaíochta@
@visitor@|@cuairteoir@
@visor@|@scáthlán@
@visual aid@|@áis amhairc@
@visual display unit@|@aonad amharcthaispeána@
@vital statistics@|@buntoisí@
@vitally@|@thar a bheith@
@vitamin@|@vitimín@
@vivacious@|@aigeantach@
@vivid@|@beoga@
@v-neck@|@v-mhuineál@
@vocabulary@|@stór focal@
@vocal@|@guthach@
@vocal cords@|@téada an ghutha@
@vociferous@|@ardghlórach@
@vodka@|@vodca@
@vogue@|@faisean@
@voice@|@guth@
@void@|@folús@
@volatile@|@so-ghalaithe@
@volcano@|@bolcán@
@volition@|@de do dheoin féin@
@volley@|@eitleog@
@volleyball@|@eitpheil@
@volt@|@volta@
@voltage@|@voltas@
@volume@|@toirt@
@voluntary@|@deonach, toilteanach@
@vomit@|@urlacan@
@vote@|@vóta, vótáil@
@voucher@|@dearbhán@
@vow@|@móid@
@vowel@|@guta@
@voyage@|@aistear@
@vulgar@|@gráisciúil@
@vulnerable@|@gan chosaint@
@vulture@|@badhbh@
@wad@|@loca@
@waddle@|@bheith ag lapadán@
@wade@|@siúl trí@
@wafer@|@abhlann@
@waffle@|@vaiféal@
@waft@|@iompair@
@wag@|@croith@
@wage@|@pá@
@wage earner@|@saothraí@
@wage packet@|@paicéad pá@
@wage war on@|@cuir cogadh ar@
@wager@|@geall@
@waggle@|@croith@
@wagon@|@vaigín@
@wail@|@déan olagón@
@waist@|@coim, coim@
@waistcoat@|@bástcóta@
@waistline@|@coim@
@wait@|@fanacht@
@waiter@|@freastalaí@
@waiting list@|@liosta feithimh@
@waiting room@|@feithealann seomra@
@waitress@|@freastalaí@
@waive@|@tarscaoil@
@wake@|@múscail@
@Wales@|@An Bhreatain@
@walk@|@siúl@
@walking shoes@|@bróga siúil@
@walkng stick@|@bata siúil@
@walkout@|@stailc@
@walkover@|@bua gan choimhlint@
@walkway@|@siúlbhealach@
@wall@|@balla@
@wallet@|@vallait@
@wallflower@|@lus an bhalla@
@wallop@|@gread@
@wallow@|@iomlaisc@
@wallpaper@|@páipéar balla@
@walnut@|@gallchnó@
@walrus@|@rosualt@
@waltz@|@válsa@
@wan@|@báiteach@
@wand@|@slat draíochta@
@wander@|@bheith ag falróid@
@wane@|@téigh ar gcúl@
@wangle@|@rud a sheiftiú@
@want@|@ba mhaith liom briosca@
@wanton@|@ainrianta@
@war@|@cogadh, cogadh@
@ward@|@barda@
@warden@|@bardach@
@warder@|@bairdéir@
@wardrobe@|@vardrús@
@wares@|@earraí@
@warfare@|@cogadh@
@warhead@|@pléasc-cheann@
@warm@|@croíúil@
@warn@|@thug sé rabhadh dom@
@warning light@|@solas rabhaidh@
@warning triangle@|@triantán rabhaidh@
@warp@|@stang@
@warrant@|@barántas@
@warren@|@coinicéar@
@warrior@|@gaiscíoch@
@Warsaw@|@Vársá@
@warship@|@long chogaidh@
@wart@|@faithne@
@wartime@|@aimsir chogaidh@
@wary@|@airdeallach@
@wash@|@nigh@
@washbasin@|@doirteal@
@washcloth@|@cifleog aghaidhe@
@washing machine@|@inneall níocháin@
@washing powder@|@púdar níocháin@
@washing up liquid@|@leacht níocháin@
@washroom@|@leithreas@
@wasp@|@foiche@
@wastage@|@fuílleach@
@waste@|@fuíoll@
@waste disposal unit@|@aonad diúscartha dramhaíola@
@waste ground@|@talamh fásaigh@
@waste pipe@|@píobán fuíollábhair@
@wastepaper basket@|@ciseán dramhpháipéir@
@watch@|@uaireadóir@
@watchdog@|@gadhar faire@
@watchmaker@|@uaireadóirí@
@watchstrap@|@strapa uaireadóra@
@water@|@uisce@
@water heater@|@téitheoir uisce@
@water lily@|@duilleog bháite@
@water main@|@príomhphíopa uisce@
@water skiing@|@sciáil ar uisce@
@watercolour@|@uiscedhath@
@watercress@|@biolar@
@waterfall@|@eas@
@Waterford@|@Port Láirge@
@watering can@|@fraschanna@
@waterline@|@dobharlíne@
@waterlogged@|@faoi uisce@
@watermelon@|@mealbhacán uisce@
@watermill@|@muileann@
@waterproof@|@uiscedhíonach@
@watershed@|@dobhardhroim@
@watertight@|@uiscedhíonach@
@waterway@|@bealach uisce@
@watt@|@vat@
@wave@|@tonn@
@wavelength@|@tonnfhad@
@waver@|@preab@
@wavy@|@iomaireach@
@wax@|@céir@
@waxworks@|@taispeántas dealbh céarach@
@way@|@bealach@
@wayward@|@ceanndána@
@we@|@muid, muid@
@we are@|@tá múid@
@weak@|@lag@
@weakling@|@marla@
@wealth@|@saibhreas@
@wean@|@scoith@
@weapon@|@arm@
@wear@|@caitheamh@
@wear and tear@|@caitheamh agus cuimilt@
@weary@|@tuirseach@
@weasel@|@easóg@
@weather@|@aimsir@
@weather beaten@|@síondaite@
@weather forecast@|@réamhaisnéis@
@weathercock@|@coileach gaoithe@
@weave@|@figh, figh@
@web@|@líon damháin@
@wedding@|@pósadh@
@wedding day@|@lá pósta@
@wedding dress@|@gúna pósta@
@wedding ring@|@fáinne pósta@
@wedge@|@ding@
@Wednesday@|@An Chéadaoin@
@wee@|@beag@
@weed@|@fiaile@
@weedkiller@|@fiailnimh@
@week@|@seachtain@
@weekday@|@lá den tseachtain@
@weekend@|@deireadh seachtaine@
@weep@|@caoin@
@weeping willow@|@saileach shilte@
@weight@|@meáigh@
@weightlifter@|@tógálaí meáchan@
@weir@|@cora@
@weird@|@diamhair@
@welcome@|@aoi a bhfuil fáilte roimhe@
@weld@|@táthaigh@
@welfare@|@leas sochar@
@welfare state@|@stát leasa@
@well@|@tobar@
@well behaved@|@dea mhúinte@
@well being@|@dea bhail@
@well built@|@tathagach@
@well deserved@|@atá tuillte go maith@
@well dressed@|@dea-éadaigh@
@well heeled@|@rachmasach@
@well known@|@clúiteach iomráiteach@
@well mannered@|@dea mhúinte@
@well meaning@|@dea chroíoch@
@well off@|@go maith as@
@well read@|@léannta@
@well to do@|@toiciúil gustalach@
@well wishers@|@lucht dea-mhéine@
@wellingtons@|@buataisí rubair@
@Welsh@|@Breatnach@
@west@|@iarthar@
@West Indies@|@Na hIndiacha@
@Westmeath@|@An Iarmhí@
@westwards@|@siar@
@wet@|@fliuch@
@wet blanket@|@seargánach@
@wet suit@|@culaith tumtha@
@Wexford@|@Loch Garman@
@whack@|@leadair@
@whale@|@míol mór@
@wharf@|@cé@
@what@|@cad, cad é an saghas atá aige@
@what is your name@|@cad is ainm duit@
@whatever@|@cibé leabhar@
@wheat@|@cruithneacht@
@wheel@|@roth@
@wheel clamp@|@glas rotha@
@wheelbarrow@|@bara rotha@
@wheelchair@|@cathaoir rothaí@
@wheeze@|@cársán a bheith ionat@
@when@|@cén uair@
@whenever@|@an uair@
@where@|@an áit@
@where are you from@|@cad as tú@
@whereabouts@|@cá@
@whereas@|@cé go@
@whereby@|@trína@
@whereupon@|@agus leis sin@
@wherever@|@cibá áit@
@whet@|@faobhar a chur ar do ghoile@
@whether@|@cé acu@
@which@|@cé acu@
@whiff@|@boladh@
@while@|@tamall@
@whim@|@tallann@
@whimper@|@bheith ag snagaíl@
@whimsical@|@meonúil@
@whine@|@bheith ag cnáimhseáil@
@whip@|@fuip@
@whip round@|@bailiúchán@
@whipped cream@|@uachtar coipthe@
@whirl@|@guairneán@
@whirlpool@|@coire guairneáin@
@whirlwind@|@cuaifeach iomghaoth@
@whirr@|@seabhrán@
@whisk@|@greadtóir@
@whiskers@|@guairí@
@whiskey@|@uisce beatha@
@whisper@|@cogar, rud a rá i gcogar@
@whistle@|@fead@
@white@|@bán, bán, fionn@
@white coffee@|@caife bán@
@white collar worker@|@oibrí bóna bháin@
@white lie@|@bréag gan díobháil@
@white paper@|@páipéar bán@
@white wash@|@cuir aoldath ar@
@whiting@|@faoitín@
@Whitsun@|@An Chincís@
@whittle away@|@gearr anuas@
@whizz@|@scinneadh thart@
@who@|@cé@
@whodun it@|@scéal bleachtaireachta@
@whoever@|@an té a thiocfaidh air@
@whole@|@iomlán@
@wholehearted@|@ó chroí@
@wholemeal@|@min chaiscín@
@wholesale@|@mórdhíol@
@wholesome@|@folláin@
@wholly@|@ar fad@
@whom@|@cé a chonaic tú@
@whooping cough@|@triuch@
@whore@|@straipach@
@whose@|@cé leis an leabhar seo@
@why@|@cén fáth@
@wicked@|@droch urchóideach@
@wicket@|@geaitín@
@Wicklow@|@Cill Mhantáin@
@wide@|@leathan@
@wide angle lens@|@lionsa leathanuilleach@
@wide awake@|@tea sí ina lándúiseacht@
@wide open@|@oscailte amach@
@widespread@|@coitianta@
@widow@|@baintreach@
@width@|@leithead@
@wield@|@beartaigh@
@wife@|@bean chéile@
@wig@|@bréagfholt@
@wiggle@|@bheith ag lúbarnaíl@
@wild@|@allta@
@wild goose chase@|@tóir gan toradh@
@wilderness@|@fásach@
@wildlife@|@ainmhithe allta@
@wilds@|@fásach fiántas@
@wilful@|@ceanndána@
@will@|@críochnóidh mé amárach@
@will give@|@tabharfaidh@
@willing@|@toilteanach@
@willow@|@saileach@
@willpower@|@neart tola@
@willy nilly@|@de dheoin nó d’ainneoin@
@wilt@|@searg@
@wily@|@glic@
@win@|@buaigh@
@wince@|@baineadh freanga asam@
@winch@|@crangaid@
@wind@|@gaoth@
@wind instrument@|@gaothuirlis@
@wind power@|@cumhacht ghaoithe@
@windfall@|@amhantar@
@windmill@|@muileann gaoithe@
@window@|@fuinneog, fuinneog@
@window box@|@ceapach fuinneoige@
@window cleaner@|@glantóir fuinneog@
@window ledge@|@leac fhuinneoige@
@window pane@|@pána fuinneoige@
@windowsill@|@leac fuinneoige@
@windpipe@|@píobán sciúch@
@windscreen@|@gaothscátha@
@windy@|@gaofar@
@wine@|@fíon, fíon@
@wine bar@|@beár fíona@
@wine cellar@|@siléar fíona@
@wine glass@|@gloine fíona@
@wine list@|@liosta fíona@
@wine waiter@|@giolla fíona@
@wing@|@eite, sciathán@
@winger@|@cliathánaí@
@wink@|@caochadh@
@winner@|@buaiteoir@
@winter@|@geimhreadh@
@winter sport@|@spórt geimhridh@
@wipe@|@cuimilt@
@wire@|@sreang@
@wireless@|@craolachán@
@wiry@|@miotalach@
@wisdom@|@críonnacht@
@wisdom tooth@|@fiacail forais@
@wise@|@críonna@
@wisecrack@|@ciúta@
@wish@|@mian@
@wistful@|@tnúthánach@
@wit@|@meabhair@
@witch@|@cailleach@
@witchcraft@|@draíocht@
@with@|@in éineacht le, le@
@withdraw@|@tarraing siar@
@wither@|@searg@
@withhold@|@coinnigh siar@
@within@|@istigh i@
@without@|@gan, taobh amuigh de@
@withstand@|@seas in aghaidh@
@witness@|@finné@
@witness box@|@clár na mionn@
@witticism@|@ciúta@
@witty@|@dea-chainteach@
@wizard@|@draíodóir@
@wobble@|@bheith ag guagadh@
@woe@|@mo léan géar@
@wolf@|@mac tíre@
@woman@|@bean, bean@
@woman doctor@|@bandochtúir@
@womb@|@broinn@
@womens lib@|@cearta na mban@
@womens movement@|@gluaiseacht na mban@
@wonder@|@ionadh@
@wonderful@|@iontach@
@wood@|@adhmad, coill@
@wood carving@|@snoíodóireacht adhmaid@
@woodpecker@|@snag darach@
@woodwind@|@gaothuirlis adhmaid@
@woodwork@|@adhmadóireacht@
@woodworm@|@réadán@
@wool@|@olann@
@word@|@focal@
@word processing@|@próiseáil focal@
@work@|@obair@
@work station@|@stáisiún oibre@
@workaholic@|@oibrí cíocrach@
@worker@|@oibrí@
@workforce@|@meitheal oibre@
@working class@|@lucht oibre@
@working order@|@i ngléas@
@workman@|@oibrí@
@workmanship@|@ceardaíocht@
@workshop@|@ceardlann@
@world@|@bith, domhan@
@worldwide@|@ar fud an domhain@
@worm@|@péist@
@worn@|@caite@
@worn out@|@ídithe athchaite@
@worry@|@imní, imní@
@worse@|@measa, níos measa@
@worse off@|@is measaide duit an dóigh seo@
@worship@|@adhradh@
@worst@|@is measa@
@worth@|@fiúntas@
@worthless@|@beagmhaitheasach@
@worthwhile@|@fiúntach@
@wound@|@cneá@
@wrap@|@corn@
@wrapping paper@|@páipéar fillte@
@wrath@|@fraoch@
