@English@|@Czech@
@vogue@|@móda@
@voguish@|@módní@
@voice@|@hlas, vyjádřit, vyslovit@
@voice box@|@hrtan@
@voice mail@|@hlasová schránka@
@voiced@|@produkovaný hlasem, znělý@
@voiceless@|@němý@
@voicelessly@|@němě@
@voicelessness@|@němota, tichost@
@voice-over@|@komentování@
@voicer@|@ladič varhan@
@voicers@|@ladiči varhan@
@voices@|@hlasy@
@voicing@|@ladění varhan@
@void@|@prázdnota, prázdný@
@voidable@|@zrušitelný@
@voider@|@rušitel@
@voiding@|@vyměšování@
@voids@|@nicoty, póry@
@voila@|@tady prosím@
@voile@|@látka závoje@
@volatile@|@nestálý, přelétavý@
@volatilities@|@nestálosti@
@volatility@|@nestálost@
@volatilize@|@těkat@
@vol-au-vent@|@pirožek@
@volcanic@|@vulkanický@
@volcanically@|@vulkanicky@
@volcanism@|@sopečná činnost@
@volcano@|@sopka@
@volcanoes@|@sopky@
@volcanos@|@sopky@
@vole@|@hraboš@
@voles@|@hraboši@
@Volga@|@Volha, ruská řeka@
@Volgograd@|@Volgograd@
@Volhynia@|@Volyň@
@volition@|@vůle@
@volitional@|@týkající se vůle, volní@
@volley@|@odehrání míče z voleje, salva@
@volleyball@|@odbíjená, volejbal@
@volley-ball@|@odbíjená@
@volt@|@volt@
@Volta@|@italský fyzik@
@voltage@|@napětí, voltáž@
@voltages@|@napětí@
@voltaic@|@galvanický@
@Voltaire@|@Voltaire@
@volte-face@|@změna názoru@
@voltmeter@|@voltmetr@
@volts@|@volty@
@volture@|@sup@
@volubility@|@výřečnost@
@voluble@|@hovorný, řečný, svazek, užvaněný@
@volubly@|@výřečně@
@volume@|@množství, objem, svazek@
@volumes@|@obsahy@
@volumetric@|@volumetrický@
@voluminous@|@objemný@
@voluminously@|@objemně@
@voluminousness@|@objemnost@
@voluntarily@|@dobrovolně@
@voluntarism@|@voluntarismus@
@voluntary@|@dobrovolný@
@volunteer@|@dobrovolník@
@volunteered@|@dobrovolně přihlášený@
@volunteering@|@dobrovolné přihlášení@
@volunteers@|@dobrovolníci@
@voluptuary@|@požitkář@
@voluptuous@|@požitkářský, prostopášný, rozkošnický, rozkošný, smyslná, smyslný, vnadná@
@voluptuously@|@smyslně@
@voluptuousness@|@smyslnost@
@volute@|@ve tvaru křivky závitu, voluta@
@Volvo@|@značka automobilů@
@vomit@|@dávidlo, dávit, chrlit, zvracení, zvracet, zvratek@
@vomited@|@zvracel@
@vomiting@|@zvracení@
@vomits@|@zvrací@
@voodoo@|@čarodějnický kult, čáry, černošský kouzelník, kouzelník, modla@
@voodooism@|@čarodějnictví@
@voracious@|@dychtivý, nenasytný, žravý@
@voraciously@|@dychtivě@
@voraciousness@|@dychtivost@
@voracity@|@žravost@
@Voronezh@|@město - Rusko@
@vortex@|@vír@
@vortexes@|@víry@
@vortices@|@víry@
@vorticity@|@víření, vířivost@
@Voss@|@Voss@
@votary@|@stoupenec@
@vote@|@hlasování, hlasovat, volit@
@vote down@|@přehlasovat@
@voted@|@hlasoval, volený@
@voter@|@volič@
@voters@|@voliči@
@votes@|@hlas@
@voting@|@hlasovací, hlasování@
@voting booth@|@volební budka@
@voting machine@|@sčítačka volebních hlasů@
@votive@|@slíbený, votivní@
@vouch@|@dát osobní záruku, dosvědčit, zaručit@
@voucher@|@bon, kupon, poukaz, ručitel@
@vouchers@|@podklady@
@vouches@|@dává osobní záruku@
@vouchsafe@|@ráčit, udělit@
@vouchsafed@|@propůjčený@
@Vought@|@Vought@
@vow@|@slíbit@
@vowed@|@slíbený@
@vowel@|@samohláska@
@vowels@|@samohlásky@
@vower@|@slibující osoba@
@vowing@|@slibuje@
@vows@|@sliby@
@vox populi@|@hlas lidu@
@voyage@|@dlouhá cesta, plavba, plavit se@
@voyaged@|@plavený@
@voyager@|@cestovatel, mořeplavec@
@voyagers@|@cestovatelé, mořeplavci@
@voyages@|@cesty, dlouhé cesty, plavby@
@voyageur@|@lodní dopravce@
@voyaging@|@cestování@
@voyagings@|@cestování@
@voyeur@|@voyeur, voyeurka@
@voyeurism@|@voyeurismus@
@voyeuristic@|@voyeurský@
@Vreeland@|@Vreeland@
@vulcanise@|@vulkanizovat@
@vulcanised@|@vulkanizovaný@
@vulcanization@|@vulkanizace@
@vulcanize@|@vulkanizovat@
@vulcanized@|@vulkanizovaný@
@vulgar@|@sprostý@
@vulgar fraction@|@jednoduchý zlomek@
@vulgar person@|@sprosťák@
@vulgarian@|@zbohatlík@
@vulgarism@|@sprosťárna, vulgarismus, vulgárnost@
@vulgarity@|@hrubost, nevkusnost, obyčejnost, vulgárnost@
@vulgarization@|@popularizace, vulgarizace@
@vulgarize@|@vulgarizovat@
@vulgarly@|@sprostě@
@Vulgate@|@latinská bible@
@vulnerabilities@|@slabá místa@
@vulnerability@|@zranitelnost@
@vulnerability group@|@riziková skupina@
@vulnerable@|@napadnutelný, vystavený, zranitelný@
@vulnerably@|@zranitelně@
@vulpine@|@liščí@
@vulture@|@sup@
@vultures@|@supi@
@vulturous@|@supí, supovitý, žravý@
@vulva@|@pohlaví, venušin pahorek, vulva@
@vying@|@rivalita, soupeření, soupeřící@
@w/o@|@bez něčeho, bez někoho, bez@
@WA@|@Washington@
@Wabash@|@Wabash@
@wack@|@cvok@
@wacko@|@blázen@
@wacky@|@cáknutý, šílený, ztřeštěný@
@Waco@|@Waco@
@wad@|@sémě, tampon, ucpávka, zátka@
@wad of cash@|@zatraceně mnoho peněz@
@wadding@|@vycpávka@
@waddle@|@kolébat se@
@wade@|@brod, brodění, brodit se, brouzdat se@
@waded@|@brouzdal, přebrodil@
@wader@|@brodivý pták@
@waders@|@rybářské boty@
@wadi@|@vádí@
@wading@|@brodící, brouzdání@
@wading bird@|@brodivý pták@
@Wadsworth@|@Wadsworth@
@wafer@|@destička, hostie, oplatka, plát@
@wafers@|@pláty@
@wafer-thin@|@tenký jako plát@
@waffle@|@klábosit, štěbetat, vafle@
@waffles@|@oplatky@
@waft@|@vanout, závan@
@wag@|@kývnutí, zavrtění@
@wage@|@mzda, plat, probíhat, trvat, vést@
@wage earner@|@námezdní pracovník, osoba výdělečně činná@
@wage labour@|@námezdní práce@
@waged@|@výdělečně činný@
@wager@|@sázka@
@wages@|@mzda, mzdy, plat, výplata@
@wagged@|@zamával@
@waggery@|@čtveráctví, šibalství@
@waggish@|@čtverácký, šibalský, šprýmovný@
@waggishly@|@rozverně@
@waggishness@|@rozpustilost, rozvernost@
@waggle@|@hrozit např. prstem, kroutit např. boky, kývat např. hlavou, mávat např. křídly, třást, vrtět např. ocasem@
@waggling@|@vrtící se@
@waggly@|@neposedně@
@waggon@|@dodávka či kombi, kabina např. lanovky, nákladní vůz, povoz, vagón, vůz@
@Wagner@|@Wagner@
@wagon@|@nákladní vůz, povoz, vagon, vůz@
@wagon train@|@karavana vozů, kolona povozů@
@wagoner@|@kočí, povozník, vozka@
@wagon-lit@|@lůžkový vůz@
@wagons@|@vagóny@
@wagtail@|@konipas@
@Wahl@|@Wahl@
@waif@|@nalezenec, opuštěné dítě@
@wail@|@bědování, bědovat, nářek@
@wailer@|@truchlící@
@wailful@|@naříkavý@
@wailing@|@bědování, kvílení@
@wain@|@povoz, vůz@
@wainscot@|@deskování, obkládání dřevem, táflování, táflovaný, táflovat@
@wainscotting@|@deštění, táflování@
@waist@|@opasek, pás@
@waistband@|@pás@
@waistcoat@|@vesta@
@waist-deep@|@sahající do pasu@
@waist-high@|@sahající po pás@
@waistline@|@obvod pasu@
@wait@|@čekat, počkat@
@wait a minute@|@počkejte chvilku@
@wait for@|@čekat na, počkat@
@wait on@|@obsloužit, obsluhovat, posluhovat@
@wait out@|@přečkat, vydržet@
@wait until@|@dočkat se@
@wait up@|@obsluhovat, počkat si, zůstat vzhůru@
@wait!@|@počkejte!@
@Waite@|@Waite@
@waited@|@čekal@
@waiter@|@číšník@
@waiting@|@čekající@
@waiting game@|@vyčkávací hra@
@waiting list@|@čekací linka, pořadník, seznam čekatelů@
@waiting room@|@čekárna@
@waitress@|@číšnice, servírka@
@waits@|@čeká@
@waive@|@netrvat@
@waived@|@odložil, odsunul, zprostil@
@waiver@|@vzdání se, zřeknutí se@
@wake@|@bdění, bdít, budit, probudit, vzbudit, wake/woke/woken@
@wake up@|@budit se, budit, probouzet se, probudit se, vzbudit se@
@Wakefield@|@Wakefield@
@wakeful@|@bdělý, bdící, ostražitý@
@wakefulness@|@bdělost@
@waken@|@probudit@
@wakes@|@probouzí@
@waking@|@jdoucí@
@Walbridge@|@Walbridge@
@Walcott@|@Walcott@
@Walden@|@Walden@
@Waldo@|@Waldo@
@Waldorf@|@Waldorf@
@Waldron@|@Waldron@
@wale@|@bočnice, jizva, vrub@
@Wales@|@Wales@
@Walford@|@Walford@
@walk@|@chodit, chodívat, jít pěšky, procházet se, procházka, projít se@
@walk about@|@chodit sem a tam, procházet se@
@walk around@|@chodit kolem dokola, poflakovat se@
@walk away@|@lehce porazit, odejít@
@walk back@|@ustoupit, změnit své stanovisko@
@walk down@|@nechat daleko za sebou, sejít dolů@
@walk in@|@uvést, vejít@
@walk of life@|@profese@
@walk off@|@odejít, odvést, ukrást@
@walk out@|@jít do stávky, nechat ve štychu, odejít, vyjít ven, vyvenčit psa, začít stávkovat@
@walk over@|@neposlouchat, přecházet, přejít na druhou stranu, převést@
@walk through@|@procházet, projít@
@walk up@|@jít nahoru, přistoupit@
@walk up!@|@přistupte blíže!, vstupte!@
@walkable@|@schůdný@
@walkabout@|@cesta bez cíle, procházka@
@walkaway@|@procházka růžovým sadem@
@walked@|@šel@
@walker@|@chodec@
@walkie-talkie@|@malá vysílačka@
@walk-in@|@vejít@
@walking@|@chodící, chůze, jdoucí@
@walking papers@|@propouštěcí papíry, vyhazov@
@walking stick@|@vycházková hůl@
@walk-on@|@divadelní, jevištní, malá role, statista, štěk@
@walkout@|@manifestační opuštění, stávka@
@walkover@|@debakl@
@walks@|@jde, procházky@
@walk-through@|@podchod@
@walkway@|@cestička, chodník, průchod@
@walky-talky@|@malá vysílačka@
@wall@|@stěna, zeď zdi, zeď@
@wall clock@|@nástěnné hodiny@
@wall creeper@|@zedníček skalní@
@wall fern@|@osladič obecný@
@wall flower@|@trýzel@
@wall hanging@|@na svěně visící@
@wall in@|@zazdít@
@wall pepper@|@rozchodník ostrý@
@wall rue@|@sleziník routička@
@Wall Street@|@Wall Street@
@wall up@|@zazdít@
@wallabies@|@klokani wallaby, klokani@
@wallaby@|@klokan wallaby, klokan@
@Wallace@|@Wallace@
@Wallachia@|@Valašsko@
@wallah@|@zřízenec@
@wallchart@|@informační nástěnka@
@walled@|@obezděný, zazděný@
@Wallenstein@|@Wallenstein@
@Waller@|@Waller@
@wallet@|@náprsní taška, peněženka, taška@
@walleye@|@divergentní šilhavost, skleněné oko@
@wallflower@|@druh rostliny@
@Wallis@|@Wallis@
@Wallonia@|@Valoňsko@
@wallop@|@natřít to někomu, pivo, praštit, prudký úder, seřezat, silná rána, úder, udeřit, zbít@
@wallow@|@holdovat, libovat si, oddávat se, válet se@
@wallpaper@|@vytapetovat@
@walls@|@zdi@
@wall-to-wall@|@od stěny ke stěně@
@walnut@|@ořech, vlašský ořech@
@walnuts@|@vlašské ořechy@
@Walpole@|@Walpole@
@walrus@|@mrož@
@Walsh@|@Walsh@
@Walt@|@Walt@
@Walter@|@Walter@
@Walters@|@Walters@
@Walton@|@Walton@
@waltz@|@valčík, waltz@
@waltzing@|@tančení valčíku@
@Walworth@|@Walworth@
@wan@|@bledý, unavený, vyčerpaný@
@wand@|@hůlka@
@wander@|@bloudit, putovat, toulat se, vandrovat@
@wandered@|@bloudil, bloumal, potuloval, putoval, toulal@
@wanderer@|@poutník, tulák@
@wandering@|@potulný, přemísťování, toulající se, toulavý@
@wanderlust@|@toulavost@
@wanders@|@potuluje@
@wane@|@pomíjet, slábnout, úbytek, ubývat@
@Wang@|@Wang@
@wangle@|@vymámit, zfalšovat@
@waning@|@nočních, temných, tmavých@
@wanly@|@mdle, vyčerpaně@
@wanna@|@chtít@
@wanness@|@sinalost@
@Wansley@|@Wansley@
@want@|@chtít, potřeba, potřebovat, přát@
@want ad@|@inzerát@
@wanted@|@hledat, chtěl@
@wanting@|@natvrdlý, nedostačující@
@wanton@|@necudný, oplzlý, rozpustilý, svévolný@
@wantonly@|@bezohledně@
@wantonness@|@bezohlednost, svévolnost@
@wants@|@chce@
@war@|@válčit, válka@
@war bonnet@|@válečnická čelenka@
@war bride@|@válečná nevěsta@
@war cloud@|@válečná hrozba@
@war correspondent@|@válečný zpravodaj@
@war crime@|@válečný zločin@
@war criminal@|@válečný zločinec@
@war cry@|@bojový pokřik@
@war dance@|@válečný tanec@
@war game@|@válečná hra@
@war paint@|@nalíčení, válečnické pomalování@
@war zone@|@válečná zóna@
@warble@|@jódlovat, švitořit@
@warbled@|@jódloval, švitořil, trylkoval@
@warbler@|@pěvec@
@warbling@|@trylkování@
@warbonnet@|@válečnická čelenka@
@Warburton@|@Warburton@
@ward@|@opatrování@
@ward off@|@odehnat, odrazit, odvrátit, zažehnat@
@warden@|@správce, vychovatel@
@wardens@|@dozorci, hlídači@
@warder@|@dozorce@
@warders@|@dozorci@
@wardrobe@|@garderoba, skříň na šaty, skříň, šatník@
@wardroom@|@důstojnická jídelna@
@wards@|@oddělení@
@wardship@|@dozor@
@ware@|@výrobky, zboží@
@warehouse@|@obchodní dům, sklad, skladiště, velkoobchod@
@warehoused@|@uskladněný@
@warehouseman@|@skladník@
@warehousemen@|@skladníci@
@warehouses@|@skladiště, sklady@
@warehousing@|@skladování@
@wares@|@zboží@
@warfare@|@konflikt, válčení, válka@
@Warfield@|@Warfield@
@warhead@|@bojová hlavice, hlavice@
@warheads@|@hlavice@
@warhorse@|@válečný oř@
@war-horse@|@válečný oř@
@wariest@|@nejostražitější@
@warily@|@obezřetně, ostražitý@
@wariness@|@ostražitost@
@Waring@|@Waring@
@warlike@|@bojechtivý, bojovný, válečný@
@warlock@|@černokněžník@
@warlord@|@válečník, vojenský diktátor@
@warm@|@teplo, teplý@
@warm front@|@teplá fronta@
@warm up@|@nahřát, ohřát se, ohřát, ohřívat, oteplit se, přihřát, rozehřát, rozparádit, rozproudit, zahřát@
@warmblooded@|@horkokrevný@
@warm-blooded@|@horkokrevný, teplokrevný@
@warm-bloodedness@|@teplokrevnost@
@warmed@|@zahřátý@
@warmed-over@|@ohřívaný@
@warmer@|@ohřívač, ohřívadlo, teplejší@
@warmest@|@nejteplejší@
@warmhearted@|@srdečný@
@warm-hearted@|@dobrosrdečný, laskavý, soucitný@
@warming@|@hřející, ohřev, ohřívající, ohřívání, oteplení, vyhřívání, zahřívání@
@warmish@|@vlažný@
@warmly@|@hřejivě, teple, vřele@
@warmness@|@teplota@
@warmonger@|@válečný štváč@
@warmongering@|@harašení zbraněmi@
@warms@|@hřeje, ohřívá, zahřívá@
@warmth@|@srdečnost, teplo, vřelost@
@warm-up@|@rozcvička, rozehřátí@
@warn@|@alarmovat, upozornit, varovat@
@warned@|@varovaný@
@warner@|@signalizátor, varující osoba@
@warning@|@upozornění, varování, varovný, výstraha, výstražný@
@warningly@|@varovně@
@warnings@|@varování@
@Warnock@|@Warnock@
@warns@|@varuje@
@warp@|@bortit, osnova, perverze, svést, vlečné lano@
@warpaint@|@válečné nalíčení@
@warpath@|@válečná stezka@
@warped@|@pokroucený, zvlněný@
@warplane@|@vojenské letadlo@
@warrant@|@oprávnění, ospravedlnit, písemný příkaz, plná moc, příkaz k domovní prohlídce, příkaz k úřední prohlídce, rozkaz, zaručit, zatykač@
@warrant officer@|@dozorčí důstojník, praporčík@
@warranted@|@garantoval, zaručený, zaručil@
@warranties@|@záruky@
@warrants@|@garantuje, zaručuje@
@warranty@|@záruka@
@warren@|@králičí nora@
@warrior@|@bojovník, válečník@
@wars@|@války@
@Warsaw@|@hl.m. - Polsko, Varšava, Warsaw@
@warship@|@válečná loď@
@warships@|@válečné lodě@
@wart@|@bradavice@
@warthog@|@prase bradavičnaté@
@wartime@|@válečná doba@
@wartlike@|@bradavicovitý@
@war-torn@|@rozpolcený válkou@
@warts@|@bradavice@
@wartwort@|@lišejník@
@warty@|@bradavičnatý@
@Warwick@|@Warwick@
@wary@|@opatrný, ostražitý@
@was@|@be/was/been, byl, byla, bylo@
@was able@|@mohl@
@was afraid@|@bál se@
@was found@|@bylo založeno@
@was not@|@nebyl@
@was used up@|@došel@
@wash@|@mýt, prací, prát, umýt, vyprat@
@wash away@|@odplavit@
@wash down@|@opláchnout, smýt, spláchnout, zapít@
@wash laundry@|@prát, vyprat@
@wash off@|@odplavit, omýt, umýt, vymýt@
@wash out@|@odplavit@
@wash up@|@vyplavit@
@wash your hair@|@mýt hlavu, umýt hlavu@
@washable@|@omyvatelný, pratelný, schopný praní@
@washbasin@|@umyvadlo@
@wash-basin@|@umyvadlo@
@washboard@|@valcha@
@washbowl@|@umývadlo@
@Washburn@|@Washburn@
@washcloth@|@žínka@
@washday@|@velké praní@
@washed@|@myl, umyl, umytý, vypral, vypraný@
@washed-out@|@utahaný, vybledlý, vyčerpaný@
@washed-up@|@vyplavený@
@washer@|@pračka, těsnění@
@washerwoman@|@pradlena@
@washerwomen@|@pradleny@
@washes@|@myje, pere@
@washes laundry@|@pere@
@washing@|@mycí, mytí, praní, umývání@
@washing machine@|@pračka@
@washing of laundry@|@praní@
@washing powder@|@prášek na praní@
@washing soda@|@uhličitan sodný@
@Washington@|@hl.m. - USA, Washington@
@washing-up@|@mytí nádobí@
@Washoe@|@okres v USA@
@washout@|@krach, neúspěch, výmol@
@wash-out@|@fiasko, propadák@
@washrag@|@žínka@
@washroom@|@prádelna, toaleta, umývárna@
@washstand@|@skříňka s umyvadlem@
@washtub@|@necky@
@wash-tub@|@necky@
@washy@|@mdlý@
@wasn't@|@nebyl, nebyla, nebylo@
@wasp@|@vosa@
@wasp waist@|@vosí pas@
@wasp\'s nest@|@vosí hnízdo@
@waspish@|@jízlivý, uštěpačný@
@waspishly@|@jízlivě, kousavě, uštěpačně@
@waspishness@|@jízlivost@
@wasps@|@vosy@
@wasp-waisted@|@mající vosí pás@
@wassail@|@pitka, radovánky@
@Wasserman@|@Wasserman@
@wast@|@byl jsi@
@wastage@|@plýtvání@
@waste@|@mrhání, odpad, odpadový, plýtvání, promarnit, promrhat@
@waste bank@|@odval@
@waste dump@|@odval@
@waste paper@|@sběrový papír@
@waste pile@|@odval@
@waste pipe@|@odpadová roura@
@wasted@|@promarněný, zbytečný, zničený@
@wasteful@|@marnotratný, nehospodárný, neúsporný, plýtvající@
@wastefully@|@neúsporně@
@wastefulness@|@marnotratnost, nešetrnost@
@wasteland@|@poušť, pustina@
@wastelands@|@pustiny@
@wastepaper@|@papírové odpadky, papírový odpad@
@waste-paper@|@papír na vyhození@
@wastepaper basket@|@koš na papír@
@waster@|@marnotratník, povaleč@
@wastes@|@odpad, plýtvá@
@wasting@|@plýtvání, plýtvaný@
@wastrel@|@marnotratník, rozmařilec@
@Watanabe@|@Watanabe@
@watch@|@dívat se, hledět, hlídat, hlídkovat, hodinky, koukat, kouknout se, pohlédnout, pozorovat, sledovat, střežit, zhlédnout@
@watch case@|@pouzdro na hodinky@
@watch chain@|@řetízek s hodinkami@
@watch fire@|@strážný oheň@
@watch key@|@klíček k natahování hodin@
@watch night@|@bohoslužba, silvestrovská noc@
@watch out@|@dávat si pozor@
@watch out for@|@dávat si pozor na@
@watch out!@|@pozor@
@watch over@|@hlídat@
@watch your step@|@dejte pozor@
@watchable@|@stojící za vidění@
@watchdog@|@hlídací pes@
@watched@|@hlídaný, pozorovaný, sledoval, sledovaný@
@watcher@|@pozorovatel@
@watchers@|@diváci, hlídači@
@watches@|@hodinky@
@watchful@|@bdělý, všímavý@
@watchfully@|@ostražitě@
@watchfulness@|@bdělost, ostražitost@
@watching@|@hlídací, pozorování, sledování@
@watchmaker@|@hodinář@
@watchmaking@|@výroba hodinek@
@watchman@|@hlídač, noční hlídač@
@watchmen@|@hlídači@
@watchtower@|@rozhledna@
@watchword@|@heslo, slogan@
@water@|@kropit, namočit, napájet, voda, vodní, zalévat, zavodnit@
@water bed@|@vodní postel@
@water beetle@|@potápník@
@water biscuit@|@vodový suchar@
@water blister@|@vodou nalitý puchýř@
@water boatman@|@znakoplavka@
@water buffalo@|@buvol indický@
@water butt@|@sud na dešťovou vodu@
@water cannon@|@vodní dělo@
@water cart@|@kropící vůz@
@water closet@|@splachovací záchod@
@water dog@|@vodomil@
@water down@|@oslabit, rozmělnit, ředit, zeslabit@
@water filter@|@vodní filtr@
@water finder@|@proutkař@
@water fountain@|@kašna@
@water gap@|@rozsedlina s bystřinou@
@water gas@|@vodní plyn@
@water gate@|@propust, stavidlo, vodní korytu@
@water gauge@|@vodní manometr@
@water glass@|@vodní sklo@
@water gun@|@stříkací pistole@
@water hammer@|@vodní ráz@
@water heater@|@ohřívač vody@
@water hole@|@jezírko@
@water level@|@vodní hladina@
@water lily@|@leknín@
@water line@|@ponorná čára@
@water main@|@vodovod@
@water meter@|@vodoměr@
@water pipe@|@vodovodní trubka@
@water pipes@|@vodovod@
@water piping@|@vodovod@
@water pistol@|@vodní pistole@
@water polo@|@vodní pólo@
@water power@|@vodní energie@
@water rat@|@vodní krysa@
@water resistant@|@vodotěsný@
