@English@|@Japanese@
@sign out in front@|@omotekanban@
@sign play@|@sainpure-@
@sign up@|@sain'appu@
@signal@|@aizu, shigunaru, shingou, shingouki, tsuushin@
@signal fire@|@houka, noroshi@
@signal flag@|@shingouki@
@signal ground@|@taichia-su@
@signal gun@|@gouhou@
@signal light@|@hyoujitou, shingoutou@
@signal station@|@shingoujo@
@signal tower@|@shingoutou@
@signal)@|@chakushin@
@signalman@|@keishu@
@signatories@|@kyouyakukoku@
@signatory@|@kahannin, kameikoku@
@signature@|@chouin, kichou, kimei, rakkan, shigunacha-, shigunecha-, shomei@
@signature (not stamp)@|@kaou@
@signboard@|@kanban, sainbo-do@
@signed ball@|@sainbo-ru@
@signet@|@ingyou@
@signet ring@|@inkan@
@significance@|@ganchiku, igi, imi, shisai, yoshi, yuuigi@
@significance (a-no)@|@ajiwai, yuui@
@significant@|@taishita@
@significant(ly)@|@imishinchou@
@signing by proxy@|@daiin@
@signpost@|@michishirube@
@signs@|@kizashi, maejirase@
@signs of decline@|@suichou@
@signs of human habitation@|@hitoato, jinseki@
@signs of rain@|@amake, amamoyou, amemoyou, uki@
@Sikh@|@shi-ku@
@silage@|@saire-ji@
@silaginoid@|@kisu@
@silence@|@busata, chinmoku, fugen, fugenfugo, fugo, mugon, sairensu, seijaku, shinkan, shizukesa, soen@
@silencer@|@sairensa-@
@silent@|@hissori, mokumoku, musei, sairento, seishuku@
@silent (person)@|@kamoku@
@silent bow@|@mokurei@
@Silent Majority@|@sairentomajoriti-@
@silent prayer@|@mokutou@
@silent stone@|@sairentosuto-n@
@silent tears@|@anrui@
@silhouette@|@eizou, kageboushi, kagee, kokuei, shiruetto@
@silhouetter@|@shiruetta-@
@silica@|@shirika@
@silica gel@|@shirikageru@
@silicon@|@shirikon@
@silicon (Si)@|@keiso@
@silicon carbide (fiber)@|@shirikonka-baido@
@silicon dioxide@|@nisankakeiso@
@Silicon Island (Kyuushu cf Silicon Valley)@|@shirikon'airando@
@silicon polymer@|@shirikonporima-@
@Silicon Valley@|@shirikonbare-@
@silicone@|@shiriko-n@
@silk@|@kenpu, kinu, shiruku@
@silk cloth@|@kenpu@
@silk damask@|@donsu@
@silk experiment station@|@sanshishikenjo@
@silk fabrics@|@kinuji@
@silk floss@|@kinuwata, mawata@
@silk goods@|@kinuorimono@
@silk hat@|@shirukuhatto@
@Silk Road@|@shirukuro-do@
@silk screen@|@shirukusukuri-n@
@silk thread@|@kenshi, kinuito, sanshi@
@silk used in artwork@|@kenpon@
@silk wadding@|@mawata@
@silk yarn@|@sanshi@
@Silket@|@shiruketto@
@silkworm@|@kaiko, sanji@
@silkworm basket@|@sanza@
@silkworm culture@|@yousan@
@silkworm egg@|@sanran@
@silkworm egg sheet@|@genshi@
@silkworm gut@|@tegusu@
@silkworm-egg card@|@sanshu@
@silkworm-egg paper@|@sanranshi, sanshi@
@silkworm-raising room@|@sanshitsu@
@silky@|@shiruki-@
@silliness@|@gudon, guretsu@
@silly@|@tawainai@
@silly things@|@tawagoto@
@silo@|@sairo@
@silver@|@gin, shippou, shiruba-@
@silver coin@|@ginka@
@silver color@|@gin'iro@
@silver cup@|@ginpai@
@silver fox@|@gingitsune, shiruba-fokkusu@
@silver gray@|@shiruba-gure-@
@silver market@|@shiruba-ma-ketto@
@silver medal@|@ginmedaru@
@silver mine@|@ginzan@
@silver mint (Edo period)@|@ginza@
@silver nitrate@|@shousangin@
@silver paper@|@gingami@
@silver phone@|@shiruba-hon@
@silver plan@|@shiruba-puran@
@silver plate@|@ginban@
@silver screen (movies)@|@ginmaku@
@silver seat@|@shiruba-shi-to@
@silver single@|@shiruba-shinguru@
@silver tone@|@shiruba-to-n@
@silver utensils@|@ginki@
@silver vine@|@matatabi@
@silver volunteer@|@shiruba-borantia@
@silver wedding@|@shiruba-uxedingu@
@silver wedding anniversary@|@ginkonshiki@
@silvereye@|@mejiro@
@silverfish@|@shimi@
@Silver-On-Line@|@shiruba-onrain@
@similar@|@hitoshii@
@similar kinds@|@chuu@
@similar people@|@nitamono@
@similar shape@|@ruikei@
@similar tastes@|@doukou@
@similar type@|@ruikei, ruikei@
@similarities and differences@|@doui@
@similarity@|@douitsu, ichiyou, kouotsu, niyori, souji@
@similarly@|@onajiku, onajiyouni@
@similarly (an)@|@onajiyou@
@simile@|@chokuyu, hiyu@
@simoon@|@shimu-n@
@simple@|@assarishita, choroi, heii, heimei, hikin, hiratai, jimi, shinpuru, tan'itsu, tannaru, tanpaku, tayasui, tegaru, yasashii, youi@
@simple (an)@|@heitan, kanryaku, kantan@
@simple and easy@|@kanben@
@simple and plain@|@chokusetsukanmei@
@simple diet@|@soshoku@
@simple harmonic oscillation (physics)@|@tanshindou@
@simple honesty@|@guchoku@
@simple interest@|@tanri@
@simple leaf@|@tan'you@
@simple phrase@|@tanku@
@simple proportion@|@tanpirei@
@simple ratio@|@tanpi@
@simple sentence@|@tanbun@
@simple substance (chemistry)@|@tantai@
@simple system@|@tanshiki@
@simple task@|@tsukai@
@simple volcano@|@tanshikikazan@
@simple-interest method@|@tanrihou@
@simple-interest table@|@tanrihyou@
@simple-mindedness@|@mujaki@
@simpleton@|@ahou, nihonbou@
@simplex@|@tankou@
@simplicity@|@bokuchoku, choku, kanketsu, kanryaku, keiben, kireigoto, muzousa, shinpurishiti-, shisso, shitsuboku, tanjunsei, tankan, tenshinranman@
@simplicity (an)@|@kan'i, kanso, soboku, tanjun@
@simplicity and complexity@|@tanpuku@
@simplification@|@heiika, kan'yaku, kanryakuka, tan'itsuka, tanjunka@
@simplified@|@ryakushiki@
@simplified (Buddhist) teaching@|@zokutai@
@simplified character@|@ryakuji@
@simplified Chinese form (of kanji)@|@kantaiji@
@simplified form of a character@|@shouhitsu@
@simplify@|@shinpurifai@
@simply@|@tadani, tanni@
@simply because@|@bakarini@
@simulate@|@shimyure-to@
@simulation@|@shimyure-shon@
@simulator@|@shimyure-ta, shimyure-ta-@
@simulcast@|@saimurukyasuto@
@simultaneous@|@issei@
@simultaneous(ly)@|@douji@
@simultaneously@|@isseini, kanete@
@simultaneously striking each other@|@aiuchi@
@sin@|@fuzen, ko, zaiaku, zaigou@
@Sinanthropus pekinensis@|@shinantoropusupekinenshisu@
@since@|@irai, izen, izenni, kara, yori@
@since (last month)@|@rai@
@since antiquity@|@kooukonrai@
@since last night@|@yarai@
@since then@|@jirai, nochi@
@since we parted@|@betsugo@
@since when@|@itsukara@
@sincere (an)@|@seijitsu@
@sincere apologies@|@bansha@
@sincerely@|@kasanegasane, kureguremo, omoomoshii, setsujitsuni@
@Sincerely yours@|@keigu@
@sincerity@|@chuusei, in, jitsu, jitsui, junshin, magokoro, makokoro, makoto, makoto, seii, seishinseii, shin, shinjitsu, shinshi, shinsotsu, tansei, tanshin@
@sine (trig)@|@seigen@
@sine curve@|@sainkyokusen, seigenkyokusen, shinusoido@
@sine wave@|@seigenha@
@sinecure@|@kanshoku@
@sinew@|@kinniku, suji@
@sinful deed@|@akugou@
@sing@|@saezuru@
@Singapore@|@shingapo-ru@
@singer@|@kashu, shinga-@
@singer-songwriter@|@shinga-songuraita-@
@singing@|@genka, houshou, kashou, shouka@
@singing frog@|@kajika@
@singing in a chorus@|@gasshou@
@singing in a lonesome tone@|@wabiuta@
@singing in a low voice@|@teigin@
@singing range@|@on'iki@
@singing softly@|@teishou@
@singing three times@|@sanshou@
@singing voice@|@utagoe@
@single@|@dokushin, hitoe, shinguru, tandoku, tandokuno@
@single (an)@|@tan'itsu@
@single bed@|@shingurubeddo@
@single bit IO point@|@setten@
@single cell@|@dokubou, tansaibou@
@single column@|@tanjuuretsu@
@single column (in marching)@|@tanjuujin@
@single crop@|@tansaku@
@single cut@|@shingurukatto@
@single engined aeroplane@|@tanpatsu@
@single entry bookkeeping@|@tanshikiboki@
@single file@|@tanjuuretsu@
@single- handed@|@itteni@
@single hit@|@shinguruhitto@
@single horseman@|@tanki@
@single kanji@|@tankan, tankanji@
@single line@|@tansen@
@single match@|@shingurumacchi@
@single phase@|@tansou@
@single player@|@shingurupure-ya-@
@single shot gun@|@tanpatsujuu@
@single standard@|@tanhon'i, tanhon'isei@
@single track@|@tansen@
@single-barreled gun@|@tanshinjuu@
@single-character word@|@tango@
@singled out@|@yaridama@
@single-engine plane@|@tanpatsuki@
@single-entry (bookkeeping)@|@tanki, tanshiki@
@single-grade (classroom)@|@tankyuu, tanshikigakkyuu@
@singlehanded@|@mamuki@
@single-handed@|@itte@
@single-lens reflex camera@|@ichiganrefu@
@single-minded@|@hitamuki@
@single-petaled flower@|@tanbenka@
@single-precision@|@tanseido@
@singles@|@shingurusu, shinguruzu@
@singles (in tennis)@|@tanshiai@
@single-seated@|@tanzashikino@
@single-seater@|@tanzaki@
@single-story house@|@hiraya@
@singlet@|@hadagi, juban, shatsu@
@singular@|@tokui@
@singular (number)@|@tansuu@
@singular and plural@|@tanpuku@
@singular form@|@tansuukei@
@singular point@|@tokuiten@
@singular value analysis@|@tokuichibunkai@
@singularity@|@tokuisei@
@sinister@|@fukitsu@
@sinister design@|@warudakumi@
@sink@|@nagashi, shinku@
@sink into obscurity@|@chinrin@
@sink or swim@|@ichikabachika, norukasoruka@
@sinker@|@shinka-@
@sinker (fishing)@|@omori@
@sinking@|@chinbotsu, chinka, kanraku@
@sinking (ship)@|@gekichin@
@sinner@|@tsumibito@
@Sinology@|@sainoroji-@
@sinuous@|@uneune@
@sinusoid@|@sainkyokusen@
@sip@|@hitonomi@
@siphon@|@saifon, saihon@
@siren@|@keikoku, keisei, sairen@
@Sirius@|@tenrousei@
@sirloin@|@ro-su, sa-roin@
@sirloin steak@|@sa-roinsute-ki@
@sirocco@|@shirokko@
@sirs@|@kakui@
@sister@|@shisuta-@
@sister cities@|@shimaitoshi@
@sister in law@|@gimai@
@sister-in-law@|@aniyome, gishi@
@sisters@|@kyoudai, shimai@
@sit cross-legged (i.e.@|@agura@
@sit down@|@chakuseki@
@sit in a row@|@namiiru@
@sit silently@|@mokuza@
@sit with@|@douseki@
@sitar@|@shita-ru@
@site@|@chiten, saito, shikichi, youchi@
@site chosen@|@kouhochi@
@site of inflammation@|@enshoubyousou@
@sit-in@|@shittoin@
@sit-in (i.e. in protest)(vs)@|@suwarikomi@
@sitting bath@|@koshiyu@
@sitting correctly (Japanese style)@|@seiza@
@sitting in a circle@|@kurumaza@
@sitting in a triangle@|@teiza@
@sitting in circle@|@enza@
@sitting or squatting straight@|@seiza@
@sitting room@|@shittinguru-mu@
@sitting together@|@douza@
@sitting up late@|@yoippari@
@sitting up straight@|@kiza@
@sitting with one's superior@|@baiseki@
@sitting)@|@ikkikasei, ikkini@
@situation@|@baai, fuuun, hatairo, hatarakiguchi, ichi, jikyoku, jitai, jitai, joukyou, jousei, joutai, keikyou, keisei, kumoyuki, kyokumen, muki, shichue-shon, shigi, tachiba, taiyou, youtai@
@situation in life@|@kyouchi@
@situation-wanted advertisement@|@kyuushokukoukoku@
@sit-up@|@fukkin@
@sitz bath@|@hanshin'yoku, shimoyu@
@six@|@mu, mutsu, muttsu, roku@
@six (long cylindrical things)@|@roppon@
@six classes of characters@|@rikisho@
@six copies@|@rokubu@
@six days@|@muika@
@six feet@|@ikken@
@six law codes@|@roppou@
@six nine@|@shikkusunain@
@six of one & a half dozen of the other (id)@|@gojuppohyappo@
@six-chambered (revolver)@|@rokurenpatsu@
@sixteen@|@juuroku, nihachi@
@sixth (day of month)@|@muika@
@sixth sign of Chinese zodiac@|@mi@
@size@|@daishou, ookisa, saizu, sunpou@
@size (of paper or books) (suf)@|@ban@
@size of harvest@|@shuuryou@
@sizzle@|@shizuru@
@sizzling sound@|@juujuu@
@skate(s)@|@suke-to@
@skateboard@|@suke-tobo-do, sukebo-@
@skater@|@suke-ta-@
@skating@|@suke-tingu, suke-to@
@skating rink@|@ginban, suke-torinku@
@skeleton@|@gaikotsu, sukeruton@
@skeptic@|@sukepuchikku@
@skepticism@|@kaigi, sukepuchishizumu, utagai, utaguri@
@sketch@|@e, esukisu, gakou, sukecchi, tenbyou, zuan@
@sketch phone@|@sukecchihon@
@sketchbook@|@shaseichou, sukecchibukku@
@sketching@|@shasei@
@sketchy@|@oozappa@
@skewer@|@kushi@
@ski@|@suki-noita@
@ski area@|@suki-jou@
@ski jump (Schanze)@|@shantse@
@ski lift@|@suki-rifuto@
@ski outfit@|@suki-youhin@
@ski rack@|@suki-rakku@
@ski slope@|@gerende@
@ski tour@|@suki-tsua-@
@skid row@|@akunochimata, sukiddoro-@
@skier@|@suki-ya-@
@skiers' greeting meaning "Good skiing!"@|@shi-hairu@
@skiff@|@henshuu@
@skiing@|@suki-@
@skill@|@gi, gijutsu, ginou, giryou, jouzu, jukuren, ki, kotsu, kousetsu, kousha, rikiryou, ryou, saiwan, sukiru, tegiwa, toukotsu, udemae, yuunou@
@skill (an)@|@takumi@
@skilled@|@shuujuku@
@skilled artisan@|@meikou@
@skilled calligrapher@|@nouhitsu@
@skilled in@|@yoku@
@skilled in writing@|@noubun@
@skilled miner@|@sakiyama@
@skilled physician@|@kokushu@
@skilled writer@|@noubunka@
@skillful@|@koumyou, sukirufuru, tannou, tassha, temame, umai, umai@
@skillful (an)@|@jouzu, kiyou@
@skillful penmanship@|@nouhitsu@
@skillful worker@|@meishou@
@skillfully@|@umaku, yuuni@
@skillfulness@|@hacchou@
@skills acquired through hard training@|@renkou@
@skills inventory system@|@sukiruinbentori-shisutemu@
@skim milk@|@sukimumiruku@
@skimmer (kitchen utensil)@|@amijakushi@
@skin@|@gaihi, hada, hifu, hyouhi, jouhi, kawa, kegawa, sukin@
@skin care@|@sukinkea@
@skin cream@|@sukinkuri-mu@
@skin disease@|@hifubyou@
@skin diver@|@sukindaiba-@
@skin diving@|@sukindaibingu@
@skin food@|@sukinfu-do@
@skin graft@|@hifuishoku@
@skin transplant@|@hifuishoku@
@skin-coloured@|@hadairo@
@skinflint@|@kechi, rinshoku@
@skinny@|@sukini-@
@skinny person@|@yaseppochi@
@skip@|@chouyaku, sukippu@
@skipper@|@sukippa-@
@skipping@|@nawatobi, pyonpyon@
@skipping a grade@|@nidankyuutokushin@
@skips-most-stations Jouetsu-line shinkansen@|@asahi@
@skips-most-stations Touhoku-line shinkansen@|@yamabiko@
@skips-most-stations Toukai-line shinkansen@|@hikari@
@skirmish@|@zen'eisen, zenkusen, zenshousen@
@skirt@|@suka-to@
@skirt chaser@|@nanpa@
@skirt etc)@|@takushiageru@
@skit@|@sukitto, sungeki@
@ski-wear@|@suki-uea@
@Skopolamin@|@sukoporamin@
@skull@|@dokuro, zugaikotsu@
@skunk@|@itachi, sukanku, sukonku@
@sky@|@hisakata, joukuu, kuuchuu, kyuuten, sora, sukai, ten, tenkuu@
@sky blue@|@sukaiburu-@
@sky colour@|@tenshoku@
@sky darkening dust storm@|@kokufuu@
@sky mate@|@sukaime-to@
@sky parking@|@sukaipa-kingu@
@sky restaurant@|@sukairesutoran@
@sky-blue@|@sorairo@
@skydiver@|@sukaidaiba-@
@skydiving@|@sukaidaibingu@
@skyjack@|@sukaijakku@
@skyjacking@|@nottori@
@Skylab@|@sukairabu@
@sky-laboratory@|@sukairabu@
@skylark@|@hibari, sukaira-ku@
@skylight@|@akaritori, hikimado, sukairaito, tenmado@
@skyline@|@sukairain, tengai@
@skyrocket@|@noroshi@
@skyrocketing@|@aotenjou, boutou@
@skyrocketing (prices)@|@tenjounuke, tenjoushirazu@
@skyscraper@|@kourou, matenrou, sukaisukure-pa-@
@skyscraping (a-no)@|@ryouun@
@sl)@|@tonzura@
@slab@|@heiban@
@slack@|@surakku, tarumi, teichou@
@slack season for farmers@|@noukanki@
@slackening@|@tarumi@
@slacks@|@surakkusu@
@slalom (ski)@|@suraro-mu@
@slam@|@gachan@
@slander@|@akkou, akugen, akutareguchi, chuushou, fugen, hibou, nakaguchi, waruguchi, warukuchi, zanbou, zanbu, zangen, zankou@
@slanderously@|@ashizamani@
@slang@|@higo, rigen, rigo@
@slang expression@|@higen@
@slant@|@keisha@
@slanting surface@|@shamen@
@slantingly@|@nanameni@
@slantwise@|@nanameni@
@slap@|@hirateuchi, panpan@
@slapping@|@pishari@
@slapstick (an)@|@dotabata@
@slash character (ASCII 057)@|@surasshu@
@slate@|@sure-to@
@slater@|@warajimushi@
@slaughter@|@sachiriku, satsuriku, tosatsu, zansatsu@
@slaughtering (animals)@|@chikusatsu@
@slave@|@dorei, sure-bu, sureibu@
@slave dealer@|@hitokai@
@slave labour@|@fueki@
@slave station (computer)@|@kokyoku@
@slave trade@|@jinshinbaibai@
@slave traffic@|@hitokai@
@slavery@|@reijuu@
@slaves of the barbarians@|@banrei@
@slay@|@kirikorosu@
@sled@|@sori@
@sledge@|@rixyu-ju@
@sleep@|@nemuri, suimin, suri-pu@
@sleep in ones eyes (eye mucus)@|@yani@
@sleep soundly@|@shunmin@
@sleeper@|@shindaisha@
@sleeper's breathing@|@neiki@
@sleepiness@|@nemuke@
@sleeping alone@|@hitorine@
@sleeping bag@|@nebukuro, shura-fuzakku@
@sleeping bag (abbr)@|@shura-fu@
@sleeping car@|@shindaisha@
@sleeping car (car sleeper) (train)@|@ka-suri-pa-@
@sleeping drug@|@nemurigusuri@
@sleeping face@|@negao@
@sleeping in late@|@nebou@
@sleeping late in the morning@|@asane@
@sleeping medicine@|@saimin'yaku, saiminzai@
@sleeping posture@|@nezama@
@sleeping powder@|@nemurigusuri@
@sleeping soundly@|@suyasuya@
@sleeping tablet@|@suiminzai@
@sleeping together@|@goukin, tomone@
@sleeping train@|@burutore@
@sleepless night@|@tetsuya@
@sleepless vigil@|@fushinban, nezuban, nezunoban@
@sleeplessness@|@fumin, fuminshou@
@sleepwalking@|@muyuubyou@
@sleep-wear@|@nemaki@
@sleepy@|@nemui, nemutai@
@sleet@|@mizore@
@sleeve@|@sode, suri-bu, suri-vu@
@sleigh@|@sori@
@sleight of hand@|@tejina@
@slender@|@hosoi, kyasha, sunnari, surenda-, yowayowashii@
@slender face@|@hosoomote@
@slender figure@|@yasagata@
@slender hips@|@saiyou@
@slice@|@kire, suraisu@
@slice (meat@|@kirimi@
@slice of meat or fish@|@sukimi@
@slice off@|@satsu@
@sliced raw fish@|@sashimi, tsukuri, tsukurimi@
@sliced to decorate soup@|@naruto@
@slick@|@tsuyatsuya@
@slide@|@suraido, waku@
@slide (playground)@|@suberidai@
@slide projector@|@gentou@
@slide rule@|@keisanjaku, suberijaku@
@slider@|@suraida-@
@slider-memory@|@suraida-memori@
@sliding@|@suraidingu@
@sliding door@|@hikido@
@sliding feet@|@suriashi@
@sliding scale@|@shinshukuhou@
@sliding screen@|@fusuma@
@sliding seat@|@kasseki@
@sliding storm door@|@amado@
@slight@|@besshi, bubetsu, bujoku, keishi, keishou, sashou@
@slight (an)@|@sasai@
@slight acquaintance@|@hanmenshiki@
@slight change@|@shouhen@
@slight color blindness@|@shikijaku@
@slight degree@|@keido@
@slight earthquake@|@bishin@
@slight fever@|@binetsu@
@slight intoxication@|@ippaikigen@
@slighting@|@karisome, kousho@
@slightly@|@honnori, usuusu@
@slightly elevated@|@kodakai@
@slightly salted@|@hitoshio@
@slim@|@suma-to, sunnari, yanagi@
@slim (an)@|@surimu@
@slim waist@|@yanagigoshi@
@slime@|@hedoro@
@slime mold@|@kokemomo@
@slimy@|@nichanicha, nuranura, nurunuru, suberiyasui@
@slimy (a-no)@|@nendoshitsu@
@slip@|@fusen, shissaku, sonji, surippu, tsukegami@
@slip into (out of) place@|@sururito@
@slip of tongue (an)@|@zekka@
@slippage@|@zure@
@slipped disk@|@gikkurigoshi@
@slippers@|@surippa, uwazouri@
@slippery@|@nuranura, nurunuru, suberiyasui, tsurutsuru@
@slips (to plant)@|@kirieda@
@slit@|@kirikuchi, suritto@
@slit (X)@|@wareme, waremechan@
@slitheringly@|@nyoronyoro@
@slogan@|@hyougo, suro-gan@
@slope@|@agari, katamuki, keisha, keishamen, koubai, saka, shamen, suro-pu@
@sloppy@|@guchagucha, zusan@
@sloppy accounting@|@donburikanjou@
@slot@|@surotto@
@sloth@|@bushou@
@slouch@|@maekagami@
@slouch (an)@|@bushoumono@
@Slovakia@|@surobakia@
@slovenly@|@darashinai, fushidara, zonzai@
@slovenly like an old man@|@toshiyorikusai@
@slow@|@chichi, fukappatsu, fukappatsu, motamota, osoi, sozoroaruki, suro-, teichou, yurui, yuuchou@
@slow (an)@|@kanman, yuuchou@
@slow (not fast)@|@nibui@
@slow (opposite of fast)@|@donkusai, noroi@
@slow march@|@namiashi@
@slow of speech@|@kuchiomoi@
@slow of speech (an)@|@kuchiomo@
@slow speed@|@teisoku@
@slow swaying@|@yurayura@
@slow to catch on@|@chinomegurigawarui, chinomegurinowarui@
@slow train@|@donkou@
@slow witted fellow@|@yotarou@
@slow-down tactics@|@taigyou@
@slower than an express)@|@junkyuu@
@slowing down@|@donka@
@slowly@|@guzuguzu, jojo, jojoni, noronoro, nosonoso, omomuroni, sorosoro, yukkuri, zenji@
@slowly approaching@|@jirijiri@
@slow-motion (picture)@|@suro-mo-shon@
@slow-moving person (derog)@|@suro-mo-@
@slowness of speech@|@kuchibeta@
@slowness of speech (an)@|@totsuben@
@slow-witted (an)@|@donjuu@
@sludge@|@chinsa, hedoro, nukarumi@
@slug@|@namekuji@
@slugger (baseball)@|@choukyoridasha, kyoudasha, moudasha@
@sluggish@|@darui, fukappatsu, fukappatsu, kanman, teichou@
@sluggishly@|@noronoro@
@sluice@|@iseki@
@sluice gate@|@suimon@
@slum@|@uraya@
@slump@|@bouraku, fukyou, fushin, geraku, sanraku, suranpu, teiraku, tenraku@
@slump (stock market)@|@kahou, shitabanare@
@slums@|@hinmingai, hinminkutsu, uradana, uramachi@
@slurry@|@surari-@
@slut@|@uwakionna, yariman@
@sly@|@koukatsu, warugashikoi, zurui@
@sly fellow@|@kori@
@smack@|@sumakku@
@smacking lips@|@shitauchi@
@small@|@chiisai, komakai, puchi, semai, tezema@
@small (an)@|@komaka@
@small (low) growth@|@teiseichou@
@small amount@|@teigaku@
@small and of mediocre talent@|@bonshou@
@small and round thing rolling@|@korokoro@
@small animal counter@|@hiki@
@small arms@|@juuki, shoujuu, shoukaki@
@small army force@|@kahei@
@small articles@|@komono@
@small attached annex@|@shitaya@
@small attendance@|@fuiri@
@small bird@|@kotori@
@small birds@|@enjaku@
@small bottle@|@kobin@
@small bow@|@hankyuu@
@small bowl@|@kobachi@
@small capital@|@shoushihon@
@small castle@|@tachi@
@small change@|@kozeni@
@small cicada@|@niiniizemi@
@small country@|@shoukoku@
@small craft@|@kobune@
@small crunchy dried sardines@|@niboshi@
@small dish@|@kozara@
@small dose@|@shouryou@
@small dried sardine@|@iriko@
@small edition@|@shukusatsuban@
@small favors@|@shouon@
@small fish@|@zako@
@small fry@|@sohai, zouhyou@
@small gathering@|@madoi@
@small handful@|@hitonigiri@
@small island@|@kojima@
@small knife@|@kogatana@
@small military force@|@kazei@
@small mustache@|@chobihige@
@small offering stand@|@sanbou@
@small paragraph (WNN)@|@shoubunsetsu@
@small peninsula@|@saki@
@small person@|@shounin@
@small piece@|@hitokire@
@small pieces of sliced dried bonito (oK)@|@katsuobushi@
@small present@|@sunshi@
@small profit@|@pakuri@
@small quantity@|@kin, shouryou, shoushou, sukoshi, wazuka@
@small quantity of water@|@shousui@
@small red radish@|@akakabu@
@small salary@|@gotobei@
@small shield@|@kodate@
@small shrine@|@hokora, soushi@
@small silk wrapper@|@fukusa@
@small size@|@esusaizu, koburi, kogata@
@small stature@|@waiku@
