@English@|@Ligurian@
@to see again@|@revédde, rivédde@
@to seem@|@paî, pài@
@to seize@|@uzurpâ, inposesâse@
@to select@|@seleçionâ@
@to sell@|@vénde@
@to sell on hire purchase@|@vénde a respîo@
@to sell on installments@|@vénde a respîo@
@to send@|@inviâ, mandâ, spedî@
@to send back@|@rimandâ@
@to separate@|@separâ@
@to serve@|@servî@
@to set@|@stabilî, inpostâ@
@to set fire@|@dâ fêugo@
@to set free@|@liberâ@
@to set sail@|@sarpâ@
@to set traps for@|@inscidiâ@
@to set up@|@formâ@
@to settle@|@agiustâ@
@to sew@|@cuxî@
@to shake@|@tremâ, scrolâ@
@to sharpen@|@afiâ, agusâ@
@to shatter@|@sconquasciâ@
@to shell@|@destegâ, mondâ, piâ (v)@
@to shine@|@brilâ, luxî@
@to shine out@|@luxî@
@to ship@|@spedî@
@to shit@|@cagâ@
@to shoot@|@schitâ, sparâ@
@to shorten@|@acurtî@
@to shorten (sails)@|@amainâ a véia@
@to shout@|@caciâ di crîi, mandâ di crîi, sbragiâ, criâ, urlâ@
@to shove@|@urtâ@
@to show@|@fâ védde, mostrâ@
@to shred@|@tritolâ@
@to shrink@|@astrénze@
@to shudder@|@resâtâ@
@to shut@|@serâ@
@to shut up@|@no silâ@
@to sieve@|@valâ@
@to sift@|@valâ@
@to sign@|@firmâ@
@to sing@|@cantâ@
@to singe@|@strinâ@
@to sip@|@sciorbî@
@to sit@|@asetâse@
@to sit down@|@asetâse@
@to sit down at the table@|@métise a töa@
@to situate@|@scitoâ@
@to ski@|@scjâ@
@to skin@|@piâ (v)@
@to slap@|@scciafezâ@
@to sleep@|@dormî@
@to sleep like a log@|@dormî cómme 'n çéppo@
@to slip@|@scugiâ, sgrugiâ@
@to smear@|@inciastrâ@
@to smell@|@anaixâ, naixâ (v)(pop.), ödoâ@
@to smile@|@fâ o fatorîzo, sorîde@
@to sneeze@|@stranuâ@
@to snitch@|@scipâ, xatâ (v)(pop.)@
@to snore@|@ronfâ@
@to snuff (out) (candle)@|@amocâ o lùmme@
@to soak@|@asmugiâ, métte a bàgno@
@to soften@|@adôçî@
@to soil@|@inciastrâ@
@to solve@|@risòlve@
@to solve a debt@|@pagâ 'n débito@
@to soothe@|@adôçî@
@to sort it out@|@arangiâse@
@to sound a death knell@|@sunâ e pöse@
@to spark@|@fâ e zìmme@
@to sparkle@|@brilâ, luxî@
@to spatter@|@sproinâ, schitâ@
@to speak@|@parlâ (v)@
@to speak evil of (somebody)@|@dî mâ de (quarchedùn)@
@to speak ill of (somebody)@|@dî mâ de (quarchedùn)@
@to speak nonsense@|@dâ i nùmeri, dî de mósse (volg.)@
@to specify@|@prefìzze@
@to spend@|@goastâ@
@to spin@|@fiâ@
@to spit@|@spuâ, scracâ@
@to splash@|@sproinâ, schitâ@
@to splash around@|@sciabordâ@
@to spread@|@desténde, propagâ@
@to spread out@|@desccegâ@
@to spread the word@|@gjâ a vôxe@
@to spy@|@agoeitâ@
@to squander@|@asgreiâ, stralatâ, sgreiâ, dezurpâ, stragiâ@
@to squeeze@|@astrénze, spelinsigâ (v)@
@to stagger@|@lociâ@
@to stammer@|@chechezâ, barbotâ@
@to stand@|@arêzise, rêzise@
@to stand out@|@stacâ@
@to start@|@prinçipiâ, iniçiâ, comensâ, inandiâ@
@to start up@|@insâ@
@to state@|@afermâ@
@to stay@|@arestâ, restâ@
@to stay at home@|@restâ in cà@
@to stay awake@|@vegiâ@
@to stay away@|@stâ a-a làrga@
@to steal@|@marmelâ, aröbâ, röbâ@
@to steal (fig.)@|@sciacâ@
@to steam up@|@apanâ@
@to step down@|@dimétise@
@to step forward@|@fâse avànti@
@to stick@|@atacâ@
@to sting@|@ponzigiâ (v), pesigâ (insètti), ponzigiâ@
@to stink@|@spusâ@
@to stir up@|@sciâtâ@
@to stitch@|@cuxî@
@to stop@|@fermâ, smétte@
@to strain@|@coâ@
@to strangle@|@strangoâ@
@to strengthen@|@rinforsâ@
@to stretch@|@desténde@
@to strip down@|@desmontâ@
@to stroll@|@pasegiâ (v)@
@to study@|@studiâ@
@to stuff@|@farçî@
@to stutter@|@chechezâ, barbotâ@
@to subdue@|@adomestegâ@
@to subsidise@|@suscidiâ@
@to subsidize@|@suscidiâ@
@to succeed@|@riescî, fâghela@
@to suck@|@susâ@
@to suck (baby/raising)@|@pigiâ o tetìn@
@to suck in@|@aspirâ@
@to suck up@|@sciorbî@
@to suffer@|@subî, patî@
@to sugar@|@adôçî, insucâ, métte o sùcou@
@to suggest@|@sugerî@
@to summon@|@indî@
@to support@|@arêze, rêze@
@to support (a team)@|@tegnî pe@
@to suppose@|@supónn-e@
@to surprise@|@stupî@
@to swallow@|@colâ, mandâ zû@
@to swap@|@bâtâ@
@to swear@|@zuâ@
@to sweat@|@suâ@
@to sweeten@|@adôçî@
@to swim@|@nuâ@
@to swindle@|@marmelâ@
@to switch off@|@asmortâ@
@to switch on@|@açénde@
@to take@|@pigiâ, portâ@
@to take a breath@|@pigiâ sciòu@
@to take a fancy@|@sâtâ i scrìpixi@
@to take a nap@|@pizagiâ@
@to take a rest@|@ripozâ@
@to take a short time@|@fâ fîto, fâ présto@
@to take a shower@|@fâ a dóssa@
@to take advantage of@|@aprofitâ@
@to take away@|@portâ vîa@
@to take back@|@portâ inderê@
@to take care@|@dâ a ménte@
@to take care of@|@ascìste@
@to take no notice@|@fâ o ghéubbo, fâ da ghéubbo@
@to take no notice (of something)@|@fâ o ghéubbo, fâ da ghéubbo@
@to take notice of@|@fâ câxo a@
@to take one's time@|@tenpoezâ@
@to take out@|@levâ, tiâ fêua@
@to take possession@|@inposesâse@
@to take revenge on@|@vendicâse de@
@to take root@|@areixâ@
@to take turns@|@dâse o càngio@
@to take... into account@|@tegnî cónto de...@
@to talk@|@conversâ, parlâ (v)@
@to talk nonsense@|@stralabiâ, straparlâ@
@to talk on the phone@|@sentîse a-o teléfono@
@to tame@|@adomestegâ@
@to taste@|@gustâ, tastâ, asazâ@
@to tattle@|@sciusciâ (fig.)@
@to tax@|@tasciâ@
@to teach@|@mostrâ@
@to tear@|@scciapâ@
@to tear down@|@abàtte@
@to tear out@|@scciancâ, strepâ@
@to tear to pieces@|@fâ a tòcchi@
@to tease@|@pigiâ in gîo@
@to tell@|@contâ@
@to tell fabrications@|@avéi ciù mósse che mandìlli@
@to tell on@|@sciusciâ (fig.)@
@to terrify@|@aterî, terorizâ@
@to test@|@provâ@
@to thank@|@rénde gràçie, ringraçiâ@
@to the (f)@|@a-a@
@to the (m)@|@a-o@
@to the left@|@a-a mancìnn-a, da-a mancìnn-a@
@to the max@|@a ciù no pòsso@
@to the right@|@a-a drîta, da-a drîta@
@to thieve@|@scipâ@
@to think@|@pensâ@
@to think carefully@|@raxonâ@
@to throb@|@parpitâ@
@to throttle@|@strangoâ@
@to throw@|@caciâ, asbriâ@
@to throw away@|@caciâ vîa@
@to thunder@|@tronâ@
@to tidy up@|@dâ recàtto@
@to tie@|@agropâ@
@to tighten@|@astrénze@
@to tip@|@dâ a mància@
@to tip over@|@ribaltâ@
@to tire@|@stancâ@
@to toast@|@bristolî, brostolî@
@to toil@|@sgobâ, fadigâ@
@to tolerate@|@tolerâ@
@to torment@|@cruçiâ@
@to touch@|@tocâ, atastâ@
@to touch up@|@remenâ@
@to tour@|@percorî@
@to tow@|@remorcâ@
@to trade@|@comerçiâ, trafegâ@
@to train@|@alenâ@
@to transfer@|@trasferî, versâ@
@to translate@|@volgarizâ, tradûe, rénde@
@to transport@|@trasportâ@
@to travel@|@viagiâ@
@to treat@|@mêgâ@
@to tremble@|@tremâ@
@to tremble with fear@|@tremâ da-a poîa@
@to trim@|@tagiâ@
@to triturate@|@tritolâ@
@to triumph@|@trionfâ@
@to trot@|@trotâ@
@to trust@|@confiâ@
@to trust to luck@|@andâ a-a ventûa@
@to try to@|@çercâ de@
@to tug@|@remorcâ@
@to tumble@|@tonbigiâ@
@to turn@|@reversâ, gjâ, vortâ, regjâ@
@to turn around@|@gjâse@
@to turn into@|@scangiâ in@
@to turn off@|@stacâ, asmortâ@
@to turn on@|@açénde@
@to turn over@|@ribaltâ, reversâ@
@to twine@|@intortignâ, atortignâ@
@to twinkle@|@brilâ@
@to twirl@|@intortignâ, atortignâ@
@to twist@|@stòrçe, intresâ, strosciâ, intortignâ, atortignâ@
@to ululate@|@luâ@
@to unbutton@|@despomelâ@
@to understand@|@capî, acapî@
@to unfasten@|@desligâ@
@to unfold@|@desccegâ@
@to unhook@|@desligâ@
@to unravel@|@desbrogiâ@
@to untangle@|@desbrogiâ@
@to untie@|@desligâ, desnuâ, stacâ@
@to update@|@agiornâ@
@to upset somebody@|@sciâtâ@
@to urge@|@instâ@
@to use@|@adêuviâ, dêuviâ, utilizâ, uzâ, manezâ@
@to usurp@|@uzurpâ@
@to vacate@|@dimétise@
@to vacillate@|@dâ besténto, bestentâ@
@to value@|@valuâ, valutâ@
@to vanish@|@svanî@
@to vary@|@variâ@
@to venerate@|@venerâ@
@to ventilate@|@ventilâ@
@to vibrate@|@vibrâ@
@to visit@|@vixitâ@
@to vomit@|@veumitâ, caciâ, vomitâ@
@to vote@|@votâ@
@to wag@|@scrolâ@
@to wag its tail@|@lociâ a côa@
@to wag one's tail@|@lociâ a côa@
@to wait for@|@aspêtâ, spêtâ@
@to wake (somebody) up@|@adesciâ@
@to wake up@|@adesciâse@
@to walk@|@caminâ@
@to wander@|@vagâ@
@to want@|@voéi@
@to ward off@|@sconzuâ@
@to warn@|@avertî@
@to wash@|@lavâ@
@to waste@|@asgreiâ, goastâ, stragiâ, stralatâ, sgreiâ@
@to watch@|@védde@
@to weaken@|@debilitâ, indebolî@
@to wear out@|@derenâ@
@to weave@|@intresâ, tésce@
@to weed@|@scerbâ@
@to weep@|@ciànze@
@to weigh@|@pezâ@
@to weigh anchor@|@sarpâ l'àncoa, sarpâ@
@to wet@|@bagnâ@
@to whisper@|@mormoâ, susurâ@
@to whistle@|@scigoâ, siâ@
@to whiten@|@ingiancâ, ingianchî@
@to win@|@goadagnâ, goâgnâ, trionfâ, vìnçe, vìnse@
@to wind into a ball@|@arêlâ@
@to wink@|@sciacâ de l'éuggio@
@to winter@|@svernâ@
@to wish@|@dexiderâ@
@to withdraw@|@ritrâe, levâ, retiâ, trâ@
@to withstand@|@arêze, rêze@
@to womanize@|@andâ a dònne@
@to work@|@travagiâ, louâ@
@to work hard@|@fadigâ, sgobâ@
@to work out@|@alenâ@
@to worry@|@cruçiâ, preòcupâse, pròcupâse@
@to wound@|@ferî@
@to wrinkle@|@strofogiâ@
@to write@|@scrîve, scrîe@
@to write under dictation@|@scrîve sótta detatûa@
@to yawn@|@bagiâ@
@to yearn for@|@rinciànze@
@to yell@|@mandâ di crîi, caciâ di ùrli, caciâ di crîi, criâ@
@toast (drink)@|@brìndixi@
@tobacco@|@tabàcco@
@tobacconist@|@stànco (nm), tabacànte (nm)@
@today@|@ancheu@
@together@|@insémme@
@toilet@|@lêugo, bàgno, lêugo cómodo@
@tomato@|@tomâta@
@tomb@|@tónba, seportûa@
@tomorrow@|@domàn@
@tomorrow evening@|@domàn a séia@
@tone-deaf@|@stonòu@
@tongs@|@tenàgge (fpl)@
@tongue@|@léngoa, lìngoa@
@tongue-twister@|@desligaléngoa (nm)@
@tonight@|@stanéutte, staséia@
@too@|@goæi, ascì, ànche@
@too much@|@goæi, fìnn-a tròppo@
@tooth@|@dénte@
@toothpick@|@frugadénti (nm)@
@top@|@çìmma, somitæ@
@topic@|@têma (nm)@
@tornado@|@côa d'âia@
@Torriglia (GE)@|@Torìggia@
@tortoise@|@tartarûga@
@torture@|@tortûa@
@total@|@totâle@
@tough@|@dûo@
@toughie@|@magnæro (nm), malémmo (nm), squarsón (nm)@
@tourism@|@turìsmo@
@tourist@|@turìsta@
@tournament@|@tornêo@
@towards@|@vèrso@
@towboat@|@rimorchiatô@
@towel@|@macramê (nm), picagétta@
@towel with macramé trim@|@macramê (nm)@
@tower@|@tôre (nf)@
@town@|@pàize (nm)@
@toxic@|@téuscego@
@trade@|@comèrçio, mestê, negòçio, tràfego@
@trade fair@|@fêa@
@trade union@|@scindacâto@
@traditional@|@tradiçionâ@
@traffic@|@tràfego@
@tragedy@|@tragédia@
@tragical@|@tràgico@
@trail@|@scîa@
@train@|@trêno, trén@
@trainer@|@alenatô@
@traitor@|@treitô@
@trajectory@|@percórso@
@tramp@|@rabêlo, barbón@
@tramway@|@tranvài (nm)@
@transfer@|@trasferiménto@
@transition@|@transciçión@
@translated@|@tradûto@
@translation@|@traduçión@
@translator@|@tradutô@
@transport@|@traspòrto@
@trap@|@fròuxo, gazìbba, intrésso, rataieu (nm), sfròuxo, trùffa (it.)@
@trash@|@ruménta@
@Traso (GE)@|@Trâxo@
@tray@|@pòrtagòtti (nm)@
@treasure@|@tezöo@
@treatment@|@cûa@
@treble@|@agùsso@
@tree@|@èrbo@
@trees@|@èrboi (mpl)@
@tremble@|@tremaxón@
@Trensasco (GE)@|@Trensàsco@
@tribe@|@tribû@
@Tribogna (GE)@|@Tribéugna@
@tribune@|@tribùnn-a@
@tribute@|@omàggio, tribûto@
@trick@|@fròuxo, gazìbba, intrîgo, manézzo, sfròuxo, trùffa (it.), zughétto@
@trifle@|@picinéssa@
@trinity@|@trinitæ@
@Triora (IM)@|@Triêua@
@trip@|@viàggio, viâgio@
@triple@|@tréggio@
@tripod@|@treipê@
@triumph@|@triónfo@
@triumphal@|@trionfâle@
@triumphal arch@|@èrco trionfâle@
@trouble@|@pastìssi (nmpl), goâio, problêma, dispiaxéi@
@troublesome@|@descòmodo, scòmodo@
@trousers@|@brâghe (fpl), pantalón, pantaloìn (mpl)@
@trout@|@trûta@
@truck farmer@|@ortoàn@
@true@|@vêo, viâxo, vertadêo@
@truly@|@pe 'n davéi@
@trunk@|@strónscio, bàilo, béuilo@
@truth@|@veitæ@
@truth be told@|@a dîla sccétta, a dîla comm'a l'é, a dî o vêo, a dî a veitæ, sccetaménte@
@truthfully@|@a dîla sccétta, a dîla comm'a l'é, a dî o vêo, a dî a veitæ, sccetaménte@
@T-shirt@|@mariölo, magétta@
@tsunami@|@maremòtto@
@Tuesday@|@martedì, matesdì@
@tugboat@|@rimorchiatô@
@tulip@|@tolipâno@
@tulle@|@tùllo@
@tumble@|@tonbæla@
@tumbling@|@a tonbolón@
@tumor@|@tumôre (it.), tumô@
@tuna@|@tónno@
@Tunisia@|@Tùnixi, Tùnexi@
@turbid@|@stórbio@
@turbot@|@rónbo@
@Turkey@|@Turchîa@
@turkey (bird)@|@bibìn@
@Turkish@|@tùrco@
@turn@|@gîo@
@turned-up nose@|@nâzo rebechîo@
@turnip@|@râva@
@turpentine@|@ægoa râxa@
@turps@|@ægoa râxa@
@turquoise (colour)@|@bleu turchìn@
@turtle@|@tartarûga@
@turtle dove@|@tórtoa@
@Tuscan@|@toscàn@
@Tuscany@|@Toscànn-a@
@twelfth@|@dozén, deximosegóndo@
@twelve@|@dózze@
@twelve hours@|@dózz'ôe@
@twenty@|@vìnti@
@twenty-first@|@vintunêximo@
@twenty-one@|@vintùn@
@twin@|@binéllo@
@twinning@|@fradelànsa, fraternitæ@
@twisted@|@stòrto, strosciòu@
@twister@|@côa d'âia@
@two (f)@|@dôe@
@two (m)@|@doî@
@two billion@|@doî miliàrdi@
@type@|@ménn-a, tîpo@
@typhoon@|@proìn@
@typhus (fever)@|@tîfo@
@Tyrolean@|@tiroléize@
@Tyrolese@|@tiroléize@
@Tyrrhenian@|@Tirén@
@ugliness@|@brutéssa@
@ugly@|@brùtto@
@Ukraine@|@Ucraìnn-a@
@Ukrainian@|@ucraìn@
@umbrella@|@parægoa (nm), pægoa (nm)@
@unbearable@|@insoportàbile@
@unbecoming@|@sconveniénte@
@unchanged@|@invariòu@
@uncle@|@bàrba (nm)@
@uncomfortable@|@scòmodo, descòmodo@
@under@|@zu a@
@under age@|@minôre, minô@
@underbrush@|@erbàsci (nmpl)@
@undergrowth@|@erbàsci (nmpl)@
@underpants (men's)@|@miànde (fpl)@
@underpants (women's)@|@braghétte (fpl)@
@undershirt@|@camixêua@
@understandable@|@conprenscìbile@
@underwear@|@miànde (fpl)@
@undoubtedly@|@adreitûa, sens'âtro@
@uneasy@|@anscetôzo@
@unexpected@|@inprovîzo, inaspêtòu@
@unexpectedly@|@a l'inprovîzo@
@unfortunately@|@purtròppo@
@unfriendly@|@refiôzo@
@unhappiness@|@sconténto, infeliçitæ@
@uniform@|@divîza (nf)@
@unintelligible@|@inconprenscìbile@
@union@|@unión@
@unique@|@ùnico@
@united@|@unîo@
@United States@|@Stâti Unîi (mpl)@
@unity@|@unitæ@
@universal@|@universâle@
@universe@|@univèrso@
@university@|@universcitæ@
@unkempt@|@alandronòu@
@unknown@|@sconosciûo@
@unpleasant@|@refiôzo@
@unpublished@|@inédito@
@unselfish@|@generôzo@
@unselfishness@|@generozitæ@
@unsettling@|@inquetànte@
@untidily@|@a-a rinfûza, a-a sbæra@
@untied@|@desligòu@
@until@|@fìn a, scìn a, fìnn-a (av.), scìnn-a@
@until now@|@fìn òua@
@until tomorrow!@|@a domàn!@
@unusual@|@insòlito@
@unvaried@|@invariòu@
@up@|@sciù, in sciù@
@up there@|@lasciù@
@upbringing@|@alevaménto, alevéuia@
@update@|@agiornaménto@
@upkeep@|@manutençión@
@upright@|@rétto, drîto (ag.)@
@upset@|@aragiòu@
@upset (n)@|@dispiaxéi@
@upside down@|@a-a revèrsa@
@upstream@|@controcorénte@
@upto@|@scìn a, fìn a, fìnn-a (av.), scìnn-a@
@up-to-date@|@agiornòu@
@uranium@|@urànio@
@Uranus@|@Uràn@
@urban@|@urbàn@
@urgence@|@urgénsa@
@urgent@|@urgénte@
@urine@|@oénn-a@
@urn@|@ùrna@
@usage@|@utilìzzo@
@usages@|@ûxi (mpl)@
@Uscio (GE)@|@Ùsci@
@use@|@utilìzzo, ûzo@
@useful@|@ùtile@
@uselessness@|@inutilitæ@
@user@|@uténte (nm), utilizatô@
@usufruct@|@uzufrûto@
@usurer@|@uzurâio@
@usurper@|@uzurpatô@
@usury@|@uzûa@
@uterine@|@uterìn@
@uterus@|@ùtero@
@utility@|@utilitæ@
@Utopia@|@utopîa@
@Utopian@|@utòpico@
@vacations@|@vacànse (nfpl)@
@vacuum cleaner@|@sciorbipûa (nm), aspirapûa (nm)@
@Vado Ligure (SV)@|@Voæ@
@vagina@|@goèrsa (volg.), móssa (volg.), vagìnn-a@
@vagrant@|@barbón, vagabóndo@
@vague@|@vâgo@
@vainilla@|@vainìlia@
@Valdipino (SP)@|@Valdepìn@
@valerian@|@valeriànn-a@
@valid@|@vàlido@
@validity@|@valénsa, validitæ@
@validness@|@valénsa, validitæ@
@Vallepiana (GE)@|@Valeciànn-a@
@Valleregia (GE)@|@Voiæ@
@valley@|@valàdda, vàlle (nf)@
@value@|@valûa, valô@
@vanity@|@vanitæ@
@Vara (SP)@|@Vâ@
@Varazze (SV)@|@Vâze@
@Varese Ligure (SP)@|@Vàize@
@variation@|@variaçión@
@variety@|@varietæ@
@Varigotti (SV)@|@Varigòtti@
@various@|@vàrie (fpl), vàrri (mpl), vàrio@
@varnish@|@vernîxe (nf)@
@vase@|@vâzo@
@vast@|@vàsto@
@veal@|@scotónn-a@
@vegetable@|@verdûa, òrtàggio@
@vegetables@|@òrtàggi (mpl)@
@vegetation@|@vegetaçión@
@veil@|@véllo@
@vein@|@vénn-a@
@Venetian@|@veneçiàn@
@Veneto@|@Véneto@
@Venezuela@|@Venezoêla@
@Venezuelan@|@venezoelàn@
@Venice@|@Venéçia, Venêxa (ant.)@
@ventilated@|@ventilòu@
@ventilation@|@ventilaçión@
@ventilator@|@ventilatô@
@Ventimiglia (IM)@|@Vintimìggia@
@Venus@|@Vénere@
@verification@|@verìfica@
@vernacular@|@vernàcolo@
@Vernazza (SP)@|@Vernàssa@
@verse@|@vèrso (nm)@
@version@|@versción@
@vertebral column@|@fî da schénn-a (nm)@
@vertical@|@verticâle, drîto (ag.)@
@vertically@|@drîto (av.)@
@vertigo@|@barlugón@
@very@|@bén bén@
@very dear@|@stracâo@
@very good@|@benìscimo@
@very important@|@inportantìscimo@
@very much@|@tànto, bén bén@
@very well@|@benìscimo@
@Vesima (GE)@|@Vêxima@
@vest@|@camixêua@
@veterinary@|@veterinâio@
@Vezzano (SP)@|@Vesàn@
@Via del Colle (in Genoa)@|@Chéulia@
@vibration@|@vibraçión@
@vice@|@vìçio@
@vice-chancellor@|@préscide@
@victim@|@vìtima@
@victory@|@vitöia@
@video@|@vìdeo@
@Vienna@|@Viénna@
@view@|@vedûa, vedûta (it.), vìsta@
@vigour@|@vigô@
@Viking@|@vichìngo@
@villa@|@vìlla@
@village@|@paizìn, vilàggio@
@villainous@|@vilàn@
@Vincent@|@Censìn, Cê, Viçensìn, Viçénso@
@vine arbor@|@angiòu, téupia@
@vinegar@|@axòu@
@vineyard@|@vìgna@
@vintner@|@vinacê, vinatê, vendivìn (nm)@
@violet@|@viovétta@
@violet (colour)@|@viovétto@
@virgin@|@vèrgine@
@Virgin@|@Madónn-a@
@virginity@|@verginitæ@
@virtue@|@virtû@
@visa@|@vìsto@
@vision@|@vixón, vìsta@
@visionary@|@vixonâio@
@visit@|@vìxita@
@visitor@|@vixitatô@
@visor (of a helmet)@|@padelétta@
@vitamin@|@vitamìnn-a@
@vitriol@|@vetrieu@
@vivacity@|@vivaçitæ@
@vocabulary@|@vocabolâio@
@voice@|@vôxe@
@voice (diminutive)@|@voxìn (nm), voxétta, voxìnn-a, voxetìnn-a@
@void@|@nùllo@
@volatile@|@volàtile@
@volcano@|@volcàn@
@volcanoes@|@volchén (mpl)@
@Volpedo (Piedmont)@|@Vorpéi@
@Voltri (GE)@|@Vôtri, Ôtri@
@volume@|@volùmme@
@volunteer@|@volontâio@
@vomit@|@vomitêuia@
@voracious@|@abrascòu@
@voraciousness@|@bràsca@
@voracity@|@bràsca@
@vote@|@vôto@
@vowel@|@vocâle@
@vulgar@|@volgâre@
@vulture (bird)@|@grifón@
@wafer@|@nêgia@
@wage@|@salâio@
@waged@|@dipendénte@
@wagon@|@vagón@
@wait!@|@aspêta!, spêta!@
@waiter@|@camê@
@waitress@|@camêa@
@wakefulness@|@vegêa, véggia@
@Wales@|@Gàlles@
@walking stick@|@bàcco, bastón@
@wall@|@miâgia@
@wall lizard@|@sgrìgoa@
@wallet@|@pòrtaféuggio@
@walnut tree@|@èrbo de nôxe@
@waltz@|@vàlser (nm)@
@wandering@|@bìndolo@
@war@|@goæra@
@wardrobe@|@armâio@
@warehouse@|@magasìn, antrepö@
@warm@|@calorôzo, tiépido@
@warning@|@averténsa, avîzo@
@warp@|@ordîo@
@wart@|@porìn@
@washbasin@|@baçî, lavéllo@
@washerwoman@|@bugàixe@
@wasp@|@vèspa@
@waste@|@refûo, rexìdoo, ruménta@
@waste paper@|@papê de stràssa (nm)@
@watch (n)@|@relêuio@
@watching@|@avistaménto@
@watchmaker@|@releuiâ (nm)@
@watchman@|@cantonê@
@water@|@ægoa@
@watering can@|@stagnón@
@watermelon@|@patêca@
@wave@|@ónda@
@waves@|@ónde (nfpl)@
@wax@|@çéia@
@wax candle@|@ofiçieu@
@way@|@camìn, mainêa, manêa, stràdda, vîa@
@way back@|@ritórno@
@way out@|@sciortîa@
@WC@|@lêugo, bàgno, lêugo cómodo@
@we@|@niâtri@
@we are@|@niâtri sémmo@
@we find@|@niâtri trovémmo, niâtri atrovémmo@
@we know@|@niâtri sémmo@
@weak@|@scernîo, débole@
@weakness@|@deficénsa@
@wealth@|@richéssa@
@weaponry@|@armaménto@
@weariness@|@stanchéssa@
@weasel@|@bèloa@
@weather@|@ténpo@
@weathercock@|@banderòlla@
@weathervane@|@banderòlla@
@weaving@|@tesciûo@
@wedding@|@maiézzo, nósse (fpl), spozalìçio@
@wedge@|@gælo@
@Wednesday@|@mercoledì, mâcordì@
@weeds@|@erbàsci (nmpl)@
@week@|@setemànn-a@
@weight@|@péizo@
@weird@|@strâno@
@welcome@|@benvegnûo@
@well (adv.)@|@a pòsto, bén@
@well (n)@|@pósso@
@well done@|@bén fæto@
@we'll see!@|@vediêmo!@
@well-known@|@rinomòu@
@well-liked@|@bén vosciûo@
@well-off@|@móscio@
@West@|@ponénte, Oçidénte, òvest@
@wet@|@bagnòu, scôo, ùmido (ag.)@
@wet-nurse@|@màmma@
@wet-nurse's husband@|@tàtta (nm)@
@whale@|@balénn-a@
@wharf@|@meu@
@what@|@che, cöse@
@what a nice!@|@mâi bèllo!@
@what do you do?@|@cöse ti fæ?@
@what do you say?@|@cöse ti dîxi?@
@what do you say? (formal)@|@cöse sciâ dîxe?@
@what do you want?@|@cöse ti veu?@
@what do you want? (formal)@|@cöse sciâ veu?@
@what else?@|@che ciù?@
@what for@|@percöse@
@what is the time?@|@che ôa l'é?@
@what is your name?@|@cómme ti te ciàmmi?, cómme ti t'aciàmmi?@
@what time is it?@|@che ôa l'é?@
@what you want@|@quéllo che ti veu@
@what's up?@|@cöse gh'é?@
@wheel@|@rêua@
@when@|@quànde@
@where@|@ónde, dôve@
@where are you?@|@dôve ti ê?, ónde t'ê? (pop.)@
@which@|@quæ@
@which (f)@|@a quæ@
@which (m)@|@o quæ@
@whichever@|@quæ se sæ@
@whiff@|@naixâ (nf)(pop.), piscioelâ (nf), schisâ (nf)@
@while@|@méntre@
@whilst@|@méntre@
@whim@|@scrìpixi (nmpl), caprìçio@
@whimsical@|@capriçiôzo@
@whiner@|@mogognón, rangognón@
@whisper@|@susûro@
@whistle@|@scigoêlo, pelêuia, scìgoa, scigoelétto@
