@English@|@Koine Greek@
@terrified@|@ἔμφοβος -ον@
@terrify@|@θορυβέω, πτύρω@
@territory@|@ὅριον -ου -τό@
@terror@|@πτόησις -εως -ἡ, φόβος -ου -ὁ@
@Tertius@|@Τέρτιος -ου -ὁ@
@Tertullus@|@Τέρτυλλος -ου -ὁ@
@test@|@πειράζω@
@testament@|@διαθήκη -ης -ἡ@
@testify@|@μαρτυρέω, μαρτύρομαι@
@testify solemnly@|@διαμαρτύρομαι@
@testimony@|@μαρτυρία -ας -ἡ, μαρτύριον -ου -τό@
@testing@|@πειρασμός -οῦ -ὁ@
@Thaddaeus@|@Θαδδαῖος -ου -ὁ@
@than@|@ἤ, ἤπερ@
@thankful@|@εὐχάριστος -ον@
@thankfulness@|@εὐχαριστία -ας -ἡ@
@that@|@ἐκεῖνος -η -ο, ὅς -ἥ -ὅ, ὅτι@
@that baffles words@|@ἀλάλητος -ον@
@that cannot be broken up@|@ἀκατάλυτος -ον@
@that cannot be searched into@|@ἀνεξερεύνητος -ον@
@that cannot be thoroughly related@|@ἀνεκδιήγητος -ον@
@that is left over@|@ἐπίλοιπος -ον@
@that one there@|@ἐκεῖνος -η -ο@
@that ought to be put@|@βλητέος -α -ον@
@that which comes from the root@|@ῥίζα -ης -ἡ@
@that which is lacking@|@ὑστέρημα -ατος -τό@
@the abyss@|@ἄβυσσος -ου -ἡ@
@the act of boasting@|@καύχησις -εως -ἡ@
@the act of building@|@οἰκοδομή -ῆς -ἡ@
@the act of condemnation@|@κατάκρισις -εως -ἡ@
@the act of meeting@|@ἀπάντησις -εως -ἡ@
@the act of opening@|@ἄνοιξις -εως -ἡ@
@the act of plundering@|@ἁρπαγή -ῆς -ἡ@
@the act of pollution@|@μιασμός -οῦ -ὁ@
@the act or office of priesthood@|@ἱεράτευμα -ατος -τό@
@the Adriatic Sea@|@Ἀδρίας -ου -ὁ@
@the adversary@|@ἐναντίος -α -ον@
@the ankle bone@|@σφυρόν -οῦ -τό@
@the apostle@|@Σαῦλος -ου -ὁ@
@the Areopagus@|@Ἄρειος πάγος -ου -ὁ@
@the arm@|@βραχίων -ονος -ὁ@
@the back of men or animals@|@νῶτος -ου -ὁ@
@the Baptist@|@βαπτιστής -οῦ -ὁ@
@the baptizer@|@βαπτιστής -οῦ -ὁ@
@the base@|@ἔδαφος -ους -τό@
@the birthright@|@πρωτοτόκια -ων -τά@
@the breast@|@στῆθος -ους -τό@
@the brow@|@ὀφρῦς -ύος -ἡ@
@the cause of@|@αἴτιος -ου -ὁ@
@the chief matter@|@κεφάλαιον -ου -τό@
@the chief place at a banquet@|@πρωτοκλισία -ας -ἡ@
@the chief shepherd@|@ἀρχιποίμην -ενος -ὁ@
@the Christ@|@Χριστός -οῦ -ὁ@
@the conscience@|@συνείδησις -εως -ἡ@
@the country@|@ἀγρός -οῦ -ὁ@
@the crowd@|@λαός -οῦ -ὁ@
@the day before the Sabbath@|@παρασκευή -ῆς -ἡ, προσάββατον -ου -τό@
@the day of atonement@|@νηστεία -ας -ἡ@
@the deep@|@πέλαγος -ους -τό@
@the deep sea@|@βυθός -οῦ -ὁ@
@the Devil@|@διάβολος -ον@
@the Dioscuri@|@Διόσκουροι -ων -οἱ@
@the doing of that which is good@|@ἀγαθοποιΐα -ας -ἡ@
@the duty of a priest@|@ἱερατεία -ας -ἡ@
@the ear@|@οὖς -ὠτός -τό@
@the earth@|@γῆ -γῆς -ἡ@
@the East@|@ἀνατολή -ῆς -ἡ@
@the end@|@ἄκρον -ου -τό@
@the Euphrates@|@Εὐφράτης -ου -ὁ@
@the eye@|@ὀφθαλμός -οῦ -ὁ@
@the eye of a needle@|@τρυμαλιά -ᾶς -ἡ, τρύπημα -ατος -τό@
@the face@|@πρόσωπον -ου -τό@
@the faculty of looking@|@βλέμμα -ατος -τό@
@the faculty or experience of enjoyment@|@ἀπόλαυσις -εως -ἡ@
@the feast of Passover@|@πάσχα -τό@
@the feast of tabernacles@|@σκηνοπηγία -ας -ἡ@
@the features@|@ὄψις -εως -ἡ@
@the fifth@|@πέμπτος -η -ον@
@the finest wheaten flour@|@σεμίδαλις -εως -ἡ@
@the first-fruits@|@ἀπαρχή -ῆς -ἡ@
@the fist@|@πυγμή -ῆς -ἡ@
@the foot@|@βάσις -εως -ἡ, πούς -ποδός -ὁ@
@the forehead@|@μέτωπον -ου -τό@
@the fringe@|@κράσπεδον -ου -τό@
@the Gentiles@|@ἔθνος -ους -τό@
@the good news@|@εὐαγγέλιον -ου -τό@
@the gospel@|@εὐαγγέλιον -ου -τό@
@the greatest@|@πλεῖστος -η -ον@
@the Greek language@|@Ἑλληνικός -ή -όν@
@the head@|@κεφαλή -ῆς -ἡ@
@the heart@|@καρδία -ας -ἡ@
@the heaven@|@οὐρανός -οῦ -ὁ@
@the Hebrew language@|@Ἑβραΐς -ΐδος -ἡ@
@the heel@|@πτέρνα -ης -ἡ@
@the heights@|@ὕψιστος -η -ον@
@the Herodians@|@Ἡρῳδιανοί -ῶν -οἱ@
@the inhabited (Roman) world@|@οἰκουμένη -ης -ἡ()@
@the inner man@|@κοιλία -ας -ἡ@
@the inside@|@ἐντός@
@the jawbone@|@σιαγών -όνος -ἡ@
@the Jewish religion@|@Ἰουδαϊσμός -οῦ -ὁ@
@the Jordan@|@Ἰορδάνης -ου -ὁ@
@the leg@|@σκέλος -ους -τό@
@the loins@|@ὀσφύς -ύος -ἡ@
@the material of a building@|@ἐνδόμησις -εως -ἡ@
@the Messiah@|@Χριστός -οῦ -ὁ@
@the middle of heaven@|@μεσουράνημα -ατος -τό@
@the mind@|@νόημα -ατος -τό, νοῦς -νοός -νοΐ -νοῦν -ὁ, φρήν -φρενός -ἡ@
@the moon@|@σελήνη -ης -ἡ@
@the morningstar@|@φωσφόρος -ον -@
@the Mosaic Law@|@νόμος -ου -ὁ@
@the most@|@πλεῖστος -η -ον@
@the mount Olivet@|@Ἐλαιών -ῶνος -ὁ, -@
@the mouth@|@στόμα -ατος -τό@
@the neck@|@τράχηλος -ου -ὁ@
@the new moon as a festival@|@νουμηνία -ας -ἡ@
@the next day@|@ἑξῆς, ἐπιοῦσα -ης -ἡ@
@the night@|@νύξ -νυκτός -ἡ@
@the North@|@βορρᾶς -ᾶ -ὁ@
@the north wind@|@βορρᾶς -ᾶ -ὁ@
@the north-west wind@|@χῶρος -ου -ὁ@
@the official residence of the procurator@|@πραιτώριον -ου -τό@
@the originator of@|@αἴτιος -ου -ὁ@
@the outside@|@ἐκτός@
@the pain of childbirth@|@ὠδίν -ῖνος -ἡ@
@the partisans of Herod Antipas@|@Ἡρῳδιανοί -ῶν -οἱ@
@the paschal feast@|@ἄζυμος -ον@
@the Passover lamb@|@πάσχα -τό@
@the people@|@δῆμος -οῦ -ὁ@
@the Persian or Ephesian Artemis@|@Ἄρτεμις -ιδος -ἡ@
@the present@|@δεῦρο@
@the priestly office@|@ἱερωσύνη -ης -ἡ@
@the proclamation of an appointment@|@ἀνάδειξις -εως -ἡ@
@the proof@|@σφραγίς -ῖδος -ἡ -@
@the prow of a ship@|@πρῴρα -ας -ἡ@
@the rainy season@|@χειμών -ῶνος -ὁ@
@the remainder@|@κατάλοιπος -ον, λοιπός -ή -όν@
@the rite or ceremony of baptism@|@βάπτισμα -ατος -τό@
@the roof@|@κέραμος -ου -ὁ@
@the rudder of a ship@|@πηδάλιον -ου -τό@
@the Sabbath@|@σάββατον -ου -τό@
@the Sanhedrin@|@συνέδριον -ου -τό@
@the scriptures@|@γραφή -ῆς -ἡ@
@the sea@|@θάλασσα -ης -ἡ, πέλαγος -ους -τό@
@the sense of smell@|@ὄσφρησις -εως -ἡ@
@the show-bread@|@πρόθεσις -εως -ἡ -@
@the side of the body@|@πλευρά -ᾶς -ἡ@
@the skin@|@χρώς -ωτός -ὁ@
@the sky@|@οὐρανός -οῦ -ὁ@
@the Slanderer@|@διάβολος -ον@
@the smallest@|@ἐλαχιστότερος -α -ον@
@the smallest Roman copper coin@|@κοδράντης -ου -ὁ@
@the soul@|@ψυχή -ῆς -ἡ@
@the South@|@μεσημβρία -ας -ἡ, νότος -ου -ὁ@
@the south wind@|@νότος -ου -ὁ@
@the south-west wind@|@λίψ -λιβός -ὁ@
@the space covered by a step of the foot@|@βῆμα -ατος -τό hippo -@
@the stern of a ship@|@πρύμνα -ης -ἡ@
@the stomach@|@στόμαχος -ου -ὁ@
@the sun@|@ἥλιος -ου -ὁ@
@the taking of an oath@|@ὁρκωμοσία -ας -ἡ@
@the thigh@|@μηρός -οῦ -ὁ@
@the third story@|@τρίστεγος -ον@
@the throat@|@λάρυγξ -υγγος -ὁ@
@the tongue@|@γλῶσσα -ης -ἡ@
@the top of the house@|@δῶμα -ατος -τό@
@the tossing of the sea in a tempest@|@σάλος -ου -ὁ@
@the track of a wheel@|@τροχιά -ᾶς -ἡ@
@the Twelve Tribes of Israel@|@δωδεκάφυλον -ου -τό@
@the Twin@|@Δίδυμος -ου -ὁ@
@the unfathomable depth@|@ἄβυσσος -ου -ἡ@
@the very one who@|@ὅσπερ -ἥπερ -ὅπερ@
@the West@|@δυσμή -ῆς -ἡ@
@the whole@|@ἅπας -ασα -αν, ὅλος -η -ον, πᾶς -πᾶσα -πᾶν@
@the wind@|@ἄνεμος -ου -ὁ@
@the womb@|@γαστήρ -γαστρός -ἡ, μήτρα -ας -ἡ@
@the world@|@κόσμος -ου -ὁ@
@the young of birds@|@νοσσίον -ου -τό@
@theft@|@κλοπή -ῆς -ἡ@
@them@|@αὐτός -αὐτή -αὐτό@
@then@|@ἄρα, δή, εἶτα, ἔπειτα, οὖν, τότε@
@thence@|@ἐκεῖθεν@
@Theophilus@|@Θεόφιλος -ου -ὁ@
@there@|@αὐτοῦ, ἐκεῖ, ἐκεῖσε@
@there is in@|@ἔνι@
@thereafter@|@εἶτα, ἔπειτα@
@therefore@|@ἄρα, οὖν, τοιγαροῦν, τοίνυν, ὥστε@
@Thessalonian@|@Θεσσαλονικεύς -έως -ὁ@
@Thessalonica@|@Θεσσαλονίκη -ης -ἡ@
@Theudas@|@Θευδᾶς -ᾶ -ὁ@
@they@|@αὐτός -αὐτή -αὐτό@
@thick darkness@|@σκιά -ᾶς -ἡ@
@thieving@|@κλοπή -ῆς -ἡ@
@thine@|@σός -σή -σόν@
@things above@|@ἄνω@
@think@|@ἡγέομαι@
@think good@|@κρίνω@
@thinking@|@λογισμός -οῦ -ὁ@
@third@|@τρίτος -η -ον@
@thirst@|@δίψος -ους -τό@
@thirty@|@τριάκοντα -οἱ -αἱ -τά@
@this@|@ὅδε -ἥδε -τόδε, οὗτος -αὕτη -τοῦτο@
@this here@|@ὅδε -ἥδε -τόδε@
@thither@|@ἐκεῖ, ἐκεῖσε@
@Thomas@|@Δίδυμος -ου -ὁ, Θωμᾶς -ᾶ -ὁ@
@thoroughly weaken@|@συνθρύπτω@
@thou hast forsaken me@|@σαβαχθανί@
@thought@|@διαλογισμός -οῦ -ὁ hippo -, διανόημα -ατος -τό, ἔννοια -ας -ἡ, ἐπίνοια -ας -ἡ, φρόνημα -ατος -τό@
@thoughtless@|@ἀνόητος -ον, ἀργός -ή -όν@
@thoughts@|@ἐνθύμησις -εως -ἡ@
@threat@|@ἀπειλή -ῆς -ἡ@
@threaten@|@ἐνίστημι@
@three@|@τρεῖς -τρία@
@three hundred@|@τριακόσιοι -αι -α@
@three thousand@|@τρισχίλιοι -αι -α@
@three times@|@τρίς@
@through@|@ἀνά, διά@
@throughout@|@κατά@
@throw@|@βάλλω, βολή -ῆς -ἡ@
@throw in@|@ἐμβάλλω@
@throw overboard@|@ἀποβάλλω, ἀπορρίπτω@
@thunder@|@βροντή -ῆς -ἡ@
@thus@|@οὕτως@
@thy@|@σός -σή -σόν@
@Thyatira@|@Θυάτειρα -ων -τά@
@Tiberias@|@Τιβεριάς -άδος -ἡ@
@Tiberius@|@Τιβέριος -ου -ὁ@
@tickle@|@κνήθω@
@tidings@|@φάσις -εως -ἡ@
@tie around@|@διαζώννυμι@
@tie up@|@προτείνω@
@till@|@εἰς@
@Timaeus@|@Τιμαῖος -ου -ὁ@
@time@|@καιρός -οῦ -ὁ, χρόνος -ου -ὁ@
@timely@|@εὔκαιρος -ον@
@timid@|@δειλός -ή -όν@
@Timon@|@Τίμων -ωνος -ὁ@
@Timothy@|@Τιμόθεος -ου -ὁ@
@title@|@ἐπιγραφή -ῆς -ἡ@
@Titus@|@Τίτος -ου -ὁ@
@to@|@ἐπί, πρός@
@to a more honorable place@|@ἀνώτερον@
@to act as proconsul@|@ἀνθυπατεύω@
@to be at the extremity@|@ἐσχάτως@
@to be impossible@|@ἀδυνατέω@
@to be pregnant@|@γαστήρ -γαστρός -ἡ@
@to meet@|@ἀπάντησις -εως -ἡ@
@to which the chief priest belongs@|@ἀρχιερατικός -ή -όν@
@today@|@σήμερον@
@together@|@ὁμοῦ@
@toil@|@κοπιάω, κόπος -ου -ὁ, μόχθος -ου -ὁ@
@tolerable@|@ἀνεκτός -ή -όν@
@tomorrow@|@αὔριον, ἐπαύριον@
@topaz@|@τοπάζιον -ου -τό@
@torment@|@βασανισμός -οῦ -ὁ, βάσανος -ου -ἡ, ὀχλέω@
@torrent@|@ποταμός -οῦ -ὁ@
@torture@|@βασανίζω, βασανισμός -οῦ -ὁ, βάσανος -ου -ἡ@
@toss@|@ῥίπτω@
@total@|@ἀριθμός -οῦ -ὁ@
@touch@|@ψηλαφάω@
@towards@|@πρός@
@town-clerk@|@γραμματεύς -έως -ὁ -@
@Trachonitis@|@Τραχωνῖτις -ιδος -ἡ@
@trade@|@ἐμπορία -ας -ἡ, ἐργάζομαι, ἐργασία -ας -ἡ, πραγματεύομαι, τέχνη -ης -ἡ@
@trade in@|@καπηλεύω@
@trader@|@ἔμπορος -ου -ὁ@
@trading@|@ἐμπορία -ας -ἡ@
@tradition@|@παράδοσις -εως -ἡ@
@trafficking@|@ἐμπορία -ας -ἡ@
@train@|@παιδεύω@
@trample upon@|@πατέω@
@tranquil@|@ἤρεμος -ον, ἡσύχιος -α -ον@
@transcendent@|@μεγαλοπρεπής -ές@
@transfer@|@μεθίστημι@
@transfigure@|@μετασχηματίζω hippo -@
@transfix@|@ἐκκεντέω@
@transform@|@μεταλλάσσω, μεταμορφόω@
@transformation@|@μετάθεσις -εως -ἡ@
@translation@|@ἑρμηνεία -ας -ἡ@
@transparent@|@διαυγής -ές, ὑάλινος -η -ον@
@trap@|@παγίς -ίδος -ἡ@
@travel@|@ὁδεύω, ὁδοιπορία -ας -ἡ@
@treacherous@|@ἀσύνθετος -ον, δόλιος -ία -ιον@
@treachery@|@δόλος -ου -ὁ, ἐνέδρα -ας -ἡ@
@treasure@|@ἀκροθίνιον -ίου -τό, γάζα -ης -ἡ@
@treasure up@|@ἀποθησαυρίζω, θησαυρίζω@
@treat contemptuously@|@ἐνυβρίζω@
@treat harshly@|@καταδυναστεύω@
@treat shamefully@|@ἀτιμόω@
@treat wrongfully@|@ἐπηρεάζω@
@trembling through fear@|@ἔντρομος -ον@
@trial@|@δοκίμιον -ου -τό, πειρασμός -οῦ -ὁ, πύρωσις -εως -ἡ@
@trials@|@πῦρ -πυρός -τό@
@tribal lord@|@ἐθνάρχης -ου -ὁ@
@tribe@|@πατριά -ᾶς -ἡ@
@tribute@|@φόρος -ου -ὁ@
@trickery@|@κυβεία -ας -ἡ@
@Troas@|@Τρῳάς -άδος -ἡ@
@Trogyllium@|@Τρωγύλλιον -ου -τό@
@Trophimus@|@Τρόφιμος -ου -ὁ@
@trouble@|@ἄλυπος -ον, κόπος -ου -ὁ, σκύλλω, ταράσσω@
@trouble greatly@|@περισπάω@
@true@|@ἀληθής -ές, ἀληθινός -η -ον, γνήσιος -α -ον@
@truly@|@ἀληθῶς, ἀμήν, γνησίως, δή, ἦ, μέν, ὄντως@
@trust@|@πεποίθησις -εως -ἡ, πίστις -εως -ἡ@
@trust in@|@ἐπαναπαύομαι@
@trustworthy@|@ἀσφαλής -ές, πιστός -ή -όν@
@truth@|@ἀλήθεια -ας -ἡ@
@truthful@|@ἀψευδής -ές@
@Tryphaena@|@Τρύφαινα -ης -ἡ@
@Tryphosa@|@Τρυφῶσα -ης -ἡ@
@tumult@|@ἐπισύστασις -εως -ἡ, ταραχή -ῆς -ἡ@
@turn away@|@ἐκκλίνω@
@turn my attention to@|@ἀποβλέπω@
@turn upside down@|@ἀναστρέφω@
@twelfth@|@δωδέκατος -η -ον@
@twelve@|@δεκαδύο, δώδεκα@
@twenty@|@εἴκοσι@
@twenty-four hours@|@νυχθήμερον -ου -τό@
@twice@|@δίς@
@twinkle (of the eye)@|@ῥιπή -ῆς -ἡ()@
@twist@|@στρεβλόω@
@two@|@δύο@
@two drachmae@|@δίδραχμον -ου -τό -@
@two hundred@|@διακόσιοι -αι -α@
@two thousand@|@δισχίλιοι -αι -α@
@two years@|@διετία -ας -ἡ@
@two years old@|@διετής -ές@
@two-edged@|@δίστομος -ον@
@two-fold@|@διπλοῦς -ῆ -οῦν@
@Tychicus@|@Τυχικός -ου -ὁ@
@type@|@δεῖγμα -ατος -τό, τύπος -ου -ὁ@
@typical of@|@ἀντίτυπος -ον@
@Tyrannus@|@Τύραννος -ου -ὁ@
@Tyre@|@Τύρος -ου -ἡ@
@unable to speak@|@ἄλαλος -ον@
@unaccomplished@|@ἀπέραντος -ον@
@unambiguous@|@ἀδιάκριτος -ον@
@unanimously@|@ὁμοθυμαδόν@
@unapproachable@|@ἀπρόσιτος -ον@
@unbelief@|@ἀπιστία -ας -ἡ@
@unbeliever@|@ἄπιστος -ον@
@unbelieving@|@ἀπειθής -ές, ἄπιστος -ον@
@unbent@|@ἀκλινής -ες@
@unceasing@|@ἀδιάλειπτος -ον@
@unceasingly@|@ἀδιαλείπτως@
@uncertainly@|@ἀδήλως@
@uncertainty@|@ἀδηλότης -τητος -ἡ@
@unchangeable@|@ἀμετάθετος -ον, ἀπαράβατος -ον@
@unchanged@|@ἀμετάθετος -ον@
@unchristian@|@ἄπιστος -ον@
@uncircumcised@|@ἀπερίτμητος -ον@
@unclean@|@ἀκάθαρτος -ον, ἀπερίτμητος -ον, κοινός -ή -όν@
@uncleanness@|@ἀκαθαρσία -ας -ἡ@
@unconcealed@|@ἀληθής -ές@
@uncondemned@|@ἀκατάγνωστος -ον, ἀκατάκριτος -ον@
@uncontaminated@|@εἰλικρινής -ές@
@uncorrupted@|@ἄζυμος -ον@
@uncountable@|@ἀναρίθμητος -ον@
@uncovering@|@ἀποκάλυψις -εως -ἡ@
@undefiled@|@ἀμίαντος -ον, ἄσπιλος -ον@
@under@|@κάτω, ὑπό@
@under the earth@|@καταχθόνιος -ον@
@undergarment@|@χιτών -ῶνος -ὁ@
@undergo@|@ὑπέχω@
@underneath@|@ὑποκάτω@
@understand@|@ἐπίσταμαι, συνίημι@
@understanding@|@διάνοια -ας -ἡ, σύνεσις -εως -ἡ, φρόνησις -εως -ἡ@
@undertake@|@ἀναδέχομαι@
@undertaking@|@πορεία -ας -ἡ@
@undiluted@|@ἄκρατος -ον@
@undiscerning@|@ἀσύνετος -ον@
@undistinguished@|@ἄσημος -ον@
@uneducated@|@ἀγράμματος -ον, ἀπαίδευτος -ον@
@unending@|@αἰώνιος -ία -ιον, ἀπέραντος -ον@
@unexpected@|@αἰφνίδιος -ον, παράδοξος -ον@
@unexpectedly@|@ἐξαίφνης@
@unfading@|@ἀμαράντινος -η -ον, ἀμάραντος -ον@
@unfailing@|@ἀνέκλειπτος -ον@
@unfair@|@σκολιός -ά -όν@
@unfaithfulness@|@ἀπιστία -ας -ἡ@
@unfeigned@|@ἀνυπόκριτος -ον@
@unfruitful@|@ἄκαρπος -ον@
@ungodly@|@ἀσεβής -ές@
@ungrateful@|@ἀχάριστος -ον@
@unharness@|@καταλύω@
@unimpeachable@|@ἀκατάγνωστος -ον@
@unintelligent@|@ἀσύνετος -ον@
@unique@|@μονογενής -ές -@
@unite@|@συγκεράννυμι@
@united with@|@σύμφυτος -ον@
@unity@|@ἑνότης -ητος -ἡ@
@universe@|@κόσμος -ου -ὁ@
@unjust@|@ἄδικος -ον@
@unjustly@|@ἀδίκως@
@unknown@|@ἄγνωστος -ον@
@unlawful@|@ἀθέμιτος -ον@
@unlearned@|@ἀμαθής -ές, νήπιος -α -ον@
@unleavened@|@ἄζυμος -ον@
@unless@|@εἴγε, μήτι@
@unloving@|@ἄστοργος -ον@
@unmarried@|@ἄγαμος -οῦ -ὁ -ἡ@
@unmixed@|@ἄκρατος -ον@
@unprepared@|@ἀπαρασκεύαστος -ον@
